"RearingBrood","ChickID","NatalBrood","CrossFosteredYN","AvgOfMass","AvgOfTarsus","AvgOfAge","nMeasures","dam","sire","NbRinged","MeanA","MeanAdev","MeanAsim","MeanTotalProRate","MeanS","MeanSdev","MeanSsim","SocialMumID","SocialDadID","PairID","BreedingYear","HatchingDayAfter0401","PairBroodNb","NbHatched","XPriorResidence","GenPairID","ResMassTarsus_perChick","MeanLogAdev","MeanLogSdev"
1621,7233,1621,0,16.2999992370605,16.2999992370605,12,1,6384,5195,2,14,1.45,12.55,19.5411375689324,11,3.46,7.54,6384,6509,"65096384",2013,112,2,2,FALSE,"51956384",-2.36067593144335,0.104621518459849,0.380641348640623
1623,7229,1624,1,21.8999996185303,17.7000007629395,12,1,6420,5195,1,7.5,0.28,7.22,11.4694239694239,2,-0.335,2.335,5014,5489,"54895014",2013,114,6,3,FALSE,"51956420",-0.00652674627331496,0.0097039500082193,-0.621096508572817
1627,7242,1627,0,24.7000007629395,18.2999992370605,12,1,4944,4722,2,15,0.619999999999999,14.38,15.5230596175478,7,1.59,5.41,4944,4722,"47224944",2013,118,5,2,FALSE,"47224944",1.40240036785515,0.040821994520255,0.238257189124258
1627,7243,1627,0,23.7999992370605,18.2999992370605,12,1,4944,4722,2,15,0.619999999999999,14.38,15.5230596175478,7,1.59,5.41,4944,4722,"47224944",2013,118,5,2,FALSE,"47224944",0.502398841976148,0.040821994520255,0.238257189124258
1629,7200,1629,0,20.5,18.1000003814697,12,1,6462,6648,2,17,3.88,13.12,18.6851211072664,10,3.34,6.66,6462,6648,"66486462",2013,111,2,3,TRUE,"66486462",-2.33391052569625,0.250661580208102,0.382865276190923
1629,7202,1629,0,18.6000003814697,17.7000007629395,12,1,6462,5466,2,17,3.88,13.12,18.6851211072664,10,3.34,6.66,6462,6648,"66486462",2013,111,2,3,TRUE,"54666462",-3.30652598333391,0.250661580208102,0.382865276190923
1640,7280,1640,0,10.3000001907349,15.6000003814697,12,1,6321,5517,2,18,1.27,16.73,20.7517052016823,11,2.04,8.96,6321,5517,"55176321",2014,15,3,3,TRUE,"55176321",-6.73775380173572,0.0648847402683756,0.0678799356327964
1640,7281,1640,0,18.2999992370605,18.1000003814697,12,1,6321,5675,2,18,1.27,16.73,20.7517052016823,11,2.04,8.96,6321,5517,"55176321",2014,15,3,3,TRUE,"56756321",-4.53391128863575,0.0648847402683756,0.0678799356327964
1645,7300,1645,0,15.6999998092651,15.3999996185303,12,1,5294,4929,2,7,1.96,5.04,12.9528105167137,4.5,2.2,2.3,5294,4943,"49435294",2014,16,9,4,TRUE,"49295294",-0.874059891700996,0.295042162563659,0.541471150077657
1645,7301,1645,0,10.8999996185303,12.6999998092651,12,1,5294,4943,2,7,1.96,5.04,12.9528105167137,4.5,2.2,2.3,5294,4943,"49435294",2014,16,9,4,TRUE,"49435294",0.585788531236378,0.295042162563659,0.541471150077657
1646,7336,1665,1,22.2000007629395,17.7000007629395,12,1,6250,6532,3,21,1.78,19.22,29.6296417660693,15,1.54,13.46,6639,6533,"65336639",2014,25,1,3,FALSE,"65326250",0.293474398135886,0.0721203402496161,0.0285360548397019
1646,7337,1665,1,14.6000003814697,15.6999998092651,12,1,6250,6532,3,21,1.78,19.22,29.6296417660693,15,1.54,13.46,6639,6533,"65336639",2014,25,1,3,FALSE,"65326250",-2.66959854569497,0.0721203402496161,0.0285360548397019
1646,7338,1665,1,17.7000007629395,16.1000003814697,12,1,6250,6532,3,21,1.78,19.22,29.6296417660693,15,1.54,13.46,6639,6533,"65336639",2014,25,1,3,FALSE,"65326250",-0.496984536176251,0.0721203402496161,0.0285360548397019
1650,7346,1650,0,19.2000007629395,18,12,1,6555,6492,3,24,3.36,20.64,26.7734553775744,14,1.37,12.63,6555,6492,"64926555",2014,26,1,3,TRUE,"64926555",-3.40206261700448,0.14750613710859,0.0992489611118238
1650,7347,1650,0,18.7000007629395,17.3999996185303,12,1,6555,6492,3,24,3.36,20.64,26.7734553775744,14,1.37,12.63,6555,6492,"64926555",2014,26,1,3,TRUE,"64926555",-2.51098416460709,0.14750613710859,0.0992489611118238
1650,7348,1650,0,17.7000007629395,17.2000007629395,12,1,6555,6492,3,24,3.36,20.64,26.7734553775744,14,1.37,12.63,6555,6492,"64926555",2014,26,1,3,TRUE,"64926555",-3.04729429521899,0.14750613710859,0.0992489611118238
1651,7349,1651,0,23.2999992370605,17.6000003814697,12,1,4576,4682,2,18,0.34,17.66,24.7550368820874,11,0.359999999999999,10.64,4576,4682,"46824576",2014,27,7,5,TRUE,"46824576",1.62532001800938,0.0216977553722202,0.0243501550971255
1651,7351,1651,0,9,12.3999996185303,12,1,4576,4682,2,18,0.34,17.66,24.7550368820874,11,0.359999999999999,10.64,4576,4682,"46824576",2014,27,7,5,TRUE,"46824576",-0.618671861095345,0.0216977553722202,0.0243501550971255
1651,7352,1651,0,24.3999996185303,17.6000003814697,12,1,4576,4682,2,18,0.34,17.66,24.7550368820874,11,0.359999999999999,10.64,4576,4682,"46824576",2014,27,7,5,TRUE,"46824576",2.72532039947917,0.0216977553722202,0.0243501550971255
1653,7366,1653,0,21,16.7000007629395,12,1,7011,7264,1,18.5,0.91,17.59,24.696271470465,10,-0.355,10.355,7011,7264,"72647011",2014,30,1,4,FALSE,"72647011",1.41193624848664,0.0501729643571642,-0.042023493762807
1653,7367,1653,0,10.6000003814697,13.1999998092651,12,1,7011,7264,1,18.5,0.91,17.59,24.696271470465,10,-0.355,10.355,7011,7264,"72647011",2014,30,1,4,FALSE,"72647011",-0.873442012469348,0.0501729643571642,-0.042023493762807
1654,7356,1654,0,17.5,17.2000007629395,12,1,4873,4960,2,13,-0.379999999999999,13.38,17.4614261884904,4.5,-1.165,5.665,4873,4960,"49604873",2014,28,8,4,TRUE,"49604873",-3.24729505815849,-0.0504301497974881,-0.332129623284649
1654,7357,1654,0,8.5,13.1999998092651,12,1,4873,4960,2,13,-0.379999999999999,13.38,17.4614261884904,4.5,-1.165,5.665,4873,4960,"49604873",2014,28,8,4,TRUE,"49604873",-2.97344239393905,-0.0504301497974881,-0.332129623284649
1654,7358,1654,0,24.2000007629395,18.5,12,1,4873,4960,2,13,-0.379999999999999,13.38,17.4614261884904,4.5,-1.165,5.665,4873,4960,"49604873",2014,28,8,4,TRUE,"49604873",0.438706076350391,-0.0504301497974881,-0.332129623284649
1656,7321,1657,1,20.7999992370605,16.7999992370605,12,1,NA,NA,1,12.5,1.46,11.04,13.0224355834231,4,0.165,3.835,6767,4900,"49006767",2014,22,1,4,FALSE,"NANA",0.980092761911523,0.121650182132627,0.0462309471721579
1657,7317,1656,1,12.3000001907349,14.1999998092651,12,1,NA,NA,1,15,5,10,13.7142857142857,4,0.12,3.88,4059,4768,"47684059",2014,22,7,3,FALSE,"NANA",-1.4919048164944,0.389464766761723,0.0270286723879194
1657,7319,1656,1,25.3999996185303,18.1000003814697,12,1,6767,6503,1,15,5,10,13.7142857142857,4,0.12,3.88,4059,4768,"47684059",2014,22,7,3,FALSE,"65036767",2.56608909283405,0.389464766761723,0.0270286723879194
1659,7380,1659,0,20.7999992370605,16.5,12,1,6967,6562,3,28.5,4.27,24.23,33.6869821708479,20.5,3.605,16.895,6967,6562,"65626967",2014,34,1,5,FALSE,"65626967",1.67562977705189,0.131637108208835,0.105760348140353
1659,7381,1664,1,21.7000007629395,16.7999992370605,12,1,6317,5466,3,28.5,4.27,24.23,33.6869821708479,20.5,3.605,16.895,6967,6562,"65626967",2014,34,1,5,FALSE,"54666317",1.88009428779052,0.131637108208835,0.105760348140353
1659,7383,1664,1,18.3999996185303,16.1000003814697,12,1,6317,5466,3,28.5,4.27,24.23,33.6869821708479,20.5,3.605,16.895,6967,6562,"65626967",2014,34,1,5,FALSE,"54666317",0.203014319414549,0.131637108208835,0.105760348140353
1660,7369,1661,1,22.3999996185303,16.3999996185303,12,1,4933,5202,1,4.5,0.5,4,10.8503440245681,1.5,-0.33,1.83,6643,6260,"62606643",2014,32,2,3,FALSE,"52024933",3.50747730427396,0.062581571477003,-0.117140647862333
1661,7372,1661,0,10.3999996185303,13.5,12,1,4933,5202,1,9,1.89,7.11,11.5525012818256,3,0.29,2.71,4933,5202,"52024933",2014,32,6,4,TRUE,"52024933",-1.76898200160756,0.293347423679384,0.280225846381046
1663,7331,1663,0,15.1999998092651,15.5,12,1,5284,6435,3,20,0.899999999999999,19.1,35.57582668187,16,3.33,12.67,5284,3764,"37645284",2014,24,7,5,TRUE,"64355284",-1.60590703745326,0.0448953199078909,0.225418865151345
1663,7332,1663,0,6.5,11,12,1,5284,3764,3,20,0.899999999999999,19.1,35.57582668187,16,3.33,12.67,5284,3764,"37645284",2014,24,7,5,TRUE,"37645284",0.127174913087766,0.0448953199078909,0.225418865151345
1663,7333,1663,0,19.2999992370605,15.6999998092651,12,1,NA,NA,3,20,0.899999999999999,19.1,35.57582668187,16,3.33,12.67,5284,3764,"37645284",2014,24,7,5,TRUE,"NANA",2.03040030989583,0.0448953199078909,0.225418865151345
1663,7335,1663,0,15.3000001907349,15.3999996185303,12,1,5284,3764,3,20,0.899999999999999,19.1,35.57582668187,16,3.33,12.67,5284,3764,"37645284",2014,24,7,5,TRUE,"37645284",-1.27405951023119,0.0448953199078909,0.225418865151345
1664,7376,1659,1,20.6000003814697,16.6000003814697,12,1,6967,6562,2,11,0.81,10.19,24.6780064810134,5.5,-0.0499999999999998,5.55,6317,5466,"54666317",2014,34,1,3,TRUE,"65626967",1.24378377570883,0.041160862713504,0.0932180576275388
1664,7377,1659,1,17.8999996185303,16.7000007629395,12,1,6967,6562,2,11,0.81,10.19,24.6780064810134,5.5,-0.0499999999999998,5.55,6317,5466,"54666317",2014,34,1,3,TRUE,"65626967",-1.68806413298307,0.041160862713504,0.0932180576275388
1666,7384,1666,0,13.1000003814697,12.8000001907349,12,1,4739,5466,1,3,0,3,7.69271195485194,1,0.41,0.59,4739,5466,"54664739",2014,34,1,2,TRUE,"54664739",2.55394214842328,0,0.0274604594498784
1667,7389,1667,0,13.1999998092651,15.1999998092651,12,1,6920,6902,2,10,0.42,9.58,16.0867658817157,4.5,0.765,3.735,6920,6902,"69026920",2014,35,1,4,FALSE,"69026920",-2.91036781125445,0.0410188712700799,-0.105019222732876
1667,7390,1667,0,22.7999992370605,17.2999992370605,12,1,6920,6902,2,10,0.42,9.58,16.0867658817157,4.5,0.765,3.735,6920,6902,"69026920",2014,35,1,4,FALSE,"69026920",1.8208614552664,0.0410188712700799,-0.105019222732876
1668,7394,1668,0,25.7999992370605,17.8999996185303,12,1,6955,6927,1,27,5.8,21.2,22.8699551569507,15,4.99,10.01,6955,6927,"69276955",2014,37,1,1,FALSE,"69276955",3.42978300286878,0.236873744126112,0.388512839036341
1670,7397,1674,1,26.8999996185303,18.7999992370605,12,1,NA,NA,3,24.5,0,24.5,31.4252380843803,14.5,-0.449999999999999,14.95,4663,5424,"54244663",2014,38,3,4,TRUE,"NANA",2.44316791680082,-0.000153957887172966,-0.0242384814736894
1670,7398,1674,1,26.1000003814697,18.2000007629395,12,1,6788,NA,3,24.5,0,24.5,31.4252380843803,14.5,-0.449999999999999,14.95,4663,5424,"54244663",2014,38,3,4,TRUE,"NA6788",3.03424271002096,-0.000153957887172966,-0.0242384814736894
1670,7400,1674,1,22.2999992370605,17.8999996185303,12,1,6788,NA,3,24.5,0,24.5,31.4252380843803,14.5,-0.449999999999999,14.95,4663,5424,"54244663",2014,38,3,4,TRUE,"NA6788",-0.0702169971312157,-0.000153957887172966,-0.0242384814736894
1671,7408,1700,1,17.5,15.8999996185303,12,1,6991,6377,3,34.5,8.92,25.58,37.1185345646638,25.5,6.54,18.96,6384,6509,"65096384",2014,38,3,3,FALSE,"63776991",-0.233291007611221,0.276144767750485,0.247898137611234
1671,7409,1700,1,23,17.7000007629395,12,1,6991,6377,3,34.5,8.92,25.58,37.1185345646638,25.5,6.54,18.96,6384,6509,"65096384",2014,38,3,3,FALSE,"63776991",1.09347363519639,0.276144767750485,0.247898137611234
1671,7410,1700,1,23.6000003814697,17.2999992370605,12,1,6991,6377,3,34.5,8.92,25.58,37.1185345646638,25.5,6.54,18.96,6384,6509,"65096384",2014,38,3,3,FALSE,"63776991",2.6208625996756,0.276144767750485,0.247898137611234
1672,7423,1676,1,20.8999996185303,17.8999996185303,12,1,6641,5031,3,18.5,-0.949999999999999,19.45,33.0523397255196,14,0.0100000000000016,13.99,5140,4895,"48955140",2014,39,6,4,TRUE,"50316641",-1.47021661566142,-0.0504158568649945,0.000724186499757928
1672,7424,1676,1,19.8999996185303,17.6000003814697,12,1,6641,5031,3,18.5,-0.949999999999999,19.45,33.0523397255196,14,0.0100000000000016,13.99,5140,4895,"48955140",2014,39,6,4,TRUE,"50316641",-1.77467960052083,-0.0504158568649945,0.000724186499757928
1672,7427,1677,1,20.7999992370605,18.2999992370605,12,1,6451,5623,3,18.5,-0.949999999999999,19.45,33.0523397255196,14,0.0100000000000016,13.99,5140,4895,"48955140",2014,39,6,4,TRUE,"56236451",-2.49760115802385,-0.0504158568649945,0.000724186499757928
1673,7417,1708,1,27.5,19.1000003814697,12,1,6772,6971,2,16,2.08,13.92,17.1896316507503,6,0.8,5.2,6269,6270,"62706269",2014,39,3,2,TRUE,"69716772",2.3476268610135,0.134744249049732,0.131336002061087
1673,7418,1708,1,25.2000007629395,18.5,12,1,6772,6971,2,16,2.08,13.92,17.1896316507503,6,0.8,5.2,6269,6270,"62706269",2014,39,3,2,TRUE,"69716772",1.43870607635039,0.134744249049732,0.131336002061087
1676,7425,1677,1,28,19.2000007629395,12,1,6451,5623,2,25,3.64,21.36,32.1391229024452,16,2.255,13.745,6641,5031,"50316641",2014,39,1,2,TRUE,"56236451",2.61577971526101,0.106502464689681,0.117250733736441
1676,7426,1677,1,26.7000007629395,18.7000007629395,12,1,6451,5623,2,25,3.64,21.36,32.1391229024452,16,2.255,13.745,6641,5031,"50316641",2014,39,1,2,TRUE,"56236451",2.47501178484564,0.106502464689681,0.117250733736441
1677,7429,1672,1,14.3000001907349,15.1000003814697,12,1,5140,5466,3,18,-0.68,18.68,32.1689497716895,12.5,1.695,10.805,6451,5623,"56236451",2014,39,2,4,TRUE,"54665140",-1.5785224950906,-0.0516060011793253,0.142697061951048
1677,7430,1672,1,21.3999996185303,16.8999996185303,12,1,5140,4895,3,18,-0.68,18.68,32.1689497716895,12.5,1.695,10.805,6451,5623,"56236451",2014,39,2,4,TRUE,"48955140",1.34824599762883,-0.0516060011793253,0.142697061951048
1677,7431,1672,1,17.6000003814697,15.6999998092651,12,1,5140,5466,3,18,-0.68,18.68,32.1689497716895,12.5,1.695,10.805,6451,5623,"56236451",2014,39,2,4,TRUE,"54665140",0.33040145430503,-0.0516060011793253,0.142697061951048
1678,7411,1699,1,27.6000003814697,19.3999996185303,12,1,7075,6391,2,21,0.600000000000001,20.4,31.1915543738242,17,3.065,13.935,4872,5675,"56754872",2014,38,7,3,TRUE,"63917075",1.75209022734261,0.0369414283905716,0.194445181649044
1678,7412,1699,1,25.1000003814697,18.2999992370605,12,1,7075,6391,2,21,0.600000000000001,20.4,31.1915543738242,17,3.065,13.935,4872,5675,"56754872",2014,38,7,3,TRUE,"63917075",1.80239998638535,0.0369414283905716,0.194445181649044
1679,7441,1679,0,26.2000007629395,18.2999992370605,12,1,6543,5222,2,19.5,3.94,15.56,24.2068906214171,12,2.615,9.385,6543,5222,"52226543",2014,40,2,5,TRUE,"52226543",2.90240036785515,0.17684310867795,0.221695784867753
1679,7443,1685,1,25.5,18.6000003814697,12,1,4723,6461,2,19.5,3.94,15.56,24.2068906214171,12,2.615,9.385,6543,5222,"52226543",2014,40,2,5,TRUE,"64614723",1.50685816765863,0.17684310867795,0.221695784867753
1682,7495,1710,1,20.7000007629395,18.1420001983643,12,1,5014,4895,2,28,7.07,20.93,32.6542443064182,19,6.01,12.99,4975,7267,"72674975",2014,43,1,4,TRUE,"48955014",-2.23128476799191,0.286927346702921,0.337367079007182
1682,7496,1710,1,27.8999996185303,19.1000003814697,12,1,5014,4895,2,28,7.07,20.93,32.6542443064182,19,6.01,12.99,4975,7267,"72674975",2014,43,1,4,TRUE,"48955014",2.7476264795438,0.286927346702921,0.337367079007182
1684,7447,1675,1,25.3999996185303,18.8999996185303,12,1,7031,6280,2,21,3.46,17.54,20.6666666666667,10,1.81,8.19,4965,6503,"65034965",2014,41,1,3,TRUE,"62807031",0.711320771048332,0.17546142049914,0.189202317886177
1684,7449,1675,1,24.7000007629395,18.6000003814697,12,1,7031,6280,2,21,3.46,17.54,20.6666666666667,10,1.81,8.19,4965,6503,"65034965",2014,41,1,3,TRUE,"62807031",0.706858930598125,0.17546142049914,0.189202317886177
1685,7437,1679,1,22.7999992370605,17.6000003814697,12,1,6543,5222,3,26,8.05,17.95,36.693449064571,20,6.29,13.71,4723,6461,"64614723",2014,40,1,4,FALSE,"52226543",1.12532001800938,0.358747168938348,0.359237359765552
1685,7439,1679,1,19.2000007629395,16.3999996185303,12,1,6543,5222,3,26,8.05,17.95,36.693449064571,20,6.29,13.71,4723,6461,"64614723",2014,40,1,4,FALSE,"52226543",0.307478448683158,0.358747168938348,0.359237359765552
1685,7440,1679,1,18.7000007629395,16.5,12,1,6543,5222,3,26,8.05,17.95,36.693449064571,20,6.29,13.71,4723,6461,"64614723",2014,40,1,4,FALSE,"52226543",-0.424368697069108,0.358747168938348,0.359237359765552
1687,7476,1688,1,16.8999996185303,17.2999992370605,12,1,5625,5195,3,23.5,2,21.5,29.7808067877874,16.5,3.085,13.415,6316,6344,"63446316",2014,43,2,3,TRUE,"51955625",-4.0791381632638,0.0927958138988455,0.210868485767151
1687,7477,1688,1,23.5,19.2999992370605,12,1,5625,5031,3,23.5,2,21.5,29.7808067877874,16.5,3.085,13.415,6316,6344,"63446316",2014,43,2,3,TRUE,"50315625",-2.1160630083746,0.0927958138988455,0.210868485767151
1687,7478,1688,1,22.1000003814697,18.3999996185303,12,1,5625,4722,3,23.5,2,21.5,29.7808067877874,16.5,3.085,13.415,6316,6344,"63446316",2014,43,2,3,TRUE,"47225625",-1.42944715936714,0.0927958138988455,0.210868485767151
1688,7474,1687,1,10.8999996185303,15.1999998092651,12,1,6316,6344,1,13.5,2.17,11.33,18.4634984735943,6,0.45,5.55,5625,5195,"51955625",2014,43,5,3,FALSE,"63446316",-5.21036800198925,0.163369658408138,-0.323656322108073
1688,7475,1687,1,20.7999992370605,18.5,12,1,6316,6344,1,13.5,2.17,11.33,18.4634984735943,6,0.45,5.55,5625,5195,"51955625",2014,43,5,3,FALSE,"63446316",-2.96129544952861,0.163369658408138,-0.323656322108073
1689,7517,1689,0,25.8999996185303,18.5,14,1,7040,6833,3,18.5,2.33,16.17,17.7429210736783,6,-1.8,7.8,7040,6833,"68337040",2014,44,1,5,FALSE,"68337040",2.13870493194119,0.109458600405514,-0.389984746029387
1689,7518,1689,0,19.2000007629395,17.3999996185303,14,1,7040,6833,3,18.5,2.33,16.17,17.7429210736783,6,-1.8,7.8,7040,6833,"68337040",2014,44,1,5,FALSE,"68337040",-2.01098416460709,0.109458600405514,-0.389984746029387
1689,7519,1689,0,24.1000003814697,17.3999996185303,14,1,7040,6833,3,18.5,2.33,16.17,17.7429210736783,6,-1.8,7.8,7040,6833,"68337040",2014,44,1,5,FALSE,"68337040",2.88901545392311,0.109458600405514,-0.389984746029387
1691,7506,1693,1,23.7999992370605,17.5,14,1,NA,NA,3,22.5,1.76,20.74,36.7781603504623,17.5,1.575,15.925,6871,6816,"68166871",2014,44,1,3,FALSE,"NANA",2.35716716376164,0.0466687216923446,0.13644169852885
1691,7507,1693,1,25.6000003814697,18.6000003814697,14,1,6370,5311,3,22.5,1.76,20.74,36.7781603504623,17.5,1.575,15.925,6871,6816,"68166871",2014,44,1,3,FALSE,"53116370",1.60685854912833,0.0466687216923446,0.13644169852885
1691,7508,1693,1,26.5,19.2999992370605,14,1,6370,5311,3,22.5,1.76,20.74,36.7781603504623,17.5,1.575,15.925,6871,6816,"68166871",2014,44,1,3,FALSE,"53116370",0.883936991625398,0.0466687216923446,0.13644169852885
1693,7509,1693,0,26.3999996185303,19.2000007629395,14,1,6370,5311,3,35,0.950000000000003,34.05,46.7309760679331,28.5,-1.65,30.15,6370,5311,"53116370",2014,44,3,5,TRUE,"53116370",1.01577933379131,0.106259842253937,0.00197299651096134
1693,7512,1691,1,22.6000003814697,16.3999996185303,14,1,NA,NA,3,35,0.950000000000003,34.05,46.7309760679331,28.5,-1.65,30.15,6370,5311,"53116370",2014,44,3,5,TRUE,"NANA",3.70747806721336,0.106259842253937,0.00197299651096134
1693,7513,1691,1,23.6000003814697,17.3999996185303,14,1,6871,6816,3,35,0.950000000000003,34.05,46.7309760679331,28.5,-1.65,30.15,6370,5311,"53116370",2014,44,3,5,TRUE,"68166871",2.38901545392311,0.106259842253937,0.00197299651096134
1697,7532,1697,0,25.7000007629395,18.2000007629395,12,1,4967,4895,4,26,5.24,20.76,24,15,3.89,11.11,4967,5461,"54614967",2014,46,5,4,TRUE,"48954967",2.63424309149076,0.220317360078375,0.288973228215401
1697,7533,1697,0,23.6000003814697,18.1000003814697,12,1,4967,5461,4,26,5.24,20.76,24,15,3.89,11.11,4967,5461,"54614967",2014,46,5,4,TRUE,"54614967",0.766089855773452,0.220317360078375,0.288973228215401
1697,7534,1697,0,28.5,19.2999992370605,12,1,4967,4895,4,26,5.24,20.76,24,15,3.89,11.11,4967,5461,"54614967",2014,46,5,4,TRUE,"48954967",2.8839369916254,0.220317360078375,0.288973228215401
1697,7535,1697,0,21.2999992370605,18.2999992370605,12,1,4967,5461,4,26,5.24,20.76,24,15,3.89,11.11,4967,5461,"54614967",2014,46,5,4,TRUE,"54614967",-1.99760115802385,0.220317360078375,0.288973228215401
1699,7414,1678,1,22.2999992370605,17.5,12,1,4872,5675,2,16,3.36,12.64,17.8489702517162,11,4.58,6.42,7075,6944,"69447075",2014,38,1,3,FALSE,"56754872",0.857167163761643,0.22769936785007,0.507931265739626
1699,7415,1678,1,23,17.7000007629395,12,1,4872,5675,2,16,3.36,12.64,17.8489702517162,11,4.58,6.42,7075,6944,"69447075",2014,38,1,3,FALSE,"56754872",1.09347363519639,0.22769936785007,0.507931265739626
1700,7405,1671,1,16.8999996185303,15.3999996185303,12,1,6384,5195,3,16,0.800000000000001,15.2,20.9545983701979,6,-2.15,8.15,6991,6377,"63776991",2014,38,1,3,FALSE,"51956384",0.325939917564203,0.0496996685522725,-0.285757144042197
1700,7406,1671,1,20.5,16.8999996185303,12,1,6384,6509,3,16,0.800000000000001,15.2,20.9545983701979,6,-2.15,8.15,6991,6377,"63776991",2014,38,1,3,FALSE,"65096384",0.448246379098533,0.0496996685522725,-0.285757144042197
1700,7407,1671,1,24.7000007629395,17.5,12,1,6384,6509,3,16,0.800000000000001,15.2,20.9545983701979,6,-2.15,8.15,6991,6377,"63776991",2014,38,1,3,FALSE,"65096384",3.25716868964064,0.0496996685522725,-0.285757144042197
1701,7555,1701,0,30.1000003814697,NA,11,1,7641,6260,1,8,-0.34,8.34,8.89987639060569,1,-0.0700000000000001,1.07,7641,7071,"70717641",2014,47,1,3,FALSE,"62607641",NA,-0.0392207131532813,-0.0456105112520523
1702,7559,1705,1,20.7999992370605,17.2000007629395,12,1,6638,5449,3,22,3,19,27.1194879089616,17,4.475,12.525,5589,5616,"56165589",2014,48,7,4,FALSE,"54496638",0.0527041789020123,0.147284504385185,0.299628168889612
1702,7560,1705,1,24.2000007629395,19.5,12,1,6638,NA,3,22,3,19,27.1194879089616,17,4.475,12.525,5589,5616,"56165589",2014,48,7,4,FALSE,"NA6638",-1.87975653693986,0.147284504385185,0.299628168889612
1702,7562,1705,1,26.2000007629395,19.2000007629395,12,1,6638,5449,3,22,3,19,27.1194879089616,17,4.475,12.525,5589,5616,"56165589",2014,48,7,4,FALSE,"54496638",0.815780478200511,0.147284504385185,0.299628168889612
1703,7576,1706,1,26,18.5,12,1,6976,6436,1,19,3.86,15.14,20.3431242364689,10,1.67,8.33,6930,7203,"72036930",2014,49,1,2,FALSE,"64366976",2.23870531341089,0.230592321866729,0.207370935904142
1705,7565,1702,1,21.2999992370605,17.7000007629395,12,1,5589,5616,2,16,-0.48,16.48,16.9300225733634,5,-0.35,5.35,6638,5449,"54496638",2014,48,6,4,TRUE,"56165589",-0.606527127743113,-0.0286757999766663,-0.0616935690053398
1705,7566,1702,1,21.7999992370605,18.5,12,1,5589,5616,2,16,-0.48,16.48,16.9300225733634,5,-0.35,5.35,6638,5449,"54496638",2014,48,6,4,TRUE,"56165589",-1.96129544952861,-0.0286757999766663,-0.0616935690053398
1707,7484,1686,1,23.7999992370605,18.7999992370605,12,1,6387,6969,4,42,3.69,38.31,57.56020780088,36.5,4.165,32.335,6462,6648,"66486462",2014,43,3,4,FALSE,"69696387",-0.656832464668977,0.0850088523118758,0.112207421482586
1707,7485,1686,1,25.5,18.7000007629395,12,1,6387,5466,4,42,3.69,38.31,57.56020780088,36.5,4.165,32.335,6462,6648,"66486462",2014,43,3,4,FALSE,"54666387",1.27501102190614,0.0850088523118758,0.112207421482586
1707,7488,1707,0,25,17.5,12,1,6462,6648,4,42,3.69,38.31,57.56020780088,36.5,4.165,32.335,6462,6648,"66486462",2014,43,3,4,FALSE,"66486462",3.55716792670114,0.0850088523118758,0.112207421482586
1707,7489,1707,0,23.1000003814697,18.1000003814697,12,1,6462,6648,4,42,3.69,38.31,57.56020780088,36.5,4.165,32.335,6462,6648,"66486462",2014,43,3,4,FALSE,"66486462",0.266089855773452,0.0850088523118758,0.112207421482586
1712,7588,1711,1,26.6000003814697,19.2000007629395,12,1,6935,7046,4,20,0.16,19.84,42.5581395348837,16,1.55,14.45,6649,6923,"69236649",2014,51,2,5,FALSE,"70466935",1.21578009673071,0.00783549552394864,0.0986490810698396
1712,7589,1711,1,26.6000003814697,18.5,12,1,6935,7046,4,20,0.16,19.84,42.5581395348837,16,1.55,14.45,6649,6923,"69236649",2014,51,2,5,FALSE,"70466935",2.83870569488059,0.00783549552394864,0.0986490810698396
1712,7590,1711,1,27,18.7999992370605,12,1,6935,7046,4,20,0.16,19.84,42.5581395348837,16,1.55,14.45,6649,6923,"69236649",2014,51,2,5,FALSE,"70466935",2.54316829827052,0.00783549552394864,0.0986490810698396
1712,7591,1711,1,25.5,17.7999992370605,12,1,6935,7046,4,20,0.16,19.84,42.5581395348837,16,1.55,14.45,6649,6923,"69236649",2014,51,2,5,FALSE,"70466935",3.36163091156077,0.00783549552394864,0.0986490810698396
1713,7600,1724,1,21.7999992370605,18.7000007629395,12,1,NA,6391,5,16,-1.7,17.7,36.5482224066301,14,0.24,13.76,7649,6786,"67867649",2014,51,1,5,FALSE,"6391NA",-2.42498974103336,-0.0980612131762147,0.0166902344403789
1713,7601,1724,1,18,17,12,1,6473,6391,5,16,-1.7,17.7,36.5482224066301,14,0.24,13.76,7649,6786,"67867649",2014,51,1,5,FALSE,"63916473",-2.28360076665373,-0.0980612131762147,0.0166902344403789
1713,7602,1724,1,21,18.7000007629395,12,1,6473,6391,5,16,-1.7,17.7,36.5482224066301,14,0.24,13.76,7649,6786,"67867649",2014,51,1,5,FALSE,"63916473",-3.22498897809386,-0.0980612131762147,0.0166902344403789
1713,7603,1714,1,22.7999992370605,18.6000003814697,12,1,4854,4929,5,16,-1.7,17.7,36.5482224066301,14,0.24,13.76,7649,6786,"67867649",2014,51,1,5,FALSE,"49294854",-1.19314259528087,-0.0980612131762147,0.0166902344403789
1713,7604,1714,1,20.8999996185303,17.3999996185303,12,1,4854,4929,5,16,-1.7,17.7,36.5482224066301,14,0.24,13.76,7649,6786,"67867649",2014,51,1,5,FALSE,"49294854",-0.310985309016293,-0.0980612131762147,0.0166902344403789
