"DVDRef","BroodRef","FVisit1","MVisit1","EffectiveTime","FVisit1RateH","MVisit1RateH","VisitRateDifference","TotalProRate","TapeLength","DVDInfoChickNb","DVDInfoAge","ChickAgeCat","RelTimeHrs","MFVisit1","BreedingYear","HatchingDayAfter0401","SocialMumID","SocialDadID","DadAge","MumAge","ParentsAge","MBroodNb","MPriorResidence","MnextNBsame","MwillDivorce","FBroodNb","FPriorResidence","FnextNBsame","FwillDivorce","PairID","PairBroodNb","PairIDYear","NbRinged","AvgMass","MinMass","AvgTarsus","sdMass","sdTarsus","MassRange","MixedBroodYN","meanDadAge","DeltaDadAge","FirstDadReproAge","LastDadReproAge","meanMumAge","DeltaMumAge","FirstMumReproAge","LastMumReproAge","AMax","A","S","Asorted","Aswitch","Agenerated","Sgenerated","MeanAsimWithin","MeanAsimAmong","MedAsimWithin","MedAsimAmong","MeanSsimWithin","MeanSsimAmong","MedSsimWithin","MedSsimAmong","Adev","Sdev","LogAdev","LogSdev"
1504,"703",12,19,92.1000015258789,8,12,4,20.1954394048231,93.9000015258789,2,12,"Age10",0.87,31,"2005",116,"1386","287",3,1,2,7,FALSE,NA,NA,3,FALSE,NA,NA,"2871386",1,"28713862005",2,25.75,24.5,18.1499996185303,1.76776695296637,0.212131494876271,2.5,TRUE,2.55555555555556,0.444444444444445,2,3,1,0,1,1,24,21,13,21,17,7,3,15.7,16.24,15,16,9.05,7.99,9,8,5.3,3.95,0.283041692895279,0.346148530951745
1505,"707",17,27,92.7,11,17,6,28.4789644012945,93.5,3,11,"Age10",0.87,44,"2005",118,"2014","356",3,2,2.5,8,FALSE,FALSE,TRUE,2,FALSE,NA,NA,"3562014",1,"35620142005",3,23.1999994913737,17,18.6666666666667,5.39258706649928,2.13619533527666,9.7999992370605,TRUE,2.71428571428571,0.285714285714286,2,3,2,0,2,2,34,25,23,29,23,17,9,20.52,21.65,21,22,15.03,13.77,15,14,4.48,7.97,0.193204086715575,0.414226783989518
1506,"706",20,16,92.9,13,10,3,23.2508073196986,94,2,11,"Age10",0.78,36,"2005",117,"342","421",3,3,3,7,TRUE,NA,NA,5,TRUE,NA,NA,"421342",5,"4213422005",2,27.3999996185303,27,19.8999996185303,0.565684885469544,0.565684885469544,0.799999237060501,FALSE,2.6,0.4,2,3,2.6,0.4,2,3,32,22,13,28,18,10,5,20.04,19.13,20,19,12.26,11.11,12,11,1.96,0.74,0.0911411047099622,0.05637440752774
1509,"705",21,19,93,14,12,2,25.8064516129032,94,4,11,"Age10",3.7,40,"2005",117,"646","500",2,3,2.5,6,FALSE,FALSE,NA,10,FALSE,NA,NA,"500646",5,"5006462005",4,26.699999332428,25.7999992370605,19.0999999046326,0.734846870923512,0.258199135985549,1.5,FALSE,1.9,0.1,1,3,2.66666666666667,0.333333333333333,2,3,38,30,19,36,28,7,3,24.86,21.56,24,22,15.72,13.22,16,13,5.14,3.28,0.184553554044341,0.184169416882434
1515,"719",10,12,89.5999969482422,7,8,1,14.7321433589167,93.6999969482422,3,7,"Age06",1.65,22,"2005",123,"4290","4275",5,5,5,15,TRUE,NA,NA,14,TRUE,NA,NA,"42754290",12,"427542902005",3,24.9000002543132,23.2000007629395,18.9000002543132,2.28691904163725,0.529150118031069,4.2999992370605,TRUE,4.54545454545455,0.454545454545454,4,5,4.54545454545455,0.454545454545454,4,5,20,15,8,19,11,8,2,13.48,12.44,13,13,5.59,4.3,5,4,1.52,2.41,0.103212287119537,0.333418081774465
1516,"714",9,8,91.2999969482422,6,5,1,11.1719609429805,93.6999969482422,2,11,"Age10",1.48,17,"2005",119,"1739","46",4,1,2.5,11,FALSE,TRUE,NA,3,FALSE,NA,NA,"461739",3,"4617392005",2,26.8500003814697,26.1000003814697,18.6499996185303,1.06066017177982,0.494975286310277,1.5,FALSE,4.27272727272727,-0.272727272727272,3,6,1,0,1,1,16,9,3,11,11,9,4,9.86,9.43,9,10,2.78,2.42,3,2,-0.859999999999999,0.22,-0.0866604382248418,0.0649195460993157
1519,"715",20,16,91.7000015258789,13,10,3,23.5550704913611,93.9000015258789,4,11,"Age10",1.28,36,"2005",120,"427","22",4,3,3.5,10,TRUE,NA,NA,10,TRUE,FALSE,NA,"22427",10,"224272005",4,22.4500002861023,18.5,18.6499996185303,2.84546447940159,0.704746069662892,6.7000007629395,FALSE,3.75,0.25,3,4,2.88888888888889,0.111111111111111,2,4,32,25,16,31,21,8,7,23.92,18.91,23,19,13.2,10.23,13,10,1.08,2.8,0.0432759834818219,0.185964548072456
1520,"710",17,22,90.9999969482422,11,15,4,25.7142865766349,93.6999969482422,4,11,"Age10",1.2,39,"2005",119,"4273","4153",5,5,5,15,TRUE,TRUE,NA,11,TRUE,NA,NA,"41534273",9,"415342732005",4,24.6500000953674,17.6000003814697,18.4499998092651,4.79061552819442,1.1120556233171,10.6999988555908,FALSE,4.66666666666667,0.333333333333333,4,5,4.66666666666667,0.333333333333333,4,5,34,20,14,30,22,10,4,21.96,20.03,22,20,13.11,12.19,13,12,-1.96,0.890000000000001,-0.0913110631659346,0.063343832763154
1521,"716",16,7,90.4999969482422,11,5,6,15.2486192987303,93.6999969482422,3,11,"Age10",1.12,23,"2005",120,"857","1569",1,2,1.5,3,TRUE,TRUE,NA,6,TRUE,TRUE,FALSE,"1569857",3,"15698572005",3,24.1666666666667,22.5,18.5,1.75594229214212,0.624500349596485,3.5,FALSE,1.28571428571429,-0.285714285714286,1,2,1.81818181818182,0.181818181818182,1,3,14,12,7,14,12,8,1,12.26,11.08,12,11,4.38,4.42,4,4,-0.26,2.62,-0.0205866336083883,0.429757800677209
1527,"721",20,10,91.1999984741211,13,7,6,19.7368424354828,93.5999984741211,3,7,"Age06",1.15,30,"2005",126,"980","4421",4,2,3,6,TRUE,NA,NA,5,TRUE,FALSE,NA,"4421980",3,"44219802005",3,24.8333326975505,23.2999992370605,19.1000003814697,1.34288255238483,0.556776676082023,2.5,FALSE,3.25,0.75,3,4,2.2,-0.2,1,3,20,16,9,20,16,24,16,15.64,14.63,16,14,7.73,6.96,8,7,0.359999999999999,1.27,0.0220597180647323,0.143505783917517
1528,"720",30,10,92.6999969482422,19,6,13,25.8899684898588,93.6999969482422,3,7,"Age06",1.23,40,"2005",126,"913","818",2,2,2,7,TRUE,NA,NA,6,TRUE,NA,NA,"818913",6,"8189132005",3,25.0666669209798,24.2000007629395,19.8666667938232,0.808289684677577,0.351188802400052,1.599998474121,FALSE,1.66666666666667,0.333333333333333,1,2,1.66666666666667,0.333333333333333,1,2,20,20,16,20,18,15,6,18.02,15.37,18,16,11.94,8.95,12,9,1.98,4.06,0.101573656926329,0.282443293595502
1533,"722",17,18,89.5,11,12,1,23.463687150838,94,4,7,"Age06",1.35,35,"2005",128,"649","460",3,3,3,8,FALSE,NA,NA,10,FALSE,NA,NA,"460649",7,"4606492005",4,22.1750001907349,20.2000007629395,18.2749996185303,1.62147003586551,0.708872200434998,3.6999988555908,TRUE,2.5,0.5,2,3,2.5,0.5,2,3,34,21,14,25,21,2,1,16.52,18.69,17,19,9.93,10.01,10,10,4.48,4.07,0.233663811988389,0.329462380413848
1535,"719",8,17,89.0999969482422,5,11,6,16.8350174116318,93.6999969482422,3,12,"Age10",1.35,25,"2005",123,"4290","4275",5,5,5,15,TRUE,NA,NA,14,TRUE,NA,NA,"42754290",12,"427542902005",3,24.9000002543132,23.2000007629395,18.9000002543132,2.28691904163725,0.529150118031069,4.2999992370605,TRUE,4.54545454545455,0.454545454545454,4,5,4.54545454545455,0.454545454545454,4,5,16,11,4,15,11,6,1,11.82,12.58,13,13,5.24,4.67,5,5,-0.82,-1.24,-0.0688769227361694,-0.243381813555201
1542,"721",25,14,91.0999969482422,16,9,7,25.6860601359784,93.6999969482422,3,11,"Age10",1.45,39,"2005",126,"980","4421",4,2,3,6,TRUE,NA,NA,5,TRUE,FALSE,NA,"4421980",3,"44219802005",3,24.8333326975505,23.2999992370605,19.1000003814697,1.34288255238483,0.556776676082023,2.5,FALSE,3.25,0.75,3,4,2.2,-0.2,1,3,28,18,12,26,18,26,18,15.74,19.12,16,19,11.25,11.29,11,11,2.26,0.75,0.130293397350747,0.0618754037180875
1544,"720",58,12,89.6999969482422,39,8,31,46.8227440679116,93.6999969482422,3,11,"Age10",1.53,70,"2005",126,"913","818",2,2,2,7,TRUE,NA,NA,6,TRUE,NA,NA,"818913",6,"8189132005",3,25.0666669209798,24.2000007629395,19.8666667938232,0.808289684677577,0.351188802400052,1.599998474121,FALSE,1.66666666666667,0.333333333333333,1,2,1.66666666666667,0.333333333333333,1,2,24,22,20,22,20,17,8,20.94,18.92,22,19,17.68,15.23,18,16,1.06,2.32,0.0482569730077732,0.12010279739503
1551,"722",32,20,92.0999969482422,21,13,8,33.8762226208689,93.6999969482422,4,11,"Age10",1.15,52,"2005",128,"649","460",3,3,3,8,FALSE,NA,NA,10,FALSE,NA,NA,"460649",7,"4606492005",4,22.1750001907349,20.2000007629395,18.2749996185303,1.62147003586551,0.708872200434998,3.6999988555908,TRUE,2.5,0.5,2,3,2.5,0.5,2,3,40,25,18,27,25,20,16,24.62,23.3,25,23,18.57,16.39,19,16,0.379999999999999,-0.57,0.0150141105643825,-0.0303456875280486
1557,"732",13,22,91.9000030517578,8,14,6,22.8509241595703,93.8000030517578,3,7,"Age06",1.23,35,"2005",135,"416","4418",6,3,4.5,14,TRUE,NA,NA,10,TRUE,NA,NA,"4418416",9,"44184162005",3,23.4000002543132,20.6000003814697,18.8666667938232,2.43310488669283,0.850490421110627,4.3999996185303,TRUE,5.54545454545455,0.454545454545454,5,6,2.54545454545455,0.454545454545455,2,3,26,20,11,24,22,2,1,19.26,18.14,20,18,11.3,10.08,11,10,0.739999999999998,-0.300000000000001,0.0367651938246407,-0.0257524961024147
1558,"735",15,18,91.6000030517578,10,12,2,21.6157198038653,93.8000030517578,3,7,"Age06",1.23,33,"2005",135,"1069","1935",1,2,1.5,4,TRUE,NA,NA,6,TRUE,NA,NA,"19351069",4,"193510692005",3,22.9333330790202,22,18.533332824707,1.00664464189643,0.251661097315836,2,FALSE,1,0,1,1,1.75,0.25,1,2,30,21,13,17,19,12,8,14.42,16.95,15,17,8.8,9.02,9,9,6.58,4.2,0.365350340358002,0.372675285285173
1560,"732",29,13,92.5999969482422,19,8,11,27.2138237910367,93.6999969482422,3,11,"Age10",1.47,42,"2005",135,"416","4418",6,3,4.5,14,TRUE,NA,NA,10,TRUE,NA,NA,"4418416",9,"44184162005",3,23.4000002543132,20.6000003814697,18.8666667938232,2.43310488669283,0.850490421110627,4.3999996185303,TRUE,5.54545454545455,0.454545454545454,5,6,2.54545454545455,0.454545454545455,2,3,26,23,18,23,23,2,1,19.46,18.35,19,19,13.84,11,14,11,3.54,4.16,0.163270150266795,0.254717896912805
1561,"735",23,32,93.0000030517578,15,21,6,35.4838698033529,93.8000030517578,3,11,"Age10",1.47,55,"2005",135,"1069","1935",1,2,1.5,4,TRUE,NA,NA,6,TRUE,NA,NA,"19351069",4,"193510692005",3,22.9333330790202,22,18.533332824707,1.00664464189643,0.251661097315836,2,FALSE,1,0,1,1,1.75,0.25,1,2,46,39,30,45,35,9,4,35.08,28.42,35,28,26.23,21.41,26,21,3.92,3.77,0.104516989669387,0.131940153462538
1562,"738",15,9,93,10,6,4,15.4838709677419,94,3,8,"Age06",1.47,24,"2005",138,"988","145",4,2,3,12,FALSE,NA,NA,9,FALSE,FALSE,NA,"145988",9,"1459882005",3,22.0999997456868,18.2999992370605,18.1333338419596,3.32866383090427,0.901849583976893,6.2000007629395,TRUE,3.6,0.4,3,4,1.83333333333333,0.166666666666667,1,3,18,16,6,18,16,2,0,13.92,12.68,14,12,6.21,5.72,6,6,2.08,-0.21,0.134744249049732,-0.0317967740819989
1563,"738",26,11,93.8000030517578,17,7,10,23.6673766287089,93.8000030517578,3,11,"Age10",0.42,37,"2005",138,"988","145",4,2,3,12,FALSE,NA,NA,9,FALSE,FALSE,NA,"145988",9,"1459882005",3,22.0999997456868,18.2999992370605,18.1333338419596,3.32866383090427,0.901849583976893,6.2000007629395,TRUE,3.6,0.4,3,4,1.83333333333333,0.166666666666667,1,3,22,17,10,21,15,10,1,17.86,15.66,17,16,11.53,9.44,12,9,-0.859999999999999,-1.53,-0.0479735042628761,-0.13602827282311
1564,"740",21,5,91.1999969482422,14,3,11,17.1052637302755,93.6999969482422,5,7,"Age06",0.42,26,"2005",140,"604","4304",5,3,4,13,TRUE,TRUE,FALSE,9,TRUE,TRUE,FALSE,"4304604",7,"43046042005",5,NA,NA,NA,NA,NA,NA,NA,5.375,-0.375,4,7,2.83333333333333,0.166666666666667,2,3,10,10,6,10,10,6,2,8.94,8.35,8,8,4.34,4.29,4,4,1.06,1.66,0.106419277006068,0.294887456173051
1565,"739",5,10,93.6999969482422,3,6,3,9.60512304495741,93.6999969482422,3,7,"Age06",0.42,15,"2005",140,"442","457",3,3,3,8,TRUE,FALSE,NA,10,TRUE,NA,NA,"457442",7,"4574422005",3,NA,NA,NA,NA,NA,NA,NA,2.66666666666667,0.333333333333333,2,3,2.66666666666667,0.333333333333333,2,3,10,3,0,7,3,18,11,4.34,7,5,7,1.4,1.37,1,1,-1.34,-1.4,-0.324151752233172,-1.33500106673234
1567,"742",7,15,91.2,5,10,5,14.4736842105263,93.5,4,7,"Age06",0.5,22,"2005",140,"4391","4265",5,2,3.5,17,TRUE,NA,NA,4,TRUE,NA,NA,"42654391",4,"426543912005",3,NA,NA,NA,NA,NA,NA,NA,4.75,0.25,4,5,2,0,2,2,14,13,5,11,9,12,8,10.74,10.38,11,11,3.4,3.49,3,3,2.26,1.6,0.183210840978839,0.343771539102825
1568,"740",36,12,91.3,24,8,16,31.5443592552026,93,5,10,"Age10",0.5,48,"2005",140,"604","4304",5,3,4,13,TRUE,TRUE,FALSE,9,TRUE,TRUE,FALSE,"4304604",7,"43046042005",5,NA,NA,NA,NA,NA,NA,NA,5.375,-0.375,4,7,2.83333333333333,0.166666666666667,2,3,24,17,15,15,19,12,3,16.9,15.63,17,15,13.11,10.32,13,10,0.100000000000001,1.89,0.00573067470898507,0.130035207261826
1569,"739",23,25,90.0999984741211,15,17,2,31.9644844481014,93.5999984741211,3,10,"Age10",0.5,48,"2005",140,"442","457",3,3,3,8,TRUE,FALSE,NA,10,TRUE,NA,NA,"457442",7,"4574422005",3,NA,NA,NA,NA,NA,NA,NA,2.66666666666667,0.333333333333333,2,3,2.66666666666667,0.333333333333333,2,3,46,22,17,40,24,22,12,23.72,24.66,24,25,16.68,17.26,17,17,-1.72,0.32,-0.0736634289145716,0.0184549643733591
1571,"742",15,31,90.9000015258789,10,20,10,30.3630357939459,93.9000015258789,3,10,"Age10",0.58,46,"2005",140,"4391","4265",5,2,3.5,17,TRUE,NA,NA,4,TRUE,NA,NA,"42654391",4,"426543912005",3,NA,NA,NA,NA,NA,NA,NA,4.75,0.25,4,5,2,0,2,2,30,22,15,30,22,18,12,21.04,21.98,20,22,14.44,14.49,14,15,0.960000000000001,0.56,0.0436036374821319,0.0367978442205297
1575,"754",18,13,91.9999984741211,12,8,4,20.2173916396662,93.5999984741211,3,7,"Age06",1.85,31,"2006",40,"45","166",5,5,5,11,TRUE,TRUE,FALSE,12,TRUE,TRUE,FALSE,"16645",11,"166452006",2,15.1999998092651,13.1000003814697,15.0500001907349,2.96984767176399,1.34350261451463,4.1999988555908,TRUE,4.14285714285714,0.857142857142857,3,5,4.14285714285714,0.857142857142857,3,5,26,20,11,22,16,6,4,15.76,16.43,16,17,7.92,8.5,8,8,4.24,3.08,0.231716782024698,0.311737207114969
1576,"760",5,5,91.6999969482422,3,3,0,6.54307546311758,93.6999969482422,3,7,"Age06",5.53,10,"2006",41,"892","4435",9,3,6,20,TRUE,TRUE,FALSE,9,TRUE,TRUE,FALSE,"4435892",9,"44358922006",0,NA,NA,NA,NA,NA,NA,NA,8.08333333333333,0.916666666666666,7,9,2.08333333333333,0.916666666666667,1,3,9,4,0,6,4,29,21,5.42,5.38,6,5,0.89,0.77,1,1,-1.42,-0.89,-0.27425905211964,-1.02245092770255
1585,"762",6,1,91.9000030517578,4,1,3,4.57018483191407,93.8000030517578,2,7,"Age06",2.25,7,"2006",43,"2349","1448",2,1,1.5,5,TRUE,NA,NA,1,FALSE,NA,NA,"14482349",1,"144823492006",0,NA,NA,NA,NA,NA,NA,NA,1.2,0.8,1,2,1,0,1,1,2,2,1,2,2,35,25,2,1.96,2,2,0.37,0.25,0,0,0,0.63,0,0.544727175441672
1586,"754",12,20,92.6000030517578,8,13,5,20.7343405693716,93.8000030517578,2,11,"Age10",3.77,32,"2006",40,"45","166",5,5,5,11,TRUE,TRUE,FALSE,12,TRUE,TRUE,FALSE,"16645",11,"166452006",2,15.1999998092651,13.1000003814697,15.0500001907349,2.96984767176399,1.34350261451463,4.1999988555908,TRUE,4.14285714285714,0.857142857142857,3,5,4.14285714285714,0.857142857142857,3,5,24,18,8,24,16,22,12,15.82,16.14,16,16,7.61,8.55,8,8,2.18,0.39,0.125379382548318,0.0469682953689494
1588,"760",4,1,91.1999969482422,3,1,2,3.28947379428374,93.6999969482422,2,11,"Age10",2.28,5,"2006",41,"892","4435",9,3,6,20,TRUE,TRUE,FALSE,9,TRUE,TRUE,FALSE,"4435892",9,"44358922006",0,NA,NA,NA,NA,NA,NA,NA,8.08333333333333,0.916666666666666,7,9,2.08333333333333,0.916666666666667,1,3,2,2,0,2,2,18,7,2,1.53,2,2,0.31,0.17,0,0,0,-0.31,0,-0.482426149244293
1589,"766",8,13,86.5999969482422,6,9,3,14.5496540924021,93.6999969482422,1,7,"Age06",2.28,21,"2006",45,"592","418",4,4,4,7,FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,"418592",7,"4185922006",0,NA,NA,NA,NA,NA,NA,NA,3.28571428571429,0.714285714285714,2,4,3.66666666666667,0.333333333333333,2,5,16,15,5,13,15,12,7,12.76,10.57,13,11,3.62,3.78,4,4,2.24,1.38,0.156088039167485,0.28889492887699
1599,"786",19,15,91.6999969482422,12,10,2,22.2464565745998,93.6999969482422,3,7,"Age06",2.27,34,"2006",61,"2007","2352",1,3,2,1,FALSE,NA,NA,3,FALSE,NA,NA,"23522007",1,"235220072006",3,22.7000001271566,21.7999992370605,17.9333330790202,0.900000572204769,0.635084415141938,1.8000011444092,TRUE,1,0,1,1,2.2,0.8,2,3,30,21,17,27,23,7,1,15.26,18.61,15,19,11,10.55,11,11,5.74,6,0.310577850703884,0.419853845560264
1603,"788",7,11,71.0999984741211,6,9,3,15.1898737437118,71.5999984741211,1,7,"Age06",4.53,18,"2006",64,"338","466",4,4,4,8,TRUE,TRUE,FALSE,9,TRUE,TRUE,FALSE,"466338",6,"4663382006",1,23.1000003814697,23.1000003814697,18.7000007629395,NA,NA,0,FALSE,3,1,2,4,3.33333333333333,0.666666666666667,3,4,14,14,5,14,14,26,18,11.18,9.57,12,10,3.66,3.53,3,3,2.82,1.34,0.216270672026448,0.279233017965253
1606,"789",25,9,92.6000030517578,16,6,10,22.0302368549574,93.8000030517578,2,7,"Age06",3.53,34,"2006",65,"206","2906",1,5,3,1,FALSE,FALSE,TRUE,16,TRUE,FALSE,TRUE,"2906206",1,"29062062006",1,17.7000007629395,17.7000007629395,17,NA,NA,0,TRUE,1,0,1,1,4.25,0.75,3,5,18,16,12,16,14,14,5,13.64,13.99,14,14,7.4,7.39,7,7,2.36,4.6,0.154352720438108,0.45886588483528
1611,"788",14,7,90.9000030517578,9,5,4,13.8613856732498,93.8000030517578,1,10,"Age10",3.55,21,"2006",64,"338","466",4,4,4,8,TRUE,TRUE,FALSE,9,TRUE,TRUE,FALSE,"466338",6,"4663382006",1,23.1000003814697,23.1000003814697,18.7000007629395,NA,NA,0,FALSE,3,1,2,4,3.33333333333333,0.666666666666667,3,4,14,12,1,14,10,8,5,10.28,10.17,10,10,3.86,3.58,4,4,1.72,-2.86,0.148036078827404,-1.06700694925278
1614,"789",5,10,93.1000030517578,3,6,3,9.66702438773988,93.8000030517578,1,12,"Age10",3.55,15,"2006",65,"206","2906",1,5,3,1,FALSE,FALSE,TRUE,16,TRUE,FALSE,TRUE,"2906206",1,"29062062006",1,17.7000007629395,17.7000007629395,17,NA,NA,0,TRUE,1,0,1,1,4.25,0.75,3,5,10,2,0,2,2,9,3,3.98,3.48,4,3,1.17,0.7,1,1,-1.98,-1.17,-0.583332314552739,-1.20597080698861
1617,"792",15,11,89.4999969482422,10,7,3,17.4301681920967,93.6999969482422,1,11,"Age10",3.3,26,"2006",66,"4425","962",3,3,3,4,TRUE,FALSE,FALSE,4,TRUE,FALSE,FALSE,"9624425",3,"96244252006",1,19.2999992370605,19.2999992370605,13.8000001907349,NA,NA,0,TRUE,2.25,0.75,2,3,2.83333333333333,0.166666666666667,2,4,22,4,2,16,4,22,14,7.82,14.22,8,15,4.98,5.81,5,6,-3.82,-2.98,-0.614584858056843,-0.784814369085769
1624,"797",3,7,83.7999969482422,2,5,3,7.15990479534959,93.6999969482422,1,7,"Age06",4.22,10,"2006",71,"2966","2605",1,1,1,1,FALSE,FALSE,NA,1,FALSE,NA,NA,"26052966",1,"260529662006",1,14.6000003814697,14.6000003814697,12.5,NA,NA,0,FALSE,2.7,-1.7,1,4,1,0,1,1,6,6,0,6,6,18,10,5.88,5.13,6,5,0.46,0.86,0,1,0.12,-0.46,0.018634079544893,-0.65232518603969
1627,"799",17,9,92.0000030517578,11,6,5,16.9565211766609,93.8000030517578,2,7,"Age06",4.55,26,"2006",72,"4380","1210",2,2,2,4,TRUE,NA,NA,1,FALSE,FALSE,TRUE,"12104380",1,"121043802006",2,24.6000003814697,24,18.4000005722046,0.848528676903551,0.989949223921286,1.2000007629395,FALSE,1.33333333333333,0.666666666666667,1,2,4.36842105263158,-2.36842105263158,2,7,18,17,7,17,15,24,17,14.98,12.65,15,13,5.96,5.11,6,5,2.02,1.04,0.122652012767887,0.149273702747754
1631,"800",2,1,92.3999969482422,1,1,0,1.94805201239159,93.6999969482422,1,7,"Age06",3.47,3,"2006",73,"892","4435",9,3,6,21,TRUE,FALSE,NA,10,TRUE,FALSE,FALSE,"4435892",10,"44358922006",0,NA,NA,NA,NA,NA,NA,NA,8.08333333333333,0.916666666666666,7,9,2.08333333333333,0.916666666666667,1,3,2,1,0,1,1,17,9,1,1,1,1,0,0,0,0,0,0,0,0
1634,"802",11,7,88.3999969482422,7,5,2,12.2171949918996,93.6999969482422,3,7,"Age06",2.28,18,"2006",74,"2691","23",5,1,3,8,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,"232691",1,"2326912006",2,16.5999999046326,11.1999998092651,15,7.63675337168466,2.82842712474619,10.8000001907349,TRUE,4.75,0.25,4,5,1,0,1,1,14,9,3,9,9,6,1,9.48,9.48,9,9,2.35,2.49,2,2,-0.48,0.65,-0.0492912917168775,0.205443974214809
1635,"797",4,7,84.2000030517578,3,5,2,7.83847952587718,89.8000030517578,1,11,"Age10",2.45,11,"2006",71,"2966","2605",1,1,1,1,FALSE,FALSE,NA,1,FALSE,NA,NA,"26052966",1,"260529662006",1,14.6000003814697,14.6000003814697,12.5,NA,NA,0,FALSE,2.7,-1.7,1,4,1,0,1,1,8,6,1,6,6,9,4,5.88,4.8,6,5,1.28,0.84,1,1,0.12,-0.28,0.018634079544893,-0.171148256195829
1639,"799",13,18,85.6999969482422,9,13,4,21.7036180424059,93.6999969482422,2,11,"Age10",4.37,31,"2006",72,"4380","1210",2,2,2,4,TRUE,NA,NA,1,FALSE,FALSE,TRUE,"12104380",1,"121043802006",2,24.6000003814697,24,18.4000005722046,0.848528676903551,0.989949223921286,1.2000007629395,FALSE,1.33333333333333,0.666666666666667,1,2,4.36842105263158,-2.36842105263158,2,7,26,18,9,26,16,20,12,14.82,16.35,14,17,7.96,8.5,8,8,3.18,1.04,0.188611567771834,0.115942624988363
1641,"807",20,26,89,13,18,5,31.0112359550562,90,4,7,"Age06",5.78,46,"2006",77,"1054","3052",2,3,2.5,1,FALSE,NA,NA,4,TRUE,NA,NA,"30521054",1,"305210542006",4,23.5999999046326,23,17.1500000953674,0.454605972654081,1.40594014688933,1,TRUE,2,0,2,2,2,1,1,3,40,20,16,34,18,11,2,22.62,23.27,22,24,17.12,16.12,17,17,-2.62,-1.12,-0.120273157659814,-0.0656742396014985
1642,"806",6,25,92.6999969482422,4,16,12,20.0647255796406,93.6999969482422,3,7,"Age06",5.7,31,"2006",77,"256","650",4,4,4,9,TRUE,TRUE,FALSE,8,TRUE,TRUE,FALSE,"650256",3,"6502562006",3,23,21.7999992370605,18.6999994913737,1.15325685486429,0.964364799203364,2.3000011444092,TRUE,3.2,0.8,2,4,3,1,2,4,12,10,4,10,10,15,7,9.72,9.35,10,10,4.79,5.01,5,5,0.279999999999999,-0.79,0.0270286723879192,-0.161740849093934
1643,"802",32,5,91.9999984741211,21,3,18,24.1304351828274,93.5999984741211,2,11,"Age10",4.35,37,"2006",74,"2691","23",5,1,3,8,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,"232691",1,"2326912006",2,16.5999999046326,11.1999998092651,15,7.63675337168466,2.82842712474619,10.8000001907349,TRUE,4.75,0.25,4,5,1,0,1,1,10,8,4,10,8,22,17,9.14,8.59,10,9,6.54,5.03,7,5,-1.14,-2.54,-0.125854945126184,-0.447530773393677
1644,"809",19,3,83.5999984741211,14,2,12,15.7894739724022,93.5999984741211,2,7,"Age06",2.52,22,"2006",78,"784","417",4,3,3.5,9,FALSE,FALSE,FALSE,8,FALSE,FALSE,FALSE,"417784",1,"4177842006",2,26,25,19.1999998092651,1.4142135623731,0.282842442734806,2,FALSE,3.2,0.8,2,5,2.5,0.5,1,3,6,6,3,6,6,16,13,6,5.35,6,6,2.34,2.27,2,2,0,0.66,0,0.208958916322253
1645,"810",25,21,90.0000030517578,17,14,3,30.6666656268085,93.8000030517578,3,7,"Age06",2.52,46,"2006",78,"2658","2053",1,1,1,1,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,"20532658",1,"205326582006",3,24.1333338419596,22.6000003814697,18.6333338419596,1.36137200655607,0.11547049432125,2.6000003814698,FALSE,1,0,1,1,1,0,1,1,42,30,23,26,26,11,4,21.24,22.78,22,23,13.58,15.71,13,16,8.76,9.42,0.338572801920303,0.512245070420217
1647,"813",9,40,91.7999969482422,6,26,20,32.0261448555124,93.6999969482422,3,7,"Age06",3.27,49,"2006",79,"571","1227",2,3,2.5,5,TRUE,TRUE,NA,7,TRUE,NA,NA,"1227571",2,"12275712006",2,18.1999998092651,14,17.5,5.93969669222719,2.12132034355964,8.3999996185303,FALSE,1.5,0.5,1,2,2.33333333333333,0.666666666666667,1,3,18,17,12,17,17,7,1,14.64,15.09,15,16,9.14,9.79,9,10,2.36,2.86,0.144860632920166,0.259807535685801
1648,"812",17,21,89.6,11,14,3,25.4464285714286,93.5,3,7,"Age06",4.02,38,"2006",79,"1827","2202",1,2,1.5,2,FALSE,FALSE,NA,5,FALSE,FALSE,NA,"22021827",1,"220218272006",4,24.0250000953674,22,18.75,1.59661107180875,0.700000217982722,3.3999996185303,TRUE,2.14285714285714,-1.14285714285714,1,3,1.33333333333333,0.666666666666667,1,2,34,27,13,33,23,11,7,25.52,20.44,25,21,14.95,11.87,15,12,1.48,-1.95,0.0553205315881664,-0.134919317899371
