"DVDRef","BroodRef","FVisit1","MVisit1","EffectiveTime","FVisit1RateH","MVisit1RateH","VisitRateDifference","TotalProRate","TapeLength","DVDInfoChickNb","DVDInfoAge","ChickAgeCat","RelTimeHrs","MFVisit1","BreedingYear","HatchingDayAfter0401","SocialMumID","SocialDadID","DadAge","MumAge","ParentsAge","MBroodNb","MPriorResidence","MnextNBsame","MwillDivorce","FBroodNb","FPriorResidence","FnextNBsame","FwillDivorce","PairID","PairBroodNb","PairIDYear","NbRinged","AvgMass","MinMass","AvgTarsus","sdMass","sdTarsus","MassRange","MixedBroodYN","meanDadAge","DeltaDadAge","FirstDadReproAge","LastDadReproAge","meanMumAge","DeltaMumAge","FirstMumReproAge","LastMumReproAge","AMax","A","S","Asorted","Aswitch","Agenerated","Sgenerated","MeanAsimWithin","MeanAsimAmong","MedAsimWithin","MedAsimAmong","MeanSsimWithin","MeanSsimAmong","MedSsimWithin","MedSsimAmong","Adev","Sdev","LogAdev","LogSdev"
108,"490",23,15,92.5999969482422,15,10,5,24.6220310490332,93.6999969482422,3,7,"Age06",3.17,38,"2004",39,"955","591",2,1,1.5,1,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,"591955",1,"5919552004",3,19.966667175293,16.6000003814697,17.2333329518636,3.50761075828093,0.602770776117486,7,FALSE,2.5,-0.5,2,3,1,0,1,1,30,22,14,30,24,23,17,21.92,18.77,22,19,14.03,11.34,14,12,0.0799999999999983,-0.0299999999999994,0.00356189156636053,-0.00206682815566277
109,"493",21,24,88.2999969482422,14,16,2,30.5775775007402,93.6999969482422,4,7,"Age06",1.18,45,"2004",40,"256","132",3,2,2.5,3,FALSE,FALSE,TRUE,3,FALSE,TRUE,FALSE,"132256",1,"1322562004",3,19.1666666666667,14.1000003814697,16.5666669209798,4.52364114130572,1.36503985895231,8.6999988555908,FALSE,3,0,3,3,3,-1,2,4,42,25,18,33,27,13,9,22.24,23.51,23,24,14.1,15.42,14,16,2.76,3.9,0.114552963841991,0.236749203369988
110,"494",15,18,90.9999969482422,10,12,2,21.7582424879218,93.6999969482422,3,7,"Age06",1.35,33,"2004",40,"346","4264",4,2,3,7,FALSE,TRUE,FALSE,4,FALSE,TRUE,FALSE,"4264346",4,"42643462004",3,24.3333326975505,22.7999992370605,18.0333334604899,1.36137200655607,0.0577352471605975,2.6000003814698,FALSE,4,0,4,4,2.5,-0.5,2,3,30,20,9,24,20,7,3,21.08,17.01,22,17,11,8.86,11,9,-1.08,-2,-0.051342073685626,-0.191055236762709
113,"496",12,21,92.1999969482422,8,14,6,21.4750549407448,93.6999969482422,3,7,"Age06",3.68,33,"2004",40,"76","287",2,3,2.5,3,FALSE,TRUE,FALSE,5,FALSE,TRUE,FALSE,"28776",1,"287762004",3,23.6333332061768,22.7999992370605,16.9666665395101,1.35769490097489,0.986577049344011,2.400001525879,FALSE,2.55555555555556,-0.555555555555555,2,3,3.33333333333333,-0.333333333333333,3,4,24,15,11,21,17,14,5,16.12,16.54,17,17,10.38,9.17,10,9,-1.12,0.619999999999999,-0.0697667655021013,0.0554207939414077
114,"497",11,1,86.1999969482422,8,1,7,8.35266850916846,93.6999969482422,4,7,"Age06",1.22,12,"2004",41,"428","4421",3,2,2.5,1,FALSE,TRUE,FALSE,3,FALSE,TRUE,FALSE,"4421428",1,"44214282004",2,26.6499996185303,25.5,17.8500003814697,1.62634505724937,0.212131494876271,2.2999992370605,FALSE,3.25,-0.25,3,4,2,0,2,2,2,2,1,2,2,10,5,2,1.7,2,2,0.56,0.46,0,0,0,0.44,0,0.347196199984189
115,"498",9,9,90.8999969482422,6,6,0,11.8811885176954,93.6999969482422,1,7,"Age06",1.38,18,"2004",41,"512","765",1,1,1,1,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,"765512",1,"7655122004",0,NA,NA,NA,NA,NA,NA,NA,1.4,-0.4,1,2,1.4,-0.4,1,2,17,12,3,14,12,17,13,12.24,10.2,12,11,3.82,3.58,4,4,-0.24,-0.82,-0.0190180058357619,-0.210492433760651
119,"491",15,12,75.1999984741211,12,10,2,21.5425536286081,93.5999984741211,2,11,"Age10",1.58,27,"2004",39,"1074","4422",3,1,2,2,FALSE,FALSE,TRUE,1,FALSE,TRUE,FALSE,"44221074",1,"442210742004",2,23.25,21.5,17.9499998092651,2.47487373415292,0.63639583332808,3.5,FALSE,3,0,3,3,1,0,1,1,24,15,8,19,15,23,15,13.26,14.51,13,15,6.91,7.84,7,8,1.74,1.09,0.119074191420003,0.137235724188275
122,"488",12,24,87.9999969482422,8,16,8,24.545455396668,93.6999969482422,2,11,"Age10",3.58,36,"2004",38,"371","4230",4,2,3,10,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,"4230371",4,"42303712004",2,24.3500003814697,23.2000007629395,18.5,1.62634505724937,0.424262989752541,2.2999992370605,FALSE,4.5,-0.5,4,5,2,0,2,2,24,16,10,16,14,13,7,14.72,16.33,14,17,8.94,9.06,9,9,1.28,1.06,0.0807500284729952,0.106419277006068
123,"490",32,9,92.4000030517578,21,6,15,26.6233757440682,93.8000030517578,3,11,"Age10",3.58,41,"2004",39,"955","591",2,1,1.5,1,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,"591955",1,"5919552004",3,19.966667175293,16.6000003814697,17.2333329518636,3.50761075828093,0.602770776117486,7,FALSE,2.5,-0.5,2,3,1,0,1,1,18,18,14,16,12,4,1,15.12,14.66,14,15,9.48,9.31,10,9,2.88,4.52,0.169218587672739,0.373565559103156
126,"493",32,18,91.8999969482422,21,12,9,32.6441795388697,93.6999969482422,3,11,"Age10",1.6,50,"2004",40,"256","132",3,2,2.5,3,FALSE,FALSE,TRUE,3,FALSE,TRUE,FALSE,"132256",1,"1322562004",3,19.1666666666667,14.1000003814697,16.5666669209798,4.52364114130572,1.36503985895231,8.6999988555908,FALSE,3,0,3,3,3,-1,2,4,36,27,23,23,23,9,4,19.36,21.91,19,22,15.05,14.93,15,15,7.64,7.95,0.325478346055499,0.41293978252487
127,"494",24,11,87.2000030517578,17,8,9,24.0825679645165,93.3000030517578,3,11,"Age10",1.6,35,"2004",40,"346","4264",4,2,3,7,FALSE,TRUE,FALSE,4,FALSE,TRUE,FALSE,"4264346",4,"42643462004",3,24.3333326975505,22.7999992370605,18.0333334604899,1.36137200655607,0.0577352471605975,2.6000003814698,FALSE,4,0,4,4,2.5,-0.5,2,3,22,22,17,20,22,4,1,16.52,14.24,16,15,10.83,7.92,11,8,5.48,6.17,0.279126186065146,0.434746805889554
130,"496",33,31,91.3999969482422,22,20,2,42.0131305056225,93.6999969482422,3,11,"Age10",3.6,64,"2004",40,"76","287",2,3,2.5,3,FALSE,TRUE,FALSE,5,FALSE,TRUE,FALSE,"28776",1,"287762004",3,23.6333332061768,22.7999992370605,16.9666665395101,1.35769490097489,0.986577049344011,2.400001525879,FALSE,2.55555555555556,-0.555555555555555,2,3,3.33333333333333,-0.333333333333333,3,4,62,43,35,59,41,19,11,37.02,33.61,37,35,30.71,26.66,30,27,5.98,4.29,0.147886813956614,0.128794140198682
133,"497",14,2,91.1999984741211,9,1,8,10.5263159655908,93.0999984741211,2,11,"Age10",2.97,16,"2004",41,"428","4421",3,2,2.5,1,FALSE,TRUE,FALSE,3,FALSE,TRUE,FALSE,"4421428",1,"44214282004",2,26.6499996185303,25.5,17.8500003814697,1.62634505724937,0.212131494876271,2.2999992370605,FALSE,3.25,-0.25,3,4,2,0,2,2,4,3,1,3,3,31,21,3,2.92,3,3,1.34,1.61,1,2,0,-0.34,0,-0.20430046351273
141,"510",11,13,92.6000030517578,7,8,1,15.5507554270287,93.8000030517578,2,7,"Age06",1.5,24,"2004",47,"1054","823",1,1,1,1,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,"8231054",1,"82310542004",1,20.5,20.5,17.3999996185303,NA,NA,0,FALSE,2,-1,1,3,2,-1,1,3,22,17,5,15,19,14,8,15.18,13.01,15,13,5.36,4.8,5,5,1.82,-0.36,0.109814866007207,-0.063401511350496
146,"513",13,11,91.2999969482422,9,7,2,15.772180154796,93.6999969482422,2,7,"Age06",3.52,24,"2004",48,"4290","4275",4,4,4,11,FALSE,FALSE,FALSE,10,FALSE,FALSE,FALSE,"42754290",8,"427542902004",2,22.3000001907349,20.6000003814697,17.4499998092651,2.40416278629445,1.34350261451463,3.3999996185303,FALSE,4.54545454545455,-0.545454545454546,4,5,4.54545454545455,-0.545454545454546,4,5,22,16,5,20,12,14,10,15.96,13.57,16,14,5.92,6.18,6,6,0.0399999999999991,-0.92,0.00242718565761114,-0.154670025463445
148,"512",15,23,91.4000015258789,10,15,5,24.9452949883643,93.4000015258789,3,7,"Age06",3.52,38,"2004",48,"438","11",3,2,2.5,6,TRUE,TRUE,FALSE,4,TRUE,TRUE,FALSE,"11438",4,"114382004",3,24,21.7999992370605,18.966667175293,1.94679280164201,0.251661097315836,3.7000007629395,FALSE,3.33333333333333,-0.333333333333333,3,4,2,0,2,2,30,17,10,23,19,16,9,19.92,18.65,19,19,11.84,11.39,12,11,-2.92,-1.84,-0.154313931807051,-0.161470761313764
157,"514",21,14,90.6,14,9,5,23.1788079470199,93.5,3,7,"Age06",1.05,35,"2004",50,"471","661",2,2,2,3,TRUE,TRUE,FALSE,5,TRUE,TRUE,FALSE,"661471",3,"6614712004",3,22.2333329518636,17.2999992370605,17.6999994913737,4.32935744530074,1.039230044058,8.1000003814698,TRUE,2.66666666666667,-0.666666666666667,2,4,2.5,-0.5,2,3,28,26,18,26,22,16,11,21.78,18.13,22,18,12.31,10.18,12,10,4.22,5.69,0.173455317933093,0.367544616175636
172,"510",8,10,85.2,6,7,1,12.6760563380282,93.5,1,11,"Age10",3.57,18,"2004",47,"1054","823",1,1,1,1,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,"8231054",1,"82310542004",1,20.5,20.5,17.3999996185303,NA,NA,0,FALSE,2,-1,1,3,2,-1,1,3,16,14,3,16,14,18,6,13.38,10.19,14,10,4.13,2.99,4,3,0.619999999999999,-1.13,0.0436996943478703,-0.279793899602775
173,"513",16,13,91.5999969482422,10,9,1,18.995633820634,93.6999969482422,2,11,"Age10",1.42,29,"2004",48,"4290","4275",4,4,4,11,FALSE,FALSE,FALSE,10,FALSE,FALSE,FALSE,"42754290",8,"427542902004",2,22.3000001907349,20.6000003814697,17.4499998092651,2.40416278629445,1.34350261451463,3.3999996185303,FALSE,4.54545454545455,-0.545454545454546,4,5,4.54545454545455,-0.545454545454546,4,5,26,13,8,23,17,12,6,16.26,15.17,17,15,7.1,6.73,7,6,-3.26,0.9,-0.216305409609553,0.111917916203985
175,"512",15,17,89.8,10,11,1,21.380846325167,91,3,11,"Age10",1.42,32,"2004",48,"438","11",3,2,2.5,6,TRUE,TRUE,FALSE,4,TRUE,TRUE,FALSE,"11438",4,"114382004",3,24,21.7999992370605,18.966667175293,1.94679280164201,0.251661097315836,3.7000007629395,FALSE,3.33333333333333,-0.333333333333333,3,4,2,0,2,2,30,19,6,27,19,12,6,18.58,17.66,19,18,9.32,9.43,9,10,0.420000000000002,-3.32,0.0217737995495608,-0.412618945464783
183,"514",9,9,88.9999969482422,6,6,0,12.1348318767704,93.6999969482422,3,11,"Age10",1.45,18,"2004",50,"471","661",2,2,2,3,TRUE,TRUE,FALSE,5,TRUE,TRUE,FALSE,"661471",3,"6614712004",3,22.2333329518636,17.2999992370605,17.6999994913737,4.32935744530074,1.039230044058,8.1000003814698,TRUE,2.66666666666667,-0.666666666666667,2,4,2.5,-0.5,2,3,17,10,3,16,12,14,13,11.64,9.93,12,10,3.99,3.73,4,4,-1.64,-0.99,-0.145130528467875,-0.249089733258795
186,"515",9,7,90.5000015258789,6,5,1,10.6077346277777,92.4000015258789,3,7,"Age06",1.45,16,"2004",53,"649","460",2,2,2,3,FALSE,TRUE,FALSE,5,FALSE,TRUE,FALSE,"460649",2,"4606492004",3,24.3666661580404,22.7999992370605,18.7666664123535,1.4011902790122,0.550756269750371,2.7000007629395,FALSE,2.5,-0.5,2,3,2.5,-0.5,2,3,14,11,2,13,9,30,23,10.44,9.1,11,9,2.98,2.98,3,3,0.56,-0.98,0.0499212383753692,-0.330741561912228
188,"517",23,16,89.9999984741211,15,11,4,26.0000004408095,93.5999984741211,3,7,"Age06",3.45,39,"2004",54,"4376","383",2,4,3,5,FALSE,FALSE,TRUE,8,TRUE,NA,NA,"3834376",4,"38343762004",3,21.1333338419596,20.2000007629395,19.1000003814697,1.20968272313427,0.529150478486297,2.2999992370605,FALSE,2,0,2,2,4,0,4,4,32,26,21,30,24,18,13,22.48,19.53,22,19,14.22,12.35,14,12,3.52,6.78,0.142520460571567,0.378845821832887
191,"518",17,15,87.9999969482422,12,10,2,21.818182574816,93.6999969482422,2,7,"Age06",1.62,32,"2004",55,"533","417",2,1,1.5,4,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,"417533",1,"4175332004",2,27.3500003814697,27.2000007629395,19.4000005722046,0.212131494876271,0.282842442734738,0.299999237060501,FALSE,3.2,-1.2,2,5,1.6,-0.6,1,2,30,22,8,20,16,14,6,18.26,16.07,18,16,9.89,8.34,10,8,3.74,-1.89,0.181788365632296,-0.200777641614865
194,"520",10,13,90.1999969482422,7,9,2,15.2993353291559,93.6999969482422,1,7,"Age06",3.78,23,"2004",55,"442","457",2,2,2,3,TRUE,TRUE,FALSE,5,TRUE,TRUE,FALSE,"457442",2,"4574422004",0,NA,NA,NA,NA,NA,NA,NA,2.66666666666667,-0.666666666666667,2,3,2.66666666666667,-0.666666666666667,2,3,20,17,4,19,17,8,4,15.34,12.56,15,12,5.1,5.35,5,5,1.66,-1.1,0.0996624945431887,-0.218689200964829
197,"519",14,15,91.8999969482422,9,10,1,18.9336241325445,93.6999969482422,2,7,"Age06",3.78,29,"2004",55,"284","456",2,2,2,3,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,"456284",2,"4562842004",0,NA,NA,NA,NA,NA,NA,NA,2,0,2,2,2,0,2,2,28,23,7,21,19,8,6,18.32,14.98,19,15,8.28,6.84,8,7,4.68,-1.28,0.22208028699288,-0.15757338710476
200,"523",15,9,90.8999969482422,10,6,4,15.8415846902605,93.6999969482422,4,7,"Age06",1.63,24,"2004",56,"45","166",3,3,3,6,TRUE,TRUE,FALSE,7,TRUE,TRUE,FALSE,"16645",6,"166452004",4,19.7499997615814,12.1999998092651,16.6999998092651,5.06063236338587,1.52315450429747,10.8000001907349,FALSE,4.14285714285714,-1.14285714285714,3,5,4.14285714285714,-1.14285714285714,3,5,18,18,7,16,14,18,9,13.66,11.54,14,11,6.48,4.2,6,4,4.34,0.52,0.267349643818705,0.0718541037679835
205,"541",4,9,82.0999969482422,3,7,4,9.50060936654761,93.6999969482422,1,8,"Age06",3.47,13,"2004",55,"843","1053",1,1,1,1,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,"1053843",1,"10538432004",0,NA,NA,NA,NA,NA,NA,NA,1.57142857142857,-0.571428571428571,1,2,2.6,-1.6,1,3,8,7,1,7,7,15,6,6.86,6.12,7,6,1.2,1.51,1,1,0.14,-0.2,0.0188430878014799,-0.125163142954006
208,"516",14,5,90.1,9,3,6,12.6526082130966,92.5,4,11,"Age10",1.48,19,"2004",54,"4273","4153",4,4,4,10,TRUE,TRUE,FALSE,6,TRUE,TRUE,FALSE,"41534273",4,"415342732004",4,19.6999998092651,18,17.8500003814697,1.89384906371216,0.506622353339792,3.7999992370605,FALSE,4.66666666666667,-0.666666666666667,4,5,4.66666666666667,-0.666666666666667,4,5,10,6,4,6,6,9,3,5.02,7.08,4,7,2.09,2.07,2,2,0.98,1.91,0.163424316612588,0.552419521064828
210,"522",8,15,91.3000030517578,5,10,5,15.1150049712231,93.8000030517578,1,8,"Age06",1.32,23,"2004",56,"41","517",1,3,2,2,TRUE,TRUE,FALSE,5,TRUE,TRUE,FALSE,"51741",2,"517412004",1,27,27,19,NA,NA,0,FALSE,1,0,1,1,3,0,3,3,16,13,5,13,13,11,3,12.94,10.93,13,11,5.07,3.69,5,3,0.0600000000000005,-0.0700000000000003,0.00445435034938037,-0.0126469617007674
211,"525",7,9,89.1999969482422,5,6,1,10.7623322067717,93.6999969482422,2,7,"Age06",1.48,16,"2004",57,"562","393",2,1,1.5,2,FALSE,TRUE,FALSE,2,FALSE,TRUE,FALSE,"393562",2,"3935622004",2,28.6499996185303,27,19,2.33345183843591,0.707106781186548,3.2999992370605,FALSE,2.4,-0.4,2,3,1,0,1,1,14,12,1,12,12,21,9,10.8,8.69,10,9,2.26,2.43,2,2,1.2,-1.26,0.100925918589961,-0.609765571620894
213,"524",16,11,91.0999969482422,11,7,4,17.7826570172158,93.6999969482422,1,7,"Age06",3.32,27,"2004",56,"646","500",1,2,1.5,2,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,"500646",2,"5006462004",1,27.7999992370605,27.7999992370605,18.8999996185303,NA,NA,0,FALSE,1.9,-0.9,1,3,2.66666666666667,-0.666666666666667,2,3,22,22,9,20,18,12,4,18,13.86,18,14,6.87,6,7,6,4,2.13,0.195744577126095,0.25387409240525
220,"530",10,12,88.5999969482422,7,8,1,14.8984203777243,93.6999969482422,5,7,"Age06",1.32,22,"2004",58,"353","725",2,2,2,3,TRUE,FALSE,FALSE,5,TRUE,FALSE,FALSE,"725353",2,"7253532004",4,23.5749998092651,18.5,18.0749998092651,3.40428634738226,0.741057862569994,7.2999992370605,FALSE,2.66666666666667,-0.666666666666667,2,3,2.66666666666667,-0.666666666666667,2,3,20,16,3,16,16,17,9,14.46,11.97,14,12,5.02,4.1,5,4,1.54,-2.02,0.0979804083602036,-0.455614891793636
221,"517",33,7,85.4999969482422,23,5,18,28.0701764405074,93.6999969482422,3,11,"Age10",1.32,40,"2004",54,"4376","383",2,4,3,5,FALSE,FALSE,TRUE,8,TRUE,NA,NA,"3834376",4,"38343762004",3,21.1333338419596,20.2000007629395,19.1000003814697,1.20968272313427,0.529150478486297,2.2999992370605,FALSE,2,0,2,2,4,0,4,4,14,14,12,14,14,7,3,11.58,12.02,12,12,8.33,7.47,8,8,2.42,3.67,0.18259745691986,0.347573629692387
224,"529",15,26,88.7999969482422,10,18,8,27.7027036547516,93.6999969482422,4,7,"Age06",3.32,41,"2004",58,"1063","363",2,1,1.5,3,FALSE,NA,NA,1,FALSE,TRUE,TRUE,"3631063",1,"36310632004",3,22.1333332061768,18.1000003814697,18.0666662851969,3.86307248149635,1.11504886970576,7.6999988555908,FALSE,2,0,2,2,1,0,1,1,30,24,14,26,26,22,13,24.78,20.23,24,20,15.39,12.6,15,12,-0.780000000000001,-1.39,-0.0313404517279754,-0.0915413311220959
