"BroodRef","BirdID","NatalBroodID","RingedYN","LastStage","DeathDate","CrossFosteredYN","LastLiveRecord","HatchDate","MixedBroodYN","WeightedAge5","AgeCaptureAge5","RingingDate","RingingAge","DaysBetweenWeightedAge5andRinging","AvgBroodRingingAge","DurationSurvivalCheck","NbRinged","MeanA","MeanAdev","MeanAsim","MeanTotalProRate","MeanS","MeanSdev","MeanSsim","SocialMumID","SocialDadID","PairID","BreedingYear","HatchingDayAfter0401","PairBroodNb","NbHatched","XPriorResidence","MeanLogAdev","MeanLogSdev","MeanLogAdevAgeCat6","MeanLogSdevAgeCat6","MeanLogAdevAgeCat10","MeanLogSdevAgeCat10","MeanTotalProRateAgeCat6","MeanTotalProRateAgeCat10","MeanBroodSizeAgeCat6","MeanBroodSizeAgeCat10","NbChickd5"
1171,4935,1171,1,2,"2010-07-03",0,"2010-06-26 00:00:00","2010-06-16",0,TRUE,4,2010-06-26,10,6,6,6,4,27,2.76,24.24,51.525425505572,20,1.62,18.38,4078,4071,"40714078",2010,75,2,5,FALSE,0.105764637708184,0.0823217254270079,NA,NA,0.105764637708184,0.0823217254270079,NA,51.525425505572,NA,4,4
1171,4936,1171,1,2,NA,0,"2010-06-26 00:00:00","2010-06-16",0,TRUE,4,2010-06-26,10,6,6,6,4,27,2.76,24.24,51.525425505572,20,1.62,18.38,4078,4071,"40714078",2010,75,2,5,FALSE,0.105764637708184,0.0823217254270079,NA,NA,0.105764637708184,0.0823217254270079,NA,51.525425505572,NA,4,4
1172,4941,1172,1,3,NA,0,"2010-11-23 00:00:00","2010-06-19",0,TRUE,5,2010-06-30,11,6,6,6,4,26.5,1.29,25.21,38.5936784241869,21,2.635,18.365,4744,4682,"46824744",2010,78,2,4,FALSE,0.0358802199691237,0.0884006729117072,-0.0260005017251466,-0.0260575343192896,0.097760941663394,0.202858880142704,29.7297297297297,47.4576271186441,4,4,4
1172,4942,1172,1,3,NA,0,"2011-06-14 00:00:00","2010-06-19",0,TRUE,5,2010-06-30,11,6,6,6,4,26.5,1.29,25.21,38.5936784241869,21,2.635,18.365,4744,4682,"46824744",2010,78,2,4,FALSE,0.0358802199691237,0.0884006729117072,-0.0260005017251466,-0.0260575343192896,0.097760941663394,0.202858880142704,29.7297297297297,47.4576271186441,4,4,4
1172,4939,1172,1,3,NA,0,"2011-06-17 00:00:00","2010-06-19",0,TRUE,5,2010-06-30,11,6,6,6,4,26.5,1.29,25.21,38.5936784241869,21,2.635,18.365,4744,4682,"46824744",2010,78,2,4,FALSE,0.0358802199691237,0.0884006729117072,-0.0260005017251466,-0.0260575343192896,0.097760941663394,0.202858880142704,29.7297297297297,47.4576271186441,4,4,4
1172,4940,1172,1,2,NA,0,"2010-06-30 00:00:00","2010-06-19",0,TRUE,5,2010-06-30,11,6,6,6,4,26.5,1.29,25.21,38.5936784241869,21,2.635,18.365,4744,4682,"46824744",2010,78,2,4,FALSE,0.0358802199691237,0.0884006729117072,-0.0260005017251466,-0.0260575343192896,0.097760941663394,0.202858880142704,29.7297297297297,47.4576271186441,4,4,4
1173,4947,1173,1,3,NA,0,"2011-07-29 00:00:00","2010-06-21",0,TRUE,5,2010-07-02,11,6,6,6,5,22.5,-0.369999999999997,22.87,31.2808168923039,18,1.935,16.065,4619,4664,"46644619",2010,80,2,5,TRUE,-0.0218808804957143,0.110318402859006,0.0936644758946351,0.215480678568641,-0.137426236886064,0.00515612714937058,29.152542875517,33.4090909090909,5,5,5
1173,4948,1173,1,2,NA,0,"2010-07-02 00:00:00","2010-06-21",0,TRUE,5,2010-07-02,11,6,6,6,5,22.5,-0.369999999999997,22.87,31.2808168923039,18,1.935,16.065,4619,4664,"46644619",2010,80,2,5,TRUE,-0.0218808804957143,0.110318402859006,0.0936644758946351,0.215480678568641,-0.137426236886064,0.00515612714937058,29.152542875517,33.4090909090909,5,5,5
1173,4949,1173,1,2,NA,0,"2010-07-02 00:00:00","2010-06-21",0,TRUE,5,2010-07-02,11,6,6,6,5,22.5,-0.369999999999997,22.87,31.2808168923039,18,1.935,16.065,4619,4664,"46644619",2010,80,2,5,TRUE,-0.0218808804957143,0.110318402859006,0.0936644758946351,0.215480678568641,-0.137426236886064,0.00515612714937058,29.152542875517,33.4090909090909,5,5,5
1173,4945,1173,1,2,NA,0,"2010-07-02 00:00:00","2010-06-21",0,TRUE,5,2010-07-02,11,6,6,6,5,22.5,-0.369999999999997,22.87,31.2808168923039,18,1.935,16.065,4619,4664,"46644619",2010,80,2,5,TRUE,-0.0218808804957143,0.110318402859006,0.0936644758946351,0.215480678568641,-0.137426236886064,0.00515612714937058,29.152542875517,33.4090909090909,5,5,5
1173,4946,1173,1,2,NA,0,"2010-07-02 00:00:00","2010-06-21",0,TRUE,5,2010-07-02,11,6,6,6,5,22.5,-0.369999999999997,22.87,31.2808168923039,18,1.935,16.065,4619,4664,"46644619",2010,80,2,5,TRUE,-0.0218808804957143,0.110318402859006,0.0936644758946351,0.215480678568641,-0.137426236886064,0.00515612714937058,29.152542875517,33.4090909090909,5,5,5
1175,4957,1175,1,3,NA,0,"2011-07-19 00:00:00","2010-06-23",0,TRUE,5,2010-07-04,11,6,6,6,2,13.5,-2.4,15.9,19.1735231162451,8,0.54,7.46,4754,4573,"45734754",2010,82,2,3,FALSE,-0.174099589303596,0.0591231504209339,-0.328990904968924,-0.02891134349442,-0.0192082736382671,0.147157644336288,17.8147268408551,20.532319391635,2,2,3
1175,4955,1175,0,2,NA,0,"2010-07-02 00:00:00","2010-06-23",0,TRUE,5,NA,NA,NA,6,6,2,13.5,-2.4,15.9,19.1735231162451,8,0.54,7.46,4754,4573,"45734754",2010,82,2,3,FALSE,-0.174099589303596,0.0591231504209339,-0.328990904968924,-0.02891134349442,-0.0192082736382671,0.147157644336288,17.8147268408551,20.532319391635,2,2,3
1175,4956,1175,1,2,NA,0,"2010-07-04 00:00:00","2010-06-23",0,TRUE,5,2010-07-04,11,6,6,6,2,13.5,-2.4,15.9,19.1735231162451,8,0.54,7.46,4754,4573,"45734754",2010,82,2,3,FALSE,-0.174099589303596,0.0591231504209339,-0.328990904968924,-0.02891134349442,-0.0192082736382671,0.147157644336288,17.8147268408551,20.532319391635,2,2,3
1176,4960,1176,1,3,NA,0,"2014-06-17 00:00:00","2010-07-04",0,TRUE,5,2010-07-15,11,6,6,6,5,34,1.68,32.32,55.9440559440559,30,3.04,26.96,4759,3764,"37644759",2010,93,2,5,FALSE,0.0499212383753692,0.104996283273541,NA,NA,0.0499212383753692,0.104996283273541,NA,55.9440559440559,NA,5,5
1176,4963,1176,1,3,NA,0,"2013-07-06 00:00:00","2010-07-04",0,TRUE,5,2010-07-15,11,6,6,6,5,34,1.68,32.32,55.9440559440559,30,3.04,26.96,4759,3764,"37644759",2010,93,2,5,FALSE,0.0499212383753692,0.104996283273541,NA,NA,0.0499212383753692,0.104996283273541,NA,55.9440559440559,NA,5,5
1176,4964,1176,1,3,NA,0,"2011-11-18 00:00:00","2010-07-04",0,TRUE,5,2010-07-15,11,6,6,6,5,34,1.68,32.32,55.9440559440559,30,3.04,26.96,4759,3764,"37644759",2010,93,2,5,FALSE,0.0499212383753692,0.104996283273541,NA,NA,0.0499212383753692,0.104996283273541,NA,55.9440559440559,NA,5,5
1176,4961,1176,1,3,NA,0,"2014-07-27 00:00:00","2010-07-04",0,TRUE,5,2010-07-15,11,6,6,6,5,34,1.68,32.32,55.9440559440559,30,3.04,26.96,4759,3764,"37644759",2010,93,2,5,FALSE,0.0499212383753692,0.104996283273541,NA,NA,0.0499212383753692,0.104996283273541,NA,55.9440559440559,NA,5,5
1176,4962,1176,1,2,"2010-08-11",0,"2010-07-15 00:00:00","2010-07-04",0,TRUE,5,2010-07-15,11,6,6,6,5,34,1.68,32.32,55.9440559440559,30,3.04,26.96,4759,3764,"37644759",2010,93,2,5,FALSE,0.0499212383753692,0.104996283273541,NA,NA,0.0499212383753692,0.104996283273541,NA,55.9440559440559,NA,5,5
1177,4967,1177,1,3,NA,0,"2015-07-13 00:00:00","2010-07-06",0,TRUE,5,2010-07-17,11,6,6,6,4,27,3.88,23.12,28.8838935562905,18.5,3.38,15.12,4084,4757,"47574084",2010,95,3,4,TRUE,0.154956507401492,0.200488325809149,0.0345523815066597,0.127250790660317,0.275360633296324,0.273725860957981,30.2059496567506,27.5618374558304,4,4,4
1177,4968,1177,1,3,NA,0,"2011-11-18 00:00:00","2010-07-06",0,TRUE,5,2010-07-17,11,6,6,6,4,27,3.88,23.12,28.8838935562905,18.5,3.38,15.12,4084,4757,"47574084",2010,95,3,4,TRUE,0.154956507401492,0.200488325809149,0.0345523815066597,0.127250790660317,0.275360633296324,0.273725860957981,30.2059496567506,27.5618374558304,4,4,4
1177,4965,1177,1,3,NA,0,"2014-06-30 00:00:00","2010-07-06",0,TRUE,5,2010-07-17,11,6,6,6,4,27,3.88,23.12,28.8838935562905,18.5,3.38,15.12,4084,4757,"47574084",2010,95,3,4,TRUE,0.154956507401492,0.200488325809149,0.0345523815066597,0.127250790660317,0.275360633296324,0.273725860957981,30.2059496567506,27.5618374558304,4,4,4
1177,4966,1177,1,3,NA,0,"2011-11-18 00:00:00","2010-07-06",0,TRUE,5,2010-07-17,11,6,6,6,4,27,3.88,23.12,28.8838935562905,18.5,3.38,15.12,4084,4757,"47574084",2010,95,3,4,TRUE,0.154956507401492,0.200488325809149,0.0345523815066597,0.127250790660317,0.275360633296324,0.273725860957981,30.2059496567506,27.5618374558304,4,4,4
1179,4969,1179,1,3,NA,0,"2011-05-21 00:00:00","2010-07-08",0,TRUE,5,2010-07-19,11,6,6,6,1,4.5,-0.7,5.2,8.98452969506508,1,-0.0600000000000001,1.06,4059,3450,"34504059",2010,97,6,3,TRUE,-0.113386659682394,-0.323970293860933,-0.226773319364788,-0.993251773010283,0,0.345311185288417,7.56013745704467,10.4089219330855,1,1,1
1179,4970,1179,0,2,"2010-07-19",0,"2010-07-09 00:00:00","2010-07-08",0,FALSE,NA,NA,NA,NA,6,6,1,4.5,-0.7,5.2,8.98452969506508,1,-0.0600000000000001,1.06,4059,3450,"34504059",2010,97,6,3,TRUE,-0.113386659682394,-0.323970293860933,-0.226773319364788,-0.993251773010283,0,0.345311185288417,7.56013745704467,10.4089219330855,1,1,1
1179,4971,1179,0,2,"2010-07-19",0,"2010-07-09 00:00:00","2010-07-08",0,FALSE,NA,NA,NA,NA,6,6,1,4.5,-0.7,5.2,8.98452969506508,1,-0.0600000000000001,1.06,4059,3450,"34504059",2010,97,6,3,TRUE,-0.113386659682394,-0.323970293860933,-0.226773319364788,-0.993251773010283,0,0.345311185288417,7.56013745704467,10.4089219330855,1,1,1
1180,4972,1180,1,3,NA,0,"2012-05-30 00:00:00","2010-07-07",0,TRUE,5,2010-07-18,11,6,6,6,4,35,0.340000000000003,34.66,46.6813493796902,28.5,0.0949999999999989,28.405,4380,3684,"36844380",2010,96,1,4,FALSE,0.00710267752909628,0.00129427628224557,-0.0314986670593709,-0.0260722403097751,0.0457040221175635,0.0286607928742663,44.6952595936795,48.667439165701,4,4,3
1180,4973,1180,1,3,NA,0,"2011-05-22 00:00:00","2010-07-07",0,TRUE,5,2010-07-18,11,6,6,6,4,35,0.340000000000003,34.66,46.6813493796902,28.5,0.0949999999999989,28.405,4380,3684,"36844380",2010,96,1,4,FALSE,0.00710267752909628,0.00129427628224557,-0.0314986670593709,-0.0260722403097751,0.0457040221175635,0.0286607928742663,44.6952595936795,48.667439165701,4,4,3
1180,4974,1180,1,3,NA,0,"2011-06-30 00:00:00","2010-07-07",0,TRUE,5,2010-07-18,11,6,6,6,4,35,0.340000000000003,34.66,46.6813493796902,28.5,0.0949999999999989,28.405,4380,3684,"36844380",2010,96,1,4,FALSE,0.00710267752909628,0.00129427628224557,-0.0314986670593709,-0.0260722403097751,0.0457040221175635,0.0286607928742663,44.6952595936795,48.667439165701,4,4,3
1180,4975,1180,1,3,NA,0,"2014-12-03 00:00:00","2010-07-07",0,FALSE,NA,2010-07-18,11,NA,6,6,4,35,0.340000000000003,34.66,46.6813493796902,28.5,0.0949999999999989,28.405,4380,3684,"36844380",2010,96,1,4,FALSE,0.00710267752909628,0.00129427628224557,-0.0314986670593709,-0.0260722403097751,0.0457040221175635,0.0286607928742663,44.6952595936795,48.667439165701,4,4,3
1181,4976,1181,1,3,NA,0,"2016-08-13 00:00:00","2010-07-07",0,TRUE,5,2010-07-18,11,6,6,6,3,20.5,0.289999999999999,20.21,26.4924546806289,12.5,0.274999999999999,12.225,4037,4753,"47534037",2010,96,2,3,TRUE,0.008174360059423,-0.070850444901727,-0.0203966279076457,-0.296108012765853,0.0367453480264917,0.154407122962399,21.4780600461894,31.5068493150685,3,3,3
1181,4977,1181,1,3,"2011-04-29",0,"2010-10-21 00:00:00","2010-07-07",0,TRUE,5,2010-07-18,11,6,6,6,3,20.5,0.289999999999999,20.21,26.4924546806289,12.5,0.274999999999999,12.225,4037,4753,"47534037",2010,96,2,3,TRUE,0.008174360059423,-0.070850444901727,-0.0203966279076457,-0.296108012765853,0.0367453480264917,0.154407122962399,21.4780600461894,31.5068493150685,3,3,3
1181,4978,1181,1,3,"2011-05-02",0,"2010-07-18 00:00:00","2010-07-07",0,TRUE,5,2010-07-18,11,6,6,6,3,20.5,0.289999999999999,20.21,26.4924546806289,12.5,0.274999999999999,12.225,4037,4753,"47534037",2010,96,2,3,TRUE,0.008174360059423,-0.070850444901727,-0.0203966279076457,-0.296108012765853,0.0367453480264917,0.154407122962399,21.4780600461894,31.5068493150685,3,3,3
1182,4981,1182,1,2,NA,0,"2010-07-19 00:00:00","2010-07-08",0,TRUE,5,2010-07-19,11,6,6,6,4,20,-0.619999999999997,20.62,34.9231950844854,16,1.38,14.62,4049,4722,"47224049",2010,97,1,4,TRUE,-0.0345702641264111,0.0875217764191377,0.0595141275324077,0.0904189356596273,-0.12865465578523,0.0846246171786481,36.6666666666667,33.1797235023041,4,4,4
1182,4982,1182,1,3,NA,0,"2011-11-20 00:00:00","2010-07-08",0,TRUE,5,2010-07-19,11,6,6,6,4,20,-0.619999999999997,20.62,34.9231950844854,16,1.38,14.62,4049,4722,"47224049",2010,97,1,4,TRUE,-0.0345702641264111,0.0875217764191377,0.0595141275324077,0.0904189356596273,-0.12865465578523,0.0846246171786481,36.6666666666667,33.1797235023041,4,4,4
1182,4980,1182,1,2,NA,0,"2010-07-19 00:00:00","2010-07-08",0,TRUE,5,2010-07-19,11,6,6,6,4,20,-0.619999999999997,20.62,34.9231950844854,16,1.38,14.62,4049,4722,"47224049",2010,97,1,4,TRUE,-0.0345702641264111,0.0875217764191377,0.0595141275324077,0.0904189356596273,-0.12865465578523,0.0846246171786481,36.6666666666667,33.1797235023041,4,4,4
1182,4979,1182,1,3,"2011-07-11",0,"2010-11-24 00:00:00","2010-07-08",0,TRUE,5,2010-07-19,11,6,6,6,4,20,-0.619999999999997,20.62,34.9231950844854,16,1.38,14.62,4049,4722,"47224049",2010,97,1,4,TRUE,-0.0345702641264111,0.0875217764191377,0.0595141275324077,0.0904189356596273,-0.12865465578523,0.0846246171786481,36.6666666666667,33.1797235023041,4,4,4
1185,4989,1185,1,3,"2011-07-06",0,"2011-07-04 00:00:00","2010-07-14",0,TRUE,5,2010-07-27,13,8,7.33333333333333,8,3,17,0.140000000000001,16.86,25.1334565908025,11,0.704999999999998,10.295,4739,4070,"40704739",2010,103,3,3,TRUE,-0.00511658814001454,-0.166076758347657,-0.0392207131532813,-0.489806256541915,0.0289875368732522,0.157652739846602,14.010989010989,36.2559241706161,3,3,3
1185,4990,1185,1,3,NA,0,"2011-11-18 00:00:00","2010-07-14",0,TRUE,5,2010-07-27,13,8,7.33333333333333,8,3,17,0.140000000000001,16.86,25.1334565908025,11,0.704999999999998,10.295,4739,4070,"40704739",2010,103,3,3,TRUE,-0.00511658814001454,-0.166076758347657,-0.0392207131532813,-0.489806256541915,0.0289875368732522,0.157652739846602,14.010989010989,36.2559241706161,3,3,3
1185,4991,1185,1,3,NA,0,"2013-07-18 00:00:00","2010-07-14",0,TRUE,5,2010-07-25,11,6,7.33333333333333,6,3,17,0.140000000000001,16.86,25.1334565908025,11,0.704999999999998,10.295,4739,4070,"40704739",2010,103,3,3,TRUE,-0.00511658814001454,-0.166076758347657,-0.0392207131532813,-0.489806256541915,0.0289875368732522,0.157652739846602,14.010989010989,36.2559241706161,3,3,3
1187,4996,1187,1,3,NA,0,"2011-07-12 00:00:00","2010-07-06",0,TRUE,5,2010-07-17,11,6,6,6,3,11.5,-0.389999999999999,11.89,29.7450616182492,7.5,0.145,7.355,3302,3359,"33593302",2010,95,8,3,TRUE,0.00135039335019536,-0.106536731089597,-0.0673915901199776,0.09146572733901,0.0700923768203683,-0.304539189518204,29.0213723284589,30.4687509080395,4,4,3
1187,4997,1187,1,3,"2010-11-22",0,"2010-07-17 00:00:00","2010-07-06",0,TRUE,5,2010-07-17,11,6,6,6,3,11.5,-0.389999999999999,11.89,29.7450616182492,7.5,0.145,7.355,3302,3359,"33593302",2010,95,8,3,TRUE,0.00135039335019536,-0.106536731089597,-0.0673915901199776,0.09146572733901,0.0700923768203683,-0.304539189518204,29.0213723284589,30.4687509080395,4,4,3
1187,4998,1187,1,3,NA,0,"2011-07-24 00:00:00","2010-07-06",0,TRUE,5,2010-07-17,11,6,6,6,3,11.5,-0.389999999999999,11.89,29.7450616182492,7.5,0.145,7.355,3302,3359,"33593302",2010,95,8,3,TRUE,0.00135039335019536,-0.106536731089597,-0.0673915901199776,0.09146572733901,0.0700923768203683,-0.304539189518204,29.0213723284589,30.4687509080395,4,4,3
1188,5002,1188,0,2,NA,0,"2010-07-16 00:00:00","2010-07-15",0,FALSE,NA,NA,NA,NA,6,6,3,20.3333333333333,1.08666666666667,19.2466666666667,33.4755444146391,13,-0.543333333333333,13.5433333333333,4062,3717,"37174062",2010,104,5,4,FALSE,0.0526930143710361,-0.0352896738262232,0.0968498259899176,-0.00703402665738005,0.0306146085615953,-0.0494174974106448,20.4947000149874,39.9659666144649,3,3,3
1188,5003,1188,1,2,NA,0,"2010-07-26 00:00:00","2010-07-15",0,TRUE,5,2010-07-26,11,6,6,6,3,20.3333333333333,1.08666666666667,19.2466666666667,33.4755444146391,13,-0.543333333333333,13.5433333333333,4062,3717,"37174062",2010,104,5,4,FALSE,0.0526930143710361,-0.0352896738262232,0.0968498259899176,-0.00703402665738005,0.0306146085615953,-0.0494174974106448,20.4947000149874,39.9659666144649,3,3,3
1188,5001,1188,1,2,NA,0,"2010-07-26 00:00:00","2010-07-15",0,TRUE,5,2010-07-26,11,6,6,6,3,20.3333333333333,1.08666666666667,19.2466666666667,33.4755444146391,13,-0.543333333333333,13.5433333333333,4062,3717,"37174062",2010,104,5,4,FALSE,0.0526930143710361,-0.0352896738262232,0.0968498259899176,-0.00703402665738005,0.0306146085615953,-0.0494174974106448,20.4947000149874,39.9659666144649,3,3,3
1188,5004,1188,1,3,NA,0,"2014-08-02 00:00:00","2010-07-15",0,TRUE,5,2010-07-26,11,6,6,6,3,20.3333333333333,1.08666666666667,19.2466666666667,33.4755444146391,13,-0.543333333333333,13.5433333333333,4062,3717,"37174062",2010,104,5,4,FALSE,0.0526930143710361,-0.0352896738262232,0.0968498259899176,-0.00703402665738005,0.0306146085615953,-0.0494174974106448,20.4947000149874,39.9659666144649,3,3,3
1189,5007,1189,1,3,NA,0,"2010-11-25 00:00:00","2010-07-20",0,TRUE,5,2010-07-31,11,6,6.66666666666667,6,3,31,2.42,28.58,35.1747463359639,20,1.63,18.37,4078,4071,"40714078",2010,109,3,3,FALSE,0.0799368931662688,0.0828515267639035,NA,NA,0.0799368931662688,0.0828515267639035,NA,35.1747463359639,NA,4,3
1189,5008,1189,1,3,NA,0,"2011-11-20 00:00:00","2010-07-20",0,TRUE,5,2010-08-02,13,8,6.66666666666667,8,3,31,2.42,28.58,35.1747463359639,20,1.63,18.37,4078,4071,"40714078",2010,109,3,3,FALSE,0.0799368931662688,0.0828515267639035,NA,NA,0.0799368931662688,0.0828515267639035,NA,35.1747463359639,NA,4,3
1189,5006,1189,1,2,NA,0,"2010-07-31 00:00:00","2010-07-20",0,TRUE,5,2010-07-31,11,6,6.66666666666667,6,3,31,2.42,28.58,35.1747463359639,20,1.63,18.37,4078,4071,"40714078",2010,109,3,3,FALSE,0.0799368931662688,0.0828515267639035,NA,NA,0.0799368931662688,0.0828515267639035,NA,35.1747463359639,NA,4,3
1190,5009,1190,1,3,NA,0,"2011-11-15 00:00:00","2010-07-24",0,TRUE,5,2010-08-04,11,6,6,6,3,24.5,5.47,19.03,32.2236602153068,16.5,3.5,13,4744,4682,"46824744",2010,113,3,3,TRUE,0.247859114236213,0.234606196286249,0.247859114236213,0.234606196286249,NA,NA,32.2236602153068,NA,3,NA,3
1190,5010,1190,1,3,NA,0,"2011-02-02 00:00:00","2010-07-24",0,TRUE,5,2010-08-04,11,6,6,6,3,24.5,5.47,19.03,32.2236602153068,16.5,3.5,13,4744,4682,"46824744",2010,113,3,3,TRUE,0.247859114236213,0.234606196286249,0.247859114236213,0.234606196286249,NA,NA,32.2236602153068,NA,3,NA,3
1190,5011,1190,1,2,NA,0,"2010-08-04 00:00:00","2010-07-24",0,TRUE,5,2010-08-04,11,6,6,6,3,24.5,5.47,19.03,32.2236602153068,16.5,3.5,13,4744,4682,"46824744",2010,113,3,3,TRUE,0.247859114236213,0.234606196286249,0.247859114236213,0.234606196286249,NA,NA,32.2236602153068,NA,3,NA,3
1191,5013,1191,1,2,NA,0,"2010-08-06 00:00:00","2010-07-26",0,TRUE,5,2010-08-06,11,6,6,6,3,18,-0.27,18.27,23.5978164967394,10,-0.699999999999999,10.7,4689,3445,"34454689",2010,115,1,3,FALSE,-0.0106376812931672,-0.0734727452819589,0.0384438721152877,-0.127927484728156,-0.0597192347016222,-0.0190180058357619,22.5281602002503,24.6674727932285,3,3,3
1191,5014,1191,1,3,NA,0,"2014-08-05 00:00:00","2010-07-26",0,TRUE,5,2010-08-06,11,6,6,6,3,18,-0.27,18.27,23.5978164967394,10,-0.699999999999999,10.7,4689,3445,"34454689",2010,115,1,3,FALSE,-0.0106376812931672,-0.0734727452819589,0.0384438721152877,-0.127927484728156,-0.0597192347016222,-0.0190180058357619,22.5281602002503,24.6674727932285,3,3,3
1191,5015,1191,1,2,NA,0,"2010-08-06 00:00:00","2010-07-26",0,TRUE,5,2010-08-06,11,6,6,6,3,18,-0.27,18.27,23.5978164967394,10,-0.699999999999999,10.7,4689,3445,"34454689",2010,115,1,3,FALSE,-0.0106376812931672,-0.0734727452819589,0.0384438721152877,-0.127927484728156,-0.0597192347016222,-0.0190180058357619,22.5281602002503,24.6674727932285,3,3,3
1192,5018,1192,1,2,NA,0,"2010-08-07 00:00:00","2010-07-27",0,TRUE,5,2010-08-07,11,6,6,6,2,12.5,2.38,10.12,17.5944034902964,6.5,1.93,4.57,4619,4664,"46644619",2010,116,3,2,TRUE,0.19246360495728,0.354464095561216,0.163211210591536,0.415515443961666,0.221715999323024,0.293412747160766,13.0434782608696,22.1453287197232,2,2,2
1192,5017,1192,1,3,NA,0,"2011-11-17 00:00:00","2010-07-27",0,TRUE,5,2010-08-07,11,6,6,6,2,12.5,2.38,10.12,17.5944034902964,6.5,1.93,4.57,4619,4664,"46644619",2010,116,3,2,TRUE,0.19246360495728,0.354464095561216,0.163211210591536,0.415515443961666,0.221715999323024,0.293412747160766,13.0434782608696,22.1453287197232,2,2,2
1193,5020,1193,1,2,NA,0,"2010-08-09 00:00:00","2010-07-29",0,TRUE,5,2010-08-09,11,6,6,6,1,11.5,0.780000000000001,10.72,12.6911994495176,3,-0.0999999999999996,3.1,4110,3370,"33704110",2010,118,7,1,TRUE,0.0666514236572102,-0.1897368363072,0.13330284731442,-0.569094531889967,0,0.189620859275566,10.1925254813137,15.1898734177215,1,1,1
1194,5023,1194,1,2,NA,0,"2010-07-28 00:00:00","2010-07-15",0,FALSE,NA,2010-07-26,11,NA,NA,6.30443045155435,1,2,0,2,5.78690332405609,0.5,0.305,0.195,4723,4119,"41194723",2010,104,2,1,TRUE,0,0.260999462182058,0,0,0,0.521998924364116,4.37956204379562,7.19424460431655,1,1,0
1195,5025,1195,1,3,NA,0,"2012-08-16 00:00:00","2010-08-10",0,TRUE,5,2010-08-20,10,5,5,5,2,23.5,0.829999999999998,22.67,22.6152944450987,13.5,1.05,12.45,4059,3450,"34504059",2010,130,7,2,TRUE,0.046246539820175,0.165619756105183,0.0904571101552514,0.332214646368572,0.00203596948509854,-0.000975134158206318,15.8256880733945,29.4049008168028,2,2,2
1195,5024,1195,1,3,NA,0,"2011-06-23 00:00:00","2010-08-10",0,TRUE,5,2010-08-20,10,5,5,5,2,23.5,0.829999999999998,22.67,22.6152944450987,13.5,1.05,12.45,4059,3450,"34504059",2010,130,7,2,TRUE,0.046246539820175,0.165619756105183,0.0904571101552514,0.332214646368572,0.00203596948509854,-0.000975134158206318,15.8256880733945,29.4049008168028,2,2,2
1196,5028,1196,1,2,NA,0,"2010-08-04 00:00:00","2010-07-24",0,FALSE,NA,2010-08-04,11,NA,NA,6.30443045155435,3,26,6.06,19.94,29.2849035187287,19,4.77,14.23,4679,4745,"47454679",2010,113,1,3,FALSE,0.259650967656673,0.280528235095162,NA,NA,0.259650967656673,0.280528235095162,NA,29.2849035187287,NA,3,0
1196,5029,1196,1,3,NA,0,"2010-11-24 00:00:00","2010-07-24",0,FALSE,NA,2010-08-04,11,NA,NA,6.30443045155435,3,26,6.06,19.94,29.2849035187287,19,4.77,14.23,4679,4745,"47454679",2010,113,1,3,FALSE,0.259650967656673,0.280528235095162,NA,NA,0.259650967656673,0.280528235095162,NA,29.2849035187287,NA,3,0
1196,5030,1196,1,3,"2011-05-25",0,"2011-05-16 00:00:00","2010-07-24",0,FALSE,NA,2010-08-04,11,NA,NA,6.30443045155435,3,26,6.06,19.94,29.2849035187287,19,4.77,14.23,4679,4745,"47454679",2010,113,1,3,FALSE,0.259650967656673,0.280528235095162,NA,NA,0.259650967656673,0.280528235095162,NA,29.2849035187287,NA,3,0
1197,5032,1197,1,3,NA,0,"2011-06-27 00:00:00","2010-07-30",0,TRUE,5,2010-08-10,11,6,6,6,2,16.5,0.43,16.07,27.8601794992915,10,1.05,8.95,4721,4039,"40394721",2010,119,1,3,FALSE,0.0157131247612164,0.106169658020417,0.118552562435412,0.146402993036433,-0.0871263129129791,0.0659363230044025,20.5479452054795,35.1724137931034,3,3,3
1197,5033,1197,0,2,NA,0,"2010-08-14 00:00:00","2010-07-30",0,TRUE,5,NA,NA,NA,6,6,2,16.5,0.43,16.07,27.8601794992915,10,1.05,8.95,4721,4039,"40394721",2010,119,1,3,FALSE,0.0157131247612164,0.106169658020417,0.118552562435412,0.146402993036433,-0.0871263129129791,0.0659363230044025,20.5479452054795,35.1724137931034,3,3,3
1197,5031,1197,1,3,NA,0,"2014-07-20 00:00:00","2010-07-30",0,TRUE,5,2010-08-10,11,6,6,6,2,16.5,0.43,16.07,27.8601794992915,10,1.05,8.95,4721,4039,"40394721",2010,119,1,3,FALSE,0.0157131247612164,0.106169658020417,0.118552562435412,0.146402993036433,-0.0871263129129791,0.0659363230044025,20.5479452054795,35.1724137931034,3,3,3
1198,5037,1198,0,2,"2010-08-13",0,"2010-08-11 00:00:00","2010-08-04",0,TRUE,5,NA,NA,NA,6,6,3,18,2.08,15.92,17.3075888293006,8.5,2.22,6.28,3395,4072,"40723395",2010,124,4,4,TRUE,0.114702770476507,0.29152676801189,0.0573723404639327,0.319993377304127,0.172033200489081,0.263060158719652,15.7175398633257,18.8976377952756,3,3,4
