"BroodRef","BirdID","NatalBroodID","RingedYN","LastStage","DeathDate","CrossFosteredYN","LastLiveRecord","HatchDate","MixedBroodYN","WeightedAge5","AgeCaptureAge5","RingingDate","RingingAge","DaysBetweenWeightedAge5andRinging","AvgBroodRingingAge","DurationSurvivalCheck","NbRinged","MeanA","MeanAdev","MeanAsim","MeanTotalProRate","MeanS","MeanSdev","MeanSsim","SocialMumID","SocialDadID","PairID","BreedingYear","HatchingDayAfter0401","PairBroodNb","NbHatched","XPriorResidence","MeanLogAdev","MeanLogSdev","MeanLogAdevAgeCat6","MeanLogSdevAgeCat6","MeanLogAdevAgeCat10","MeanLogSdevAgeCat10","MeanTotalProRateAgeCat6","MeanTotalProRateAgeCat10","MeanBroodSizeAgeCat6","MeanBroodSizeAgeCat10","NbChickd5"
694,2844,692,0,2,"2005-07-30",1,"2005-07-29 00:00:00","2005-07-24",1,TRUE,5,NA,NA,NA,NA,6.30443045155435,0,13.5,0.630000000000001,12.87,14.202197885116,4,-0.0599999999999996,4.06,4392,505,"5054392",2005,113,2,3,FALSE,-0.0307580345199453,-0.10680961374247,-0.0307580345199453,-0.10680961374247,NA,NA,14.202197885116,NA,2.5,NA,3
694,2860,695,0,2,"2005-07-30",1,"2005-07-29 00:00:00","2005-07-24",1,TRUE,5,NA,NA,NA,NA,6.30443045155435,0,13.5,0.630000000000001,12.87,14.202197885116,4,-0.0599999999999996,4.06,4392,505,"5054392",2005,113,2,3,FALSE,-0.0307580345199453,-0.10680961374247,-0.0307580345199453,-0.10680961374247,NA,NA,14.202197885116,NA,2.5,NA,3
696,2870,697,1,3,NA,1,"2005-08-06 00:00:00","2005-07-25",1,TRUE,6,2005-08-06,12,6,6,6,3,14,1.40666666666667,12.5933333333333,18.0490414162371,8,1.13333333333333,6.86666666666667,206,2018,"2018206",2005,114,4,6,TRUE,0.0691857169267147,-0.0376981085041865,-0.199713299505824,-0.624868339806651,0.203635225142984,0.255887007147046,14.0311808777257,20.0579716854928,3,3,3
696,2871,697,1,3,NA,1,"2005-08-06 00:00:00","2005-07-25",1,TRUE,6,2005-08-06,12,6,6,6,3,14,1.40666666666667,12.5933333333333,18.0490414162371,8,1.13333333333333,6.86666666666667,206,2018,"2018206",2005,114,4,6,TRUE,0.0691857169267147,-0.0376981085041865,-0.199713299505824,-0.624868339806651,0.203635225142984,0.255887007147046,14.0311808777257,20.0579716854928,3,3,3
696,2872,697,0,2,"2005-07-28",1,"2005-07-27 00:00:00","2005-07-25",1,FALSE,NA,NA,NA,NA,6,6,3,14,1.40666666666667,12.5933333333333,18.0490414162371,8,1.13333333333333,6.86666666666667,206,2018,"2018206",2005,114,4,6,TRUE,0.0691857169267147,-0.0376981085041865,-0.199713299505824,-0.624868339806651,0.203635225142984,0.255887007147046,14.0311808777257,20.0579716854928,3,3,3
696,2874,698,1,3,NA,1,"2005-11-17 00:00:00","2005-07-25",1,TRUE,6,2005-08-06,12,6,6,6,3,14,1.40666666666667,12.5933333333333,18.0490414162371,8,1.13333333333333,6.86666666666667,206,2018,"2018206",2005,114,4,6,TRUE,0.0691857169267147,-0.0376981085041865,-0.199713299505824,-0.624868339806651,0.203635225142984,0.255887007147046,14.0311808777257,20.0579716854928,3,3,3
696,2875,698,0,2,"2005-07-28",1,"2005-07-27 00:00:00","2005-07-25",1,FALSE,NA,NA,NA,NA,6,6,3,14,1.40666666666667,12.5933333333333,18.0490414162371,8,1.13333333333333,6.86666666666667,206,2018,"2018206",2005,114,4,6,TRUE,0.0691857169267147,-0.0376981085041865,-0.199713299505824,-0.624868339806651,0.203635225142984,0.255887007147046,14.0311808777257,20.0579716854928,3,3,3
696,2876,698,0,2,"2005-07-28",1,"2005-07-27 00:00:00","2005-07-25",1,FALSE,NA,NA,NA,NA,6,6,3,14,1.40666666666667,12.5933333333333,18.0490414162371,8,1.13333333333333,6.86666666666667,206,2018,"2018206",2005,114,4,6,TRUE,0.0691857169267147,-0.0376981085041865,-0.199713299505824,-0.624868339806651,0.203635225142984,0.255887007147046,14.0311808777257,20.0579716854928,3,3,3
697,2864,696,1,3,NA,1,"2005-08-06 00:00:00","2005-07-26",1,TRUE,5,2005-08-06,11,6,6,6,3,33,6.3,26.7,31.4865256419255,25.5,6.575,18.925,45,166,"16645",2005,115,10,3,TRUE,0.199997595547521,0.264657808712104,0.237706915502106,0.346266523311877,0.162288275592935,0.183049094112332,39.43045038699,23.542600896861,3,3,3
697,2865,696,1,3,NA,1,"2006-08-08 00:00:00","2005-07-26",1,TRUE,5,2005-08-06,11,6,6,6,3,33,6.3,26.7,31.4865256419255,25.5,6.575,18.925,45,166,"16645",2005,115,10,3,TRUE,0.199997595547521,0.264657808712104,0.237706915502106,0.346266523311877,0.162288275592935,0.183049094112332,39.43045038699,23.542600896861,3,3,3
697,2866,696,1,3,NA,1,"2006-05-29 00:00:00","2005-07-26",1,TRUE,5,2005-08-06,11,6,6,6,3,33,6.3,26.7,31.4865256419255,25.5,6.575,18.925,45,166,"16645",2005,115,10,3,TRUE,0.199997595547521,0.264657808712104,0.237706915502106,0.346266523311877,0.162288275592935,0.183049094112332,39.43045038699,23.542600896861,3,3,3
700,2898,704,0,2,"2005-08-02",1,"2005-08-01 00:00:00","2005-07-27",1,TRUE,5,NA,NA,NA,6,6,2,10,0.640000000000001,9.36,14.5753427530941,2,-0.975,2.975,985,602,"602985",2005,116,1,3,TRUE,0.0704230060597141,-0.307051986609746,0.106668560317842,-0.0953101798043249,0.0341774518015865,-0.518793793415168,11.2211224889345,17.9295630172538,2,2,3
700,2899,704,1,3,NA,1,"2005-08-07 00:00:00","2005-07-27",1,TRUE,5,2005-08-07,11,6,6,6,2,10,0.640000000000001,9.36,14.5753427530941,2,-0.975,2.975,985,602,"602985",2005,116,1,3,TRUE,0.0704230060597141,-0.307051986609746,0.106668560317842,-0.0953101798043249,0.0341774518015865,-0.518793793415168,11.2211224889345,17.9295630172538,2,2,3
700,2900,704,1,3,NA,1,"2005-08-07 00:00:00","2005-07-27",1,TRUE,5,2005-08-07,11,6,6,6,2,10,0.640000000000001,9.36,14.5753427530941,2,-0.975,2.975,985,602,"602985",2005,116,1,3,TRUE,0.0704230060597141,-0.307051986609746,0.106668560317842,-0.0953101798043249,0.0341774518015865,-0.518793793415168,11.2211224889345,17.9295630172538,2,2,3
703,2890,702,0,2,"2005-08-02",1,"2005-08-01 00:00:00","2005-07-27",1,TRUE,5,NA,NA,NA,6,6,2,12.6666666666667,-0.18,12.8466666666667,18.4243374965039,6.66666666666667,0.100000000000001,6.56666666666667,1386,287,"2871386",2005,116,1,3,FALSE,-0.0885592329108192,-0.168648818640569,-0.269625288704538,-0.958583644064407,0.00197379498604024,0.22631859407135,22.2707423580786,16.5011350657165,3,2,3
703,2891,702,1,3,NA,1,"2005-08-07 00:00:00","2005-07-27",1,TRUE,5,2005-08-07,11,6,6,6,2,12.6666666666667,-0.18,12.8466666666667,18.4243374965039,6.66666666666667,0.100000000000001,6.56666666666667,1386,287,"2871386",2005,116,1,3,FALSE,-0.0885592329108192,-0.168648818640569,-0.269625288704538,-0.958583644064407,0.00197379498604024,0.22631859407135,22.2707423580786,16.5011350657165,3,2,3
703,2894,703,1,3,NA,0,"2005-08-07 00:00:00","2005-07-27",1,TRUE,5,2005-08-07,11,6,6,6,2,12.6666666666667,-0.18,12.8466666666667,18.4243374965039,6.66666666666667,0.100000000000001,6.56666666666667,1386,287,"2871386",2005,116,1,3,FALSE,-0.0885592329108192,-0.168648818640569,-0.269625288704538,-0.958583644064407,0.00197379498604024,0.22631859407135,22.2707423580786,16.5011350657165,3,2,3
704,2883,700,0,2,"2005-07-29",1,"2005-07-28 00:00:00","2005-07-27",1,FALSE,NA,NA,NA,NA,6,6,2,15,0.99,14.01,15.6991646276221,5,-1.27,6.27,860,114,"114860",2005,116,5,5,FALSE,0.0823426754138078,-0.192679217297309,0.139761942375159,-0.165514438477573,0.0249234084524569,-0.219843996117044,9.78260837115053,21.6157208840936,2,2,2
704,2884,700,1,3,NA,1,"2005-08-07 00:00:00","2005-07-27",1,TRUE,5,2005-08-07,11,6,6,6,2,15,0.99,14.01,15.6991646276221,5,-1.27,6.27,860,114,"114860",2005,116,5,5,FALSE,0.0823426754138078,-0.192679217297309,0.139761942375159,-0.165514438477573,0.0249234084524569,-0.219843996117044,9.78260837115053,21.6157208840936,2,2,2
704,2885,700,1,3,NA,1,"2005-08-07 00:00:00","2005-07-27",1,TRUE,5,2005-08-07,11,6,6,6,2,15,0.99,14.01,15.6991646276221,5,-1.27,6.27,860,114,"114860",2005,116,5,5,FALSE,0.0823426754138078,-0.192679217297309,0.139761942375159,-0.165514438477573,0.0249234084524569,-0.219843996117044,9.78260837115053,21.6157208840936,2,2,2
704,2886,700,0,2,"2005-07-29",1,"2005-07-28 00:00:00","2005-07-27",1,FALSE,NA,NA,NA,NA,6,6,2,15,0.99,14.01,15.6991646276221,5,-1.27,6.27,860,114,"114860",2005,116,5,5,FALSE,0.0823426754138078,-0.192679217297309,0.139761942375159,-0.165514438477573,0.0249234084524569,-0.219843996117044,9.78260837115053,21.6157208840936,2,2,2
704,2901,704,0,2,"2005-07-29",0,"2005-07-28 00:00:00","2005-07-27",1,FALSE,NA,NA,NA,NA,6,6,2,15,0.99,14.01,15.6991646276221,5,-1.27,6.27,860,114,"114860",2005,116,5,5,FALSE,0.0823426754138078,-0.192679217297309,0.139761942375159,-0.165514438477573,0.0249234084524569,-0.219843996117044,9.78260837115053,21.6157208840936,2,2,2
705,2906,706,1,3,NA,1,"2006-08-15 00:00:00","2005-07-28",1,TRUE,5,2005-08-08,11,6,5.5,6,4,28,2.7,25.3,25.5655634687893,16.5,1.375,15.125,646,500,"500646",2005,117,5,4,FALSE,0.0973689848949086,0.0735040396389628,0.00226671800869101,-0.0608679999054956,0.192471251781126,0.207876079183421,25.3246753246753,25.8064516129032,4,4,4
705,2910,707,1,3,NA,1,"2005-08-09 00:00:00","2005-07-28",1,TRUE,6,2005-08-08,11,5,5.5,5,4,28,2.7,25.3,25.5655634687893,16.5,1.375,15.125,646,500,"500646",2005,117,5,4,FALSE,0.0973689848949086,0.0735040396389628,0.00226671800869101,-0.0608679999054956,0.192471251781126,0.207876079183421,25.3246753246753,25.8064516129032,4,4,4
705,2911,707,1,3,NA,1,"2005-08-09 00:00:00","2005-07-28",1,TRUE,6,2005-08-08,11,5,5.5,5,4,28,2.7,25.3,25.5655634687893,16.5,1.375,15.125,646,500,"500646",2005,117,5,4,FALSE,0.0973689848949086,0.0735040396389628,0.00226671800869101,-0.0608679999054956,0.192471251781126,0.207876079183421,25.3246753246753,25.8064516129032,4,4,4
705,2907,706,1,3,NA,1,"2005-08-08 00:00:00","2005-07-28",1,TRUE,5,2005-08-08,11,6,5.5,6,4,28,2.7,25.3,25.5655634687893,16.5,1.375,15.125,646,500,"500646",2005,117,5,4,FALSE,0.0973689848949086,0.0735040396389628,0.00226671800869101,-0.0608679999054956,0.192471251781126,0.207876079183421,25.3246753246753,25.8064516129032,4,4,4
706,2903,705,1,3,NA,1,"2005-08-08 00:00:00","2005-07-28",1,TRUE,5,2005-08-08,11,6,6,6,2,18,1.13,16.87,19.4345144181547,10.5,1.61,8.89,342,421,"421342",2005,117,5,3,TRUE,0.0477004559448523,0.179699424797206,-0.0405460943943499,0.26060111384911,0.135947006284055,0.0987977357453027,15.6182215166108,23.2508073196986,2,2,2
706,2904,705,1,3,NA,1,"2007-02-12 00:00:00","2005-07-28",1,TRUE,5,2005-08-08,11,6,6,6,2,18,1.13,16.87,19.4345144181547,10.5,1.61,8.89,342,421,"421342",2005,117,5,3,TRUE,0.0477004559448523,0.179699424797206,-0.0405460943943499,0.26060111384911,0.135947006284055,0.0987977357453027,15.6182215166108,23.2508073196986,2,2,2
706,2908,706,0,2,NA,0,NA,"2005-07-28",1,FALSE,NA,NA,NA,NA,6,6,2,18,1.13,16.87,19.4345144181547,10.5,1.61,8.89,342,421,"421342",2005,117,5,3,TRUE,0.0477004559448523,0.179699424797206,-0.0405460943943499,0.26060111384911,0.135947006284055,0.0987977357453027,15.6182215166108,23.2508073196986,2,2,2
707,2902,705,1,3,NA,1,"2005-08-08 00:00:00","2005-07-29",1,TRUE,4,2005-08-08,10,6,5.66666666666667,6,3,25,4.7,20.3,28.4789644012945,23,8.4,14.6,2014,356,"3562014",2005,118,1,3,FALSE,0.203725465457108,0.442305677329235,NA,NA,0.203725465457108,0.442305677329235,NA,28.4789644012945,NA,3,3
707,2912,707,1,3,NA,0,"2005-08-09 00:00:00","2005-07-29",1,TRUE,5,2005-08-08,10,5,5.66666666666667,5,3,25,4.7,20.3,28.4789644012945,23,8.4,14.6,2014,356,"3562014",2005,118,1,3,FALSE,0.203725465457108,0.442305677329235,NA,NA,0.203725465457108,0.442305677329235,NA,28.4789644012945,NA,3,3
707,2913,707,0,1,"2005-07-30",0,"2005-07-29 23:59:59","2005-07-29",1,FALSE,NA,NA,NA,NA,5.66666666666667,5.66666666666667,3,25,4.7,20.3,28.4789644012945,23,8.4,14.6,2014,356,"3562014",2005,118,1,3,FALSE,0.203725465457108,0.442305677329235,NA,NA,0.203725465457108,0.442305677329235,NA,28.4789644012945,NA,3,3
707,2905,705,1,3,NA,1,"2005-08-08 00:00:00","2005-07-29",1,TRUE,4,2005-08-08,10,6,5.66666666666667,6,3,25,4.7,20.3,28.4789644012945,23,8.4,14.6,2014,356,"3562014",2005,118,1,3,FALSE,0.203725465457108,0.442305677329235,NA,NA,0.203725465457108,0.442305677329235,NA,28.4789644012945,NA,3,3
710,2945,715,1,3,NA,1,"2006-05-30 00:00:00","2005-07-30",1,TRUE,6,2005-08-11,12,6,6,6,4,21,1.08,19.92,22.7909177881467,14,2.47,11.53,4273,4153,"41534273",2005,119,9,4,TRUE,0.0562929164174751,0.196124921503032,0.210995417378562,0.333304844315393,-0.0984095845436119,0.0589449986906705,19.8675489996584,25.7142865766349,4,4,4
710,2946,715,1,3,NA,1,"2005-08-11 00:00:00","2005-07-30",1,TRUE,6,2005-08-11,12,6,6,6,4,21,1.08,19.92,22.7909177881467,14,2.47,11.53,4273,4153,"41534273",2005,119,9,4,TRUE,0.0562929164174751,0.196124921503032,0.210995417378562,0.333304844315393,-0.0984095845436119,0.0589449986906705,19.8675489996584,25.7142865766349,4,4,4
710,2943,715,1,3,NA,1,"2005-08-11 00:00:00","2005-07-30",1,TRUE,6,2005-08-11,12,6,6,6,4,21,1.08,19.92,22.7909177881467,14,2.47,11.53,4273,4153,"41534273",2005,119,9,4,TRUE,0.0562929164174751,0.196124921503032,0.210995417378562,0.333304844315393,-0.0984095845436119,0.0589449986906705,19.8675489996584,25.7142865766349,4,4,4
710,2944,715,1,3,NA,1,"2007-07-20 00:00:00","2005-07-30",1,TRUE,6,2005-08-11,12,6,6,6,4,21,1.08,19.92,22.7909177881467,14,2.47,11.53,4273,4153,"41534273",2005,119,9,4,TRUE,0.0562929164174751,0.196124921503032,0.210995417378562,0.333304844315393,-0.0984095845436119,0.0589449986906705,19.8675489996584,25.7142865766349,4,4,4
714,2941,714,0,1,"2005-07-31",0,"2005-07-30 23:59:59","2005-07-30",1,FALSE,NA,NA,NA,NA,6,6,2,11.5,0.81,10.69,11.8566073236747,3.5,0.7,2.8,1739,46,"461739",2005,119,3,2,FALSE,0.0522924268328195,0.19346656450672,0.167806718918463,0.184991785349833,-0.0632218652528243,0.201941343663607,12.5412537043689,11.1719609429805,2,2,2
714,2948,716,1,3,NA,1,"2006-06-20 00:00:00","2005-07-30",1,TRUE,5,2005-08-10,11,6,6,6,2,11.5,0.81,10.69,11.8566073236747,3.5,0.7,2.8,1739,46,"461739",2005,119,3,2,FALSE,0.0522924268328195,0.19346656450672,0.167806718918463,0.184991785349833,-0.0632218652528243,0.201941343663607,12.5412537043689,11.1719609429805,2,2,2
714,2949,716,1,3,NA,1,"2005-08-11 00:00:00","2005-07-30",1,TRUE,5,2005-08-10,11,6,6,6,2,11.5,0.81,10.69,11.8566073236747,3.5,0.7,2.8,1739,46,"461739",2005,119,3,2,FALSE,0.0522924268328195,0.19346656450672,0.167806718918463,0.184991785349833,-0.0632218652528243,0.201941343663607,12.5412537043689,11.1719609429805,2,2,2
715,2923,710,1,3,NA,1,"2005-11-15 00:00:00","2005-07-31",1,TRUE,5,2005-08-11,11,6,6,6,4,22.5,2.44,20.06,20.5627848487741,12,2.39,9.61,427,22,"22427",2005,120,10,4,TRUE,0.121598470878078,0.208567538559831,0.188388705261161,0.19701724672199,0.054808236494995,0.220117830397673,17.5704992061871,23.5550704913611,4,4,4
715,2924,710,1,3,"2008-06-17",1,"2006-08-17 00:00:00","2005-07-31",1,TRUE,5,2005-08-11,11,6,6,6,4,22.5,2.44,20.06,20.5627848487741,12,2.39,9.61,427,22,"22427",2005,120,10,4,TRUE,0.121598470878078,0.208567538559831,0.188388705261161,0.19701724672199,0.054808236494995,0.220117830397673,17.5704992061871,23.5550704913611,4,4,4
715,2925,710,1,3,NA,1,"2005-11-15 00:00:00","2005-07-31",1,TRUE,5,2005-08-11,11,6,6,6,4,22.5,2.44,20.06,20.5627848487741,12,2.39,9.61,427,22,"22427",2005,120,10,4,TRUE,0.121598470878078,0.208567538559831,0.188388705261161,0.19701724672199,0.054808236494995,0.220117830397673,17.5704992061871,23.5550704913611,4,4,4
715,2926,710,1,3,NA,1,"2005-11-15 00:00:00","2005-07-31",1,TRUE,5,2005-08-11,11,6,6,6,4,22.5,2.44,20.06,20.5627848487741,12,2.39,9.61,427,22,"22427",2005,120,10,4,TRUE,0.121598470878078,0.208567538559831,0.188388705261161,0.19701724672199,0.054808236494995,0.220117830397673,17.5704992061871,23.5550704913611,4,4,4
716,2935,713,1,3,NA,1,"2005-11-17 00:00:00","2005-07-31",1,TRUE,5,2005-08-11,11,6,6,6,3,13,0.32,12.68,15.5103994631658,6.5,1.98,4.52,857,1569,"1569857",2005,120,3,3,TRUE,0.0212669018287219,0.32995441155396,0.087889505378241,0.26637228586503,-0.0453557017207972,0.393536537242891,15.7721796276013,15.2486192987303,3,3,3
716,2939,714,1,3,NA,1,"2005-11-17 00:00:00","2005-07-31",1,TRUE,5,2005-08-11,11,6,6,6,3,13,0.32,12.68,15.5103994631658,6.5,1.98,4.52,857,1569,"1569857",2005,120,3,3,TRUE,0.0212669018287219,0.32995441155396,0.087889505378241,0.26637228586503,-0.0453557017207972,0.393536537242891,15.7721796276013,15.2486192987303,3,3,3
716,2940,714,1,3,NA,1,"2005-08-11 00:00:00","2005-07-31",1,TRUE,5,2005-08-11,11,6,6,6,3,13,0.32,12.68,15.5103994631658,6.5,1.98,4.52,857,1569,"1569857",2005,120,3,3,TRUE,0.0212669018287219,0.32995441155396,0.087889505378241,0.26637228586503,-0.0453557017207972,0.393536537242891,15.7721796276013,15.2486192987303,3,3,3
719,2958,719,1,3,NA,0,"2005-08-14 00:00:00","2005-08-03",0,TRUE,5,2005-08-14,11,6,6,6,3,13,0.17,12.83,15.7835803852742,6,0.605,5.395,4290,4275,"42754290",2005,123,12,4,TRUE,0.00249147062055768,0.048125899729793,0.108951183788555,0.348306694268216,-0.103968242547439,-0.25205489480863,14.7321433589167,16.8350174116318,3,3,3
719,2959,719,1,3,NA,0,"2005-08-14 00:00:00","2005-08-03",0,TRUE,5,2005-08-14,11,6,6,6,3,13,0.17,12.83,15.7835803852742,6,0.605,5.395,4290,4275,"42754290",2005,123,12,4,TRUE,0.00249147062055768,0.048125899729793,0.108951183788555,0.348306694268216,-0.103968242547439,-0.25205489480863,14.7321433589167,16.8350174116318,3,3,3
719,2960,719,1,3,NA,0,"2005-08-14 00:00:00","2005-08-03",0,TRUE,5,2005-08-14,11,6,6,6,3,13,0.17,12.83,15.7835803852742,6,0.605,5.395,4290,4275,"42754290",2005,123,12,4,TRUE,0.00249147062055768,0.048125899729793,0.108951183788555,0.348306694268216,-0.103968242547439,-0.25205489480863,14.7321433589167,16.8350174116318,3,3,3
719,2961,719,0,2,"2005-08-05",0,"2005-08-04 00:00:00","2005-08-03",0,FALSE,NA,NA,NA,NA,6,6,3,13,0.17,12.83,15.7835803852742,6,0.605,5.395,4290,4275,"42754290",2005,123,12,4,TRUE,0.00249147062055768,0.048125899729793,0.108951183788555,0.348306694268216,-0.103968242547439,-0.25205489480863,14.7321433589167,16.8350174116318,3,3,3
720,2965,720,0,2,NA,0,NA,"2005-08-06",1,FALSE,NA,NA,NA,NA,6,6,3,21,1.51,19.49,36.3563562788852,18,3.28,14.72,913,818,"818913",2005,126,6,4,TRUE,0.0737601756957446,0.203745775099812,0.0908324150949166,0.265703165733006,0.0566879362965726,0.141788384466619,25.8899684898588,46.8227440679116,3,3,3
720,2966,721,1,3,NA,1,"2006-07-09 00:00:00","2005-08-06",1,TRUE,5,2005-08-17,11,6,6,6,3,21,1.51,19.49,36.3563562788852,18,3.28,14.72,913,818,"818913",2005,126,6,4,TRUE,0.0737601756957446,0.203745775099812,0.0908324150949166,0.265703165733006,0.0566879362965726,0.141788384466619,25.8899684898588,46.8227440679116,3,3,3
720,2967,721,1,3,NA,1,"2005-08-17 00:00:00","2005-08-06",1,TRUE,5,2005-08-17,11,6,6,6,3,21,1.51,19.49,36.3563562788852,18,3.28,14.72,913,818,"818913",2005,126,6,4,TRUE,0.0737601756957446,0.203745775099812,0.0908324150949166,0.265703165733006,0.0566879362965726,0.141788384466619,25.8899684898588,46.8227440679116,3,3,3
720,2968,721,1,3,NA,1,"2006-07-01 00:00:00","2005-08-06",1,TRUE,5,2005-08-17,11,6,6,6,3,21,1.51,19.49,36.3563562788852,18,3.28,14.72,913,818,"818913",2005,126,6,4,TRUE,0.0737601756957446,0.203745775099812,0.0908324150949166,0.265703165733006,0.0566879362965726,0.141788384466619,25.8899684898588,46.8227440679116,3,3,3
721,2962,720,1,3,NA,1,"2005-08-17 00:00:00","2005-08-06",1,TRUE,5,2005-08-17,11,6,6,6,3,17,1.52,15.48,22.7114512857306,10.5,1.115,9.385,980,4421,"4421980",2005,126,3,3,TRUE,0.0892401476230063,0.109218375480834,0.0370412716803491,0.125443884112504,0.141439023565663,0.0929928668491646,19.7368424354828,25.6860601359784,3,3,3
721,2963,720,1,3,NA,1,"2005-08-17 00:00:00","2005-08-06",1,TRUE,5,2005-08-17,11,6,6,6,3,17,1.52,15.48,22.7114512857306,10.5,1.115,9.385,980,4421,"4421980",2005,126,3,3,TRUE,0.0892401476230063,0.109218375480834,0.0370412716803491,0.125443884112504,0.141439023565663,0.0929928668491646,19.7368424354828,25.6860601359784,3,3,3
721,2964,720,1,3,NA,1,"2005-11-16 00:00:00","2005-08-06",1,TRUE,5,2005-08-17,11,6,6,6,3,17,1.52,15.48,22.7114512857306,10.5,1.115,9.385,980,4421,"4421980",2005,126,3,3,TRUE,0.0892401476230063,0.109218375480834,0.0370412716803491,0.125443884112504,0.141439023565663,0.0929928668491646,19.7368424354828,25.6860601359784,3,3,3
722,2969,722,1,3,NA,0,"2005-11-16 00:00:00","2005-08-08",0,TRUE,5,2005-08-19,11,6,6,6,4,23,2.54,20.46,28.6699548858534,16,1.78,14.22,649,460,"460649",2005,128,7,4,FALSE,0.131842668669257,0.156040094866773,0.252644215710908,0.350781017249954,0.0110411216276069,-0.0387008275164093,23.463687150838,33.8762226208689,4,4,4
722,2970,722,1,3,NA,0,"2006-07-14 00:00:00","2005-08-08",0,TRUE,5,2005-08-19,11,6,6,6,4,23,2.54,20.46,28.6699548858534,16,1.78,14.22,649,460,"460649",2005,128,7,4,FALSE,0.131842668669257,0.156040094866773,0.252644215710908,0.350781017249954,0.0110411216276069,-0.0387008275164093,23.463687150838,33.8762226208689,4,4,4
722,2971,722,1,3,NA,0,"2005-11-15 00:00:00","2005-08-08",0,TRUE,5,2005-08-19,11,6,6,6,4,23,2.54,20.46,28.6699548858534,16,1.78,14.22,649,460,"460649",2005,128,7,4,FALSE,0.131842668669257,0.156040094866773,0.252644215710908,0.350781017249954,0.0110411216276069,-0.0387008275164093,23.463687150838,33.8762226208689,4,4,4
722,2972,722,1,3,NA,0,"2005-08-19 00:00:00","2005-08-08",0,TRUE,5,2005-08-19,11,6,6,6,4,23,2.54,20.46,28.6699548858534,16,1.78,14.22,649,460,"460649",2005,128,7,4,FALSE,0.131842668669257,0.156040094866773,0.252644215710908,0.350781017249954,0.0110411216276069,-0.0387008275164093,23.463687150838,33.8762226208689,4,4,4
732,3003,732,1,3,NA,0,"2005-08-26 00:00:00","2005-08-15",1,TRUE,5,2005-08-26,11,6,6,6,3,21.5,2.29,19.21,25.0323739753035,14.5,2.12,12.38,416,4418,"4418416",2005,135,9,4,TRUE,0.107608284167692,0.127781175071577,0.0459162490419983,-0.0274459766087478,0.169300319293387,0.283008326751901,22.8509241595703,27.2138237910367,3,3,3
732,3013,735,1,3,NA,1,"2005-08-26 00:00:00","2005-08-15",1,TRUE,5,2005-08-26,11,6,6,6,3,21.5,2.29,19.21,25.0323739753035,14.5,2.12,12.38,416,4418,"4418416",2005,135,9,4,TRUE,0.107608284167692,0.127781175071577,0.0459162490419983,-0.0274459766087478,0.169300319293387,0.283008326751901,22.8509241595703,27.2138237910367,3,3,3
732,3014,735,1,3,NA,1,"2005-11-15 00:00:00","2005-08-15",1,TRUE,5,2005-08-26,11,6,6,6,3,21.5,2.29,19.21,25.0323739753035,14.5,2.12,12.38,416,4418,"4418416",2005,135,9,4,TRUE,0.107608284167692,0.127781175071577,0.0459162490419983,-0.0274459766087478,0.169300319293387,0.283008326751901,22.8509241595703,27.2138237910367,3,3,3
732,3015,735,0,2,"2005-08-17",1,"2005-08-16 00:00:00","2005-08-15",1,FALSE,NA,NA,NA,NA,6,6,3,21.5,2.29,19.21,25.0323739753035,14.5,2.12,12.38,416,4418,"4418416",2005,135,9,4,TRUE,0.107608284167692,0.127781175071577,0.0459162490419983,-0.0274459766087478,0.169300319293387,0.283008326751901,22.8509241595703,27.2138237910367,3,3,3
735,3000,732,1,3,NA,1,"2005-08-26 00:00:00","2005-08-15",1,TRUE,5,2005-08-26,11,6,6,6,3,30,5.57,24.43,28.5497948036091,21.5,4.535,16.965,1069,1935,"19351069",2005,135,4,3,TRUE,0.241724177089478,0.282450200445109,0.357339616611923,0.401030511040299,0.126108737567033,0.16386988984992,21.6157198038653,35.4838698033529,3,3,3
735,3001,732,1,3,NA,1,"2005-08-26 00:00:00","2005-08-15",1,TRUE,5,2005-08-26,11,6,6,6,3,30,5.57,24.43,28.5497948036091,21.5,4.535,16.965,1069,1935,"19351069",2005,135,4,3,TRUE,0.241724177089478,0.282450200445109,0.357339616611923,0.401030511040299,0.126108737567033,0.16386988984992,21.6157198038653,35.4838698033529,3,3,3
735,3002,732,1,3,NA,1,"2005-08-26 00:00:00","2005-08-15",1,TRUE,5,2005-08-26,11,6,6,6,3,30,5.57,24.43,28.5497948036091,21.5,4.535,16.965,1069,1935,"19351069",2005,135,4,3,TRUE,0.241724177089478,0.282450200445109,0.357339616611923,0.401030511040299,0.126108737567033,0.16386988984992,21.6157198038653,35.4838698033529,3,3,3
738,3025,738,1,3,NA,0,"2005-08-29 00:00:00","2005-08-18",0,TRUE,5,2005-08-28,10,5,5,5,3,16.5,0.56,15.94,19.5756237982254,8,-0.955,8.955,988,145,"145988",2005,138,9,4,FALSE,0.0414476864727247,-0.0881996464258492,0.141703219374035,-0.0198026272961796,-0.058807846428586,-0.156596665555519,15.4838709677419,23.6673766287089,3,3,3
