"DVDRef","Sex","Tstart","Interval"
452,1,22.1,2.8
452,0,23.1,2.8
452,1,23.5,1.4
452,0,24.9,1.8
452,1,27.1,3.6
452,0,31.9,7
452,0,32.8,0.899999999999999
452,1,34,6.9
452,1,34.9,0.899999999999999
452,0,35.4,2.6
452,0,36.3,0.899999999999999
452,0,37.3,1
452,0,38.2,0.900000000000006
452,0,38.9,0.699999999999996
452,1,39.8,4.9
452,1,41.4,1.6
452,0,41.7,2.8
452,0,44,2.3
452,1,47.3,5.9
452,1,49.6,2.3
452,0,51.1,7.1
452,1,51.7,2.1
452,0,52.6,1.5
452,0,53.9,1.3
452,1,54.2,2.5
452,0,55.9,2
452,0,57.9,2
452,0,58.8,0.899999999999999
452,1,61,6.8
452,0,63.1,4.3
452,0,64.9,1.8
452,1,67,6
452,1,74.9,7.90000000000001
452,0,77.2,12.3
452,0,79.1,1.89999999999999
452,1,80,5.09999999999999
452,0,80.2,1.10000000000001
452,0,80.9,0.700000000000003
452,1,83.1,3.09999999999999
452,1,88.7,5.60000000000001
452,0,90,9.09999999999999
452,1,92,3.3
453,0,10.5,0
453,0,11.2,0.699999999999999
453,1,15.6,0
453,0,24.2,13
453,1,30.3,14.7
453,0,34.3,10.1
453,0,40,5.7
453,0,48,8
453,0,52.5,4.5
453,1,54.5,24.2
453,0,58.9,6.4
453,1,64,9.5
453,0,76.4,17.5
453,1,78,14
453,1,84.5,6.5
454,0,3.2,0
454,1,3.4,0
454,0,5.8,2.6
454,1,11.2,7.8
454,0,13.1,7.3
454,1,13.6,2.4
454,0,14.8,1.7
454,0,17,2.2
454,1,18,4.4
454,0,18.6,1.6
454,0,20.2,1.6
454,1,22.8,4.8
454,0,30.2,10
454,1,31.1,8.3
454,0,31.8,1.6
454,1,34.5,3.4
454,0,35.2,3.4
454,0,36.5,1.3
454,1,37.5,3
454,0,38,1.5
454,1,39.5,2
454,0,40.3,2.3
454,0,41.2,0.900000000000006
454,0,42.5,1.3
454,0,44.2,1.7
454,1,45.6,6.1
454,0,46.5,2.3
454,1,47.1,1.5
454,0,47.5,1
454,0,49.3,1.8
454,0,50.5,1.2
454,0,52.6,2.1
454,0,54.1,1.5
454,1,58.5,11.4
454,0,59.8,5.7
454,1,60.9,2.4
454,0,63.1,3.3
454,1,68.3,7.4
454,0,71.4,8.3
454,0,74.4,3
454,1,74.7,6.40000000000001
454,0,77.4,3
454,1,80.5,5.8
454,0,84,6.59999999999999
454,1,89.2,8.7
454,0,91.5,7.5
456,0,2.6,0
456,1,2.8,0
456,1,4.9,2.1
456,0,9.7,7.1
456,1,13,8.1
456,0,18.1,8.4
456,0,19.1,1
456,1,20.9,7.9
456,0,25.9,6.8
456,0,28.2,2.3
456,0,30.3,2.1
456,0,32.6,2.3
456,1,34.7,13.8
456,0,40.5,7.9
456,1,44.4,9.7
456,0,47.7,7.2
456,0,55.5,7.8
456,1,58.5,14.1
456,1,61.7,3.2
456,0,64.7,9.2
456,1,65.1,3.39999999999999
456,1,77.1,12
456,1,89.4,12.3
456,1,89.7,0.299999999999997
458,1,2.9,0
458,1,4.9,2
458,0,5,0
458,0,13.5,8.5
458,1,14.7,9.8
458,0,16,2.5
458,1,16.3,1.6
458,1,17.2,0.899999999999999
458,1,17.9,0.699999999999999
458,1,18.5,0.600000000000001
458,1,22.9,4.4
458,0,23.4,7.4
458,1,26.7,3.8
458,1,37.2,10.5
458,1,38,0.799999999999997
458,1,38.5,0.5
458,1,39.1,0.600000000000001
458,1,39.9,0.799999999999997
458,1,41.9,2
458,1,44.6,2.7
458,1,46.6,2
458,0,46.9,23.5
458,1,49,2.4
458,1,57.5,8.5
458,1,61.6,4.1
458,1,70.7,9.1
458,0,72.1,25.2
458,0,73.7,1.60000000000001
458,0,82.4,8.7
458,1,86,15.3
458,0,88,5.59999999999999
458,1,88.9,2.90000000000001
459,0,4.2,0
459,1,13.9,0
459,0,18.9,14.7
459,0,22.3,3.4
459,0,33.4,11.1
459,0,44.8,11.4
459,0,52.9,8.1
459,0,62.4,9.5
459,0,66.1,3.7
459,1,69.3,55.4
459,1,74.5,5.2
459,0,77,10.9
459,1,84.4,9.90000000000001
459,0,88.4,11.4
462,0,1.8,0
462,0,8.5,6.7
462,1,25,0
462,0,25.2,16.7
462,0,35.9,10.7
462,0,48.7,12.8
462,0,54,5.3
462,1,66.2,41.2
462,0,71.1,17.1
462,0,81,9.90000000000001
462,0,86.2,5.2
462,0,87.4,1.2
462,0,91,3.59999999999999
464,1,4.6,0
464,0,6.1,0
464,0,6.6,0.5
464,0,16.3,9.7
464,0,38.3,22
464,0,59.9,21.6
464,1,64.5,59.9
464,0,65.1,5.2
464,0,66.7,1.60000000000001
464,0,68.7,2
464,0,73.6,4.89999999999999
464,0,78.7,5.10000000000001
464,0,84.5,5.8
464,0,86.6,2.09999999999999
464,0,89.4,2.80000000000001
464,0,92.3,2.89999999999999
465,0,7,0
465,0,12.5,5.5
465,1,22.3,0
465,0,24.5,12
465,0,29.5,5
465,0,38.4,8.9
465,0,43.3,4.9
465,0,48.5,5.2
465,0,59.8,11.3
465,1,60.3,38
465,0,60.8,1
465,1,61.6,1.3
465,0,61.8,1
465,1,63,1.4
465,0,63.2,1.40000000000001
465,1,64.1,1.09999999999999
465,0,69.3,6.09999999999999
465,0,72.1,2.8
465,1,72.5,8.40000000000001
465,1,74.5,2
465,1,75.3,0.799999999999997
465,1,77.3,2
465,0,78.5,6.40000000000001
465,0,81.7,3.2
465,1,82.9,5.60000000000001
465,0,84.6,2.89999999999999
465,0,88.9,4.30000000000001
465,0,93.5,4.59999999999999
470,0,1.8,0
470,0,4.2,2.4
470,1,8,0
470,0,13.1,8.9
470,1,15.7,7.7
470,0,20.6,7.5
470,1,26.6,10.9
470,0,28,7.4
470,0,42.5,14.5
470,1,43,16.4
470,0,53.8,11.3
470,0,57.5,3.7
470,1,59.7,16.7
470,0,66.3,8.8
470,0,70.9,4.60000000000001
470,0,76.1,5.19999999999999
470,1,77.8,18.1
470,0,78.7,2.60000000000001
470,1,83.2,5.40000000000001
470,0,91.3,12.6
471,0,5.7,0
471,1,7.9,0
471,1,12.8,4.9
471,1,18.4,5.6
471,1,27,8.6
471,1,31.6,4.6
471,1,33.4,1.8
471,1,35.6,2.2
471,1,46.6,11
471,0,47.3,41.6
471,1,49.7,3.1
471,1,55.1,5.4
471,1,62,6.9
471,0,71.5,24.2
471,1,77.8,15.8
471,1,83.1,5.3
471,0,88,16.5
471,0,91.3,3.3
476,0,11.3,0
476,1,13.4,0
476,0,31.4,20.1
476,1,36.3,22.9
476,0,54.2,22.8
476,0,67.6,13.4
476,0,80.6,13
477,0,29.2,0
477,1,33.1,0
477,1,35,1.9
477,1,36.3,1.3
477,1,40.1,3.8
477,1,42.7,2.6
477,0,46.3,17.1
477,0,52.4,6.1
477,1,52.6,9.9
477,1,72.3,19.7
477,1,73.8,1.5
477,1,78.7,4.90000000000001
477,1,79.1,0.399999999999991
477,1,81.6,2.5
477,1,86.3,4.7
477,1,89.5,3.2
477,0,89.7,37.3
478,0,6.7,0
478,1,6.9,0
478,0,9.5,2.8
478,1,9.8,2.9
478,0,10.5,1
478,1,13.8,4
478,0,20.8,10.3
478,1,22,8.2
478,1,29.7,7.7
478,0,29.9,9.1
478,1,36.5,6.8
478,0,41.5,11.6
478,1,44.8,8.3
478,1,57.3,12.5
478,0,62.8,21.3
478,1,65.9,8.60000000000001
478,0,67.4,4.60000000000001
478,0,68.3,0.899999999999991
478,0,69.2,0.900000000000006
478,1,69.3,3.39999999999999
478,1,70.2,0.900000000000006
478,0,70.3,1.09999999999999
478,1,71.3,1.09999999999999
478,0,76.1,5.8
478,1,87.3,16
478,0,91.2,15.1
478,0,92.2,1
481,0,6.4,0
481,1,7.5,0
481,0,9.8,3.4
481,1,19.2,11.7
481,0,24.4,14.6
481,1,27.1,7.9
481,0,34.6,10.2
481,1,40.7,13.6
481,0,50.3,15.7
481,1,55.3,14.6
481,0,59.6,9.3
481,0,60.1,0.5
481,1,66.5,11.2
481,1,80.9,14.4
481,0,81.6,21.5
481,1,87.6,6.69999999999999
481,0,93.2,11.6
492,1,1.5,0
492,1,2.5,1
492,0,4.4,0
492,1,6.8,4.3
492,0,7,2.6
492,0,7.6,0.6
492,1,13.3,6.5
492,1,16.3,3
492,0,20.6,13
492,0,22.4,1.8
492,1,22.7,6.4
492,0,23.1,0.700000000000003
492,1,23.9,1.2
492,0,23.9,0.799999999999997
492,0,24.6,0.700000000000003
492,1,25.3,1.4
492,0,26.3,1.7
492,0,27.8,1.5
492,1,28.3,3
492,0,31.3,3.5
492,0,32,0.699999999999999
492,1,53.4,25.1
492,0,53.9,21.9
492,1,56.3,2.9
492,0,60.2,6.3
492,0,66.5,6.3
492,1,68.1,11.8
492,1,73.1,5
492,1,79.3,6.2
492,0,81,14.5
492,0,83.1,2.09999999999999
492,0,84.3,1.2
492,1,90,10.7
495,0,1.9,0
495,1,4.6,0
495,0,7.3,5.4
495,0,23.5,16.2
495,0,31.8,8.3
495,1,33.9,29.3
495,0,37.2,5.4
495,0,47.8,10.6
495,0,56.5,8.7
495,0,58.6,2.1
495,1,61.3,27.4
495,1,66.4,5.10000000000001
495,1,67.9,1.5
495,1,69.2,1.3
495,0,69.6,11
495,0,70.2,0.600000000000009
495,1,71.5,2.3
495,1,72.8,1.3
495,1,74,1.2
495,1,75.1,1.09999999999999
495,1,76.3,1.2
495,0,76.4,6.2
495,1,78.2,1.90000000000001
495,1,81,2.8
495,1,83.4,2.40000000000001
495,1,89.5,6.09999999999999
496,1,4.9,0
496,1,12.9,8
496,1,15.5,2.6
496,0,16.9,0
496,1,23.1,7.6
496,0,31.6,14.7
496,1,32.4,9.3
496,1,37,4.6
496,0,37.3,5.7
496,1,38.6,1.6
496,1,39.8,1.2
496,0,48.7,11.4
496,1,53.3,13.5
496,1,54.7,1.40000000000001
496,1,56.9,2.2
496,1,61.4,4.5
496,0,66,17.3
496,1,67.7,6.3
496,1,68.5,0.799999999999997
496,1,70.3,1.8
496,1,71.3,1
496,1,73.8,2.5
496,1,78.3,4.5
496,1,79.6,1.3
496,0,82,16
496,1,83.3,3.7
496,1,87.9,4.60000000000001
496,0,88.2,6.2
499,1,0.1,0
499,0,14.2,0
499,1,18.9,18.8
499,0,24.7,10.5
499,0,31.8,7.1
499,0,41.6,9.8
499,1,43.1,24.2
499,0,48.7,7.1
499,1,51.8,8.7
499,0,55.1,6.4
499,1,58.8,7
499,0,61.5,6.4
499,1,65.5,6.7
499,0,67.1,5.59999999999999
499,1,72.6,7.09999999999999
499,0,76,8.90000000000001
499,1,77.6,5
499,0,81,5
499,1,81.8,4.2
499,0,86,5
500,0,8.7,0
500,0,13.1,4.4
500,0,19.5,6.4
500,1,20.1,0
500,1,22.3,2.2
500,0,22.9,3.4
500,1,29,6.7
500,0,30.9,8
500,1,31.6,2.6
500,0,33.8,2.9
500,0,36.3,2.5
500,0,41.8,5.5
500,1,42.8,11.2
500,0,45.5,3.7
500,0,56.8,11.3
500,0,59.9,3.1
500,0,63.2,3.3
500,0,66.7,3.5
500,0,69,2.3
500,1,72.7,29.9
500,0,73.9,4.90000000000001
500,0,76.3,2.39999999999999
500,1,81.2,8.5
500,0,89,12.7
500,0,92.2,3.2
509,0,1.2,0
509,0,2,0.8
509,0,2.3,0.3
509,0,2.7,0.4
509,0,3.4,0.7
509,1,11.4,0
509,0,13,9.6
509,1,13.3,1.9
509,0,14.6,1.6
509,1,14.8,1.5
509,0,18.3,3.7
509,0,26.3,8
509,1,27.8,13
509,0,30,3.7
509,1,32.7,4.9
509,0,32.8,2.8
509,1,36,3.3
509,0,37,4.2
509,1,38.5,2.5
509,1,42,3.5
509,0,42.6,5.6
509,1,44.2,2.2
509,0,45.7,3.1
509,0,49.5,3.8
509,1,50.8,6.59999999999999
509,0,60.7,11.2
509,1,65.1,14.3
509,0,69,8.3
509,1,71,5.90000000000001
509,1,74.2,3.2
509,0,75.3,6.3
509,1,78.6,4.39999999999999
509,0,80.8,5.5
509,1,82.4,3.80000000000001
509,0,83,2.2
509,1,84,1.59999999999999
509,1,88.1,4.09999999999999
509,0,90,7
509,1,90.4,2.30000000000001
509,0,92.3,2.3
515,1,1,0
515,1,2.3,1.3
515,1,3.3,1
515,1,4.1,0.8
515,1,4.8,0.7
515,1,5.9,1.1
515,1,7.1,1.2
515,1,7.9,0.800000000000001
515,1,8.9,1
515,1,9.8,0.9
515,1,10.8,1
515,1,12.6,1.8
515,1,13.6,1
515,0,14.9,0
515,1,20.3,6.7
515,1,21.6,1.3
515,1,22.9,1.3
515,1,24.2,1.3
515,1,25,0.800000000000001
515,0,26.1,11.2
515,1,28.4,3.4
515,0,30.6,4.5
515,1,39.2,10.8
515,0,45.5,14.9
515,1,47.8,8.59999999999999
515,0,48.5,3
515,1,49.5,1.7
515,1,50.3,0.799999999999997
515,0,50.5,2
515,1,51.3,1
515,1,52.2,0.900000000000006
515,0,52.5,2
515,1,52.9,0.699999999999996
515,0,56.5,4
515,1,63.2,10.3
515,1,64,0.799999999999997
515,0,64,7.5
515,1,65.2,1.2
515,0,66.7,2.7
515,1,66.9,1.7
515,1,68.1,1.19999999999999
515,0,72,5.3
515,1,73.4,5.30000000000001
515,0,76.5,4.5
515,1,82.4,9
515,1,83.6,1.19999999999999
515,0,88.4,11.9
515,1,90.3,6.7
515,0,90.7,2.3
517,0,2.8,0
517,1,3.3,0
517,0,4.9,2.1
517,1,5.8,2.5
517,0,8.8,3.9
517,1,10.9,5.1
517,1,12.4,1.5
517,1,13.6,1.2
517,0,14.9,6.1
517,1,15.3,1.7
517,1,17.2,1.9
517,0,17.2,2.3
517,1,19.2,2
517,1,20.7,1.5
517,1,22.9,2.2
517,1,26.4,3.5
517,1,29.1,2.7
517,1,35.8,6.7
517,0,39.8,22.6
517,0,42.1,2.3
517,0,43.5,1.4
517,0,45.6,2.1
517,1,46.9,11.1
517,0,48.6,3
517,1,48.8,1.9
517,1,50.3,1.5
517,0,50.9,2.3
517,1,51.3,1
517,1,52.8,1.5
517,1,54.9,2.1
517,0,58.3,7.4
517,1,58.8,3.9
517,1,60.3,1.5
517,1,70.5,10.2
517,1,75.5,5
517,0,76.8,18.5
517,1,82,6.5
517,0,83.5,6.7
517,1,85.5,3.5
517,1,89.8,4.3
517,0,89.9,6.40000000000001
517,0,90.2,0.299999999999997
524,0,2.6,0
524,1,2.7,0
524,0,3.6,1
524,0,4.8,1.2
524,1,5.6,2.9
524,1,7.2,1.6
524,0,7.2,2.4
524,0,9.6,2.4
524,1,11.8,4.6
524,1,13.6,1.8
524,1,15.7,2.1
524,1,17.9,2.2
524,0,22.8,13.2
524,1,25.3,7.4
524,0,26,3.2
524,1,27.4,2.1
524,1,29.1,1.7
524,0,29.6,3.6
524,0,31.4,1.8
524,0,34.2,2.8
524,1,34.3,5.2
524,1,36,1.7
524,0,38.3,4.09999999999999
524,0,39.6,1.3
524,1,41.8,5.8
524,1,43.5,1.7
524,0,44.4,4.8
524,0,45.4,1
524,1,46.2,2.7
524,1,48.1,1.9
524,0,48.3,2.9
524,1,49.4,1.3
524,0,50,1.7
524,1,50.7,1.3
524,0,51.3,1.3
524,1,52,1.3
524,0,52.1,0.800000000000004
524,0,53.5,1.4
524,1,53.6,1.6
524,1,55.7,2.1
524,1,56.6,0.899999999999999
524,0,56.9,3.4
524,1,58,1.4
524,1,59.8,1.8
524,1,60.9,1.1
524,1,64.4,3.50000000000001
524,1,66.1,1.69999999999999
524,0,69.4,12.5
524,1,70.9,4.80000000000001
524,0,71.5,2.09999999999999
524,1,72.5,1.59999999999999
524,0,73.9,2.40000000000001
524,1,75.8,3.3
524,1,78.2,2.40000000000001
524,0,79.4,5.5
524,1,80.1,1.89999999999999
524,0,82,2.59999999999999
524,0,85,3
524,1,85.1,5
524,0,87.4,2.40000000000001
524,0,88.6,1.19999999999999
524,1,88.9,3.80000000000001
525,1,2.2,0
525,0,3.6,0
525,1,8.4,6.2
525,0,8.7,5.1
525,1,28.9,20.5
525,1,33.4,4.5
525,0,38.2,29.5
525,0,45.6,7.4
525,1,47.7,14.3
525,0,50.1,4.5
525,1,56,8.3
525,0,59.7,9.6
525,1,61.7,5.7
525,1,63.6,1.9
525,0,64.6,4.89999999999999
525,1,64.8,1.2
525,1,74.6,9.8
525,0,75,10.4
525,1,76.8,2.2
525,0,79.4,4.40000000000001
525,1,83.8,7
525,0,88.1,8.69999999999999
525,1,90,6.2
528,0,1.4,0
528,0,3.8,2.4
528,1,8.7,0
528,1,18.4,9.7
528,0,18.8,15
528,1,32.4,14
528,0,33.8,15
528,1,37,4.6
528,1,42.1,5.1
528,1,49.3,7.2
528,1,57.5,8.2
528,0,58.3,24.5
528,0,70.8,12.5
528,0,76,5.2
528,1,77.2,19.7
528,1,79,1.8
528,1,81.4,2.40000000000001
528,0,84.8,8.8
528,0,90.7,5.90000000000001
533,1,6,0
533,0,9,0
533,1,16.5,10.5
533,1,21.1,4.6
533,0,22.4,13.4
533,1,24.5,3.4
533,0,26.9,4.5
533,1,27.3,2.8
533,1,30.6,3.3
533,1,33.8,3.2
533,1,39.5,5.7
533,0,40.6,13.7
533,1,43,3.5
533,0,46.9,6.3
533,1,47.5,4.5
533,1,53.3,5.8
533,0,55.7,8.8
533,1,59.1,5.8
533,0,59.7,4
533,1,62.9,3.8
533,0,65.8,6.09999999999999
533,1,66.3,3.4
533,0,69.8,4
533,1,73,6.7
533,1,78.7,5.7
533,0,81.4,11.6
533,0,86.6,5.19999999999999
533,1,90.7,12
534,1,8.2,0
534,0,18.1,0
534,0,27.7,9.6
534,1,33.6,25.4
534,1,48.4,14.8
534,1,57.9,9.5
534,1,60.9,3
534,0,61.5,33.8
534,1,74.3,13.4
534,0,74.4,12.9
534,1,75.9,1.60000000000001
534,0,88.5,14.1
536,0,8.2,0
536,1,10.8,0
536,0,13.1,4.9
536,0,25.2,12.1
536,0,35.2,10
536,1,36.3,25.5
536,1,38.7,2.40000000000001
536,1,41.8,3.09999999999999
536,1,50.5,8.7
536,0,55.6,20.4
536,1,56.1,5.6
536,1,62.6,6.5
536,1,68.2,5.6
536,0,68.3,12.7
536,0,80.8,12.5
536,1,82,13.8
536,0,84,3.2
536,1,84.8,2.8
537,1,2.7,0
537,0,12.9,0
537,1,13.4,10.7
537,0,14.8,1.9
537,1,16.5,3.1
537,1,21.2,4.7
537,0,22.4,7.6
537,1,25.2,4
537,0,27.5,5.1
537,1,33.7,8.5
537,0,41.5,14
537,1,46.1,12.4
537,0,47.5,6
537,0,49.2,1.7
537,1,55.1,9
537,1,56.8,1.7
537,1,57.6,0.800000000000004
537,1,58.4,0.799999999999997
537,1,62.2,3.8
537,1,62.6,0.399999999999999
537,1,63.6,1
537,1,64.3,0.699999999999996
537,0,64.4,15.2
537,1,64.9,0.600000000000009
537,0,65,0.599999999999994
537,1,65.5,0.599999999999994
537,0,65.8,0.799999999999997
537,1,69.9,4.40000000000001
537,0,70.7,4.90000000000001
537,1,71.6,1.69999999999999
537,0,73,2.3
537,1,74.3,2.7
537,1,75.6,1.3
537,0,77.8,4.8
537,1,81.3,5.7
537,0,82,4.2
537,1,88,6.7
538,0,5.2,0
538,1,11.8,0
538,1,16.7,4.9
538,0,19.8,14.6
538,0,21.4,1.6
538,1,26.3,9.6
538,0,31.3,9.9
538,1,34.3,8
538,1,39.5,5.2
538,1,47.6,8.1
538,1,49.2,1.6
538,0,51.9,20.6
538,1,63.7,14.5
538,1,69.1,5.39999999999999
538,0,69.9,18
538,1,75.9,6.80000000000001
538,1,82.5,6.59999999999999
538,0,84,14.1
538,1,90.6,8.09999999999999
538,1,92.3,1.7
539,0,5,0
539,1,10.3,0
539,0,17.8,12.8
539,1,22.2,11.9
539,0,26,8.2
539,1,31.1,8.9
539,0,32.5,6.5
539,1,35.6,4.5
539,0,50.7,18.2
539,0,51.2,0.5
539,0,54.2,3
539,1,60.5,24.9
539,1,62.4,1.9
539,0,62.8,8.59999999999999
539,1,63.2,0.800000000000004
539,1,72.1,8.89999999999999
539,1,74.4,2.30000000000001
539,0,74.8,12
539,1,76,1.59999999999999
539,1,77.6,1.59999999999999
539,0,79.2,4.40000000000001
539,1,81.1,3.5
539,0,81.5,2.3
541,1,2.6,0
541,0,2.9,0
541,1,8.4,5.8
541,0,10,7.1
541,1,14,5.6
541,1,14.8,0.800000000000001
541,0,17.2,7.2
541,1,26.5,11.7
541,0,26.5,9.3
541,1,30.4,3.9
541,0,31.2,4.7
541,1,32.1,1.7
541,0,32.5,1.3
541,1,42.3,10.2
541,0,50.5,18
541,1,52.3,10
541,1,62.8,10.5
541,1,68.3,5.5
541,0,68.5,18
541,0,76.2,7.7
541,1,76.9,8.60000000000001
541,0,77.5,1.3
541,0,79,1.5
541,1,79.1,2.19999999999999
541,1,82.9,3.80000000000001
541,0,83.2,4.2
541,1,86.1,3.19999999999999
541,0,87.8,4.59999999999999
542,0,1.6,0
542,1,2,0
542,1,4,2
542,0,4.9,3.3
542,0,5.8,0.899999999999999
542,1,14.4,10.4
542,0,21.7,15.9
542,1,23,8.6
542,1,25.6,2.6
542,0,31.8,10.1
542,1,33.8,8.2
542,1,36.6,2.8
542,0,38.5,6.7
542,0,41.2,2.7
542,1,42.4,5.8
542,1,44,1.6
542,0,44.6,3.4
542,0,48.9,4.3
542,1,51.2,7.2
542,0,52.4,3.5
542,1,54.4,3.2
542,1,57.5,3.1
542,0,58.1,5.7
542,1,58.6,1.1
542,0,61.1,3
542,1,63.5,4.9
542,1,65.3,1.8
542,0,65.8,4.7
542,1,68.5,3.2
542,1,72.4,3.90000000000001
542,0,73.3,7.5
542,0,76.5,3.2
542,0,79.7,3.2
542,0,91,11.3
543,0,3.1,0
543,0,11.2,8.1
543,0,19.4,8.2
543,0,22,2.6
543,0,25.4,3.4
543,1,25.9,0
543,0,26,0.600000000000001
543,1,31.6,5.7
543,1,32.9,1.3
543,1,34.4,1.5
543,0,35,9
543,0,44.8,9.8
543,1,45.8,11.4
543,1,47.8,2
543,0,48,3.2
543,1,51.5,3.7
543,0,53.7,5.7
543,1,55.5,4
543,0,57.1,3.4
543,1,59.6,4.1
543,0,69.6,12.5
543,1,78,18.4
543,0,78.6,9
543,0,83.5,4.90000000000001
543,1,88.2,10.2
543,0,90.5,7
545,0,6.9,0
545,0,7.9,1
545,1,11.3,0
545,0,16.2,8.3
545,1,37.4,26.1
545,0,46.1,29.9
545,1,52.5,15.1
545,0,65.2,19.1
545,1,68,15.5
545,0,72.5,7.3
545,1,81,13
545,1,84.2,3.2
545,0,85.6,13.1
545,0,91.9,6.30000000000001
545,1,93,8.8
546,1,7.7,0
546,0,11.3,0
546,0,17.2,5.9
546,1,23.3,15.6
546,0,36.4,19.2
546,1,37.3,14
546,0,43,6.6
546,1,47.5,10.2
546,0,55.9,12.9
546,0,63.7,7.8
546,1,68,20.5
546,0,71.4,7.7
546,1,74.8,6.8
546,0,88.7,17.3
547,1,5.6,0
547,0,5.7,0
547,0,7.4,1.7
547,0,8.7,1.3
547,0,9.7,1
547,0,10.7,1
547,0,13.5,2.8
547,0,15.4,1.9
547,1,16.5,10.9
547,0,19.3,3.9
547,0,21,1.7
547,1,22.8,6.3
547,1,23.2,0.399999999999999
547,0,23.7,2.7
547,0,25.1,1.4
547,0,28.4,3.3
547,1,30.3,7.1
547,0,39.4,11
547,0,40.5,1.1
547,0,41.4,0.899999999999999
547,1,42.1,11.8
547,0,42.2,0.800000000000004
547,0,43,0.799999999999997
547,0,44.3,1.3
547,0,47.8,3.5
547,1,49.3,7.2
547,0,49.5,1.7
547,0,51.2,1.7
547,0,53.2,2
547,1,53.9,4.6
547,0,59.8,6.59999999999999
547,1,68.1,14.2
547,0,69.5,9.7
547,1,70.3,2.2
547,0,71.2,1.7
547,1,71.4,1.10000000000001
547,0,72.1,0.899999999999991
547,1,72.8,1.39999999999999
547,0,73,0.900000000000006
547,0,74,1
547,1,74.2,1.40000000000001
547,0,75.8,1.8
547,1,77.1,2.89999999999999
547,0,84.2,8.40000000000001
548,0,5.4,0
548,1,12.9,0
548,0,13.5,8.1
548,0,14.8,1.3
548,1,15.4,2.5
548,0,22.3,7.5
548,1,23.5,8.1
548,1,28.8,5.3
548,1,31,2.2
548,1,37.3,6.3
548,0,38.3,16
548,1,39.8,2.5
548,0,43.1,4.8
548,0,45.5,2.4
548,0,47.1,1.6
548,1,48.8,9
548,0,54,6.9
548,1,64.7,15.9
548,0,67.9,13.9
548,1,72.8,8.09999999999999
548,0,72.9,5
548,0,78.3,5.39999999999999
548,0,79.2,0.900000000000006
548,1,82.6,9.8
548,1,83.1,0.5
550,1,10.3,0
550,1,20.2,9.9
550,1,21.6,1.4
550,0,26.4,0
550,0,29.2,2.8
550,0,37.5,8.3
550,0,38.5,1
550,0,40.7,2.2
550,0,41.5,0.799999999999997
550,1,41.7,20.1
550,0,42.1,0.600000000000001
550,0,45.1,3
550,0,54,8.9
550,1,56.8,15.1
550,1,59.5,2.7
550,0,68.6,14.6
550,1,73.6,14.1
550,0,80.2,11.6
550,1,86.7,13.1
550,1,89.3,2.59999999999999
550,1,91,1.7
551,1,8.2,0
551,0,10.5,0
551,0,15.4,4.9
551,0,22,6.6
551,0,37.7,15.7
551,1,46.3,38.1
551,0,46.9,9.2
551,1,51.1,4.8
551,0,53.5,6.6
551,0,58.7,5.2
551,1,59,7.9
551,0,67,8.3
551,1,68.2,9.2
551,0,68.7,1.7
551,0,74.5,5.8
551,0,78.5,4
551,0,79.4,0.900000000000006
551,0,82.6,3.19999999999999
552,1,3.4,0
552,0,4.6,0
552,1,9.3,5.9
552,0,15.9,11.3
552,1,32.8,23.5
552,0,37.7,21.8
552,1,44.3,11.5
552,0,53.8,16.1
552,0,62,8.2
552,1,68.9,24.6
552,0,78.1,16.1
555,0,1.2,0
555,0,3,1.8
555,0,16.1,13.1
555,0,20.1,4
555,0,24.3,4.2
555,1,25.6,0
555,1,34.5,8.9
555,0,61.6,37.3
555,0,67,5.4
555,0,70.4,3.40000000000001
555,0,78.9,8.5
555,0,87.5,8.59999999999999
556,0,5.1,0
556,1,10.2,0
556,0,13,7.9
556,0,17.7,4.7
556,0,21,3.3
556,1,21.5,11.3
556,1,26.2,4.7
556,1,37.7,11.5
556,0,41.1,20.1
556,0,41.9,0.799999999999997
556,0,46.3,4.4
556,1,46.7,9
556,0,50.3,4
556,0,56.7,6.40000000000001
556,0,62.7,6
556,0,71.3,8.59999999999999
556,0,82.6,11.3
557,1,3.3,0
557,1,6,2.7
557,1,13.5,7.5
557,1,18,4.5
557,1,27.7,9.7
557,0,36.6,0
557,1,38.7,11
557,0,43.8,7.2
557,0,58.7,14.9
557,0,63.7,5
557,1,65.7,27
557,1,70.6,4.89999999999999
557,0,71,7.3
557,0,77.8,6.8
557,0,79,1.2
557,0,80.2,1.2
557,1,80.5,9.90000000000001
579,0,5,0
579,1,8.5,0
579,1,12.2,3.7
579,0,18,13
579,0,18.7,0.699999999999999
579,0,23.8,5.1
579,0,27.4,3.6
579,0,34,6.6
579,1,37.9,25.7
579,0,43.7,9.7
579,1,44,6.1
579,1,46.7,2.7
579,1,50.7,4
579,1,51.9,1.2
579,0,60.5,16.8
579,0,62.1,1.6
579,1,65.1,13.2
579,0,66.4,4.3
579,0,68.7,2.3
579,1,72.7,7.60000000000001
579,0,74.7,6
579,1,75.5,2.8
579,0,78.1,3.39999999999999
619,0,11,0
619,0,26.8,15.8
619,1,27.4,0
619,0,30.1,3.3
619,0,33.5,3.4
619,0,38.6,5.1
619,0,44.7,6.1
619,0,48.2,3.5
619,0,50.6,2.4
619,1,50.9,23.5
619,0,53.6,3
619,1,55.9,5
619,1,62.1,6.2
619,0,73.6,20
619,1,74,11.9
