"DVDRef","Tstart","Tend","State","Sex","Protocol"
1270,22.2,22.6,"OF","1","Shinichi"
1270,23.6,28.3,"IN","1","Shinichi"
1270,28.2,28.4,"A","0","Shinichi"
1270,28.4,29.4,"IN","0","Shinichi"
1270,29.4,29.6,"A","0","Shinichi"
1270,29.6,29.7,"A","1","Shinichi"
1270,29.7,33.2,"IN","1","Shinichi"
1270,33.1,33.7,"IN","0","Shinichi"
1270,35.7,36.5,"IN","1","Shinichi"
1270,36.2,36.5,"A","0","Shinichi"
1270,36.5,40.4,"IN","0","Shinichi"
1270,43.7,44.5,"IN","0","Shinichi"
1270,44.5,55,"IN","1","Shinichi"
1270,57.4,57.8,"IN","0","Shinichi"
1270,61.4,61.7,"IN","1","Shinichi"
1270,64.1,65.8,"IN","0","Shinichi"
1270,68,70.6,"IN","1","Shinichi"
1270,70.5,75.1,"IN","0","Shinichi"
1270,74,74.9,"OF","1","Shinichi"
1270,82.4,82.5,"A","1","Shinichi"
1270,82.5,83.1,"IN","1","Shinichi"
1270,83.1,85.2,"IN","0","Shinichi"
1270,85.2,85.3,"A","1","Shinichi"
1270,85.3,93.1,"IN","1","Shinichi"
1270,93,93.2,"A","0","Shinichi"
1270,93.2,93.7,"IN","0","Shinichi"
1291,2.6,3,"OF","0","Shinichi"
1291,4.2,4.6,"OF","0","Shinichi"
1291,4.3,4.4,"OF","1","Shinichi"
1291,4.6,4.9,"OF","1","Shinichi"
1291,6.4,6.7,"OF","0","Shinichi"
1291,9.9,10.2,"OF","1","Shinichi"
1291,11,11.1,"OF","1","Shinichi"
1291,15.1,15.2,"A","1","Shinichi"
1291,15.2,15.6,"IN","1","Shinichi"
1291,20.3,20.6,"OF","1","Shinichi"
1291,21.3,21.5,"OF","1","Shinichi"
1291,21.6,21.7,"OF","1","Shinichi"
1291,22.2,22.6,"OF","0","Shinichi"
1291,22.8,23.1,"OF","1","Shinichi"
1291,23.3,23.6,"OF","0","Shinichi"
1291,23.4,23.4,"OF","1","Shinichi"
1291,24.2,24.4,"OF","0","Shinichi"
1291,24.6,24.8,"OF","1","Shinichi"
1291,25,25.3,"OF","0","Shinichi"
1291,25.6,25.9,"OF","1","Shinichi"
1291,25.9,26.3,"OF","0","Shinichi"
1291,26.5,26.8,"OF","1","Shinichi"
1291,26.8,27.5,"OF","0","Shinichi"
1291,28.5,29.2,"OF","0","Shinichi"
1291,29.8,30.1,"A","0","Shinichi"
1291,30.1,30.6,"IN","0","Shinichi"
1291,30.3,30.4,"A","1","Shinichi"
1291,30.4,32.2,"IN","1","Shinichi"
1291,30.6,30.7,"A","0","Shinichi"
1291,32.1,32.2,"A","0","Shinichi"
1291,32.2,33.1,"IN","0","Shinichi"
1291,33,33.1,"A","1","Shinichi"
1291,33.1,34.1,"IN","1","Shinichi"
1291,38,38.1,"A","0","Shinichi"
1291,38.1,38.9,"IN","0","Shinichi"
1291,38.9,39,"A","0","Shinichi"
1291,40.4,40.6,"OF","0","Shinichi"
1291,44.9,45.1,"OF","1","Shinichi"
1291,47,47.5,"OF","1","Shinichi"
1291,50.9,51.1,"A","0","Shinichi"
1291,51.1,54.1,"IN","0","Shinichi"
1291,54.1,54.3,"A","1","Shinichi"
1291,54.3,55.3,"IN","1","Shinichi"
1291,55.3,55.5,"OF","0","Shinichi"
1291,56.8,56.9,"A","0","Shinichi"
1291,56.9,61.1,"IN","0","Shinichi"
1291,60.9,61.1,"OF","1","Shinichi"
1291,61.1,61.2,"A","0","Shinichi"
1291,67.6,68.1,"OF","1","Shinichi"
1291,69.5,69.7,"OF","1","Shinichi"
1291,72.1,72.3,"OF","1","Shinichi"
1291,72.2,72.9,"OF","0","Shinichi"
1291,85.6,86.1,"OF","0","Shinichi"
1291,72.9,73.8,"IN","1","Shinichi"
1291,80.7,80.9,"OF","0","Shinichi"
1291,82.5,82.6,"OF","0","Shinichi"
1293,47.1,47.6,"A","0","Shinichi"
1293,56,56.1,"OF","1","Shinichi"
1293,56.1,56.3,"OF","0","Shinichi"
1293,57.1,57.7,"OF","0","Shinichi"
1293,58.4,59.1,"OF","0","Shinichi"
1293,60.5,61.9,"A","0","Shinichi"
1293,61.9,62.2,"IN","0","Shinichi"
1293,61.9,62.2,"A","1","Shinichi"
1293,62.2,62.5,"IN","1","Shinichi"
1293,63.6,63.7,"A","0","Shinichi"
1293,63.7,64.3,"IN","0","Shinichi"
1293,66.2,66.3,"A","1","Shinichi"
1293,66.3,67.3,"IN","1","Shinichi"
1293,67.7,67.8,"A","0","Shinichi"
1293,67.8,68.5,"IN","0","Shinichi"
1293,69.1,69.7,"IN","1","Shinichi"
1293,69.7,69.8,"A","0","Shinichi"
1293,69.8,70.6,"IN","0","Shinichi"
1293,73.3,73.4,"A","0","Shinichi"
1293,73.4,73.5,"IN","0","Shinichi"
1293,75,75.2,"A","0","Shinichi"
1293,75.2,76.6,"IN","0","Shinichi"
1293,82,82.6,"A","0","Shinichi"
1293,82.6,83.1,"IN","0","Shinichi"
1293,85,85.5,"OF","1","Shinichi"
1293,89.4,89.5,"OF","1","Shinichi"
1293,26.6,27.1,"IN","0","Shinichi"
1293,27.2,27.6,"OF","1","Shinichi"
1293,32,32.2,"OF","1","Shinichi"
1293,34.5,34.7,"OF","1","Shinichi"
1293,35.1,35.4,"OF","0","Shinichi"
1293,35.2,35.5,"OF","1","Shinichi"
1293,36.3,36.5,"OF","1","Shinichi"
1293,36.5,38.8,"A","0","Shinichi"
1293,39,39.1,"OF","1","Shinichi"
1293,39.6,39.8,"OF","1","Shinichi"
1293,40.5,40.6,"A","0","Shinichi"
1293,47.6,48,"IN","0","Shinichi"
1293,48,48.2,"OF","1","Shinichi"
1293,51.2,51.5,"OF","1","Shinichi"
1293,55.2,55.3,"OF","1","Shinichi"
1293,0.5,0.6,"OF","1","Shinichi"
1293,1.6,1.6,"OF","1","Shinichi"
1293,2.3,2.4,"OF","1","Shinichi"
1293,3.2,3.4,"OF","0","Shinichi"
1293,3.4,3.5,"OF","1","Shinichi"
1293,4.4,4.5,"OF","1","Shinichi"
1293,5,5.1,"OF","1","Shinichi"
1293,5.7,5.8,"OF","1","Shinichi"
1293,7.1,7.2,"OF","1","Shinichi"
1293,7.9,8,"OF","1","Shinichi"
1293,8.5,8.6,"OF","1","Shinichi"
1293,9.3,9.4,"A","1","Shinichi"
1293,9.4,9.5,"IN","1","Shinichi"
1293,11.5,11.5,"OF","1","Shinichi"
1293,13.4,13.5,"OF","1","Shinichi"
1293,14.5,15.4,"OF","0","Shinichi"
1293,17.1,17.3,"OF","1","Shinichi"
1293,18.3,18.6,"A","0","Shinichi"
1293,18.6,19.1,"IN","0","Shinichi"
1293,19.9,20.3,"OF","1","Shinichi"
1293,22.6,22.8,"OF","1","Shinichi"
1293,23.5,23.7,"OF","1","Shinichi"
1293,24.4,24.5,"OF","1","Shinichi"
1293,25.2,25.3,"OF","1","Shinichi"
1293,25.9,26.6,"A","0","Shinichi"
1293,43.8,44.3,"OF","1","Shinichi"
1293,40.6,40.9,"IN","0","Shinichi"
1299,16.5,20,"IN","0","Shinichi"
1299,25,25.3,"A","1","Shinichi"
1299,9.7,13.6,"IN","0","Shinichi"
1299,27.3,27.5,"IN","1","Shinichi"
1299,28.3,28.5,"IN","0","Shinichi"
1299,27,27.2,"IN","0","Shinichi"
1299,27.2,27.3,"A","1","Shinichi"
1299,33.3,33.7,"IN","0","Shinichi"
1299,33.7,33.8,"A","0","Shinichi"
1299,31,31.1,"IN","0","Shinichi"
1299,31.2,31.5,"IN","1","Shinichi"
1299,37.1,37.3,"IN","1","Shinichi"
1299,39.5,39.7,"A","1","Shinichi"
1299,39.7,39.8,"IN","1","Shinichi"
1299,39.9,40.4,"IN","0","Shinichi"
1299,41.1,41.4,"IN","1","Shinichi"
1299,43.5,43.9,"IN","0","Shinichi"
1299,44,44.1,"IN","1","Shinichi"
1299,49.7,50,"IN","0","Shinichi"
1299,50.1,50.2,"A","1","Shinichi"
1299,50.2,50.6,"IN","1","Shinichi"
1299,54,54.8,"IN","0","Shinichi"
1299,54.8,55.1,"IN","1","Shinichi"
1299,57.1,63.4,"IN","0","Shinichi"
1299,63.6,63.8,"IN","1","Shinichi"
1299,66.3,66.6,"IN","0","Shinichi"
1299,66.5,66.7,"A","1","Shinichi"
1299,66.7,66.8,"IN","1","Shinichi"
1299,67.9,69.1,"IN","1","Shinichi"
1299,69.1,79.4,"IN","0","Shinichi"
1299,75.6,76.1,"IN","1","Shinichi"
1299,78.8,79,"A","1","Shinichi"
1299,79,79.2,"IN","1","Shinichi"
1299,79.4,79.5,"A","0","Shinichi"
1299,83.3,83.5,"IN","1","Shinichi"
1299,84.2,84.4,"IN","1","Shinichi"
1299,84.3,84.4,"A","0","Shinichi"
1299,84.4,87.4,"IN","0","Shinichi"
1299,87,87.1,"A","1","Shinichi"
1299,87.1,87.3,"IN","1","Shinichi"
1299,87.4,87.6,"A","0","Shinichi"
1299,89.3,89.6,"IN","1","Shinichi"
1299,92.4,93.5,"IN","0","Shinichi"
1299,36.2,36.8,"IN","0","Shinichi"
1299,36.9,37.1,"A","1","Shinichi"
1302,0,0.1,"A","0","Shinichi"
1302,0.1,0.5,"IN","0","Shinichi"
1302,12.9,13,"A","1","Shinichi"
1302,13,14.9,"IN","1","Shinichi"
1302,0.6,1.2,"IN","0","Shinichi"
1302,0.7,1.1,"OF","1","Shinichi"
1302,16.2,16.5,"IN","1","Shinichi"
1302,17.2,17.8,"IN","1","Shinichi"
1302,18.8,19.4,"IN","1","Shinichi"
1302,19.4,19.5,"A","1","Shinichi"
1302,20.2,20.3,"A","1","Shinichi"
1302,20.3,21.3,"IN","1","Shinichi"
1302,26.8,27.2,"IN","1","Shinichi"
1302,28.3,28.7,"IN","1","Shinichi"
1302,28.7,28.9,"A","1","Shinichi"
1302,29.2,29.5,"IN","0","Shinichi"
1302,30.2,30.7,"IN","1","Shinichi"
1302,32,32.4,"IN","0","Shinichi"
1302,33.5,33.9,"IN","0","Shinichi"
1302,35,35.8,"IN","0","Shinichi"
1302,37.5,37.6,"A","0","Shinichi"
1302,37.6,39.8,"IN","0","Shinichi"
1302,39.3,39.8,"OF","1","Shinichi"
1302,39.8,40,"A","0","Shinichi"
1302,47.3,49.1,"IN","1","Shinichi"
1302,48.5,49.2,"A","0","Shinichi"
1302,49.2,49.8,"IN","0","Shinichi"
1302,51.4,52.7,"IN","0","Shinichi"
1302,55.6,55.7,"A","1","Shinichi"
1302,55.7,56.3,"IN","1","Shinichi"
1302,61.3,61.4,"A","0","Shinichi"
1302,61.4,62.5,"IN","0","Shinichi"
1302,62.5,62.8,"A","0","Shinichi"
1302,63.9,64.3,"IN","0","Shinichi"
1302,65.4,65.8,"IN","1","Shinichi"
1302,68.6,68.7,"A","0","Shinichi"
1302,68.7,70.6,"IN","0","Shinichi"
1302,73.5,73.6,"A","1","Shinichi"
1302,73.6,74.7,"IN","1","Shinichi"
1302,82.5,82.6,"A","1","Shinichi"
1302,82.6,83.6,"A","0","Shinichi"
1302,82.6,83.9,"IN","1","Shinichi"
1302,83.6,87.1,"IN","0","Shinichi"
1302,91.4,91.7,"IN","1","Shinichi"
1302,14.9,15,"A","1","Shinichi"
1308,54.1,54.2,"IN","1","Shinichi"
1308,4.3,4.7,"IN","1","Shinichi"
1308,4.7,6.5,"A","1","Shinichi"
1308,6.3,6.4,"A","0","Shinichi"
1308,6.4,7.1,"IN","0","Shinichi"
1308,7,7.1,"A","1","Shinichi"
1308,7.1,7.4,"IN","1","Shinichi"
1308,7.4,11.3,"A","1","Shinichi"
1308,11.4,11.7,"A","0","Shinichi"
1308,11.7,11.7,"IN","0","Shinichi"
1308,11.7,12,"A","0","Shinichi"
1308,12.3,12.6,"IN","1","Shinichi"
1308,12.6,15.6,"A","1","Shinichi"
1308,14.1,14.2,"IN","0","Shinichi"
1308,15.9,16,"A","0","Shinichi"
1308,16,17.6,"IN","0","Shinichi"
1308,17.5,17.6,"A","1","Shinichi"
1308,17.6,17.9,"IN","1","Shinichi"
1308,17.9,18.1,"A","1","Shinichi"
1308,23.5,24.7,"A","1","Shinichi"
1308,24.7,25.4,"IN","1","Shinichi"
1308,25.4,27.1,"A","1","Shinichi"
1308,27.9,28.2,"A","0","Shinichi"
1308,28,28.1,"A","1","Shinichi"
1308,28.2,28.3,"IN","0","Shinichi"
1308,29.6,31.4,"IN","0","Shinichi"
1308,31.3,31.4,"A","1","Shinichi"
1308,31.4,31.9,"IN","1","Shinichi"
1308,31.9,32.3,"A","1","Shinichi"
1308,33.9,34.4,"A","1","Shinichi"
1308,34.5,38.5,"A","1","Shinichi"
1308,38.8,39,"IN","1","Shinichi"
1308,39.1,41.5,"A","1","Shinichi"
1308,39.4,39.5,"IN","0","Shinichi"
1308,41.6,42,"A","1","Shinichi"
1308,42.2,49.5,"A","1","Shinichi"
1308,49.7,51,"A","1","Shinichi"
1308,53.7,53.8,"A","1","Shinichi"
1308,53.8,54,"IN","1","Shinichi"
1308,1.5,1.9,"IN","1","Shinichi"
1308,54.2,54.6,"A","1","Shinichi"
1308,57,57.1,"A","1","Shinichi"
1308,57.3,65.2,"IN","1","Shinichi"
1308,65.2,65.3,"A","0","Shinichi"
1308,65.3,67.8,"IN","0","Shinichi"
1308,67.8,68.2,"A","0","Shinichi"
1308,68.3,68.4,"IN","1","Shinichi"
1308,68.4,68.8,"A","1","Shinichi"
1308,70.5,70.8,"IN","1","Shinichi"
1308,70.8,71.2,"A","1","Shinichi"
1308,73.9,74,"A","1","Shinichi"
1308,74,74.4,"IN","1","Shinichi"
1308,74.4,78.2,"A","1","Shinichi"
1308,78.6,79.1,"A","1","Shinichi"
1308,80.5,84,"A","1","Shinichi"
1308,84.5,84.6,"IN","0","Shinichi"
1308,84.6,84.7,"A","1","Shinichi"
1308,84.7,84.7,"IN","1","Shinichi"
1308,84.7,84.8,"A","0","Shinichi"
1308,84.8,85,"IN","0","Shinichi"
1308,85,85.2,"A","0","Shinichi"
1308,85.5,85.7,"A","1","Shinichi"
1308,85.7,85.7,"IN","1","Shinichi"
1308,85.7,86.9,"A","1","Shinichi"
1308,86.9,87.2,"IN","0","Shinichi"
1308,87.2,87.4,"A","0","Shinichi"
1308,89.4,89.5,"A","0","Shinichi"
1308,89.5,89.7,"IN","0","Shinichi"
1308,89.7,90.5,"A","0","Shinichi"
1308,90.5,90.8,"IN","1","Shinichi"
1308,90.8,93.3,"A","1","Shinichi"
1308,93.3,93.5,"IN","0","Shinichi"
1308,93.5,93.6,"A","0","Shinichi"
1308,4.2,4.3,"A","1","Shinichi"
1308,1.9,2.1,"A","1","Shinichi"
1309,1.9,2.3,"IN","0","Shinichi"
1309,3.8,4.4,"IN","0","Shinichi"
1309,1.8,1.9,"A","0","Shinichi"
1309,11.9,12,"A","0","Shinichi"
1309,12,13.5,"IN","0","Shinichi"
1309,8,8.1,"A","0","Shinichi"
1309,8.1,8.6,"IN","0","Shinichi"
1309,39.2,39.5,"A","0","Shinichi"
1309,39.5,41.3,"IN","0","Shinichi"
1309,13.9,18.7,"IN","0","Shinichi"
1309,18.7,18.9,"A","0","Shinichi"
1309,19.6,20.4,"IN","0","Shinichi"
1309,21.1,21.9,"IN","0","Shinichi"
1309,22.6,22.7,"IN","0","Shinichi"
1309,25.2,25.4,"IN","0","Shinichi"
1309,26,26.2,"IN","0","Shinichi"
1309,26.6,26.8,"IN","0","Shinichi"
1309,27.4,27.8,"IN","0","Shinichi"
1309,29.3,34.8,"IN","0","Shinichi"
1309,36,36.6,"IN","0","Shinichi"
1309,74,83.3,"IN","0","Shinichi"
1309,83.3,83.4,"A","0","Shinichi"
1309,45.4,48,"IN","0","Shinichi"
1309,48,50.3,"A","0","Shinichi"
1309,51,51.5,"IN","0","Shinichi"
1309,56.9,59.1,"IN","0","Shinichi"
1309,59.5,59.8,"IN","0","Shinichi"
1309,60.8,61.7,"IN","0","Shinichi"
1309,62.8,63.6,"IN","0","Shinichi"
1309,63.6,64,"A","0","Shinichi"
1309,64.4,67.2,"IN","0","Shinichi"
1309,73,73.2,"IN","0","Shinichi"
1309,73.2,74,"A","0","Shinichi"
1309,85.5,85.8,"IN","0","Shinichi"
1309,86.8,87,"IN","0","Shinichi"
1309,84.2,84.2,"IN","0","Shinichi"
1309,84.8,84.8,"IN","0","Shinichi"
1309,90.7,90.7,"IN","0","Shinichi"
1309,91.7,92.2,"IN","0","Shinichi"
1309,87.6,87.7,"IN","0","Shinichi"
1309,88.4,88.9,"IN","0","Shinichi"
1313,12.1,12.4,"IN","1","Shinichi"
1313,16.7,18.1,"IN","0","Shinichi"
1313,1.9,2.3,"IN","0","Shinichi"
1313,2.3,2.7,"A","0","Shinichi"
1313,3,3.6,"IN","1","Shinichi"
1313,3.6,5.2,"A","1","Shinichi"
1313,12,12.1,"A","1","Shinichi"
1313,43,43.4,"IN","0","Shinichi"
1313,26.3,26.9,"IN","0","Shinichi"
1313,31.3,31.5,"A","1","Shinichi"
1313,31.5,32.2,"IN","1","Shinichi"
1313,34.1,34.5,"OF","1","Shinichi"
1313,36.7,36.8,"A","0","Shinichi"
1313,36.8,37.1,"IN","0","Shinichi"
1313,37.3,37.5,"A","0","Shinichi"
1313,37.5,38.3,"IN","0","Shinichi"
1313,38.6,38.7,"A","0","Shinichi"
1313,38.7,39.2,"IN","0","Shinichi"
1313,41.1,41.3,"A","1","Shinichi"
1313,41.3,41.8,"IN","1","Shinichi"
1313,72.1,72.2,"A","1","Shinichi"
1313,45.3,45.4,"A","1","Shinichi"
1313,45.4,45.8,"IN","1","Shinichi"
1313,48.9,49.1,"A","1","Shinichi"
1313,49.1,49.4,"IN","1","Shinichi"
1313,56.3,57,"IN","0","Shinichi"
1313,57.4,57.5,"A","0","Shinichi"
1313,57.5,58,"IN","0","Shinichi"
1313,59.8,59.9,"A","1","Shinichi"
1313,59.9,60.7,"IN","1","Shinichi"
1313,68.8,69.5,"IN","1","Shinichi"
1313,69.2,69.6,"A","0","Shinichi"
1313,69.6,70.5,"IN","0","Shinichi"
1313,80,80.1,"IN","1","Shinichi"
1313,72.2,74.3,"IN","1","Shinichi"
1313,76.7,78.4,"IN","0","Shinichi"
1313,79.9,80,"A","1","Shinichi"
1313,93.3,93.5,"IN","1","Shinichi"
1313,85.6,85.7,"A","1","Shinichi"
1313,85.7,86.7,"IN","1","Shinichi"
1313,93,93.3,"A","1","Shinichi"
1326,9.9,22.4,"IN","0","Shinichi"
1326,1.7,1.8,"A","0","Shinichi"
1326,1.8,3.8,"IN","0","Shinichi"
1326,3.7,3.8,"A","1","Shinichi"
1326,3.8,9.9,"IN","1","Shinichi"
1326,9.8,9.9,"A","0","Shinichi"
1326,37.3,37.5,"A","0","Shinichi"
1326,22.4,22.5,"A","0","Shinichi"
1326,25.9,26.2,"IN","0","Shinichi"
1326,27.1,27.5,"IN","1","Shinichi"
1326,27.5,27.8,"A","1","Shinichi"
1326,29.1,29.3,"A","0","Shinichi"
1326,31,31.1,"A","1","Shinichi"
1326,31.1,31.1,"IN","1","Shinichi"
1326,31.1,31.2,"A","1","Shinichi"
1326,31.3,31.4,"A","0","Shinichi"
1326,31.4,34.6,"IN","0","Shinichi"
1326,34.6,34.7,"A","1","Shinichi"
1326,34.7,37.4,"IN","1","Shinichi"
1326,61,61.1,"A","0","Shinichi"
1326,37.5,37.9,"IN","0","Shinichi"
1326,40.3,42.4,"IN","0","Shinichi"
1326,42.5,44.2,"IN","1","Shinichi"
1326,44.2,45.4,"A","1","Shinichi"
1326,45.4,45.5,"A","0","Shinichi"
1326,45.5,50.1,"IN","0","Shinichi"
1326,50.1,54,"IN","1","Shinichi"
1326,54,54.5,"A","1","Shinichi"
1326,54.5,54.7,"IN","1","Shinichi"
1326,54.7,55.1,"A","1","Shinichi"
1326,55.5,57.7,"IN","0","Shinichi"
1326,59,61.1,"IN","1","Shinichi"
1326,73.3,77,"IN","0","Shinichi"
1326,61.1,61.3,"IN","0","Shinichi"
1326,64.9,68.4,"IN","0","Shinichi"
1326,69.5,70.8,"IN","1","Shinichi"
1326,83.9,84.3,"IN","1","Shinichi"
1326,80.1,80.2,"A","0","Shinichi"
1326,80.2,80.4,"IN","0","Shinichi"
1326,83.5,83.7,"IN","0","Shinichi"
1326,88.4,88.7,"IN","0","Shinichi"
1326,92.5,92.6,"A","0","Shinichi"
1326,92.6,93.9,"IN","0","Shinichi"
1333,0.8,1.1,"A","0","Shinichi"
1333,0.1,0.4,"A","0","Shinichi"
1333,0.4,0.8,"IN","0","Shinichi"
1333,61.5,62.1,"IN","0","Shinichi"
1333,63.8,63.9,"A","0","Shinichi"
1333,63.9,64.4,"IN","0","Shinichi"
1333,64.5,65.1,"IN","1","Shinichi"
1333,65.8,68.2,"IN","0","Shinichi"
1333,72.6,72.7,"A","0","Shinichi"
1333,72.7,73.5,"IN","0","Shinichi"
1333,73.4,73.6,"A","1","Shinichi"
1333,73.6,74.3,"IN","1","Shinichi"
1333,81.2,87.2,"IN","0","Shinichi"
1333,87,87.3,"A","1","Shinichi"
1333,87.3,90.2,"IN","1","Shinichi"
1333,90.1,90.3,"A","0","Shinichi"
1333,90.3,91.2,"IN","0","Shinichi"
1333,91.2,91.4,"A","0","Shinichi"
1333,91.4,93.1,"IN","0","Shinichi"
1333,23.3,23.9,"A","0","Shinichi"
1333,26,26.1,"A","0","Shinichi"
1333,26.1,26.2,"IN","0","Shinichi"
1333,27.1,27.2,"IN","0","Shinichi"
1333,27.2,27.3,"A","0","Shinichi"
1333,29.8,30.7,"IN","0","Shinichi"
1333,31.7,31.9,"A","0","Shinichi"
1333,31.9,32,"IN","0","Shinichi"
1333,43.9,44,"A","0","Shinichi"
1333,44,44.5,"IN","0","Shinichi"
1333,46.8,46.9,"A","1","Shinichi"
1333,46.9,47,"IN","1","Shinichi"
1333,47.5,47.6,"A","0","Shinichi"
1333,47.6,47.9,"IN","0","Shinichi"
1333,48.8,49,"IN","0","Shinichi"
1333,49.9,50.1,"IN","0","Shinichi"
1333,50.8,50.9,"A","0","Shinichi"
1333,50.9,52.7,"IN","0","Shinichi"
1333,52.8,53.1,"IN","1","Shinichi"
1333,54,54.5,"A","0","Shinichi"
1333,55.8,55.9,"A","0","Shinichi"
1333,55.9,56.1,"IN","0","Shinichi"
1333,59,59.3,"A","0","Shinichi"
1333,60.5,60.8,"A","0","Shinichi"
1333,60.8,61,"IN","0","Shinichi"
1333,61,61.5,"A","0","Shinichi"
1333,3.2,5.3,"IN","0","Shinichi"
1333,6.9,7.1,"IN","0","Shinichi"
1333,7.1,7.4,"A","0","Shinichi"
1333,8.2,8.9,"IN","0","Shinichi"
1333,9.5,9.6,"A","0","Shinichi"
1333,9.6,9.8,"IN","0","Shinichi"
1333,10.5,10.9,"IN","0","Shinichi"
1333,10.9,11,"A","1","Shinichi"
1333,11,11.4,"IN","1","Shinichi"
1333,13.3,14,"IN","0","Shinichi"
1333,13.9,14,"A","1","Shinichi"
1333,14,14.4,"IN","1","Shinichi"
1333,15.3,15.4,"A","0","Shinichi"
1333,15.4,23.3,"IN","0","Shinichi"
1344,0.4,0.6,"A","1","Shinichi"
1344,0.6,0.8,"IN","1","Shinichi"
1344,0.7,0.9,"A","0","Shinichi"
1344,5.5,10.8,"IN","0","Shinichi"
1344,10,10.2,"A","1","Shinichi"
1344,12.3,12.7,"A","1","Shinichi"
1344,12.6,12.8,"A","0","Shinichi"
1344,15.8,15.9,"A","0","Shinichi"
1344,15.9,16.2,"IN","0","Shinichi"
1344,17.1,17.2,"A","1","Shinichi"
1344,17.2,17.5,"IN","1","Shinichi"
1344,17.4,17.5,"A","0","Shinichi"
1344,17.5,17.6,"A","1","Shinichi"
1344,17.5,18,"IN","0","Shinichi"
1344,22.2,22.3,"A","0","Shinichi"
1344,22.3,23.5,"IN","0","Shinichi"
1344,22.5,22.8,"A","1","Shinichi"
1344,22.8,23.1,"IN","1","Shinichi"
1344,26.6,27.5,"IN","0","Shinichi"
1344,31.2,31.3,"A","0","Shinichi"
1344,31.3,32,"IN","0","Shinichi"
1344,34,35.1,"IN","0","Shinichi"
1344,36.9,37.3,"IN","0","Shinichi"
1344,45.1,46.9,"IN","1","Shinichi"
1344,47,47.7,"IN","0","Shinichi"
1344,52.8,53.1,"IN","1","Shinichi"
1344,54.1,55.3,"IN","0","Shinichi"
1344,56.8,57,"A","0","Shinichi"
1344,57,57,"IN","0","Shinichi"
1344,57,57.3,"A","1","Shinichi"
1344,57,57.8,"A","0","Shinichi"
1344,57.3,57.6,"IN","1","Shinichi"
1344,61.8,62,"A","0","Shinichi"
1344,62,62.9,"IN","0","Shinichi"
1344,64.8,67.1,"IN","0","Shinichi"
1344,67.5,67.8,"IN","1","Shinichi"
1344,67.8,68.1,"A","1","Shinichi"
1344,78.4,78.5,"A","1","Shinichi"
1344,78.5,79.2,"IN","1","Shinichi"
1344,79.2,79.3,"A","1","Shinichi"
1344,82.8,82.9,"A","0","Shinichi"
1344,82.9,83.1,"IN","0","Shinichi"
1344,83.7,85.1,"IN","0","Shinichi"
1344,89,89.2,"A","0","Shinichi"
1344,89.2,89.9,"IN","0","Shinichi"
1344,89.9,90.5,"A","0","Shinichi"
1349,2.3,2.5,"A","1","Shinichi"
1349,2.5,3.7,"IN","1","Shinichi"
1349,4.8,5.7,"A","0","Shinichi"
1349,5.7,7,"IN","0","Shinichi"
1349,7.3,15.1,"IN","0","Shinichi"
1349,16.3,16.7,"A","1","Shinichi"
1349,18.5,18.6,"A","0","Shinichi"
1349,18.6,18.8,"IN","0","Shinichi"
1349,19.4,19.5,"A","0","Shinichi"
1349,19.5,19.6,"IN","0","Shinichi"
1349,20.5,20.8,"IN","0","Shinichi"
1349,25.5,25.7,"IN","0","Shinichi"
1349,26.7,27.4,"IN","0","Shinichi"
1349,30,30.2,"IN","0","Shinichi"
1349,32.5,32.7,"IN","0","Shinichi"
1349,33.1,33.6,"IN","1","Shinichi"
1349,33.6,33.8,"A","1","Shinichi"
1349,34.6,34.9,"IN","0","Shinichi"
1349,35.6,36,"IN","1","Shinichi"
1349,36,36.4,"A","1","Shinichi"
1349,60.1,60.3,"IN","0","Shinichi"
1349,40.6,40.7,"IN","0","Shinichi"
1349,40.9,41.8,"IN","1","Shinichi"
1349,41.8,42.1,"A","1","Shinichi"
1349,43.1,43.4,"IN","0","Shinichi"
1349,44.8,45.6,"IN","0","Shinichi"
1349,45.6,45.9,"A","0","Shinichi"
1349,47.7,47.8,"A","1","Shinichi"
1349,47.8,48.8,"IN","1","Shinichi"
1349,48.8,49,"A","1","Shinichi"
1349,50.8,51.6,"IN","0","Shinichi"
1349,53.2,53.5,"IN","0","Shinichi"
1349,56.1,56.3,"IN","0","Shinichi"
1349,80.7,80.9,"IN","1","Shinichi"
1349,61.8,61.9,"A","0","Shinichi"
1349,61.9,62,"IN","0","Shinichi"
1349,63.1,63.3,"IN","0","Shinichi"
1349,63.3,63.5,"A","0","Shinichi"
1349,64.4,64.6,"IN","0","Shinichi"
1349,65.2,66,"IN","0","Shinichi"
1349,67.7,68.9,"IN","0","Shinichi"
1349,75.9,76,"IN","0","Shinichi"
1349,78.4,78.8,"IN","1","Shinichi"
1349,79.6,79.7,"IN","0","Shinichi"
1349,79.7,79.8,"A","0","Shinichi"
1349,80.4,80.5,"A","0","Shinichi"
1349,85.5,85.6,"A","0","Shinichi"
1349,80.9,81,"A","1","Shinichi"
1349,84.1,84.8,"A","0","Shinichi"
1349,84.8,85.5,"IN","0","Shinichi"
1349,90.1,90.3,"A","1","Shinichi"
1349,89,89.1,"A","0","Shinichi"
1349,89.1,89.2,"IN","0","Shinichi"
1349,89.2,90.1,"IN","1","Shinichi"
1349,90.4,90.5,"IN","0","Shinichi"
1350,3,3.1,"A","1","Shinichi"
