"DVDRef","Tstart","Tend","State","Sex","Protocol"
2425,39.3,39.6,"INorOF","0","Issie"
2425,39.6,40.1,"INorOF","1","Issie"
2425,44.5,44.6,"INorOF","1","Issie"
2425,48.3,48.5,"INorOF","1","Issie"
2425,51.8,52.1,"INorOF","1","Issie"
2425,53.2,53.4,"INorOF","0","Issie"
2425,54.8,55.6,"INorOF","0","Issie"
2425,55.7,56.8,"INorOF","1","Issie"
2425,59.1,60.5,"INorOF","1","Issie"
2425,60.5,60.9,"INorOF","0","Issie"
2425,63.7,63.8,"INorOF","0","Issie"
2425,66.6,71.4,"INorOF","0","Issie"
2425,71.9,72.1,"INorOF","1","Issie"
2425,74.5,75.7,"INorOF","1","Issie"
2425,80.9,81,"INorOF","1","Issie"
2425,86.9,87.2,"INorOF","1","Issie"
2425,87.3,89.1,"INorOF","0","Issie"
2441,2.6,4.3,"INorOF","1","Issie"
2441,6.3,6.5,"INorOF","0","Issie"
2441,6.7,7.8,"INorOF","1","Issie"
2441,7.8,8,"INorOF","0","Issie"
2441,8.9,9,"INorOF","1","Issie"
2441,9.1,9.2,"INorOF","0","Issie"
2441,10.5,10.7,"INorOF","0","Issie"
2441,11.7,11.9,"INorOF","0","Issie"
2441,13.6,13.7,"INorOF","0","Issie"
2441,13.8,15.2,"INorOF","1","Issie"
2441,17.9,17.9,"INorOF","0","Issie"
2441,20.1,21.1,"INorOF","1","Issie"
2441,22.1,22.7,"INorOF","0","Issie"
2441,22.9,24.4,"INorOF","0","Issie"
2441,24.6,24.8,"INorOF","1","Issie"
2441,25.6,26.8,"INorOF","1","Issie"
2441,31.3,31.9,"INorOF","1","Issie"
2441,33.2,33.3,"INorOF","1","Issie"
2441,34.7,35.3,"INorOF","0","Issie"
2441,35.3,35.8,"INorOF","1","Issie"
2441,36.3,36.4,"INorOF","0","Issie"
2441,38.2,38.3,"INorOF","0","Issie"
2441,42.6,44.5,"INorOF","1","Issie"
2441,46.4,46.6,"INorOF","0","Issie"
2441,48.8,48.9,"INorOF","0","Issie"
2441,49.9,50.7,"INorOF","0","Issie"
2441,50.7,52.1,"INorOF","1","Issie"
2441,52.4,52.5,"INorOF","0","Issie"
2441,56.4,57.9,"INorOF","0","Issie"
2441,57.9,59,"INorOF","1","Issie"
2441,59.9,60.6,"INorOF","0","Issie"
2441,67.7,68.1,"INorOF","0","Issie"
2441,68.1,68.8,"INorOF","1","Issie"
2441,70.7,70.8,"INorOF","0","Issie"
2441,73,73.2,"INorOF","0","Issie"
2441,74.3,74.6,"INorOF","0","Issie"
2441,76.2,77.7,"INorOF","1","Issie"
2441,81.2,81.9,"INorOF","0","Issie"
2441,83.8,84.1,"INorOF","0","Issie"
2441,84.1,84.3,"INorOF","1","Issie"
2441,85.7,85.9,"INorOF","0","Issie"
2441,87,87.1,"INorOF","0","Issie"
2441,87.8,88.8,"INorOF","0","Issie"
2441,88.8,89.4,"INorOF","1","Issie"
2442,1.1,1.3,"INorOF","1","Issie"
2442,1.4,3.5,"INorOF","0","Issie"
2442,3.4,6.6,"INorOF","1","Issie"
2442,9.5,10.8,"INorOF","0","Issie"
2442,10.9,11,"INorOF","1","Issie"
2442,13.1,13.2,"INorOF","1","Issie"
2442,15.5,15.6,"INorOF","1","Issie"
2442,16.8,19.9,"INorOF","0","Issie"
2442,16.9,17,"INorOF","1","Issie"
2442,17.5,17.6,"INorOF","1","Issie"
2442,19.9,21.1,"INorOF","1","Issie"
2442,22.7,22.9,"INorOF","1","Issie"
2442,25.4,25.5,"INorOF","1","Issie"
2442,26.4,26.7,"INorOF","1","Issie"
2442,28.4,28.5,"INorOF","1","Issie"
2442,28.6,29.3,"INorOF","0","Issie"
2442,31.9,32,"INorOF","1","Issie"
2442,33.1,33.2,"INorOF","1","Issie"
2442,37.6,37.8,"INorOF","1","Issie"
2442,38.5,39.1,"INorOF","1","Issie"
2442,41.4,41.6,"INorOF","1","Issie"
2442,43.6,43.7,"INorOF","1","Issie"
2442,47.5,48.1,"INorOF","1","Issie"
2442,49,56.9,"INorOF","0","Issie"
2442,49.4,49.8,"INorOF","1","Issie"
2442,53.1,53.2,"INorOF","1","Issie"
2442,56.9,58.4,"INorOF","1","Issie"
2442,63.5,63.7,"INorOF","1","Issie"
2442,66.4,68.3,"INorOF","0","Issie"
2442,69.6,69.8,"INorOF","0","Issie"
2442,71.2,71.4,"INorOF","1","Issie"
2442,73,73.2,"INorOF","1","Issie"
2442,73.5,75.5,"INorOF","0","Issie"
2442,75.5,75.6,"INorOF","1","Issie"
2442,76.3,76.4,"INorOF","1","Issie"
2442,78,78.1,"INorOF","1","Issie"
2442,80.7,80.8,"INorOF","1","Issie"
2442,81.2,81.5,"INorOF","1","Issie"
2442,82.9,83.3,"INorOF","1","Issie"
2442,84.8,85.2,"INorOF","0","Issie"
2442,85.2,85.3,"INorOF","1","Issie"
2442,85.7,86.5,"INorOF","1","Issie"
2442,88.5,90,"INorOF","0","Issie"
2444,1.4,1.9,"INorOF","1","Issie"
2444,4.4,5.4,"INorOF","0","Issie"
2444,6.6,6.7,"INorOF","0","Issie"
2444,7.7,9.6,"INorOF","0","Issie"
2444,11.4,11.5,"INorOF","0","Issie"
2444,12.5,12.6,"INorOF","0","Issie"
2444,15.4,15.8,"INorOF","1","Issie"
2444,15.7,15.9,"INorOF","0","Issie"
2444,16.1,16.2,"INorOF","1","Issie"
2444,17.7,18,"INorOF","1","Issie"
2444,18.5,18.7,"INorOF","1","Issie"
2444,20.5,20.7,"INorOF","0","Issie"
2444,20.9,21.1,"INorOF","1","Issie"
2444,21.7,21.9,"INorOF","1","Issie"
2444,21.9,22,"INorOF","0","Issie"
2444,22.4,22.5,"INorOF","1","Issie"
2444,23.1,23.2,"INorOF","1","Issie"
2444,24.5,24.6,"INorOF","1","Issie"
2444,24.8,24.9,"INorOF","0","Issie"
2444,25,25.8,"INorOF","1","Issie"
2444,25.7,25.8,"INorOF","0","Issie"
2444,28.1,28.4,"INorOF","1","Issie"
2444,31.3,31.5,"INorOF","0","Issie"
2444,33.1,33.2,"INorOF","0","Issie"
2444,34.3,34.4,"INorOF","0","Issie"
2444,35,35.3,"INorOF","1","Issie"
2444,35.8,35.9,"INorOF","0","Issie"
2444,36,38.8,"INorOF","1","Issie"
2444,38.9,39,"INorOF","0","Issie"
2444,39.7,42.9,"INorOF","1","Issie"
2444,43.4,43.5,"INorOF","1","Issie"
2444,44,44.1,"INorOF","1","Issie"
2444,44.7,44.9,"INorOF","1","Issie"
2444,45.3,45.4,"INorOF","1","Issie"
2444,45.9,46,"INorOF","1","Issie"
2444,46.6,46.8,"INorOF","1","Issie"
2444,46.9,47.1,"INorOF","0","Issie"
2444,48.2,48.3,"INorOF","0","Issie"
2444,49.7,49.8,"INorOF","0","Issie"
2444,50.3,50.5,"INorOF","0","Issie"
2444,51.9,52.2,"INorOF","1","Issie"
2444,52.6,52.9,"INorOF","1","Issie"
2444,52.8,53,"INorOF","0","Issie"
2444,53.5,57.1,"INorOF","1","Issie"
2444,59.1,59.4,"INorOF","1","Issie"
2444,59.7,60.1,"INorOF","0","Issie"
2444,61.1,61.2,"INorOF","0","Issie"
2444,61.2,62.5,"INorOF","1","Issie"
2444,62.6,63.5,"INorOF","0","Issie"
2444,63.8,64,"INorOF","1","Issie"
2444,64.3,64.4,"INorOF","0","Issie"
2444,65.5,65.7,"INorOF","0","Issie"
2444,68.5,68.9,"INorOF","0","Issie"
2444,70,70.4,"INorOF","1","Issie"
2444,72.2,72.5,"INorOF","1","Issie"
2444,72.5,73.4,"INorOF","0","Issie"
2444,73.5,75.7,"INorOF","1","Issie"
2444,75.7,76.4,"INorOF","0","Issie"
2444,77.4,77.5,"INorOF","0","Issie"
2444,79.1,79.2,"INorOF","0","Issie"
2444,83.4,84.5,"INorOF","0","Issie"
2444,84.6,85.9,"INorOF","1","Issie"
2444,86.9,87.1,"INorOF","1","Issie"
2444,87.6,87.7,"INorOF","1","Issie"
2444,88.1,88.2,"INorOF","1","Issie"
2444,89,89.2,"INorOF","1","Issie"
2446,3.4,3.6,"INorOF","1","Issie"
2446,5.8,9.2,"INorOF","0","Issie"
2446,9.3,9.6,"INorOF","1","Issie"
2446,16.7,18.7,"INorOF","0","Issie"
2446,18.8,19.3,"INorOF","1","Issie"
2446,22.2,22.3,"INorOF","1","Issie"
2446,28.4,28.5,"INorOF","1","Issie"
2446,33.1,35.2,"INorOF","0","Issie"
2446,35.3,35.5,"INorOF","1","Issie"
2446,38,39.2,"INorOF","0","Issie"
2446,43.1,43.3,"INorOF","1","Issie"
2446,44.6,46.6,"INorOF","1","Issie"
2446,47.7,47.8,"INorOF","1","Issie"
2446,48.5,48.6,"INorOF","1","Issie"
2446,49.4,49.5,"INorOF","1","Issie"
2446,50.3,50.6,"INorOF","1","Issie"
2446,52,52.2,"INorOF","1","Issie"
2446,52.3,55.4,"INorOF","0","Issie"
2446,60.9,64.3,"INorOF","0","Issie"
2446,64.2,64.5,"INorOF","1","Issie"
2446,66.1,71.4,"INorOF","1","Issie"
2446,71.6,73.3,"INorOF","0","Issie"
2446,73.4,73.5,"INorOF","1","Issie"
2446,80.2,81.4,"INorOF","1","Issie"
2446,82.5,82.6,"INorOF","1","Issie"
2446,83.8,84,"INorOF","1","Issie"
2446,84.2,85.4,"INorOF","0","Issie"
2446,85.7,85.9,"INorOF","1","Issie"
2446,87.7,87.9,"INorOF","1","Issie"
2446,87.8,88.2,"INorOF","0","Issie"
2446,88.7,89,"INorOF","1","Issie"
2447,1.4,4.6,"INorOF","1","Issie"
2447,7.4,11.1,"INorOF","0","Issie"
2447,11.1,13.5,"INorOF","0","Issie"
2447,15.5,18.2,"INorOF","1","Issie"
2447,18.2,18.4,"INorOF","0","Issie"
2447,21.1,22.8,"INorOF","0","Issie"
2447,27,28,"INorOF","0","Issie"
2447,28,29.6,"INorOF","1","Issie"
2449,0,3.9,"INorOF","1","Issie"
2449,4.1,5.2,"INorOF","0","Issie"
2449,5.3,5.7,"INorOF","1","Issie"
2449,7.7,7.9,"INorOF","1","Issie"
2449,10.5,15,"INorOF","0","Issie"
2449,15,15.4,"INorOF","1","Issie"
2449,17.4,17.6,"INorOF","1","Issie"
2449,19,19.2,"INorOF","1","Issie"
2449,19.9,20,"INorOF","1","Issie"
2449,20.7,21.1,"INorOF","1","Issie"
2449,22,22.2,"INorOF","1","Issie"
2449,22.6,22.7,"INorOF","1","Issie"
2449,23.9,27.4,"INorOF","0","Issie"
2449,30.6,31,"INorOF","0","Issie"
2449,32.7,32.8,"INorOF","1","Issie"
2449,33.2,33.4,"INorOF","1","Issie"
2449,34,34.2,"INorOF","1","Issie"
2449,35,35.1,"INorOF","1","Issie"
2449,35.4,37.1,"INorOF","0","Issie"
2449,35.9,36.1,"INorOF","1","Issie"
2449,37,37.2,"INorOF","1","Issie"
2449,37.7,38.1,"INorOF","1","Issie"
2449,38.6,39,"INorOF","1","Issie"
2449,39.4,39.8,"INorOF","0","Issie"
2449,39.7,44,"INorOF","1","Issie"
2449,44,49.1,"INorOF","0","Issie"
2449,44.6,44.8,"INorOF","1","Issie"
2449,45.7,45.8,"INorOF","1","Issie"
2449,46.4,46.6,"INorOF","1","Issie"
2449,47.2,47.4,"INorOF","1","Issie"
2449,48.3,48.5,"INorOF","1","Issie"
2449,49,49.3,"INorOF","1","Issie"
2449,49.8,49.9,"INorOF","1","Issie"
2449,50.4,54.8,"INorOF","1","Issie"
2449,54.9,55.1,"INorOF","0","Issie"
2449,55.6,55.8,"INorOF","1","Issie"
2449,56.3,56.4,"INorOF","1","Issie"
2449,57,57.2,"INorOF","1","Issie"
2449,57.7,58,"INorOF","0","Issie"
2449,57.8,58,"INorOF","1","Issie"
2449,58.6,58.7,"INorOF","1","Issie"
2449,59.2,60.1,"INorOF","0","Issie"
2449,60.1,60.3,"INorOF","1","Issie"
2449,60.6,60.8,"INorOF","1","Issie"
2449,61.6,61.8,"INorOF","1","Issie"
2449,62.3,62.5,"INorOF","1","Issie"
2449,63.1,63.2,"INorOF","1","Issie"
2449,64.1,64.2,"INorOF","1","Issie"
2449,64.9,65.4,"INorOF","0","Issie"
2449,65.1,65.5,"INorOF","1","Issie"
2449,66.4,66.6,"INorOF","1","Issie"
2449,73,80.1,"INorOF","1","Issie"
2449,80.1,82,"INorOF","0","Issie"
2449,81.9,82.5,"INorOF","1","Issie"
2449,83.1,86.2,"INorOF","1","Issie"
2450,2.7,11.1,"INorOF","0","Issie"
2450,11.3,16.1,"INorOF","1","Issie"
2450,16,28.5,"INorOF","0","Issie"
2450,21.3,22.2,"INorOF","1","Issie"
2450,28.6,36.8,"INorOF","1","Issie"
2450,41.5,45.2,"INorOF","1","Issie"
2450,45.2,54,"INorOF","0","Issie"
2450,55.6,90,"INorOF","0","Issie"
2450,58.8,58.9,"INorOF","1","Issie"
2450,76.5,76.6,"INorOF","1","Issie"
2450,84.8,85,"INorOF","1","Issie"
2452,4.2,4.7,"INorOF","1","Issie"
2452,8.5,9.1,"INorOF","1","Issie"
2452,11.3,19.4,"INorOF","0","Issie"
2452,19.3,19.6,"INorOF","1","Issie"
2452,21.9,22.7,"INorOF","0","Issie"
2452,22.5,22.8,"INorOF","1","Issie"
2452,23.2,23.4,"INorOF","1","Issie"
2452,23.8,24,"INorOF","1","Issie"
2452,25.3,25.9,"INorOF","1","Issie"
2452,26.2,26.4,"INorOF","1","Issie"
2452,26.7,28,"INorOF","1","Issie"
2452,28.9,29.8,"INorOF","0","Issie"
2452,29.7,29.8,"INorOF","1","Issie"
2453,5.1,5.3,"INorOF","0","Issie"
2453,6.1,6.5,"INorOF","1","Issie"
2453,7.8,7.9,"INorOF","1","Issie"
2453,12.2,12.5,"INorOF","1","Issie"
2453,17.1,17.4,"INorOF","0","Issie"
2453,20.3,20.5,"INorOF","0","Issie"
2453,24.5,24.8,"INorOF","0","Issie"
2453,27,27.1,"INorOF","1","Issie"
2453,28.7,29,"INorOF","1","Issie"
2453,30.1,30.2,"INorOF","0","Issie"
2453,30.3,30.3,"INorOF","1","Issie"
2453,33.1,33.2,"INorOF","1","Issie"
2453,35.7,35.9,"INorOF","0","Issie"
2453,46.1,46.3,"INorOF","1","Issie"
2453,46.8,46.8,"INorOF","0","Issie"
2453,50,50.1,"INorOF","1","Issie"
2453,51,51.1,"INorOF","0","Issie"
2453,51.3,51.3,"INorOF","1","Issie"
2453,51.9,51.9,"INorOF","1","Issie"
2453,52.2,53,"INorOF","0","Issie"
2453,54.2,54.3,"INorOF","1","Issie"
2453,54.7,54.8,"INorOF","0","Issie"
2453,56.2,56.6,"INorOF","0","Issie"
2453,57.6,57.7,"INorOF","1","Issie"
2453,57.7,58.2,"INorOF","0","Issie"
2453,58.4,58.9,"INorOF","1","Issie"
2453,61.5,61.6,"INorOF","1","Issie"
2453,64,64.1,"INorOF","0","Issie"
2453,64.4,64.5,"INorOF","1","Issie"
2453,65.6,65.7,"INorOF","1","Issie"
2453,66.1,66.2,"INorOF","0","Issie"
2453,67.5,67.9,"INorOF","1","Issie"
2453,68.2,68.8,"INorOF","0","Issie"
2453,68.8,70.1,"INorOF","1","Issie"
2453,75.6,77.6,"INorOF","0","Issie"
2453,77.7,78.4,"INorOF","1","Issie"
2453,78.6,85,"INorOF","0","Issie"
2453,85,88.7,"INorOF","1","Issie"
2453,88.8,90,"INorOF","0","Issie"
2455,3.7,4.1,"INorOF","1","Issie"
2455,5.9,6,"INorOF","0","Issie"
2455,6.8,6.9,"INorOF","0","Issie"
2455,7.4,7.5,"INorOF","0","Issie"
2455,8,8.1,"INorOF","0","Issie"
2455,8.4,8.4,"INorOF","0","Issie"
2455,8.8,8.9,"INorOF","0","Issie"
2455,9.4,9.5,"INorOF","0","Issie"
2455,9.9,10,"INorOF","0","Issie"
2455,10.4,10.5,"INorOF","0","Issie"
2455,10.8,10.8,"INorOF","0","Issie"
2455,11,11.3,"INorOF","1","Issie"
2455,11.8,11.9,"INorOF","0","Issie"
2455,12.2,12.3,"INorOF","0","Issie"
2455,13,13,"INorOF","0","Issie"
2455,13.1,13.4,"INorOF","1","Issie"
2455,13.6,13.6,"INorOF","0","Issie"
2455,13.8,14.5,"INorOF","0","Issie"
2455,14.5,14.9,"INorOF","1","Issie"
2455,14.9,15,"INorOF","0","Issie"
2455,20.1,20.3,"INorOF","0","Issie"
2455,20.4,20.5,"INorOF","0","Issie"
2455,21.8,21.9,"INorOF","0","Issie"
2455,23.5,23.8,"INorOF","0","Issie"
2455,24.2,24.6,"INorOF","1","Issie"
2455,24.7,24.9,"INorOF","0","Issie"
2455,26.2,26.4,"INorOF","0","Issie"
2455,26.5,27.1,"INorOF","1","Issie"
2455,27.2,27.4,"INorOF","0","Issie"
2455,28.1,28.6,"INorOF","1","Issie"
2455,30.1,30.3,"INorOF","1","Issie"
2455,33.3,33.4,"INorOF","0","Issie"
2455,33.7,34,"INorOF","1","Issie"
2455,34.8,34.9,"INorOF","0","Issie"
2455,35.6,36.7,"INorOF","0","Issie"
2455,36.7,40.3,"INorOF","1","Issie"
2455,40.3,40.5,"INorOF","0","Issie"
2455,42.2,42.2,"INorOF","0","Issie"
2455,43.3,45.7,"INorOF","1","Issie"
2455,46.2,46.5,"INorOF","0","Issie"
2455,47.3,49.1,"INorOF","1","Issie"
2455,48.6,48.8,"INorOF","0","Issie"
2455,50.3,51,"INorOF","1","Issie"
2455,51,51.2,"INorOF","0","Issie"
2455,51.9,52.1,"INorOF","0","Issie"
2455,52.7,53.2,"INorOF","0","Issie"
2455,55.3,55.4,"INorOF","0","Issie"
2455,57.6,57.7,"INorOF","0","Issie"
2455,57.8,58.1,"INorOF","1","Issie"
2455,59.3,59.4,"INorOF","0","Issie"
2455,59.4,59.7,"INorOF","1","Issie"
2455,60.6,60.9,"INorOF","1","Issie"
2455,60.9,61.1,"INorOF","0","Issie"
2455,62.2,62.3,"INorOF","0","Issie"
2455,64.7,66.8,"INorOF","0","Issie"
2455,67.8,71.3,"INorOF","1","Issie"
2455,71.5,71.6,"INorOF","0","Issie"
2455,73,73.8,"INorOF","1","Issie"
2455,73.7,74.9,"INorOF","0","Issie"
2455,78.1,78.5,"INorOF","0","Issie"
2455,79.5,79.8,"INorOF","1","Issie"
2455,79.8,81,"INorOF","0","Issie"
2455,83,83.2,"INorOF","1","Issie"
2455,84.5,84.9,"INorOF","1","Issie"
2455,85.7,85.9,"INorOF","1","Issie"
2455,86.7,87.1,"INorOF","1","Issie"
2455,88.1,88.2,"INorOF","0","Issie"
2455,88.7,89,"INorOF","1","Issie"
2455,89.4,89.6,"INorOF","0","Issie"
2455,89.9,90,"INorOF","1","Issie"
2456,2.4,2.8,"INorOF","0","Issie"
2456,2.9,3.1,"INorOF","1","Issie"
2456,6.1,6.2,"INorOF","1","Issie"
2456,10.4,11.2,"INorOF","0","Issie"
2456,11.3,11.6,"INorOF","1","Issie"
2456,13.4,13.5,"INorOF","1","Issie"
2456,16.4,16.5,"INorOF","1","Issie"
2456,17.9,19.4,"INorOF","0","Issie"
2456,21.8,22.4,"INorOF","0","Issie"
2456,23.4,23.5,"INorOF","1","Issie"
2456,24.2,24.7,"INorOF","0","Issie"
2456,26.3,26.6,"INorOF","0","Issie"
2456,28.4,28.6,"INorOF","0","Issie"
2456,28.6,28.7,"INorOF","1","Issie"
2456,31.7,31.9,"INorOF","1","Issie"
2456,35.2,35.4,"INorOF","1","Issie"
2456,36.3,36.4,"INorOF","1","Issie"
2456,37,37,"INorOF","1","Issie"
2456,37.4,37.5,"INorOF","1","Issie"
2456,37.9,38,"INorOF","1","Issie"
2456,38.2,38.4,"INorOF","0","Issie"
2456,38.4,38.5,"INorOF","1","Issie"
2456,39.2,39.3,"INorOF","1","Issie"
2456,39.7,39.8,"INorOF","0","Issie"
2456,39.9,40,"INorOF","1","Issie"
2456,40.5,40.6,"INorOF","1","Issie"
2456,41.2,41.5,"INorOF","1","Issie"
2456,41.6,42.3,"INorOF","0","Issie"
2456,42.6,42.7,"INorOF","1","Issie"
2456,43.9,45,"INorOF","0","Issie"
2456,46.3,46.4,"INorOF","1","Issie"
2456,47.2,47.3,"INorOF","1","Issie"
2456,50.9,51,"INorOF","1","Issie"
2456,52.8,53.1,"INorOF","1","Issie"
2456,53.9,54.9,"INorOF","0","Issie"
2456,55.4,57.3,"INorOF","0","Issie"
2456,57.3,57.6,"INorOF","1","Issie"
2456,65.8,66.9,"INorOF","0","Issie"
2456,67,67.3,"INorOF","1","Issie"
2456,68.4,68.8,"INorOF","0","Issie"
2456,71.1,77.7,"INorOF","0","Issie"
2456,80.8,80.9,"INorOF","1","Issie"
2456,82.1,82.2,"INorOF","0","Issie"
2456,82.3,82.4,"INorOF","1","Issie"
2456,85.3,86.6,"INorOF","0","Issie"
2456,88,88.1,"INorOF","1","Issie"
2459,3.2,3.4,"INorOF","0","Issie"
2459,4.4,4.7,"INorOF","1","Issie"
2459,7,7.2,"INorOF","1","Issie"
2459,8.4,8.6,"INorOF","1","Issie"
2459,9.7,9.8,"INorOF","1","Issie"
2459,10.6,10.7,"INorOF","1","Issie"
2459,11.4,11.5,"INorOF","1","Issie"
2459,13,13.2,"INorOF","1","Issie"
2459,13.7,13.9,"INorOF","1","Issie"
2459,14.7,15,"INorOF","1","Issie"
2459,15.5,15.6,"INorOF","1","Issie"
2459,16.3,16.7,"INorOF","1","Issie"
2459,17.3,17.3,"INorOF","1","Issie"
2459,17.5,17.6,"INorOF","0","Issie"
2459,18.2,18.5,"INorOF","1","Issie"
2459,19,19.3,"INorOF","0","Issie"
2459,20.9,21.3,"INorOF","1","Issie"
2459,21,21.6,"INorOF","0","Issie"
2459,24.4,25,"INorOF","1","Issie"
2459,25,25.2,"INorOF","0","Issie"
2459,26.8,27.7,"INorOF","1","Issie"
2459,27.8,27.9,"INorOF","0","Issie"
2459,36.7,37.1,"INorOF","0","Issie"
2459,38.8,39.1,"INorOF","0","Issie"
2459,40.4,40.6,"INorOF","1","Issie"
2459,40.6,40.8,"INorOF","0","Issie"
2459,41.6,42.6,"INorOF","1","Issie"
2459,43.8,43.9,"INorOF","1","Issie"
2459,44.9,45.7,"INorOF","1","Issie"
2459,46.4,46.6,"INorOF","1","Issie"
2459,47.1,47.2,"INorOF","1","Issie"
2459,48,48.4,"INorOF","1","Issie"
2459,48.9,49.1,"INorOF","1","Issie"
2459,49.5,50,"INorOF","1","Issie"
2459,50.5,51,"INorOF","1","Issie"
2459,51.5,52.5,"INorOF","1","Issie"
2459,52.4,52.8,"INorOF","0","Issie"
2459,53.1,53.5,"INorOF","1","Issie"
2459,54.8,55.7,"INorOF","1","Issie"
2459,60.4,64.3,"INorOF","1","Issie"
2459,60.7,62,"INorOF","0","Issie"
2459,64.4,64.9,"INorOF","0","Issie"
2459,71.3,71.9,"INorOF","0","Issie"
2459,73.1,73.9,"INorOF","1","Issie"
2459,75.1,76.5,"INorOF","1","Issie"
2459,83.2,84.1,"INorOF","1","Issie"
2459,86.9,88,"INorOF","1","Issie"
2459,88.4,89.8,"INorOF","0","Issie"
2461,29.7,34.9,"INorOF","1","Issie"
2461,34.9,41.2,"INorOF","0","Issie"
2461,36.5,36.7,"INorOF","1","Issie"
2461,38.4,38.5,"INorOF","1","Issie"
2461,41.3,50.1,"INorOF","1","Issie"
2461,50,54.7,"INorOF","0","Issie"
2461,54.7,61.4,"INorOF","1","Issie"
2461,61.3,64.8,"INorOF","0","Issie"
2461,64.9,72.1,"INorOF","1","Issie"
2461,72.2,76.3,"INorOF","1","Issie"
2461,76.4,83.2,"INorOF","0","Issie"
2461,79.1,79.3,"INorOF","1","Issie"
2461,83.2,93.7,"INorOF","1","Issie"
2461,93.5,96.1,"INorOF","0","Issie"
2461,97.2,102.5,"INorOF","0","Issie"
2461,97.6,97.8,"INorOF","1","Issie"
2461,99.1,99.3,"INorOF","1","Issie"
2465,0.7,0.8,"INorOF","1","Issie"
2465,0.9,3.6,"INorOF","0","Issie"
2465,3.8,4.8,"INorOF","1","Issie"
2465,4.8,8.2,"INorOF","0","Issie"
2465,8.3,8.8,"INorOF","1","Issie"
2465,9.8,10.8,"INorOF","0","Issie"
2465,12.4,20.6,"INorOF","0","Issie"
2465,12.6,13,"INorOF","1","Issie"
2465,15.5,15.6,"INorOF","1","Issie"
2465,17.2,17.5,"INorOF","1","Issie"
2465,20.3,20.5,"INorOF","1","Issie"
2465,24.9,32.7,"INorOF","0","Issie"
2465,25.2,25.2,"INorOF","1","Issie"
2465,34.4,37.2,"INorOF","0","Issie"
2465,37.5,37.9,"INorOF","1","Issie"
2465,39.1,47.2,"INorOF","0","Issie"
2465,48.1,48.3,"INorOF","1","Issie"
2465,48.3,48.4,"INorOF","1","Issie"
2465,48.9,52,"INorOF","0","Issie"
2465,53.6,58.8,"INorOF","0","Issie"
2465,63.7,64.6,"INorOF","1","Issie"
2465,68,68.4,"INorOF","0","Issie"
2465,68.7,69,"INorOF","0","Issie"
2465,72.6,74.8,"INorOF","1","Issie"
2465,74.8,76.6,"INorOF","0","Issie"
2465,76.5,76.5,"INorOF","1","Issie"
2465,79,79.3,"INorOF","1","Issie"
2465,82.4,82.8,"INorOF","0","Issie"
2465,83.1,83.2,"INorOF","0","Issie"
2467,21.5,21.5,"INorOF","0","Issie"
2467,36.8,72.9,"INorOF","0","Issie"
2467,55.7,55.7,"INorOF","1","Issie"
2467,63,63.4,"INorOF","1","Issie"
2467,87.7,90,"INorOF","0","Issie"
2469,4.1,4.6,"INorOF","1","Issie"
2469,4.8,4.9,"INorOF","1","Issie"
2469,6.6,6.8,"INorOF","1","Issie"
2469,8.2,8.4,"INorOF","1","Issie"
2469,10.5,10.6,"INorOF","1","Issie"
2469,11.1,11.3,"INorOF","1","Issie"
2469,11.7,11.9,"INorOF","1","Issie"
2469,12.6,15.4,"INorOF","1","Issie"
2469,16.3,16.7,"INorOF","1","Issie"
2469,20.2,20.8,"INorOF","1","Issie"
2469,22.2,22.9,"INorOF","1","Issie"
2469,30.5,30.6,"INorOF","1","Issie"
2469,33.2,34.2,"INorOF","1","Issie"
2469,35.8,35.9,"INorOF","1","Issie"
2469,39,39.4,"INorOF","1","Issie"
2469,41.4,41.7,"INorOF","1","Issie"
2469,44.6,44.9,"INorOF","1","Issie"
2469,45.3,45.3,"INorOF","1","Issie"
2469,46.2,46.6,"INorOF","1","Issie"
2469,47.3,48.5,"INorOF","1","Issie"
2469,50.1,50.8,"INorOF","1","Issie"
2469,52.3,54.1,"INorOF","1","Issie"
2469,56.5,56.6,"INorOF","1","Issie"
2469,59,59.1,"INorOF","1","Issie"
2469,62.3,63.1,"INorOF","1","Issie"
2469,64.2,64.5,"INorOF","1","Issie"
2469,66.9,70.3,"INorOF","1","Issie"
2469,76.4,76.6,"INorOF","1","Issie"
2469,79.9,80.1,"INorOF","1","Issie"
2469,82.9,83.8,"INorOF","1","Issie"
2469,85.1,85.2,"INorOF","1","Issie"
2469,89.9,90,"INorOF","1","Issie"
2470,1.6,2.1,"INorOF","0","Issie"
2470,1.8,1.9,"INorOF","1","Issie"
2470,7.1,7.6,"INorOF","1","Issie"
2470,10.7,10.8,"INorOF","1","Issie"
2470,11.8,12.1,"INorOF","1","Issie"
2470,12.8,13,"INorOF","0","Issie"
2470,13.1,13.4,"INorOF","0","Issie"
2470,13.2,13.3,"INorOF","1","Issie"
2470,14.2,14.3,"INorOF","1","Issie"
2470,15.2,17.1,"INorOF","1","Issie"
2470,17.6,18.1,"INorOF","0","Issie"
2470,18.2,18.3,"INorOF","1","Issie"
2470,19.1,19.3,"INorOF","1","Issie"
2470,20.4,20.6,"INorOF","1","Issie"
2470,21.4,21.5,"INorOF","1","Issie"
2470,22.3,22.4,"INorOF","1","Issie"
2470,22.5,22.7,"INorOF","0","Issie"
