sort	DVDRef	DVDdate	BroodRef	Filename	DVDInfoChickNb	DVDInfoAge	DVDtime	DVDInfoNotes	TapeLength	EffectTime	HatchingDate	ChickAge	Sunrise	RelTimeMins	LogRelTimeMins	Protocol
158	254	08.06.2004	524	2004\40254.xlsx	1	11	28.04.2016 10:30	NA	93.59999847	87.69999695	28.05.2004	11	28.04.2016 04:59	331	2.532754379	Shinichi
159	256	09.06.2004	529	2004\40256.xlsx	3	11	28.04.2016 09:00	NA	93.69999695	92	30.05.2004	10	28.04.2016 04:59	241	2.399673721	Shinichi
160	257	09.06.2004	529	2004\40257.xlsx	3	11	28.04.2016 06:30	REPEAT RECORDING ON SAME DAY	93.69999695	89.69999695	30.05.2004	10	28.04.2016 04:59	91	2.004321374	Shinichi
161	258	09.06.2004	550	2004\40258.xlsx	4	3	28.04.2016 06:40	NA	93.80000305	89.59999847	07.06.2004	2	28.04.2016 04:59	101	2.045322979	Shinichi
162	259	09.06.2004	530	2004\40259.xlsx	4	11	28.04.2016 06:50	NA	93.59999847	90.09999847	30.05.2004	10	28.04.2016 04:59	111	2.08278537	Shinichi
163	260	09.06.2004	527	2004\40260.xlsx	3	11	28.04.2016 08:50	NA	93.80000305	90.90000153	30.05.2004	10	28.04.2016 04:59	231	2.382017043	Shinichi
164	261	09.06.2004	531	2004\40261.xlsx	2	11	28.04.2016 08:50	NA	93.69999695	91.5	31.05.2004	9	28.04.2016 04:59	231	2.382017043	Shinichi
165	262	10.06.2004	535	2004\40262.xlsx	2	11	28.04.2016 06:20	NA	93.69999695	87.09999847	31.05.2004	10	28.04.2016 04:58	82	1.963787827	Shinichi
166	263	10.06.2004	536	2004\40263.xlsx	4	11	28.04.2016 06:30	NA	93.59999847	85.40000153	31.05.2004	10	28.04.2016 04:58	92	2.008600172	Shinichi
167	264	10.06.2004	532	2004\40264.xlsx	4	11	28.04.2016 06:20	NA	92.19999695	85	31.05.2004	10	28.04.2016 04:58	82	1.963787827	Shinichi
168	265	10.06.2004	539	2004\40265.xlsx	3	11	28.04.2016 08:20	NA	93.69999695	84.90000153	31.05.2004	10	28.04.2016 04:58	202	2.326335861	Shinichi
169	267	10.06.2004	551	2004\40267.xlsx	1	3	28.04.2016 08:20	NA	93.69999695	91.19999695	08.06.2004	2	28.04.2016 04:58	202	2.326335861	Shinichi
170	268	11.06.2004	538	2004\40268.xlsx	3	11	28.04.2016 06:30	NA	93.69999695	90.19999695	01.06.2004	10	28.04.2016 04:58	92	2.008600172	Shinichi
171	269	11.06.2004	537	2004\40269.xlsx	2	11	28.04.2016 06:20	NA	93.69999695	92.40000153	01.06.2004	10	28.04.2016 04:58	82	1.963787827	Shinichi
172	270	11.06.2004	543	2004\40270.xlsx	3	11	28.04.2016 06:20	NA	93.30000305	90.80000305	01.06.2004	10	28.04.2016 04:58	82	1.963787827	Shinichi
173	272	11.06.2004	553	2004\40272.xlsx	3	3	28.04.2016 08:20	NA	93.69999695	90.80000305	09.06.2004	2	28.04.2016 04:58	202	2.326335861	Shinichi
174	274	11.06.2004	542	2004\40274.xlsx	3	11	28.04.2016 08:40	NA	93.5	89.30000305	01.06.2004	10	28.04.2016 04:58	222	2.365487985	Shinichi
175	275	11.06.2004	552	2004\40275.xlsx	3	3	28.04.2016 08:40	NA	93.59999847	92	09.06.2004	2	28.04.2016 04:58	222	2.365487985	Shinichi
176	276	12.06.2004	546	2004\40276.xlsx	1	11	28.04.2016 06:40	NA	93.69999695	87.80000305	02.06.2004	10	28.04.2016 04:58	102	2.049218023	Shinichi
177	277	12.06.2004	549	2004\40277.xlsx	4	7	28.04.2016 06:30	NA	93.59999847	92.69999695	06.06.2004	6	28.04.2016 04:58	92	2.008600172	Shinichi
178	278	12.06.2004	548	2004\40278.xlsx	2	7	28.04.2016 06:30	NA	93.80000305	92.40000153	06.06.2004	6	28.04.2016 04:58	92	2.008600172	Shinichi
179	279	12.06.2004	550	2004\40279.xlsx	2	7	28.04.2016 06:30	NA	93.69999695	91.40000153	07.06.2004	5	28.04.2016 04:58	92	2.008600172	Shinichi
180	281	12.06.2004	545	2004\40281.xlsx	2	11	28.04.2016 08:40	NA	93.59999847	92.09999847	02.06.2004	10	28.04.2016 04:58	222	2.365487985	Shinichi
181	283	12.06.2004	554	2004\40283.xlsx	4	3	28.04.2016 08:40	NA	93.69999695	90	10.06.2004	2	28.04.2016 04:58	222	2.365487985	Shinichi
182	285	13.06.2004	557	2004\40285.xlsx	4	3	28.04.2016 06:20	NA	93.59999847	91.59999847	11.06.2004	2	28.04.2016 04:58	82	1.963787827	Shinichi
183	286	13.06.2004	558	2004\40286.xlsx	4	3	28.04.2016 06:20	NA	93.80000305	90.59999847	11.06.2004	2	28.04.2016 04:58	82	1.963787827	Shinichi
184	288	13.06.2004	555	2004\40288.xlsx	2	3	28.04.2016 06:20	CHI 2->C3D	93.69999695	87.80000305	11.06.2004	2	28.04.2016 04:58	82	1.963787827	Shinichi
185	289	14.06.2004	559	2004\40289.xlsx	3	3	28.04.2016 06:20	NA	93.69999695	92.80000305	12.06.2004	2	28.04.2016 04:57	83	1.968482949	Shinichi
186	290	14.06.2004	551	2004\40290.xlsx	1	7	28.04.2016 06:20	NA	93.80000305	91.5	08.06.2004	6	28.04.2016 04:57	83	1.968482949	Shinichi
187	291	14.06.2004	560	2004\40291.xlsx	4	3	28.04.2016 06:30	CHI 5->4C3D	93.80000305	92	12.06.2004	2	28.04.2016 04:57	93	2.012837225	Shinichi
188	292	14.06.2004	561	2004\40292.xlsx	5	3	28.04.2016 06:10	NA	93.40000153	93.40000153	12.06.2004	2	28.04.2016 04:57	73	1.919078092	Shinichi
189	293	15.06.2004	553	2004\40293.xlsx	3	7	28.04.2016 06:30	NA	93.69999695	90.09999847	09.06.2004	6	28.04.2016 04:57	93	2.012837225	Shinichi
190	295	15.06.2004	563	2004\40295.xlsx	2	3	28.04.2016 08:40	NA	93.69999695	90.59999847	13.06.2004	2	28.04.2016 04:57	223	2.367355921	Shinichi
191	296	15.06.2004	564	2004\40296.xlsx	3	3	28.04.2016 08:40	NA	93.69999695	86.19999695	13.06.2004	2	28.04.2016 04:57	223	2.367355921	Shinichi
192	297	15.06.2004	552	2004\40297.xlsx	2	7	28.04.2016 08:40	NA	93.69999695	92.30000305	09.06.2004	6	28.04.2016 04:57	223	2.367355921	Shinichi
193	298	15.06.2004	562	2004\40298.xlsx	4	3	28.04.2016 06:30	NA	93.80000305	85.59999847	13.06.2004	2	28.04.2016 04:57	93	2.012837225	Shinichi
194	300	16.06.2004	566	2004\40300.xlsx	1	3	28.04.2016 06:20	NA	93.69999695	91.90000153	14.06.2004	2	28.04.2016 04:57	83	1.968482949	Shinichi
195	302	16.06.2004	565	2004\40302.xlsx	4	3	28.04.2016 06:20	NA	93.80000305	91.80000305	14.06.2004	2	28.04.2016 04:57	83	1.968482949	Shinichi
196	303	16.06.2004	554	2004\40303.xlsx	4	7	28.04.2016 06:20	NA	93.69999695	92.5	10.06.2004	6	28.04.2016 04:57	83	1.968482949	Shinichi
197	304	16.06.2004	550	2004\40304.xlsx	1	11	28.04.2016 08:20	NA	93.80000305	81.19999695	07.06.2004	9	28.04.2016 04:57	203	2.328379603	Shinichi
198	306	16.06.2004	548	2004\40306.xlsx	1	11	28.04.2016 08:20	NA	93.69999695	82.30000305	06.06.2004	10	28.04.2016 04:57	203	2.328379603	Shinichi
199	307	16.06.2004	549	2004\40307.xlsx	4	11	28.04.2016 08:20	NA	93.69999695	92.5	06.06.2004	10	28.04.2016 04:57	203	2.328379603	Shinichi
200	308	17.06.2004	558	2004\40308.xlsx	2	7	28.04.2016 06:40	CHI 2->1C7D	93.80000305	89.09999847	11.06.2004	6	28.04.2016 04:57	103	2.053078443	Shinichi
201	310	17.06.2004	555	2004\40310.xlsx	1	7	28.04.2016 06:40	NA	93.5	88.69999695	11.06.2004	6	28.04.2016 04:57	103	2.053078443	Shinichi
202	311	17.06.2004	557	2004\40311.xlsx	3	7	28.04.2016 06:40	NA	91.59999847	88.30000305	11.06.2004	6	28.04.2016 04:57	103	2.053078443	Shinichi
203	313	18.06.2004	560	2004\40313.xlsx	4	7	28.04.2016 06:40	NA	93.80000305	92.19999695	12.06.2004	6	28.04.2016 04:57	103	2.053078443	Shinichi
204	315	18.06.2004	559	2004\40315.xlsx	1	7	28.04.2016 06:30	NA	93.80000305	85.69999695	12.06.2004	6	28.04.2016 04:57	93	2.012837225	Shinichi
205	319	18.06.2004	561	2004\40319.xlsx	1	7	28.04.2016 08:20	NA	93.80000305	93.80000305	12.06.2004	6	28.04.2016 04:57	203	2.328379603	Shinichi
206	320	19.06.2004	553	2004\40320.xlsx	3	11	28.04.2016 06:40	NA	93.5	91.59999847	09.06.2004	10	28.04.2016 04:57	103	2.053078443	Shinichi
207	321	19.06.2004	562	2004\40321.xlsx	4	7	28.04.2016 06:40	NA	93.80000305	84.90000153	13.06.2004	6	28.04.2016 04:57	103	2.053078443	Shinichi
208	323	19.06.2004	552	2004\40323.xlsx	2	11	28.04.2016 06:30	NA	93.90000153	91.40000153	09.06.2004	10	28.04.2016 04:57	93	2.012837225	Shinichi
209	324	19.06.2004	568	2004\40324.xlsx	2	3	28.04.2016 08:30	NA	93.59999847	87	17.06.2004	2	28.04.2016 04:57	213	2.348304863	Shinichi
210	325	19.06.2004	565	2004\40325.xlsx	3	7	28.04.2016 08:30	NA	93.59999847	91.09999847	14.06.2004	5	28.04.2016 04:57	213	2.348304863	Shinichi
211	329	20.06.2004	564	2004\40329.xlsx	2	7	28.04.2016 06:30	NA	93.59999847	88.59999847	13.06.2004	7	28.04.2016 04:58	92	2.008600172	Shinichi
212	330	20.06.2004	563	2004\40330.xlsx	1	7	28.04.2016 06:30	NA	93.59999847	89.80000305	13.06.2004	7	28.04.2016 04:58	92	2.008600172	Shinichi
213	331	20.06.2004	570	2004\40331.xlsx	4	3	28.04.2016 08:30	CHI 4->3C3D	93.80000305	91.59999847	18.06.2004	2	28.04.2016 04:58	212	2.346352974	Shinichi
214	333	20.06.2004	554	2004\40333.xlsx	3	11	28.04.2016 08:30	NA	93.69999695	89.19999695	10.06.2004	10	28.04.2016 04:58	212	2.346352974	Shinichi
215	334	21.06.2004	557	2004\40334.xlsx	3	11	28.04.2016 06:40	NA	93.5	87.80000305	11.06.2004	10	28.04.2016 04:58	102	2.049218023	Shinichi
216	335	21.06.2004	555	2004\40335.xlsx	1	11	28.04.2016 07:00	NA	93.69999695	86.5	11.06.2004	10	28.04.2016 04:58	122	2.120573931	Shinichi
217	336	21.06.2004	572	2004\40336.xlsx	2	3	28.04.2016 06:50	NA	93.80000305	83.5	19.06.2004	2	28.04.2016 04:58	112	2.086359831	Shinichi
218	338	22.06.2004	560	2004\40338.xlsx	3	11	28.04.2016 06:30	NA	93.80000305	91.90000153	12.06.2004	10	28.04.2016 04:58	92	2.008600172	Shinichi
219	341	24.06.2004	578	2004\40341.xlsx	4	3	28.04.2016 06:30	NA	93.69999695	89.19999695	22.06.2004	2	28.04.2016 04:59	91	2.004321374	Shinichi
220	342	24.06.2004	575	2004\40342.xlsx	4	4	28.04.2016 06:30	NA	92.69999695	89.40000153	21.06.2004	3	28.04.2016 04:59	91	2.004321374	Shinichi
221	343	24.06.2004	579	2004\40343.xlsx	1	3	28.04.2016 06:30	NA	92.30000305	92.30000305	22.06.2004	2	28.04.2016 04:59	91	2.004321374	Shinichi
222	344	24.06.2004	562	2004\40344.xlsx	3	12	28.04.2016 06:30	NA	93.80000305	85.19999695	13.06.2004	11	28.04.2016 04:59	91	2.004321374	Shinichi
223	345	24.06.2004	565	2004\40345.xlsx	3	11	28.04.2016 08:30	NA	93.80000305	86.80000305	14.06.2004	10	28.04.2016 04:59	211	2.344392274	Shinichi
224	346	24.06.2004	568	2004\40346.xlsx	2	7	28.04.2016 08:30	NA	93.69999695	89.90000153	17.06.2004	7	28.04.2016 04:59	211	2.344392274	Shinichi
225	347	24.06.2004	576	2004\40347.xlsx	2	4	28.04.2016 08:30	NA	93.69999695	91.90000153	21.06.2004	3	28.04.2016 04:59	211	2.344392274	Shinichi
226	348	24.06.2004	570	2004\40348.xlsx	2	8	28.04.2016 08:30	NA	93.5	92.30000305	18.06.2004	6	28.04.2016 04:59	211	2.344392274	Shinichi
227	350	24.06.2004	577	2004\40350.xlsx	4	3	28.04.2016 10:20	CHI 4->3C3D	93.80000305	93.80000305	22.06.2004	2	28.04.2016 04:59	321	2.519827994	Shinichi
228	351	25.06.2004	582	2004\40351.xlsx	3	3	28.04.2016 06:20	NA	93.80000305	93.80000305	23.06.2004	2	28.04.2016 04:59	81	1.959041392	Shinichi
229	352	25.06.2004	583	2004\40352.xlsx	4	3	28.04.2016 06:30	NA	93.80000305	82	23.06.2004	2	28.04.2016 04:59	91	2.004321374	Shinichi
230	353	25.06.2004	580	2004\40353.xlsx	4	3	28.04.2016 06:20	NA	90.80000305	90.80000305	23.06.2004	2	28.04.2016 04:59	81	1.959041392	Shinichi
231	354	25.06.2004	581	2004\40354.xlsx	3	3	28.04.2016 06:20	NA	93.59999847	92.90000153	23.06.2004	2	28.04.2016 04:59	81	1.959041392	Shinichi
232	355	27.06.2004	575	2004\40355.xlsx	4	7	28.04.2016 06:30	NA	93.5	91.19999695	21.06.2004	6	28.04.2016 05:00	90	2	Shinichi
233	356	27.06.2004	576	2004\40356.xlsx	2	7	28.04.2016 08:30	NA	93.5	89.5	21.06.2004	6	28.04.2016 05:00	210	2.342422681	Shinichi
234	358	27.06.2004	574	2004\40358.xlsx	2	7	28.04.2016 06:20	NA	93.5	92.19999695	20.06.2004	7	28.04.2016 05:00	80	1.954242509	Shinichi
235	359	27.06.2004	570	2004\40359.xlsx	2	11	28.04.2016 08:30	NA	93.80000305	88.09999847	18.06.2004	9	28.04.2016 05:00	210	2.342422681	Shinichi
236	360	28.06.2004	579	2004\40360.xlsx	1	7	28.04.2016 06:20	NA	93.69999695	91.5	22.06.2004	6	28.04.2016 05:01	79	1.949390007	Shinichi
237	361	28.06.2004	578	2004\40361.xlsx	3	7	28.04.2016 06:30	NA	93.69999695	92.19999695	22.06.2004	6	28.04.2016 05:01	89	1.995635195	Shinichi
238	362	28.06.2004	568	2004\40362.xlsx	2	11	28.04.2016 08:40	NA	88.09999847	87.5	17.06.2004	11	28.04.2016 05:01	219	2.359835482	Shinichi
239	363	28.06.2004	577	2004\40363.xlsx	2	7	28.04.2016 08:40	NA	93.19999695	92.19999695	22.06.2004	6	28.04.2016 05:01	219	2.359835482	Shinichi
240	365	28.06.2004	585	2004\40365.xlsx	2	3	28.04.2016 08:40	NA	93.69999695	92.40000153	26.06.2004	2	28.04.2016 05:01	219	2.359835482	Shinichi
241	367	29.06.2004	582	2004\40367.xlsx	3	7	28.04.2016 06:30	NA	93.69999695	91.90000153	23.06.2004	6	28.04.2016 05:01	89	1.995635195	Shinichi
242	368	29.06.2004	583	2004\40368.xlsx	3	7	28.04.2016 06:30	NA	93.69999695	86.09999847	23.06.2004	6	28.04.2016 05:01	89	1.995635195	Shinichi
243	369	29.06.2004	580	2004\40369.xlsx	3	7	28.04.2016 06:30	NA	79	78.69999695	23.06.2004	6	28.04.2016 05:01	89	1.995635195	Shinichi
244	370	30.06.2004	588	2004\40370.xlsx	3	3	28.04.2016 08:30	NA	93.69999695	86.5	28.06.2004	2	28.04.2016 05:02	208	2.338456494	Shinichi
245	371	30.06.2004	587	2004\40371.xlsx	3	3	28.04.2016 08:30	NA	93.59999847	92.40000153	28.06.2004	2	28.04.2016 05:02	208	2.338456494	Shinichi
246	372	01.07.2004	575	2004\40372.xlsx	4	11	28.04.2016 06:40	CHI 4->3C11D, 3C NEXT DAY-made into 3.5	93.69999695	90	21.06.2004	10	28.04.2016 05:02	98	2.033423755	Shinichi
247	375	01.07.2004	576	2004\40375.xlsx	2	11	28.04.2016 06:30	NA	93.69999695	88.5	21.06.2004	10	28.04.2016 05:02	88	1.991226076	Shinichi
248	379	01.07.2004	574	2004\40379.xlsx	2	11	28.04.2016 08:30	NA	93.59999847	92.59999847	20.06.2004	11	28.04.2016 05:02	208	2.338456494	Shinichi
249	381	02.07.2004	579	2004\40381.xlsx	1	11	28.04.2016 06:30	NA	93.59999847	85.09999847	22.06.2004	10	28.04.2016 05:03	87	1.986771734	Shinichi
250	382	02.07.2004	578	2004\40382.xlsx	2	11	28.04.2016 06:30	NA	85.09999847	85.09999847	22.06.2004	10	28.04.2016 05:03	87	1.986771734	Shinichi
251	383	02.07.2004	585	2004\40383.xlsx	3	7	28.04.2016 08:20	NA	93.59999847	93.59999847	26.06.2004	6	28.04.2016 05:03	197	2.315970345	Shinichi
252	384	02.07.2004	590	2004\40384.xlsx	1	1	28.04.2016 08:20	Changed number of offspring 1-->0 Isabel Winney 20160225 ; change back Malika Ihle 20160304	93.80000305	92.09999847	01.07.2004	1	28.04.2016 05:03	197	2.315970345	Shinichi
253	388	03.07.2004	583	2004\40388.xlsx	3	11	28.04.2016 06:30	NA	93.69999695	78	23.06.2004	10	28.04.2016 05:04	86	1.982271233	Shinichi
254	390	03.07.2004	582	2004\40390.xlsx	2	11	28.04.2016 08:30	NA	93.69999695	93	23.06.2004	10	28.04.2016 05:04	206	2.334453751	Shinichi
255	391	03.07.2004	580	2004\40391.xlsx	2	11	28.04.2016 08:30	NA	93.69999695	91.19999695	23.06.2004	10	28.04.2016 05:04	206	2.334453751	Shinichi
256	394	04.07.2004	588	2004\40394.xlsx	2	7	28.04.2016 08:30	NA	93.59999847	91	28.06.2004	6	28.04.2016 05:05	205	2.33243846	Shinichi
257	396	04.07.2004	587	2004\40396.xlsx	3	7	28.04.2016 08:30	NA	93.69999695	92.09999847	28.06.2004	6	28.04.2016 05:05	205	2.33243846	Shinichi
258	402	06.07.2004	591	2004\40402.xlsx	4	3	28.04.2016 08:20	NA	60	55.5	04.07.2004	2	28.04.2016 05:06	194	2.309630167	Shinichi
259	403	06.07.2004	585	2004\40403.xlsx	3	11	28.04.2016 08:20	NA	93.80000305	91.30000305	26.06.2004	10	28.04.2016 05:06	194	2.309630167	Shinichi
260	405	07.07.2004	593	2004\40405.xlsx	2	3	28.04.2016 06:30	NA	93.59999847	91.80000305	05.07.2004	2	28.04.2016 05:07	83	1.968482949	Shinichi
261	406	07.07.2004	594	2004\40406.xlsx	2	3	28.04.2016 06:30	NA	93.80000305	91.09999847	05.07.2004	2	28.04.2016 05:07	83	1.968482949	Shinichi
262	407	07.07.2004	592	2004\40407.xlsx	4	3	28.04.2016 06:20	NA	93.80000305	81.19999695	05.07.2004	2	28.04.2016 05:07	73	1.919078092	Shinichi
263	411	09.07.2004	597	2004\40411.xlsx	4	4	28.04.2016 06:30	NA	93.69999695	92.69999695	06.07.2004	3	28.04.2016 05:09	81	1.959041392	Shinichi
264	413	09.07.2004	587	2004\40413.xlsx	3	12	28.04.2016 08:40	NA	91	88	28.06.2004	11	28.04.2016 05:09	211	2.344392274	Shinichi
265	414	09.07.2004	595	2004\40414.xlsx	2	4	28.04.2016 08:40	NA	93.59999847	91.19999695	06.07.2004	3	28.04.2016 05:09	211	2.344392274	Shinichi
266	415	09.07.2004	588	2004\40415.xlsx	2	12	28.04.2016 08:40	NA	93.80000305	92.40000153	28.06.2004	11	28.04.2016 05:09	211	2.344392274	Shinichi
267	417	10.07.2004	598	2004\40417.xlsx	3	3	28.04.2016 06:30	NA	93.59999847	91.80000305	08.07.2004	2	28.04.2016 05:10	80	1.954242509	Shinichi
268	420	10.07.2004	599	2004\40420.xlsx	3	3	28.04.2016 06:30	NA	93.80000305	92.09999847	08.07.2004	2	28.04.2016 05:10	80	1.954242509	Shinichi
269	422	10.07.2004	600	2004\40422.xlsx	1	3	28.04.2016 08:40	NA	93.69999695	86.30000305	08.07.2004	2	28.04.2016 05:10	210	2.342422681	Shinichi
270	423	10.07.2004	601	2004\40423.xlsx	2	3	28.04.2016 08:40	NA	93.59999847	90.5	08.07.2004	2	28.04.2016 05:10	210	2.342422681	Shinichi
271	424	11.07.2004	592	2004\40424.xlsx	4	7	28.04.2016 06:40	NA	93.69999695	88.40000153	05.07.2004	6	28.04.2016 05:11	89	1.995635195	Shinichi
272	426	11.07.2004	604	2004\40426.xlsx	2	3	28.04.2016 06:50	NA	93.69999695	92	09.07.2004	2	28.04.2016 05:11	99	2.037426498	Shinichi
273	427	11.07.2004	591	2004\40427.xlsx	4	7	28.04.2016 08:40	NA	93.80000305	93.80000305	04.07.2004	7	28.04.2016 05:11	209	2.340444115	Shinichi
274	428	11.07.2004	602	2004\40428.xlsx	4	3	28.04.2016 08:30	NA	93.69999695	90	09.07.2004	2	28.04.2016 05:11	199	2.320146286	Shinichi
275	429	11.07.2004	603	2004\40429.xlsx	4	3	28.04.2016 08:30	NA	93.59999847	92.5	09.07.2004	2	28.04.2016 05:11	199	2.320146286	Shinichi
276	431	12.07.2004	606	2004\40431.xlsx	1	3	28.04.2016 08:10	NA	93.80000305	89.59999847	10.07.2004	2	28.04.2016 05:12	178	2.274157849	Shinichi
277	432	12.07.2004	605	2004\40432.xlsx	3	3	28.04.2016 06:40	CHI 4->2C3D	93.69999695	90.19999695	10.07.2004	2	28.04.2016 05:12	88	1.991226076	Shinichi
278	433	12.07.2004	595	2004\40433.xlsx	2	7	28.04.2016 08:20	NA	93.69999695	88.90000153	06.07.2004	6	28.04.2016 05:12	188	2.29666519	Shinichi
279	434	12.07.2004	597	2004\40434.xlsx	4	7	28.04.2016 06:30	NA	93.69999695	92.5	06.07.2004	6	28.04.2016 05:12	78	1.944482672	Shinichi
280	435	13.07.2004	612	2004\40435.xlsx	4	3	28.04.2016 06:40	CHI 4->3C3D	93.69999695	93.69999695	11.07.2004	2	28.04.2016 05:14	86	1.982271233	Shinichi
281	436	13.07.2004	613	2004\40436.xlsx	3	3	28.04.2016 06:30	NA	93.80000305	92.30000305	11.07.2004	2	28.04.2016 05:14	76	1.934498451	Shinichi
282	437	13.07.2004	610	2004\40437.xlsx	4	3	28.04.2016 06:50	CHI 4->3C3D	93.5	90.80000305	11.07.2004	2	28.04.2016 05:14	96	2.025305865	Shinichi
283	438	13.07.2004	608	2004\40438.xlsx	4	3	28.04.2016 06:40	CHI 4->3C3D	93.69999695	90.69999695	11.07.2004	2	28.04.2016 05:14	86	1.982271233	Shinichi
284	440	14.07.2004	598	2004\40440.xlsx	2	7	28.04.2016 06:40	NA	93.69999695	87.90000153	08.07.2004	6	28.04.2016 05:15	85	1.977723605	Shinichi
285	442	14.07.2004	599	2004\40442.xlsx	2	7	28.04.2016 08:30	NA	93.59999847	91.59999847	08.07.2004	6	28.04.2016 05:15	195	2.311753861	Shinichi
286	443	14.07.2004	609	2004\40443.xlsx	2	3	28.04.2016 08:50	NA	93.69999695	91.40000153	12.07.2004	2	28.04.2016 05:15	215	2.352182518	Shinichi
287	444	14.07.2004	614	2004\40444.xlsx	1	3	28.04.2016 08:30	ABANDONED?	88.90000153	66.5	12.07.2004	2	28.04.2016 05:15	195	2.311753861	Shinichi
288	446	15.07.2004	592	2004\40446.xlsx	4	11	28.04.2016 06:30	NA	93.59999847	84.19999695	05.07.2004	10	28.04.2016 05:16	74	1.924279286	Shinichi
289	447	15.07.2004	604	2004\40447.xlsx	2	7	28.04.2016 06:40	NA	93.69999695	92	09.07.2004	6	28.04.2016 05:16	84	1.973127854	Shinichi
290	449	15.07.2004	602	2004\40449.xlsx	2	7	28.04.2016 08:10	NA	93.59999847	88.09999847	09.07.2004	6	28.04.2016 05:16	174	2.264817823	Shinichi
291	450	15.07.2004	591	2004\40450.xlsx	3	11	28.04.2016 08:40	NA	93.69999695	93.09999847	04.07.2004	11	28.04.2016 05:16	204	2.330413773	Shinichi
292	451	16.07.2004	606	2004\40451.xlsx	1	7	28.04.2016 06:40	NA	93.80000305	87.09999847	10.07.2004	6	28.04.2016 05:17	83	1.968482949	Shinichi
293	452	16.07.2004	597	2004\40452.xlsx	4	11	28.04.2016 06:50	NA	93.80000305	89.09999847	06.07.2004	10	28.04.2016 05:17	93	2.012837225	Shinichi
294	453	16.07.2004	605	2004\40453.xlsx	1	7	28.04.2016 07:00	NA	93.59999847	83.59999847	10.07.2004	6	28.04.2016 05:17	103	2.053078443	Shinichi
295	454	16.07.2004	595	2004\40454.xlsx	2	11	28.04.2016 08:30	NA	93.69999695	90.59999847	06.07.2004	10	28.04.2016 05:17	193	2.307496038	Shinichi
296	456	17.07.2004	613	2004\40456.xlsx	2	7	28.04.2016 07:40	NA	93.59999847	91.09999847	11.07.2004	6	28.04.2016 05:18	142	2.181843588	Shinichi
297	458	18.07.2004	598	2004\40458.xlsx	2	11	28.04.2016 06:40	NA	93.69999695	90.80000305	08.07.2004	10	28.04.2016 05:20	80	1.954242509	Shinichi
298	459	18.07.2004	609	2004\40459.xlsx	1	7	28.04.2016 07:00	NA	93.69999695	89.59999847	12.07.2004	6	28.04.2016 05:20	100	2.041392685	Shinichi
299	462	18.07.2004	599	2004\40462.xlsx	1	11	28.04.2016 06:40	NA	93.59999847	92.30000305	08.07.2004	10	28.04.2016 05:20	80	1.954242509	Shinichi
300	463	19.07.2004	618	2004\40463.xlsx	4	3	28.04.2016 06:40	NA	93.69999695	88.90000153	17.07.2004	2	28.04.2016 05:21	79	1.949390007	Shinichi
301	464	19.07.2004	604	2004\40464.xlsx	2	11	28.04.2016 06:50	NA	93.80000305	89.30000305	09.07.2004	10	28.04.2016 05:21	89	1.995635195	Shinichi
302	465	19.07.2004	602	2004\40465.xlsx	2	11	28.04.2016 06:40	NA	93.69999695	86.90000153	09.07.2004	10	28.04.2016 05:21	79	1.949390007	Shinichi
303	466	19.07.2004	619	2004\40466.xlsx	1	3	28.04.2016 08:40	NA	93.80000305	92.40000153	17.07.2004	2	28.04.2016 05:21	199	2.320146286	Shinichi
304	467	19.07.2004	620	2004\40467.xlsx	1	3	28.04.2016 08:40	NA	93.80000305	89.59999847	17.07.2004	2	28.04.2016 05:21	199	2.320146286	Shinichi
305	469	20.07.2004	621	2004\40469.xlsx	3	3	28.04.2016 06:50	NA	93.80000305	85.69999695	18.07.2004	2	28.04.2016 05:22	88	1.991226076	Shinichi
306	470	20.07.2004	605	2004\40470.xlsx	1	11	28.04.2016 06:50	NA	93.59999847	92	10.07.2004	10	28.04.2016 05:22	88	1.991226076	Shinichi
307	471	20.07.2004	606	2004\40471.xlsx	1	11	28.04.2016 06:30	NA	93.59999847	88	10.07.2004	10	28.04.2016 05:22	68	1.892094603	Shinichi
308	473	21.07.2004	625	2004\40473.xlsx	3	3	28.04.2016 06:30	NA	93.80000305	90.69999695	19.07.2004	2	28.04.2016 05:24	66	1.880813592	Shinichi
309	475	22.07.2004	610	2004\40475.xlsx	1	12	28.04.2016 09:10	NA	93.59999847	71.59999847	11.07.2004	11	28.04.2016 05:25	225	2.371067862	Shinichi
310	476	22.07.2004	609	2004\40476.xlsx	1	11	28.04.2016 06:40	NA	93.59999847	82.40000153	12.07.2004	10	28.04.2016 05:25	75	1.929418926	Shinichi
311	477	22.07.2004	613	2004\40477.xlsx	2	12	28.04.2016 09:10	NA	93.80000305	65.69999695	11.07.2004	11	28.04.2016 05:25	225	2.371067862	Shinichi
312	478	23.07.2004	618	2004\40478.xlsx	3	7	28.04.2016 06:50	NA	93.69999695	87.09999847	17.07.2004	6	28.04.2016 05:26	84	1.973127854	Shinichi
313	479	23.07.2004	626	2004\40479.xlsx	4	3	28.04.2016 06:40	CHI 4->3C3D	79.09999847	79.09999847	21.07.2004	2	28.04.2016 05:26	74	1.924279286	Shinichi
314	480	23.07.2004	627	2004\40480.xlsx	2	3	28.04.2016 06:40	NA	93.59999847	93.59999847	21.07.2004	2	28.04.2016 05:26	74	1.924279286	Shinichi
