"BroodRef","SocialMumID","SocialDadID","BroodName","NestboxRef","SocialDadCertain","SocialdadIsGenetic","SocialMumCertain","SocialMumIsGenetic","Notes","HatchingDate","BreedingYear","HatchingDayAfter0401","NbHatched","Nb3","NbRinged","LastLiveRecordSocialDad","LastLiveRecordSocialDadSource","LastLiveRecordSocialMum","LastLiveRecordSocialMumSource","CohortDad","CohortMum","DadAge","MumAge","ParentsAge","MPrevNbRinged","MBroodNb","MPriorResidence","MPrevFemaleLastSeenAlive","MwithsameF","MDivorce","MDivorceforEx","FPrevNbRinged","FBroodNb","FPriorResidence","FPrevMaleLastSeenAlive","FwithsameM","FDivorce","FDivorceforEx","PairID","PairIDYear","PairBroodNb","AvgMass","MinMass","MaxMass","CVMass","nMass","AvgTarsus","nTarsus","nDiff","AvgClassAge"
51,903,354,"E037",64,1,0,1,0,NA,2005-05-15,2005,43,3,3,3,"20.11.2005","C","17.11.2005","C",2002,2003,3,2,2.5,2,6,FALSE,"17.11.2005",TRUE,FALSE,NA,2,4,FALSE,"20.11.2005",FALSE,TRUE,TRUE,"354903","3549032005",4,20.8333333333333,16.8999996185303,24.5,0.182736554737962,3,17.5333331425985,3,0,12
52,309,993,"E038",126,1,0,1,0,"Mum:FROM GENETICS",2005-05-15,2005,43,3,2,2,"17.11.2005","C","20.08.2005","SP",2003,2002,2,3,2.5,NA,1,NA,NA,NA,NA,NA,0,9,FALSE,"30.01.2005",FALSE,FALSE,NA,"993309","9933092005",1,16.3000001907349,13.3999996185303,19.2000007629395,0.251608429123449,2,15.8500003814697,2,0,12
53,353,725,"E039",93,1,0,1,0,"Dad:FROM GENETICS
Mum:FROM GENETICS",2005-05-15,2005,43,4,2,3,"26.10.2006","C","08.05.2007","SP",2002,2002,3,3,3,1,5,TRUE,"08.05.2007",TRUE,FALSE,NA,1,7,TRUE,"26.10.2006",FALSE,TRUE,TRUE,"725353","7253532005",4,17.5999997456868,12,22.3999996185303,0.298065401691154,3,16.3666661580404,3,0,12
54,985,409,"E040",35,1,0,1,0,NA,2005-05-16,2005,44,5,0,0,"30.08.2005","S","07.08.2005","SP",2002,2003,3,2,2.5,3,4,FALSE,"07.08.2005",TRUE,FALSE,NA,0,5,FALSE,"17.11.2005",FALSE,TRUE,TRUE,"409985","4099852005",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,76,287,"E041",60,1,0,1,0,NA,2005-05-16,2005,44,5,3,3,"04.05.2006","EP","27.06.2005","SP",2002,2001,3,4,3.5,3,5,TRUE,"27.06.2005",TRUE,FALSE,NA,3,6,TRUE,"04.05.2006",FALSE,TRUE,TRUE,"28776","287762005",3,16.3666667938232,13.6000003814697,17.7999992370605,0.146427198631194,3,16.3333333333333,3,0,12
56,988,145,"E042",69,1,0,1,0,NA,2005-05-16,2005,44,2,1,1,"15.11.2005","C","14.07.2006","SP",2001,2003,4,2,3,0,8,TRUE,"14.07.2006",TRUE,FALSE,NA,0,6,TRUE,"15.11.2005",FALSE,TRUE,TRUE,"145988","1459882005",6,26.5,26.5,26.5,NA,1,18.2000007629395,1,0,13
57,960,650,"E043",128,1,0,1,0,"Mum:FROM GENETICS",2005-05-16,2005,44,5,3,4,"13.06.2007","EP","30.08.2005","S",2002,2003,3,2,2.5,0,6,TRUE,NA,NA,NA,NA,0,5,TRUE,"13.06.2007",FALSE,TRUE,TRUE,"650960","6509602005",5,13.1749999523163,7.19999980926514,18.5,0.363396192532258,4,14.9500000476837,4,0,12
58,4273,4153,"E044",148,1,0,1,0,NA,2005-05-16,2005,44,5,2,2,"01.06.2006","S","20.11.2005","C",2000,2000,5,5,5,2,13,TRUE,"20.11.2005",TRUE,FALSE,NA,2,8,TRUE,"01.06.2006",FALSE,TRUE,TRUE,"41534273","415342732005",7,19.5999994277954,17.3999996185303,21.7999992370605,0.158738129017307,2,16.6000003814697,2,0,12
59,540,1053,"E045",133,1,0,1,0,NA,2005-05-16,2005,44,5,2,2,"19.11.2005","C","12.08.2005","S",2003,2003,2,2,2,2,3,TRUE,"13.08.2006",FALSE,TRUE,FALSE,2,3,TRUE,"30.08.2004",FALSE,FALSE,NA,"1053540","10535402005",1,18,14,22,0.314269680527354,2,16.6499996185303,2,0,12
60,646,500,"E046",103,1,0,1,0,NA,2005-05-16,2005,44,4,3,3,"23.07.2006","EP","16.11.2005","C",2003,2002,2,3,2.5,1,4,TRUE,"16.11.2005",TRUE,FALSE,NA,1,8,TRUE,"23.07.2006",FALSE,TRUE,TRUE,"500646","5006462005",4,26.2333335876465,25.7000007629395,27,0.0259475241563521,3,18.3333333333333,3,0,12
61,346,1956,"E047",89,1,0,1,0,NA,2005-05-16,2005,44,4,3,3,"25.07.2006","SP","27.05.2005","SP",2004,2002,1,3,2,NA,1,NA,NA,NA,NA,NA,0,6,TRUE,"30.08.2004",FALSE,FALSE,NA,"1956346","19563462005",1,26.5333334604899,24.1000003814697,28,0.0799787634315174,3,18.3666667938232,3,0,12
62,45,166,"E048",17,1,0,1,0,NA,2005-05-16,2005,44,5,3,3,"22.05.2007","EP","11.08.2006","SP",2001,2001,4,4,4,4,8,TRUE,"11.08.2006",TRUE,FALSE,NA,4,9,TRUE,"22.05.2007",FALSE,TRUE,TRUE,"16645","166452005",8,20.6666666666667,18.5,23.2999992370605,0.117763991572051,3,16.5333334604899,3,0,12
63,592,418,"E049",129,1,0,1,0,NA,2005-05-16,2005,44,4,1,1,"06.02.2007","C","23.07.2007","SP",2002,2002,3,3,3,0,4,FALSE,"23.07.2007",TRUE,FALSE,NA,0,4,FALSE,"06.02.2007",FALSE,TRUE,TRUE,"418592","4185922005",4,16.5,16.5,16.5,NA,1,15,1,0,12
64,1589,393,"E050",138,1,0,1,0,NA,2005-05-18,2005,46,3,0,0,"20.11.2005","C","20.11.2005","C",2002,2004,3,1,2,3,4,FALSE,"30.08.2004",FALSE,FALSE,NA,NA,1,NA,NA,NA,NA,NA,"3931589","39315892005",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,338,466,"E051",122,1,0,1,0,NA,2005-05-18,2005,46,4,0,0,"10.07.2006","SP","07.05.2007","SP",2002,2002,3,3,3,3,3,FALSE,"07.07.2007",FALSE,TRUE,FALSE,NA,1,NA,NA,NA,NA,NA,"466338","4663382005",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,4391,4265,"E052",143,1,0,1,0,NA,2005-05-18,2005,46,5,2,2,"30.08.2005","SP","16.11.2005","C",2000,2003,5,2,3.5,0,14,TRUE,"30.08.2004",FALSE,FALSE,NA,NA,1,NA,NA,NA,NA,NA,"42654391","426543912005",1,13.5,12.5,14.5,0.104756560175785,2,15.5,2,0,11
67,892,4435,"E053",123,1,0,1,0,NA,2005-05-19,2005,47,4,0,0,"17.08.2006","C","17.08.2006","C",1997,2003,8,2,5,0,15,TRUE,"17.08.2006",TRUE,FALSE,NA,0,5,TRUE,"17.08.2006",FALSE,TRUE,TRUE,"4435892","44358922005",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,556,23,"E054",130,1,0,1,0,NA,2005-05-19,2005,47,5,3,3,"14.05.2007","EP","30.08.2005","S",2001,2003,4,2,3,0,5,FALSE,"30.08.2005",TRUE,FALSE,NA,0,5,FALSE,"14.05.2007",FALSE,TRUE,TRUE,"23556","235562005",5,18.0333334604899,16.1000003814697,20,0.108144992759239,3,15.7999998728434,3,0,12
69,1054,823,"E055",137,1,0,1,0,NA,2005-05-19,2005,47,4,0,0,"16.08.2006","SP","28.06.2006","SP",2003,2003,2,2,2,1,2,FALSE,"28.06.2006",TRUE,FALSE,NA,1,2,FALSE,"16.08.2006",FALSE,TRUE,TRUE,"8231054","82310542005",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,1446,4423,"E056",12,1,0,1,0,NA,2005-05-19,2005,47,4,2,3,"08.07.2005","SP","09.02.2007","C",2001,2004,4,1,2.5,2,6,FALSE,"30.08.2005",FALSE,TRUE,FALSE,NA,1,NA,NA,NA,NA,NA,"44231446","442314462005",1,15.3333336512248,6.19999980926514,21.2000007629395,0.522770757909217,3,15.1333335240682,3,0,12
71,605,1227,"E057",13,1,0,1,0,NA,2005-05-19,2005,47,5,4,4,"06.02.2007","C","30.08.2005","S",2004,2002,1,3,2,NA,1,NA,NA,NA,NA,NA,2,5,TRUE,"08.07.2005",FALSE,TRUE,FALSE,"1227605","12276052005",1,16.6750001907349,9,21.2000007629395,0.323814953759811,4,15.3749997615814,4,0,12
72,1318,1210,"E058",18,1,0,1,0,NA,2005-05-19,2005,47,3,3,3,"06.02.2007","C","02.08.2005","SP",2004,2004,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"12101318","121013182005",1,23.2000007629395,18.2000007629395,28.2000007629395,0.215517271123509,3,17.8333333333333,3,0,12
73,419,765,"E059",99,1,0,1,0,NA,2005-05-19,2005,47,2,2,2,"20.05.2006","C","14.11.2005","C",2003,2002,2,3,2.5,3,3,FALSE,"16.11.2005",FALSE,TRUE,FALSE,2,7,FALSE,"30.01.2005",FALSE,FALSE,NA,"765419","7654192005",1,21.1000003814697,17.6000003814697,24.6000003814697,0.234585240079325,2,16.8000001907349,2,0,13
74,784,1095,"E060",139,1,0,1,0,NA,2005-05-20,2005,48,6,0,0,"06.02.2007","C","11.05.2007","SP",2003,2003,2,2,2,3,3,FALSE,"30.01.2005",FALSE,FALSE,NA,0,3,FALSE,"09.06.2006",FALSE,TRUE,FALSE,"1095784","10957842005",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,963,505,"E061",6,1,0,1,0,NA,2005-05-20,2005,48,4,0,0,"30.07.2005","SP","13.08.2006","C",2003,2003,2,2,2,NA,1,NA,NA,NA,NA,NA,2,2,FALSE,"19.11.2005",FALSE,TRUE,FALSE,"505963","5059632005",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,1069,1935,"E062",61,1,0,1,0,NA,2005-05-20,2005,48,4,3,3,"16.11.2005","C","17.11.2005","C",2004,2003,1,2,1.5,0,2,TRUE,"17.11.2005",TRUE,FALSE,NA,0,4,TRUE,"16.11.2005",FALSE,TRUE,TRUE,"19351069","193510692005",2,17.0333334604899,14.6000003814697,21,0.203400117863757,3,16.0666669209798,3,0,12
77,832,1464,"E063",87,1,0,1,0,NA,2005-05-20,2005,48,3,0,0,"12.08.2006","SP","30.08.2005","S",2004,2003,1,2,1.5,NA,1,NA,NA,NA,NA,NA,2,3,TRUE,"30.01.2005",FALSE,FALSE,NA,"1464832","14648322005",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,1047,1226,"E064",90,1,0,1,0,NA,2005-05-20,2005,48,4,1,1,"08.06.2006","EP","31.07.2006","C",2004,2003,1,2,1.5,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"12261047","122610472005",1,25.5,25.5,25.5,NA,1,19.1000003814697,1,0,12
79,512,765,"E065",100,1,0,1,0,NA,2005-05-20,2005,48,3,0,0,"20.05.2006","C","16.11.2005","C",2003,2003,2,2,2,2,4,FALSE,"14.11.2005",FALSE,TRUE,TRUE,3,3,TRUE,"20.05.2006",FALSE,TRUE,TRUE,"765512","7655122005",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,542,251,"E066",124,1,0,1,0,NA,2005-05-21,2005,49,5,0,0,"16.11.2005","C","07.07.2007","SP",2001,2003,4,2,3,4,3,TRUE,"17.06.2004",FALSE,FALSE,NA,3,2,FALSE,"10.07.2006",FALSE,TRUE,FALSE,"251542","2515422005",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,927,1717,"E067",85,1,0,1,0,NA,2005-05-21,2005,49,5,1,1,"17.11.2005","C","19.07.2009","SP",2004,2003,1,2,1.5,NA,1,NA,NA,NA,NA,NA,0,2,FALSE,"10.07.2006",FALSE,TRUE,FALSE,"1717927","17179272005",1,26.7000007629395,26.7000007629395,26.7000007629395,NA,1,18.5,1,0,12
82,1100,959,"E068",88,1,0,1,0,"Mum:FROM GENETICS,TB09206",2005-05-21,2005,49,5,0,0,"09.08.2006","SP","11.08.2007","SP",2003,2002,2,3,2.5,0,2,FALSE,"04.07.2006",FALSE,TRUE,FALSE,2,4,TRUE,"30.01.2005",FALSE,FALSE,NA,"9591100","95911002005",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,1827,1353,"E069",92,1,0,1,0,NA,2005-05-21,2005,49,5,2,3,"24.05.2006","SP","11.08.2006","SP",2004,2004,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"13531827","135318272005",1,17.8333333333333,12,24.7000007629395,0.359593300796238,3,16.0666669209798,3,0,11.3333333333333
84,571,974,"E070",14,1,0,1,0,"Dad:FROM GENETICS
Mum:FROM GENETICS",2005-05-19,2005,47,3,0,0,"18.11.2005","C","20.07.2006","S",2003,2003,2,2,2,NA,1,NA,NA,NA,NA,NA,0,3,FALSE,"08.07.2005",FALSE,TRUE,FALSE,"974571","9745712005",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,1228,115,"E071",78,1,0,1,0,NA,2005-05-22,2005,50,3,0,0,"18.07.2006","EP","17.11.2005","C",2001,2004,4,1,2.5,4,7,FALSE,"17.11.2005",FALSE,TRUE,FALSE,NA,1,NA,NA,NA,NA,NA,"1151228","11512282005",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,857,1569,"E072",95,1,0,1,0,NA,2005-05-22,2005,50,5,0,0,"20.07.2007","EP","12.08.2006","SP",2004,2003,1,2,1.5,NA,1,NA,NA,NA,NA,NA,2,4,TRUE,"24.11.2004",FALSE,FALSE,NA,"1569857","15698572005",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,1907,504,"E073",80,1,0,1,0,"abandoned
Dad:FROM GENETICS;VX04229",NA,NA,NA,0,0,0,"17.11.2005","C","16.11.2005","C",2003,2004,NA,NA,NA,0,8,FALSE,"30.08.2005",FALSE,NA,NA,0,3,TRUE,"17.11.2005",FALSE,NA,NA,"5041907","5041907NA",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,1739,46,"E074",82,1,0,1,0,NA,2005-05-23,2005,51,3,0,0,"01.12.2007","C","10.08.2005","SP",2001,2004,4,1,2.5,0,9,TRUE,"23.08.2007",FALSE,TRUE,FALSE,NA,1,NA,NA,NA,NA,NA,"461739","4617392005",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,929,115,"E075",77,1,0,1,0,"Dad:FROM GENETICS
Mum:FROM GENETICS",2005-05-23,2005,51,6,0,0,"18.07.2006","EP","23.08.2007","SP",2001,2003,4,2,3,0,8,FALSE,"17.11.2005",FALSE,TRUE,FALSE,0,4,FALSE,"01.12.2007",FALSE,TRUE,FALSE,"115929","1159292005",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,2004,823,"E076",134,1,0,1,0,"Mum:FROM GENETICS",2005-05-24,2005,52,3,0,0,"16.08.2006","SP","08.08.2008","SP",2003,2003,2,2,2,0,3,FALSE,"28.06.2006",FALSE,TRUE,FALSE,NA,1,NA,NA,NA,NA,NA,"8232004","82320042005",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,256,1448,"E077",15,1,0,1,0,"Dad:FROM GENETICS",2005-05-24,2005,52,3,2,2,"08.07.2007","EP","05.08.2006","SP",2004,2002,1,3,2,NA,1,NA,NA,NA,NA,NA,1,5,TRUE,"30.01.2005",FALSE,FALSE,NA,"1448256","14482562005",1,19.8500003814697,18.5,21.2000007629395,0.0961808046266446,2,15.8000001907349,2,0,12
92,860,114,"E078",97,1,0,1,0,"Dad:FROM GENETICS",2005-05-24,2005,52,4,3,3,"14.08.2006","SP","04.12.2007","C",2001,2003,4,2,3,2,7,FALSE,"04.12.2007",TRUE,FALSE,NA,2,3,FALSE,"14.08.2006",FALSE,TRUE,TRUE,"114860","1148602005",3,22.3666661580404,19.2999992370605,24.3999996185303,0.120825741111595,3,17.8333333333333,3,0,12
93,1544,504,"E079",81,1,0,1,0,NA,2005-05-24,2005,52,3,2,2,"17.11.2005","C","20.11.2005","C",2003,2004,2,1,1.5,3,3,TRUE,"16.11.2005",FALSE,TRUE,FALSE,NA,1,NA,NA,NA,NA,NA,"5041544","50415442005",1,17.25,13.6000003814697,20.8999996185303,0.299239415449808,2,16.7500004768372,2,0,12
94,122,1448,"E080",16,1,0,1,0,NA,2005-05-25,2005,53,3,3,3,"08.07.2007","EP","19.11.2005","C",2004,2001,1,4,2.5,2,2,FALSE,"05.08.2006",FALSE,TRUE,FALSE,1,7,TRUE,"30.01.2005",FALSE,FALSE,NA,"1448122","14481222005",1,22.9333330790202,22.5,23.5,0.0223761866032388,3,17.8333333333333,3,0,12
95,206,2018,"E081",147,1,0,1,0,"Mum:FROM GENETICS",2005-05-25,2005,53,4,3,3,"13.05.2006","SP","09.02.2007","C",2003,2001,2,4,3,0,3,FALSE,"21.05.2006",FALSE,TRUE,TRUE,0,12,TRUE,"13.05.2006",FALSE,TRUE,TRUE,"2018206","20182062005",2,17.5333334604899,13,21.5,0.244006062429437,3,17.5333334604899,3,0,12
96,1386,591,"E082",65,1,0,1,0,NA,2005-05-25,2005,53,4,2,2,"17.11.2005","C","16.11.2005","C",2002,2004,3,1,2,0,4,FALSE,"30.01.2005",FALSE,FALSE,NA,NA,1,NA,NA,NA,NA,NA,"5911386","59113862005",1,13.75,13.5,14,0.025712973861329,2,14.5999999046326,2,0,12
97,569,1717,"E083",86,1,0,1,0,"Dad:FROM GENETICS",NA,NA,NA,0,0,0,"17.11.2005","C","26.06.2005","SP",2004,2003,NA,NA,NA,1,4,FALSE,"19.07.2009",FALSE,NA,NA,1,2,TRUE,"17.11.2005",FALSE,NA,NA,"1717569","1717569NA",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,1048,591,"E084",57,1,0,1,0,"Dad:LOST EVERYTHING?, TA14518",2005-06-02,2005,61,2,1,1,"17.11.2005","C","15.11.2005","C",2002,2003,3,2,2.5,2,5,FALSE,"16.11.2005",FALSE,TRUE,FALSE,0,4,FALSE,"30.01.2005",FALSE,FALSE,NA,"5911048","59110482005",1,18,18,18,NA,1,15.1000003814697,1,0,12
99,649,460,"E085",39,1,0,1,0,"ABANDONED",NA,NA,NA,0,0,0,"19.11.2005","C","17.11.2005","C",2002,2002,NA,NA,NA,4,8,FALSE,"17.11.2005",TRUE,FALSE,NA,4,10,FALSE,"19.11.2005",FALSE,NA,NA,"460649","460649NA",7,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,560,4230,"E086",44,1,0,1,0,NA,2005-06-04,2005,63,3,2,2,"02.07.2006","SP","16.11.2005","C",2000,2003,5,2,3.5,0,14,FALSE,"13.05.2006",FALSE,TRUE,TRUE,0,2,FALSE,"02.07.2006",FALSE,TRUE,TRUE,"4230560","42305602005",2,20.8500003814697,20.5,21.2000007629395,0.0237398510216187,2,17,2,0,12
101,1507,1500,"E087",43,1,0,1,0,NA,2005-06-04,2005,63,4,4,4,"15.06.2005","SP","01.07.2005","SP",2004,2004,1,1,1,0,2,TRUE,"01.07.2005",TRUE,FALSE,NA,0,2,TRUE,"15.06.2005",FALSE,TRUE,TRUE,"15001507","150015072005",2,19.4500005245209,12.8000001907349,24.6000003814697,0.302527491061939,4,17.3999998569489,4,0,12
102,416,4418,"E088",53,1,0,1,0,NA,2005-06-05,2005,64,2,1,1,"17.11.2005","C","15.11.2005","C",1999,2002,6,3,4.5,0,12,FALSE,"15.11.2005",TRUE,FALSE,NA,0,8,FALSE,"17.11.2005",FALSE,TRUE,TRUE,"4418416","44184162005",7,25.2000007629395,25.2000007629395,25.2000007629395,NA,1,19,1,0,12
103,521,1038,"E089",33,1,0,1,0,NA,2005-06-05,2005,64,3,0,0,"18.11.2005","C","05.06.2005","SP",2003,2003,2,2,2,0,5,TRUE,"05.06.2005",TRUE,FALSE,NA,0,5,TRUE,"18.11.2005",FALSE,TRUE,TRUE,"1038521","10385212005",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,913,818,"E090",67,1,0,1,0,NA,2005-06-05,2005,64,3,0,0,"17.11.2005","C","17.11.2005","C",2003,2003,2,2,2,0,5,FALSE,"17.11.2005",TRUE,FALSE,NA,0,4,FALSE,"17.11.2005",FALSE,TRUE,TRUE,"818913","8189132005",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,604,4304,"E091",74,1,0,1,0,"Dad:FROM GENETICS
Mum:FROM GENETICS",2005-06-05,2005,64,5,2,2,"14.08.2007","C","09.06.2006","SP",2000,2002,5,3,4,0,11,TRUE,"09.06.2006",TRUE,FALSE,NA,0,7,TRUE,"14.08.2007",FALSE,TRUE,TRUE,"4304604","43046042005",5,19.75,18,21.5,0.125310062488755,2,17.4499998092651,2,0,12
106,471,661,"E092",41,1,0,1,0,NA,2005-06-05,2005,64,4,3,2,"01.12.2007","C","18.11.2005","C",2002,2002,3,3,3,0,6,TRUE,"18.11.2005",TRUE,FALSE,NA,0,8,TRUE,"01.12.2007",FALSE,TRUE,TRUE,"661471","6614712005",6,26.7999992370605,26.2999992370605,27.2999992370605,0.0263846143463626,2,19.25,2,0,12
107,1718,1738,"E093",27,1,0,1,0,NA,2005-06-05,2005,64,3,3,3,"17.11.2005","C","13.09.2005","C",2004,2004,1,1,1,0,2,FALSE,"13.09.2005",TRUE,FALSE,NA,0,2,FALSE,"17.11.2005",FALSE,TRUE,TRUE,"17381718","173817182005",2,22.1999994913737,21,24.2999992370605,0.0821996800972288,3,18.533332824707,3,0,12
108,2007,2012,"E094",23,1,0,1,0,"Dad:FROM GENETICS TC19624",2005-06-05,2005,64,3,3,3,"13.09.2005","C","13.06.2006","SP",2003,2003,2,2,2,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"20122007","201220072005",1,22.3666667938232,20.6000003814697,23.3999996185303,0.0687326654691411,3,18.6000003814697,3,0,12
109,1558,902,"E095",68,1,0,1,0,NA,2005-06-06,2005,65,4,3,3,"15.11.2005","C","26.07.2005","SP",2003,2004,2,1,1.5,0,3,FALSE,"15.11.2005",FALSE,TRUE,FALSE,NA,1,NA,NA,NA,NA,NA,"9021558","90215582005",1,17.7000001271566,13.3999996185303,20.5,0.213571215380334,3,17.200000445048,3,0,12
110,NA,11,"E096",31,1,0,0,0,"ABANDONED
Mum:TA14561???",NA,NA,NA,0,0,0,"17.11.2005","C",NA,NA,2001,NA,NA,NA,NA,0,11,FALSE,"14.07.2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11NA","11NANA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,912,NA,"E097",115,0,0,1,0,"ABANDONED",NA,NA,NA,0,0,0,NA,NA,"04.07.2006","SP",NA,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,FALSE,"14.08.2006",FALSE,NA,NA,"NA912","NA912NA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,4425,962,"E098",136,1,0,1,0,"Dad:FROM GENETICS",2005-06-08,2005,67,3,0,1,"12.02.2007","C","16.07.2007","SP",2003,2003,2,2,2,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"9624425","96244252005",1,19,19,19,NA,1,17.2000007629395,1,0,12
113,524,2018,"E099",146,1,0,1,0,"Dad:FROM GENETICS",2005-06-10,2005,69,4,2,2,"13.05.2006","SP","21.05.2006","SP",2003,2003,2,2,2,3,4,FALSE,"09.02.2007",FALSE,TRUE,TRUE,0,3,TRUE,"13.05.2006",FALSE,TRUE,TRUE,"2018524","20185242005",2,16.6000003814697,15,18.2000007629395,0.136309676883993,2,16.5999999046326,2,0,12
114,338,466,"E100",121,1,0,1,0,NA,2005-06-10,2005,69,5,3,3,"10.07.2006","SP","07.05.2007","SP",2002,2002,3,3,3,0,4,FALSE,"07.05.2007",TRUE,FALSE,NA,0,2,FALSE,"10.07.2006",FALSE,TRUE,TRUE,"466338","4663382005",2,26.4333330790202,24.3999996185303,28.8999996185303,0.0862955928374123,3,19.5333334604899,3,0,12
115,4424,537,"E101",108,1,0,1,0,NA,2005-06-10,2005,69,4,2,2,"30.08.2005","S","13.05.2006","C",2003,2001,2,4,3,1,2,FALSE,"30.01.2005",FALSE,FALSE,NA,0,8,FALSE,"02.07.2006",FALSE,TRUE,FALSE,"5374424","53744242005",1,20.3999996185303,18.7999992370605,22,0.110918745904829,2,16.3500003814697,2,0,12
116,533,417,"E102",3,1,0,1,0,NA,2005-06-11,2005,70,5,4,4,"07.08.2007","SP","01.08.2005","SP",2002,2003,3,2,2.5,1,7,TRUE,"01.08.2005",TRUE,FALSE,NA,1,4,TRUE,"07.08.2007",FALSE,TRUE,TRUE,"417533","4175332005",4,20.3249998092651,15.3999996185303,24.5,0.191287028167429,4,17.5500001907349,4,0,12.5
117,1589,393,"E103",138,1,0,1,0,"Dad:FROM GENETICS
Mum:FROM GENETICS",2005-06-12,2005,71,4,0,0,"20.11.2005","C","20.11.2005","C",2002,2004,3,1,2,0,5,TRUE,"20.11.2005",TRUE,FALSE,NA,0,2,TRUE,"20.11.2005",FALSE,TRUE,TRUE,"3931589","39315892005",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,832,1464,"E104",87,1,0,1,0,NA,2005-06-13,2005,72,5,3,3,"12.08.2006","SP","30.08.2005","S",2004,2003,1,2,1.5,0,2,TRUE,"30.08.2005",TRUE,FALSE,NA,0,4,TRUE,"12.08.2006",FALSE,TRUE,TRUE,"1464832","14648322005",2,27.5333334604899,26.5,28.8999996185303,0.0448266527435995,3,19.9333337148031,3,0,12
119,586,285,"E105",59,1,0,1,0,"INFERTILE
Dad:FROM GENETICS; TC19528
Mum:FROM GENETICS",NA,NA,NA,0,0,0,"05.06.2006","SP","01.12.2007","C",2002,2002,NA,NA,NA,0,8,FALSE,"01.12.2007",TRUE,FALSE,NA,3,11,FALSE,"11.02.2009",FALSE,NA,NA,"285586","285586NA",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1514,1929,"E106",119,1,0,1,0,NA,2005-06-14,2005,73,3,2,2,"19.10.2005","C","22.05.2006","C",2004,2004,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"19291514","192915142005",1,27.1999998092651,26,28.3999996185303,0.0623919735858843,2,18.6499996185303,2,0,12
121,1940,1970,"E107",7,1,0,1,0,NA,2005-06-14,2005,73,2,0,0,"16.07.2005","SP","12.05.2006","SP",2004,2004,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"19701940","197019402005",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,1100,959,"E108",88,1,0,1,0,"Mum:FROM GENETICS",2005-06-14,2005,73,4,3,3,"09.08.2006","SP","11.08.2007","SP",2003,2002,2,3,2.5,0,3,TRUE,"11.08.2007",TRUE,FALSE,NA,0,5,TRUE,"09.08.2006",FALSE,TRUE,TRUE,"9591100","95911002005",2,28.2333335876465,26.7999992370605,30.2000007629395,0.0623951456201979,3,19.0333334604899,3,0,12
123,1228,115,"E109",78,1,0,1,0,NA,2005-06-14,2005,73,3,0,0,"18.07.2006","EP","17.11.2005","C",2001,2004,4,1,2.5,0,9,FALSE,"23.08.2007",FALSE,TRUE,TRUE,0,2,TRUE,"18.07.2006",FALSE,TRUE,TRUE,"1151228","11512282005",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,442,457,"E110",32,1,0,1,0,NA,2005-06-14,2005,73,5,1,1,"29.06.2006","SP","16.11.2005","C",2002,2002,3,3,3,1,6,TRUE,"16.11.2005",TRUE,FALSE,NA,1,8,TRUE,"29.06.2006",FALSE,TRUE,TRUE,"457442","4574422005",5,28.2000007629395,28.2000007629395,28.2000007629395,NA,1,19.5,1,0,12
