sort	DVDRef	Filename	MVisit1	FVisit1	MVisit2	FVisit2	ShareTime1	MTime1	FTime1	MTime2	FTime2	Protocol	ShareTime12	NbAlternation	EffectiveTime	MFTime1	MFTime02	MFTime2	FVisit1RateH	MVisit1RateH	DiffVisit1Rate	FTime1RateH	MTime1RateH	DiffTime1Rate	AlternationValue
1201	2693	2011\VK0183.xlsx	6	14	NA	NA	0	2.6	26	NA	NA	Issie	NA	12	80.4	28.6	51.8	NA	10	4	6	19.4	1.94	17.46	63.2
1202	2696	2011\VK0185.xlsx	27	9	NA	NA	0.5	8.5	28.7	NA	NA	Issie	NA	18	89.1	36.7	52.4	NA	6	18	12	19.33	5.72	13.61	51.4
1203	2697	2011\VK0187.xlsx	12	9	NA	NA	1.3	20.1	39.8	NA	NA	Issie	NA	16	88.5	58.6	29.9	NA	6	8	2	26.98	13.63	13.35	80
1204	2698	2011\VK0188.xlsx	32	6	NA	NA	2	25.9	25.3	NA	NA	Issie	NA	12	90	49.2	40.8	NA	4	21	17	16.87	17.27	0.4	32.4
1205	2699	2011\VK0189.xlsx	14	11	NA	NA	0.2	15.6	26.7	NA	NA	Issie	NA	10	86	42.1	43.9	NA	8	10	2	18.63	10.88	7.75	41.7
1206	2700	2011\VK0190.xlsx	7	7	NA	NA	0.1	32.9	40.1	NA	NA	Issie	NA	11	82.6	72.9	9.7	NA	5	5	0	29.13	23.9	5.23	84.6
1207	2701	2011\VK0191.xlsx	15	13	NA	NA	0.3	5.5	21.8	NA	NA	Issie	NA	19	88.5	27	61.5	NA	9	10	1	14.78	3.73	11.05	70.4
1208	2702	2011\VK0192.xlsx	13	9	NA	NA	0.9	9	51.5	NA	NA	Issie	NA	11	89.9	59.6	30.3	NA	6	9	3	34.37	6.01	28.36	52.4
1209	2705	2011\VK0195.xlsx	19	9	NA	NA	0.5	8.6	30.8	NA	NA	Issie	NA	14	71.90000153	38.9	33	NA	8	16	8	25.7	7.18	18.52	51.9
1210	2706	2011\VK0196.xlsx	10	5	NA	NA	0	26.1	30.9	NA	NA	Issie	NA	9	90	57	33	NA	3	7	4	20.6	17.4	3.2	64.3
1211	2707	2011\VK0197.xlsx	12	7	NA	NA	0	28.5	21.7	NA	NA	Issie	NA	11	88.7	50.2	38.5	NA	5	8	3	14.68	19.28	4.6	61.1
1212	2708	2011\VK0198.xlsx	32	10	NA	NA	0.1	8.1	8	NA	NA	Issie	NA	15	88.2	16	72.2	NA	7	22	15	5.44	5.51	0.07	36.6
1213	2709	2011\VK0199.xlsx	20	32	NA	NA	0.2	5.3	22.3	NA	NA	Issie	NA	26	87	27.4	59.6	NA	22	14	8	15.38	3.66	11.72	51
1214	2710	2011\VK0200.xlsx	7	15	NA	NA	0.3	20.2	39.6	NA	NA	Issie	NA	12	89.3	59.5	29.8	NA	10	5	5	26.61	13.57	13.04	57.1
1215	2711	2011\VK0201.xlsx	19	24	NA	NA	0.2	6.8	14.8	NA	NA	Issie	NA	23	87.7	21.4	66.3	NA	16	13	3	10.13	4.65	5.48	54.8
1216	2712	2011\VK0202.xlsx	25	15	NA	NA	0.2	8.7	20.6	NA	NA	Issie	NA	18	88.7	29.1	59.6	NA	10	17	7	13.93	5.89	8.04	46.2
1217	2713	2011\VK0203.xlsx	14	16	NA	NA	0.5	16	31.2	NA	NA	Issie	NA	17	89.1	46.7	42.4	NA	11	9	2	21.01	10.77	10.24	58.6
1218	2714	2011\VK0204.xlsx	23	13	NA	NA	0.6	3.4	20	NA	NA	Issie	NA	20	86.3	22.8	63.5	NA	9	16	7	13.9	2.36	11.54	57.1
1219	2715	2011\VK0205.xlsx	10	11	NA	NA	0.2	12.4	25.1	NA	NA	Issie	NA	13	90	37.3	52.7	NA	7	7	0	16.73	8.27	8.46	65
1220	2716	2011\VK0206.xlsx	11	11	NA	NA	0.1	6.7	32	NA	NA	Issie	NA	14	86.1	38.6	47.5	NA	8	8	0	22.3	4.67	17.63	66.7
1221	2717	2011\VK0207.xlsx	18	12	NA	NA	0.5	14.9	29.3	NA	NA	Issie	NA	22	88.2	43.7	44.5	NA	8	12	4	19.93	10.14	9.79	75.9
1222	2718	2011\VK0208.xlsx	42	14	NA	NA	0.2	0.7	15.4	NA	NA	Issie	NA	23	88.9	15.9	73	NA	9	28	19	10.39	0.47	9.92	41.8
1223	2719	2011\VK0209.xlsx	19	34	NA	NA	0.9	3.2	19.3	NA	NA	Issie	NA	29	83.09999847	21.6	61.5	NA	25	14	11	13.94	2.31	11.63	55.8
1224	2720	2011\VK0210.xlsx	7	15	NA	NA	0.1	10.3	19	NA	NA	Issie	NA	10	85.3	29.2	56.1	NA	11	5	6	13.36	7.25	6.11	47.6
1225	2721	2011\VK0211.xlsx	21	16	NA	NA	0	4.2	6.8	NA	NA	Issie	NA	23	88.7	11	77.7	NA	11	14	3	4.6	2.84	1.76	63.9
1226	2722	2011\VK0212.xlsx	18	6	NA	NA	0	21.7	6.7	NA	NA	Issie	NA	8	86.7	28.4	58.3	NA	4	12	8	4.64	15.02	10.38	34.8
1227	2723	2011\VK0214.xlsx	25	24	NA	NA	0.6	18.9	18.3	NA	NA	Issie	NA	25	88.4	36.6	51.8	NA	16	17	1	12.42	12.83	0.41	52.1
1228	2724	2011\VK0215.xlsx	8	8	NA	NA	0	1.8	12.1	NA	NA	Issie	NA	9	86.4	13.9	72.5	NA	6	6	0	8.4	1.25	7.15	60
1229	2726	2011\VK0218.xlsx	9	18	NA	NA	0	7	10.3	NA	NA	Issie	NA	18	64.09999847	17.3	46.8	NA	17	8	9	9.64	6.55	3.09	69.2
1230	2727	2011\VK0219.xlsx	31	26	NA	NA	1.1	8.8	25.5	NA	NA	Issie	NA	35	88.2	33.2	55	NA	18	21	3	17.35	5.99	11.36	62.5
1231	2729	2011\VK0217.xlsx	0	29	NA	NA	0	0	34.9	NA	NA	Issie	NA	0	88.3	34.9	53.4	NA	20	0	20	23.71	0	23.71	0
1232	2730	2011\VK0220.xlsx	18	8	NA	NA	3.2	18.8	45.7	NA	NA	Issie	NA	16	89.3	61.3	28	NA	5	12	7	30.71	12.63	18.08	64
1233	2731	2011\VK0221.xlsx	47	37	NA	NA	1.9	17.9	24.2	NA	NA	Issie	NA	50	89.4	40.2	49.2	NA	25	32	7	16.24	12.01	4.23	60.2
1234	2732	2011\VK0222.xlsx	32	10	NA	NA	0.1	9.6	10.4	NA	NA	Issie	NA	15	87.2	19.9	67.3	NA	7	22	15	7.16	6.61	0.55	36.6
1235	2733	2011\VK0223.xlsx	14	17	NA	NA	0	23.7	19.8	NA	NA	Issie	NA	17	89.3	43.5	45.8	NA	11	9	2	13.3	15.92	2.62	56.7
1236	2734	2011\VK0224.xlsx	18	10	NA	NA	0.3	2.2	31.1	NA	NA	Issie	NA	17	88.9	33	55.9	NA	7	12	5	20.99	1.48	19.51	63
1237	2735	2011\VK0225.xlsx	38	17	NA	NA	0.5	3	7.9	NA	NA	Issie	NA	24	70.50000153	10.4	60.1	NA	14	32	18	6.72	2.55	4.17	44.4
1238	2736	2011\VK0226.xlsx	13	26	NA	NA	2.1	6.2	10.2	NA	NA	Issie	NA	22	89.1	14.3	74.8	NA	18	9	9	6.87	4.18	2.69	57.9
1239	2738	2011\VK0228.xlsx	5	21	NA	NA	0	1.2	51.1	NA	NA	Issie	NA	6	87.2	52.3	34.9	NA	14	3	11	35.16	0.83	34.33	24
1240	2739	2011\VK0229.xlsx	18	22	NA	NA	1.4	13.3	28.5	NA	NA	Issie	NA	24	85.4	40.4	45	NA	15	13	2	20.02	9.34	10.68	61.5
1241	2741	2011\VK0231.xlsx	30	23	NA	NA	0.4	3.6	24.9	NA	NA	Issie	NA	29	88.5	28.1	60.4	NA	16	20	4	16.88	2.44	14.44	55.8
1242	2743	2011\VK0233.xlsx	7	6	NA	NA	0	6.6	7.8	NA	NA	Issie	NA	8	75	14.4	60.6	NA	5	6	1	6.24	5.28	0.96	66.7
1243	2744	2011\VK0234.xlsx	13	8	NA	NA	0.5	8.2	11.6	NA	NA	Issie	NA	10	47.3	19.3	28	NA	10	16	6	14.71	10.4	4.31	50
1244	2745	2011\VK0235.xlsx	18	15	NA	NA	0.1	3.8	20.2	NA	NA	Issie	NA	22	86.7	23.9	62.8	NA	10	12	2	13.98	2.63	11.35	68.8
1245	2747	2011\VK0237.xlsx	15	17	NA	NA	0.9	19.8	28.8	NA	NA	Issie	NA	23	88.3	47.7	40.6	NA	12	10	2	19.57	13.45	6.12	74.2
1246	2748	2011\VK0238.xlsx	11	12	NA	NA	0.9	8.3	22.9	NA	NA	Issie	NA	13	89.5	30.3	59.2	NA	8	7	1	15.35	5.56	9.79	59.1
1247	2749	2011\VK0239.xlsx	19	20	NA	NA	0.9	6.2	11.8	NA	NA	Issie	NA	25	88.5	17.1	71.4	NA	14	13	1	8	4.2	3.8	65.8
1248	2750	2011\VK0240.xlsx	14	11	NA	NA	0.7	14.8	11	NA	NA	Issie	NA	15	87.2	25.1	62.1	NA	8	10	2	7.57	10.18	2.61	62.5
1249	2753	2011\VK0243.xlsx	10	10	NA	NA	0.3	5.9	44.4	NA	NA	Issie	NA	11	89.1	50	39.1	NA	7	7	0	29.9	3.97	25.93	57.9
1250	2754	2011\VK0244.xlsx	17	14	NA	NA	1.1	13.8	40.6	NA	NA	Issie	NA	20	89.1	53.3	35.8	NA	9	11	2	27.34	9.29	18.05	66.7
1251	2758	2011\VK0249.xlsx	12	23	NA	NA	0.4	17	11.1	NA	NA	Issie	NA	20	87.2	27.7	59.5	NA	16	8	8	7.64	11.7	4.06	58.8
1252	2760	2011\VK0251.xlsx	11	7	NA	NA	0	3.4	1.6	NA	NA	Issie	NA	13	79.3	5	74.3	NA	5	8	3	1.21	2.57	1.36	76.5
1253	2763	2011\VK0254.xlsx	3	6	NA	NA	0	0.7	43	NA	NA	Issie	NA	4	67.2	43.7	23.5	NA	5	3	2	38.39	0.63	37.76	50
1254	2766	2011\VK0257.xlsx	20	17	NA	NA	0	1.5	8.4	NA	NA	Issie	NA	22	87.8	9.9	77.9	NA	12	14	2	5.74	1.03	4.71	61.1
1255	2767	2011\VK0246.xlsx	20	16	NA	NA	2.2	6	37.3	NA	NA	Issie	NA	23	86.5	41.1	45.4	NA	11	14	3	25.87	4.16	21.71	65.7
1256	2768	2011\VK0258.xlsx	24	21	NA	NA	0	5.6	3.4	NA	NA	Issie	NA	27	87.4	9	78.4	NA	14	16	2	2.33	3.84	1.51	61.4
1257	2771	2011\VK0261.xlsx	22	28	NA	NA	0.3	4.9	24.3	NA	NA	Issie	NA	18	86.6	28.9	57.7	NA	19	15	4	16.84	3.39	13.45	36.7
1258	2773	2011\VK0263.xlsx	3	11	NA	NA	0	7.8	45	NA	NA	Issie	NA	6	89	52.8	36.2	NA	7	2	5	30.34	5.26	25.08	46.2
1259	2774	2011\VK0264.xlsx	8	10	NA	NA	0	8.1	14.6	NA	NA	Issie	NA	13	88.99999695	22.7	66.3	NA	7	5	2	9.84	5.46	4.38	76.5
1260	2775	2011\VK0265.xlsx	9	11	NA	NA	1.2	15.3	34.4	NA	NA	Issie	NA	13	86.4	48.5	37.9	NA	8	6	2	23.89	10.62	13.27	68.4
1261	2779	2011\VK0269.xlsx	11	6	NA	NA	1.3	32.6	33.4	NA	NA	Issie	NA	10	90	64.7	25.3	NA	4	7	3	22.27	21.73	0.54	62.5
1262	2781	2011\VK0271.xlsx	15	11	NA	NA	0.8	29	13.5	NA	NA	Issie	NA	17	90	41.7	48.3	NA	7	10	3	9	19.33	10.33	68
1263	2782	2011\VK0272.xlsx	17	11	NA	NA	0	19.6	27.3	NA	NA	Issie	NA	14	90	46.9	43.1	NA	7	11	4	18.2	13.07	5.13	51.9
1264	2785	2011\VK0275.xlsx	21	24	NA	NA	0.2	4.8	25	NA	NA	Issie	NA	25	88.5	29.6	58.9	NA	16	14	2	16.95	3.25	13.7	56.8
1265	2786	2011\VK0276.xlsx	24	10	NA	NA	0.2	20.2	27.5	NA	NA	Issie	NA	20	89.2	47.5	41.7	NA	7	16	9	18.5	13.59	4.91	60.6
1266	2790	2011\VK0280.xlsx	1	5	NA	NA	0	4.9	51.5	NA	NA	Issie	NA	2	88	56.4	31.6	NA	3	1	2	35.11	3.34	31.77	40
1267	2792	2011\VK0282.xlsx	10	22	NA	NA	0	7.7	11.6	NA	NA	Issie	NA	14	88.9	19.3	69.6	NA	15	7	8	7.83	5.2	2.63	45.2
1268	2793	2011\VK0283.xlsx	7	19	NA	NA	0	9	24.3	NA	NA	Issie	NA	14	86.4	33.3	53.1	NA	13	5	8	16.88	6.25	10.63	56
1269	2795	2011\VK0285.xlsx	5	0	NA	NA	0	32.8	0	NA	NA	Issie	NA	0	49	32.8	16.2	NA	0	6	6	0	40.16	40.16	0
1270	2797	2011\VK0287.xlsx	5	8	NA	NA	0.2	15.5	7.8	NA	NA	Issie	NA	10	87.7	23.1	64.6	NA	5	3	2	5.34	10.6	5.26	83.3
1271	2799	2011\VK0289.xlsx	16	6	NA	NA	0.1	32.9	9.6	NA	NA	Issie	NA	9	84	42.4	41.6	NA	4	11	7	6.86	23.5	16.64	42.9
1272	2803	2011\VK0293.xlsx	7	11	NA	NA	0	17.7	32.2	NA	NA	Issie	NA	12	87.4	49.9	37.5	NA	8	5	3	22.11	12.15	9.96	70.6
1273	2806	2011\VK0296.xlsx	18	9	NA	NA	0.5	22.2	15.4	NA	NA	Issie	NA	16	89.5	37.1	52.4	NA	6	12	6	10.32	14.88	4.56	61.5
1274	2809	2011\VK0299.xlsx	11	9	NA	NA	0	1.5	3.1	NA	NA	Issie	NA	13	84.1	4.6	79.5	NA	6	8	2	2.21	1.07	1.14	68.4
1275	2811	2011\VK0302.xlsx	4	19	NA	NA	0	2.1	16	NA	NA	Issie	NA	7	86.3	18.1	68.2	NA	13	3	10	11.12	1.46	9.66	31.8
1276	2812	2011\VK0303.xlsx	37	16	NA	NA	0.2	9.1	11.1	NA	NA	Issie	NA	17	86.3	20	66.3	NA	11	26	15	7.72	6.33	1.39	32.7
1277	2814	2011\VK0305.xlsx	32	13	NA	NA	0.6	6.9	12.8	NA	NA	Issie	NA	20	88.7	19.1	69.6	NA	9	22	13	8.66	4.67	3.99	45.5
1278	2818	2011\VK0308.xlsx	46	21	NA	NA	1.2	12.9	39.7	NA	NA	Issie	NA	39	89.4	51.4	38	NA	14	31	17	26.64	8.66	17.98	59.1
1279	2819	2011\VK0309.xlsx	5	20	NA	NA	0	1.9	13.5	NA	NA	Issie	NA	10	84.1	15.4	68.7	NA	14	4	10	9.63	1.36	8.27	41.7
1280	2820	2011\VK0310.xlsx	10	0	NA	NA	0	40.4	0	NA	NA	Issie	NA	0	81.79999847	40.4	41.4	NA	0	7	7	0	29.63	29.63	0
1281	2823	2011\VK0313.xlsx	20	15	NA	NA	0.1	11.1	15.6	NA	NA	Issie	NA	18	88.8	26.6	62.2	NA	10	14	4	10.54	7.5	3.04	52.9
1282	2824	2011\VK0314.xlsx	16	17	NA	NA	0.3	39.7	13.5	NA	NA	Issie	NA	23	87.2	52.9	34.3	NA	12	11	1	9.29	27.32	18.03	71.9
1283	2827	2011\VK0317.xlsx	24	18	NA	NA	0.4	4.6	23.5	NA	NA	Issie	NA	22	89.1	27.7	61.4	NA	12	16	4	15.82	3.1	12.72	53.7
1284	2829	2011\VK0319.xlsx	12	41	NA	NA	0.2	3.1	23	NA	NA	Issie	NA	21	81.3	25.9	55.4	NA	30	9	21	16.97	2.29	14.68	40.4
1285	2831	2011\VK0321.xlsx	10	12	NA	NA	1.2	16.3	56.8	NA	NA	Issie	NA	16	90	71.9	18.1	NA	8	7	1	37.87	10.87	27	76.2
1286	2833	2011\VK0323.xlsx	20	24	NA	NA	1.9	7.4	25.8	NA	NA	Issie	NA	30	88.4	31.3	57.1	NA	16	14	2	17.51	5.02	12.49	69.8
1287	2834	2011\VK0324.xlsx	14	12	NA	NA	0.6	23	36.7	NA	NA	Issie	NA	19	86.4	59.1	27.3	NA	8	10	2	25.49	15.97	9.52	76
1288	2835	2011\VK0325.xlsx	7	14	NA	NA	0.3	19.9	31.8	NA	NA	Issie	NA	11	83.5	51.4	32.1	NA	10	5	5	22.85	14.3	8.55	55
1289	2836	2011\VK0326.xlsx	12	25	NA	NA	0.3	9	18.9	NA	NA	Issie	NA	23	88.6	27.6	61	NA	17	8	9	12.8	6.09	6.71	63.9
1290	2844	2011\VK0334.xlsx	15	10	NA	NA	1.6	9	29.4	NA	NA	Issie	NA	12	84.4	36.8	47.6	NA	7	11	4	20.9	6.4	14.5	50
1291	2845	2011\VK0335.xlsx	12	9	NA	NA	0.1	33	17.3	NA	NA	Issie	NA	11	88.4	50.2	38.2	NA	6	8	2	11.74	22.4	10.66	55
1292	2846	2011\VK0336.xlsx	28	20	NA	NA	0.2	4.5	24	NA	NA	Issie	NA	25	89.5	28.3	61.2	NA	13	19	6	16.09	3.02	13.07	53.2
1293	2848	2011\VK0338.xlsx	13	17	NA	NA	0	26.9	16.9	NA	NA	Issie	NA	22	89.3	43.8	45.5	NA	11	9	2	11.35	18.07	6.72	75.9
1294	2849	2011\VK0339.xlsx	12	16	NA	NA	0.2	3.5	22.9	NA	NA	Issie	NA	21	87.5	26.2	61.3	NA	11	8	3	15.7	2.4	13.3	77.8
1295	2850	2011\VK0340.xlsx	20	18	NA	NA	0.5	4.3	15.1	NA	NA	Issie	NA	15	86.6	18.9	67.7	NA	12	14	2	10.46	2.98	7.48	40.5
1296	2852	2011\VK0342.xlsx	8	12	NA	NA	0.2	9.4	41.3	NA	NA	Issie	NA	15	87	50.5	36.5	NA	8	6	2	28.48	6.48	22	78.9
1297	2857	2011\VK0347.xlsx	13	37	NA	NA	0.1	13.1	23	NA	NA	Issie	NA	24	89.6	36	53.6	NA	25	9	16	15.4	8.77	6.63	49
1298	2858	2011\VK0348.xlsx	23	10	NA	NA	0.4	4.4	26.2	NA	NA	Issie	NA	15	87.1	30.2	56.9	NA	7	16	9	18.05	3.03	15.02	46.9
1299	2859	2011\VK0349.xlsx	32	30	NA	NA	0.3	6.8	12.8	NA	NA	Issie	NA	30	89	19.3	69.7	NA	20	22	2	8.63	4.58	4.05	49.2
1300	2860	2011\VK0350.xlsx	20	28	NA	NA	0.9	3.8	13.3	NA	NA	Issie	NA	27	89.4	16.2	73.2	NA	19	13	6	8.93	2.55	6.38	57.4
1301	2861	2011\VK0351.xlsx	13	13	NA	NA	0	7.2	12.1	NA	NA	Issie	NA	20	89.3	19.3	70	NA	9	9	0	8.13	4.84	3.29	80
1302	2862	2011\VK0352.xlsx	15	27	NA	NA	0.3	10.5	19.4	NA	NA	Issie	NA	30	90	29.6	60.4	NA	18	10	8	12.93	7	5.93	73.2
1303	2863	2011\VK0353.xlsx	20	19	NA	NA	0	3.1	5.8	NA	NA	Issie	NA	19	86.6	8.9	77.7	NA	13	14	1	4.02	2.15	1.87	50
1304	2865	2011\VK0355.xlsx	8	11	NA	NA	0.7	23.4	10.4	NA	NA	Issie	NA	14	89.5	33.1	56.4	NA	7	5	2	6.97	15.69	8.72	77.8
1305	2866	2011\VK0356.xlsx	7	6	NA	NA	0.3	4	33.7	NA	NA	Issie	NA	10	76.4	37.4	39	NA	5	5	0	26.47	3.14	23.33	83.3
1306	2867	2011\VK0357.xlsx	29	22	NA	NA	0.4	9.5	12.4	NA	NA	Issie	NA	25	85.4	21.5	63.9	NA	15	20	5	8.71	6.67	2.04	50
1307	2868	2011\VK0359.xlsx	7	19	NA	NA	0.1	1.3	16.7	NA	NA	Issie	NA	13	87.2	17.9	69.3	NA	13	5	8	11.49	0.89	10.6	52
1308	2869	2011\VK0360.xlsx	14	10	NA	NA	0	7.8	30.3	NA	NA	Issie	NA	14	89.3	38.1	51.2	NA	7	9	2	20.36	5.24	15.12	60.9
1309	2870	2011\VK0361.xlsx	9	6	NA	NA	0	13.2	32	NA	NA	Issie	NA	11	86.7	45.2	41.5	NA	4	6	2	22.15	9.13	13.02	78.6
1310	2879	2011\VK0369.xlsx	7	10	NA	NA	0	16.5	14.6	NA	NA	Issie	NA	11	84.3	31.1	53.2	NA	7	5	2	10.39	11.74	1.35	68.8
1311	2881	2011\VK0371.xlsx	NA	NA	NA	NA	NA	NA	NA	NA	NA	Issie	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1312	2883	2011\VK0373.xlsx	0	4	NA	NA	0	0	35.4	NA	NA	Issie	NA	0	90	35.4	54.6	NA	3	0	3	23.6	0	23.6	0
1313	2884	2011\VK0374.xlsx	8	9	NA	NA	0	15	18.5	NA	NA	Issie	NA	7	84.6	33.5	51.1	NA	6	6	0	13.12	10.64	2.48	43.8
1314	2889	2011\VK0379.xlsx	16	25	NA	NA	0.5	9.6	16.3	NA	NA	Issie	NA	19	84.6	25.4	59.2	NA	18	11	7	11.56	6.81	4.75	47.5
1315	2890	2011\VK0380.xlsx	9	35	NA	NA	0.9	4	18.1	NA	NA	Issie	NA	12	88	21.2	66.8	NA	24	6	18	12.34	2.73	9.61	27.9
1316	2891	2011\VK0381.xlsx	9	38	NA	NA	0	5.7	16	NA	NA	Issie	NA	18	87.4	21.7	65.7	NA	26	6	20	10.98	3.91	7.07	39.1
1317	2892	2011\VK0383.xlsx	5	9	NA	NA	0	2.5	22.9	NA	NA	Issie	NA	5	70.7	25.4	45.3	NA	8	4	4	19.43	2.12	17.31	38.5
1318	2894	2011\VK0385.xlsx	30	6	NA	NA	0.3	22.7	5.2	NA	NA	Issie	NA	12	87.3	27.6	59.7	NA	4	21	17	3.57	15.6	12.03	34.3
1319	2895	2011\VK0382.xlsx	21	7	NA	NA	0.7	17.6	14	NA	NA	Issie	NA	12	82.3	30.9	51.4	NA	5	15	10	10.21	12.83	2.62	44.4
1320	2897	2011\VK0390.xlsx	7	8	NA	NA	0	7	9	NA	NA	Issie	NA	12	81.8	16	65.8	NA	6	5	1	6.6	5.13	1.47	85.7
1321	2898	2011\VK0391.xlsx	5	7	NA	NA	0	4.7	10.5	NA	NA	Issie	NA	8	85.7	15.2	70.5	NA	5	4	1	7.35	3.29	4.06	72.7
1322	2899	2011\VK0388.xlsx	9	14	NA	NA	0.2	31.6	32	NA	NA	Issie	NA	15	89.1	63.4	25.7	NA	9	6	3	21.55	21.28	0.27	68.2
1323	2901	2011\VK0393.xlsx	10	12	NA	NA	0	11.5	15.2	NA	NA	Issie	NA	15	84.9	26.7	58.2	NA	8	7	1	10.74	8.13	2.61	71.4
1324	2905	2011\VK0397.xlsx	21	8	NA	NA	0.5	24.2	9.1	NA	NA	Issie	NA	15	85.6	32.8	52.8	NA	6	15	9	6.38	16.96	10.58	53.6
1325	2907	2011\VK0399.xlsx	12	12	NA	NA	0	13.6	16.7	NA	NA	Issie	NA	20	87.7	30.3	57.4	NA	8	8	0	11.43	9.3	2.13	87
1326	2908	2011\VK0400.xlsx	16	12	NA	NA	0.1	19.3	24.8	NA	NA	Issie	NA	18	89.4	44	45.4	NA	8	11	3	16.64	12.95	3.69	66.7
1327	2909	2011\VK0401.xlsx	12	14	NA	NA	0.4	16	20.5	NA	NA	Issie	NA	13	83.4	36.1	47.3	NA	10	9	1	14.75	11.51	3.24	52
1328	2913	2011\VK0405.xlsx	15	22	NA	NA	0	2.3	16.3	NA	NA	Issie	NA	23	86.2	18.6	67.6	NA	15	10	5	11.35	1.6	9.75	63.9
1329	2914	2011\VK0406.xlsx	20	13	NA	NA	2.3	7.4	39.2	NA	NA	Issie	NA	22	87.7	44.3	43.4	NA	9	14	5	26.82	5.06	21.76	68.8
1330	2915	2011\VK0407.xlsx	17	13	NA	NA	0	28.7	10	NA	NA	Issie	NA	20	89	38.7	50.3	NA	9	11	2	6.74	19.35	12.61	69
1331	2916	2011\VK0408.xlsx	27	18	NA	NA	0.6	5.2	25.8	NA	NA	Issie	NA	32	88.7	30.4	58.3	NA	12	18	6	17.45	3.52	13.93	72.7
1332	2918	2011\VK0410.xlsx	7	9	0	0	0.1	26.3	37.1	1.7	1	Shinichi	1	10	87.3	63.3	24	1.8	6	5	1	25.5	18.08	7.42	66.7
1333	2920	2011\VK0412.xlsx	10	14	2	0	0.9	12	31	0.5	0.4	Shinichi	1.4	16	88.3	42.1	46.2	0.4	10	7	3	21.06	8.15	12.91	69.6
1334	2921	2011\VK0413.xlsx	14	10	0	0	0	31.7	15.3	1.6	0.1	Shinichi	0.2	15	90	47	43	1.5	7	9	2	10.2	21.13	10.93	65.2
1335	2924	2011\VK0416.xlsx	29	5	0	0	0.2	9	3	1.4	0.3	Shinichi	0.2	7	80.8	11.8	69	1.7	4	22	18	2.23	6.68	4.45	21.2
1336	2926	2011\VK0419.xlsx	17	21	2	1	0	9.5	9.7	1.4	0.6	Shinichi	0	24	87.2	19.2	68	2	14	12	2	6.67	6.54	0.13	64.9
1337	2928	2011\VK0418.xlsx	6	9	0	0	0	9.3	23.7	9.1	0.2	Shinichi	0.2	9	88.4	33	55.4	9.1	6	4	2	16.09	6.31	9.78	64.3
1338	2929	2011\VK0421.xlsx	36	18	0	0	0.1	8.8	4.2	0.5	0.9	Shinichi	0.1	25	81.9	12.9	69	1.4	13	26	13	3.08	6.45	3.37	47.2
1339	2930	2011\VK0422.xlsx	19	0	0	0	0	20.4	0	1	0	Shinichi	0	0	89.7	20.4	69.3	1	0	13	13	0	13.65	13.65	0
1340	2931	2011\VK0423.xlsx	0	0	0	1	NA	0	0	0	6	Shinichi	0	NA	7.6	NA	NA	NA	0	0	0	0	0	0	NA
1341	2940	2012\VL0008.xlsx	10	5	NA	NA	1.3	12.3	57.9	NA	NA	Issie	NA	9	75.7	68.9	6.8	NA	4	8	4	45.89	9.75	36.14	64.3
1342	2950	2012\VL0017.xlsx	7	3	NA	NA	0.2	32.3	28.7	NA	NA	Issie	NA	5	88.4	60.8	27.6	NA	2	5	3	19.48	21.92	2.44	55.6
1343	2975	2012\VL0042.xlsx	9	17	NA	NA	0	11.7	35.4	NA	NA	Issie	NA	15	87.9	47.1	40.8	NA	12	6	6	24.16	7.99	16.17	60
1344	2985	2012\VL0047.xlsx	7	7	NA	NA	0	10.4	29.5	NA	NA	Issie	NA	9	85.3	39.9	45.4	NA	5	5	0	20.75	7.32	13.43	69.2
1345	2988	2012\VL0052.xlsx	30	14	NA	NA	1.3	4.3	37.8	NA	NA	Issie	NA	21	88.7	40.8	47.9	NA	9	20	11	25.57	2.91	22.66	48.8
1346	2989	2012\VL0054.xlsx	14	16	NA	NA	0.1	2.4	15	NA	NA	Issie	NA	17	75.1	17.3	57.8	NA	13	11	2	11.98	1.92	10.06	58.6
1347	2990	2012\VL0055.xlsx	12	11	NA	NA	0	20	26	NA	NA	Issie	NA	19	82.4	46	36.4	NA	8	9	1	18.93	14.56	4.37	86.4
1348	2991	2012\VL0056.xlsx	15	10	NA	NA	0.8	23.3	29.7	NA	NA	Issie	NA	16	80.4	52.2	28.2	NA	7	11	4	22.16	17.39	4.77	66.7
1349	2993	2012\VL0059.xlsx	8	8	NA	NA	1.4	30.8	42.1	NA	NA	Issie	NA	14	88.6	71.5	17.1	NA	5	5	0	28.51	20.86	7.65	93.3
1350	2994	2012\VL0060.xlsx	13	12	NA	NA	2.6	40.1	35.1	NA	NA	Issie	NA	18	84.3	72.6	11.7	NA	9	9	0	24.98	28.54	3.56	75
1351	2995	2012\VL0061.xlsx	30	13	NA	NA	1	11	40.2	NA	NA	Issie	NA	23	88.2	50.2	38	NA	9	20	11	27.35	7.48	19.87	54.8
1352	2996	2012\VL0063.xlsx	27	16	NA	NA	4	10.3	35.3	NA	NA	Issie	NA	21	89.6	41.6	48	NA	11	18	7	23.64	6.9	16.74	50
