Filename,TstartFeedVisit,TendFeedVisit,Sex,Interval,DVDRef
2005\50536.xlsx,54.5,54.8,0,15.2,1093
2005\50536.xlsx,56,57.8,0,1.5,1093
2005\50536.xlsx,57.8,58,1,11.8,1093
2005\50536.xlsx,58.8,59,0,2.8,1093
2005\50536.xlsx,59.7,60,0,0.9,1093
2005\50536.xlsx,60.4,60.6,0,0.7,1093
2005\50536.xlsx,61.5,66.2,0,1.1,1093
2005\50536.xlsx,66.2,66.4,1,8.4,1093
2005\50536.xlsx,67.2,67.4,0,5.7,1093
2005\50536.xlsx,69,73.5,0,1.8,1093
2005\50536.xlsx,73.6,73.8,1,7.4,1093
2005\50536.xlsx,75.5,75.7,0,6.5,1093
2005\50536.xlsx,75.8,76,1,2.2,1093
2005\50536.xlsx,76.3,76.5,0,0.8,1093
2005\50536.xlsx,77.2,77.3,0,0.9,1093
2005\50536.xlsx,78.2,78.8,0,1,1093
2005\50536.xlsx,80.1,80.5,0,1.9,1093
2005\50536.xlsx,80.6,80.9,1,4.8,1093
2005\50536.xlsx,81.6,84,0,1.5,1093
2005\50536.xlsx,84.1,84.5,1,3.5,1093
2005\50536.xlsx,89.3,92.2,0,7.7,1093
2005\50537.xlsx,1.1,1.2,0,0,1094
2005\50537.xlsx,1.4,2.2,0,0.3,1094
2005\50537.xlsx,2.4,5.7,0,1,1094
2005\50537.xlsx,7,7.2,1,0,1094
2005\50537.xlsx,7.9,10.7,0,5.5,1094
2005\50537.xlsx,10.7,11,1,3.7,1094
2005\50537.xlsx,12.8,14.5,0,4.9,1094
2005\50537.xlsx,15.7,15.8,1,5,1094
2005\50537.xlsx,18,18.3,1,2.3,1094
2005\50537.xlsx,18.9,19,1,0.9,1094
2005\50537.xlsx,19.1,19.8,0,6.3,1094
2005\50537.xlsx,19.9,20,1,1,1094
2005\50537.xlsx,21,21.2,1,1.1,1094
2005\50537.xlsx,22,22.2,1,1,1094
2005\50537.xlsx,23.1,23.3,1,1.1,1094
2005\50537.xlsx,24,24.1,1,0.9,1094
2005\50537.xlsx,24.7,26.3,0,5.6,1094
2005\50537.xlsx,25,25.1,1,1,1094
2005\50537.xlsx,26.3,26.5,1,1.3,1094
2005\50537.xlsx,27.3,27.7,0,2.6,1094
2005\50537.xlsx,27.8,27.9,1,1.5,1094
2005\50537.xlsx,30.3,30.4,1,2.5,1094
2005\50537.xlsx,31,31.2,1,0.7,1094
2005\50537.xlsx,31.3,31.9,0,4,1094
2005\50537.xlsx,32,32.1,1,1,1094
2005\50537.xlsx,34.6,37.3,0,3.3,1094
2005\50537.xlsx,36.4,36.6,1,4.4,1094
2005\50537.xlsx,37.4,41.2,1,1,1094
2005\50537.xlsx,41.3,45,0,6.7,1094
2005\50537.xlsx,42.6,42.7,1,5.2,1094
2005\50537.xlsx,45,45.1,1,2.4,1094
2005\50537.xlsx,49.6,50,1,4.6,1094
2005\50537.xlsx,51,51.4,1,1.4,1094
2005\50537.xlsx,52,52.5,1,1,1094
2005\50537.xlsx,55.1,55.5,1,3.1,1094
2005\50537.xlsx,59.3,59.7,1,4.2,1094
2005\50537.xlsx,60.4,60.6,1,1.1,1094
2005\50537.xlsx,61.5,61.6,1,1.1,1094
2005\50537.xlsx,63.8,64.4,0,22.5,1094
2005\50537.xlsx,64.4,64.7,1,2.9,1094
2005\50537.xlsx,67,69.2,0,3.2,1094
2005\50537.xlsx,69.3,69.5,1,4.9,1094
2005\50537.xlsx,70.4,71.3,0,3.4,1094
2005\50537.xlsx,71.6,72.4,1,2.3,1094
2005\50537.xlsx,72.4,73.9,0,2,1094
2005\50537.xlsx,74.7,75.8,0,2.3,1094
2005\50537.xlsx,76.1,77,0,1.4,1094
2005\50537.xlsx,77,78.5,1,5.4,1094
2005\50537.xlsx,78.6,78.8,0,2.5,1094
2005\50537.xlsx,79.7,80.3,0,1.1,1094
2005\50537.xlsx,81,81.6,1,4,1094
2005\50537.xlsx,81.7,81.9,0,2,1094
2005\50537.xlsx,83.3,83.6,1,2.3,1094
2005\50537.xlsx,85.8,88.4,0,4.1,1094
2005\50537.xlsx,89.9,90.8,1,6.6,1094
2005\50537.xlsx,91.2,92.5,0,5.4,1094
2005\50537.xlsx,93.4,93.8,1,3.5,1094
2005\50538.xlsx,1.1,5.3,0,0,1095
2005\50538.xlsx,5.9,6.1,0,4.8,1095
2005\50538.xlsx,6.3,7.1,0,0.4,1095
2005\50538.xlsx,7.9,8.5,0,1.6,1095
2005\50538.xlsx,10.1,11.9,0,2.2,1095
2005\50538.xlsx,14.7,15.6,0,4.6,1095
2005\50538.xlsx,16.8,17.2,0,2.1,1095
2005\50538.xlsx,17.5,17.6,0,0.7,1095
2005\50538.xlsx,17.9,18.1,0,0.4,1095
2005\50538.xlsx,18.5,20.2,0,0.6,1095
2005\50538.xlsx,20.9,26.7,0,2.4,1095
2005\50538.xlsx,27.6,27.7,0,6.7,1095
2005\50538.xlsx,28.1,28.2,0,0.5,1095
2005\50538.xlsx,28.6,29.9,0,0.5,1095
2005\50538.xlsx,30.3,30.4,0,1.7,1095
2005\50538.xlsx,30.7,30.9,0,0.4,1095
2005\50538.xlsx,31.5,31.7,0,0.8,1095
2005\50538.xlsx,38.7,39,0,7.2,1095
2005\50538.xlsx,39.5,40,0,0.8,1095
2005\50538.xlsx,40.2,40.4,0,0.7,1095
2005\50538.xlsx,40.8,41,0,0.6,1095
2005\50538.xlsx,41.4,41.6,0,0.6,1095
2005\50538.xlsx,42,42.1,0,0.6,1095
2005\50538.xlsx,42.8,43.1,0,0.8,1095
2005\50538.xlsx,43.6,44.5,0,0.8,1095
2005\50538.xlsx,51.7,51.9,0,8.1,1095
2005\50538.xlsx,52.6,52.7,0,0.9,1095
2005\50538.xlsx,53.9,54.6,0,1.3,1095
2005\50538.xlsx,55.2,55.3,1,0,1095
2005\50538.xlsx,55.3,56.5,0,1.4,1095
2005\50538.xlsx,57.1,57.3,0,1.8,1095
2005\50538.xlsx,57.6,57.7,0,0.5,1095
2005\50538.xlsx,58.1,58.3,0,0.5,1095
2005\50538.xlsx,58.5,58.6,0,0.4,1095
2005\50538.xlsx,59.1,59.3,0,0.6,1095
2005\50538.xlsx,59.5,59.7,0,0.4,1095
2005\50538.xlsx,60,60.2,0,0.5,1095
2005\50538.xlsx,60.7,60.9,0,0.7,1095
2005\50538.xlsx,61.3,61.5,0,0.6,1095
2005\50538.xlsx,62.9,63.1,0,1.6,1095
2005\50538.xlsx,63.8,64.8,0,0.9,1095
2005\50538.xlsx,66,66.5,0,2.2,1095
2005\50538.xlsx,79.3,80.1,0,13.3,1095
2005\50538.xlsx,81.5,81.6,0,2.2,1095
2005\50538.xlsx,82.1,82.2,0,0.6,1095
2005\50538.xlsx,82.5,82.9,0,0.4,1095
2005\50538.xlsx,83.7,84,0,1.2,1095
2005\50538.xlsx,84.6,84.9,0,0.9,1095
2005\50538.xlsx,85.2,85.3,0,0.6,1095
2005\50538.xlsx,86.2,87,0,1,1095
2005\50538.xlsx,88.8,89.3,0,2.6,1095
2005\50546.xlsx,3.8,12.6,0,0,1103
2005\50546.xlsx,16.7,22,0,12.9,1103
2005\50546.xlsx,24.1,24.4,0,7.4,1103
2005\50546.xlsx,28.5,31.2,0,4.4,1103
2005\50546.xlsx,32.6,33.2,0,4.1,1103
2005\50546.xlsx,34,34.2,0,1.4,1103
2005\50546.xlsx,35.4,36.6,0,1.4,1103
2005\50546.xlsx,41.7,42.4,0,6.3,1103
2005\50546.xlsx,44.2,54,0,2.5,1103
2005\50546.xlsx,60.6,64,0,16.4,1103
2005\50546.xlsx,64.9,65.4,0,4.3,1103
2005\50546.xlsx,73.4,78,0,8.5,1103
2005\50546.xlsx,80.1,81.9,0,6.7,1103
2005\50546.xlsx,82.7,85,0,2.6,1103
2005\50546.xlsx,86.4,86.7,0,3.7,1103
2005\50546.xlsx,87.8,92.4,0,1.4,1103
2005\50547.xlsx,7,7.1,0,0,1104
2005\50547.xlsx,13.1,13.8,0,6.1,1104
2005\50547.xlsx,14.6,26.8,0,1.5,1104
2005\50547.xlsx,31.2,33.3,0,16.6,1104
2005\50547.xlsx,34.5,40,0,3.3,1104
2005\50547.xlsx,45.3,47.6,0,10.8,1104
2005\50547.xlsx,48.5,48.8,0,3.2,1104
2005\50547.xlsx,49.7,49.8,0,1.2,1104
2005\50547.xlsx,52.4,56.2,0,2.7,1104
2005\50547.xlsx,57.3,60.6,0,4.9,1104
2005\50547.xlsx,61.5,64.8,0,4.2,1104
2005\50547.xlsx,67,68,0,5.5,1104
2005\50547.xlsx,69,69.7,0,2,1104
2005\50547.xlsx,73.5,76.5,0,4.5,1104
2005\50547.xlsx,80.5,87.3,0,7,1104
2005\50547.xlsx,87.8,90.6,0,7.3,1104
2005\50547.xlsx,92.2,92.7,0,4.4,1104
2005\50548.xlsx,8.3,8.5,1,0,1105
2005\50548.xlsx,17.3,17.6,0,0,1105
2005\50548.xlsx,27,28.5,0,9.7,1105
2005\50548.xlsx,30.7,31,1,22.4,1105
2005\50548.xlsx,34.2,34.3,1,3.5,1105
2005\50548.xlsx,35.3,37.9,0,8.3,1105
2005\50548.xlsx,37.9,38.2,1,3.7,1105
2005\50548.xlsx,42.8,43,0,7.5,1105
2005\50548.xlsx,43,43.2,1,5.1,1105
2005\50548.xlsx,46.6,46.8,1,3.6,1105
2005\50548.xlsx,49.9,50.1,1,3.3,1105
2005\50548.xlsx,52.1,52.4,1,2.2,1105
2005\50548.xlsx,52.9,55.5,0,10.1,1105
2005\50548.xlsx,55.3,55.5,1,3.2,1105
2005\50548.xlsx,62.3,64.4,0,9.4,1105
2005\50548.xlsx,66,66.3,0,3.7,1105
2005\50548.xlsx,66.7,66.9,1,11.4,1105
2005\50548.xlsx,69.6,70.3,0,3.6,1105
2005\50548.xlsx,70.4,70.5,1,3.7,1105
2005\50548.xlsx,72.2,72.4,1,1.8,1105
2005\50548.xlsx,72.6,72.7,0,3,1105
2005\50548.xlsx,75.7,76,0,3.1,1105
2005\50548.xlsx,77.3,77.5,1,5.1,1105
2005\50548.xlsx,85.2,85.4,1,7.9,1105
2005\50548.xlsx,85.6,88.4,0,9.9,1105
2005\50548.xlsx,88.5,88.7,1,3.3,1105
2005\50548.xlsx,91.6,91.6,0,6,1105
2005\50555.xlsx,10.5,10.7,1,0,1112
2005\50555.xlsx,15.8,16.6,0,0,1112
2005\50555.xlsx,15.9,16.1,1,5.4,1112
2005\50555.xlsx,22.1,23.3,0,6.3,1112
2005\50555.xlsx,27.9,28,1,12,1112
2005\50555.xlsx,28.8,29.2,0,6.7,1112
2005\50555.xlsx,32.7,33.4,0,3.9,1112
2005\50555.xlsx,34.5,34.7,1,6.6,1112
2005\50555.xlsx,38.5,39,0,5.8,1112
2005\50555.xlsx,43.6,43.9,0,5.1,1112
2005\50555.xlsx,49.5,51.1,0,5.9,1112
2005\50555.xlsx,53.9,54.3,1,19.4,1112
2005\50555.xlsx,57.5,57.6,1,3.6,1112
2005\50555.xlsx,58,58.8,0,8.5,1112
2005\50555.xlsx,61.8,62.3,0,3.8,1112
2005\50555.xlsx,63.7,64,0,1.9,1112
2005\50555.xlsx,64.9,65.4,1,7.4,1112
2005\50555.xlsx,67.8,68,1,2.9,1112
2005\50555.xlsx,68.1,68.5,0,4.4,1112
2005\50555.xlsx,71.4,71.5,1,3.6,1112
2005\50555.xlsx,71.9,91.1,0,3.8,1112
2005\50555.xlsx,75,75.1,1,3.6,1112
2005\50555.xlsx,81.7,82,1,6.7,1112
2005\50555.xlsx,90.2,90.5,1,8.5,1112
2005\50558.xlsx,4,14.2,0,0,1115
2005\50558.xlsx,7.4,7.6,1,0,1115
2005\50558.xlsx,14.4,23.2,1,7,1115
2005\50558.xlsx,23.1,31.8,0,19.1,1115
2005\50558.xlsx,30.1,30.5,1,15.7,1115
2005\50558.xlsx,31.8,35.5,1,1.7,1115
2005\50558.xlsx,35.4,35.8,0,12.3,1115
2005\50558.xlsx,38,38.2,1,6.2,1115
2005\50558.xlsx,39.4,39.6,1,1.4,1115
2005\50558.xlsx,41.6,41.8,1,2.2,1115
2005\50558.xlsx,43.9,44.5,1,2.3,1115
2005\50558.xlsx,44.9,53.6,0,9.5,1115
2005\50558.xlsx,46.4,46.5,1,2.5,1115
2005\50558.xlsx,51.3,51.4,1,4.9,1115
2005\50558.xlsx,57.6,58,1,6.3,1115
2005\50558.xlsx,58.8,59.6,0,13.9,1115
2005\50558.xlsx,59.8,61.4,0,1,1115
2005\50558.xlsx,63.4,63.9,0,3.6,1115
2005\50558.xlsx,66.2,69.2,0,2.8,1115
2005\50558.xlsx,66.8,67,1,9.2,1115
2005\50558.xlsx,70.2,83.5,0,4,1115
2005\50558.xlsx,73.8,74,1,7,1115
2005\50558.xlsx,75.9,76.3,1,2.1,1115
2005\50558.xlsx,86.6,88.3,1,10.7,1115
2005\50558.xlsx,89.3,91.3,0,19.1,1115
2005\50558.xlsx,91,91.3,1,4.4,1115
2005\50558.xlsx,93,93.6,0,3.7,1115
2005\50559.xlsx,1.8,2.1,1,0,1116
2005\50559.xlsx,3.8,4.1,0,0,1116
2005\50559.xlsx,4.4,4.6,1,2.6,1116
2005\50559.xlsx,6.5,6.6,1,2.1,1116
2005\50559.xlsx,7.6,7.8,1,1.1,1116
2005\50559.xlsx,8.5,8.7,1,0.9,1116
2005\50559.xlsx,9.5,9.6,1,1,1116
2005\50559.xlsx,10.5,10.8,1,1,1116
2005\50559.xlsx,11.4,11.6,1,0.9,1116
2005\50559.xlsx,12.1,12.9,0,8.3,1116
2005\50559.xlsx,13.4,14,1,2,1116
2005\50559.xlsx,14.6,14.8,1,1.2,1116
2005\50559.xlsx,17.4,17.5,1,2.8,1116
2005\50559.xlsx,19.8,20.1,0,7.7,1116
2005\50559.xlsx,22.8,23.1,1,5.4,1116
2005\50559.xlsx,25.2,25.4,0,5.4,1116
2005\50559.xlsx,25.4,26.1,1,2.6,1116
2005\50559.xlsx,27,27.3,0,1.8,1116
2005\50559.xlsx,27.3,27.7,1,1.9,1116
2005\50559.xlsx,28.6,28.7,1,1.3,1116
2005\50559.xlsx,28.9,29.7,0,1.9,1116
2005\50559.xlsx,31,31.5,1,2.4,1116
2005\50559.xlsx,32.4,32.7,1,1.4,1116
2005\50559.xlsx,34.6,35,0,5.7,1116
2005\50559.xlsx,35,35.3,1,2.6,1116
2005\50559.xlsx,36.1,36.3,0,1.5,1116
2005\50559.xlsx,37.6,37.8,1,2.6,1116
2005\50559.xlsx,38.3,38.4,1,0.7,1116
2005\50559.xlsx,39.4,39.7,1,1.1,1116
2005\50559.xlsx,40.5,40.7,1,1.1,1116
2005\50559.xlsx,41.2,41.5,1,0.7,1116
2005\50559.xlsx,42.2,42.4,1,1,1116
2005\50559.xlsx,42.9,43,1,0.7,1116
2005\50559.xlsx,43,43.3,0,6.9,1116
2005\50559.xlsx,44.5,44.7,0,1.5,1116
2005\50559.xlsx,45.3,45.6,1,2.4,1116
2005\50559.xlsx,46.2,46.4,1,0.9,1116
2005\50559.xlsx,48.3,48.6,0,3.8,1116
2005\50559.xlsx,50.5,50.7,0,2.2,1116
2005\50559.xlsx,51,51.1,1,4.8,1116
2005\50559.xlsx,52,52.3,0,1.5,1116
2005\50559.xlsx,52.3,52.6,1,1.3,1116
2005\50559.xlsx,53.7,54.3,0,1.7,1116
2005\50559.xlsx,54.3,54.6,1,2,1116
2005\50559.xlsx,55.6,55.8,1,1.3,1116
2005\50559.xlsx,56.9,57,1,1.3,1116
2005\50559.xlsx,58.6,58.8,1,1.7,1116
2005\50559.xlsx,59.5,59.7,0,5.8,1116
2005\50559.xlsx,60.9,63.3,0,1.4,1116
2005\50559.xlsx,62.9,63.1,1,4.3,1116
2005\50559.xlsx,65.2,67.3,0,4.3,1116
2005\50559.xlsx,66.7,67,1,3.8,1116
2005\50559.xlsx,68.4,68.6,1,1.7,1116
2005\50559.xlsx,69.4,69.5,0,4.2,1116
2005\50559.xlsx,70.6,70.8,0,1.2,1116
2005\50559.xlsx,71,71.1,1,2.6,1116
2005\50559.xlsx,73.3,73.5,1,2.3,1116
2005\50559.xlsx,74.2,74.3,0,3.6,1116
2005\50559.xlsx,75.7,76,0,1.5,1116
2005\50559.xlsx,77.8,78.3,1,4.5,1116
2005\50559.xlsx,77.8,78.1,0,2.1,1116
2005\50559.xlsx,81.1,82.4,0,3.3,1116
2005\50559.xlsx,82.1,82.1,1,4.3,1116
2005\50559.xlsx,89.5,89.7,1,7.4,1116
2005\50559.xlsx,91.8,91.9,1,2.3,1116
2005\50560.xlsx,4,4.6,0,0,1117
2005\50560.xlsx,4.4,4.9,1,0,1117
2005\50560.xlsx,8.3,8.4,0,4.3,1117
2005\50560.xlsx,8.9,9.1,1,4.5,1117
2005\50560.xlsx,12,12.5,0,3.7,1117
2005\50560.xlsx,12.8,13.8,0,0.8,1117
2005\50560.xlsx,13.7,14.1,1,4.8,1117
2005\50560.xlsx,15.1,15.3,1,1.4,1117
2005\50560.xlsx,16.1,16.6,1,1,1117
2005\50560.xlsx,21.5,22.4,1,5.4,1117
2005\50560.xlsx,21.5,22.2,0,8.7,1117
2005\50560.xlsx,23.4,24.2,0,1.9,1117
2005\50560.xlsx,24.3,24.6,1,2.8,1117
2005\50560.xlsx,27.2,27.7,1,2.9,1117
2005\50560.xlsx,28.2,28.6,0,4.8,1117
2005\50560.xlsx,30,31.7,0,1.8,1117
2005\50560.xlsx,31.5,31.6,1,4.3,1117
2005\50560.xlsx,36,38.2,0,6,1117
2005\50560.xlsx,37.7,38.2,1,6.2,1117
2005\50560.xlsx,38.8,39,1,1.1,1117
2005\50560.xlsx,39.1,40.5,0,3.1,1117
2005\50560.xlsx,41.3,41.5,1,2.5,1117
2005\50560.xlsx,42.3,42.6,1,1,1117
2005\50560.xlsx,43.2,43.4,0,4.1,1117
2005\50560.xlsx,43.5,44.6,1,1.2,1117
2005\50560.xlsx,44.3,44.6,0,1.1,1117
2005\50560.xlsx,47.6,48,0,3.3,1117
2005\50560.xlsx,49.4,49.7,0,1.8,1117
2005\50560.xlsx,50.7,51,1,7.2,1117
2005\50560.xlsx,51.2,51.4,0,1.8,1117
2005\50560.xlsx,53.1,54,1,2.4,1117
2005\50560.xlsx,54.1,57.6,0,2.9,1117
2005\50560.xlsx,60.1,62,1,7,1117
2005\50560.xlsx,61.6,61.9,0,7.5,1117
2005\50560.xlsx,63.9,65.3,0,2.3,1117
2005\50560.xlsx,65.7,66.4,0,1.8,1117
2005\50560.xlsx,66.4,66.6,1,6.3,1117
2005\50560.xlsx,70.3,72,1,3.9,1117
2005\50560.xlsx,71.4,71.8,0,5.7,1117
2005\50560.xlsx,73.8,74.2,1,3.5,1117
2005\50560.xlsx,78.3,78.5,1,4.5,1117
2005\50560.xlsx,80,84.4,0,8.6,1117
2005\50560.xlsx,81.5,81.7,1,3.2,1117
2005\50560.xlsx,84,84.5,1,2.5,1117
2005\50560.xlsx,86.5,88.1,1,2.5,1117
2005\50568.xlsx,3,3.1,1,0,1125
2005\50568.xlsx,6.7,7.3,1,3.7,1125
2005\50568.xlsx,6.8,7.2,0,0,1125
2005\50568.xlsx,10.3,10.5,1,3.6,1125
2005\50568.xlsx,12.4,12.5,1,2.1,1125
2005\50568.xlsx,15.6,15.7,1,3.2,1125
2005\50568.xlsx,17.3,17.5,1,1.7,1125
2005\50568.xlsx,20.3,20.5,1,3,1125
2005\50568.xlsx,21.7,21.9,1,1.4,1125
2005\50568.xlsx,22.8,23.1,0,16,1125
2005\50568.xlsx,25.5,25.6,1,3.8,1125
2005\50568.xlsx,30.1,30.2,1,4.6,1125
2005\50568.xlsx,31.7,31.8,1,1.6,1125
2005\50568.xlsx,34.2,34.5,0,11.4,1125
2005\50568.xlsx,35.3,35.6,0,1.1,1125
2005\50568.xlsx,36.4,36.5,1,4.7,1125
2005\50568.xlsx,38.4,38.5,1,2,1125
2005\50568.xlsx,43,43.5,0,7.7,1125
2005\50568.xlsx,46.4,46.5,1,8,1125
2005\50568.xlsx,51.1,51.3,1,4.7,1125
2005\50568.xlsx,56.3,56.7,0,13.3,1125
2005\50568.xlsx,58,58.4,1,6.9,1125
2005\50568.xlsx,60.3,60.6,0,4,1125
2005\50568.xlsx,60.6,60.8,1,2.6,1125
2005\50568.xlsx,62.3,62.6,1,1.7,1125
2005\50568.xlsx,65.2,65.5,1,2.9,1125
2005\50568.xlsx,66.8,67,1,1.6,1125
2005\50568.xlsx,68.1,68.3,0,7.8,1125
2005\50568.xlsx,69.5,69.7,1,2.7,1125
2005\50568.xlsx,71.8,72,1,2.3,1125
2005\50568.xlsx,74.4,74.8,1,2.6,1125
2005\50568.xlsx,77.5,78.2,0,9.4,1125
2005\50568.xlsx,82.2,82.6,1,7.8,1125
2005\50568.xlsx,82.4,83,0,4.9,1125
2005\50568.xlsx,84.2,84.3,1,2,1125
2005\50568.xlsx,85.3,85.5,1,1.1,1125
2005\50568.xlsx,86.2,86.3,1,0.9,1125
2005\50568.xlsx,87.3,87.5,1,1.1,1125
2005\50568.xlsx,91.9,92.1,1,4.6,1125
2005\50568.xlsx,92.5,93.6,0,10.1,1125
2005\50568.xlsx,93.2,93.2,1,1.3,1125
2005\50570.xlsx,5.5,28.4,0,0,1127
2005\50570.xlsx,28.8,34.9,0,23.3,1127
2005\50570.xlsx,42.3,44.2,0,13.5,1127
2005\50570.xlsx,44.3,50.1,0,2,1127
2005\50570.xlsx,54,54.4,0,9.7,1127
2005\50570.xlsx,56.3,56.6,1,0,1127
2005\50570.xlsx,58.8,60.8,0,4.8,1127
2005\50570.xlsx,71.8,72.3,0,13,1127
2005\50570.xlsx,72.4,72.7,0,0.6,1127
2005\50570.xlsx,72.8,72.9,0,0.4,1127
2005\50570.xlsx,73.1,73.2,1,16.8,1127
2005\50570.xlsx,76.4,76.5,1,3.3,1127
2005\50570.xlsx,76.5,79.2,0,3.7,1127
2005\50570.xlsx,79.4,82.6,0,2.9,1127
2005\50570.xlsx,82.8,83,1,6.4,1127
2005\50570.xlsx,87.5,88.1,0,8.1,1127
2005\50570.xlsx,88.2,91.9,0,0.7,1127
2005\50570.xlsx,88.9,89.2,1,6.1,1127
2005\50570.xlsx,91.2,91.3,1,2.3,1127
2005\50570.xlsx,92.1,93.7,0,3.9,1127
2005\50571.xlsx,2.8,6,0,0,1128
2005\50571.xlsx,3.1,3.6,1,0,1128
2005\50571.xlsx,6.2,8.3,1,3.1,1128
2005\50571.xlsx,8.5,13,1,2.3,1128
2005\50571.xlsx,16.2,16.5,1,7.7,1128
2005\50571.xlsx,16.6,18.6,0,13.8,1128
2005\50571.xlsx,18.6,18.8,1,2.4,1128
2005\50571.xlsx,21.8,21.9,1,3.2,1128
2005\50571.xlsx,23.7,24.7,1,1.9,1128
2005\50571.xlsx,24.6,27.8,0,8,1128
2005\50571.xlsx,27.8,29,1,4.1,1128
2005\50571.xlsx,29.7,38,1,1.9,1128
2005\50571.xlsx,41.3,42.6,0,16.7,1128
2005\50571.xlsx,42.6,42.7,1,12.9,1128
2005\50571.xlsx,51.7,52.1,1,9.1,1128
2005\50571.xlsx,53.8,54,1,2.1,1128
2005\50571.xlsx,56,56.3,1,2.2,1128
2005\50571.xlsx,57.5,59.9,1,1.5,1128
2005\50571.xlsx,60.1,62.5,1,2.6,1128
2005\50571.xlsx,62.5,62.8,0,21.2,1128
2005\50571.xlsx,64.8,68.3,0,2.3,1128
2005\50571.xlsx,65.8,66,1,5.7,1128
2005\50571.xlsx,68.4,69.4,1,2.6,1128
2005\50571.xlsx,69.5,71.5,0,4.7,1128
2005\50571.xlsx,71.5,76.7,1,3.1,1128
2005\50571.xlsx,76.8,79.3,0,7.3,1128
2005\50571.xlsx,80.6,83.8,1,9.1,1128
2005\50571.xlsx,85.3,88.2,0,8.5,1128
2005\50571.xlsx,88.3,93.7,1,7.7,1128
2005\50572.xlsx,2.5,2.7,1,0,1129
2005\50572.xlsx,2.6,6.8,0,0,1129
2005\50572.xlsx,9.9,13,1,7.4,1129
2005\50572.xlsx,16,16.5,1,6.1,1129
2005\50572.xlsx,19.2,19.9,1,3.2,1129
2005\50572.xlsx,21.2,21.4,0,18.6,1129
2005\50572.xlsx,21.4,21.9,1,2.2,1129
2005\50572.xlsx,22.9,23.5,0,1.7,1129
2005\50572.xlsx,23.5,28.1,1,2.1,1129
2005\50572.xlsx,25.2,25.4,0,2.3,1129
2005\50572.xlsx,27.5,27.7,0,2.3,1129
2005\50572.xlsx,30.5,31.1,1,7,1129
2005\50572.xlsx,32.7,33.3,1,2.2,1129
2005\50572.xlsx,38.7,41,0,11.2,1129
2005\50572.xlsx,43.5,46.7,1,10.8,1129
2005\50572.xlsx,48.7,49.1,0,10,1129
2005\50572.xlsx,50.4,50.6,0,1.7,1129
2005\50572.xlsx,51.3,51.4,0,0.9,1129
2005\50572.xlsx,54.5,54.6,0,3.2,1129
2005\50572.xlsx,56,57.6,1,12.5,1129
2005\50572.xlsx,56.3,56.4,0,1.8,1129
2005\50572.xlsx,57.3,57.5,0,1,1129
2005\50572.xlsx,58.7,58.8,0,1.4,1129
2005\50572.xlsx,60.2,60.6,0,1.5,1129
2005\50572.xlsx,60.6,61.2,1,4.6,1129
2005\50572.xlsx,63.2,69.8,1,2.6,1129
2005\50572.xlsx,73,75.6,0,12.8,1129
2005\50572.xlsx,77.6,78.3,1,14.4,1129
2005\50572.xlsx,78,78.1,0,5,1129
2005\50572.xlsx,80.9,81,0,2.9,1129
2005\50572.xlsx,81.2,81.6,1,3.6,1129
2005\50572.xlsx,89.5,90.7,0,8.6,1129
2005\50572.xlsx,90.7,91.1,1,9.5,1129
2005\50572.xlsx,92.2,92.4,0,2.7,1129
2005\50572.xlsx,93.1,93.2,0,0.9,1129
2005\50579.xlsx,2.4,2.7,1,0,1136
2005\50579.xlsx,2.8,4.5,0,0,1136
2005\50579.xlsx,10.8,11.2,1,8.4,1136
2005\50579.xlsx,14.3,22.8,0,11.5,1136
2005\50579.xlsx,23,24.4,1,12.2,1136
2005\50579.xlsx,30.4,30.7,1,7.4,1136
2005\50579.xlsx,34.1,34.3,1,3.7,1136
2005\50579.xlsx,34.5,37.5,0,20.2,1136
2005\50579.xlsx,37.5,37.7,1,3.4,1136
2005\50579.xlsx,41.3,41.7,0,6.8,1136
2005\50579.xlsx,48.3,48.7,1,10.8,1136
2005\50579.xlsx,48.6,50.7,0,7.3,1136
2005\50579.xlsx,63.6,65.7,0,15,1136
2005\50579.xlsx,65.7,70,1,17.4,1136
2005\50579.xlsx,73.3,76.1,0,9.7,1136
2005\50579.xlsx,76.1,76.3,1,10.4,1136
2005\50579.xlsx,86.4,88.1,0,13.1,1136
2005\50579.xlsx,88.2,88.4,1,12.1,1136
2005\50579.xlsx,89.7,93.3,0,3.3,1136
2005\50580.xlsx,2.7,4.6,0,0,1137
2005\50580.xlsx,4.2,4.8,1,0,1137
2005\50580.xlsx,6.1,11.9,0,3.4,1137
2005\50580.xlsx,13.1,13.7,1,8.9,1137
2005\50580.xlsx,13.5,16.2,0,7.4,1137
2005\50580.xlsx,17.1,18.2,1,4,1137
2005\50580.xlsx,20.4,20.9,0,6.9,1137
2005\50580.xlsx,21,22.4,1,3.9,1137
2005\50580.xlsx,28.7,28.9,1,7.7,1137
2005\50580.xlsx,28.9,29.1,0,8.5,1137
2005\50580.xlsx,30.7,32.2,0,1.8,1137
2005\50580.xlsx,32,33,1,3.3,1137
2005\50580.xlsx,34.5,34.9,1,2.5,1137
2005\50580.xlsx,35,37.6,0,4.3,1137
2005\50580.xlsx,37.6,38.4,1,3.1,1137
2005\50580.xlsx,41.8,42,0,6.8,1137
2005\50580.xlsx,45.9,47.9,0,4.1,1137
2005\50580.xlsx,50.5,52.3,1,12.9,1137
