"DVDRef","Filename","MVisit1","FVisit1","MVisit2","FVisit2","ShareTime1","MTime1","FTime1","MTime2","FTime2","Protocol","ShareTime12","NbAlternation","NbSynchro_ChickFeedingEquanim","NbSynchro_LessConspicuous","NbSynchroFemaleStart","MmeanDuration","FmeanDuration","EffectiveTime","MFTime1","MFTime02","MFTime2","FVisit1RateH","MVisit1RateH","DiffVisit1Rate","MFVisit1RateH","FTime1RateH","MTime1RateH","DiffTime1Rate","AlternationValue","SynchronyFeedValue","SynchronyMvtValue","PropSynchroFemaleStart"
1061,"2005\50504.xlsx",25,24,0,2,0.5,5.79999999999997,22.2,2.00000000000001,3.09999999999999,"Shinichi",0.9,35,7,20,4,0.231999999999999,0.925,91.0000030517578,27.5,63.5,4.7,16,16,0,32.307691224228,14.64,3.82,10.82,72.9,14.6,41.7,57.1
1062,"2005\50505.xlsx",0,11,0,0,0,0,51.8,0,3.79999999999998,"Shinichi",0,0,0,0,0,NA,4.70909090909091,85.7999969482422,51.8,34,3.8,8,0,8,7.6923079659098,36.22,0,36.22,0,0,0,NA
1063,"2005\50506.xlsx",16,15,0,0,0.1,5.79999999999999,29.3,2.1,0.999999999999995,"Shinichi",0.1,24,5,14,3,0.362499999999999,1.95333333333333,85.8999969482422,35,50.9,3.1,10,11,1,21.6530857518041,20.47,4.05,16.42,80,16.7,46.7,60
1064,"2005\50507.xlsx",29,32,0,3,0,4.20000000000001,9.30000000000001,0.79999999999999,4.09999999999999,"Shinichi",0.1,37,17,34,13,0.144827586206897,0.290625,88.6999969482422,13.5,75.2,4.8,22,20,2,41.2626846214625,6.29,2.84,3.45,61.7,28.3,56.7,76.5
1066,"2005\50509.xlsx",0,1,4,0,0,0,0.3,0.70000000000001,0.3,"Shinichi",0,0,0,0,0,NA,0.3,91.3999969482422,0.3,91.1,1,1,0,1,0.656455164150352,0.2,0,0.2,NA,NA,NA,NA
1068,"2005\50511.xlsx",0,19,0,0,0,0,14.4,0,1.9,"Shinichi",0,0,0,0,0,NA,0.757894736842107,91.9999969482422,14.4,77.6,1.9,12,0,12,12.3913047588615,9.39,0,9.39,0,0,0,NA
1072,"2005\50515.xlsx",17,11,1,0,0.7,4.2,42.3,3.4,1.80000000000003,"Shinichi",1.5,20,5,17,3,0.247058823529412,3.84545454545454,89.1000030517578,45.8,43.3,4.4,7,11,4,18.8552182094101,28.48,2.83,25.65,74.1,18.5,63,60
1075,"2005\50518.xlsx",0,7,11,0,0,0,47.7,5.8,1.3,"Shinichi",4.9,0,0,0,0,NA,6.81428571428571,88.2999969482422,47.7,40.6,2.2,5,0,5,4.7565120556707,32.41,0,32.41,0,0,0,NA
1076,"2005\50519.xlsx",18,6,1,0,0.8,15.4,35,4.60000000000001,2.89999999999999,"Shinichi",4.7,10,2,10,1,0.855555555555556,5.83333333333333,91.8999969482422,49.6,42.3,3.6,4,12,8,15.6692061786575,22.85,10.05,12.8,43.5,8.7,43.5,50
1077,"2005\50520.xlsx",14,7,2,2,0,13.6,30.6,1.90000000000001,1.50000000000001,"Shinichi",1.1,13,1,5,1,0.971428571428571,4.37142857142857,90.2000030517578,44.2,46,2.3,5,9,4,13.9689573987819,20.35,9.05,11.3,65,5,25,100
1082,"2005\50525.xlsx",15,22,1,1,0,2.29999999999997,13,1.19999999999999,1.5,"Shinichi",0.1,22,8,13,5,0.153333333333331,0.590909090909092,89.0000030517578,15.3,73.7,2.6,15,10,5,24.9438193694102,8.76,1.55,7.21,61.1,22.2,36.1,62.5
1084,"2005\50527.xlsx",11,33,0,0,0,1.8,5.50000000000001,0.199999999999989,0.599999999999987,"Shinichi",0,22,4,7,2,0.163636363636364,0.166666666666667,91.2999969482422,7.30000000000001,84,0.8,22,7,15,28.915663617126,3.61,1.18,2.43,51.2,9.3,16.3,50
1090,"2005\50533.xlsx",16,16,0,0,0.3,26.5,21.9,0.299999999999986,0,"Shinichi",0.5,25,4,19,3,1.65625,1.36875,90.6999969482422,48.1,42.6,0.1,11,11,0,21.1686886946164,14.49,17.53,3.04,80.6,12.9,61.3,75
1091,"2005\50534.xlsx",13,29,1,0,0,2.29999999999998,19.2,0.100000000000001,3.30000000000001,"Shinichi",0,26,6,10,4,0.176923076923076,0.662068965517241,91.6000015258789,21.5,70.1,3.4,19,9,10,27.510916572289,12.58,1.51,11.07,63.4,14.6,24.4,66.7
1093,"2005\50536.xlsx",10,20,1,0,0.2,2.70000000000002,51.3,0.499999999999991,1.7,"Shinichi",0.5,20,4,13,3,0.270000000000002,2.565,92.1000030517578,53.8,38.3,1.9,13,7,6,19.5439732937734,33.42,1.76,31.66,69,13.8,44.8,75
1094,"2005\50537.xlsx",35,22,0,0,0.4,14.2,30.5,1.4,0.900000000000003,"Shinichi",0.8,33,4,23,2,0.405714285714286,1.38636363636364,92.7000030517578,44.3,48.4,1.9,14,23,9,36.8932026689415,19.74,9.19,10.55,58.9,7.1,41.1,50
1095,"2005\50538.xlsx",1,50,10,5,0,0.0999999999999943,30.3,3.30000000000001,4.59999999999998,"Shinichi",1.7,2,1,2,0,0.0999999999999943,0.606,90.9,30.4,60.5,6.2,33,1,32,33.6633663366337,20,0.07,19.93,4,2,4,0
1103,"2005\50546.xlsx",0,16,1,0,0,0,47.1,0.299999999999997,0,"Shinichi",0,0,0,0,0,NA,2.94375,89.7999984741211,47.1,42.7,0.3,11,0,11,10.6904233442349,31.47,0,31.47,0,0,0,NA
1104,"2005\50547.xlsx",0,17,0,1,0,0,48.5,0,8.7,"Shinichi",0,0,0,0,0,NA,2.85294117647059,88.9999969482422,48.5,40.5,8.7,11,0,11,11.4606745502832,32.7,0,32.7,0,0,0,NA
1105,"2005\50548.xlsx",15,12,0,1,0.2,3.10000000000001,13.5,1.69999999999999,1.19999999999999,"Shinichi",0.3,17,3,13,1,0.206666666666667,1.125,84.9999969482422,16.4,68.6,2.8,8,11,3,19.0588242136814,9.53,2.19,7.34,65.4,11.5,50,33.3
1112,"2005\50555.xlsx",12,12,1,0,0.9,2.69999999999999,26.7,3.50000000000001,1.00000000000001,"Shinichi",2.4,14,4,5,1,0.224999999999999,2.225,83.1999984741211,28.5,54.7,3,9,9,0,17.3076926251135,19.25,1.95,17.3,60.9,17.4,21.7,25
1115,"2005\50558.xlsx",16,11,4,1,2.1,17.7,49.8,2.09999999999999,0.400000000000002,"Shinichi",3.3,14,0,8,0,1.10625,4.52727272727273,89.5999984741211,65.4,24.2,1.3,7,11,4,18.0803574507638,33.35,11.85,21.5,53.8,0,30.8,NA
1116,"2005\50559.xlsx",42,23,2,0,0.8,10,12.2,1.59999999999999,2.89999999999998,"Shinichi",1.6,34,9,27,6,0.238095238095238,0.530434782608695,92.0000030517578,21.4,70.6,3.7,15,27,12,42.3913029416523,7.96,6.52,1.44,53.1,14.1,42.2,66.7
1117,"2005\50560.xlsx",24,21,1,0,3.2,13.8,21.5,1.20000000000001,1.60000000000001,"Shinichi",3.9,27,5,25,2,0.575,1.02380952380952,89.5999984741211,32.1,57.5,2.1,14,16,2,30.1339290846063,14.4,9.24,5.16,61.4,11.4,56.8,40
1125,"2005\50568.xlsx",30,11,0,0,0.6,5.89999999999997,5.10000000000001,2.50000000000005,1.19999999999999,"Shinichi",1.1,20,3,10,1,0.196666666666666,0.463636363636364,90.8999969482422,10.4,80.5,3.2,7,20,13,27.062707179195,3.37,3.89,0.52,50,7.5,25,33.3
1127,"2005\50570.xlsx",6,14,0,0,0.4,1.1,51.8,2.89999999999999,0.6,"Shinichi",0.7,8,2,4,1,0.183333333333334,3.7,88.2999969482422,52.5,35.8,3.2,10,4,6,13.5900344447734,35.2,0.75,34.45,42.1,10.5,21.1,50
1128,"2005\50571.xlsx",20,9,0,0,0.8,39,20.9,8.59999999999999,0.799999999999994,"Shinichi",1.4,15,2,16,1,1.95,2.32222222222222,91.0999969482422,59.1,32,8.8,6,13,7,19.0998908703429,13.77,25.69,11.92,53.6,7.1,57.1,50
1129,"2005\50572.xlsx",15,20,0,0,0.9,24.3,13.6,1.30000000000001,0.100000000000001,"Shinichi",1.1,21,6,16,3,1.62,0.68,91.6000015258789,37,54.6,1.2,13,10,3,22.9257638102408,8.91,15.92,7.01,61.8,17.6,47.1,50
1136,"2005\50579.xlsx",10,9,1,0,0.1,7.90000000000001,25.9,1.30000000000001,0.30000000000001,"Shinichi",0.3,15,3,11,0,0.79,2.87777777777778,91.0000030517578,33.7,57.3,1.4,6,7,1,12.5274721073537,17.08,5.21,11.87,83.3,16.7,61.1,0
1137,"2005\50580.xlsx",22,16,4,3,1.9,16.4,35.3,16.5,4.40000000000001,"Shinichi",6.8,27,6,24,2,0.745454545454545,2.20625,90.8,49.8,41,16,11,15,4,25.1101321585903,23.33,10.84,12.49,73,16.2,64.9,33.3
1138,"2005\50581.xlsx",22,19,2,0,2,17.4,28.3,4.4,1.30000000000001,"Shinichi",2.6,30,3,23,1,0.79090909090909,1.48947368421053,91.3999969482422,43.7,47.7,5.1,12,14,2,26.9146617301644,18.58,11.42,7.16,75,7.5,57.5,33.3
1146,"2005\50589.xlsx",10,11,0,0,0.3,28.9,44.8,4.40000000000002,0.400000000000011,"Shinichi",2,17,2,14,1,2.89,4.07272727272727,93,73.4,19.6,3.1,7,6,1,13.5483870967742,28.9,18.65,10.25,85,10,70,50
1147,"2005\50590.xlsx",22,10,0,0,0,10,38.3,0.899999999999991,0.6,"Shinichi",0.2,17,2,13,0,0.454545454545455,3.83,91.9999969482422,48.3,43.7,1.3,7,14,7,20.8695659096615,24.98,6.52,18.46,54.8,6.5,41.9,0
1148,"2005\50591.xlsx",21,19,0,0,0,9.70000000000002,25.4,2.4,0.600000000000004,"Shinichi",0.1,23,7,20,2,0.461904761904763,1.33684210526316,92.3,35.1,57.2,2.9,12,14,2,26.0021668472373,16.51,6.31,10.2,59,17.9,51.3,28.6
1155,"2005\50598.xlsx",9,8,3,0,3.1,13.1,45.5,8.8,0.300000000000001,"Shinichi",6.8,11,2,5,1,1.45555555555556,5.6875,91.7000030517578,55.5,36.2,5.4,5,6,1,11.1232275469422,29.77,8.57,21.2,68.8,12.5,31.2,50
1162,"2005\50605.xlsx",14,25,0,0,1.4,31.4,19.7,2.2,1.1,"Shinichi",2,24,5,22,2,2.24285714285714,0.787999999999999,77,49.7,27.3,2.7,19,11,8,30.3896103896104,15.35,24.47,9.12,63.2,13.2,57.9,40
1163,"2005\50606.xlsx",19,10,0,0,1.3,23.7,12.3,0.799999999999993,1.59999999999999,"Shinichi",1.3,13,3,11,1,1.24736842105263,1.23,89.9999969482422,34.7,55.3,2.4,7,13,6,19.3333339888961,8.2,15.8,7.6,46.4,10.7,39.3,33.3
1164,"2005\50607.xlsx",17,11,1,0,1.5,10.5,41,5,0.300000000000008,"Shinichi",4.3,14,2,9,0,0.617647058823528,3.72727272727272,83.6999984741211,50,33.7,2.5,8,12,4,20.0716849537271,29.39,7.53,21.86,51.9,7.4,33.3,0
1165,"2005\50608.xlsx",28,24,1,0,0.2,5.90000000000001,8.69999999999998,2.10000000000002,2.49999999999999,"Shinichi",0.5,27,10,22,6,0.210714285714286,0.362499999999999,90.3000030517578,14.4,75.9,4.3,16,19,3,34.551493848917,5.78,3.92,1.86,52.9,19.6,43.1,60
1166,"2005\50609.xlsx",10,13,4,2,0.7,23.7,34.3,13.1,2.80000000000001,"Shinichi",1.7,18,1,12,0,2.37,2.63846153846154,90.7999969482422,57.3,33.5,14.9,9,7,2,15.1982383962703,22.67,15.66,7.01,81.8,4.5,54.5,0
1177,"2005\50620.xlsx",31,21,0,0,1.2,13.7,21.9,2.09999999999999,4.69999999999998,"Shinichi",1.2,34,7,27,6,0.441935483870967,1.04285714285714,92.6000015258789,34.4,58.2,6.8,14,20,6,33.693303980433,14.19,8.88,5.31,66.7,13.7,52.9,85.7
1183,"2005\50626.xlsx",10,11,4,0,0,16.5,62.2,7.4,0,"Shinichi",2.7,16,0,16,0,1.65,5.65454545454546,91.2,78.7,12.5,4.7,7,7,0,13.8157894736842,40.92,10.86,30.06,80,0,80,NA
1184,"2005\50627.xlsx",12,9,0,0,0.2,34.4,46.8,0.2,0,"Shinichi",0.2,15,0,15,0,2.86666666666667,5.2,89.7999984741211,81,8.8,0.2,6,8,2,14.0311806393083,31.27,22.98,8.29,75,0,75,NA
1185,"2005\50628.xlsx",13,14,1,0,0,3.40000000000001,22.4,0.599999999999994,0.899999999999999,"Shinichi",0.4,16,3,16,2,0.261538461538462,1.6,91,25.8,65.2,1.1,9,9,0,17.8021978021978,14.77,2.24,12.53,61.5,11.5,61.5,66.7
1186,"2005\50629.xlsx",8,9,1,1,0,32.2,34.3,2.2,0.200000000000003,"Shinichi",0,14,1,9,0,4.025,3.81111111111111,90.7,66.5,24.2,2.4,6,5,1,11.2458654906284,22.69,21.3,1.39,87.5,6.2,56.2,0
1187,"2005\50630.xlsx",5,9,4,2,0.7,6.59999999999999,37.7,4.80000000000001,3.7,"Shinichi",0.9,6,0,3,0,1.32,4.18888888888889,84.1999984741211,43.6,40.6,8.3,6,4,2,9.97624721166918,26.86,4.7,22.16,46.2,0,23.1,NA
1195,"2005\50638.xlsx",10,13,1,0,0.1,14.2,38.2,0.1,1.5,"Shinichi",0.1,12,1,10,1,1.42,2.93846153846154,91.1999984741211,52.3,38.9,1.6,9,7,2,15.1315792005368,25.13,9.34,15.79,54.5,4.5,45.5,100
1210,"2005\50653.xlsx",13,15,0,0,0,11.1,44.7,2.3,0,"Shinichi",0,23,1,19,1,0.853846153846152,2.98,91.5,55.8,35.7,2.3,10,9,1,18.3606557377049,29.31,7.28,22.03,85.2,3.7,70.4,100
1211,"2005\50654.xlsx",4,6,1,0,0,31.2,48.7,2,0,"Shinichi",2,7,0,6,0,7.8,8.11666666666666,90.7,79.9,10.8,0,4,3,1,6.61521499448732,32.22,20.64,11.58,77.8,0,66.7,NA
1221,"2005\50664.xlsx",1,23,0,1,0,0.0999999999999943,27.2,0,0.699999999999999,"Shinichi",0,2,0,0,0,0.0999999999999943,1.18260869565217,92.6999969482422,27.3,65.4,0.7,15,1,14,15.5339810939153,17.61,0.06,17.55,8.7,0,0,NA
1222,"2005\50665.xlsx",0,24,0,0,0,0,45.3,0,0,"Shinichi",0,0,0,0,0,NA,1.8875,91.3999969482422,45.3,46.1,0,16,0,16,15.7549239396084,29.74,0,29.74,0,0,0,NA
1223,"2005\50666.xlsx",17,14,0,0,0.1,3.09999999999999,23.4,0,1.09999999999999,"Shinichi",0.1,19,5,18,2,0.18235294117647,1.67142857142857,92.1999969482422,26.4,65.8,1.1,9,11,2,20.1735364594875,15.23,2.02,13.21,63.3,16.7,60,40
1224,"2005\50667.xlsx",9,8,0,0,0,11.6,69.7,1.6,0,"Shinichi",0.5,16,0,12,0,1.28888888888889,8.7125,92,81.3,10.7,1.1,5,6,1,11.0869565217391,45.46,7.57,37.89,100,0,75,NA
1228,"2005\50671.xlsx",21,18,0,1,0.1,15,16.5,0.400000000000002,1.59999999999999,"Shinichi",0.1,22,6,13,2,0.714285714285714,0.916666666666668,92.3999969482422,31.4,61,2,12,14,2,25.3246761610907,10.71,9.74,0.97,57.9,15.8,34.2,33.3
1230,"2005\50673.xlsx",15,30,1,0,0,6.09999999999999,7.20000000000004,1,1.5,"Shinichi",0.4,27,5,12,4,0.406666666666666,0.240000000000001,89.4999984741211,13.3,76.2,2.1,20,10,10,30.1675982796883,4.83,4.09,0.74,61.4,11.4,27.3,80
1233,"2005\50676.xlsx",2,37,0,0,0.1,1.10000000000001,14.1,0,1.8,"Shinichi",0.2,4,2,3,1,0.550000000000004,0.381081081081081,73,15.1,57.9,1.7,30,2,28,32.0547945205479,11.59,0.9,10.69,10.5,5.3,7.9,50
1243,"2005\50686.xlsx",4,30,1,1,0,0.400000000000004,33.6,0.100000000000001,0.299999999999997,"Shinichi",0,8,2,3,1,0.100000000000001,1.12,92.7999969482422,34,58.8,0.4,19,3,16,21.9827593435998,21.72,0.26,21.46,24.2,6.1,9.1,50
1244,"2005\50687.xlsx",27,22,0,0,0.6,8.89999999999999,29.1,0.30000000000001,0.199999999999999,"Shinichi",0.6,20,4,19,0,0.329629629629629,1.32272727272727,92.7,37.4,55.3,0.5,14,17,3,31.7152103559871,18.83,5.76,13.07,41.7,8.3,39.6,0
1246,"2005\50689.xlsx",14,15,1,1,0.3,2.89999999999997,34.9,0.500000000000005,0.199999999999999,"Shinichi",0.4,21,1,8,0,0.207142857142855,2.32666666666667,90.2000030517578,37.5,52.7,0.6,10,9,1,19.2904649792702,23.22,1.93,21.29,75,3.6,28.6,0
1256,"2005\50699.xlsx",6,10,1,2,0,13.4,8.8,11.2,1.19999999999999,"Shinichi",0.7,6,1,3,1,2.23333333333333,0.88,90.2999984741211,22.2,68.1,11.7,7,4,3,10.6312294155257,5.85,8.9,3.05,40,6.7,20,100
1257,"2005\50700.xlsx",19,28,1,2,0,6.3,18.6000000000001,0.699999999999996,1.89999999999999,"Shinichi",0.4,28,5,19,0,0.331578947368421,0.664285714285716,87.5999969482422,24.9,62.7,2.2,19,13,6,32.1917819433964,12.74,4.32,8.42,60.9,10.9,41.3,0
1264,"2005\50707.xlsx",9,5,7,1,0.2,24.4,49.1,26.3,1.5,"Shinichi",22.9,9,0,7,0,2.71111111111111,9.82,89.6999969482422,73.3,16.4,5.1,3,6,3,9.36454881358233,32.84,16.32,16.52,69.2,0,53.8,NA
1266,"2005\50709.xlsx",0,22,0,1,0,0,14.8,0,10.6,"Shinichi",0,0,0,0,0,NA,0.672727272727272,90.6999969482422,14.8,75.9,10.6,15,0,15,14.5534734775488,9.79,0,9.79,0,0,0,NA
1267,"2005\50710.xlsx",23,18,0,0,1.8,11.6,36,0.0999999999999996,0.300000000000004,"Shinichi",1.9,25,7,23,3,0.504347826086956,2,93.5,45.8,47.7,0.3,12,15,3,26.3101604278075,23.1,7.44,15.66,62.5,17.5,57.5,42.9
1270,"2005\50713.xlsx",13,14,0,0,2.4,34.5,24.8,0.499999999999984,1.1,"Shinichi",3.1,20,1,18,0,2.65384615384615,1.77142857142857,89.9999969482422,56.9,33.1,0.9,9,9,0,18.0000006103516,16.53,23,6.47,76.9,3.8,69.2,0
1291,"2005\50734.xlsx",23,21,0,0,0.6,9.4,15.4,0.499999999999995,1.10000000000001,"Shinichi",1,26,9,29,4,0.408695652173913,0.733333333333334,91.2000030517578,24.2,67,1.2,14,15,1,28.9473674524084,10.13,6.18,3.95,60.5,20.9,67.4,44.4
1293,"2005\50736.xlsx",36,17,0,1,0.2,7.6,8.99999999999998,0.499999999999998,6.5,"Shinichi",0.5,22,5,19,4,0.211111111111111,0.529411764705881,93.1999969482422,16.4,76.8,6.7,11,23,12,34.1201727910569,5.79,4.89,0.9,42.3,9.6,36.5,80
1299,"2005\50742.xlsx",17,16,1,0,0.9,4.99999999999998,31.9,1.40000000000001,0.499999999999986,"Shinichi",1.4,22,7,15,5,0.294117647058822,1.99375,83.8,36,47.8,1.4,11,12,1,23.6276849642005,22.84,3.58,19.26,68.8,21.9,46.9,71.4
1302,"2005\50745.xlsx",16,13,0,0,1.2,12.1,13.9,0.899999999999991,2.60000000000001,"Shinichi",2.8,13,1,7,1,0.75625,1.06923076923077,93.5999984741211,24.8,68.8,1.9,8,10,2,18.5897438927959,8.91,7.76,1.15,46.4,3.6,25,100
1308,"2005\50751.xlsx",17,13,10,0,0,12.4,7.9,42.1,3.09999999999999,"Shinichi",0.8,19,2,11,1,0.729411764705883,0.607692307692308,92.3000030517578,20.3,72,44.4,8,11,3,19.5016244906367,5.14,8.06,2.92,65.5,6.9,37.9,50
1309,"2005\50752.xlsx",0,32,0,0,0,0,39.6,0,4.4,"Shinichi",0,0,0,0,0,NA,1.2375,91.8999969482422,39.6,52.3,4.4,21,0,21,20.8922749048766,25.85,0,25.85,0,0,0,NA
1313,"2005\50756.xlsx",13,11,0,0,0,8.1,8.20000000000001,3.10000000000001,1.29999999999999,"Shinichi",0.3,13,0,1,0,0.623076923076923,0.745454545454546,91.6,16.3,75.3,4.1,7,9,2,15.7205240174673,5.37,5.31,0.06,56.5,0,4.3,NA
1326,"2005\50769.xlsx",10,15,0,1,0,18.8,36.7,2.8,1.20000000000001,"Shinichi",0.4,16,2,10,1,1.88,2.44666666666667,92.2000015258789,55.5,36.7,3.6,10,7,3,16.2689802079773,23.88,12.23,11.65,66.7,8.3,41.7,50
1333,"2005\50776.xlsx",7,26,0,2,0,5.40000000000001,30.1,0.799999999999986,4.70000000000002,"Shinichi",0.5,14,1,8,1,0.771428571428573,1.15769230769231,93.2000030517578,35.5,57.7,5,17,5,12,21.2446344974949,19.38,3.48,15.9,43.8,3.1,25,100
1344,"2005\50787.xlsx",8,16,2,2,0.3,4.20000000000001,17.8,2.09999999999998,2.90000000000001,"Shinichi",1.85,13,3,8,2,0.525000000000001,1.1125,93.2999969482422,21.7,71.6,3.45,10,5,5,15.434084106121,11.45,2.7,8.75,56.5,13,34.8,66.7
1349,"2005\50792.xlsx",8,27,1,1,0,5.49999999999998,17.6,2.09999999999999,2.79999999999998,"Shinichi",0,15,2,5,2,0.687499999999998,0.651851851851851,91.2999984741211,23.1,68.2,4.9,18,5,13,23.0010956746647,11.57,3.61,7.96,44.1,5.9,14.7,100
1350,"2005\50793.xlsx",13,13,0,2,3.9,18.5,47.6,4.1,1.90000000000001,"Shinichi",6.8,19,1,14,0,1.42307692307692,3.66153846153846,92.1,62.2,29.9,3.1,8,8,0,16.9381107491857,31.01,12.05,18.96,76,4,56,0
1351,"2005\50794.xlsx",11,19,1,0,0.3,1.09999999999997,19.1,0,0.999999999999998,"Shinichi",0.3,20,8,14,6,0.0999999999999971,1.00526315789474,89.7999969482422,19.8999999999999,69.9,1,13,7,6,20.0445441110367,12.76,0.73,12.03,69,27.6,48.3,75
1352,"2005\50795.xlsx",6,11,1,0,0.1,18.6,35.2,1.89999999999999,1.5,"Shinichi",1.4,9,0,7,0,3.1,3.2,93.0999969482422,53.7,39.4,2.1,7,4,3,10.9559616910305,22.69,11.99,10.7,56.2,0,43.8,NA
1353,"2005\50796.xlsx",8,8,1,1,0,6.60000000000002,54.2,1.39999999999998,1.39999999999997,"Shinichi",1.2,11,2,8,0,0.825000000000002,6.775,88.3999984741211,60.8,27.6,1.6,5,5,0,10.8597286942379,36.79,4.48,32.31,73.3,13.3,53.3,0
1356,"2005\50799.xlsx",4,14,2,0,0,6.80000000000001,46,4.49999999999999,2.3,"Shinichi",3.4,6,1,7,0,1.7,3.28571428571429,85.1000030517578,52.8,32.3,3.4,10,3,7,12.6909513662784,32.43,4.79,27.64,35.3,5.9,41.2,0
1364,"2005\50807.xlsx",9,4,6,0,0,17.6,33.6,9.99999999999999,0.500000000000004,"Shinichi",1.9,8,0,3,0,1.95555555555556,8.4,91.3000015258789,51.2,40.1,8.6,3,6,3,8.54326382216883,22.08,11.57,10.51,66.7,0,25,NA
1372,"2005\50815.xlsx",16,15,1,0,0,21.5,32.7,1.59999999999999,0.400000000000001,"Shinichi",0.7,24,2,20,2,1.34375,2.18,91.9999969482422,54.2,37.8,1.3,10,10,0,20.2173919749846,21.33,14.02,7.31,80,6.7,66.7,100
1373,"2005\50816.xlsx",8,29,1,0,0,1.20000000000002,21.6,2.8,2.19999999999998,"Shinichi",0.2,13,3,11,1,0.150000000000002,0.744827586206896,92.3999984741211,22.8,69.6,4.8,19,5,14,24.0259744227351,14.03,0.78,13.25,36.1,8.3,30.6,33.3
1383,"2005\50826.xlsx",13,10,0,1,0.1,17.8,24.4,1.09999999999999,1.00000000000002,"Shinichi",0.8,14,3,13,1,1.36923076923077,2.44,92,42.1,49.9,1.4,7,8,1,15,15.91,11.61,4.3,63.6,13.6,59.1,33.3
1386,"2005\50829.xlsx",2,1,7,1,0,3.10000000000001,0.5,13.5,1.20000000000001,"Shinichi",1.3,1,0,0,0,1.55,0.5,91.2000015258789,3.60000000000001,87.6,13.4,1,1,0,1.97368417750435,0.33,2.04,1.71,50,0,0,NA
1397,"2005\50840.xlsx",13,6,0,0,0.7,3.59999999999997,24.8,0.900000000000027,0.0999999999999943,"Shinichi",1.2,10,0,5,0,0.276923076923074,4.13333333333333,90.9999969482422,27.7,63.3,0.5,4,9,5,12.5274729475914,16.35,2.37,13.98,55.6,0,27.8,NA
1401,"2005\50844.xlsx",11,9,1,0,3.6,11.1,44.4,4.89999999999998,1.69999999999999,"Shinichi",6.3,10,2,6,0,1.00909090909091,4.93333333333333,88.0999969482422,51.9,36.2,3.9,6,7,1,13.6208858293717,30.24,7.56,22.68,52.6,10.5,31.6,0
1403,"2005\50846.xlsx",14,24,0,0,0,10.6,9.6,5.39999999999999,0.90000000000001,"Shinichi",0.6,15,4,12,1,0.75714285714286,0.4,92.3999969482422,20.2,72.2,5.7,16,9,7,24.6753254902935,6.23,6.88,0.65,40.5,10.8,32.4,25
1414,"2005\50857.xlsx",11,6,1,1,0.2,34.6,22.3,2.90000000000002,1.69999999999999,"Shinichi",1,11,1,11,1,3.14545454545455,3.71666666666667,91.9999969482422,56.7,35.3,3.8,4,7,3,11.0869568895077,14.54,22.57,8.03,68.8,6.2,68.8,100
1415,"2005\50858.xlsx",12,9,0,0,0.1,41,35.2,0.599999999999997,0.400000000000003,"Shinichi",0.5,14,0,12,0,3.41666666666667,3.91111111111111,92.1999969482422,76.1,16.1,0.6,6,8,2,13.6659440532012,22.91,26.68,3.77,70,0,60,NA
1416,"2005\50859.xlsx",11,8,2,0,0.3,45.8,32.7,3.99999999999998,0,"Shinichi",1.5,12,1,10,0,4.16363636363636,4.0875,93.0999984741211,78.2,14.9,2.8,5,7,2,12.2448981598736,21.07,29.52,8.45,66.7,5.6,55.6,0
1418,"2005\50861.xlsx",26,17,4,0,0.4,8.69999999999998,48.4,1.80000000000002,0.899999999999995,"Shinichi",1,25,5,26,3,0.334615384615384,2.84705882352941,91.8999969482422,56.7,35.2,2.1,11,17,6,28.073994403428,31.6,5.68,25.92,59.5,11.9,61.9,60
1425,"2005\50868.xlsx",27,16,0,0,1.1,8.1,30.2,2.70000000000002,1.09999999999999,"Shinichi",2.1,25,6,19,3,0.3,1.8875,92.1999984741211,37.2,55,2.8,10,18,8,27.9826468839277,19.65,5.27,14.38,59.5,14.3,45.2,50
1426,"2005\50869.xlsx",19,16,1,0,1.6,33.3,31.6,1.80000000000001,0.899999999999999,"Shinichi",2.5,23,3,22,2,1.75263157894737,1.975,90.5999969482422,63.3,27.3,1.8,11,13,2,23.1788087277716,20.93,22.05,1.12,67.6,8.8,64.7,66.7
1434,"2005\50877.xlsx",18,11,0,0,0.9,18.9,44.1,1.60000000000002,0.399999999999991,"Shinichi",1.8,18,3,9,1,1.05,4.00909090909091,91.5999984741211,62.1,29.5,1.1,7,12,5,18.9956335042035,28.89,12.38,16.51,64.3,10.7,32.1,33.3
1440,"2005\50883.xlsx",11,16,0,0,0,3.6,40.5,1.7,0.899999999999983,"Shinichi",0.8,17,2,15,1,0.327272727272727,2.53125,91.5999969482422,44.1,47.5,1.8,10,7,3,17.6855901088661,26.53,2.36,24.17,65.4,7.7,57.7,50
1441,"2005\50884.xlsx",12,13,0,0,0,20.3,23.7,0,0.199999999999989,"Shinichi",0.1,20,2,13,1,1.69166666666667,1.82307692307692,90.1999969482422,44,46.2,0.1,9,8,1,16.6297123142999,15.76,13.5,2.26,83.3,8.3,54.2,50
1442,"2005\50885.xlsx",19,15,0,0,1.2,24.1,33.7,1.9,1.6,"Shinichi",2,26,4,20,2,1.26842105263158,2.24666666666667,90.6999969482422,56.6,34.1,2.7,10,13,3,22.49173173803,22.29,15.94,6.35,78.8,12.1,60.6,50
