"DVDRef","Filename","MVisit1","FVisit1","MVisit2","FVisit2","ShareTime1","MTime1","FTime1","MTime2","FTime2","Protocol","ShareTime12","NbAlternation","NbSynchro_ChickFeedingEquanim","NbSynchro_LessConspicuous","NbSynchroFemaleStart","MmeanDuration","FmeanDuration","EffectiveTime","MFTime1","MFTime02","MFTime2","FVisit1RateH","MVisit1RateH","DiffVisit1Rate","MFVisit1RateH","FTime1RateH","MTime1RateH","DiffTime1Rate","AlternationValue","SynchronyFeedValue","SynchronyMvtValue","PropSynchroFemaleStart"
2415,"2010\VJ0073.xlsx",41,29,NA,NA,0.4,5.99999999999997,6.40000000000002,NA,NA,"Issie",NA,33,14,26,7,0.146341463414633,0.220689655172415,88.5,12,76.5,NA,20,28,8,47.4576271186441,4.34,4.07,0.27,47.8,20.3,37.7,50
2420,"2010\VJ0079.xlsx",30,19,0,0,1.2,9.10000000000001,14.6,0.199999999999989,0.299999999999994,"Shinichi",1.4,20,6,20,3,0.303333333333334,0.768421052631579,88,22.5,65.5,0.3,13,20,7,33.4090909090909,9.95,6.2,3.75,41.7,12.5,41.7,50
2424,"2010\VJ0083.xlsx",17,10,NA,NA,0,3.79999999999999,3.79999999999999,NA,NA,"Issie",NA,16,4,10,2,0.223529411764706,0.379999999999999,78.9,7.59999999999998,71.3,NA,8,13,5,20.532319391635,2.89,2.89,0,61.5,15.4,38.5,50
2425,"2010\VJ0084.xlsx",14,11,NA,NA,0,5.89999999999999,11.2,NA,NA,"Issie",NA,11,4,12,2,0.42142857142857,1.01818181818182,84.2,17.1,67.1,NA,8,10,2,17.8147268408551,7.98,4.2,3.78,45.8,16.7,50,50
2441,"2010\VJ0102.xlsx",17,27,NA,NA,0,15.3,10.6,NA,NA,"Issie",NA,26,5,18,4,0.9,0.392592592592592,87.4,25.9,61.5,NA,19,12,7,30.2059496567506,7.28,10.5,3.22,60.5,11.6,41.9,80
2442,"2010\VJ0103.xlsx",33,10,NA,NA,0.8,12.3,21.1,NA,NA,"Issie",NA,17,6,14,3,0.372727272727273,2.11,88.9,32.6,56.3,NA,7,22,15,29.0213723284589,14.24,8.3,5.94,40.5,14.3,33.3,50
2444,"2010\VJ0105.xlsx",35,31,NA,NA,0.3,21.2,10.3,NA,NA,"Issie",NA,32,13,32,6,0.605714285714286,0.33225806451613,88.6,31.2,57.4,NA,21,24,3,44.6952595936795,6.98,14.36,7.38,49.2,20,49.2,46.2
2446,"2010\VJ0107.xlsx",22,9,NA,NA,0.2,12.3,18.5,NA,NA,"Issie",NA,16,3,14,0,0.55909090909091,2.05555555555556,86.6,30.6,56,NA,6,15,9,21.4780600461894,12.82,8.52,4.3,53.3,10,46.7,0
2447,"2010\VJ0108.xlsx",3,5,NA,NA,0,7.5,9,NA,NA,"Issie",NA,4,0,3,0,2.5,1.8,28.2000003814697,16.5,11.7,NA,11,6,5,17.0212763654929,19.15,15.96,3.19,57.1,0,42.9,NA
2448,"2010\VJ0170.xlsx",35,45,NA,NA,1.3,4.60000000000001,18.9,NA,NA,"Issie",NA,34,21,29,14,0.131428571428572,0.42,85.8,22.2,63.6,NA,31,24,7,55.9440559440559,13.22,3.22,10,43,26.6,36.7,66.7
2449,"2010\VJ0109.xlsx",43,12,NA,NA,2,31.1,20.5,NA,NA,"Issie",NA,22,5,29,4,0.723255813953488,1.70833333333333,90,49.6,40.4,NA,8,29,21,36.6666666666667,13.67,20.73,7.06,40.7,9.3,53.7,80
2450,"2010\VJ0110.xlsx",7,4,NA,NA,1.4,18,64.1,NA,NA,"Issie",NA,5,0,4,0,2.57142857142857,16.025,87.3,80.7,6.6,NA,3,5,2,7.56013745704467,44.05,12.37,31.68,50,0,40,NA
2452,"2010\VJ0112.xlsx",10,3,NA,NA,0.4,4.3,9.8,NA,NA,"Issie",NA,6,0,6,0,0.43,3.26666666666667,25.5999992370605,13.7,11.9,NA,7,23,16,30.4687509080396,22.97,10.08,12.89,50,0,50,NA
2453,"2010\VJ0113.xlsx",21,18,NA,NA,0,8.70000000000001,13.6,NA,NA,"Issie",NA,28,7,17,3,0.414285714285715,0.755555555555555,84.9,22.3,62.6,NA,13,15,2,27.5618374558304,9.61,6.15,3.46,73.7,18.4,44.7,42.9
2455,"2010\VJ0115.xlsx",25,45,NA,NA,0.3,19,11.9,NA,NA,"Issie",NA,38,12,33,7,0.76,0.264444444444444,86.3,30.6,55.7,NA,31,17,14,48.667439165701,8.27,13.21,4.94,55.1,17.4,47.8,58.3
2456,"2010\VJ0116.xlsx",28,18,NA,NA,0,4.00000000000001,18.8,NA,NA,"Issie",NA,25,8,17,5,0.142857142857143,1.04444444444444,87.6,22.8,64.8,NA,12,19,7,31.5068493150685,12.88,2.74,10.14,55.6,17.8,37.8,62.5
2457,"2010\VJ0165.xlsx",2,12,NA,NA,0,0.300000000000001,39.8,NA,NA,"Issie",NA,4,1,2,0,0.15,3.31666666666667,80.7,40.1,40.6,NA,9,1,8,10.4089219330855,29.59,0.22,29.37,30.8,7.7,15.4,0
2459,"2010\VJ0118.xlsx",34,14,NA,NA,1.7,18.8,6.59999999999999,NA,NA,"Issie",NA,18,4,17,0,0.552941176470589,0.471428571428571,86.8,23.7,63.1,NA,10,24,14,33.1797235023041,4.56,13,8.44,38.3,8.5,36.2,0
2461,"2010\VJ0120.xlsx",11,6,NA,NA,1.3,43.4,29.2,NA,NA,"Issie",NA,10,1,10,1,3.94545454545454,4.86666666666667,72.8,71.3,1.5,NA,5,9,4,14.010989010989,24.07,35.77,11.7,62.5,6.2,62.5,100
2465,"2010\VJ0124.xlsx",15,14,NA,NA,1,6.69999999999999,45.3,NA,NA,"Issie",NA,19,3,11,2,0.446666666666666,3.23571428571429,84.8999984741211,51,33.9,NA,10,11,1,20.4947000149874,32.01,4.73,27.28,67.9,10.7,39.3,66.7
2467,"2010\VJ0126.xlsx",2,3,NA,NA,0.4,0.399999999999999,38.4,NA,NA,"Issie",NA,2,0,0,0,0.199999999999999,12.8,68.5,38.4,30.1,NA,3,2,1,4.37956204379562,33.64,0.35,33.29,50,0,0,NA
2469,"2010\VJ0128.xlsx",32,0,NA,NA,0,18.5,0,NA,NA,"Issie",NA,0,0,0,0,0.578124999999999,NA,85.9,18.5,67.4,NA,0,22,22,22.3515715948778,0,12.92,12.92,0,0,0,NA
2470,"2010\VJ0129.xlsx",35,16,NA,NA,0.2,19.5,11.1,NA,NA,"Issie",NA,24,7,21,4,0.557142857142858,0.69375,84.4,30.4,54,NA,11,25,14,36.2559241706161,7.89,13.86,5.97,48,14,42,57.1
2473,"2010\VJ0132.xlsx",14,33,NA,NA,0.6,3.69999999999999,25.7,NA,NA,"Issie",NA,18,7,20,3,0.264285714285714,0.778787878787879,65.6,28.8,36.8,NA,30,13,17,42.9878048780488,23.51,3.38,20.13,39.1,15.2,43.5,42.9
2475,"2010\VJ0134.xlsx",1,9,NA,NA,0,0.299999999999997,36.3,NA,NA,"Issie",NA,2,1,1,0,0.299999999999997,4.03333333333333,83.4,36.6,46.8,NA,6,1,5,7.19424460431655,26.12,0.22,25.9,22.2,11.1,11.1,0
2476,"2010\VJ0135.xlsx",13,41,NA,NA,0.1,6.40000000000001,18.5,NA,NA,"Issie",NA,24,3,17,2,0.492307692307693,0.451219512195122,87.6999984741211,24.8,62.9,NA,28,9,19,36.944128350881,12.66,4.38,8.28,45.3,5.7,32.1,66.7
2480,"2010\VJ0139.xlsx",35,14,NA,NA,2.4,9.90000000000001,60.3,NA,NA,"Issie",NA,25,10,27,7,0.282857142857143,4.30714285714286,89,67.8,21.2,NA,9,24,15,33.0337078651685,40.65,6.67,33.98,52.1,20.8,56.2,70
2481,"2010\VJ0140.xlsx",27,25,NA,NA,0.1,9.9,12.3,NA,NA,"Issie",NA,31,7,18,5,0.366666666666667,0.492000000000002,88.7,22.1,66.6,NA,17,18,1,35.1747463359639,8.32,6.7,1.62,60.8,13.7,35.3,71.4
2482,"2010\VJ0141.xlsx",26,14,NA,NA,0.6,4.00000000000001,23.2,NA,NA,"Issie",NA,24,6,20,3,0.153846153846154,1.65714285714286,76.4,26.6,49.8,NA,11,20,9,31.413612565445,18.22,3.14,15.08,61.5,15.4,51.3,50
2484,"2010\VJ0143.xlsx",21,9,NA,NA,0,3.5,5.9,NA,NA,"Issie",NA,17,1,8,0,0.166666666666667,0.655555555555555,79.9,9.4,70.5,NA,7,16,9,22.5281602002503,4.43,2.63,1.8,58.6,3.4,27.6,0
2485,"2010\VJ0144.xlsx",8,8,NA,NA,0.4,18.8,11.3,NA,NA,"Issie",NA,8,0,4,0,2.35,1.4125,73.6,29.7,43.9,NA,7,7,0,13.0434782608696,9.21,15.33,6.12,53.3,0,26.7,NA
2489,"2010\VJ0148.xlsx",16,27,NA,NA,0.2,4.49999999999999,35.3,NA,NA,"Issie",NA,26,7,19,2,0.28125,1.30740740740741,88.1,39.6,48.5,NA,18,11,7,29.2849035187287,24.04,3.06,20.98,61.9,16.7,45.2,28.6
2490,"2010\VJ0149.xlsx",7,8,NA,NA,2.2,29.9,35.5,NA,NA,"Issie",NA,12,0,9,0,4.27142857142857,4.4375,88.3,63.2,25.1,NA,5,5,0,10.1925254813137,24.12,20.32,3.8,85.7,0,64.3,NA
2491,"2010\VJ0150.xlsx",14,16,NA,NA,0.8,2.59999999999998,35.7,NA,NA,"Issie",NA,19,4,15,3,0.185714285714284,2.23125,87.6,37.5,50.1,NA,11,10,1,20.5479452054795,24.45,1.78,22.67,65.5,13.8,51.7,75
2492,"2010\VJ0151.xlsx",19,15,NA,NA,0.3,1.5,8.6,NA,NA,"Issie",NA,19,5,5,4,0.0789473684210527,0.573333333333333,82.7,9.8,72.9,NA,11,14,3,24.6674727932285,6.24,1.09,5.15,57.6,15.2,15.2,80
2494,"2010\VJ0153.xlsx",23,9,NA,NA,3,18.1,38.3,NA,NA,"Issie",NA,17,5,20,3,0.786956521739131,4.25555555555556,86.7,53.4,33.3,NA,6,16,10,22.1453287197232,26.51,12.53,13.98,54.8,16.1,64.5,60
2495,"2010\VJ0154.xlsx",6,16,NA,NA,1.8,30.7,15.2,NA,NA,"Issie",NA,11,2,11,0,5.11666666666667,0.95,86.9,44.1,42.8,NA,11,4,7,15.1898734177215,10.49,21.2,10.71,52.4,9.5,52.4,0
2499,"2010\VJ0157.xlsx",10,41,NA,NA,0.8,1.40000000000002,22.3,NA,NA,"Issie",NA,14,6,11,4,0.140000000000002,0.54390243902439,87,22.9,64.1,NA,28,7,21,35.1724137931034,15.38,0.97,14.41,28,12,22,66.7
2500,"2010\VJ0158.xlsx",15,8,NA,NA,0.1,19,30.5,NA,NA,"Issie",NA,16,0,11,0,1.26666666666667,3.8125,87.8,49.4,38.4,NA,5,10,5,15.7175398633257,20.84,12.98,7.86,72.7,0,50,NA
2501,"2010\VJ0159.xlsx",15,13,NA,NA,0,4.10000000000001,5.30000000000001,NA,NA,"Issie",NA,20,3,6,1,0.273333333333334,0.407692307692309,88.9,9.40000000000003,79.5,NA,9,10,1,18.8976377952756,3.58,2.77,0.81,74.1,11.1,22.2,33.3
2504,"2010\VJ0162.xlsx",11,12,NA,NA,0.4,8.79999999999998,36,NA,NA,"Issie",NA,18,1,6,0,0.799999999999998,3,87.2,44.4,42.8,NA,8,8,0,15.8256880733945,24.77,6.06,18.71,81.8,4.5,27.3,0
2505,"2010\VJ0163.xlsx",18,24,NA,NA,0.5,4.90000000000002,18.8,NA,NA,"Issie",NA,29,7,14,4,0.272222222222223,0.783333333333333,85.7,23.2,62.5,NA,17,13,4,29.4049008168028,13.16,3.43,9.73,70.7,17.1,34.1,57.1
2507,"2010\VJ0166.xlsx",9,12,NA,NA,0.8,36.2,48.6,NA,NA,"Issie",NA,16,0,17,0,4.02222222222222,4.05,85.8,84,1.8,NA,8,6,2,14.6853146853147,33.99,25.31,8.68,80,0,85,NA
2508,"2010\VJ0167.xlsx",12,13,NA,NA,0,18.5,21.1,NA,NA,"Issie",NA,18,1,9,1,1.54166666666667,1.62307692307692,88.5,39.6,48.9,NA,9,8,1,16.9491525423729,14.31,12.54,1.77,75,4.2,37.5,100
2509,"2010\VJ0168.xlsx",16,9,NA,NA,5.6,33.5,51.3,NA,NA,"Issie",NA,12,3,16,3,2.09375,5.7,88.8,79.2,9.6,NA,6,11,5,16.8918918918919,34.66,22.64,12.02,50,12.5,66.7,100
2510,"2010\VJ0169.xlsx",5,5,NA,NA,0.2,41.3,38.4,NA,NA,"Issie",NA,8,0,6,0,8.26,7.68,84.2,79.5,4.7,NA,4,4,0,7.12589073634204,27.36,29.43,2.07,88.9,0,66.7,NA
2511,"2011\VK0001.xlsx",37,27,3,0,1.6,12.4,28.3,3.40000000000002,0.0999999999999943,"Shinichi",3,37,12,38,7,0.335135135135136,1.04814814814815,88.3,39.1,49.2,2.1,18,25,7,43.4881087202718,19.23,8.43,10.8,58.7,19,60.3,58.3
2512,"2011\VK0003.xlsx",11,16,4,1,0.2,22.7,18.1,5.9,2.4,"Shinichi",0.7,22,2,16,2,2.06363636363636,1.13125,88,40.6,47.4,7.8,11,8,3,18.4090909090909,12.34,15.48,3.14,84.6,7.7,61.5,100
2513,"2011\VK0005.xlsx",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shinichi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2514,"2011\VK0006.xlsx",37,18,0,0,0.4,21.8,36.3,0.100000000000001,0.699999999999999,"Shinichi",0.4,28,8,34,4,0.589189189189188,2.01666666666667,90,57.7,32.3,0.8,12,25,13,36.6666666666667,24.2,14.53,9.67,51.9,14.8,63,50
2515,"2011\VK0007.xlsx",21,13,0,0,0.3,11,13.1,0.299999999999994,0.599999999999985,"Shinichi",0.3,22,1,10,1,0.523809523809525,1.00769230769231,87.8,23.8,64,0.9,9,14,5,23.2346241457859,8.95,7.52,1.43,66.7,3,30.3,100
2516,"2011\VK0010.xlsx",12,24,7,0,0.4,3.00000000000003,30.5,3.2,1.9,"Shinichi",3.45,16,3,12,0,0.250000000000002,1.27083333333333,85.4,33.1,52.3,2.05,17,8,9,25.2927400468384,21.43,2.11,19.32,45.7,8.6,34.3,0
2520,"2011\VK0017.xlsx",6,31,4,2,0,9.70000000000001,22.3,5.19999999999997,2.3,"Shinichi",0.4,11,3,7,2,1.61666666666667,0.719354838709677,88.5,32,56.5,7.1,21,4,17,25.0847457627119,15.12,6.58,8.54,30.6,8.3,19.4,66.7
2521,"2011\VK0019.xlsx",18,10,6,1,1.7,16.3,43.2,13.1,1.19999999999999,"Shinichi",3.9,20,3,18,2,0.905555555555555,4.32,86.1,57.8,28.3,12.1,7,13,6,19.5121951219512,30.1,11.36,18.74,74.1,11.1,66.7,66.7
2522,"2011\VK0020.xlsx",21,15,2,2,1.4,3.10000000000001,38,8.39999999999999,1.2,"Shinichi",7.2,14,4,15,3,0.147619047619048,2.53333333333333,82.8,39.7,43.1,3.8,11,15,4,26.0869565217391,27.54,2.25,25.29,40,11.4,42.9,75
2523,"2011\VK0021.xlsx",10,27,2,1,0,5.29999999999999,22.9,2.30000000000001,1.4,"Shinichi",0,20,3,10,1,0.529999999999999,0.848148148148148,89.2,28.2,61,3.7,18,7,11,24.8878923766816,15.4,3.57,11.83,55.6,8.3,27.8,33.3
2524,"2011\VK0022.xlsx",7,7,4,0,0.1,39.2,37.8,3.00000000000001,1.1,"Shinichi",0.8,9,0,7,0,5.6,5.4,87.9,76.9,11,3.4,5,5,0,9.55631399317406,25.8,26.76,0.96,69.2,0,53.8,NA
2525,"2011\VK0024.xlsx",7,10,7,1,0,2.80000000000001,8.70000000000001,0.699999999999995,0.199999999999999,"Shinichi",0.4,12,2,4,1,0.400000000000001,0.870000000000001,37.6000015258789,11.5,26.1,0.5,16,11,5,27.1276584735766,13.88,4.47,9.41,75,12.5,25,50
2526,"2011\VK0025.xlsx",17,19,0,0,0.7,10,34.4,1.29999999999999,1.60000000000001,"Shinichi",1.4,29,7,24,4,0.588235294117649,1.81052631578947,88.7,43.7,45,2.2,13,11,2,24.3517474633596,23.27,6.76,16.51,82.9,20,68.6,57.1
2527,"2011\VK0026.xlsx",27,18,1,0,0.1,6.60000000000001,8.30000000000001,1.80000000000001,0.500000000000007,"Shinichi",0.3,27,9,21,7,0.244444444444445,0.461111111111111,86,14.8,71.2,2.1,13,19,6,31.3953488372093,5.79,4.6,1.19,61.4,20.5,47.7,77.8
2528,"2011\VK0027.xlsx",3,1,8,0,0,1.19999999999997,0.400000000000006,4.80000000000003,0,"Shinichi",0.2,2,1,2,1,0.399999999999991,0.400000000000006,65.4,1.59999999999998,63.8,4.6,1,3,2,3.6697247706422,0.37,1.1,0.73,66.7,33.3,66.7,100
2529,"2011\VK0028.xlsx",11,20,1,0,0,10.9,34.7,0.999999999999995,0.799999999999991,"Shinichi",0.3,18,2,13,0,0.990909090909089,1.735,88.9,45.6,43.3,1.5,13,7,6,20.9223847019123,23.42,7.36,16.06,60,6.7,43.3,0
2530,"2011\VK0029.xlsx",5,10,7,3,0,1.1,9.40000000000001,1.4,2.4,"Shinichi",0.3,9,1,6,0,0.22,0.940000000000002,89.5,10.5,79,3.5,7,3,4,10.0558659217877,6.3,0.74,5.56,64.3,7.1,42.9,0
2531,"2011\VK0031.xlsx",11,17,2,0,1.3,5.29999999999999,10.4,0.3,0.699999999999998,"Shinichi",1.6,16,3,13,1,0.481818181818181,0.611764705882353,41.6900001525879,14.4,27.3,0.7,24,16,8,40.2974332897841,14.97,7.63,7.34,59.3,11.1,48.1,33.3
2532,"2011\VK0034.xlsx",12,16,2,0,0.1,24.2,29.8,2.29999999999999,0.200000000000002,"Shinichi",1.2,20,1,17,0,2.01666666666667,1.8625,90,53.9,36.1,1.4,11,8,3,18.6666666666667,19.87,16.13,3.74,74.1,3.7,63,0
2533,"2011\VK0037.xlsx",12,12,3,1,1.6,6.2,55.7,1.89999999999999,0.89999999999998,"Shinichi",3.4,16,1,13,1,0.516666666666667,4.64166666666667,85.2,60.3,24.9,1,8,8,0,16.9014084507042,39.23,4.37,34.86,69.6,4.3,56.5,100
2534,"2011\VK0038.xlsx",14,14,2,2,0.3,2.90000000000001,35.1,2.3,4,"Shinichi",1.2,18,4,14,2,0.207142857142858,2.50714285714286,89.2,37.7,51.5,5.4,9,9,0,18.8340807174888,23.61,1.95,21.66,66.7,14.8,51.9,50
2535,"2011\VK0039.xlsx",2,19,6,4,0,0.300000000000004,9.10000000000001,1.69999999999997,8.89999999999999,"Shinichi",0.1,4,1,1,0,0.150000000000002,0.478947368421053,85,9.40000000000001,75.6,10.5,13,1,12,14.8235294117647,6.42,0.21,6.21,20,5,5,0
2536,"2011\VK0040.xlsx",11,7,0,2,0.1,13.7,16.7,0.0999999999999996,2.70000000000001,"Shinichi",0.2,11,1,11,1,1.24545454545455,2.38571428571428,57.4000007629395,30.3,27.1,2.7,7,11,4,18.8153307603666,17.46,14.32,3.14,64.7,5.9,64.7,100
2537,"2011\VK0041.xlsx",11,17,1,0,0.1,1.90000000000002,56.7,1.69999999999998,0.0999999999999943,"Shinichi",1.1,20,4,13,0,0.172727272727274,3.33529411764706,90,58.5,31.5,0.8,11,7,4,18.6666666666667,37.8,1.27,36.53,74.1,14.8,48.1,0
2538,"2011\VK0042.xlsx",22,15,5,0,1.5,23.7,19.7,1.4,0,"Shinichi",1.9,23,6,20,3,1.07727272727273,1.31333333333333,88.1,41.9,46.2,1,10,15,5,25.1986379114642,13.42,16.14,2.72,63.9,16.7,55.6,50
2539,"2011\VK0044.xlsx",0,8,0,0,0,0,64,0,0.0999999999999996,"Shinichi",0,0,0,0,0,NA,8,84.9,64,20.9,0.1,6,0,6,5.65371024734982,45.23,0,45.23,0,0,0,NA
2540,"2011\VK0045.xlsx",11,16,3,0,0.3,11,38.4,2.60000000000001,1,"Shinichi",0.6,17,2,13,1,0.999999999999997,2.4,87.6,49.1,38.5,3.3,11,8,3,18.4931506849315,26.3,7.53,18.77,65.4,7.7,50,50
2541,"2011\VK0046.xlsx",14,20,1,0,0.2,25.2,13.6,2.40000000000001,0.300000000000001,"Shinichi",1.1,20,6,26,4,1.8,0.679999999999999,83.9,38.6,45.3,1.8,14,10,4,24.3146603098927,9.73,18.02,8.29,60.6,18.2,78.8,66.7
2542,"2011\VK0047.xlsx",29,30,2,0,0.4,14.8,22.8,1.89999999999997,0.100000000000001,"Shinichi",1.3,38,17,40,11,0.510344827586208,0.76,83.4,37.2000000000001,46.2,1.1,22,21,1,42.4460431654676,16.4,10.65,5.75,65.5,29.3,69,64.7
2543,"2011\VK0048.xlsx",14,11,2,0,0.6,16.1,10.6,1.20000000000001,0,"Shinichi",1,20,3,16,2,1.15,0.963636363636364,82.1,26.1,56,0.8,8,10,2,18.2704019488429,7.75,11.77,4.02,83.3,12.5,66.7,66.7
2544,"2011\VK0050.xlsx",12,11,0,2,0.9,27.9,27.6,5.69999999999999,2.1,"Shinichi",1.6,13,1,12,1,2.325,2.50909090909091,89,54.6,34.4,7.1,7,8,1,15.5056179775281,18.61,18.81,0.2,59.1,4.5,54.5,100
2558,"2011\VK0051.xlsx",9,9,3,1,0,20.8,13.8,7.4,0.199999999999992,"Shinichi",0.2,15,0,7,0,2.31111111111111,1.53333333333333,81.7,34.6,47.1,7.4,7,7,0,13.219094247246,10.13,15.28,5.15,88.2,0,41.2,NA
2559,"2011\VK0052.xlsx",18,11,NA,NA,0.6,3.79999999999999,18.4,NA,NA,"Issie",NA,16,3,13,3,0.21111111111111,1.67272727272727,85.2,21.6,63.6,NA,8,13,5,20.4225352112676,12.96,2.68,10.28,57.1,10.7,46.4,100
2563,"2011\VK0056.xlsx",21,13,3,4,0,5.49999999999999,4.70000000000001,0.100000000000001,1.00000000000001,"Shinichi",0.1,22,7,17,4,0.261904761904762,0.361538461538462,84.8,10.2,74.6,1,9,15,6,24.0566037735849,3.33,3.89,0.56,66.7,21.2,51.5,57.1
2568,"2011\VK0061.xlsx",11,16,0,0,2.6,8.29999999999998,55.9,2.30000000000003,0.199999999999996,"Shinichi",3.9,12,3,10,0,0.754545454545453,3.49375,86.8,61.6,25.2,1.2,11,8,3,18.6635944700461,38.64,5.74,32.9,46.2,11.5,38.5,0
2569,"2011\VK0062.xlsx",25,12,0,0,0.1,4.30000000000002,7.20000000000001,0.999999999999996,0.699999999999989,"Shinichi",0.1,15,2,11,1,0.172000000000001,0.600000000000001,88.5,11.4,77.1,1.7,8,17,9,25.0847457627119,4.88,2.92,1.96,41.7,5.6,30.6,50
2570,"2011\VK0063.xlsx",13,14,3,0,0.3,8.39999999999998,23,1.20000000000001,0,"Shinichi",0.6,18,3,17,1,0.646153846153845,1.64285714285714,88.1,31.1,57,0.9,10,9,1,18.3881952326901,15.66,5.72,9.94,69.2,11.5,65.4,33.3
2574,"2011\VK0067.xlsx",31,35,6,5,0.8,5.30000000000001,12.4,1.89999999999999,4.7,"Shinichi",1.7,39,19,39,10,0.170967741935484,0.354285714285714,90,16.9,73.1,5.7,23,21,2,44,8.27,3.53,4.74,60,29.2,60,52.6
2576,"2011\VK0069.xlsx",22,23,4,0,1.3,6.49999999999999,8.60000000000001,4.99999999999998,1.79999999999999,"Shinichi",2,18,8,21,5,0.295454545454545,0.373913043478261,87.7,13.8,73.9,6.1,16,15,1,30.7867730900798,5.88,4.45,1.43,40.9,18.2,47.7,62.5
2577,"2011\VK0070.xlsx",8,11,1,0,0.4,12.5,36.5,3,0.200000000000003,"Shinichi",1.1,12,3,8,2,1.5625,3.31818181818182,86.4,48.6,37.8,2.5,8,6,2,13.1944444444444,25.35,8.68,16.67,66.7,16.7,44.4,66.7
2579,"2011\VK0072.xlsx",5,11,1,0,0.5,2.79999999999999,35,0,0.299999999999992,"Shinichi",0.5,5,1,3,1,0.559999999999999,3.18181818181818,86.6,37.3,49.3,0.3,8,3,5,11.0854503464203,24.25,1.94,22.31,33.3,6.7,20,100
2580,"2011\VK0073.xlsx",4,14,NA,NA,0,0.899999999999988,14.9,NA,NA,"Issie",NA,6,0,1,0,0.224999999999997,1.06428571428571,84.7,15.8,68.9,NA,10,3,7,12.7508854781582,10.55,0.64,9.91,35.3,0,5.9,NA
2581,"2011\VK0074.xlsx",9,13,NA,NA,0.3,8.89999999999998,23.7,NA,NA,"Issie",NA,9,0,2,0,0.988888888888887,1.82307692307692,86.7,32.3,54.4,NA,9,6,3,15.2249134948097,16.4,6.16,10.24,42.9,0,9.5,NA
2582,"2011\VK0075.xlsx",8,13,NA,NA,0,1.8,16.8,NA,NA,"Issie",NA,11,2,8,0,0.225000000000001,1.29230769230769,82.6,18.6,64,NA,9,6,3,15.2542372881356,12.2,1.31,10.89,55,10,40,0
2583,"2011\VK0076.xlsx",10,19,NA,NA,0,1.60000000000001,11.6,NA,NA,"Issie",NA,17,5,12,4,0.160000000000001,0.610526315789474,85.6,13.2,72.4,NA,13,7,6,20.3271028037383,8.13,1.12,7.01,60.7,17.9,42.9,80
2586,"2011\VK0079.xlsx",14,27,NA,NA,0.1,2.99999999999999,35.6,NA,NA,"Issie",NA,22,6,18,2,0.214285714285714,1.31851851851852,87,38.5,48.5,NA,19,10,9,28.2758620689655,24.55,2.07,22.48,55,15,45,33.3
2587,"2011\VK0080.xlsx",19,26,NA,NA,1.3,8.39999999999998,31.8,NA,NA,"Issie",NA,19,6,21,1,0.442105263157893,1.22307692307692,89.1,38.9,50.2,NA,18,13,5,30.3030303030303,21.41,5.66,15.75,43.2,13.6,47.7,16.7
2588,"2011\VK0081.xlsx",11,23,NA,NA,0.4,11.6,11.5,NA,NA,"Issie",NA,15,3,12,0,1.05454545454546,0.500000000000001,86,22.7,63.3,NA,16,8,8,23.7209302325581,8.02,8.09,0.07,45.5,9.1,36.4,0
2589,"2011\VK0082.xlsx",27,33,NA,NA,0,13.4,14.7,NA,NA,"Issie",NA,33,14,32,9,0.496296296296296,0.445454545454546,87.3,28.1,59.2,NA,23,19,4,41.2371134020619,10.1,9.21,0.89,55.9,23.7,54.2,64.3
2590,"2011\VK0083.xlsx",29,33,NA,NA,1.9,8.79999999999995,17,NA,NA,"Issie",NA,23,11,17,5,0.303448275862067,0.515151515151515,89,23.8999999999999,65.1,NA,22,20,2,41.7977528089888,11.46,5.93,5.53,37.7,18,27.9,45.5
2591,"2011\VK0084.xlsx",22,10,NA,NA,0.1,4.09999999999999,7.09999999999998,NA,NA,"Issie",NA,17,4,10,3,0.186363636363636,0.709999999999998,72.3,11.1,61.2,NA,8,18,10,26.5560165975104,5.89,3.4,2.49,54.8,12.9,32.3,75
2592,"2011\VK0085.xlsx",6,11,NA,NA,0.9,17.6,20.4,NA,NA,"Issie",NA,11,2,5,1,2.93333333333334,1.85454545454545,88,37.1,50.9,NA,8,4,4,11.5909090909091,13.91,12,1.91,68.8,12.5,31.2,50
2593,"2011\VK0086.xlsx",20,18,NA,NA,0,3.99999999999998,7.70000000000001,NA,NA,"Issie",NA,30,6,13,5,0.199999999999999,0.427777777777778,81.2,11.7,69.5,NA,13,15,2,28.0788177339901,5.69,2.96,2.73,81.1,16.2,35.1,83.3
2594,"2011\VK0087.xlsx",18,21,NA,NA,0,1.79999999999999,9.19999999999998,NA,NA,"Issie",NA,13,2,3,1,0.0999999999999993,0.438095238095237,84.3,11,73.3,NA,15,13,2,27.7580071174377,6.55,1.28,5.27,34.2,5.3,7.9,50
2595,"2011\VK0088.xlsx",3,1,NA,NA,0,0.499999999999998,0.700000000000001,NA,NA,"Issie",NA,2,1,2,0,0.166666666666666,0.700000000000001,10,1.2,8.8,NA,6,18,12,24,4.2,3,1.2,66.7,33.3,66.7,0
