"DVDRef","DVDdate","BroodRef","Filename","DVDInfoChickNb","DVDInfoAge","DVDtime","DVDInfoNotes","TapeLength","EffectTime","HatchingDate","ChickAge","ChickAgeCat","Sunrise","RelTimeMins","LogRelTimeMins","RelTimeHrs","Protocol"
516,2004-07-31,635,"2004\40516.xlsx",2,3,2016-05-16 07:30:00,NA,80.6999969482422,80.6999969482422,2004-07-29,2,"Age06",2016-05-16 05:38:00,112,2.08635983067475,1.87,"Shinichi"
517,2004-07-31,627,"2004\40517.xlsx",2,11,2016-05-16 07:30:00,NA,93.8000030517578,91,2004-07-21,10,"Age10",2016-05-16 05:38:00,112,2.08635983067475,1.87,"Shinichi"
518,2004-08-01,638,"2004\40518.xlsx",4,3,2016-05-16 06:50:00,NA,93.8000030517578,93.8000030517578,2004-07-30,2,"Age06",2016-05-16 05:39:00,71,1.90848501887865,1.18,"Shinichi"
519,2004-08-01,639,"2004\40519.xlsx",3,3,2016-05-16 06:50:00,NA,90.1999969482422,86.0999984741211,2004-07-30,2,"Age06",2016-05-16 05:39:00,71,1.90848501887865,1.18,"Shinichi"
520,2004-08-01,637,"2004\40520.xlsx",3,3,2016-05-16 06:20:00,NA,93.5999984741211,86.5999984741211,2004-07-30,2,"Age06",2016-05-16 05:39:00,41,1.70757017609794,0.68,"Shinichi"
521,2004-08-02,5,"2004\40521.xlsx",4,3,2016-05-16 06:40:00,NA,93.6999969482422,75.6999969482422,2004-07-31,2,"Age06",2016-05-16 05:41:00,59,1.83884909073726,0.98,"Shinichi"
522,2004-08-02,640,"2004\40522.xlsx",2,3,2016-05-16 06:50:00,NA,93.6999969482422,87.6999969482422,2004-07-31,2,"Age06",2016-05-16 05:41:00,69,1.89762709129044,1.15,"Shinichi"
523,2004-08-02,1,"2004\40523.xlsx",3,3,2016-05-16 07:00:00,NA,93.6999969482422,91.3000030517578,2004-07-31,2,"Age06",2016-05-16 05:41:00,79,1.94939000664491,1.32,"Shinichi"
524,2004-08-02,630,"2004\40524.xlsx",3,11,2016-05-16 08:50:00,NA,93.8000030517578,91.1999969482422,2004-07-23,10,"Age10",2016-05-16 05:41:00,189,2.29885307640971,3.15,"Shinichi"
525,2004-08-02,631,"2004\40525.xlsx",1,7,2016-05-16 08:50:00,NA,93.5999984741211,91.5,2004-07-27,6,"Age06",2016-05-16 05:41:00,189,2.29885307640971,3.15,"Shinichi"
526,2004-08-03,7,"2004\40526.xlsx",3,3,2016-05-16 07:00:00,NA,93.6999969482422,90.1999969482422,2004-08-01,2,"Age06",2016-05-16 05:42:00,78,1.94448267215017,1.3,"Shinichi"
527,2004-08-03,4,"2004\40527.xlsx",1,3,2016-05-16 06:50:00,NA,93.6999969482422,86.6999969482422,2004-07-31,3,"Age06",2016-05-16 05:42:00,68,1.89209460269048,1.13,"Shinichi"
528,2004-08-03,634,"2004\40528.xlsx",2,7,2016-05-16 06:50:00,NA,93.8000030517578,92.5999984741211,2004-07-28,6,"Age06",2016-05-16 05:42:00,68,1.89209460269048,1.13,"Shinichi"
529,2004-08-03,6,"2004\40529.xlsx",3,3,2016-05-16 08:30:00,NA,93.8000030517578,93.1999969482422,2004-08-01,2,"Age06",2016-05-16 05:42:00,168,2.25042000230889,2.8,"Shinichi"
530,2004-08-04,11,"2004\40530.xlsx",3,3,2016-05-16 06:30:00,NA,93.6999969482422,91.6999969482422,2004-08-02,2,"Age06",2016-05-16 05:44:00,46,1.7481880270062,0.77,"Shinichi"
531,2004-08-04,10,"2004\40531.xlsx",1,3,2016-05-16 06:30:00,"Abandoned???",NA,NA,2004-08-02,2,"Age06",2016-05-16 05:44:00,46,1.7481880270062,0.77,"Shinichi"
532,2004-08-04,9,"2004\40532.xlsx",2,3,2016-05-16 06:40:00,NA,93.5999984741211,91.6999969482422,2004-08-02,2,"Age06",2016-05-16 05:44:00,56,1.81954393554187,0.93,"Shinichi"
533,2004-08-04,636,"2004\40533.xlsx",3,7,2016-05-16 08:50:00,NA,93.8000030517578,87.8000030517578,2004-07-29,6,"Age06",2016-05-16 05:44:00,186,2.29225607135648,3.1,"Shinichi"
534,2004-08-04,635,"2004\40534.xlsx",2,7,2016-05-16 08:50:00,NA,93.5999984741211,85.5,2004-07-29,6,"Age06",2016-05-16 05:44:00,186,2.29225607135648,3.1,"Shinichi"
535,2004-08-04,12,"2004\40535.xlsx",2,3,2016-05-16 08:50:00,NA,93.6999969482422,90.8000030517578,2004-08-02,2,"Age06",2016-05-16 05:44:00,186,2.29225607135648,3.1,"Shinichi"
536,2004-08-05,637,"2004\40536.xlsx",2,7,2016-05-16 06:40:00,NA,90,81.9000015258789,2004-07-30,6,"Age06",2016-05-16 05:46:00,54,1.80617997398389,0.9,"Shinichi"
537,2004-08-05,639,"2004\40537.xlsx",3,7,2016-05-16 06:40:00,NA,93.6999969482422,91,2004-07-30,6,"Age06",2016-05-16 05:46:00,54,1.80617997398389,0.9,"Shinichi"
538,2004-08-06,640,"2004\40538.xlsx",2,7,2016-05-16 07:10:00,NA,93.8000030517578,88.6999969482422,2004-07-31,6,"Age06",2016-05-16 05:47:00,83,1.96848294855394,1.38,"Shinichi"
539,2004-08-06,5,"2004\40539.xlsx",2,7,2016-05-16 07:00:00,"CHI 3->2C7D",93.4000015258789,88.5999984741211,2004-07-31,6,"Age06",2016-05-16 05:47:00,73,1.91907809237607,1.22,"Shinichi"
540,2004-08-06,1,"2004\40540.xlsx",2,7,2016-05-16 07:20:00,"CHI 3->2C7D",93.5999984741211,91,2004-07-31,6,"Age06",2016-05-16 05:47:00,93,2.01283722470517,1.55,"Shinichi"
541,2004-08-06,638,"2004\40541.xlsx",2,7,2016-05-16 09:00:00,NA,93.6999969482422,91.0999984741211,2004-07-30,7,"Age06",2016-05-16 05:47:00,193,2.30749603791321,3.22,"Shinichi"
542,2004-08-06,631,"2004\40542.xlsx",1,11,2016-05-16 09:10:00,NA,93.5999984741211,92.1999969482422,2004-07-27,10,"Age10",2016-05-16 05:47:00,203,2.32837960343874,3.38,"Shinichi"
543,2004-08-07,634,"2004\40543.xlsx",2,11,2016-05-16 06:50:00,NA,93.5999984741211,90.5999984741211,2004-07-28,10,"Age10",2016-05-16 05:49:00,61,1.85125834871908,1.02,"Shinichi"
544,2004-08-07,4,"2004\40544.xlsx",2,7,2016-05-16 06:50:00,NA,93.6999969482422,87.8000030517578,2004-07-31,7,"Age06",2016-05-16 05:49:00,61,1.85125834871908,1.02,"Shinichi"
545,2004-08-07,6,"2004\40545.xlsx",1,7,2016-05-16 08:00:00,NA,93.8000030517578,87,2004-08-01,6,"Age06",2016-05-16 05:49:00,131,2.14921911265538,2.18,"Shinichi"
546,2004-08-07,7,"2004\40546.xlsx",2,7,2016-05-16 07:00:00,NA,93.6999969482422,86.0999984741211,2004-08-01,6,"Age06",2016-05-16 05:49:00,71,1.90848501887865,1.18,"Shinichi"
547,2004-08-08,636,"2004\40547.xlsx",3,11,2016-05-16 07:00:00,NA,93.8000030517578,88.5,2004-07-29,10,"Age10",2016-05-16 05:50:00,70,1.90308998699194,1.17,"Shinichi"
548,2004-08-08,635,"2004\40548.xlsx",2,11,2016-05-16 07:00:00,NA,93.6999969482422,88.3000030517578,2004-07-29,10,"Age10",2016-05-16 05:50:00,70,1.90308998699194,1.17,"Shinichi"
549,2004-08-08,12,"2004\40549.xlsx",2,7,2016-05-16 07:00:00,NA,87.8000030517578,84.1999969482422,2004-08-02,6,"Age06",2016-05-16 05:50:00,70,1.90308998699194,1.17,"Shinichi"
550,2004-08-09,637,"2004\40550.xlsx",2,11,2016-05-16 06:40:00,NA,93.8000030517578,83.5,2004-07-30,10,"Age10",2016-05-16 05:52:00,48,1.76342799356294,0.8,"Shinichi"
551,2004-08-09,639,"2004\40551.xlsx",3,11,2016-05-16 06:40:00,NA,93.6999969482422,85.5,2004-07-30,10,"Age10",2016-05-16 05:52:00,48,1.76342799356294,0.8,"Shinichi"
552,2004-08-10,638,"2004\40552.xlsx",2,11,2016-05-16 06:50:00,NA,93.8000030517578,90.5,2004-07-30,11,"Age10",2016-05-16 05:53:00,57,1.82607480270083,0.95,"Shinichi"
553,2004-08-10,5,"2004\40553.xlsx",1,11,2016-05-16 06:50:00,NA,93.8000030517578,86.6999969482422,2004-07-31,10,"Age10",2016-05-16 05:53:00,57,1.82607480270083,0.95,"Shinichi"
554,2004-08-10,1,"2004\40554.xlsx",2,11,2016-05-16 07:00:00,NA,93.5999984741211,87.9000015258789,2004-07-31,10,"Age10",2016-05-16 05:53:00,67,1.88649072517248,1.12,"Shinichi"
555,2004-08-10,640,"2004\40555.xlsx",2,11,2016-05-16 07:00:00,NA,93.6999969482422,92.5,2004-07-31,10,"Age10",2016-05-16 05:53:00,67,1.88649072517248,1.12,"Shinichi"
556,2004-08-11,7,"2004\40556.xlsx",2,11,2016-05-16 06:50:00,NA,93.5999984741211,88.5999984741211,2004-08-01,10,"Age10",2016-05-16 05:55:00,55,1.81291335664286,0.92,"Shinichi"
557,2004-08-11,6,"2004\40557.xlsx",1,11,2016-05-16 07:00:00,NA,93.6999969482422,90.4000015258789,2004-08-01,10,"Age10",2016-05-16 05:55:00,65,1.8750612633917,1.08,"Shinichi"
558,2004-05-07,471,"2004\40558.xlsx",3,3,2016-05-16 06:30:00,NA,91.0999984741211,88.0999984741211,2004-05-05,2,"Age06",2016-05-16 05:36:00,54,1.80617997398389,0.9,"Shinichi"
579,2005-05-07,27,"2005\50021.xlsx",1,7,2016-05-16 06:40:00,NA,93.6999969482422,88.6999969482422,2005-05-01,6,"Age06",2016-05-16 05:36:00,64,1.86923171973098,1.07,"Shinichi"
619,2005-05-11,27,"2005\50061.xlsx",1,11,2016-05-16 06:30:00,NA,93.5,82.5999984741211,2005-05-01,10,"Age10",2016-05-16 05:30:00,60,1.84509804001426,1,"Shinichi"
694,2005-05-19,40,"2005\50136.xlsx",2,7,2016-05-16 06:00:00,NA,93.5,91.8000030517578,2005-05-13,6,"Age06",2016-05-16 05:18:00,42,1.7160033436348,0.7,"Shinichi"
696,2005-05-19,39,"2005\50138.xlsx",1,7,2016-05-16 06:00:00,NA,93.6999969482422,93.6999969482422,2005-05-13,6,"Age06",2016-05-16 05:18:00,42,1.7160033436348,0.7,"Shinichi"
702,2005-05-20,46,"2005\50144.xlsx",1,7,2016-05-16 08:10:00,"CHI 2->0C7D",93.5999984741211,90.6999969482422,2005-05-14,6,"Age06",2016-05-16 05:16:00,174,2.26481782300954,2.9,"Shinichi"
703,2005-05-20,49,"2005\50145.xlsx",2,7,2016-05-16 10:50:00,NA,93.6999969482422,87.3000030517578,2005-05-14,6,"Age06",2016-05-16 05:16:00,334,2.53655844257153,5.57,"Shinichi"
704,2005-05-20,48,"2005\50146.xlsx",1,7,2016-05-16 10:50:00,NA,93.5999984741211,91.6999969482422,2005-05-14,6,"Age06",2016-05-16 05:16:00,334,2.53655844257153,5.57,"Shinichi"
705,2005-05-20,47,"2005\50147.xlsx",1,7,2016-05-16 11:00:00,NA,93.6999969482422,93.6999969482422,2005-05-14,6,"Age06",2016-05-16 05:16:00,344,2.54900326202579,5.73,"Shinichi"
706,2005-05-20,44,"2005\50148.xlsx",3,7,2016-05-16 11:00:00,NA,93.6999969482422,91.6999969482422,2005-05-14,6,"Age06",2016-05-16 05:16:00,344,2.54900326202579,5.73,"Shinichi"
712,2005-05-21,52,"2005\50154.xlsx",3,7,2016-05-16 08:50:00,NA,93.5,93.5,2005-05-15,6,"Age06",2016-05-16 05:15:00,215,2.35218251811136,3.58,"Shinichi"
715,2005-05-22,54,"2005\50157.xlsx",4,7,2016-05-16 08:00:00,NA,93.6999969482422,91.8000030517578,2005-05-16,6,"Age06",2016-05-16 05:14:00,166,2.24551266781415,2.77,"Shinichi"
716,2005-05-22,55,"2005\50158.xlsx",4,7,2016-05-16 08:00:00,NA,93.6999969482422,89,2005-05-16,6,"Age06",2016-05-16 05:14:00,166,2.24551266781415,2.77,"Shinichi"
717,2005-05-22,50,"2005\50159.xlsx",2,8,2016-05-16 08:00:00,NA,94,94,2005-05-15,7,"Age06",2016-05-16 05:14:00,166,2.24551266781415,2.77,"Shinichi"
718,2005-05-22,51,"2005\50160.xlsx",3,8,2016-05-16 12:00:00,NA,94,92.0999984741211,2005-05-15,7,"Age06",2016-05-16 05:14:00,406,2.61909333062674,6.77,"Shinichi"
719,2005-05-22,61,"2005\50161.xlsx",3,7,2016-05-16 06:00:00,NA,93.6999969482422,87.3000030517578,2005-05-16,6,"Age06",2016-05-16 05:14:00,46,1.7481880270062,0.77,"Shinichi"
720,2005-05-22,60,"2005\50162.xlsx",3,7,2016-05-16 06:00:00,"20160404 Malika Ihle change Tape time from 93.7 to 92",92,89.5,2005-05-16,6,"Age06",2016-05-16 05:14:00,46,1.7481880270062,0.77,"Shinichi"
721,2005-05-22,53,"2005\50163.xlsx",3,8,2016-05-16 06:00:00,NA,89.4000015258789,84.9000015258789,2005-05-15,7,"Age06",2016-05-16 05:14:00,46,1.7481880270062,0.77,"Shinichi"
722,2005-05-22,58,"2005\50164.xlsx",4,7,2016-05-16 10:00:00,NA,93.5999984741211,92.4000015258789,2005-05-16,6,"Age06",2016-05-16 05:14:00,286,2.47129171105894,4.77,"Shinichi"
723,2005-05-22,52,"2005\50165.xlsx",3,8,2016-05-16 10:00:00,NA,93.5999984741211,92.1999969482422,2005-05-15,7,"Age06",2016-05-16 05:14:00,286,2.47129171105894,4.77,"Shinichi"
724,2005-05-22,59,"2005\50166.xlsx",4,7,2016-05-16 10:00:00,NA,93.8000030517578,92.0999984741211,2005-05-16,6,"Age06",2016-05-16 05:14:00,286,2.47129171105894,4.77,"Shinichi"
725,2005-05-22,57,"2005\50167.xlsx",3,7,2016-05-16 12:00:00,NA,93.6999969482422,93.6999969482422,2005-05-16,6,"Age06",2016-05-16 05:14:00,406,2.61909333062674,6.77,"Shinichi"
726,2005-05-23,40,"2005\50168.xlsx",2,11,2016-05-16 06:00:00,NA,93.6999969482422,90.1999969482422,2005-05-13,10,"Age10",2016-05-16 05:13:00,47,1.75587485567249,0.78,"Shinichi"
727,2005-05-23,39,"2005\50169.xlsx",1,11,2016-05-16 06:00:00,NA,93.5,89.5,2005-05-13,10,"Age10",2016-05-16 05:13:00,47,1.75587485567249,0.78,"Shinichi"
728,2005-05-23,56,"2005\50170.xlsx",1,7,2016-05-16 06:00:00,NA,93.6999969482422,90.4000015258789,2005-05-16,7,"Age06",2016-05-16 05:13:00,47,1.75587485567249,0.78,"Shinichi"
732,2005-05-23,62,"2005\50174.xlsx",4,7,2016-05-16 08:20:00,NA,93.8000030517578,91.3000030517578,2005-05-16,7,"Age06",2016-05-16 05:13:00,187,2.29446622616159,3.12,"Shinichi"
733,2005-05-23,57,"2005\50175.xlsx",4,8,2016-05-16 08:20:00,NA,93.8000030517578,93.8000030517578,2005-05-16,7,"Age06",2016-05-16 05:13:00,187,2.29446622616159,3.12,"Shinichi"
734,2005-05-24,49,"2005\50176.xlsx",2,11,2016-05-16 06:00:00,NA,81,81,2005-05-14,10,"Age10",2016-05-16 05:11:00,49,1.77085201164214,0.82,"Shinichi"
735,2005-05-24,48,"2005\50177.xlsx",1,11,2016-05-16 06:00:00,NA,80,80,2005-05-14,10,"Age10",2016-05-16 05:11:00,49,1.77085201164214,0.82,"Shinichi"
736,2005-05-24,47,"2005\50178.xlsx",1,11,2016-05-16 06:00:00,NA,93.6999969482422,89.1999969482422,2005-05-14,10,"Age10",2016-05-16 05:11:00,49,1.77085201164214,0.82,"Shinichi"
737,2005-05-24,44,"2005\50179.xlsx",3,11,2016-05-16 07:50:00,NA,93.6999969482422,93.6999969482422,2005-05-14,10,"Age10",2016-05-16 05:11:00,159,2.22788670461367,2.65,"Shinichi"
738,2005-05-24,66,"2005\50180.xlsx",3,7,2016-05-16 08:00:00,NA,93.6999969482422,93.6999969482422,2005-05-18,6,"Age06",2016-05-16 05:11:00,169,2.25285303097989,2.82,"Shinichi"
739,2005-05-24,63,"2005\50181.xlsx",1,8,2016-05-16 08:00:00,NA,93.6999969482422,66.8000030517578,2005-05-16,8,"Age06",2016-05-16 05:11:00,169,2.25285303097989,2.82,"Shinichi"
740,2005-05-24,62,"2005\50182.xlsx",4,8,2016-05-16 08:00:00,NA,93.6999969482422,93.6999969482422,2005-05-16,8,"Age06",2016-05-16 05:11:00,169,2.25285303097989,2.82,"Shinichi"
741,2005-05-25,50,"2005\50183.xlsx",2,11,2016-05-16 06:15:00,NA,93.6999969482422,93.0999984741211,2005-05-15,10,"Age10",2016-05-16 05:10:00,65,1.8750612633917,1.08,"Shinichi"
742,2005-05-25,73,"2005\50184.xlsx",2,7,2016-05-16 06:00:00,NA,93.5,90.9000015258789,2005-05-19,6,"Age06",2016-05-16 05:10:00,50,1.77815125038364,0.83,"Shinichi"
743,2005-05-25,53,"2005\50185.xlsx",3,11,2016-05-16 06:05:00,NA,62.4000015258789,60.9000015258789,2005-05-15,10,"Age10",2016-05-16 05:10:00,55,1.81291335664286,0.92,"Shinichi"
745,2005-05-25,70,"2005\50187.xlsx",3,7,2016-05-16 08:10:00,NA,93.6999969482422,92.1999969482422,2005-05-19,6,"Age06",2016-05-16 05:10:00,180,2.27875360095283,3,"Shinichi"
746,2005-05-25,71,"2005\50188.xlsx",5,7,2016-05-16 08:10:00,NA,93.6999969482422,92,2005-05-19,6,"Age06",2016-05-16 05:10:00,180,2.27875360095283,3,"Shinichi"
747,2005-05-25,72,"2005\50189.xlsx",3,7,2016-05-16 08:10:00,NA,93.8000030517578,92.4000015258789,2005-05-19,6,"Age06",2016-05-16 05:10:00,180,2.27875360095283,3,"Shinichi"
748,2005-05-25,69,"2005\50190.xlsx",2,7,2016-05-16 08:15:00,NA,93.6999969482422,89.6999969482422,2005-05-19,6,"Age06",2016-05-16 05:10:00,185,2.29003461136252,3.08,"Shinichi"
749,2005-05-25,68,"2005\50191.xlsx",4,7,2016-05-16 10:00:00,NA,93.6999969482422,93.1999969482422,2005-05-19,6,"Age06",2016-05-16 05:10:00,290,2.47712125471966,4.83,"Shinichi"
750,2005-05-25,67,"2005\50192.xlsx",1,7,2016-05-16 10:00:00,NA,93.9000015258789,92.4000015258789,2005-05-19,6,"Age06",2016-05-16 05:10:00,290,2.47712125471966,4.83,"Shinichi"
751,2005-05-25,52,"2005\50193.xlsx",2,11,2016-05-16 10:00:00,NA,94,90.5999984741211,2005-05-15,10,"Age10",2016-05-16 05:10:00,290,2.47712125471966,4.83,"Shinichi"
753,2005-05-25,53,"2005\50195.xlsx",3,11,2016-05-16 12:00:00,NA,93.5,89.3000030517578,2005-05-15,10,"Age10",2016-05-16 05:10:00,410,2.6232492903979,6.83,"Shinichi"
755,2005-05-26,55,"2005\50197.xlsx",2,11,2016-05-16 06:20:00,NA,93.5,89.8000030517578,2005-05-16,10,"Age10",2016-05-16 05:09:00,71,1.90848501887865,1.18,"Shinichi"
756,2005-05-26,76,"2005\50198.xlsx",3,7,2016-05-16 06:20:00,NA,91.6999969482422,91.6999969482422,2005-05-20,6,"Age06",2016-05-16 05:09:00,71,1.90848501887865,1.18,"Shinichi"
757,2005-05-26,61,"2005\50199.xlsx",3,11,2016-05-16 10:10:00,NA,93.6999969482422,85.5999984741211,2005-05-16,10,"Age10",2016-05-16 05:09:00,301,2.49276038902684,5.02,"Shinichi"
758,2005-05-26,78,"2005\50200.xlsx",1,7,2016-05-16 10:10:00,NA,93.6999969482422,88.0999984741211,2005-05-20,6,"Age06",2016-05-16 05:09:00,301,2.49276038902684,5.02,"Shinichi"
759,2005-05-26,60,"2005\50201.xlsx",3,11,2016-05-16 10:10:00,NA,93.9000015258789,90.5999984741211,2005-05-16,10,"Age10",2016-05-16 05:09:00,301,2.49276038902684,5.02,"Shinichi"
760,2005-05-26,58,"2005\50202.xlsx",2,11,2016-05-16 08:20:00,NA,93.6999969482422,91.5,2005-05-16,10,"Age10",2016-05-16 05:09:00,191,2.30319605742049,3.18,"Shinichi"
761,2005-05-26,57,"2005\50203.xlsx",4,11,2016-05-16 08:20:00,NA,93.5,89.1999969482422,2005-05-16,10,"Age10",2016-05-16 05:09:00,191,2.30319605742049,3.18,"Shinichi"
762,2005-05-26,59,"2005\50204.xlsx",2,11,2016-05-16 08:20:00,NA,90.8000030517578,90.4000015258789,2005-05-16,10,"Age10",2016-05-16 05:09:00,191,2.30319605742049,3.18,"Shinichi"
763,2005-05-26,74,"2005\50205.xlsx",0,7,2016-05-16 08:20:00,"CHI 1->0C7D",88.5,52.5,2005-05-20,6,"Age06",2016-05-16 05:09:00,191,2.30319605742049,3.18,"Shinichi"
764,2005-05-27,81,"2005\50206.xlsx",1,7,2016-05-16 05:55:00,NA,94,90.5,2005-05-21,6,"Age06",2016-05-16 05:08:00,47,1.75587485567249,0.78,"Shinichi"
765,2005-05-27,83,"2005\50207.xlsx",5,7,2016-05-16 06:00:00,NA,93.5,91,2005-05-21,6,"Age06",2016-05-16 05:08:00,52,1.79239168949825,0.87,"Shinichi"
766,2005-05-27,56,"2005\50208.xlsx",1,11,2016-05-16 06:20:00,NA,93.6999969482422,87,2005-05-16,11,"Age10",2016-05-16 05:08:00,72,1.91381385238372,1.2,"Shinichi"
767,2005-05-27,63,"2005\50209.xlsx",1,11,2016-05-16 08:15:00,NA,93.6999969482422,93.6999969482422,2005-05-16,11,"Age10",2016-05-16 05:08:00,187,2.29446622616159,3.12,"Shinichi"
768,2005-05-27,75,"2005\50210.xlsx",2,8,2016-05-16 08:15:00,"1 DYING, POSSIBLY ABANDONED",90,72.5999984741211,2005-05-20,7,"Age06",2016-05-16 05:08:00,187,2.29446622616159,3.12,"Shinichi"
769,2005-05-27,80,"2005\50211.xlsx",1,7,2016-05-16 08:15:00,NA,95,93.5,2005-05-21,6,"Age06",2016-05-16 05:08:00,187,2.29446622616159,3.12,"Shinichi"
779,2005-05-29,71,"2005\50221.xlsx",4,11,2016-05-16 05:30:00,NA,93.5,90,2005-05-19,10,"Age10",2016-05-16 05:06:00,24,1.53147891704226,0.4,"Shinichi"
780,2005-05-29,72,"2005\50222.xlsx",3,11,2016-05-16 05:30:00,NA,93,93,2005-05-19,10,"Age10",2016-05-16 05:06:00,24,1.53147891704226,0.4,"Shinichi"
781,2005-05-29,73,"2005\50223.xlsx",2,11,2016-05-16 05:30:00,NA,93.6999969482422,90.9000015258789,2005-05-19,10,"Age10",2016-05-16 05:06:00,24,1.53147891704226,0.4,"Shinichi"
782,2005-05-29,70,"2005\50224.xlsx",3,11,2016-05-16 05:30:00,NA,93.6999969482422,86.8000030517578,2005-05-19,10,"Age10",2016-05-16 05:06:00,24,1.53147891704226,0.4,"Shinichi"
789,2005-05-29,68,"2005\50231.xlsx",3,11,2016-05-16 09:05:00,"DOUBLE TAPING 50231 & 50232",93.6999969482422,90.5,2005-05-19,10,"Age10",2016-05-16 05:06:00,239,2.39619934709574,3.98,"Shinichi"
790,2005-05-29,66,"2005\50232.xlsx",2,12,2016-05-16 09:05:00,"DOUBLE TAPING 50231 & 50232",93.6999969482422,90.1999969482422,2005-05-18,11,"Age10",2016-05-16 05:06:00,239,2.39619934709574,3.98,"Shinichi"
792,2005-05-29,86,"2005\50234.xlsx",1,8,2016-05-16 09:10:00,NA,93.8000030517578,92.5999984741211,2005-05-22,7,"Age06",2016-05-16 05:06:00,244,2.40483371661994,4.07,"Shinichi"
797,2005-05-30,78,"2005\50239.xlsx",1,11,2016-05-16 05:30:00,NA,93.8000030517578,78.8000030517578,2005-05-20,10,"Age10",2016-05-16 05:05:00,25,1.54406804435028,0.42,"Shinichi"
798,2005-05-30,92,"2005\50240.xlsx",3,7,2016-05-16 05:30:00,NA,93.8000030517578,91.5999984741211,2005-05-24,6,"Age06",2016-05-16 05:05:00,25,1.54406804435028,0.42,"Shinichi"
799,2005-05-30,93,"2005\50241.xlsx",2,7,2016-05-16 05:40:00,"CHI 3->2C7D",93.6999969482422,89,2005-05-24,6,"Age06",2016-05-16 05:05:00,35,1.65321251377534,0.58,"Shinichi"
800,2005-05-30,91,"2005\50242.xlsx",2,7,2016-05-16 05:30:00,NA,93.6999969482422,91.5,2005-05-24,6,"Age06",2016-05-16 05:05:00,25,1.54406804435028,0.42,"Shinichi"
803,2005-05-30,76,"2005\50245.xlsx",3,11,2016-05-16 07:30:00,NA,90,88.5999984741211,2005-05-20,10,"Age10",2016-05-16 05:05:00,145,2.19033169817029,2.42,"Shinichi"
811,2005-05-31,83,"2005\50253.xlsx",3,11,2016-05-16 06:05:00,NA,90,87.3000030517578,2005-05-21,10,"Age10",2016-05-16 05:04:00,61,1.85125834871908,1.02,"Shinichi"
812,2005-05-31,81,"2005\50254.xlsx",1,11,2016-05-16 06:00:00,NA,93.6999969482422,89.9000015258789,2005-05-21,10,"Age10",2016-05-16 05:04:00,56,1.81954393554187,0.93,"Shinichi"
813,2005-05-31,94,"2005\50255.xlsx",3,7,2016-05-16 06:00:00,NA,93.6999969482422,93.0999984741211,2005-05-25,6,"Age06",2016-05-16 05:04:00,56,1.81954393554187,0.93,"Shinichi"
815,2005-05-31,96,"2005\50257.xlsx",2,7,2016-05-16 07:50:00,NA,93.6999969482422,92.3000030517578,2005-05-25,6,"Age06",2016-05-16 05:04:00,166,2.24551266781415,2.77,"Shinichi"
817,2005-05-31,95,"2005\50259.xlsx",3,7,2016-05-16 07:50:00,NA,93.5,90.0999984741211,2005-05-25,6,"Age06",2016-05-16 05:04:00,166,2.24551266781415,2.77,"Shinichi"
843,2005-06-03,91,"2005\50285.xlsx",2,11,2016-05-16 06:45:00,NA,93.6999969482422,91.9000015258789,2005-05-24,10,"Age10",2016-05-16 05:02:00,103,2.05307844348342,1.72,"Shinichi"
844,2005-06-03,92,"2005\50286.xlsx",3,11,2016-05-16 07:00:00,NA,93.6999969482422,91.4000015258789,2005-05-24,10,"Age10",2016-05-16 05:02:00,118,2.10720996964787,1.97,"Shinichi"
845,2005-06-03,93,"2005\50287.xlsx",2,11,2016-05-16 06:50:00,NA,93.6999969482422,90.3000030517578,2005-05-24,10,"Age10",2016-05-16 05:02:00,108,2.07188200730613,1.8,"Shinichi"
852,2005-06-04,95,"2005\50294.xlsx",3,11,2016-05-16 06:05:00,NA,93.9000015258789,85.5999984741211,2005-05-25,10,"Age10",2016-05-16 05:01:00,64,1.86923171973098,1.07,"Shinichi"
854,2005-06-04,94,"2005\50296.xlsx",3,11,2016-05-16 06:00:00,NA,94,90.5,2005-05-25,10,"Age10",2016-05-16 05:01:00,59,1.83884909073726,0.98,"Shinichi"
921,2005-06-10,100,"2005\50363.xlsx",3,7,2016-05-16 07:45:00,NA,93.9000015258789,92.4000015258789,2005-06-04,6,"Age06",2016-05-16 04:58:00,167,2.24797326636181,2.78,"Shinichi"
924,2005-06-10,101,"2005\50366.xlsx",4,7,2016-05-16 07:45:00,NA,93.5,91.5,2005-06-04,6,"Age06",2016-05-16 04:58:00,167,2.24797326636181,2.78,"Shinichi"
933,2005-06-11,108,"2005\50375.xlsx",3,7,2016-05-16 05:20:00,"REDO 1/2 WAY",92,89.3000030517578,2005-06-05,6,"Age06",2016-05-16 04:58:00,22,1.50514997831991,0.37,"Shinichi"
934,2005-06-11,105,"2005\50376.xlsx",4,7,2016-05-16 07:20:00,NA,93.6999969482422,91.8000030517578,2005-06-05,6,"Age06",2016-05-16 04:58:00,142,2.18184358794477,2.37,"Shinichi"
935,2005-06-11,103,"2005\50377.xlsx",3,7,2016-05-16 07:20:00,"no female attendance - abandoned???",93.6999969482422,83,2005-06-05,6,"Age06",2016-05-16 04:58:00,142,2.18184358794477,2.37,"Shinichi"
936,2005-06-11,106,"2005\50378.xlsx",2,7,2016-05-16 07:20:00,NA,94,92.5,2005-06-05,6,"Age06",2016-05-16 04:58:00,142,2.18184358794477,2.37,"Shinichi"
