"Amean","Alower","Aupper","NbFiles","Type"
76.6867419508703,75.9804120430018,77.3930718587388,1662,"2_Observed"
65.6255606341954,65.1416695653812,66.1094517030095,1662,"5_Among"
70.9374902755739,70.3171654198153,71.5578151313324,1662,"4_Within"
73.8590459580867,73.1485586772702,74.5695332389033,1662,"3_Switch"
