"DVDRef","NbAlternation","Type"
"3315","15","1_Observed"
"3316","12","1_Observed"
"3320","25","1_Observed"
"3321","27","1_Observed"
"3325","16","1_Observed"
"3349","6","1_Observed"
"3355","14","1_Observed"
"3356","4","1_Observed"
"3358","10","1_Observed"
"3359","25","1_Observed"
"3360","15","1_Observed"
"3361","16","1_Observed"
"3362","6","1_Observed"
"3364","25","1_Observed"
"3444","13","1_Observed"
"3445","2","1_Observed"
"3446","9","1_Observed"
"3447","11","1_Observed"
"3448","6","1_Observed"
"3449","9","1_Observed"
"3451","28","1_Observed"
"3452","14","1_Observed"
"3454","15","1_Observed"
"3455","12","1_Observed"
"3456","14","1_Observed"
"3457","8","1_Observed"
"3458","10","1_Observed"
"3459","39","1_Observed"
"3460","8","1_Observed"
"3461","18","1_Observed"
"3462","19","1_Observed"
"3463","9","1_Observed"
"3464","23","1_Observed"
"3466","12","1_Observed"
"3467","7","1_Observed"
"3477","22","1_Observed"
"3478","9","1_Observed"
"3479","11","1_Observed"
"3483","12","1_Observed"
"3487","11","1_Observed"
"3491","12","1_Observed"
"3493","8","1_Observed"
"3496","11","1_Observed"
"3499","14","1_Observed"
"3500","8","1_Observed"
"3501","15","1_Observed"
"3502","18","1_Observed"
"3507","10","1_Observed"
"3509","22","1_Observed"
"3519","21","1_Observed"
"3523","31","1_Observed"
"3529","9","1_Observed"
"3531","11","1_Observed"
"3532","44","1_Observed"
"3534","11","1_Observed"
"3539","17","1_Observed"
"3540","15","1_Observed"
"3543","13","1_Observed"
"3552","29","1_Observed"
"3558","21","1_Observed"
"3563","9","1_Observed"
"3565","16","1_Observed"
"3571","1","1_Observed"
"3572","12","1_Observed"
"3573","14","1_Observed"
"3574","20","1_Observed"
"3575","9","1_Observed"
"3578","14","1_Observed"
"3579","28","1_Observed"
"3589","10","1_Observed"
"3590","15","1_Observed"
"3595","2","1_Observed"
"3599","14","1_Observed"
"3600","25","1_Observed"
"3601","4","1_Observed"
"3604","25","1_Observed"
"3605","36","1_Observed"
"3606","27","1_Observed"
"3610","6","1_Observed"
"3612","11","1_Observed"
"3613","22","1_Observed"
"3614","29","1_Observed"
"3616","4","1_Observed"
"3617","25","1_Observed"
"3618","13","1_Observed"
"3627","14","1_Observed"
"3628","23","1_Observed"
"3631","6","1_Observed"
"3635","17","1_Observed"
"3636","11","1_Observed"
"3642","16","1_Observed"
"3644","25","1_Observed"
"3648","5","1_Observed"
"3651","24","1_Observed"
"3653","23","1_Observed"
"3654","29","1_Observed"
"3656","18","1_Observed"
"3657","16","1_Observed"
"3660","18","1_Observed"
"3661","2","1_Observed"
"3662","29","1_Observed"
"3663","11","1_Observed"
"3665","23","1_Observed"
"3669","25","1_Observed"
"3671","27","1_Observed"
"3674","19","1_Observed"
"3675","17","1_Observed"
"3683","22","1_Observed"
"3685","13","1_Observed"
"3686","21","1_Observed"
"3689","16","1_Observed"
"3690","13","1_Observed"
"3692","1","1_Observed"
"3693","15","1_Observed"
"3699","26","1_Observed"
"3700","26","1_Observed"
"3705","18","1_Observed"
"3709","27","1_Observed"
"3712","10","1_Observed"
"3713","13","1_Observed"
"3715","13","1_Observed"
"3719","8","1_Observed"
"3725","21","1_Observed"
"3726","10","1_Observed"
"3730","2","1_Observed"
"3738","19","1_Observed"
"3740","16","1_Observed"
"3745","2","1_Observed"
"3751","32","1_Observed"
"3754","19","1_Observed"
"3758","12","1_Observed"
"3772","16","1_Observed"
"3777","11","1_Observed"
"3787","16","1_Observed"
"3788","13","1_Observed"
"3789","17","1_Observed"
"3790","30","1_Observed"
"3800","6","1_Observed"
"3801","13","1_Observed"
"3821","11","1_Observed"
"3823","15","1_Observed"
"3824","15","1_Observed"
"3828","16","1_Observed"
"3829","15","1_Observed"
"3832","27","1_Observed"
"3835","14","1_Observed"
"3839","22","1_Observed"
"3843","13","1_Observed"
"3856","7","1_Observed"
"3858","15","1_Observed"
"3861","27","1_Observed"
"3863","12","1_Observed"
"3864","32","1_Observed"
"3869","6","1_Observed"
"3870","18","1_Observed"
"3877","18","1_Observed"
"3879","14","1_Observed"
"3883","6","1_Observed"
"3886","11","1_Observed"
"3887","24","1_Observed"
"3889","14","1_Observed"
"3890","19","1_Observed"
"3891","23","1_Observed"
"3892","22","1_Observed"
"3895","6","1_Observed"
"3896","13","1_Observed"
"3902","6","1_Observed"
"3903","23","1_Observed"
"3905","13","1_Observed"
"3908","26","1_Observed"
"3913","15","1_Observed"
"3914","4","1_Observed"
"3919","17","1_Observed"
"3921","4","1_Observed"
"3922","9","1_Observed"
"3923","14","1_Observed"
"3925","20","1_Observed"
"3927","18","1_Observed"
"3929","21","1_Observed"
"3931","5","1_Observed"
"3932","11","1_Observed"
"3933","15","1_Observed"
"3934","12","1_Observed"
"3937","12","1_Observed"
"3939","14","1_Observed"
"3942","18","1_Observed"
"3943","16","1_Observed"
"3944","31","1_Observed"
"3947","13","1_Observed"
"3949","5","1_Observed"
"3952","1","1_Observed"
"3954","27","1_Observed"
"3956","26","1_Observed"
"3959","16","1_Observed"
"3962","16","1_Observed"
"3965","9","1_Observed"
"3966","12","1_Observed"
"3967","10","1_Observed"
"3974","15","1_Observed"
"3987","13","1_Observed"
"3989","6","1_Observed"
"4001","23","1_Observed"
"4005","8","1_Observed"
"4010","14","1_Observed"
"4013","15","1_Observed"
"4033","14","1_Observed"
"4037","11","1_Observed"
"4045","19","1_Observed"
"4046","17","1_Observed"
"4054","20","1_Observed"
"4062","21","1_Observed"
"4064","28","1_Observed"
"4071","24","1_Observed"
"4075","18","1_Observed"
"4089","17","1_Observed"
"4090","9","1_Observed"
"4093","1","1_Observed"
"4096","4","1_Observed"
"4107","21","1_Observed"
"4111","19","1_Observed"
"4113","4","1_Observed"
"4116","20","1_Observed"
"4119","10","1_Observed"
"4125","8","1_Observed"
"4129","14","1_Observed"
"4135","27","1_Observed"
"4137","25","1_Observed"
"4138","27","1_Observed"
"4139","36","1_Observed"
"4141","16","1_Observed"
"4142","16","1_Observed"
"4143","2","1_Observed"
"4144","22","1_Observed"
"4145","2","1_Observed"
"4148","10","1_Observed"
"4152","33","1_Observed"
"4153","22","1_Observed"
"4154","16","1_Observed"
"4156","21","1_Observed"
"4159","31","1_Observed"
"4162","10","1_Observed"
"4166","9","1_Observed"
"4167","23","1_Observed"
"4168","21","1_Observed"
"4173","20","1_Observed"
"4178","24","1_Observed"
"4179","42","1_Observed"
"4185","28","1_Observed"
"4186","16","1_Observed"
"4187","8","1_Observed"
"4191","26","1_Observed"
"4192","12","1_Observed"
"4193","17","1_Observed"
"4194","14","1_Observed"
"4196","17","1_Observed"
"4198","36","1_Observed"
"4200","21","1_Observed"
"4202","21","1_Observed"
"4204","29","1_Observed"
"4206","14","1_Observed"
"4207","6","1_Observed"
"4209","12","1_Observed"
"4219","12","1_Observed"
"4220","26","1_Observed"
"4224","28","1_Observed"
"4225","8","1_Observed"
"4226","21","1_Observed"
"4227","15","1_Observed"
"4230","15","1_Observed"
"4231","48","1_Observed"
"4234","17","1_Observed"
"4236","22","1_Observed"
"4240","56","1_Observed"
"4241","39","1_Observed"
"4242","25","1_Observed"
"4244","24","1_Observed"
"4255","22","1_Observed"
"4256","16","1_Observed"
"4259","14","1_Observed"
"4262","12","1_Observed"
"4265","23","1_Observed"
"4272","24","1_Observed"
"4273","20","1_Observed"
"4279","16","1_Observed"
"4281","16","1_Observed"
"4290","15","1_Observed"
"4292","12","1_Observed"
"4294","35","1_Observed"
"4299","14","1_Observed"
"4303","28","1_Observed"
"4309","6","1_Observed"
"4314","27","1_Observed"
"4315","33","1_Observed"
"4320","26","1_Observed"
"4327","17","1_Observed"
"4330","9","1_Observed"
"4335","25","1_Observed"
"4340","10","1_Observed"
"4341","20","1_Observed"
"4344","12","1_Observed"
"4347","36","1_Observed"
"4352","21","1_Observed"
"4353","24","1_Observed"
"4355","15","1_Observed"
"4366","16","1_Observed"
"4367","30","1_Observed"
"4371","16","1_Observed"
"4377","31","1_Observed"
"4378","21","1_Observed"
"4381","28","1_Observed"
"4390","15","1_Observed"
"4392","21","1_Observed"
"4393","4","1_Observed"
"4394","10","1_Observed"
"4401","20","1_Observed"
"4402","19","1_Observed"
"4406","20","1_Observed"
"4416","14","1_Observed"
"4418","17","1_Observed"
"4423","47","1_Observed"
"4424","37","1_Observed"
"4427","22","1_Observed"
"4428","12","1_Observed"
"4430","34","1_Observed"
"4435","18","1_Observed"
"4437","19","1_Observed"
"4439","35","1_Observed"
"4443","11","1_Observed"
"4447","22","1_Observed"
"4451","10","1_Observed"
"4452","31","1_Observed"
"4454","29","1_Observed"
"4460","20","1_Observed"
"4464","4","1_Observed"
"4466","18","1_Observed"
"4468","8","1_Observed"
"4471","30","1_Observed"
"4474","25","1_Observed"
"4478","39","1_Observed"
"4479","21","1_Observed"
"4483","15","1_Observed"
"4484","25","1_Observed"
"4485","52","1_Observed"
"4486","25","1_Observed"
"4487","25","1_Observed"
"4489","17","1_Observed"
"4490","33","1_Observed"
"4491","35","1_Observed"
"4493","27","1_Observed"
"4495","9","1_Observed"
"4496","6","1_Observed"
"4499","22","1_Observed"
"4500","25","1_Observed"
"4505","16","1_Observed"
"4507","2","1_Observed"
"4508","8","1_Observed"
"4515","20","1_Observed"
"4518","15","1_Observed"
"4519","10","1_Observed"
"4520","9","1_Observed"
"4522","17","1_Observed"
"4523","20","1_Observed"
"4524","20","1_Observed"
"4526","34","1_Observed"
"4529","30","1_Observed"
"4530","14","1_Observed"
"4531","23","1_Observed"
"4533","23","1_Observed"
"4534","6","1_Observed"
"4536","24","1_Observed"
"4538","19","1_Observed"
"4540","30","1_Observed"
"4543","18","1_Observed"
"4544","8","1_Observed"
"4545","7","1_Observed"
"4546","25","1_Observed"
"4549","10","1_Observed"
"4550","26","1_Observed"
"4555","31","1_Observed"
"4556","16","1_Observed"
"4561","21","1_Observed"
"4562","26","1_Observed"
"4564","16","1_Observed"
"4565","34","1_Observed"
"4566","21","1_Observed"
"4569","27","1_Observed"
"4572","18","1_Observed"
"4574","38","1_Observed"
"4575","2","1_Observed"
"4576","14","1_Observed"
"4582","7","1_Observed"
"4584","16","1_Observed"
"4589","28","1_Observed"
"4590","13","1_Observed"
"4591","27","1_Observed"
"4592","17","1_Observed"
"4595","20","1_Observed"
"4599","14","1_Observed"
"4601","31","1_Observed"
"4603","21","1_Observed"
"4604","16","1_Observed"
"4605","10","1_Observed"
"4612","17","1_Observed"
"4616","14","1_Observed"
"4625","27","1_Observed"
"4626","18","1_Observed"
"4628","10","1_Observed"
"4631","16","1_Observed"
"4636","29","1_Observed"
"4638","8","1_Observed"
"4639","13","1_Observed"
"4655","21","1_Observed"
"4656","16","1_Observed"
"4663","11","1_Observed"
"4665","2","1_Observed"
"4666","13","1_Observed"
"4669","32","1_Observed"
"4676","14","1_Observed"
"4684","18","1_Observed"
"4685","30","1_Observed"
"4687","30","1_Observed"
"4689","7","1_Observed"
"4691","28","1_Observed"
"4692","15","1_Observed"
"4695","8","1_Observed"
"4696","8","1_Observed"
"4699","11","1_Observed"
"4703","18","1_Observed"
"4706","19","1_Observed"
"4709","20","1_Observed"
"4712","10","1_Observed"
"4715","13","1_Observed"
"4717","7","1_Observed"
"4720","3","1_Observed"
"4722","20","1_Observed"
"4724","4","1_Observed"
"4726","14","1_Observed"
"4727","16","1_Observed"
"4728","26","1_Observed"
"4729","20","1_Observed"
"4735","16","1_Observed"
"4736","22","1_Observed"
"4737","27","1_Observed"
"4738","22","1_Observed"
"4740","15","1_Observed"
"4742","16","1_Observed"
"4743","15","1_Observed"
"4745","17","1_Observed"
"4748","17","1_Observed"
"4750","12","1_Observed"
"4752","10","1_Observed"
"4753","13","1_Observed"
"4755","23","1_Observed"
"4756","8","1_Observed"
"4759","9","1_Observed"
"4760","22","1_Observed"
"4762","6","1_Observed"
"4764","10","1_Observed"
"4765","18","1_Observed"
"4768","13","1_Observed"
"4772","18","1_Observed"
"4776","6","1_Observed"
"4778","8","1_Observed"
"4780","7","1_Observed"
"4781","15","1_Observed"
"4784","10","1_Observed"
"4786","4","1_Observed"
"4787","8","1_Observed"
"4794","22","1_Observed"
"4795","12","1_Observed"
"4805","9","1_Observed"
"4806","9","1_Observed"
"4818","2","1_Observed"
"4823","9","1_Observed"
"4835","23","1_Observed"
"4836","26","1_Observed"
"4842","10","1_Observed"
"4845","22","1_Observed"
"4846","29","1_Observed"
"4847","46","1_Observed"
"4860","24","1_Observed"
"4861","16","1_Observed"
"4862","20","1_Observed"
"4866","18","1_Observed"
"4867","30","1_Observed"
"4871","18","1_Observed"
"4872","33","1_Observed"
"4876","18","1_Observed"
"4879","19","1_Observed"
"4880","6","1_Observed"
"4883","19","1_Observed"
"4889","21","1_Observed"
"4890","25","1_Observed"
"4891","17","1_Observed"
"4897","14","1_Observed"
"4898","9","1_Observed"
"4903","21","1_Observed"
"4911","20","1_Observed"
"4915","41","1_Observed"
"4916","28","1_Observed"
"4924","11","1_Observed"
"4925","5","1_Observed"
"4926","11","1_Observed"
"4927","12","1_Observed"
"4940","14","1_Observed"
"4943","8","1_Observed"
"4949","2","1_Observed"
"4951","17","1_Observed"
"4953","2","1_Observed"
"4954","18","1_Observed"
"4955","16","1_Observed"
"4956","18","1_Observed"
"4957","26","1_Observed"
"4964","11","1_Observed"
"4965","47","1_Observed"
"4966","24","1_Observed"
"4968","16","1_Observed"
"4971","16","1_Observed"
"4972","22","1_Observed"
"4973","18","1_Observed"
"4974","21","1_Observed"
"4976","17","1_Observed"
"4977","47","1_Observed"
"4978","13","1_Observed"
"4979","23","1_Observed"
"4980","41","1_Observed"
"4983","18","1_Observed"
"4984","36","1_Observed"
"4987","22","1_Observed"
"4988","24","1_Observed"
"4990","28","1_Observed"
"4991","15","1_Observed"
"4995","19","1_Observed"
"5001","8","1_Observed"
"5003","18","1_Observed"
"5006","37","1_Observed"
"5012","24","1_Observed"
"5013","24","1_Observed"
"5017","19","1_Observed"
"5018","12","1_Observed"
"5019","2","1_Observed"
"5023","32","1_Observed"
"5026","14","1_Observed"
"5027","30","1_Observed"
"5030","20","1_Observed"
"5031","4","1_Observed"
"5032","2","1_Observed"
"5035","18","1_Observed"
"5036","31","1_Observed"
"5039","22","1_Observed"
"5040","6","1_Observed"
"5044","6","1_Observed"
"5050","10","1_Observed"
"5052","26","1_Observed"
"5053","14","1_Observed"
"5055","32","1_Observed"
"5058","26","1_Observed"
"5060","17","1_Observed"
"5062","14","1_Observed"
"5063","12","1_Observed"
"5065","34","1_Observed"
"5066","7","1_Observed"
"5070","22","1_Observed"
"5073","4","1_Observed"
"5074","7","1_Observed"
"5075","14","1_Observed"
"5078","24","1_Observed"
"5139","41","1_Observed"
"5141","14","1_Observed"
"5142","22","1_Observed"
"1","2","2_Switch"
"36","8","2_Switch"
"39","12","2_Switch"
"45","18","2_Switch"
"69","16","2_Switch"
"71","2","2_Switch"
"74","8","2_Switch"
"79","9","2_Switch"
"81","6","2_Switch"
"84","11","2_Switch"
"89","21","2_Switch"
"90","6","2_Switch"
"103","17","2_Switch"
"105","7","2_Switch"
"106","15","2_Switch"
"107","4","2_Switch"
"108","24","2_Switch"
"109","27","2_Switch"
"110","20","2_Switch"
"113","17","2_Switch"
"114","2","2_Switch"
"115","12","2_Switch"
"119","15","2_Switch"
"122","14","2_Switch"
"123","12","2_Switch"
"126","23","2_Switch"
"127","22","2_Switch"
"130","41","2_Switch"
"133","3","2_Switch"
"141","19","2_Switch"
"146","12","2_Switch"
"148","19","2_Switch"
"157","22","2_Switch"
"172","14","2_Switch"
"173","17","2_Switch"
"175","19","2_Switch"
"183","12","2_Switch"
"186","9","2_Switch"
"188","24","2_Switch"
"191","16","2_Switch"
"194","17","2_Switch"
"197","19","2_Switch"
"200","14","2_Switch"
"205","7","2_Switch"
"208","6","2_Switch"
"210","13","2_Switch"
"211","12","2_Switch"
"213","18","2_Switch"
"220","16","2_Switch"
"221","14","2_Switch"
"224","26","2_Switch"
"225","31","2_Switch"
"226","36","2_Switch"
"228","20","2_Switch"
"229","27","2_Switch"
"230","7","2_Switch"
"231","12","2_Switch"
"233","17","2_Switch"
"235","28","2_Switch"
"236","23","2_Switch"
"237","16","2_Switch"
"238","12","2_Switch"
"239","20","2_Switch"
"240","28","2_Switch"
"246","14","2_Switch"
"247","23","2_Switch"
"250","17","2_Switch"
"252","8","2_Switch"
"256","39","2_Switch"
"257","41","2_Switch"
"259","15","2_Switch"
"260","26","2_Switch"
"262","21","2_Switch"
"263","20","2_Switch"
"264","35","2_Switch"
"265","16","2_Switch"
"268","24","2_Switch"
"269","33","2_Switch"
"270","10","2_Switch"
"274","36","2_Switch"
"276","6","2_Switch"
"277","20","2_Switch"
"278","14","2_Switch"
"281","14","2_Switch"
"290","9","2_Switch"
"293","18","2_Switch"
"297","14","2_Switch"
"303","16","2_Switch"
"304","3","2_Switch"
"306","3","2_Switch"
"307","25","2_Switch"
"308","6","2_Switch"
"311","19","2_Switch"
"313","10","2_Switch"
"319","9","2_Switch"
"320","21","2_Switch"
"321","11","2_Switch"
"323","2","2_Switch"
"329","8","2_Switch"
"330","7","2_Switch"
"333","31","2_Switch"
"334","5","2_Switch"
"338","8","2_Switch"
"344","15","2_Switch"
"345","14","2_Switch"
"346","6","2_Switch"
"348","19","2_Switch"
"355","20","2_Switch"
"356","15","2_Switch"
"358","12","2_Switch"
"359","12","2_Switch"
"360","2","2_Switch"
"361","14","2_Switch"
"362","3","2_Switch"
"363","2","2_Switch"
"367","14","2_Switch"
"368","31","2_Switch"
"369","15","2_Switch"
"372","6","2_Switch"
"375","22","2_Switch"
"379","11","2_Switch"
"381","2","2_Switch"
"382","15","2_Switch"
"383","15","2_Switch"
"388","25","2_Switch"
"390","22","2_Switch"
"391","16","2_Switch"
"394","11","2_Switch"
"396","28","2_Switch"
"403","19","2_Switch"
"413","24","2_Switch"
"415","12","2_Switch"
"424","21","2_Switch"
"427","36","2_Switch"
"433","14","2_Switch"
"434","26","2_Switch"
"440","9","2_Switch"
"446","19","2_Switch"
"447","16","2_Switch"
"449","16","2_Switch"
"450","27","2_Switch"
"451","6","2_Switch"
"452","34","2_Switch"
"453","9","2_Switch"
"454","32","2_Switch"
"456","13","2_Switch"
"458","14","2_Switch"
"459","8","2_Switch"
"462","4","2_Switch"
"464","3","2_Switch"
"465","12","2_Switch"
"470","12","2_Switch"
"471","6","2_Switch"
"476","4","2_Switch"
"477","4","2_Switch"
"478","16","2_Switch"
"481","14","2_Switch"
"492","20","2_Switch"
"495","9","2_Switch"
"496","13","2_Switch"
"499","17","2_Switch"
"500","12","2_Switch"
"509","28","2_Switch"
"515","23","2_Switch"
"517","20","2_Switch"
"524","39","2_Switch"
"525","18","2_Switch"
"528","10","2_Switch"
"533","22","2_Switch"
"534","9","2_Switch"
"536","13","2_Switch"
"537","24","2_Switch"
"538","11","2_Switch"
"539","14","2_Switch"
"541","21","2_Switch"
"542","20","2_Switch"
"543","18","2_Switch"
"545","13","2_Switch"
"546","11","2_Switch"
"547","19","2_Switch"
"548","13","2_Switch"
"550","8","2_Switch"
"551","9","2_Switch"
"552","7","2_Switch"
"555","2","2_Switch"
"556","8","2_Switch"
"557","8","2_Switch"
"579","10","2_Switch"
"619","10","2_Switch"
"694","13","2_Switch"
"696","6","2_Switch"
"702","4","2_Switch"
"703","14","2_Switch"
"704","11","2_Switch"
"705","10","2_Switch"
"706","10","2_Switch"
"712","11","2_Switch"
"715","20","2_Switch"
"716","19","2_Switch"
"717","18","2_Switch"
"718","19","2_Switch"
"719","13","2_Switch"
"720","18","2_Switch"
"721","7","2_Switch"
"722","13","2_Switch"
"723","11","2_Switch"
"724","17","2_Switch"
"725","17","2_Switch"
"726","16","2_Switch"
"727","2","2_Switch"
"728","19","2_Switch"
"732","18","2_Switch"
"733","24","2_Switch"
"734","18","2_Switch"
"735","10","2_Switch"
"736","10","2_Switch"
"737","19","2_Switch"
"738","12","2_Switch"
"740","13","2_Switch"
"741","11","2_Switch"
"743","9","2_Switch"
"745","14","2_Switch"
"746","15","2_Switch"
"747","21","2_Switch"
"748","8","2_Switch"
"749","18","2_Switch"
"750","8","2_Switch"
"751","19","2_Switch"
"753","14","2_Switch"
"755","19","2_Switch"
"756","19","2_Switch"
"757","17","2_Switch"
"758","6","2_Switch"
"759","23","2_Switch"
"760","18","2_Switch"
"762","17","2_Switch"
"764","18","2_Switch"
"765","12","2_Switch"
"766","4","2_Switch"
"767","7","2_Switch"
"769","4","2_Switch"
"779","23","2_Switch"
"780","24","2_Switch"
"782","6","2_Switch"
"789","16","2_Switch"
"790","22","2_Switch"
"792","7","2_Switch"
"798","16","2_Switch"
"799","16","2_Switch"
"803","42","2_Switch"
"811","15","2_Switch"
"812","17","2_Switch"
"813","20","2_Switch"
"815","9","2_Switch"
"817","17","2_Switch"
"844","37","2_Switch"
"845","20","2_Switch"
"852","26","2_Switch"
"854","30","2_Switch"
"921","29","2_Switch"
"924","17","2_Switch"
"933","20","2_Switch"
"934","15","2_Switch"
"936","14","2_Switch"
"937","10","2_Switch"
"938","28","2_Switch"
"951","17","2_Switch"
"959","2","2_Switch"
"972","28","2_Switch"
"973","24","2_Switch"
"985","8","2_Switch"
"990","27","2_Switch"
"992","10","2_Switch"
"993","18","2_Switch"
"1012","35","2_Switch"
"1013","12","2_Switch"
"1014","8","2_Switch"
"1019","17","2_Switch"
"1022","29","2_Switch"
"1029","33","2_Switch"
"1036","6","2_Switch"
"1040","21","2_Switch"
"1046","19","2_Switch"
"1051","19","2_Switch"
"1056","20","2_Switch"
"1061","33","2_Switch"
"1063","24","2_Switch"
"1064","35","2_Switch"
"1072","20","2_Switch"
"1076","10","2_Switch"
"1077","13","2_Switch"
"1082","20","2_Switch"
"1084","20","2_Switch"
"1090","23","2_Switch"
"1091","26","2_Switch"
"1093","18","2_Switch"
"1094","31","2_Switch"
"1095","2","2_Switch"
"1105","17","2_Switch"
"1112","14","2_Switch"
"1115","14","2_Switch"
"1116","36","2_Switch"
"1117","27","2_Switch"
"1125","16","2_Switch"
"1127","10","2_Switch"
"1128","15","2_Switch"
"1129","17","2_Switch"
"1136","11","2_Switch"
"1137","23","2_Switch"
"1138","26","2_Switch"
"1146","17","2_Switch"
"1147","17","2_Switch"
"1148","25","2_Switch"
"1155","9","2_Switch"
"1162","24","2_Switch"
"1163","15","2_Switch"
"1164","14","2_Switch"
"1165","26","2_Switch"
"1166","18","2_Switch"
"1177","30","2_Switch"
"1183","14","2_Switch"
"1185","16","2_Switch"
"1186","12","2_Switch"
"1187","6","2_Switch"
"1195","10","2_Switch"
"1210","21","2_Switch"
"1211","7","2_Switch"
"1221","2","2_Switch"
"1223","19","2_Switch"
"1224","14","2_Switch"
"1228","20","2_Switch"
"1230","23","2_Switch"
"1233","4","2_Switch"
"1243","8","2_Switch"
"1244","16","2_Switch"
"1246","17","2_Switch"
"1256","6","2_Switch"
"1257","32","2_Switch"
"1264","9","2_Switch"
"1267","27","2_Switch"
"1270","20","2_Switch"
"1291","26","2_Switch"
"1293","22","2_Switch"
"1299","20","2_Switch"
"1302","13","2_Switch"
"1308","17","2_Switch"
"1313","17","2_Switch"
"1326","14","2_Switch"
"1333","14","2_Switch"
"1344","13","2_Switch"
"1349","11","2_Switch"
"1350","17","2_Switch"
"1351","16","2_Switch"
"1352","9","2_Switch"
"1353","9","2_Switch"
"1356","6","2_Switch"
"1364","6","2_Switch"
"1372","20","2_Switch"
"1373","15","2_Switch"
"1383","12","2_Switch"
"1386","1","2_Switch"
"1397","12","2_Switch"
"1401","12","2_Switch"
"1403","17","2_Switch"
"1414","11","2_Switch"
"1415","10","2_Switch"
"1416","12","2_Switch"
"1418","21","2_Switch"
"1425","21","2_Switch"
"1426","17","2_Switch"
"1434","16","2_Switch"
"1440","13","2_Switch"
"1441","16","2_Switch"
"1442","22","2_Switch"
"1447","14","2_Switch"
"1449","14","2_Switch"
"1450","13","2_Switch"
"1452","23","2_Switch"
"1454","8","2_Switch"
"1457","12","2_Switch"
"1458","19","2_Switch"
"1459","30","2_Switch"
"1463","22","2_Switch"
"1464","22","2_Switch"
"1465","20","2_Switch"
"1466","43","2_Switch"
"1467","37","2_Switch"
"1469","9","2_Switch"
"1472","6","2_Switch"
"1473","9","2_Switch"
"1474","9","2_Switch"
"1475","8","2_Switch"
"1477","15","2_Switch"
"1481","24","2_Switch"
"1482","16","2_Switch"
"1490","21","2_Switch"
"1494","12","2_Switch"
"1495","19","2_Switch"
"1496","12","2_Switch"
"1497","18","2_Switch"
"1498","20","2_Switch"
"1499","8","2_Switch"
"1500","23","2_Switch"
"1501","16","2_Switch"
"1503","12","2_Switch"
"1504","17","2_Switch"
"1505","23","2_Switch"
"1506","18","2_Switch"
"1509","28","2_Switch"
"1515","11","2_Switch"
"1516","11","2_Switch"
"1519","21","2_Switch"
"1520","22","2_Switch"
"1521","12","2_Switch"
"1527","16","2_Switch"
"1528","18","2_Switch"
"1533","21","2_Switch"
"1535","11","2_Switch"
"1542","18","2_Switch"
"1544","20","2_Switch"
"1551","25","2_Switch"
"1557","22","2_Switch"
"1558","19","2_Switch"
"1560","23","2_Switch"
"1561","35","2_Switch"
"1562","16","2_Switch"
"1563","15","2_Switch"
"1564","10","2_Switch"
"1565","3","2_Switch"
"1567","9","2_Switch"
"1568","19","2_Switch"
"1569","24","2_Switch"
"1571","22","2_Switch"
"1575","16","2_Switch"
"1576","4","2_Switch"
"1585","2","2_Switch"
"1586","16","2_Switch"
"1588","2","2_Switch"
"1589","15","2_Switch"
"1599","23","2_Switch"
"1603","14","2_Switch"
"1606","14","2_Switch"
"1611","10","2_Switch"
"1614","2","2_Switch"
"1617","4","2_Switch"
"1624","6","2_Switch"
"1627","15","2_Switch"
"1631","1","2_Switch"
"1634","9","2_Switch"
"1635","6","2_Switch"
"1639","16","2_Switch"
"1641","18","2_Switch"
"1642","10","2_Switch"
"1643","8","2_Switch"
"1644","6","2_Switch"
"1645","26","2_Switch"
"1647","17","2_Switch"
"1648","23","2_Switch"
"1649","11","2_Switch"
"1650","20","2_Switch"
"1651","21","2_Switch"
"1653","12","2_Switch"
"1655","15","2_Switch"
"1657","16","2_Switch"
"1659","30","2_Switch"
"1660","20","2_Switch"
"1661","11","2_Switch"
"1662","18","2_Switch"
"1664","11","2_Switch"
"1665","21","2_Switch"
"1666","24","2_Switch"
"1667","11","2_Switch"
"1668","19","2_Switch"
"1669","18","2_Switch"
"1670","4","2_Switch"
"1671","22","2_Switch"
"1672","47","2_Switch"
"1673","7","2_Switch"
"1675","8","2_Switch"
"1676","20","2_Switch"
"1677","9","2_Switch"
"1686","12","2_Switch"
"1693","2","2_Switch"
"1694","16","2_Switch"
"1695","7","2_Switch"
"1696","15","2_Switch"
"1697","27","2_Switch"
"1698","24","2_Switch"
"1699","7","2_Switch"
"1700","11","2_Switch"
"1701","2","2_Switch"
"1702","15","2_Switch"
"1703","14","2_Switch"
"1704","14","2_Switch"
"1708","15","2_Switch"
"1709","14","2_Switch"
"1710","14","2_Switch"
"1713","19","2_Switch"
"1718","16","2_Switch"
"1727","13","2_Switch"
"1729","5","2_Switch"
"1731","18","2_Switch"
"1732","14","2_Switch"
"1733","25","2_Switch"
"1734","20","2_Switch"
"1735","10","2_Switch"
"1736","32","2_Switch"
"1737","47","2_Switch"
"1738","19","2_Switch"
"1739","24","2_Switch"
"1740","22","2_Switch"
"1741","14","2_Switch"
"1742","12","2_Switch"
"1743","16","2_Switch"
"1745","10","2_Switch"
"1746","10","2_Switch"
"1747","13","2_Switch"
"1748","40","2_Switch"
"1749","23","2_Switch"
"1750","40","2_Switch"
"1752","13","2_Switch"
"1753","14","2_Switch"
"1754","18","2_Switch"
"1755","12","2_Switch"
"1758","9","2_Switch"
"1779","11","2_Switch"
