"DVDRef","NbAlternation","Type","NbAMax","LineID"
"3194","16","3_Within",22,"3438"
"3194","21","2_Switch",22,"3439"
"3194","21","1_Observed",22,"3440"
"3195","30","4_Among",46,"3441"
"3195","33","3_Within",46,"3442"
"3195","31","2_Switch",46,"3443"
"3195","37","1_Observed",46,"3444"
"3196","14","4_Among",22,"3445"
"3196","17","1_Observed",22,"3446"
"3196","13","3_Within",22,"3447"
"3196","15","2_Switch",22,"3448"
"320","13","4_Among",26,"3449"
"320","21","2_Switch",26,"3450"
"320","16","3_Within",26,"3451"
"320","21","1_Observed",26,"3452"
"3204","16","3_Within",24,"3453"
"3204","20","2_Switch",24,"3454"
"3204","18","1_Observed",24,"3455"
"3204","15","4_Among",24,"3456"
"3205","27","1_Observed",34,"3457"
"3205","23","3_Within",34,"3458"
"3205","21","2_Switch",34,"3459"
"3205","21","4_Among",34,"3460"
"321","11","4_Among",16,"3461"
"321","11","2_Switch",16,"3462"
"321","10","3_Within",16,"3463"
"321","11","1_Observed",16,"3464"
"3214","9","3_Within",10,"3465"
"3214","7","2_Switch",10,"3466"
"3214","7","4_Among",10,"3467"
"3214","9","1_Observed",10,"3468"
"3215","14","3_Within",20,"3469"
"3215","14","2_Switch",20,"3470"
"3215","14","1_Observed",20,"3471"
"3215","15","4_Among",20,"3472"
"3224","19","4_Among",36,"3473"
"3224","23","2_Switch",36,"3474"
"3224","21","3_Within",36,"3475"
"3224","27","1_Observed",36,"3476"
"323","2","3_Within",2,"3477"
"323","2","4_Among",2,"3478"
"323","2","1_Observed",2,"3479"
"323","2","2_Switch",2,"3480"
"3231","12","4_Among",18,"3481"
"3231","14","3_Within",18,"3482"
"3231","15","2_Switch",18,"3483"
"3231","15","1_Observed",18,"3484"
"3232","9","4_Among",14,"3485"
"3232","11","3_Within",14,"3486"
"3232","12","2_Switch",14,"3487"
"3232","14","1_Observed",14,"3488"
"3233","15","1_Observed",24,"3489"
"3233","18","3_Within",24,"3490"
"3233","17","4_Among",24,"3491"
"3233","19","2_Switch",24,"3492"
"3235","12","1_Observed",16,"3493"
"3235","9","4_Among",16,"3494"
"3235","8","2_Switch",16,"3495"
"3235","9","3_Within",16,"3496"
"3243","7","4_Among",8,"3497"
"3243","8","1_Observed",8,"3498"
"3243","8","2_Switch",8,"3499"
"3243","8","3_Within",8,"3500"
"3245","21","4_Among",36,"3501"
"3245","26","3_Within",36,"3502"
"3245","25","2_Switch",36,"3503"
"3245","31","1_Observed",36,"3504"
"3247","19","4_Among",32,"3505"
"3247","22","3_Within",32,"3506"
"3247","20","2_Switch",32,"3507"
"3247","24","1_Observed",32,"3508"
"3248","9","4_Among",14,"3509"
"3248","8","1_Observed",14,"3510"
"3248","9","3_Within",14,"3511"
"3248","10","2_Switch",14,"3512"
"3255","8","2_Switch",12,"3513"
"3255","8","3_Within",12,"3514"
"3255","7","4_Among",12,"3515"
"3255","10","1_Observed",12,"3516"
"3257","24","3_Within",36,"3517"
"3257","22","4_Among",36,"3518"
"3257","24","1_Observed",36,"3519"
"3257","26","2_Switch",36,"3520"
"3259","9","4_Among",12,"3521"
"3259","10","1_Observed",12,"3522"
"3259","12","2_Switch",12,"3523"
"3259","9","3_Within",12,"3524"
"3266","2","4_Among",2,"3525"
"3266","1","3_Within",2,"3526"
"3266","2","2_Switch",2,"3527"
"3266","2","1_Observed",2,"3528"
"3268","31","4_Among",54,"3529"
"3268","29","3_Within",54,"3530"
"3268","32","2_Switch",54,"3531"
"3268","32","1_Observed",54,"3532"
"3269","10","4_Among",18,"3533"
"3269","13","1_Observed",18,"3534"
"3269","10","3_Within",18,"3535"
"3269","9","2_Switch",18,"3536"
"3274","6","4_Among",10,"3537"
"3274","8","3_Within",10,"3538"
"3274","7","2_Switch",10,"3539"
"3274","9","1_Observed",10,"3540"
"3276","16","1_Observed",16,"3541"
"3276","13","3_Within",16,"3542"
"3276","12","4_Among",16,"3543"
"3276","16","2_Switch",16,"3544"
"3277","31","1_Observed",40,"3545"
"3277","24","4_Among",40,"3546"
"3277","27","2_Switch",40,"3547"
"3277","29","3_Within",40,"3548"
"3278","5","4_Among",10,"3549"
"3278","10","1_Observed",10,"3550"
"3278","8","2_Switch",10,"3551"
"3278","7","3_Within",10,"3552"
"3279","13","4_Among",22,"3553"
"3279","14","3_Within",22,"3554"
"3279","15","2_Switch",22,"3555"
"3279","17","1_Observed",22,"3556"
"3284","18","4_Among",22,"3557"
"3284","17","3_Within",22,"3558"
"3284","19","2_Switch",22,"3559"
"3284","15","1_Observed",22,"3560"
"3287","12","4_Among",20,"3561"
"3287","14","1_Observed",20,"3562"
"3287","12","3_Within",20,"3563"
"3287","10","2_Switch",20,"3564"
"3289","28","2_Switch",34,"3565"
"3289","25","3_Within",34,"3566"
"3289","22","4_Among",34,"3567"
"3289","30","1_Observed",34,"3568"
"329","7","3_Within",12,"3569"
"329","7","4_Among",12,"3570"
"329","8","1_Observed",12,"3571"
"329","8","2_Switch",12,"3572"
"3291","21","3_Within",36,"3573"
"3291","20","4_Among",36,"3574"
"3291","24","1_Observed",36,"3575"
"3291","22","2_Switch",36,"3576"
"3292","14","4_Among",22,"3577"
"3292","19","1_Observed",22,"3578"
"3292","19","2_Switch",22,"3579"
"3292","17","3_Within",22,"3580"
"3293","12","4_Among",20,"3581"
"3293","14","3_Within",20,"3582"
"3293","11","2_Switch",20,"3583"
"3293","11","1_Observed",20,"3584"
"3295","11","4_Among",16,"3585"
"3295","8","3_Within",16,"3586"
"3295","13","2_Switch",16,"3587"
"3295","13","1_Observed",16,"3588"
"3296","12","4_Among",21,"3589"
"3296","18","1_Observed",21,"3590"
"3296","13","3_Within",21,"3591"
"3296","14","2_Switch",21,"3592"
"3297","16","4_Among",30,"3593"
"3297","20","3_Within",30,"3594"
"3297","23","2_Switch",30,"3595"
"3297","25","1_Observed",30,"3596"
"330","6","4_Among",8,"3597"
"330","7","3_Within",8,"3598"
"330","7","2_Switch",8,"3599"
"330","7","1_Observed",8,"3600"
"3303","28","1_Observed",44,"3601"
"3303","26","3_Within",44,"3602"
"3303","20","4_Among",44,"3603"
"3303","28","2_Switch",44,"3604"
"3304","18","1_Observed",20,"3605"
"3304","13","4_Among",20,"3606"
"3304","18","2_Switch",20,"3607"
"3304","15","3_Within",20,"3608"
"3307","12","4_Among",20,"3609"
"3307","17","1_Observed",20,"3610"
"3307","17","2_Switch",20,"3611"
"3307","12","3_Within",20,"3612"
"3310","13","4_Among",16,"3613"
"3310","13","3_Within",16,"3614"
"3310","16","2_Switch",16,"3615"
"3310","16","1_Observed",16,"3616"
"3311","8","1_Observed",8,"3617"
"3311","6","4_Among",8,"3618"
"3311","8","3_Within",8,"3619"
"3311","6","2_Switch",8,"3620"
"3313","18","2_Switch",27,"3621"
"3313","18","1_Observed",27,"3622"
"3313","18","3_Within",27,"3623"
"3313","14","4_Among",27,"3624"
"3314","22","1_Observed",28,"3625"
"3314","24","2_Switch",28,"3626"
"3314","22","3_Within",28,"3627"
"3314","17","4_Among",28,"3628"
"3315","17","2_Switch",26,"3629"
"3315","17","3_Within",26,"3630"
"3315","19","4_Among",26,"3631"
"3315","15","1_Observed",26,"3632"
"3316","12","1_Observed",14,"3633"
"3316","11","3_Within",14,"3634"
"3316","12","2_Switch",14,"3635"
"3316","10","4_Among",14,"3636"
"3320","27","3_Within",36,"3637"
"3320","23","2_Switch",36,"3638"
"3320","25","1_Observed",36,"3639"
"3320","23","4_Among",36,"3640"
"3321","27","1_Observed",28,"3641"
"3321","23","3_Within",28,"3642"
"3321","15","4_Among",28,"3643"
"3321","23","2_Switch",28,"3644"
"3325","16","1_Observed",20,"3645"
"3325","14","2_Switch",20,"3646"
"3325","12","3_Within",20,"3647"
"3325","11","4_Among",20,"3648"
"333","26","4_Among",48,"3649"
"333","31","2_Switch",48,"3650"
"333","31","3_Within",48,"3651"
"333","39","1_Observed",48,"3652"
"334","5","3_Within",10,"3653"
"334","4","4_Among",10,"3654"
"334","7","1_Observed",10,"3655"
"334","5","2_Switch",10,"3656"
"3349","7","4_Among",12,"3657"
"3349","6","1_Observed",12,"3658"
"3349","6","3_Within",12,"3659"
"3349","6","2_Switch",12,"3660"
"3355","10","4_Among",14,"3661"
"3355","14","1_Observed",14,"3662"
"3355","12","3_Within",14,"3663"
"3355","14","2_Switch",14,"3664"
"3356","3","4_Among",4,"3665"
"3356","4","1_Observed",4,"3666"
"3356","3","3_Within",4,"3667"
"3356","4","2_Switch",4,"3668"
"3358","10","4_Among",18,"3669"
"3358","10","1_Observed",18,"3670"
"3358","10","2_Switch",18,"3671"
"3358","10","3_Within",18,"3672"
"3359","19","4_Among",28,"3673"
"3359","23","2_Switch",28,"3674"
"3359","21","3_Within",28,"3675"
"3359","25","1_Observed",28,"3676"
"3360","11","4_Among",16,"3677"
"3360","12","3_Within",16,"3678"
"3360","15","2_Switch",16,"3679"
"3360","15","1_Observed",16,"3680"
"3361","14","2_Switch",20,"3681"
"3361","15","3_Within",20,"3682"
"3361","14","4_Among",20,"3683"
"3361","16","1_Observed",20,"3684"
"3362","7","3_Within",8,"3685"
"3362","6","4_Among",8,"3686"
"3362","6","1_Observed",8,"3687"
"3362","6","2_Switch",8,"3688"
"3364","19","3_Within",28,"3689"
"3364","21","2_Switch",28,"3690"
"3364","18","4_Among",28,"3691"
"3364","25","1_Observed",28,"3692"
"338","7","3_Within",8,"3693"
"338","8","1_Observed",8,"3694"
"338","7","4_Among",8,"3695"
"338","8","2_Switch",8,"3696"
"344","11","3_Within",18,"3697"
"344","11","4_Among",18,"3698"
"344","15","1_Observed",18,"3699"
"344","15","2_Switch",18,"3700"
"3444","13","1_Observed",16,"3701"
"3444","13","3_Within",16,"3702"
"3444","15","2_Switch",16,"3703"
"3444","10","4_Among",16,"3704"
"3445","2","4_Among",3,"3705"
"3445","2","1_Observed",3,"3706"
"3445","1","3_Within",3,"3707"
"3445","2","2_Switch",3,"3708"
"3446","12","4_Among",21,"3709"
"3446","9","2_Switch",21,"3710"
"3446","9","1_Observed",21,"3711"
"3446","10","3_Within",21,"3712"
"3447","10","4_Among",16,"3713"
"3447","7","3_Within",16,"3714"
"3447","9","2_Switch",16,"3715"
"3447","11","1_Observed",16,"3716"
"3448","4","2_Switch",6,"3717"
"3448","4","4_Among",6,"3718"
"3448","3","3_Within",6,"3719"
"3448","6","1_Observed",6,"3720"
"3449","9","3_Within",12,"3721"
"3449","9","2_Switch",12,"3722"
"3449","9","4_Among",12,"3723"
"3449","9","1_Observed",12,"3724"
"345","13","4_Among",24,"3725"
"345","14","2_Switch",24,"3726"
"345","12","3_Within",24,"3727"
"345","10","1_Observed",24,"3728"
"3451","28","1_Observed",40,"3729"
"3451","22","3_Within",40,"3730"
"3451","21","4_Among",40,"3731"
"3451","26","2_Switch",40,"3732"
"3452","11","4_Among",19,"3733"
"3452","14","1_Observed",19,"3734"
"3452","12","2_Switch",19,"3735"
"3452","12","3_Within",19,"3736"
"3454","14","4_Among",18,"3737"
"3454","13","2_Switch",18,"3738"
"3454","13","3_Within",18,"3739"
"3454","15","1_Observed",18,"3740"
"3455","11","4_Among",16,"3741"
"3455","11","3_Within",16,"3742"
"3455","12","2_Switch",16,"3743"
"3455","12","1_Observed",16,"3744"
"3456","14","2_Switch",14,"3745"
"3456","14","3_Within",14,"3746"
"3456","11","4_Among",14,"3747"
"3456","14","1_Observed",14,"3748"
"3457","4","3_Within",10,"3749"
"3457","5","4_Among",10,"3750"
"3457","8","1_Observed",10,"3751"
"3457","8","2_Switch",10,"3752"
"3458","10","3_Within",14,"3753"
"3458","10","2_Switch",14,"3754"
"3458","9","4_Among",14,"3755"
"3458","10","1_Observed",14,"3756"
"3459","39","1_Observed",50,"3757"
"3459","37","3_Within",50,"3758"
"3459","31","2_Switch",50,"3759"
"3459","30","4_Among",50,"3760"
"346","7","4_Among",22,"3761"
"346","8","3_Within",22,"3762"
"346","6","2_Switch",22,"3763"
"346","10","1_Observed",22,"3764"
"3460","7","4_Among",8,"3765"
"3460","8","1_Observed",8,"3766"
"3460","8","3_Within",8,"3767"
"3460","8","2_Switch",8,"3768"
"3461","20","4_Among",34,"3769"
"3461","22","2_Switch",34,"3770"
"3461","18","1_Observed",34,"3771"
"3461","17","3_Within",34,"3772"
"3462","16","4_Among",28,"3773"
"3462","12","3_Within",28,"3774"
"3462","17","2_Switch",28,"3775"
"3462","19","1_Observed",28,"3776"
"3463","7","2_Switch",10,"3777"
"3463","6","4_Among",10,"3778"
"3463","6","3_Within",10,"3779"
"3463","9","1_Observed",10,"3780"
"3464","19","3_Within",28,"3781"
"3464","21","2_Switch",28,"3782"
"3464","17","4_Among",28,"3783"
"3464","23","1_Observed",28,"3784"
"3466","12","1_Observed",14,"3785"
"3466","12","3_Within",14,"3786"
"3466","11","4_Among",14,"3787"
"3466","12","2_Switch",14,"3788"
"3467","9","4_Among",12,"3789"
"3467","7","1_Observed",12,"3790"
"3467","7","2_Switch",12,"3791"
"3467","6","3_Within",12,"3792"
"3477","15","4_Among",28,"3793"
"3477","18","2_Switch",28,"3794"
"3477","17","3_Within",28,"3795"
"3477","22","1_Observed",28,"3796"
"3478","7","4_Among",12,"3797"
"3478","8","3_Within",12,"3798"
"3478","9","2_Switch",12,"3799"
"3478","9","1_Observed",12,"3800"
"3479","11","2_Switch",14,"3801"
"3479","10","3_Within",14,"3802"
"3479","10","4_Among",14,"3803"
"3479","11","1_Observed",14,"3804"
"348","14","3_Within",28,"3805"
"348","17","4_Among",28,"3806"
"348","21","1_Observed",28,"3807"
"348","19","2_Switch",28,"3808"
"3483","11","3_Within",14,"3809"
"3483","12","2_Switch",14,"3810"
"3483","12","1_Observed",14,"3811"
"3483","10","4_Among",14,"3812"
"3487","9","3_Within",18,"3813"
"3487","12","4_Among",18,"3814"
"3487","11","1_Observed",18,"3815"
"3487","11","2_Switch",18,"3816"
"3491","9","4_Among",14,"3817"
"3491","12","2_Switch",14,"3818"
"3491","11","3_Within",14,"3819"
"3491","12","1_Observed",14,"3820"
"3493","8","2_Switch",10,"3821"
"3493","8","1_Observed",10,"3822"
"3493","8","3_Within",10,"3823"
"3493","6","4_Among",10,"3824"
"3496","10","3_Within",18,"3825"
"3496","11","1_Observed",18,"3826"
"3496","11","2_Switch",18,"3827"
"3496","13","4_Among",18,"3828"
"3499","15","3_Within",18,"3829"
"3499","14","1_Observed",18,"3830"
"3499","14","2_Switch",18,"3831"
"3499","13","4_Among",18,"3832"
"3500","8","1_Observed",10,"3833"
"3500","8","2_Switch",10,"3834"
"3500","5","3_Within",10,"3835"
"3500","6","4_Among",10,"3836"
"3501","15","2_Switch",24,"3837"
"3501","14","4_Among",24,"3838"
"3501","15","1_Observed",24,"3839"
"3501","17","3_Within",24,"3840"
"3502","13","4_Among",22,"3841"
"3502","17","3_Within",22,"3842"
"3502","18","2_Switch",22,"3843"
"3502","18","1_Observed",22,"3844"
"3507","10","4_Among",16,"3845"
"3507","7","3_Within",16,"3846"
"3507","10","1_Observed",16,"3847"
"3507","10","2_Switch",16,"3848"
"3509","22","4_Among",40,"3849"
"3509","21","3_Within",40,"3850"
"3509","22","1_Observed",40,"3851"
"3509","22","2_Switch",40,"3852"
"3519","18","3_Within",26,"3853"
"3519","17","4_Among",26,"3854"
"3519","21","1_Observed",26,"3855"
"3519","17","2_Switch",26,"3856"
"3523","31","3_Within",38,"3857"
"3523","24","4_Among",38,"3858"
"3523","31","1_Observed",38,"3859"
"3523","29","2_Switch",38,"3860"
"3529","8","4_Among",16,"3861"
"3529","8","3_Within",16,"3862"
"3529","9","2_Switch",16,"3863"
"3529","9","1_Observed",16,"3864"
"3531","9","4_Among",18,"3865"
"3531","7","2_Switch",18,"3866"
"3531","8","3_Within",18,"3867"
"3531","11","1_Observed",18,"3868"
"3532","34","3_Within",52,"3869"
"3532","27","4_Among",52,"3870"
"3532","44","1_Observed",52,"3871"
"3532","38","2_Switch",52,"3872"
"3534","10","3_Within",16,"3873"
"3534","11","1_Observed",16,"3874"
"3534","11","4_Among",16,"3875"
"3534","9","2_Switch",16,"3876"
"3539","15","3_Within",24,"3877"
"3539","16","4_Among",24,"3878"
"3539","17","1_Observed",24,"3879"
"3539","15","2_Switch",24,"3880"
"3540","13","4_Among",20,"3881"
"3540","13","2_Switch",20,"3882"
"3540","14","3_Within",20,"3883"
"3540","15","1_Observed",20,"3884"
"3543","10","4_Among",16,"3885"
"3543","10","3_Within",16,"3886"
"3543","15","2_Switch",16,"3887"
"3543","13","1_Observed",16,"3888"
"355","19","3_Within",24,"3889"
"355","18","4_Among",24,"3890"
"355","20","1_Observed",24,"3891"
"355","20","2_Switch",24,"3892"
"3552","29","3_Within",46,"3893"
"3552","24","4_Among",46,"3894"
"3552","29","1_Observed",46,"3895"
"3552","25","2_Switch",46,"3896"
"3558","21","3_Within",28,"3897"
"3558","15","4_Among",28,"3898"
"3558","21","1_Observed",28,"3899"
"3558","17","2_Switch",28,"3900"
"356","9","4_Among",16,"3901"
"356","15","2_Switch",16,"3902"
"356","12","3_Within",16,"3903"
"356","15","1_Observed",16,"3904"
"3563","8","4_Among",10,"3905"
"3563","9","2_Switch",10,"3906"
"3563","8","3_Within",10,"3907"
"3563","9","1_Observed",10,"3908"
"3565","15","4_Among",24,"3909"
"3565","14","2_Switch",24,"3910"
"3565","14","3_Within",24,"3911"
"3565","16","1_Observed",24,"3912"
"3571","0","3_Within",2,"3913"
"3571","1","4_Among",2,"3914"
"3571","1","1_Observed",2,"3915"
"3571","1","2_Switch",2,"3916"
"3572","12","3_Within",14,"3917"
"3572","11","4_Among",14,"3918"
"3572","12","1_Observed",14,"3919"
"3572","12","2_Switch",14,"3920"
"3573","12","4_Among",18,"3921"
"3573","13","3_Within",18,"3922"
"3573","12","2_Switch",18,"3923"
"3573","14","1_Observed",18,"3924"
"3574","16","4_Among",28,"3925"
"3574","18","2_Switch",28,"3926"
"3574","16","3_Within",28,"3927"
"3574","20","1_Observed",28,"3928"
"3575","9","3_Within",12,"3929"
"3575","8","4_Among",12,"3930"
"3575","9","1_Observed",12,"3931"
"3575","11","2_Switch",12,"3932"
"3578","12","3_Within",14,"3933"
"3578","14","1_Observed",14,"3934"
"3578","10","4_Among",14,"3935"
"3578","14","2_Switch",14,"3936"
"3579","27","3_Within",40,"3937"
"3579","23","4_Among",40,"3938"
"3579","28","1_Observed",40,"3939"
"3579","28","2_Switch",40,"3940"
"358","10","4_Among",16,"3941"
"358","12","2_Switch",16,"3942"
"358","12","3_Within",16,"3943"
"358","12","1_Observed",16,"3944"
"3589","11","4_Among",21,"3945"
"3589","10","2_Switch",21,"3946"
"3589","9","3_Within",21,"3947"
"3589","10","1_Observed",21,"3948"
"359","11","3_Within",20,"3949"
"359","12","4_Among",20,"3950"
"359","14","1_Observed",20,"3951"
"359","12","2_Switch",20,"3952"
"3590","13","4_Among",18,"3953"
"3590","13","3_Within",18,"3954"
"3590","15","2_Switch",18,"3955"
"3590","15","1_Observed",18,"3956"
"3595","2","3_Within",2,"3957"
"3595","2","4_Among",2,"3958"
"3595","2","1_Observed",2,"3959"
"3595","2","2_Switch",2,"3960"
"3599","10","3_Within",15,"3961"
"3599","9","4_Among",15,"3962"
"3599","14","1_Observed",15,"3963"
"3599","10","2_Switch",15,"3964"
"36","7","3_Within",12,"3965"
"36","8","2_Switch",12,"3966"
"36","10","1_Observed",12,"3967"
"36","9","4_Among",12,"3968"
"360","4","3_Within",4,"3969"
"360","2","4_Among",4,"3970"
"360","2","1_Observed",4,"3971"
"360","2","2_Switch",4,"3972"
"3600","23","4_Among",40,"3973"
"3600","25","2_Switch",40,"3974"
"3600","22","3_Within",40,"3975"
"3600","25","1_Observed",40,"3976"
"3601","3","4_Among",6,"3977"
"3601","6","2_Switch",6,"3978"
"3601","4","3_Within",6,"3979"
"3601","4","1_Observed",6,"3980"
"3604","24","3_Within",28,"3981"
"3604","20","4_Among",28,"3982"
"3604","25","1_Observed",28,"3983"
"3604","23","2_Switch",28,"3984"
"3605","34","3_Within",52,"3985"
"3605","30","4_Among",52,"3986"
"3605","36","1_Observed",52,"3987"
"3605","34","2_Switch",52,"3988"
"3606","20","3_Within",30,"3989"
"3606","27","1_Observed",30,"3990"
"3606","21","2_Switch",30,"3991"
"3606","17","4_Among",30,"3992"
"361","12","4_Among",20,"3993"
"361","13","3_Within",20,"3994"
"361","14","2_Switch",20,"3995"
"361","14","1_Observed",20,"3996"
"3610","5","3_Within",8,"3997"
"3610","6","2_Switch",8,"3998"
"3610","6","1_Observed",8,"3999"
"3610","5","4_Among",8,"4000"
"3612","10","4_Among",18,"4001"
"3612","11","2_Switch",18,"4002"
"3612","11","3_Within",18,"4003"
"3612","11","1_Observed",18,"4004"
"3613","22","3_Within",44,"4005"
"3613","18","2_Switch",44,"4006"
"3613","23","4_Among",44,"4007"
"3613","22","1_Observed",44,"4008"
"3614","21","2_Switch",44,"4009"
"3614","23","4_Among",44,"4010"
"3614","22","3_Within",44,"4011"
"3614","29","1_Observed",44,"4012"
"3616","2","4_Among",4,"4013"
"3616","4","1_Observed",4,"4014"
"3616","4","2_Switch",4,"4015"
"3616","4","3_Within",4,"4016"
"3617","24","3_Within",38,"4017"
"3617","25","1_Observed",38,"4018"
"3617","23","2_Switch",38,"4019"
"3617","22","4_Among",38,"4020"
"3618","9","2_Switch",16,"4021"
"3618","9","3_Within",16,"4022"
"3618","13","1_Observed",16,"4023"
"3618","9","4_Among",16,"4024"
"362","3","4_Among",4,"4025"
"362","3","2_Switch",4,"4026"
"362","2","3_Within",4,"4027"
"362","3","1_Observed",4,"4028"
"3627","14","1_Observed",14,"4029"
"3627","12","3_Within",14,"4030"
"3627","9","4_Among",14,"4031"
"3627","12","2_Switch",14,"4032"
"3628","18","4_Among",32,"4033"
"3628","21","3_Within",32,"4034"
"3628","19","2_Switch",32,"4035"
"3628","23","1_Observed",32,"4036"
"363","2","3_Within",2,"4037"
"363","2","4_Among",2,"4038"
"363","2","1_Observed",2,"4039"
"363","2","2_Switch",2,"4040"
"3631","3","4_Among",6,"4041"
"3631","4","2_Switch",6,"4042"
"3631","5","3_Within",6,"4043"
"3631","6","1_Observed",6,"4044"
"3635","17","1_Observed",20,"4045"
"3635","13","4_Among",20,"4046"
"3635","14","3_Within",20,"4047"
"3635","15","2_Switch",20,"4048"
"3636","11","3_Within",18,"4049"
"3636","11","4_Among",18,"4050"
"3636","11","1_Observed",18,"4051"
"3636","9","2_Switch",18,"4052"
"3642","14","3_Within",23,"4053"
"3642","16","1_Observed",23,"4054"
"3642","12","4_Among",23,"4055"
"3642","16","2_Switch",23,"4056"
"3644","20","3_Within",42,"4057"
"3644","23","4_Among",42,"4058"
"3644","25","1_Observed",42,"4059"
"3644","21","2_Switch",42,"4060"
"3648","5","4_Among",6,"4061"
"3648","5","2_Switch",6,"4062"
"3648","4","3_Within",6,"4063"
"3648","5","1_Observed",6,"4064"
"3651","18","4_Among",24,"4065"
"3651","19","3_Within",24,"4066"
"3651","18","2_Switch",24,"4067"
"3651","24","1_Observed",24,"4068"
"3653","19","3_Within",24,"4069"
"3653","16","4_Among",24,"4070"
"3653","23","1_Observed",24,"4071"
"3653","23","2_Switch",24,"4072"
"3654","28","3_Within",34,"4073"
"3654","24","4_Among",34,"4074"
"3654","29","1_Observed",34,"4075"
"3654","29","2_Switch",34,"4076"
"3656","16","4_Among",22,"4077"
"3656","18","2_Switch",22,"4078"
"3656","15","3_Within",22,"4079"
"3656","18","1_Observed",22,"4080"
"3657","15","4_Among",20,"4081"
"3657","14","2_Switch",20,"4082"
"3657","11","3_Within",20,"4083"
"3657","16","1_Observed",20,"4084"
"3660","14","3_Within",20,"4085"
"3660","12","4_Among",20,"4086"
"3660","18","1_Observed",20,"4087"
"3660","16","2_Switch",20,"4088"
"3661","2","3_Within",2,"4089"
"3661","2","4_Among",2,"4090"
"3661","2","1_Observed",2,"4091"
"3661","2","2_Switch",2,"4092"
"3662","21","4_Among",38,"4093"
"3662","27","3_Within",38,"4094"
"3662","27","2_Switch",38,"4095"
"3662","29","1_Observed",38,"4096"
"3663","10","4_Among",20,"4097"
"3663","9","2_Switch",20,"4098"
"3663","11","3_Within",20,"4099"
"3663","11","1_Observed",20,"4100"
"3665","24","3_Within",46,"4101"
"3665","24","4_Among",46,"4102"
"3665","23","1_Observed",46,"4103"
"3665","27","2_Switch",46,"4104"
"3669","21","3_Within",32,"4105"
"3669","25","1_Observed",32,"4106"
"3669","18","4_Among",32,"4107"
"3669","23","2_Switch",32,"4108"
"367","11","3_Within",18,"4109"
"367","14","1_Observed",18,"4110"
"367","10","4_Among",18,"4111"
"367","14","2_Switch",18,"4112"
"3671","25","3_Within",32,"4113"
"3671","20","4_Among",32,"4114"
"3671","27","1_Observed",32,"4115"
"3671","27","2_Switch",32,"4116"
"3674","13","4_Among",20,"4117"
"3674","15","2_Switch",20,"4118"
"3674","14","3_Within",20,"4119"
"3674","19","1_Observed",20,"4120"
"3675","13","4_Among",24,"4121"
"3675","14","3_Within",24,"4122"
"3675","15","2_Switch",24,"4123"
"3675","17","1_Observed",24,"4124"
"368","31","3_Within",46,"4125"
"368","23","4_Among",46,"4126"
"368","29","1_Observed",46,"4127"
"368","31","2_Switch",46,"4128"
"3683","21","3_Within",36,"4129"
"3683","19","4_Among",36,"4130"
"3683","22","1_Observed",36,"4131"
"3683","22","2_Switch",36,"4132"
"3685","9","3_Within",14,"4133"
"3685","8","4_Among",14,"4134"
"3685","13","1_Observed",14,"4135"
"3685","9","2_Switch",14,"4136"
"3686","16","4_Among",30,"4137"
"3686","25","2_Switch",30,"4138"
"3686","21","3_Within",30,"4139"
"3686","21","1_Observed",30,"4140"
"3689","13","4_Among",18,"4141"
"3689","16","2_Switch",18,"4142"
"3689","15","3_Within",18,"4143"
"3689","16","1_Observed",18,"4144"
"369","11","3_Within",24,"4145"
"369","15","2_Switch",24,"4146"
"369","17","1_Observed",24,"4147"
"369","14","4_Among",24,"4148"
"3690","12","3_Within",20,"4149"
"3690","13","4_Among",20,"4150"
"3690","13","1_Observed",20,"4151"
"3690","13","2_Switch",20,"4152"
"3692","0","3_Within",1,"4153"
"3692","0","4_Among",1,"4154"
"3692","1","1_Observed",1,"4155"
"3692","1","2_Switch",1,"4156"
"3693","13","4_Among",20,"4157"
"3693","12","3_Within",20,"4158"
"3693","15","2_Switch",20,"4159"
"3693","15","1_Observed",20,"4160"
"3699","20","4_Among",34,"4161"
"3699","26","2_Switch",34,"4162"
"3699","22","3_Within",34,"4163"
"3699","26","1_Observed",34,"4164"
"3700","23","3_Within",30,"4165"
"3700","20","4_Among",30,"4166"
"3700","26","1_Observed",30,"4167"
"3700","24","2_Switch",30,"4168"
"3705","15","3_Within",26,"4169"
"3705","18","1_Observed",26,"4170"
"3705","15","4_Among",26,"4171"
"3705","18","2_Switch",26,"4172"
"3709","20","3_Within",40,"4173"
"3709","21","4_Among",40,"4174"
"3709","27","1_Observed",40,"4175"
"3709","25","2_Switch",40,"4176"
"3712","9","3_Within",12,"4177"
"3712","10","2_Switch",12,"4178"
"3712","10","1_Observed",12,"4179"
"3712","9","4_Among",12,"4180"
"3713","10","4_Among",17,"4181"
"3713","11","2_Switch",17,"4182"
"3713","11","3_Within",17,"4183"
"3713","13","1_Observed",17,"4184"
"3715","13","4_Among",18,"4185"
"3715","13","3_Within",18,"4186"
"3715","11","2_Switch",18,"4187"
"3715","13","1_Observed",18,"4188"
"3719","7","3_Within",8,"4189"
"3719","8","1_Observed",8,"4190"
"3719","8","2_Switch",8,"4191"
"3719","6","4_Among",8,"4192"
"372","6","4_Among",8,"4193"
"372","6","2_Switch",8,"4194"
"372","7","3_Within",8,"4195"
"372","8","1_Observed",8,"4196"
"3725","21","1_Observed",38,"4197"
