"DVDRef","NbAlternation","Type","NbAMax","LineID"
"2004","14","1_Observed",18,"1408"
"2005","6","2_Switch",6,"1409"
"2005","5","3_Within",6,"1410"
"2005","6","4_Among",6,"1411"
"2005","6","1_Observed",6,"1412"
"2012","14","3_Within",18,"1413"
"2012","11","4_Among",18,"1414"
"2012","14","1_Observed",18,"1415"
"2012","14","2_Switch",18,"1416"
"2014","13","4_Among",22,"1417"
"2014","16","1_Observed",22,"1418"
"2014","14","2_Switch",22,"1419"
"2014","13","3_Within",22,"1420"
"2015","16","3_Within",22,"1421"
"2015","17","2_Switch",22,"1422"
"2015","17","4_Among",22,"1423"
"2015","19","1_Observed",22,"1424"
"205","7","1_Observed",8,"1425"
"205","7","2_Switch",8,"1426"
"205","7","3_Within",8,"1427"
"205","6","4_Among",8,"1428"
"2078","12","4_Among",22,"1429"
"2078","11","3_Within",22,"1430"
"2078","12","2_Switch",22,"1431"
"2078","12","1_Observed",22,"1432"
"208","6","2_Switch",10,"1433"
"208","7","4_Among",10,"1434"
"208","6","1_Observed",10,"1435"
"208","4","3_Within",10,"1436"
"210","11","4_Among",16,"1437"
"210","12","3_Within",16,"1438"
"210","13","2_Switch",16,"1439"
"210","13","1_Observed",16,"1440"
"2106","17","4_Among",28,"1441"
"2106","20","3_Within",28,"1442"
"2106","23","2_Switch",28,"1443"
"2106","23","1_Observed",28,"1444"
"2107","9","2_Switch",10,"1445"
"2107","9","3_Within",10,"1446"
"2107","6","4_Among",10,"1447"
"2107","9","1_Observed",10,"1448"
"211","10","4_Among",14,"1449"
"211","12","3_Within",14,"1450"
"211","12","1_Observed",14,"1451"
"211","12","2_Switch",14,"1452"
"2111","10","2_Switch",10,"1453"
"2111","9","3_Within",10,"1454"
"2111","10","1_Observed",10,"1455"
"2111","9","4_Among",10,"1456"
"2113","5","3_Within",9,"1457"
"2113","8","1_Observed",9,"1458"
"2113","8","2_Switch",9,"1459"
"2113","6","4_Among",9,"1460"
"2114","8","4_Among",14,"1461"
"2114","10","3_Within",14,"1462"
"2114","12","2_Switch",14,"1463"
"2114","12","1_Observed",14,"1464"
"2119","7","4_Among",10,"1465"
"2119","9","3_Within",10,"1466"
"2119","10","2_Switch",10,"1467"
"2119","10","1_Observed",10,"1468"
"2122","11","4_Among",20,"1469"
"2122","16","2_Switch",20,"1470"
"2122","13","3_Within",20,"1471"
"2122","16","1_Observed",20,"1472"
"2128","13","1_Observed",14,"1473"
"2128","10","4_Among",14,"1474"
"2128","10","3_Within",14,"1475"
"2128","13","2_Switch",14,"1476"
"213","13","4_Among",22,"1477"
"213","17","3_Within",22,"1478"
"213","22","1_Observed",22,"1479"
"213","18","2_Switch",22,"1480"
"2134","11","4_Among",16,"1481"
"2134","14","1_Observed",16,"1482"
"2134","14","3_Within",16,"1483"
"2134","14","2_Switch",16,"1484"
"2140","9","1_Observed",12,"1485"
"2140","7","3_Within",12,"1486"
"2140","7","2_Switch",12,"1487"
"2140","7","4_Among",12,"1488"
"2155","16","1_Observed",16,"1489"
"2155","11","4_Among",16,"1490"
"2155","13","3_Within",16,"1491"
"2155","14","2_Switch",16,"1492"
"2167","14","3_Within",22,"1493"
"2167","18","2_Switch",22,"1494"
"2167","12","4_Among",22,"1495"
"2167","18","1_Observed",22,"1496"
"2173","12","4_Among",18,"1497"
"2173","11","3_Within",18,"1498"
"2173","12","2_Switch",18,"1499"
"2173","12","1_Observed",18,"1500"
"2183","12","4_Among",14,"1501"
"2183","14","3_Within",14,"1502"
"2183","12","2_Switch",14,"1503"
"2183","14","1_Observed",14,"1504"
"2185","21","1_Observed",26,"1505"
"2185","14","4_Among",26,"1506"
"2185","16","3_Within",26,"1507"
"2185","19","2_Switch",26,"1508"
"2187","17","2_Switch",20,"1509"
"2187","17","1_Observed",20,"1510"
"2187","12","4_Among",20,"1511"
"2187","17","3_Within",20,"1512"
"2188","19","3_Within",31,"1513"
"2188","23","2_Switch",31,"1514"
"2188","21","1_Observed",31,"1515"
"2188","17","4_Among",31,"1516"
"2191","16","4_Among",26,"1517"
"2191","14","3_Within",26,"1518"
"2191","14","2_Switch",26,"1519"
"2191","16","1_Observed",26,"1520"
"2192","20","1_Observed",26,"1521"
"2192","16","4_Among",26,"1522"
"2192","17","3_Within",26,"1523"
"2192","16","2_Switch",26,"1524"
"2194","19","3_Within",28,"1525"
"2194","17","2_Switch",28,"1526"
"2194","17","1_Observed",28,"1527"
"2194","18","4_Among",28,"1528"
"2196","20","4_Among",34,"1529"
"2196","19","3_Within",34,"1530"
"2196","24","2_Switch",34,"1531"
"2196","24","1_Observed",34,"1532"
"2199","23","1_Observed",30,"1533"
"2199","18","4_Among",30,"1534"
"2199","20","3_Within",30,"1535"
"2199","23","2_Switch",30,"1536"
"220","13","3_Within",20,"1537"
"220","12","4_Among",20,"1538"
"220","16","1_Observed",20,"1539"
"220","16","2_Switch",20,"1540"
"2201","14","2_Switch",18,"1541"
"2201","16","1_Observed",18,"1542"
"2201","11","4_Among",18,"1543"
"2201","14","3_Within",18,"1544"
"221","12","3_Within",14,"1545"
"221","12","4_Among",14,"1546"
"221","14","1_Observed",14,"1547"
"221","14","2_Switch",14,"1548"
"2230","12","4_Among",16,"1549"
"2230","9","3_Within",16,"1550"
"2230","10","2_Switch",16,"1551"
"2230","14","1_Observed",16,"1552"
"2231","10","1_Observed",20,"1553"
"2231","12","4_Among",20,"1554"
"2231","12","3_Within",20,"1555"
"2231","12","2_Switch",20,"1556"
"2236","26","2_Switch",38,"1557"
"2236","24","1_Observed",38,"1558"
"2236","21","4_Among",38,"1559"
"2236","25","3_Within",38,"1560"
"2239","21","3_Within",26,"1561"
"2239","19","2_Switch",26,"1562"
"2239","23","1_Observed",26,"1563"
"2239","14","4_Among",26,"1564"
"224","19","4_Among",30,"1565"
"224","24","3_Within",30,"1566"
"224","26","2_Switch",30,"1567"
"224","24","1_Observed",30,"1568"
"2240","10","4_Among",18,"1569"
"2240","14","3_Within",18,"1570"
"2240","16","2_Switch",18,"1571"
"2240","16","1_Observed",18,"1572"
"2241","28","2_Switch",34,"1573"
"2241","28","1_Observed",34,"1574"
"2241","22","4_Among",34,"1575"
"2241","25","3_Within",34,"1576"
"2242","30","3_Within",40,"1577"
"2242","32","2_Switch",40,"1578"
"2242","34","1_Observed",40,"1579"
"2242","22","4_Among",40,"1580"
"2244","18","4_Among",24,"1581"
"2244","19","3_Within",24,"1582"
"2244","24","2_Switch",24,"1583"
"2244","22","1_Observed",24,"1584"
"2248","13","1_Observed",16,"1585"
"2248","11","4_Among",16,"1586"
"2248","13","3_Within",16,"1587"
"2248","13","2_Switch",16,"1588"
"225","23","4_Among",46,"1589"
"225","31","2_Switch",46,"1590"
"225","27","3_Within",46,"1591"
"225","35","1_Observed",46,"1592"
"2250","24","3_Within",30,"1593"
"2250","22","2_Switch",30,"1594"
"2250","28","1_Observed",30,"1595"
"2250","20","4_Among",30,"1596"
"2253","34","4_Among",70,"1597"
"2253","38","3_Within",70,"1598"
"2253","53","2_Switch",70,"1599"
"2253","55","1_Observed",70,"1600"
"2254","28","1_Observed",32,"1601"
"2254","21","4_Among",32,"1602"
"2254","27","3_Within",32,"1603"
"2254","28","2_Switch",32,"1604"
"2257","17","2_Switch",24,"1605"
"2257","17","1_Observed",24,"1606"
"2257","13","4_Among",24,"1607"
"2257","17","3_Within",24,"1608"
"2258","24","4_Among",38,"1609"
"2258","27","3_Within",38,"1610"
"2258","26","2_Switch",38,"1611"
"2258","30","1_Observed",38,"1612"
"226","33","3_Within",40,"1613"
"226","25","4_Among",40,"1614"
"226","36","1_Observed",40,"1615"
"226","36","2_Switch",40,"1616"
"2260","28","1_Observed",34,"1617"
"2260","19","4_Among",34,"1618"
"2260","25","3_Within",34,"1619"
"2260","24","2_Switch",34,"1620"
"2261","23","2_Switch",32,"1621"
"2261","31","1_Observed",32,"1622"
"2261","23","4_Among",32,"1623"
"2261","24","3_Within",32,"1624"
"2268","23","3_Within",38,"1625"
"2268","28","2_Switch",38,"1626"
"2268","24","1_Observed",38,"1627"
"2268","20","4_Among",38,"1628"
"2269","17","4_Among",31,"1629"
"2269","23","3_Within",31,"1630"
"2269","21","2_Switch",31,"1631"
"2269","21","1_Observed",31,"1632"
"2270","32","2_Switch",46,"1633"
"2270","38","1_Observed",46,"1634"
"2270","24","4_Among",46,"1635"
"2270","27","3_Within",46,"1636"
"2271","32","3_Within",42,"1637"
"2271","35","2_Switch",42,"1638"
"2271","35","1_Observed",42,"1639"
"2271","27","4_Among",42,"1640"
"2273","16","4_Among",32,"1641"
"2273","15","3_Within",32,"1642"
"2273","18","2_Switch",32,"1643"
"2273","18","1_Observed",32,"1644"
"2275","30","1_Observed",34,"1645"
"2275","21","4_Among",34,"1646"
"2275","25","3_Within",34,"1647"
"2275","30","2_Switch",34,"1648"
"2276","16","4_Among",22,"1649"
"2276","12","1_Observed",22,"1650"
"2276","14","3_Within",22,"1651"
"2276","14","2_Switch",22,"1652"
"2279","18","3_Within",32,"1653"
"2279","20","4_Among",32,"1654"
"2279","25","1_Observed",32,"1655"
"2279","25","2_Switch",32,"1656"
"228","20","3_Within",26,"1657"
"228","24","1_Observed",26,"1658"
"228","16","4_Among",26,"1659"
"228","20","2_Switch",26,"1660"
"2281","5","4_Among",6,"1661"
"2281","6","3_Within",6,"1662"
"2281","6","2_Switch",6,"1663"
"2281","6","1_Observed",6,"1664"
"2282","16","1_Observed",22,"1665"
"2282","15","3_Within",22,"1666"
"2282","14","4_Among",22,"1667"
"2282","16","2_Switch",22,"1668"
"2284","24","4_Among",42,"1669"
"2284","25","3_Within",42,"1670"
"2284","25","2_Switch",42,"1671"
"2284","25","1_Observed",42,"1672"
"2288","10","4_Among",20,"1673"
"2288","10","3_Within",20,"1674"
"2288","11","2_Switch",20,"1675"
"2288","15","1_Observed",20,"1676"
"229","24","3_Within",32,"1677"
"229","19","4_Among",32,"1678"
"229","31","1_Observed",32,"1679"
"229","27","2_Switch",32,"1680"
"2290","15","3_Within",18,"1681"
"2290","15","1_Observed",18,"1682"
"2290","15","2_Switch",18,"1683"
"2290","13","4_Among",18,"1684"
"2292","17","4_Among",24,"1685"
"2292","15","3_Within",24,"1686"
"2292","17","2_Switch",24,"1687"
"2292","17","1_Observed",24,"1688"
"2294","18","3_Within",36,"1689"
"2294","21","4_Among",36,"1690"
"2294","22","1_Observed",36,"1691"
"2294","22","2_Switch",36,"1692"
"2296","15","3_Within",26,"1693"
"2296","18","2_Switch",26,"1694"
"2296","14","4_Among",26,"1695"
"2296","14","1_Observed",26,"1696"
"230","6","4_Among",11,"1697"
"230","7","2_Switch",11,"1698"
"230","6","3_Within",11,"1699"
"230","9","1_Observed",11,"1700"
"2302","15","3_Within",20,"1701"
"2302","14","2_Switch",20,"1702"
"2302","16","1_Observed",20,"1703"
"2302","13","4_Among",20,"1704"
"231","9","4_Among",12,"1705"
"231","10","3_Within",12,"1706"
"231","12","2_Switch",12,"1707"
"231","12","1_Observed",12,"1708"
"2310","4","4_Among",6,"1709"
"2310","4","3_Within",6,"1710"
"2310","5","2_Switch",6,"1711"
"2310","5","1_Observed",6,"1712"
"2313","6","1_Observed",8,"1713"
"2313","4","4_Among",8,"1714"
"2313","5","3_Within",8,"1715"
"2313","6","2_Switch",8,"1716"
"2316","8","2_Switch",19,"1717"
"2316","10","1_Observed",19,"1718"
"2316","11","4_Among",19,"1719"
"2316","10","3_Within",19,"1720"
"2317","5","4_Among",8,"1721"
"2317","6","3_Within",8,"1722"
"2317","7","2_Switch",8,"1723"
"2317","7","1_Observed",8,"1724"
"2318","19","1_Observed",26,"1725"
"2318","14","4_Among",26,"1726"
"2318","14","3_Within",26,"1727"
"2318","17","2_Switch",26,"1728"
"2322","12","2_Switch",26,"1729"
"2322","10","1_Observed",26,"1730"
"2322","16","4_Among",26,"1731"
"2322","13","3_Within",26,"1732"
"2325","18","3_Within",32,"1733"
"2325","25","2_Switch",32,"1734"
"2325","23","1_Observed",32,"1735"
"2325","17","4_Among",32,"1736"
"2326","9","4_Among",12,"1737"
"2326","9","3_Within",12,"1738"
"2326","9","2_Switch",12,"1739"
"2326","9","1_Observed",12,"1740"
"233","15","3_Within",24,"1741"
"233","13","4_Among",24,"1742"
"233","19","1_Observed",24,"1743"
"233","17","2_Switch",24,"1744"
"2330","10","2_Switch",16,"1745"
"2330","10","1_Observed",16,"1746"
"2330","11","4_Among",16,"1747"
"2330","10","3_Within",16,"1748"
"2332","12","3_Within",20,"1749"
"2332","15","2_Switch",20,"1750"
"2332","17","1_Observed",20,"1751"
"2332","12","4_Among",20,"1752"
"2334","13","4_Among",22,"1753"
"2334","13","3_Within",22,"1754"
"2334","11","2_Switch",22,"1755"
"2334","15","1_Observed",22,"1756"
"2335","34","1_Observed",62,"1757"
"2335","31","4_Among",62,"1758"
"2335","25","3_Within",62,"1759"
"2335","30","2_Switch",62,"1760"
"2337","22","3_Within",26,"1761"
"2337","24","2_Switch",26,"1762"
"2337","22","1_Observed",26,"1763"
"2337","23","4_Among",26,"1764"
"2339","17","4_Among",24,"1765"
"2339","18","3_Within",24,"1766"
"2339","17","2_Switch",24,"1767"
"2339","19","1_Observed",24,"1768"
"2345","1","1_Observed",2,"1769"
"2345","1","4_Among",2,"1770"
"2345","0","3_Within",2,"1771"
"2345","1","2_Switch",2,"1772"
"2346","25","2_Switch",32,"1773"
"2346","25","1_Observed",32,"1774"
"2346","21","4_Among",32,"1775"
"2346","20","3_Within",32,"1776"
"235","23","3_Within",32,"1777"
"235","21","4_Among",32,"1778"
"235","28","1_Observed",32,"1779"
"235","28","2_Switch",32,"1780"
"2351","16","4_Among",28,"1781"
"2351","19","3_Within",28,"1782"
"2351","22","2_Switch",28,"1783"
"2351","24","1_Observed",28,"1784"
"2352","29","1_Observed",30,"1785"
"2352","19","4_Among",30,"1786"
"2352","24","3_Within",30,"1787"
"2352","29","2_Switch",30,"1788"
"2353","19","2_Switch",30,"1789"
"2353","19","1_Observed",30,"1790"
"2353","18","4_Among",30,"1791"
"2353","21","3_Within",30,"1792"
"2354","17","3_Within",24,"1793"
"2354","22","2_Switch",24,"1794"
"2354","20","1_Observed",24,"1795"
"2354","16","4_Among",24,"1796"
"2356","15","4_Among",36,"1797"
"2356","20","3_Within",36,"1798"
"2356","22","2_Switch",36,"1799"
"2356","26","1_Observed",36,"1800"
"236","19","4_Among",32,"1801"
"236","23","2_Switch",32,"1802"
"236","21","3_Within",32,"1803"
"236","25","1_Observed",32,"1804"
"2361","27","2_Switch",42,"1805"
"2361","27","1_Observed",42,"1806"
"2361","23","4_Among",42,"1807"
"2361","29","3_Within",42,"1808"
"2362","12","3_Within",19,"1809"
"2362","12","2_Switch",19,"1810"
"2362","14","1_Observed",19,"1811"
"2362","10","4_Among",19,"1812"
"2363","28","4_Among",48,"1813"
"2363","31","3_Within",48,"1814"
"2363","29","2_Switch",48,"1815"
"2363","27","1_Observed",48,"1816"
"2364","18","1_Observed",22,"1817"
"2364","15","4_Among",22,"1818"
"2364","17","3_Within",22,"1819"
"2364","16","2_Switch",22,"1820"
"237","13","4_Among",18,"1821"
"237","16","2_Switch",18,"1822"
"237","15","3_Within",18,"1823"
"237","18","1_Observed",18,"1824"
"2370","11","3_Within",12,"1825"
"2370","11","2_Switch",12,"1826"
"2370","11","1_Observed",12,"1827"
"2370","10","4_Among",12,"1828"
"2375","20","4_Among",30,"1829"
"2375","26","3_Within",30,"1830"
"2375","25","2_Switch",30,"1831"
"2375","29","1_Observed",30,"1832"
"2376","17","1_Observed",24,"1833"
"2376","14","4_Among",24,"1834"
"2376","17","3_Within",24,"1835"
"2376","17","2_Switch",24,"1836"
"238","11","3_Within",16,"1837"
"238","11","4_Among",16,"1838"
"238","12","1_Observed",16,"1839"
"238","12","2_Switch",16,"1840"
"2382","5","2_Switch",6,"1841"
"2382","5","1_Observed",6,"1842"
"2382","4","4_Among",6,"1843"
"2382","5","3_Within",6,"1844"
"2383","1","3_Within",2,"1845"
"2383","2","2_Switch",2,"1846"
"2383","2","1_Observed",2,"1847"
"2383","2","4_Among",2,"1848"
"2384","9","4_Among",12,"1849"
"2384","11","3_Within",12,"1850"
"2384","11","2_Switch",12,"1851"
"2384","9","1_Observed",12,"1852"
"2388","12","1_Observed",14,"1853"
"2388","11","3_Within",14,"1854"
"2388","12","2_Switch",14,"1855"
"2388","9","4_Among",14,"1856"
"2389","8","3_Within",14,"1857"
"2389","9","2_Switch",14,"1858"
"2389","11","1_Observed",14,"1859"
"2389","8","4_Among",14,"1860"
"239","18","3_Within",22,"1861"
"239","15","4_Among",22,"1862"
"239","20","1_Observed",22,"1863"
"239","20","2_Switch",22,"1864"
"2391","23","3_Within",34,"1865"
"2391","20","4_Among",34,"1866"
"2391","27","1_Observed",34,"1867"
"2391","27","2_Switch",34,"1868"
"2392","22","2_Switch",26,"1869"
"2392","20","3_Within",26,"1870"
"2392","24","1_Observed",26,"1871"
"2392","18","4_Among",26,"1872"
"2393","13","2_Switch",18,"1873"
"2393","12","4_Among",18,"1874"
"2393","12","3_Within",18,"1875"
"2393","15","1_Observed",18,"1876"
"2394","25","3_Within",54,"1877"
"2394","22","2_Switch",54,"1878"
"2394","28","4_Among",54,"1879"
"2394","26","1_Observed",54,"1880"
"2396","12","4_Among",22,"1881"
"2396","15","3_Within",22,"1882"
"2396","13","2_Switch",22,"1883"
"2396","17","1_Observed",22,"1884"
"2398","22","4_Among",36,"1885"
"2398","24","2_Switch",36,"1886"
"2398","26","3_Within",36,"1887"
"2398","24","1_Observed",36,"1888"
"240","18","4_Among",38,"1889"
"240","24","3_Within",38,"1890"
"240","28","2_Switch",38,"1891"
"240","30","1_Observed",38,"1892"
"2401","24","4_Among",36,"1893"
"2401","24","3_Within",36,"1894"
"2401","24","2_Switch",36,"1895"
"2401","26","1_Observed",36,"1896"
"2402","16","1_Observed",18,"1897"
"2402","12","4_Among",18,"1898"
"2402","16","2_Switch",18,"1899"
"2402","13","3_Within",18,"1900"
"2403","14","1_Observed",14,"1901"
"2403","14","2_Switch",14,"1902"
"2403","12","4_Among",14,"1903"
"2403","13","3_Within",14,"1904"
"2408","18","2_Switch",30,"1905"
"2408","20","4_Among",30,"1906"
"2408","20","1_Observed",30,"1907"
"2408","19","3_Within",30,"1908"
"2409","24","4_Among",34,"1909"
"2409","24","3_Within",34,"1910"
"2409","25","2_Switch",34,"1911"
"2409","27","1_Observed",34,"1912"
"2410","25","1_Observed",30,"1913"
"2410","21","3_Within",30,"1914"
"2410","19","4_Among",30,"1915"
"2410","23","2_Switch",30,"1916"
"2415","33","2_Switch",58,"1917"
"2415","32","4_Among",58,"1918"
"2415","33","1_Observed",58,"1919"
"2415","28","3_Within",58,"1920"
"2420","23","4_Among",38,"1921"
"2420","24","3_Within",38,"1922"
"2420","24","2_Switch",38,"1923"
"2420","20","1_Observed",38,"1924"
"2424","16","1_Observed",20,"1925"
"2424","16","3_Within",20,"1926"
"2424","13","4_Among",20,"1927"
"2424","16","2_Switch",20,"1928"
"2425","11","2_Switch",22,"1929"
"2425","13","4_Among",22,"1930"
"2425","11","1_Observed",22,"1931"
"2425","15","3_Within",22,"1932"
"2441","20","4_Among",34,"1933"
"2441","25","3_Within",34,"1934"
"2441","20","2_Switch",34,"1935"
"2441","26","1_Observed",34,"1936"
"2442","17","1_Observed",20,"1937"
"2442","17","4_Among",20,"1938"
"2442","17","2_Switch",20,"1939"
"2442","19","3_Within",20,"1940"
"2444","32","1_Observed",62,"1941"
"2444","32","4_Among",62,"1942"
"2444","34","3_Within",62,"1943"
"2444","34","2_Switch",62,"1944"
"2446","13","4_Among",18,"1945"
"2446","16","3_Within",18,"1946"
"2446","18","2_Switch",18,"1947"
"2446","16","1_Observed",18,"1948"
"2448","34","1_Observed",70,"1949"
"2448","34","4_Among",70,"1950"
"2448","32","2_Switch",70,"1951"
"2448","29","3_Within",70,"1952"
"2449","22","1_Observed",24,"1953"
"2449","22","2_Switch",24,"1954"
"2449","19","4_Among",24,"1955"
"2449","19","3_Within",24,"1956"
"2450","7","2_Switch",8,"1957"
"2450","4","4_Among",8,"1958"
"2450","5","1_Observed",8,"1959"
"2450","6","3_Within",8,"1960"
"2452","5","4_Among",6,"1961"
"2452","6","3_Within",6,"1962"
"2452","6","2_Switch",6,"1963"
"2452","6","1_Observed",6,"1964"
"2453","28","1_Observed",36,"1965"
"2453","22","3_Within",36,"1966"
"2453","20","4_Among",36,"1967"
"2453","28","2_Switch",36,"1968"
"2455","34","2_Switch",50,"1969"
"2455","29","4_Among",50,"1970"
"2455","38","1_Observed",50,"1971"
"2455","34","3_Within",50,"1972"
"2456","23","4_Among",36,"1973"
"2456","24","3_Within",36,"1974"
"2456","25","2_Switch",36,"1975"
"2456","25","1_Observed",36,"1976"
"2457","4","1_Observed",4,"1977"
"2457","4","3_Within",4,"1978"
"2457","3","4_Among",4,"1979"
"2457","4","2_Switch",4,"1980"
"2459","18","2_Switch",28,"1981"
"2459","19","4_Among",28,"1982"
"2459","18","1_Observed",28,"1983"
"2459","20","3_Within",28,"1984"
"246","10","4_Among",18,"1985"
"246","14","2_Switch",18,"1986"
"246","11","3_Within",18,"1987"
"246","12","1_Observed",18,"1988"
"2461","8","4_Among",12,"1989"
"2461","9","3_Within",12,"1990"
"2461","10","2_Switch",12,"1991"
"2461","10","1_Observed",12,"1992"
"2465","19","1_Observed",28,"1993"
"2465","16","4_Among",28,"1994"
"2465","19","2_Switch",28,"1995"
"2465","17","3_Within",28,"1996"
"2467","2","1_Observed",4,"1997"
"2467","2","4_Among",4,"1998"
"2467","2","3_Within",4,"1999"
"2467","2","2_Switch",4,"2000"
"247","25","3_Within",34,"2001"
"247","19","4_Among",34,"2002"
"247","29","1_Observed",34,"2003"
"247","23","2_Switch",34,"2004"
"2470","22","4_Among",32,"2005"
"2470","24","3_Within",32,"2006"
"2470","26","2_Switch",32,"2007"
"2470","24","1_Observed",32,"2008"
"2473","18","1_Observed",28,"2009"
"2473","20","4_Among",28,"2010"
"2473","16","2_Switch",28,"2011"
"2473","18","3_Within",28,"2012"
"2475","2","1_Observed",2,"2013"
"2475","2","2_Switch",2,"2014"
"2475","2","4_Among",2,"2015"
"2475","2","3_Within",2,"2016"
"2476","22","2_Switch",26,"2017"
"2476","19","4_Among",26,"2018"
"2476","24","1_Observed",26,"2019"
"2476","21","3_Within",26,"2020"
"2480","19","4_Among",28,"2021"
"2480","17","3_Within",28,"2022"
"2480","23","2_Switch",28,"2023"
"2480","25","1_Observed",28,"2024"
"2481","27","4_Among",50,"2025"
"2481","28","3_Within",50,"2026"
"2481","31","2_Switch",50,"2027"
"2481","31","1_Observed",50,"2028"
"2482","19","4_Among",28,"2029"
"2482","24","1_Observed",28,"2030"
"2482","21","3_Within",28,"2031"
"2482","19","2_Switch",28,"2032"
"2484","16","3_Within",18,"2033"
"2484","17","2_Switch",18,"2034"
"2484","17","1_Observed",18,"2035"
"2484","14","4_Among",18,"2036"
"2485","6","3_Within",15,"2037"
"2485","8","4_Among",15,"2038"
"2485","6","2_Switch",15,"2039"
"2485","8","1_Observed",15,"2040"
"2489","26","1_Observed",32,"2041"
"2489","21","4_Among",32,"2042"
"2489","20","2_Switch",32,"2043"
"2489","20","3_Within",32,"2044"
"2490","12","1_Observed",14,"2045"
"2490","9","3_Within",14,"2046"
"2490","10","2_Switch",14,"2047"
"2490","8","4_Among",14,"2048"
"2491","16","4_Among",28,"2049"
"2491","16","3_Within",28,"2050"
"2491","17","2_Switch",28,"2051"
"2491","19","1_Observed",28,"2052"
"2492","18","4_Among",30,"2053"
"2492","19","1_Observed",30,"2054"
"2492","19","2_Switch",30,"2055"
"2492","20","3_Within",30,"2056"
"2494","13","4_Among",18,"2057"
"2494","15","2_Switch",18,"2058"
"2494","12","3_Within",18,"2059"
"2494","17","1_Observed",18,"2060"
"2495","9","4_Among",12,"2061"
"2495","11","1_Observed",12,"2062"
"2495","10","3_Within",12,"2063"
"2495","11","2_Switch",12,"2064"
"2499","14","1_Observed",20,"2065"
"2499","18","2_Switch",20,"2066"
"2499","16","4_Among",20,"2067"
"2499","14","3_Within",20,"2068"
"250","16","3_Within",22,"2069"
"250","19","1_Observed",22,"2070"
"250","14","4_Among",22,"2071"
"250","17","2_Switch",22,"2072"
"2500","16","2_Switch",16,"2073"
"2500","11","4_Among",16,"2074"
"2500","16","1_Observed",16,"2075"
"2500","13","3_Within",16,"2076"
"2501","18","2_Switch",26,"2077"
"2501","20","1_Observed",26,"2078"
"2501","15","4_Among",26,"2079"
"2501","16","3_Within",26,"2080"
"2504","13","4_Among",22,"2081"
"2504","16","2_Switch",22,"2082"
"2504","16","3_Within",22,"2083"
"2504","18","1_Observed",22,"2084"
"2505","21","4_Among",36,"2085"
"2505","29","2_Switch",36,"2086"
"2505","28","3_Within",36,"2087"
"2505","29","1_Observed",36,"2088"
"2507","12","4_Among",18,"2089"
"2507","14","2_Switch",18,"2090"
"2507","12","3_Within",18,"2091"
"2507","16","1_Observed",18,"2092"
"2508","13","4_Among",24,"2093"
"2508","14","2_Switch",24,"2094"
"2508","11","3_Within",24,"2095"
"2508","18","1_Observed",24,"2096"
"2509","12","4_Among",18,"2097"
"2509","14","2_Switch",18,"2098"
"2509","9","3_Within",18,"2099"
"2509","12","1_Observed",18,"2100"
"2510","5","4_Among",9,"2101"
"2510","6","2_Switch",9,"2102"
"2510","6","3_Within",9,"2103"
"2510","8","1_Observed",9,"2104"
"2511","31","4_Among",54,"2105"
"2511","35","2_Switch",54,"2106"
"2511","37","3_Within",54,"2107"
"2511","37","1_Observed",54,"2108"
"2512","18","2_Switch",22,"2109"
"2512","22","1_Observed",22,"2110"
"2512","14","4_Among",22,"2111"
"2512","18","3_Within",22,"2112"
"2514","26","2_Switch",36,"2113"
"2514","25","4_Among",36,"2114"
"2514","28","1_Observed",36,"2115"
"2514","24","3_Within",36,"2116"
"2515","17","4_Among",26,"2117"
"2515","22","2_Switch",26,"2118"
"2515","21","3_Within",26,"2119"
"2515","22","1_Observed",26,"2120"
"2516","16","4_Among",24,"2121"
"2516","16","2_Switch",24,"2122"
"2516","16","3_Within",24,"2123"
"2516","16","1_Observed",24,"2124"
"252","9","3_Within",10,"2125"
"252","7","4_Among",10,"2126"
"252","8","1_Observed",10,"2127"
"252","8","2_Switch",10,"2128"
"2520","11","2_Switch",12,"2129"
"2520","9","4_Among",12,"2130"
"2520","11","1_Observed",12,"2131"
"2520","11","3_Within",12,"2132"
"2521","18","2_Switch",20,"2133"
"2521","20","1_Observed",20,"2134"
"2521","14","4_Among",20,"2135"
"2521","18","3_Within",20,"2136"
"2522","17","4_Among",30,"2137"
"2522","16","2_Switch",30,"2138"
"2522","9","3_Within",30,"2139"
"2522","14","1_Observed",30,"2140"
"2523","16","4_Among",20,"2141"
"2523","18","2_Switch",20,"2142"
"2523","16","3_Within",20,"2143"
"2523","20","1_Observed",20,"2144"
"2524","8","4_Among",13,"2145"
"2524","11","2_Switch",13,"2146"
"2524","8","3_Within",13,"2147"
"2524","9","1_Observed",13,"2148"
"2525","9","4_Among",14,"2149"
"2525","12","2_Switch",14,"2150"
"2525","10","3_Within",14,"2151"
"2525","12","1_Observed",14,"2152"
"2526","20","4_Among",34,"2153"
"2526","21","2_Switch",34,"2154"
"2526","20","3_Within",34,"2155"
"2526","29","1_Observed",34,"2156"
"2527","22","4_Among",36,"2157"
"2527","31","2_Switch",36,"2158"
"2527","26","3_Within",36,"2159"
"2527","27","1_Observed",36,"2160"
"2528","1","4_Among",2,"2161"
"2528","2","2_Switch",2,"2162"
"2528","2","3_Within",2,"2163"
"2528","2","1_Observed",2,"2164"
"2529","16","2_Switch",22,"2165"
"2529","18","1_Observed",22,"2166"
"2529","15","4_Among",22,"2167"
