"DVDRef","NbS","Type","NbAMax","LineID"
"247",2,"1_Observed",34,"1502"
"247",4,"3_Within",34,"1503"
"2470",7,"1_Observed",32,"1504"
"2470",8,"3_Within",32,"1505"
"2470",7,"4_Among",32,"1506"
"2473",5,"3_Within",28,"1507"
"2473",7,"1_Observed",28,"1508"
"2473",6,"4_Among",28,"1509"
"2475",0,"4_Among",2,"1510"
"2475",0,"3_Within",2,"1511"
"2475",1,"1_Observed",2,"1512"
"2476",3,"1_Observed",26,"1513"
"2476",5,"4_Among",26,"1514"
"2476",6,"3_Within",26,"1515"
"2480",10,"1_Observed",28,"1516"
"2480",6,"3_Within",28,"1517"
"2480",4,"4_Among",28,"1518"
"2481",7,"3_Within",50,"1519"
"2481",7,"1_Observed",50,"1520"
"2481",6,"4_Among",50,"1521"
"2482",4,"4_Among",28,"1522"
"2482",5,"3_Within",28,"1523"
"2482",6,"1_Observed",28,"1524"
"2484",1,"1_Observed",18,"1525"
"2484",1,"4_Among",18,"1526"
"2484",2,"3_Within",18,"1527"
"2485",1,"4_Among",15,"1528"
"2485",0,"3_Within",15,"1529"
"2485",0,"1_Observed",15,"1530"
"2489",7,"1_Observed",32,"1531"
"2489",4,"3_Within",32,"1532"
"2489",5,"4_Among",32,"1533"
"2490",0,"1_Observed",14,"1534"
"2490",0,"3_Within",14,"1535"
"2490",0,"4_Among",14,"1536"
"2491",4,"1_Observed",28,"1537"
"2491",2,"3_Within",28,"1538"
"2491",1,"4_Among",28,"1539"
"2492",4,"3_Within",30,"1540"
"2492",5,"1_Observed",30,"1541"
"2492",4,"4_Among",30,"1542"
"2494",2,"4_Among",18,"1543"
"2494",3,"3_Within",18,"1544"
"2494",5,"1_Observed",18,"1545"
"2495",0,"3_Within",12,"1546"
"2495",1,"4_Among",12,"1547"
"2495",2,"1_Observed",12,"1548"
"2499",3,"3_Within",20,"1549"
"2499",4,"4_Among",20,"1550"
"2499",6,"1_Observed",20,"1551"
"250",2,"3_Within",22,"1552"
"250",2,"4_Among",22,"1553"
"250",4,"1_Observed",22,"1554"
"2500",0,"4_Among",16,"1555"
"2500",0,"3_Within",16,"1556"
"2500",0,"1_Observed",16,"1557"
"2501",2,"4_Among",26,"1558"
"2501",2,"3_Within",26,"1559"
"2501",3,"1_Observed",26,"1560"
"2504",1,"3_Within",22,"1561"
"2504",0,"4_Among",22,"1562"
"2504",1,"1_Observed",22,"1563"
"2505",5,"3_Within",36,"1564"
"2505",5,"4_Among",36,"1565"
"2505",7,"1_Observed",36,"1566"
"2507",1,"4_Among",18,"1567"
"2507",1,"3_Within",18,"1568"
"2507",0,"1_Observed",18,"1569"
"2508",0,"4_Among",24,"1570"
"2508",2,"3_Within",24,"1571"
"2508",1,"1_Observed",24,"1572"
"2509",0,"4_Among",18,"1573"
"2509",1,"3_Within",18,"1574"
"2509",3,"1_Observed",18,"1575"
"2510",0,"1_Observed",9,"1576"
"2510",0,"4_Among",9,"1577"
"2510",0,"3_Within",9,"1578"
"2511",10,"4_Among",54,"1579"
"2511",10,"3_Within",54,"1580"
"2511",12,"1_Observed",54,"1581"
"2512",2,"3_Within",22,"1582"
"2512",2,"1_Observed",22,"1583"
"2512",2,"4_Among",22,"1584"
"2514",6,"4_Among",36,"1585"
"2514",5,"3_Within",36,"1586"
"2514",8,"1_Observed",36,"1587"
"2515",3,"3_Within",26,"1588"
"2515",3,"4_Among",26,"1589"
"2515",1,"1_Observed",26,"1590"
"2516",2,"3_Within",24,"1591"
"2516",1,"4_Among",24,"1592"
"2516",3,"1_Observed",24,"1593"
"252",1,"4_Among",10,"1594"
"252",1,"1_Observed",10,"1595"
"252",0,"3_Within",10,"1596"
"2520",2,"4_Among",12,"1597"
"2520",1,"3_Within",12,"1598"
"2520",3,"1_Observed",12,"1599"
"2521",1,"4_Among",20,"1600"
"2521",2,"3_Within",20,"1601"
"2521",3,"1_Observed",20,"1602"
"2522",2,"3_Within",30,"1603"
"2522",3,"4_Among",30,"1604"
"2522",4,"1_Observed",30,"1605"
"2523",3,"3_Within",20,"1606"
"2523",3,"4_Among",20,"1607"
"2523",3,"1_Observed",20,"1608"
"2524",0,"4_Among",13,"1609"
"2524",0,"3_Within",13,"1610"
"2524",0,"1_Observed",13,"1611"
"2525",2,"4_Among",14,"1612"
"2525",1,"3_Within",14,"1613"
"2525",2,"1_Observed",14,"1614"
"2526",2,"4_Among",34,"1615"
"2526",3,"3_Within",34,"1616"
"2526",7,"1_Observed",34,"1617"
"2527",9,"1_Observed",36,"1618"
"2527",6,"4_Among",36,"1619"
"2527",6,"3_Within",36,"1620"
"2528",0,"4_Among",2,"1621"
"2528",0,"3_Within",2,"1622"
"2528",1,"1_Observed",2,"1623"
"2529",2,"3_Within",22,"1624"
"2529",2,"1_Observed",22,"1625"
"2529",1,"4_Among",22,"1626"
"2530",0,"4_Among",10,"1627"
"2530",0,"3_Within",10,"1628"
"2530",1,"1_Observed",10,"1629"
"2531",4,"3_Within",22,"1630"
"2531",3,"4_Among",22,"1631"
"2531",3,"1_Observed",22,"1632"
"2532",1,"3_Within",24,"1633"
"2532",2,"4_Among",24,"1634"
"2532",1,"1_Observed",24,"1635"
"2534",3,"4_Among",27,"1636"
"2534",2,"3_Within",27,"1637"
"2534",4,"1_Observed",27,"1638"
"2535",0,"4_Among",4,"1639"
"2535",0,"3_Within",4,"1640"
"2535",1,"1_Observed",4,"1641"
"2536",1,"3_Within",14,"1642"
"2536",1,"4_Among",14,"1643"
"2536",1,"1_Observed",14,"1644"
"2537",1,"3_Within",22,"1645"
"2537",2,"4_Among",22,"1646"
"2537",4,"1_Observed",22,"1647"
"2538",2,"4_Among",30,"1648"
"2538",3,"3_Within",30,"1649"
"2538",6,"1_Observed",30,"1650"
"2540",1,"4_Among",22,"1651"
"2540",1,"3_Within",22,"1652"
"2540",2,"1_Observed",22,"1653"
"2541",4,"3_Within",28,"1654"
"2541",6,"1_Observed",28,"1655"
"2541",2,"4_Among",28,"1656"
"2542",9,"3_Within",58,"1657"
"2542",10,"4_Among",58,"1658"
"2542",17,"1_Observed",58,"1659"
"2543",1,"4_Among",22,"1660"
"2543",3,"1_Observed",22,"1661"
"2543",1,"3_Within",22,"1662"
"2544",0,"4_Among",22,"1663"
"2544",0,"3_Within",22,"1664"
"2544",1,"1_Observed",22,"1665"
"2558",0,"4_Among",17,"1666"
"2558",0,"1_Observed",17,"1667"
"2558",0,"3_Within",17,"1668"
"2559",2,"4_Among",22,"1669"
"2559",3,"3_Within",22,"1670"
"2559",3,"1_Observed",22,"1671"
"256",9,"1_Observed",48,"1672"
"256",9,"4_Among",48,"1673"
"256",10,"3_Within",48,"1674"
"2563",7,"1_Observed",26,"1675"
"2563",2,"4_Among",26,"1676"
"2563",3,"3_Within",26,"1677"
"2568",3,"1_Observed",22,"1678"
"2568",2,"4_Among",22,"1679"
"2568",2,"3_Within",22,"1680"
"2569",2,"1_Observed",24,"1681"
"2569",3,"4_Among",24,"1682"
"2569",3,"3_Within",24,"1683"
"257",7,"4_Among",48,"1684"
"257",16,"1_Observed",48,"1685"
"257",8,"3_Within",48,"1686"
"2570",2,"4_Among",26,"1687"
"2570",1,"3_Within",26,"1688"
"2570",3,"1_Observed",26,"1689"
"2574",19,"1_Observed",62,"1690"
"2574",11,"4_Among",62,"1691"
"2574",12,"3_Within",62,"1692"
"2576",8,"1_Observed",44,"1693"
"2576",5,"4_Among",44,"1694"
"2576",5,"3_Within",44,"1695"
"2577",3,"1_Observed",16,"1696"
"2577",2,"4_Among",16,"1697"
"2577",3,"3_Within",16,"1698"
"2579",0,"4_Among",10,"1699"
"2579",0,"3_Within",10,"1700"
"2579",1,"1_Observed",10,"1701"
"2580",0,"4_Among",8,"1702"
"2580",0,"3_Within",8,"1703"
"2580",0,"1_Observed",8,"1704"
"2582",0,"4_Among",16,"1705"
"2582",2,"1_Observed",16,"1706"
"2582",0,"3_Within",16,"1707"
"2583",3,"4_Among",20,"1708"
"2583",5,"1_Observed",20,"1709"
"2583",2,"3_Within",20,"1710"
"2586",3,"4_Among",28,"1711"
"2586",3,"3_Within",28,"1712"
"2586",6,"1_Observed",28,"1713"
"2587",4,"4_Among",38,"1714"
"2587",5,"3_Within",38,"1715"
"2587",6,"1_Observed",38,"1716"
"2588",3,"1_Observed",22,"1717"
"2588",3,"4_Among",22,"1718"
"2588",2,"3_Within",22,"1719"
"2589",14,"1_Observed",54,"1720"
"2589",10,"4_Among",54,"1721"
"2589",11,"3_Within",54,"1722"
"259",3,"4_Among",20,"1723"
"259",3,"3_Within",20,"1724"
"259",5,"1_Observed",20,"1725"
"2590",11,"1_Observed",58,"1726"
"2590",11,"4_Among",58,"1727"
"2590",11,"3_Within",58,"1728"
"2591",1,"4_Among",20,"1729"
"2591",3,"3_Within",20,"1730"
"2591",4,"1_Observed",20,"1731"
"2592",2,"1_Observed",12,"1732"
"2592",0,"4_Among",12,"1733"
"2592",1,"3_Within",12,"1734"
"2593",6,"1_Observed",36,"1735"
"2593",3,"4_Among",36,"1736"
"2593",3,"3_Within",36,"1737"
"2594",2,"1_Observed",36,"1738"
"2594",4,"4_Among",36,"1739"
"2594",3,"3_Within",36,"1740"
"2595",0,"4_Among",2,"1741"
"2595",0,"3_Within",2,"1742"
"2595",1,"1_Observed",2,"1743"
"2598",2,"4_Among",18,"1744"
"2598",2,"3_Within",18,"1745"
"2598",1,"1_Observed",18,"1746"
"2599",2,"4_Among",16,"1747"
"2599",2,"1_Observed",16,"1748"
"2599",2,"3_Within",16,"1749"
"260",7,"4_Among",36,"1750"
"260",10,"1_Observed",36,"1751"
"260",6,"3_Within",36,"1752"
"2600",9,"4_Among",56,"1753"
"2600",8,"1_Observed",56,"1754"
"2600",10,"3_Within",56,"1755"
"2602",1,"4_Among",12,"1756"
"2602",2,"3_Within",12,"1757"
"2602",2,"1_Observed",12,"1758"
"2606",10,"4_Among",50,"1759"
"2606",9,"3_Within",50,"1760"
"2606",6,"1_Observed",50,"1761"
"2607",2,"1_Observed",22,"1762"
"2607",0,"4_Among",22,"1763"
"2607",2,"3_Within",22,"1764"
"2608",1,"1_Observed",28,"1765"
"2608",1,"4_Among",28,"1766"
"2608",2,"3_Within",28,"1767"
"2612",0,"1_Observed",12,"1768"
"2612",1,"4_Among",12,"1769"
"2612",1,"3_Within",12,"1770"
"2613",1,"4_Among",22,"1771"
"2613",2,"3_Within",22,"1772"
"2613",1,"1_Observed",22,"1773"
"2616",0,"1_Observed",2,"1774"
"2616",0,"4_Among",2,"1775"
"2616",0,"3_Within",2,"1776"
"2617",2,"1_Observed",32,"1777"
"2617",3,"4_Among",32,"1778"
"2617",3,"3_Within",32,"1779"
"2619",3,"1_Observed",28,"1780"
"2619",2,"4_Among",28,"1781"
"2619",2,"3_Within",28,"1782"
"262",10,"1_Observed",32,"1783"
"262",4,"4_Among",32,"1784"
"262",4,"3_Within",32,"1785"
"2623",0,"4_Among",16,"1786"
"2623",1,"3_Within",16,"1787"
"2623",0,"1_Observed",16,"1788"
"2625",6,"1_Observed",43,"1789"
"2625",4,"4_Among",43,"1790"
"2625",4,"3_Within",43,"1791"
"2626",2,"4_Among",18,"1792"
"2626",2,"3_Within",18,"1793"
"2626",1,"1_Observed",18,"1794"
"2627",11,"1_Observed",34,"1795"
"2627",8,"3_Within",34,"1796"
"2627",9,"4_Among",34,"1797"
"263",4,"1_Observed",22,"1798"
"263",3,"4_Among",22,"1799"
"263",2,"3_Within",22,"1800"
"2632",0,"3_Within",2,"1801"
"2632",0,"4_Among",2,"1802"
"2632",0,"1_Observed",2,"1803"
"2637",4,"4_Among",42,"1804"
"2637",6,"3_Within",42,"1805"
"2637",10,"1_Observed",42,"1806"
"2638",0,"3_Within",8,"1807"
"2638",1,"4_Among",8,"1808"
"2638",1,"1_Observed",8,"1809"
"264",5,"4_Among",44,"1810"
"264",7,"1_Observed",44,"1811"
"264",5,"3_Within",44,"1812"
"2640",2,"4_Among",20,"1813"
"2640",5,"1_Observed",20,"1814"
"2640",2,"3_Within",20,"1815"
"2641",3,"1_Observed",22,"1816"
"2641",3,"3_Within",22,"1817"
"2641",2,"4_Among",22,"1818"
"2642",5,"1_Observed",26,"1819"
"2642",2,"3_Within",26,"1820"
"2642",3,"4_Among",26,"1821"
"2645",1,"3_Within",26,"1822"
"2645",1,"4_Among",26,"1823"
"2645",1,"1_Observed",26,"1824"
"2646",5,"4_Among",42,"1825"
"2646",0,"1_Observed",42,"1826"
"2646",5,"3_Within",42,"1827"
"2647",3,"1_Observed",24,"1828"
"2647",2,"3_Within",24,"1829"
"2647",1,"4_Among",24,"1830"
"2649",4,"1_Observed",44,"1831"
"2649",6,"3_Within",44,"1832"
"2649",6,"4_Among",44,"1833"
"265",2,"4_Among",24,"1834"
"265",3,"1_Observed",24,"1835"
"265",3,"3_Within",24,"1836"
"2658",1,"3_Within",10,"1837"
"2658",0,"4_Among",10,"1838"
"2658",2,"1_Observed",10,"1839"
"2659",5,"4_Among",34,"1840"
"2659",5,"1_Observed",34,"1841"
"2659",4,"3_Within",34,"1842"
"2664",2,"3_Within",14,"1843"
"2664",5,"1_Observed",14,"1844"
"2664",1,"4_Among",14,"1845"
"2666",2,"4_Among",22,"1846"
"2666",3,"3_Within",22,"1847"
"2666",3,"1_Observed",22,"1848"
"2670",1,"1_Observed",6,"1849"
"2670",0,"4_Among",6,"1850"
"2670",0,"3_Within",6,"1851"
"2673",7,"3_Within",36,"1852"
"2673",9,"4_Among",36,"1853"
"2673",12,"1_Observed",36,"1854"
"2679",2,"4_Among",26,"1855"
"2679",2,"1_Observed",26,"1856"
"2679",3,"3_Within",26,"1857"
"268",3,"1_Observed",32,"1858"
"268",2,"4_Among",32,"1859"
"268",2,"3_Within",32,"1860"
"2680",3,"1_Observed",24,"1861"
"2680",2,"3_Within",24,"1862"
"2680",0,"4_Among",24,"1863"
"2681",2,"1_Observed",18,"1864"
"2681",0,"3_Within",18,"1865"
"2681",1,"4_Among",18,"1866"
"2688",3,"3_Within",34,"1867"
"2688",3,"4_Among",34,"1868"
"2688",7,"1_Observed",34,"1869"
"269",9,"1_Observed",40,"1870"
"269",6,"4_Among",40,"1871"
"269",7,"3_Within",40,"1872"
"2690",1,"4_Among",20,"1873"
"2690",1,"1_Observed",20,"1874"
"2690",1,"3_Within",20,"1875"
"2692",3,"1_Observed",24,"1876"
"2692",2,"3_Within",24,"1877"
"2692",3,"4_Among",24,"1878"
"2693",0,"1_Observed",12,"1879"
"2693",0,"3_Within",12,"1880"
"2693",0,"4_Among",12,"1881"
"2696",2,"3_Within",18,"1882"
"2696",2,"4_Among",18,"1883"
"2696",9,"1_Observed",18,"1884"
"2697",0,"4_Among",18,"1885"
"2697",1,"1_Observed",18,"1886"
"2697",1,"3_Within",18,"1887"
"2698",1,"3_Within",12,"1888"
"2698",0,"1_Observed",12,"1889"
"2698",1,"4_Among",12,"1890"
"2699",2,"4_Among",22,"1891"
"2699",2,"3_Within",22,"1892"
"2699",2,"1_Observed",22,"1893"
"270",2,"4_Among",12,"1894"
"270",1,"1_Observed",12,"1895"
"270",1,"3_Within",12,"1896"
"2700",0,"1_Observed",13,"1897"
"2700",0,"4_Among",13,"1898"
"2700",0,"3_Within",13,"1899"
"2701",1,"3_Within",26,"1900"
"2701",2,"4_Among",26,"1901"
"2701",3,"1_Observed",26,"1902"
"2705",1,"4_Among",18,"1903"
"2705",0,"1_Observed",18,"1904"
"2705",1,"3_Within",18,"1905"
"2706",0,"1_Observed",10,"1906"
"2706",0,"3_Within",10,"1907"
"2706",0,"4_Among",10,"1908"
"2707",1,"1_Observed",14,"1909"
"2707",0,"3_Within",14,"1910"
"2707",0,"4_Among",14,"1911"
"2708",3,"3_Within",20,"1912"
"2708",2,"4_Among",20,"1913"
"2708",5,"1_Observed",20,"1914"
"2709",6,"4_Among",40,"1915"
"2709",6,"1_Observed",40,"1916"
"2709",7,"3_Within",40,"1917"
"2710",1,"1_Observed",14,"1918"
"2710",0,"3_Within",14,"1919"
"2710",1,"4_Among",14,"1920"
"2711",9,"1_Observed",38,"1921"
"2711",4,"3_Within",38,"1922"
"2711",4,"4_Among",38,"1923"
"2712",3,"3_Within",30,"1924"
"2712",3,"4_Among",30,"1925"
"2712",6,"1_Observed",30,"1926"
"2713",2,"4_Among",28,"1927"
"2713",3,"1_Observed",28,"1928"
"2713",1,"3_Within",28,"1929"
"2714",4,"4_Among",26,"1930"
"2714",3,"3_Within",26,"1931"
"2714",9,"1_Observed",26,"1932"
"2715",1,"4_Among",20,"1933"
"2715",0,"1_Observed",20,"1934"
"2715",1,"3_Within",20,"1935"
"2716",1,"1_Observed",21,"1936"
"2716",1,"3_Within",21,"1937"
"2716",0,"4_Among",21,"1938"
"2717",2,"4_Among",24,"1939"
"2717",1,"3_Within",24,"1940"
"2717",5,"1_Observed",24,"1941"
"2718",7,"3_Within",28,"1942"
"2718",5,"1_Observed",28,"1943"
"2718",5,"4_Among",28,"1944"
"2719",7,"4_Among",38,"1945"
"2719",6,"3_Within",38,"1946"
"2719",9,"1_Observed",38,"1947"
"2720",1,"3_Within",14,"1948"
"2720",2,"1_Observed",14,"1949"
"2720",0,"4_Among",14,"1950"
"2721",2,"3_Within",32,"1951"
"2721",5,"1_Observed",32,"1952"
"2721",2,"4_Among",32,"1953"
"2722",0,"3_Within",12,"1954"
"2722",3,"1_Observed",12,"1955"
"2722",1,"4_Among",12,"1956"
"2723",5,"4_Among",48,"1957"
"2723",5,"3_Within",48,"1958"
"2723",7,"1_Observed",48,"1959"
"2724",0,"3_Within",15,"1960"
"2724",2,"1_Observed",15,"1961"
"2724",0,"4_Among",15,"1962"
"2726",2,"3_Within",18,"1963"
"2726",3,"1_Observed",18,"1964"
"2726",1,"4_Among",18,"1965"
"2727",7,"3_Within",52,"1966"
"2727",17,"1_Observed",52,"1967"
"2727",8,"4_Among",52,"1968"
"2730",1,"4_Among",16,"1969"
"2730",1,"3_Within",16,"1970"
"2730",2,"1_Observed",16,"1971"
"2731",18,"4_Among",74,"1972"
"2731",19,"3_Within",74,"1973"
"2731",22,"1_Observed",74,"1974"
"2732",3,"3_Within",20,"1975"
"2732",3,"4_Among",20,"1976"
"2732",4,"1_Observed",20,"1977"
"2733",2,"3_Within",28,"1978"
"2733",2,"4_Among",28,"1979"
"2733",0,"1_Observed",28,"1980"
"2734",1,"4_Among",20,"1981"
"2734",1,"3_Within",20,"1982"
"2734",2,"1_Observed",20,"1983"
"2735",7,"4_Among",34,"1984"
"2735",8,"3_Within",34,"1985"
"2735",8,"1_Observed",34,"1986"
"2736",3,"3_Within",26,"1987"
"2736",3,"1_Observed",26,"1988"
"2736",2,"4_Among",26,"1989"
"2738",0,"3_Within",10,"1990"
"2738",1,"1_Observed",10,"1991"
"2738",0,"4_Among",10,"1992"
"2739",3,"3_Within",36,"1993"
"2739",5,"1_Observed",36,"1994"
"2739",3,"4_Among",36,"1995"
"274",8,"3_Within",44,"1996"
"274",10,"1_Observed",44,"1997"
"274",8,"4_Among",44,"1998"
"2741",6,"4_Among",46,"1999"
"2741",7,"3_Within",46,"2000"
"2741",10,"1_Observed",46,"2001"
"2743",0,"3_Within",12,"2002"
"2743",0,"1_Observed",12,"2003"
"2743",0,"4_Among",12,"2004"
"2744",2,"3_Within",16,"2005"
"2744",3,"1_Observed",16,"2006"
"2744",1,"4_Among",16,"2007"
"2745",3,"3_Within",30,"2008"
"2745",5,"1_Observed",30,"2009"
"2745",3,"4_Among",30,"2010"
"2747",4,"4_Among",30,"2011"
"2747",3,"3_Within",30,"2012"
"2747",2,"1_Observed",30,"2013"
"2748",1,"4_Among",22,"2014"
"2748",1,"3_Within",22,"2015"
"2748",1,"1_Observed",22,"2016"
"2749",4,"3_Within",38,"2017"
"2749",4,"4_Among",38,"2018"
"2749",4,"1_Observed",38,"2019"
"2750",2,"3_Within",22,"2020"
"2750",0,"4_Among",22,"2021"
"2750",4,"1_Observed",22,"2022"
"2753",1,"4_Among",19,"2023"
"2753",0,"3_Within",19,"2024"
"2753",2,"1_Observed",19,"2025"
"2754",2,"4_Among",28,"2026"
"2754",2,"3_Within",28,"2027"
"2754",2,"1_Observed",28,"2028"
"2758",2,"3_Within",24,"2029"
"2758",3,"1_Observed",24,"2030"
"2758",2,"4_Among",24,"2031"
"276",0,"4_Among",6,"2032"
"276",1,"3_Within",6,"2033"
"276",3,"1_Observed",6,"2034"
"2760",1,"3_Within",14,"2035"
"2760",3,"1_Observed",14,"2036"
"2760",1,"4_Among",14,"2037"
"2763",0,"3_Within",6,"2038"
"2763",0,"1_Observed",6,"2039"
"2763",0,"4_Among",6,"2040"
"2766",2,"4_Among",34,"2041"
"2766",3,"3_Within",34,"2042"
"2766",6,"1_Observed",34,"2043"
"2767",3,"3_Within",32,"2044"
"2767",8,"1_Observed",32,"2045"
"2767",3,"4_Among",32,"2046"
"2768",4,"3_Within",42,"2047"
"2768",9,"1_Observed",42,"2048"
"2768",4,"4_Among",42,"2049"
"277",3,"4_Among",22,"2050"
"277",3,"1_Observed",22,"2051"
"277",2,"3_Within",22,"2052"
"2771",7,"3_Within",44,"2053"
"2771",6,"1_Observed",44,"2054"
"2771",7,"4_Among",44,"2055"
"2773",0,"4_Among",6,"2056"
"2773",0,"3_Within",6,"2057"
"2773",0,"1_Observed",6,"2058"
"2774",1,"3_Within",16,"2059"
"2774",1,"4_Among",16,"2060"
"2774",1,"1_Observed",16,"2061"
"2775",0,"4_Among",18,"2062"
"2775",0,"3_Within",18,"2063"
"2775",0,"1_Observed",18,"2064"
"2779",0,"3_Within",12,"2065"
"2779",0,"4_Among",12,"2066"
"2779",0,"1_Observed",12,"2067"
"278",1,"3_Within",16,"2068"
"278",3,"1_Observed",16,"2069"
"278",2,"4_Among",16,"2070"
"2781",1,"4_Among",22,"2071"
"2781",1,"1_Observed",22,"2072"
"2781",0,"3_Within",22,"2073"
"2782",1,"1_Observed",22,"2074"
"2782",2,"4_Among",22,"2075"
"2782",2,"3_Within",22,"2076"
"2785",5,"4_Among",42,"2077"
"2785",4,"3_Within",42,"2078"
"2785",6,"1_Observed",42,"2079"
"2786",2,"4_Among",20,"2080"
"2786",1,"3_Within",20,"2081"
"2786",2,"1_Observed",20,"2082"
"2790",0,"4_Among",2,"2083"
"2790",0,"1_Observed",2,"2084"
"2790",0,"3_Within",2,"2085"
"2792",2,"4_Among",20,"2086"
"2792",2,"1_Observed",20,"2087"
"2792",2,"3_Within",20,"2088"
"2793",1,"4_Among",14,"2089"
"2793",1,"3_Within",14,"2090"
"2793",3,"1_Observed",14,"2091"
"2797",0,"4_Among",10,"2092"
"2797",0,"3_Within",10,"2093"
"2797",0,"1_Observed",10,"2094"
"2799",1,"4_Among",12,"2095"
"2799",1,"1_Observed",12,"2096"
"2799",1,"3_Within",12,"2097"
"2803",0,"4_Among",14,"2098"
"2803",0,"1_Observed",14,"2099"
"2803",1,"3_Within",14,"2100"
"2806",1,"4_Among",18,"2101"
"2806",0,"3_Within",18,"2102"
"2806",1,"1_Observed",18,"2103"
"2809",3,"1_Observed",18,"2104"
"2809",0,"4_Among",18,"2105"
"2809",1,"3_Within",18,"2106"
"281",0,"4_Among",18,"2107"
"281",1,"3_Within",18,"2108"
"281",3,"1_Observed",18,"2109"
"2811",0,"4_Among",8,"2110"
"2811",0,"3_Within",8,"2111"
"2811",1,"1_Observed",8,"2112"
"2812",6,"3_Within",32,"2113"
"2812",4,"1_Observed",32,"2114"
"2812",5,"4_Among",32,"2115"
"2814",4,"4_Among",26,"2116"
"2814",3,"3_Within",26,"2117"
"2814",6,"1_Observed",26,"2118"
"2818",9,"4_Among",42,"2119"
"2818",12,"3_Within",42,"2120"
"2818",15,"1_Observed",42,"2121"
"2819",0,"4_Among",10,"2122"
"2819",1,"3_Within",10,"2123"
"2819",0,"1_Observed",10,"2124"
"2823",3,"4_Among",30,"2125"
"2823",6,"1_Observed",30,"2126"
"2823",4,"3_Within",30,"2127"
"2824",3,"4_Among",32,"2128"
"2824",5,"1_Observed",32,"2129"
"2824",3,"3_Within",32,"2130"
"2827",5,"4_Among",36,"2131"
"2827",4,"3_Within",36,"2132"
"2827",5,"1_Observed",36,"2133"
"2829",5,"4_Among",24,"2134"
"2829",5,"3_Within",24,"2135"
"2829",8,"1_Observed",24,"2136"
"2831",0,"4_Among",20,"2137"
"2831",2,"1_Observed",20,"2138"
"2831",0,"3_Within",20,"2139"
"2833",3,"4_Among",40,"2140"
"2833",12,"1_Observed",40,"2141"
"2833",5,"3_Within",40,"2142"
"2834",2,"4_Among",24,"2143"
"2834",1,"3_Within",24,"2144"
"2834",2,"1_Observed",24,"2145"
"2835",1,"1_Observed",14,"2146"
"2835",1,"4_Among",14,"2147"
"2835",0,"3_Within",14,"2148"
"2836",3,"4_Among",24,"2149"
"2836",4,"3_Within",24,"2150"
"2836",7,"1_Observed",24,"2151"
"2844",1,"3_Within",20,"2152"
"2844",2,"1_Observed",20,"2153"
"2844",0,"4_Among",20,"2154"
"2845",0,"4_Among",18,"2155"
"2845",1,"3_Within",18,"2156"
"2845",1,"1_Observed",18,"2157"
"2846",4,"4_Among",40,"2158"
"2846",5,"3_Within",40,"2159"
"2846",7,"1_Observed",40,"2160"
"2848",1,"4_Among",26,"2161"
"2848",2,"3_Within",26,"2162"
"2848",2,"1_Observed",26,"2163"
"2849",1,"4_Among",24,"2164"
"2849",1,"1_Observed",24,"2165"
"2849",2,"3_Within",24,"2166"
"2850",4,"4_Among",36,"2167"
"2850",7,"1_Observed",36,"2168"
"2850",3,"3_Within",36,"2169"
"2852",1,"4_Among",16,"2170"
"2852",0,"3_Within",16,"2171"
"2852",1,"1_Observed",16,"2172"
"2857",5,"4_Among",26,"2173"
"2857",6,"3_Within",26,"2174"
"2857",9,"1_Observed",26,"2175"
"2858",1,"4_Among",20,"2176"
"2858",6,"1_Observed",20,"2177"
"2858",2,"3_Within",20,"2178"
"2859",9,"4_Among",60,"2179"
"2859",10,"1_Observed",60,"2180"
"2859",9,"3_Within",60,"2181"
"2860",6,"4_Among",40,"2182"
"2860",7,"3_Within",40,"2183"
"2860",9,"1_Observed",40,"2184"
"2861",2,"1_Observed",25,"2185"
"2861",2,"4_Among",25,"2186"
"2861",1,"3_Within",25,"2187"
"2862",7,"1_Observed",30,"2188"
"2862",5,"3_Within",30,"2189"
"2862",4,"4_Among",30,"2190"
"2863",3,"1_Observed",38,"2191"
"2863",3,"3_Within",38,"2192"
"2863",3,"4_Among",38,"2193"
"2865",1,"1_Observed",16,"2194"
"2865",1,"3_Within",16,"2195"
"2865",0,"4_Among",16,"2196"
"2866",0,"4_Among",12,"2197"
"2866",0,"3_Within",12,"2198"
"2866",1,"1_Observed",12,"2199"
"2867",8,"3_Within",44,"2200"
"2867",12,"1_Observed",44,"2201"
"2867",6,"4_Among",44,"2202"
"2868",0,"4_Among",14,"2203"
"2868",1,"3_Within",14,"2204"
"2868",2,"1_Observed",14,"2205"
"2869",4,"1_Observed",20,"2206"
"2869",1,"4_Among",20,"2207"
"2869",1,"3_Within",20,"2208"
"2870",1,"1_Observed",12,"2209"
"2870",0,"3_Within",12,"2210"
"2870",0,"4_Among",12,"2211"
"2879",0,"3_Within",14,"2212"
"2879",1,"1_Observed",14,"2213"
"2879",0,"4_Among",14,"2214"
"2884",0,"4_Among",16,"2215"
"2884",1,"3_Within",16,"2216"
"2884",0,"1_Observed",16,"2217"
"2889",2,"1_Observed",32,"2218"
"2889",3,"4_Among",32,"2219"
"2889",4,"3_Within",32,"2220"
"2890",4,"1_Observed",18,"2221"
"2890",4,"3_Within",18,"2222"
"2890",3,"4_Among",18,"2223"
"2891",4,"3_Within",18,"2224"
"2891",5,"1_Observed",18,"2225"
"2891",4,"4_Among",18,"2226"
