"DVDRef","NbS","Type","NbAMax","LineID"
"1734",2,"3_Within",26,"763"
"1734",2,"1_Observed",26,"764"
"1734",2,"4_Among",26,"765"
"1735",1,"3_Within",12,"766"
"1735",0,"1_Observed",12,"767"
"1735",1,"4_Among",12,"768"
"1736",12,"3_Within",50,"769"
"1736",11,"4_Among",50,"770"
"1736",17,"1_Observed",50,"771"
"1737",12,"3_Within",56,"772"
"1737",12,"4_Among",56,"773"
"1737",15,"1_Observed",56,"774"
"1738",3,"3_Within",28,"775"
"1738",4,"1_Observed",28,"776"
"1738",2,"4_Among",28,"777"
"1739",7,"3_Within",38,"778"
"1739",10,"1_Observed",38,"779"
"1739",5,"4_Among",38,"780"
"1740",4,"3_Within",36,"781"
"1740",2,"4_Among",36,"782"
"1740",5,"1_Observed",36,"783"
"1741",1,"4_Among",22,"784"
"1741",1,"3_Within",22,"785"
"1741",2,"1_Observed",22,"786"
"1742",0,"3_Within",14,"787"
"1742",0,"4_Among",14,"788"
"1742",0,"1_Observed",14,"789"
"1743",1,"3_Within",20,"790"
"1743",0,"1_Observed",20,"791"
"1743",1,"4_Among",20,"792"
"1745",1,"3_Within",10,"793"
"1745",1,"4_Among",10,"794"
"1745",3,"1_Observed",10,"795"
"1746",1,"4_Among",12,"796"
"1746",2,"1_Observed",12,"797"
"1746",2,"3_Within",12,"798"
"1747",1,"3_Within",18,"799"
"1747",1,"4_Among",18,"800"
"1747",3,"1_Observed",18,"801"
"1748",7,"3_Within",48,"802"
"1748",8,"1_Observed",48,"803"
"1748",7,"4_Among",48,"804"
"1749",4,"3_Within",36,"805"
"1749",10,"1_Observed",36,"806"
"1749",3,"4_Among",36,"807"
"175",3,"3_Within",30,"808"
"175",4,"1_Observed",30,"809"
"175",2,"4_Among",30,"810"
"1750",11,"3_Within",52,"811"
"1750",11,"4_Among",52,"812"
"1750",14,"1_Observed",52,"813"
"1752",1,"3_Within",14,"814"
"1752",0,"4_Among",14,"815"
"1752",1,"1_Observed",14,"816"
"1753",1,"3_Within",25,"817"
"1753",5,"1_Observed",25,"818"
"1753",1,"4_Among",25,"819"
"1754",3,"3_Within",22,"820"
"1754",5,"1_Observed",22,"821"
"1754",2,"4_Among",22,"822"
"1755",1,"3_Within",14,"823"
"1755",1,"4_Among",14,"824"
"1755",2,"1_Observed",14,"825"
"1758",0,"3_Within",16,"826"
"1758",1,"4_Among",16,"827"
"1758",2,"1_Observed",16,"828"
"1779",0,"3_Within",11,"829"
"1779",0,"4_Among",11,"830"
"1779",0,"1_Observed",11,"831"
"1784",0,"3_Within",8,"832"
"1784",0,"4_Among",8,"833"
"1784",0,"1_Observed",8,"834"
"1786",0,"3_Within",23,"835"
"1786",1,"4_Among",23,"836"
"1786",1,"1_Observed",23,"837"
"1791",0,"1_Observed",4,"838"
"1791",0,"4_Among",4,"839"
"1791",0,"3_Within",4,"840"
"1794",6,"1_Observed",44,"841"
"1794",5,"4_Among",44,"842"
"1794",5,"3_Within",44,"843"
"1803",9,"3_Within",46,"844"
"1803",9,"1_Observed",46,"845"
"1803",7,"4_Among",46,"846"
"1805",0,"4_Among",20,"847"
"1805",0,"3_Within",20,"848"
"1805",0,"1_Observed",20,"849"
"1813",9,"4_Among",44,"850"
"1813",12,"1_Observed",44,"851"
"1813",10,"3_Within",44,"852"
"1815",5,"1_Observed",22,"853"
"1815",3,"4_Among",22,"854"
"1815",2,"3_Within",22,"855"
"1822",0,"3_Within",12,"856"
"1822",1,"1_Observed",12,"857"
"1822",1,"4_Among",12,"858"
"1824",4,"4_Among",26,"859"
"1824",5,"3_Within",26,"860"
"1824",7,"1_Observed",26,"861"
"1829",10,"4_Among",40,"862"
"1829",15,"1_Observed",40,"863"
"1829",10,"3_Within",40,"864"
"183",1,"3_Within",17,"865"
"183",1,"4_Among",17,"866"
"183",1,"1_Observed",17,"867"
"1830",10,"1_Observed",40,"868"
"1830",6,"4_Among",40,"869"
"1830",8,"3_Within",40,"870"
"1834",1,"3_Within",16,"871"
"1834",0,"1_Observed",16,"872"
"1834",1,"4_Among",16,"873"
"1835",1,"1_Observed",6,"874"
"1835",0,"4_Among",6,"875"
"1835",0,"3_Within",6,"876"
"1836",8,"3_Within",46,"877"
"1836",7,"1_Observed",46,"878"
"1836",9,"4_Among",46,"879"
"1839",9,"3_Within",36,"880"
"1839",10,"1_Observed",36,"881"
"1839",8,"4_Among",36,"882"
"1842",0,"4_Among",4,"883"
"1842",0,"3_Within",4,"884"
"1842",1,"1_Observed",4,"885"
"1843",2,"3_Within",24,"886"
"1843",3,"1_Observed",24,"887"
"1843",1,"4_Among",24,"888"
"1845",3,"4_Among",36,"889"
"1845",3,"3_Within",36,"890"
"1845",5,"1_Observed",36,"891"
"1847",9,"4_Among",54,"892"
"1847",13,"1_Observed",54,"893"
"1847",11,"3_Within",54,"894"
"1848",2,"1_Observed",14,"895"
"1848",0,"4_Among",14,"896"
"1848",1,"3_Within",14,"897"
"1851",0,"3_Within",20,"898"
"1851",1,"1_Observed",20,"899"
"1851",0,"4_Among",20,"900"
"1854",3,"4_Among",24,"901"
"1854",2,"3_Within",24,"902"
"1854",5,"1_Observed",24,"903"
"1857",2,"4_Among",28,"904"
"1857",4,"1_Observed",28,"905"
"1857",3,"3_Within",28,"906"
"186",2,"4_Among",14,"907"
"186",1,"3_Within",14,"908"
"186",1,"1_Observed",14,"909"
"1861",4,"1_Observed",28,"910"
"1861",2,"4_Among",28,"911"
"1861",3,"3_Within",28,"912"
"1864",3,"3_Within",30,"913"
"1864",3,"1_Observed",30,"914"
"1864",3,"4_Among",30,"915"
"1866",0,"1_Observed",15,"916"
"1866",0,"4_Among",15,"917"
"1866",0,"3_Within",15,"918"
"1868",0,"3_Within",10,"919"
"1868",0,"1_Observed",10,"920"
"1868",0,"4_Among",10,"921"
"1871",3,"3_Within",24,"922"
"1871",7,"1_Observed",24,"923"
"1871",4,"4_Among",24,"924"
"1872",1,"4_Among",16,"925"
"1872",0,"3_Within",16,"926"
"1872",1,"1_Observed",16,"927"
"1876",0,"3_Within",2,"928"
"1876",1,"1_Observed",2,"929"
"1876",0,"4_Among",2,"930"
"1878",3,"4_Among",34,"931"
"1878",4,"3_Within",34,"932"
"1878",4,"1_Observed",34,"933"
"188",5,"1_Observed",32,"934"
"188",2,"4_Among",32,"935"
"188",3,"3_Within",32,"936"
"1880",0,"4_Among",10,"937"
"1880",1,"1_Observed",10,"938"
"1880",0,"3_Within",10,"939"
"1883",6,"1_Observed",32,"940"
"1883",4,"4_Among",32,"941"
"1883",5,"3_Within",32,"942"
"1886",2,"3_Within",23,"943"
"1886",3,"1_Observed",23,"944"
"1886",1,"4_Among",23,"945"
"1887",2,"4_Among",16,"946"
"1887",2,"3_Within",16,"947"
"1887",2,"1_Observed",16,"948"
"1892",1,"4_Among",18,"949"
"1892",1,"1_Observed",18,"950"
"1892",0,"3_Within",18,"951"
"1896",0,"1_Observed",8,"952"
"1896",0,"4_Among",8,"953"
"1896",0,"3_Within",8,"954"
"1906",1,"3_Within",10,"955"
"1906",1,"1_Observed",10,"956"
"1906",1,"4_Among",10,"957"
"191",3,"3_Within",30,"958"
"191",5,"1_Observed",30,"959"
"191",3,"4_Among",30,"960"
"1911",2,"1_Observed",8,"961"
"1911",0,"4_Among",8,"962"
"1911",0,"3_Within",8,"963"
"1915",1,"3_Within",16,"964"
"1915",2,"1_Observed",16,"965"
"1915",0,"4_Among",16,"966"
"1916",1,"4_Among",16,"967"
"1916",2,"3_Within",16,"968"
"1916",5,"1_Observed",16,"969"
"1917",6,"3_Within",44,"970"
"1917",11,"1_Observed",44,"971"
"1917",5,"4_Among",44,"972"
"1921",0,"4_Among",12,"973"
"1921",1,"3_Within",12,"974"
"1921",1,"1_Observed",12,"975"
"1926",12,"3_Within",56,"976"
"1926",15,"1_Observed",56,"977"
"1926",12,"4_Among",56,"978"
"1927",0,"4_Among",10,"979"
"1927",0,"3_Within",10,"980"
"1927",2,"1_Observed",10,"981"
"1928",0,"1_Observed",10,"982"
"1928",0,"4_Among",10,"983"
"1928",0,"3_Within",10,"984"
"1937",3,"1_Observed",16,"985"
"1937",2,"3_Within",16,"986"
"1937",2,"4_Among",16,"987"
"194",1,"3_Within",20,"988"
"194",1,"1_Observed",20,"989"
"194",1,"4_Among",20,"990"
"1946",4,"3_Within",38,"991"
"1946",2,"1_Observed",38,"992"
"1946",3,"4_Among",38,"993"
"1949",5,"4_Among",44,"994"
"1949",5,"3_Within",44,"995"
"1949",9,"1_Observed",44,"996"
"1953",18,"1_Observed",64,"997"
"1953",14,"4_Among",64,"998"
"1953",17,"3_Within",64,"999"
"1963",1,"1_Observed",18,"1000"
"1963",0,"3_Within",18,"1001"
"1963",0,"4_Among",18,"1002"
"1964",2,"3_Within",24,"1003"
"1964",3,"1_Observed",24,"1004"
"1964",2,"4_Among",24,"1005"
"1965",1,"4_Among",18,"1006"
"1965",1,"3_Within",18,"1007"
"1965",3,"1_Observed",18,"1008"
"1969",2,"1_Observed",17,"1009"
"1969",2,"4_Among",17,"1010"
"1969",1,"3_Within",17,"1011"
"197",2,"4_Among",28,"1012"
"197",2,"1_Observed",28,"1013"
"197",2,"3_Within",28,"1014"
"1973",1,"3_Within",16,"1015"
"1973",1,"4_Among",16,"1016"
"1973",1,"1_Observed",16,"1017"
"1975",2,"4_Among",28,"1018"
"1975",4,"1_Observed",28,"1019"
"1975",1,"3_Within",28,"1020"
"1977",6,"3_Within",32,"1021"
"1977",7,"1_Observed",32,"1022"
"1977",4,"4_Among",32,"1023"
"1979",5,"4_Among",45,"1024"
"1979",6,"3_Within",45,"1025"
"1979",5,"1_Observed",45,"1026"
"1981",20,"1_Observed",76,"1027"
"1981",15,"4_Among",76,"1028"
"1981",17,"3_Within",76,"1029"
"1985",14,"1_Observed",56,"1030"
"1985",10,"3_Within",56,"1031"
"1985",9,"4_Among",56,"1032"
"1986",14,"3_Within",54,"1033"
"1986",18,"1_Observed",54,"1034"
"1986",12,"4_Among",54,"1035"
"1987",9,"4_Among",44,"1036"
"1987",9,"3_Within",44,"1037"
"1987",9,"1_Observed",44,"1038"
"1995",6,"1_Observed",44,"1039"
"1995",6,"4_Among",44,"1040"
"1995",6,"3_Within",44,"1041"
"1997",3,"1_Observed",30,"1042"
"1997",3,"3_Within",30,"1043"
"1997",4,"4_Among",30,"1044"
"200",1,"4_Among",18,"1045"
"200",1,"1_Observed",18,"1046"
"200",0,"3_Within",18,"1047"
"2000",4,"3_Within",38,"1048"
"2000",7,"1_Observed",38,"1049"
"2000",4,"4_Among",38,"1050"
"2002",0,"4_Among",18,"1051"
"2002",0,"3_Within",18,"1052"
"2002",1,"1_Observed",18,"1053"
"2004",2,"1_Observed",18,"1054"
"2004",0,"4_Among",18,"1055"
"2004",1,"3_Within",18,"1056"
"2005",0,"3_Within",6,"1057"
"2005",1,"4_Among",6,"1058"
"2005",1,"1_Observed",6,"1059"
"2012",0,"4_Among",18,"1060"
"2012",2,"1_Observed",18,"1061"
"2012",1,"3_Within",18,"1062"
"2014",0,"3_Within",22,"1063"
"2014",2,"1_Observed",22,"1064"
"2014",0,"4_Among",22,"1065"
"2015",3,"4_Among",22,"1066"
"2015",3,"3_Within",22,"1067"
"2015",3,"1_Observed",22,"1068"
"205",0,"4_Among",8,"1069"
"205",0,"1_Observed",8,"1070"
"205",0,"3_Within",8,"1071"
"2078",2,"1_Observed",22,"1072"
"2078",1,"4_Among",22,"1073"
"2078",4,"3_Within",22,"1074"
"208",0,"4_Among",10,"1075"
"208",1,"1_Observed",10,"1076"
"208",0,"3_Within",10,"1077"
"210",1,"4_Among",16,"1078"
"210",1,"1_Observed",16,"1079"
"210",0,"3_Within",16,"1080"
"2106",5,"1_Observed",28,"1081"
"2106",2,"3_Within",28,"1082"
"2106",2,"4_Among",28,"1083"
"2107",0,"3_Within",10,"1084"
"2107",0,"1_Observed",10,"1085"
"2107",0,"4_Among",10,"1086"
"211",1,"1_Observed",14,"1087"
"211",0,"4_Among",14,"1088"
"211",0,"3_Within",14,"1089"
"2111",1,"4_Among",10,"1090"
"2111",1,"3_Within",10,"1091"
"2111",0,"1_Observed",10,"1092"
"2113",0,"1_Observed",9,"1093"
"2113",0,"4_Among",9,"1094"
"2113",0,"3_Within",9,"1095"
"2114",1,"1_Observed",14,"1096"
"2114",0,"3_Within",14,"1097"
"2114",1,"4_Among",14,"1098"
"2119",1,"3_Within",10,"1099"
"2119",3,"1_Observed",10,"1100"
"2119",0,"4_Among",10,"1101"
"2122",2,"4_Among",20,"1102"
"2122",2,"3_Within",20,"1103"
"2122",2,"1_Observed",20,"1104"
"2128",0,"1_Observed",14,"1105"
"2128",1,"4_Among",14,"1106"
"2128",1,"3_Within",14,"1107"
"213",3,"1_Observed",22,"1108"
"213",1,"4_Among",22,"1109"
"213",2,"3_Within",22,"1110"
"2134",1,"4_Among",16,"1111"
"2134",0,"3_Within",16,"1112"
"2134",2,"1_Observed",16,"1113"
"2140",0,"1_Observed",12,"1114"
"2140",0,"3_Within",12,"1115"
"2140",0,"4_Among",12,"1116"
"2155",0,"1_Observed",16,"1117"
"2155",1,"4_Among",16,"1118"
"2155",0,"3_Within",16,"1119"
"2167",2,"3_Within",22,"1120"
"2167",2,"1_Observed",22,"1121"
"2167",2,"4_Among",22,"1122"
"2173",1,"3_Within",18,"1123"
"2173",0,"4_Among",18,"1124"
"2173",3,"1_Observed",18,"1125"
"2183",3,"3_Within",14,"1126"
"2183",4,"4_Among",14,"1127"
"2183",1,"1_Observed",14,"1128"
"2185",3,"3_Within",26,"1129"
"2185",2,"1_Observed",26,"1130"
"2185",2,"4_Among",26,"1131"
"2187",1,"3_Within",20,"1132"
"2187",1,"1_Observed",20,"1133"
"2187",0,"4_Among",20,"1134"
"2188",2,"3_Within",31,"1135"
"2188",3,"4_Among",31,"1136"
"2188",4,"1_Observed",31,"1137"
"2191",2,"3_Within",26,"1138"
"2191",2,"4_Among",26,"1139"
"2191",2,"1_Observed",26,"1140"
"2192",3,"3_Within",26,"1141"
"2192",4,"1_Observed",26,"1142"
"2192",2,"4_Among",26,"1143"
"2194",3,"3_Within",28,"1144"
"2194",4,"1_Observed",28,"1145"
"2194",3,"4_Among",28,"1146"
"2196",4,"3_Within",34,"1147"
"2196",4,"4_Among",34,"1148"
"2196",6,"1_Observed",34,"1149"
"2199",4,"3_Within",30,"1150"
"2199",5,"4_Among",30,"1151"
"2199",4,"1_Observed",30,"1152"
"220",1,"4_Among",20,"1153"
"220",0,"1_Observed",20,"1154"
"220",1,"3_Within",20,"1155"
"2201",0,"4_Among",18,"1156"
"2201",1,"3_Within",18,"1157"
"2201",2,"1_Observed",18,"1158"
"221",1,"4_Among",14,"1159"
"221",5,"1_Observed",14,"1160"
"221",2,"3_Within",14,"1161"
"2230",1,"4_Among",16,"1162"
"2230",0,"3_Within",16,"1163"
"2230",2,"1_Observed",16,"1164"
"2231",2,"4_Among",20,"1165"
"2231",2,"3_Within",20,"1166"
"2231",2,"1_Observed",20,"1167"
"2236",4,"3_Within",38,"1168"
"2236",4,"4_Among",38,"1169"
"2236",6,"1_Observed",38,"1170"
"2239",2,"3_Within",26,"1171"
"2239",2,"4_Among",26,"1172"
"2239",1,"1_Observed",26,"1173"
"224",1,"1_Observed",30,"1174"
"224",4,"4_Among",30,"1175"
"224",5,"3_Within",30,"1176"
"2240",1,"3_Within",18,"1177"
"2240",0,"1_Observed",18,"1178"
"2240",0,"4_Among",18,"1179"
"2241",5,"3_Within",34,"1180"
"2241",8,"1_Observed",34,"1181"
"2241",4,"4_Among",34,"1182"
"2242",6,"3_Within",40,"1183"
"2242",5,"4_Among",40,"1184"
"2242",8,"1_Observed",40,"1185"
"2244",3,"3_Within",24,"1186"
"2244",3,"4_Among",24,"1187"
"2244",5,"1_Observed",24,"1188"
"2248",0,"3_Within",16,"1189"
"2248",1,"1_Observed",16,"1190"
"2248",1,"4_Among",16,"1191"
"225",8,"1_Observed",46,"1192"
"225",5,"4_Among",46,"1193"
"225",6,"3_Within",46,"1194"
"2250",4,"3_Within",30,"1195"
"2250",5,"1_Observed",30,"1196"
"2250",5,"4_Among",30,"1197"
"2253",14,"3_Within",70,"1198"
"2253",12,"4_Among",70,"1199"
"2253",21,"1_Observed",70,"1200"
"2254",5,"3_Within",32,"1201"
"2254",4,"4_Among",32,"1202"
"2254",3,"1_Observed",32,"1203"
"2257",0,"4_Among",24,"1204"
"2257",2,"3_Within",24,"1205"
"2257",0,"1_Observed",24,"1206"
"2258",6,"4_Among",38,"1207"
"2258",5,"3_Within",38,"1208"
"2258",8,"1_Observed",38,"1209"
"226",6,"4_Among",40,"1210"
"226",8,"1_Observed",40,"1211"
"226",5,"3_Within",40,"1212"
"2260",2,"4_Among",34,"1213"
"2260",4,"3_Within",34,"1214"
"2260",7,"1_Observed",34,"1215"
"2261",5,"3_Within",32,"1216"
"2261",4,"4_Among",32,"1217"
"2261",5,"1_Observed",32,"1218"
"2268",4,"3_Within",38,"1219"
"2268",3,"4_Among",38,"1220"
"2268",8,"1_Observed",38,"1221"
"2269",2,"3_Within",31,"1222"
"2269",4,"1_Observed",31,"1223"
"2269",2,"4_Among",31,"1224"
"2270",6,"3_Within",46,"1225"
"2270",10,"1_Observed",46,"1226"
"2270",6,"4_Among",46,"1227"
"2271",6,"3_Within",42,"1228"
"2271",6,"4_Among",42,"1229"
"2271",5,"1_Observed",42,"1230"
"2273",3,"3_Within",32,"1231"
"2273",2,"4_Among",32,"1232"
"2273",5,"1_Observed",32,"1233"
"2275",5,"3_Within",34,"1234"
"2275",5,"1_Observed",34,"1235"
"2275",5,"4_Among",34,"1236"
"2276",3,"3_Within",22,"1237"
"2276",4,"1_Observed",22,"1238"
"2276",3,"4_Among",22,"1239"
"2279",3,"3_Within",32,"1240"
"2279",2,"4_Among",32,"1241"
"2279",7,"1_Observed",32,"1242"
"228",2,"3_Within",26,"1243"
"228",2,"4_Among",26,"1244"
"228",0,"1_Observed",26,"1245"
"2281",1,"3_Within",6,"1246"
"2281",0,"4_Among",6,"1247"
"2281",1,"1_Observed",6,"1248"
"2282",2,"3_Within",22,"1249"
"2282",3,"1_Observed",22,"1250"
"2282",2,"4_Among",22,"1251"
"2284",7,"3_Within",42,"1252"
"2284",7,"1_Observed",42,"1253"
"2284",6,"4_Among",42,"1254"
"2288",2,"1_Observed",20,"1255"
"2288",1,"4_Among",20,"1256"
"2288",1,"3_Within",20,"1257"
"229",4,"4_Among",32,"1258"
"229",4,"1_Observed",32,"1259"
"229",4,"3_Within",32,"1260"
"2290",1,"1_Observed",18,"1261"
"2290",0,"4_Among",18,"1262"
"2290",1,"3_Within",18,"1263"
"2292",2,"4_Among",24,"1264"
"2292",8,"1_Observed",24,"1265"
"2292",3,"3_Within",24,"1266"
"2294",3,"4_Among",36,"1267"
"2294",5,"1_Observed",36,"1268"
"2294",3,"3_Within",36,"1269"
"2296",2,"1_Observed",26,"1270"
"2296",1,"4_Among",26,"1271"
"2296",1,"3_Within",26,"1272"
"230",3,"1_Observed",11,"1273"
"230",0,"4_Among",11,"1274"
"230",1,"3_Within",11,"1275"
"2302",4,"1_Observed",20,"1276"
"2302",2,"4_Among",20,"1277"
"2302",1,"3_Within",20,"1278"
"231",1,"4_Among",12,"1279"
"231",0,"1_Observed",12,"1280"
"231",0,"3_Within",12,"1281"
"2310",0,"4_Among",6,"1282"
"2310",1,"1_Observed",6,"1283"
"2310",0,"3_Within",6,"1284"
"2313",0,"4_Among",8,"1285"
"2313",0,"1_Observed",8,"1286"
"2313",0,"3_Within",8,"1287"
"2316",0,"1_Observed",19,"1288"
"2316",0,"4_Among",19,"1289"
"2316",1,"3_Within",19,"1290"
"2317",0,"1_Observed",8,"1291"
"2317",0,"4_Among",8,"1292"
"2317",0,"3_Within",8,"1293"
"2318",2,"4_Among",26,"1294"
"2318",2,"1_Observed",26,"1295"
"2318",1,"3_Within",26,"1296"
"2322",3,"4_Among",26,"1297"
"2322",2,"1_Observed",26,"1298"
"2322",3,"3_Within",26,"1299"
"2325",2,"4_Among",32,"1300"
"2325",2,"3_Within",32,"1301"
"2325",4,"1_Observed",32,"1302"
"2326",1,"4_Among",12,"1303"
"2326",0,"3_Within",12,"1304"
"2326",1,"1_Observed",12,"1305"
"233",2,"4_Among",24,"1306"
"233",2,"3_Within",24,"1307"
"233",2,"1_Observed",24,"1308"
"2330",1,"4_Among",16,"1309"
"2330",1,"3_Within",16,"1310"
"2330",3,"1_Observed",16,"1311"
"2332",1,"4_Among",20,"1312"
"2332",2,"1_Observed",20,"1313"
"2332",2,"3_Within",20,"1314"
"2334",2,"4_Among",22,"1315"
"2334",3,"1_Observed",22,"1316"
"2334",1,"3_Within",22,"1317"
"2335",19,"1_Observed",62,"1318"
"2335",9,"4_Among",62,"1319"
"2335",9,"3_Within",62,"1320"
"2337",13,"1_Observed",26,"1321"
"2337",10,"4_Among",26,"1322"
"2337",11,"3_Within",26,"1323"
"2339",3,"4_Among",24,"1324"
"2339",8,"1_Observed",24,"1325"
"2339",4,"3_Within",24,"1326"
"2345",0,"4_Among",2,"1327"
"2345",0,"1_Observed",2,"1328"
"2345",0,"3_Within",2,"1329"
"2346",5,"1_Observed",32,"1330"
"2346",4,"4_Among",32,"1331"
"2346",3,"3_Within",32,"1332"
"235",5,"4_Among",32,"1333"
"235",6,"1_Observed",32,"1334"
"235",5,"3_Within",32,"1335"
"2351",3,"1_Observed",28,"1336"
"2351",3,"4_Among",28,"1337"
"2351",4,"3_Within",28,"1338"
"2352",5,"4_Among",30,"1339"
"2352",5,"1_Observed",30,"1340"
"2352",6,"3_Within",30,"1341"
"2353",3,"4_Among",30,"1342"
"2353",6,"1_Observed",30,"1343"
"2353",3,"3_Within",30,"1344"
"2354",2,"4_Among",24,"1345"
"2354",1,"3_Within",24,"1346"
"2354",7,"1_Observed",24,"1347"
"2356",2,"4_Among",36,"1348"
"2356",3,"3_Within",36,"1349"
"2356",7,"1_Observed",36,"1350"
"236",6,"1_Observed",32,"1351"
"236",3,"4_Among",32,"1352"
"236",3,"3_Within",32,"1353"
"2361",5,"4_Among",42,"1354"
"2361",4,"3_Within",42,"1355"
"2361",3,"1_Observed",42,"1356"
"2362",1,"4_Among",19,"1357"
"2362",3,"1_Observed",19,"1358"
"2362",0,"3_Within",19,"1359"
"2363",8,"4_Among",48,"1360"
"2363",8,"1_Observed",48,"1361"
"2363",9,"3_Within",48,"1362"
"2364",2,"1_Observed",22,"1363"
"2364",1,"4_Among",22,"1364"
"2364",2,"3_Within",22,"1365"
"237",1,"1_Observed",18,"1366"
"237",1,"4_Among",18,"1367"
"237",2,"3_Within",18,"1368"
"2370",4,"1_Observed",12,"1369"
"2370",0,"4_Among",12,"1370"
"2370",2,"3_Within",12,"1371"
"2375",4,"4_Among",30,"1372"
"2375",5,"1_Observed",30,"1373"
"2375",5,"3_Within",30,"1374"
"2376",1,"4_Among",24,"1375"
"2376",1,"1_Observed",24,"1376"
"2376",0,"3_Within",24,"1377"
"238",1,"4_Among",16,"1378"
"238",0,"1_Observed",16,"1379"
"238",0,"3_Within",16,"1380"
"2382",1,"1_Observed",6,"1381"
"2382",0,"4_Among",6,"1382"
"2382",0,"3_Within",6,"1383"
"2383",0,"1_Observed",2,"1384"
"2383",0,"4_Among",2,"1385"
"2383",0,"3_Within",2,"1386"
"2384",1,"4_Among",12,"1387"
"2384",1,"1_Observed",12,"1388"
"2384",0,"3_Within",12,"1389"
"2388",0,"4_Among",14,"1390"
"2388",0,"1_Observed",14,"1391"
"2388",1,"3_Within",14,"1392"
"2389",0,"1_Observed",14,"1393"
"2389",0,"4_Among",14,"1394"
"2389",1,"3_Within",14,"1395"
"239",1,"4_Among",22,"1396"
"239",1,"1_Observed",22,"1397"
"239",2,"3_Within",22,"1398"
"2391",4,"3_Within",34,"1399"
"2391",4,"1_Observed",34,"1400"
"2391",3,"4_Among",34,"1401"
"2392",6,"1_Observed",26,"1402"
"2392",3,"3_Within",26,"1403"
"2392",3,"4_Among",26,"1404"
"2393",0,"4_Among",18,"1405"
"2393",1,"3_Within",18,"1406"
"2393",1,"1_Observed",18,"1407"
"2394",9,"3_Within",54,"1408"
"2394",7,"1_Observed",54,"1409"
"2394",8,"4_Among",54,"1410"
"2396",1,"4_Among",22,"1411"
"2396",3,"3_Within",22,"1412"
"2396",5,"1_Observed",22,"1413"
"2398",4,"1_Observed",36,"1414"
"2398",3,"4_Among",36,"1415"
"2398",6,"3_Within",36,"1416"
"240",5,"1_Observed",38,"1417"
"240",3,"4_Among",38,"1418"
"240",5,"3_Within",38,"1419"
"2401",4,"1_Observed",36,"1420"
"2401",5,"3_Within",36,"1421"
"2401",5,"4_Among",36,"1422"
"2402",1,"3_Within",18,"1423"
"2402",3,"1_Observed",18,"1424"
"2402",1,"4_Among",18,"1425"
"2403",2,"4_Among",14,"1426"
"2403",3,"3_Within",14,"1427"
"2403",5,"1_Observed",14,"1428"
"2408",5,"1_Observed",30,"1429"
"2408",5,"4_Among",30,"1430"
"2408",5,"3_Within",30,"1431"
"2409",8,"1_Observed",34,"1432"
"2409",8,"3_Within",34,"1433"
"2409",9,"4_Among",34,"1434"
"2410",4,"3_Within",30,"1435"
"2410",7,"1_Observed",30,"1436"
"2410",4,"4_Among",30,"1437"
"2415",11,"4_Among",58,"1438"
"2415",11,"3_Within",58,"1439"
"2415",14,"1_Observed",58,"1440"
"2420",6,"1_Observed",38,"1441"
"2420",6,"4_Among",38,"1442"
"2420",6,"3_Within",38,"1443"
"2424",1,"3_Within",20,"1444"
"2424",2,"4_Among",20,"1445"
"2424",4,"1_Observed",20,"1446"
"2425",0,"4_Among",22,"1447"
"2425",4,"1_Observed",22,"1448"
"2425",2,"3_Within",22,"1449"
"2441",4,"3_Within",34,"1450"
"2441",5,"1_Observed",34,"1451"
"2441",5,"4_Among",34,"1452"
"2442",3,"4_Among",20,"1453"
"2442",4,"3_Within",20,"1454"
"2442",6,"1_Observed",20,"1455"
"2444",13,"1_Observed",62,"1456"
"2444",11,"4_Among",62,"1457"
"2444",12,"3_Within",62,"1458"
"2446",3,"1_Observed",18,"1459"
"2446",1,"3_Within",18,"1460"
"2446",1,"4_Among",18,"1461"
"2448",16,"3_Within",70,"1462"
"2448",21,"1_Observed",70,"1463"
"2448",14,"4_Among",70,"1464"
"2449",4,"4_Among",24,"1465"
"2449",5,"3_Within",24,"1466"
"2449",5,"1_Observed",24,"1467"
"2450",0,"1_Observed",8,"1468"
"2450",0,"4_Among",8,"1469"
"2450",0,"3_Within",8,"1470"
"2452",0,"1_Observed",6,"1471"
"2452",1,"3_Within",6,"1472"
"2452",1,"4_Among",6,"1473"
"2453",3,"3_Within",36,"1474"
"2453",7,"1_Observed",36,"1475"
"2453",3,"4_Among",36,"1476"
"2455",12,"4_Among",50,"1477"
"2455",13,"3_Within",50,"1478"
"2455",12,"1_Observed",50,"1479"
"2456",8,"1_Observed",36,"1480"
"2456",5,"4_Among",36,"1481"
"2456",6,"3_Within",36,"1482"
"2457",0,"3_Within",4,"1483"
"2457",0,"4_Among",4,"1484"
"2457",1,"1_Observed",4,"1485"
"2459",5,"4_Among",28,"1486"
"2459",4,"1_Observed",28,"1487"
"2459",5,"3_Within",28,"1488"
"246",1,"1_Observed",18,"1489"
"246",0,"4_Among",18,"1490"
"246",1,"3_Within",18,"1491"
"2461",0,"3_Within",12,"1492"
"2461",1,"1_Observed",12,"1493"
"2461",0,"4_Among",12,"1494"
"2465",3,"4_Among",28,"1495"
"2465",3,"3_Within",28,"1496"
"2465",3,"1_Observed",28,"1497"
"2467",0,"1_Observed",4,"1498"
"2467",0,"4_Among",4,"1499"
"2467",0,"3_Within",4,"1500"
"247",3,"4_Among",34,"1501"
