"DVDRef","BroodRef","FVisit1","MVisit1","EffectiveTime","FVisit1RateH","MVisit1RateH","VisitRateDifference","TotalProRate","AlternationValue","SynchronyFeedValue","PropSynchroFemaleStart","DVDInfoChickNb","ChickAgeCat","RelTimeHrs","MFVisit1","BreedingYear","HatchingDayAfter0401","SocialMumID","SocialDadID","DadAge","MumAge","ParentsAge","MBroodNb","MPriorResidence","MnextNBsame","MwillDivorce","FBroodNb","FPriorResidence","FnextNBsame","FwillDivorce","PairID","PairBroodNb","PairIDYear","NbRinged","AvgMass","MinMass","AvgTarsus","sdMass","sdTarsus","MixedBroodYN","MeanAsim","Adev","MeanSsim","Sdev","meanDadAge","DeltaDadAge","FirstDadReproAge","LastDadReproAge","meanMumAge","DeltaMumAge","FirstMumReproAge","LastMumReproAge"
247,"544",18,17,86.3000030517578,13,12,1,25,85.3,5.9,50,3,"Age06",1.68,35,"2004",61,"860","114",3,1,2,5,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,"114860",1,"1148602004",3,21.7999998728434,19,18.6333338419596,2.55342902214223,0.404144842338789,FALSE,73.6470588235294,11.6529411764706,13,-7.1,4,-1,3,5,2.76470588235294,-1.76470588235294,1,4
250,"545",11,15,92.3,7,10,3,17,76,16,50,2,"Age06",3.52,26,"2004",61,"903","354",2,1,1.5,4,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,"354903",2,"3549032004",2,23.9499998092651,23.2999992370605,18.1000003814697,0.919239624762018,0.141421895717003,FALSE,69.28,6.72,9.52,6.48,2.5,-0.5,2,3,1.5,-0.5,1,2
252,"525",14,5,90.7999969482422,9,3,6,12,44.4,5.6,100,2,"Age10",3.68,19,"2004",57,"562","393",2,1,1.5,2,FALSE,TRUE,FALSE,2,FALSE,TRUE,FALSE,"393562",2,"3935622004",2,28.6499996185303,27,19,2.33345183843591,0.707106781186548,FALSE,50.3333333333333,-5.93333333333334,9.44444444444444,-3.84444444444444,2.4,-0.4,2,3,1,0,1,1
256,"529",24,37,91.9999969482422,16,24,8,40,68.3,15,55.6,3,"Age10",4.02,61,"2004",58,"1063","363",2,1,1.5,3,FALSE,NA,NA,1,FALSE,TRUE,TRUE,"3631063",1,"36310632004",3,22.1333332061768,18.1000003814697,18.0666662851969,3.86307248149635,1.11504886970576,FALSE,58.1,10.2,16.7833333333333,-1.78333333333333,2,0,2,2,1,0,1,1
257,"529",24,29,89.6999969482422,16,19,3,35,71.2,30.8,37.5,3,"Age10",1.52,53,"2004",58,"1063","363",2,1,1.5,3,FALSE,NA,NA,1,FALSE,TRUE,TRUE,"3631063",1,"36310632004",3,22.1333332061768,18.1000003814697,18.0666662851969,3.86307248149635,1.11504886970576,FALSE,57.0384615384615,14.1615384615385,15.5,15.3,2,0,2,2,1,0,1,1
259,"530",19,10,90.0999984741211,13,7,6,20,53.6,17.9,60,4,"Age10",1.85,29,"2004",58,"353","725",2,2,2,3,TRUE,FALSE,FALSE,5,TRUE,FALSE,FALSE,"725353",2,"7253532004",4,23.5749998092651,18.5,18.0749998092651,3.40428634738226,0.741057862569994,FALSE,54.4285714285714,-0.828571428571422,11.7142857142857,6.18571428571429,2.66666666666667,-0.666666666666667,2,3,2.66666666666667,-0.666666666666667,2,3
260,"527",18,35,90.9000030517578,12,23,11,35,65.4,19.2,40,3,"Age10",3.85,53,"2004",58,"521","1038",1,1,1,2,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,"1038521",2,"10385212004",3,21.8333333333333,19.5,17.4666665395101,3.95516507106082,0.808290156623841,FALSE,54.6153846153846,10.7846153846154,15.6730769230769,3.52692307692308,1.33333333333333,-0.333333333333333,1,2,1,0,1,1
262,"535",24,16,87.0999969482422,17,11,6,28,53.8,25.6,80,2,"Age10",1.37,40,"2004",59,"928","513",1,1,1,2,FALSE,FALSE,TRUE,2,FALSE,NA,NA,"513928",2,"5139282004",2,23.3000001907349,22.2000007629395,18.1999998092651,1.5556341093909,0.282842442734806,FALSE,61.5384615384615,-7.73846153846154,15.4358974358974,10.1641025641026,1,0,1,1,1,0,1,1
263,"536",23,11,85.3999984741211,16,8,8,24,66.7,12.1,50,4,"Age10",1.53,34,"2004",59,"1069","115",3,1,2,7,TRUE,FALSE,TRUE,2,TRUE,FALSE,TRUE,"1151069",2,"11510692004",4,18.9750003814697,14,17.6249995231628,4.12421731016052,0.6344288419478,FALSE,61.8181818181818,4.88181818181819,8.39393939393939,3.70606060606061,3.5,-0.5,3,4,1.75,-0.75,1,2
264,"532",25,22,84.9999969482422,18,16,2,34,71.7,15.2,57.1,4,"Age10",1.37,47,"2004",59,"753","822",1,1,1,1,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,"822753",1,"8227532004",4,17.2749998569489,14.8000001907349,16.75,1.88922379370193,0.568624338653553,FALSE,69.9565217391304,1.74347826086957,14.2391304347826,0.96086956521739,1,0,1,1,1,0,1,1
265,"539",12,22,84.8999969482422,8,16,8,24,48.5,9.1,0,3,"Age10",3.37,34,"2004",59,"892","4435",7,1,4,10,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,"4435892",2,"44358922004",3,20.2000001271566,19,17.8333333333333,1.58745071454777,0.585946592811511,FALSE,42.7272727272727,5.77272727272727,8.60606060606061,0.493939393939394,8.08333333333333,-1.08333333333333,7,9,2.08333333333333,-1.08333333333333,1,3
268,"538",19,16,90.1999969482422,13,11,2,24,70.6,8.8,100,3,"Age10",1.53,35,"2004",60,"704","504",1,2,1.5,2,FALSE,FALSE,TRUE,5,FALSE,FALSE,TRUE,"504704",2,"5047042004",3,19.6000003814697,18,17.6666660308838,1.60000038146975,0.550756962378237,FALSE,68.4705882352941,2.12941176470588,9.02941176470588,-0.229411764705882,1.66666666666667,-0.666666666666667,1,2,2,0,2,2
269,"537",38,20,92.3999969482422,25,13,12,38,61.4,15.8,44.4,2,"Age10",1.37,58,"2004",60,"431","356",2,2,2,4,TRUE,TRUE,FALSE,4,TRUE,TRUE,FALSE,"356431",3,"3564312004",2,25.0999994277954,24.3999996185303,18.25,0.989949223921286,1.06066017177982,FALSE,56.6666666666667,4.73333333333333,16.1052631578947,-0.305263157894736,2.71428571428571,-0.714285714285714,2,3,2.66666666666667,-0.666666666666667,2,3
270,"543",17,6,90.8000030517578,11,4,7,15,45.5,4.5,100,3,"Age10",1.37,23,"2004",60,"427","22",3,2,2.5,5,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,"22427",5,"224272004",3,26.2333335876465,25.1000003814697,18.7666664123535,1.02632023833116,0.873689916870803,FALSE,45.3636363636364,0.13636363636364,8.68181818181818,-4.18181818181818,3.75,-0.75,3,4,2.88888888888889,-0.888888888888889,2,4
274,"542",35,22,89.3,24,15,9,39,53.6,17.9,40,3,"Age10",3.7,57,"2004",60,"542","466",2,1,1.5,2,FALSE,TRUE,TRUE,1,FALSE,FALSE,TRUE,"466542",1,"4665422004",3,21.4333337148031,20.2000007629395,17.4666665395101,1.0692673410742,0.723417277702525,FALSE,62.25,-8.65,16.7857142857143,1.11428571428571,3,-1,2,4,1.6,-0.6,1,2
276,"546",30,3,87.7999969482422,21,2,19,23,18.8,9.4,33.3,1,"Age10",1.7,33,"2004",61,"832","1099",2,1,1.5,1,FALSE,NA,NA,1,FALSE,FALSE,TRUE,"1099832",1,"10998322004",1,24.1000003814697,24.1000003814697,18.2999992370605,NA,NA,FALSE,18.75,0.0500000000000007,3.28125,6.11875,2,0,2,2,1.33333333333333,-0.333333333333333,1,2
277,"549",11,18,92.6999984741211,7,12,5,19,64.3,10.7,33.3,4,"Age06",1.53,29,"2004",65,"551","251",3,1,2,2,TRUE,TRUE,FALSE,2,TRUE,NA,NA,"251551",2,"2515512004",4,20.3000001907349,18,17.7999997138977,2.0297782253148,0.80415609349507,FALSE,55.2857142857143,9.01428571428571,10.5357142857143,0.164285714285715,3.6,-0.6,3,4,1,0,1,1
278,"548",8,24,92.4000030517578,5,16,11,21,51.6,9.7,66.7,2,"Age06",1.53,32,"2004",65,"4497","4265",4,5,4.5,11,TRUE,TRUE,FALSE,12,TRUE,TRUE,FALSE,"42654497",7,"426544972004",1,22.2000007629395,22.2000007629395,18.7999992370605,NA,NA,FALSE,45.6129032258064,5.98709677419355,6.74193548387097,2.95806451612903,4.75,-0.75,4,5,5,0,5,5
281,"545",12,9,92.0999984741211,8,6,2,14,90,15,100,2,"Age10",3.7,21,"2004",61,"903","354",2,1,1.5,4,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,"354903",2,"3549032004",2,23.9499998092651,23.2999992370605,18.1000003814697,0.919239624762018,0.141421895717003,FALSE,68.4,21.6,5.55,9.45,2.5,-0.5,2,3,1.5,-0.5,1,2
290,"551",7,6,91.5000030517578,5,4,1,9,75,0,NA,1,"Age06",1.38,13,"2004",67,"309","4422",3,2,2.5,3,FALSE,FALSE,TRUE,6,TRUE,TRUE,FALSE,"4422309",1,"44223092004",0,NA,NA,NA,NA,NA,NA,71.5,3.5,3.5,-3.5,3,0,3,3,2.83333333333333,-0.833333333333333,2,3
293,"553",12,16,90.0999969482422,8,11,3,19,66.7,18.5,100,3,"Age06",1.55,28,"2004",68,"929","46",3,1,2,7,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,"46929",2,"469292004",3,24.4666665395101,23.8999996185303,19.1333332061768,0.896288764572861,0.305505379305357,FALSE,58.2962962962963,8.40370370370371,11.1851851851852,7.31481481481481,4.27272727272727,-1.27272727272727,3,6,1.6,-0.6,1,3
297,"552",12,13,92.2999969482422,8,8,0,16,58.3,4.2,0,2,"Age06",3.72,25,"2004",68,"540","383",2,1,1.5,6,FALSE,NA,NA,2,FALSE,TRUE,FALSE,"383540",2,"3835402004",2,21.1499996185303,21,17.0500001907349,0.212131494876271,0.212132843575471,FALSE,49.5833333333333,8.71666666666666,6.66666666666667,-2.46666666666667,2,0,2,2,1.66666666666667,-0.666666666666667,1,2
303,"554",11,13,92.4999969482422,7,8,1,15,78.3,4.3,0,4,"Age06",1.38,24,"2004",69,"342","421",2,2,2,3,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,"421342",1,"4213422004",3,21.5999997456868,14.3999996185303,18.2000001271566,6.23858968814243,1.90787848281178,FALSE,70.4347826086957,7.86521739130434,6.30434782608696,-2.00434782608696,2.6,-0.6,2,3,2.6,-0.6,2,3
304,"550",10,2,81.2000030517578,7,1,6,8,27.3,0,NA,1,"Age06",3.38,12,"2004",66,"980","971",1,1,1,1,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,"971980",1,"9719802004",1,23.2000007629395,23.2000007629395,18.7999992370605,NA,NA,FALSE,27.2727272727273,0.0272727272727309,0.272727272727273,-0.272727272727273,1,0,1,1,2.2,-1.2,1,3
306,"548",6,3,82.2999969482422,4,2,2,6,37.5,0,NA,1,"Age10",3.38,9,"2004",65,"4497","4265",4,5,4.5,11,TRUE,TRUE,FALSE,12,TRUE,TRUE,FALSE,"42654497",7,"426544972004",1,22.2000007629395,22.2000007629395,18.7999992370605,NA,NA,FALSE,43,-5.5,0.625,-0.625,4.75,-0.75,4,5,5,0,5,5
307,"549",25,24,92.4999969482422,16,16,0,32,60.4,22.9,54.5,4,"Age10",3.38,49,"2004",65,"551","251",3,1,2,2,TRUE,TRUE,FALSE,2,TRUE,NA,NA,"251551",2,"2515512004",4,20.3000001907349,18,17.7999997138977,2.0297782253148,0.80415609349507,FALSE,56.6666666666667,3.73333333333333,15.7291666666667,7.17083333333333,3.6,-0.6,3,4,1,0,1,1
308,"558",9,7,89.1000030517578,6,5,1,11,40,6.7,0,2,"Age06",1.72,16,"2004",70,"605","4423",3,2,2.5,3,FALSE,FALSE,TRUE,4,TRUE,TRUE,FALSE,"4423605",2,"44236052004",0,NA,NA,NA,NA,NA,NA,44.9333333333333,-4.93333333333334,9.4,-2.7,3.44444444444444,-0.444444444444445,3,4,2.33333333333333,-0.333333333333333,2,3
311,"557",13,30,88.2999984741211,9,20,11,29,45.2,9.5,75,3,"Age06",1.72,43,"2004",70,"4382","1095",1,3,2,2,TRUE,FALSE,TRUE,4,FALSE,FALSE,TRUE,"10954382",1,"109543822004",3,20.0666669209798,19.2000007629395,17.9666665395101,0.901849583976893,0.152753105869841,FALSE,47.4285714285714,-2.22857142857143,10.6904761904762,-1.19047619047619,1,0,1,1,3,0,3,3
313,"560",12,5,92.2000030517578,8,3,5,11,50,6.2,0,4,"Age06",1.72,17,"2004",71,"32","4229",4,3,3.5,7,TRUE,NA,NA,6,TRUE,FALSE,TRUE,"422932",5,"4229322004",3,22.5333334604899,20,17.5,2.23009736879187,0.866025403784439,FALSE,55.125,-5.125,3.5,2.7,4,0,4,4,3,0,3,3
319,"561",5,15,93.8000030517578,3,10,7,13,47.4,0,NA,1,"Age06",3.38,20,"2004",71,"604","4304",4,2,3,8,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,"4304604",2,"43046042004",0,NA,NA,NA,NA,NA,NA,46.9473684210526,0.452631578947368,3.1578947368421,-3.1578947368421,5.375,-1.375,4,7,2.83333333333333,-0.833333333333333,2,3
320,"553",17,13,91.6,11,9,2,20,72.4,17.2,80,3,"Age10",1.72,30,"2004",68,"929","46",3,1,2,7,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,"46929",2,"469292004",3,24.4666665395101,23.8999996185303,19.1333332061768,0.896288764572861,0.305505379305357,FALSE,56.0689655172414,16.3310344827586,9.13793103448276,8.06206896551724,4.27272727272727,-1.27272727272727,3,6,1.6,-0.6,1,3
321,"562",8,16,84.9000030517578,6,11,5,17,47.8,0,NA,4,"Age06",1.72,24,"2004",72,"4501","4417",5,4,4.5,9,TRUE,FALSE,TRUE,7,TRUE,NA,NA,"44174501",4,"441745012004",3,19.8333330154419,14.3000001907349,17.3666667938232,4.9399725357507,1.20554255426278,FALSE,54.7826086956522,-6.98260869565217,6.52173913043478,-6.52173913043478,5,0,5,5,4,0,4,4
323,"552",30,1,91.4000015258789,20,1,19,21,6.7,3.3,100,2,"Age10",1.55,31,"2004",68,"540","383",2,1,1.5,6,FALSE,NA,NA,2,FALSE,TRUE,FALSE,"383540",2,"3835402004",2,21.1499996185303,21,17.0500001907349,0.212131494876271,0.212132843575471,FALSE,6.66666666666667,0.0333333333333332,3.33333333333333,-0.0333333333333337,2,0,2,2,1.66666666666667,-0.666666666666667,1,2
329,"564",6,30,88.5999984741211,4,20,16,24,22.9,5.7,50,2,"Age06",1.53,36,"2004",72,"592","418",2,2,2,3,TRUE,FALSE,FALSE,3,TRUE,FALSE,FALSE,"418592",3,"4185922004",0,NA,NA,NA,NA,NA,NA,21.8285714285714,1.07142857142857,5.97142857142857,-0.271428571428571,3.28571428571429,-1.28571428571429,2,4,3.66666666666667,-1.66666666666667,2,5
330,"563",4,9,89.7999984741211,3,6,3,9,58.3,8.3,0,1,"Age06",1.53,13,"2004",72,"784","499",1,1,1,1,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,"499784",1,"4997842004",0,NA,NA,NA,NA,NA,NA,56.3333333333333,1.96666666666666,3.66666666666667,4.63333333333333,1,0,1,1,2.5,-1.5,1,3
333,"554",24,25,89.1999969482422,16,17,1,33,81.2,18.8,44.4,3,"Age10",3.53,49,"2004",69,"342","421",2,2,2,3,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,"421342",1,"4213422004",3,21.5999997456868,14.3999996185303,18.2000001271566,6.23858968814243,1.90787848281178,FALSE,64.25,16.95,18.2291666666667,0.570833333333333,2.6,-0.6,2,3,2.6,-0.6,2,3
334,"557",5,8,87.8,3,5,2,8,58.3,0,NA,3,"Age10",1.7,13,"2004",70,"4382","1095",1,3,2,2,TRUE,FALSE,TRUE,4,FALSE,FALSE,TRUE,"10954382",1,"109543822004",3,20.0666669209798,19.2000007629395,17.9666665395101,0.901849583976893,0.152753105869841,FALSE,43.5,14.8,3.83333333333333,-3.83333333333333,1,0,1,1,3,0,3,3
338,"560",24,4,91.9000030517578,16,3,13,19,29.6,7.4,0,3,"Age10",1.53,28,"2004",71,"32","4229",4,3,3.5,7,TRUE,NA,NA,6,TRUE,FALSE,TRUE,"422932",5,"4229322004",3,22.5333334604899,20,17.5,2.23009736879187,0.866025403784439,FALSE,29.2592592592593,0.340740740740745,4.51851851851852,2.88148148148148,4,0,4,4,3,0,3,3
344,"562",9,13,85.2000030517578,6,9,3,15,71.4,14.3,66.7,3,"Age10",1.52,22,"2004",72,"4501","4417",5,4,4.5,9,TRUE,FALSE,TRUE,7,TRUE,NA,NA,"44174501",4,"441745012004",3,19.8333330154419,14.3000001907349,17.3666667938232,4.9399725357507,1.20554255426278,FALSE,55.2380952380952,16.1619047619048,6.71428571428571,7.58571428571429,5,0,5,5,4,0,4,4
345,"565",13,12,86.8000030517578,9,8,1,17,41.7,8.3,0,3,"Age10",3.52,25,"2004",73,"4424","590",2,3,2.5,5,TRUE,TRUE,FALSE,5,TRUE,TRUE,FALSE,"5904424",4,"59044242004",3,19.0333334604899,16,17.3333333333333,3.10215018981534,0.907376710137783,FALSE,51.6666666666667,-9.96666666666666,8.41666666666667,-0.116666666666665,2,0,2,2,3.5,-0.5,3,4
346,"568",11,13,89.8999969482422,7,9,2,16,43.5,4.3,0,2,"Age06",3.52,24,"2004",76,"416","4418",5,2,3.5,9,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,"4418416",4,"44184162004",0,NA,NA,NA,NA,NA,NA,39.304347826087,4.19565217391305,6.30434782608696,-2.00434782608696,5.54545454545455,-0.545454545454546,5,6,2.54545454545455,-0.545454545454545,2,3
348,"570",15,14,92.3,10,9,1,19,75,7.1,50,2,"Age06",3.52,29,"2004",77,"371","4230",4,2,3,11,FALSE,TRUE,FALSE,6,FALSE,FALSE,TRUE,"4230371",5,"42303712004",2,22.5999994277954,21.3999996185303,18,1.69705600510783,0.707106781186548,FALSE,55.6428571428571,19.3571428571429,7.64285714285714,-0.542857142857143,4.5,-0.5,4,5,2,0,2,2
355,"575",28,12,91.2,18,8,10,26,51.3,7.7,33.3,4,"Age06",1.5,40,"2004",80,"857","4247",4,1,2.5,7,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,"4247857",2,"42478572004",3,19.1000001430511,15.1999998092651,17.1500005722046,3.78241595658769,1.17331475142021,FALSE,51.5384615384615,-0.238461538461536,12.1025641025641,-4.4025641025641,4,0,4,4,1.81818181818182,-0.818181818181818,1,3
356,"576",8,10,89.5,5,7,2,12,88.2,0,NA,2,"Age06",3.5,18,"2004",80,"284","456",2,2,2,4,FALSE,TRUE,TRUE,6,FALSE,NA,NA,"456284",3,"4562842004",2,16.6999998092651,14.3999996185303,17.25,3.25269146319793,0.63639718202728,FALSE,72.1176470588235,16.0823529411765,4.29411764705882,-4.29411764705882,2,0,2,2,2,0,2,2
358,"574",8,10,92.2,5,7,2,12,70.6,5.9,100,2,"Age06",1.33,18,"2004",79,"428","4421",3,2,2.5,2,TRUE,TRUE,FALSE,4,TRUE,TRUE,FALSE,"4421428",2,"44214282004",2,22.5,19.7000007629395,17.8000001907349,3.95979689568528,1.13137111963829,FALSE,68.1176470588235,2.48235294117646,9.76470588235294,-3.86470588235294,3.25,-0.25,3,4,2,0,2,2
359,"570",10,12,88.1000030517578,7,8,1,15,66.7,0,NA,2,"Age06",3.5,22,"2004",77,"371","4230",4,2,3,11,FALSE,TRUE,FALSE,6,FALSE,FALSE,TRUE,"4230371",5,"42303712004",2,22.5999994277954,21.3999996185303,18,1.69705600510783,0.707106781186548,FALSE,56.1904761904762,10.5095238095238,6.09523809523809,-6.09523809523809,4.5,-0.5,4,5,2,0,2,2
360,"579",6,2,91.4999969482422,4,1,3,5,28.6,14.3,100,1,"Age06",1.32,8,"2004",81,"256","132",3,2,2.5,5,FALSE,FALSE,TRUE,4,TRUE,TRUE,FALSE,"132256",2,"1322562004",1,7.59999990463257,7.59999990463257,14,NA,NA,FALSE,46,-17.4,3.57142857142857,10.7285714285714,3,0,3,3,3,-1,2,4
361,"578",12,10,92.1999969482422,8,7,1,15,66.7,9.5,50,3,"Age06",1.48,22,"2004",81,"960","650",2,1,1.5,3,TRUE,TRUE,FALSE,3,TRUE,TRUE,FALSE,"650960",3,"6509602004",2,22.5,20.7999992370605,18.25,2.40416413499365,0.353553390593274,FALSE,67.9047619047619,-1.2047619047619,9.95238095238095,-0.452380952380953,3.2,-1.2,2,4,1.5,-0.5,1,2
362,"568",2,3,87.4999984741211,1,2,1,3,75,0,NA,2,"Age10",3.65,5,"2004",76,"416","4418",5,2,3.5,9,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,"4418416",4,"44184162004",0,NA,NA,NA,NA,NA,NA,75,0,14.75,-14.75,5.54545454545455,-0.545454545454546,5,6,2.54545454545455,-0.545454545454545,2,3
363,"577",6,1,92.1999969482422,4,1,3,5,33.3,0,NA,2,"Age06",3.65,7,"2004",81,"955","591",2,1,1.5,2,FALSE,TRUE,FALSE,2,FALSE,TRUE,FALSE,"591955",2,"5919552004",0,NA,NA,NA,NA,NA,NA,33.3333333333333,-0.0333333333333314,0,0,2.5,-0.5,2,3,1,0,1,1
367,"582",14,9,91.8999969482422,9,6,3,15,63.6,0,NA,3,"Age06",1.48,23,"2004",82,"442","457",2,2,2,4,TRUE,TRUE,FALSE,6,TRUE,TRUE,FALSE,"457442",3,"4574422004",2,22.3000001907349,21.3999996185303,18.6000003814697,1.27279301535529,0.141421895717003,FALSE,55.0909090909091,8.50909090909092,5.5,-5.5,2.66666666666667,-0.666666666666667,2,3,2.66666666666667,-0.666666666666667,2,3
368,"583",23,24,86.0999969482422,16,17,1,33,63,13,83.3,3,"Age06",1.48,47,"2004",82,"512","765",1,1,1,2,FALSE,FALSE,TRUE,2,FALSE,TRUE,FALSE,"765512",2,"7655122004",3,23.4000002543132,22.5,18.9000002543132,1.38924420673348,0.519615022029028,FALSE,69.1304347826087,-6.1304347826087,13.9565217391304,-0.956521739130435,1.4,-0.4,1,2,1.4,-0.4,1,2
369,"580",14,12,78.7,11,9,2,20,68,28,57.1,3,"Age06",1.48,26,"2004",82,"913","818",1,1,1,2,TRUE,FALSE,TRUE,2,TRUE,TRUE,FALSE,"818913",2,"8189132004",2,19.8500003814697,19.1000003814697,18.25,1.06066017177982,0.353553390593274,FALSE,48.8,19.2,8.24,19.76,1.66666666666667,-0.666666666666667,1,2,1.66666666666667,-0.666666666666667,1,2
372,"575",16,4,89.9999969482422,11,3,8,14,42.1,5.3,100,4,"Age10",1.63,20,"2004",80,"857","4247",4,1,2.5,7,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,"4247857",2,"42478572004",3,19.1000001430511,15.1999998092651,17.1500005722046,3.78241595658769,1.17331475142021,FALSE,37.8947368421053,4.20526315789474,4.94736842105263,0.352631578947369,4,0,4,4,1.81818181818182,-0.818181818181818,1,3
375,"576",16,14,88.4999969482422,11,9,2,20,69,3.4,0,2,"Age10",1.47,30,"2004",80,"284","456",2,2,2,4,FALSE,TRUE,TRUE,6,FALSE,NA,NA,"456284",3,"4562842004",2,16.6999998092651,14.3999996185303,17.25,3.25269146319793,0.63639718202728,FALSE,58,11,8.72413793103448,-5.32413793103448,2,0,2,2,2,0,2,2
379,"574",14,21,92.5999984741211,9,14,5,23,32.4,11.8,25,2,"Age10",3.47,35,"2004",79,"428","4421",3,2,2.5,2,TRUE,TRUE,FALSE,4,TRUE,TRUE,FALSE,"4421428",2,"44214282004",2,22.5,19.7000007629395,17.8000001907349,3.95979689568528,1.13137111963829,FALSE,36.2941176470588,-3.89411764705883,11.0882352941176,0.711764705882354,3.25,-0.25,3,4,2,0,2,2
381,"579",12,1,85.0999984741211,8,1,7,9,16.7,0,NA,1,"Age10",1.45,13,"2004",81,"256","132",3,2,2.5,5,FALSE,FALSE,TRUE,4,TRUE,TRUE,FALSE,"132256",2,"1322562004",1,7.59999990463257,7.59999990463257,14,NA,NA,FALSE,16.6666666666667,0.033333333333335,0.833333333333333,-0.833333333333333,3,0,3,3,3,-1,2,4
382,"578",9,14,85.0999984741211,6,10,4,16,68.2,4.5,100,2,"Age10",1.45,23,"2004",81,"960","650",2,1,1.5,3,TRUE,TRUE,FALSE,3,TRUE,TRUE,FALSE,"650960",3,"6509602004",2,22.5,20.7999992370605,18.25,2.40416413499365,0.353553390593274,FALSE,60.0909090909091,8.10909090909092,6.59090909090909,-2.09090909090909,3.2,-1.2,2,4,1.5,-0.5,1,2
383,"585",10,16,93.5999984741211,6,10,4,16,68,12,0,3,"Age06",3.28,26,"2004",85,"4290","4275",4,4,4,12,FALSE,TRUE,FALSE,11,FALSE,TRUE,FALSE,"42754290",9,"427542902004",3,22.2999998728434,21,18.0666662851969,1.17898233723061,0.305505171195914,TRUE,61.84,6.16,5.68,6.32,4.54545454545455,-0.545454545454546,4,5,4.54545454545455,-0.545454545454546,4,5
388,"583",17,29,77.9999969482422,13,22,9,35,64.4,17.8,37.5,3,"Age10",1.43,46,"2004",82,"512","765",1,1,1,2,FALSE,FALSE,TRUE,2,FALSE,TRUE,FALSE,"765512",2,"7655122004",3,23.4000002543132,22.5,18.9000002543132,1.38924420673348,0.519615022029028,FALSE,57.1111111111111,7.28888888888889,14.4,3.4,1.4,-0.4,1,2,1.4,-0.4,1,2
390,"582",16,23,92.9999969482422,10,15,5,25,63.2,15.8,66.7,2,"Age10",3.43,39,"2004",82,"442","457",2,2,2,4,TRUE,TRUE,FALSE,6,TRUE,TRUE,FALSE,"457442",3,"4574422004",2,22.3000001907349,21.3999996185303,18.6000003814697,1.27279301535529,0.141421895717003,FALSE,53.8947368421053,9.30526315789474,10.7631578947368,5.03684210526316,2.66666666666667,-0.666666666666667,2,3,2.66666666666667,-0.666666666666667,2,3
391,"580",20,12,91.1999969482422,13,8,5,21,51.6,6.5,100,2,"Age10",3.43,32,"2004",82,"913","818",1,1,1,2,TRUE,FALSE,TRUE,2,TRUE,TRUE,FALSE,"818913",2,"8189132004",2,19.8500003814697,19.1000003814697,18.25,1.06066017177982,0.353553390593274,FALSE,51.6774193548387,-0.0774193548387103,7.48387096774194,-0.983870967741935,1.66666666666667,-0.666666666666667,1,2,1.66666666666667,-0.666666666666667,1,2
394,"588",7,20,90.9999984741211,5,13,8,18,42.3,3.8,100,2,"Age06",3.42,27,"2004",87,"438","11",3,2,2.5,7,TRUE,TRUE,FALSE,5,TRUE,TRUE,FALSE,"11438",5,"114382004",2,18,15,16.8500003814697,4.24264068711928,0.919238276062818,FALSE,43.3076923076923,-1.00769230769231,4.84615384615385,-1.04615384615385,3.33333333333333,-0.333333333333333,3,4,2,0,2,2
396,"587",29,16,92.0999969482422,19,10,9,29,63.6,9.1,50,3,"Age06",3.42,45,"2004",87,"76","287",2,3,2.5,4,TRUE,TRUE,FALSE,6,TRUE,TRUE,FALSE,"28776",2,"287762004",3,18,15,17.1666666666667,2.59807621135332,0.850489337164621,FALSE,62.3636363636364,1.23636363636364,10.9772727272727,-1.87727272727273,2.55555555555556,-0.555555555555555,2,3,3.33333333333333,-0.333333333333333,3,4
403,"585",16,14,91.3000030517578,11,9,2,20,72.4,10.3,33.3,3,"Age10",3.23,30,"2004",85,"4290","4275",4,4,4,12,FALSE,TRUE,FALSE,11,FALSE,TRUE,FALSE,"42754290",9,"427542902004",3,22.2999998728434,21,18.0666662851969,1.17898233723061,0.305505171195914,TRUE,66.6206896551724,5.77931034482759,8.06896551724138,2.23103448275862,4.54545454545455,-0.545454545454546,4,5,4.54545454545455,-0.545454545454546,4,5
