"ChickID","RearingBrood","NatalBrood","CrossFosteredYN","AvgOfMass","AvgOfTarsus","AvgOfAge","nMeasures","dam","sire","NbRinged","MeanA","MeanAdev","MeanAsim","MeanTotalProRate","MeanS","MeanSdev","MeanSsim","SocialMumID","SocialDadID","PairID","BreedingYear","HatchingDayAfter0401","PairBroodNb","GenPairID","ResMassTarsus_perChick"
3466,854,854,0,20.2999992370605,15.8999996185303,12,1,2691,23,2,8.5,0.95,7.55,14.1245954034764,0,-0.845,0.845,2691,23,"232691",2006,115,2,"232691",2.58157972978741
3469,854,854,0,16.3999996185303,14.8000001907349,12,1,2691,23,2,8.5,0.95,7.55,14.1245954034764,0,-0.845,0.845,2691,23,"232691",2006,115,2,"232691",1.24856746868946
3470,856,855,1,20,17.6000003814697,12,1,586,2651,5,34.5,1.05,33.45,34.8291429595308,8.5,0.55,7.95,784,417,"417784",2006,116,2,"2651586",-1.68558563101977
3475,856,856,0,25,17.8999996185303,12,1,784,417,5,34.5,1.05,33.45,34.8291429595308,8.5,0.55,7.95,784,417,"417784",2006,116,2,"417784",2.61432832410174
3476,856,856,0,20.8999996185303,16.7999992370605,12,1,784,417,5,34.5,1.05,33.45,34.8291429595308,8.5,0.55,7.95,784,417,"417784",2006,116,2,"417784",1.08131752558375
3477,856,856,0,25.1000003814697,18.7999992370605,12,1,784,417,5,34.5,1.05,33.45,34.8291429595308,8.5,0.55,7.95,784,417,"417784",2006,116,2,"417784",0.614066119897992
3478,856,856,0,22.6000003814697,18,12,1,784,417,5,34.5,1.05,33.45,34.8291429595308,8.5,0.55,7.95,784,417,"417784",2006,116,2,"417784",-0.0190347930674577
3483,857,857,0,25.5,17.7000007629395,12,1,2865,1954,2,15,1.01,13.99,22.0573217811853,3.5,0.835,2.665,2865,1954,"19542865",2006,117,1,"19542865",3.5810508703411
3484,857,857,0,25.5,18.7999992370605,12,1,2865,962,2,15,1.01,13.99,22.0573217811853,3.5,0.835,2.665,2865,1954,"19542865",2006,117,1,"9622865",1.01406573842829
3491,859,859,0,28.2999992370605,19.8999996185303,12,1,1100,1956,2,16,0.73,15.27,17.3817546704825,2.5,0.695,1.805,1100,959,"9591100",2006,118,5,"19561100",1.24707539253708
3492,859,859,0,28.6000003814697,19,12,1,1100,500,2,16,0.73,15.27,17.3817546704825,2.5,0.695,1.805,1100,959,"9591100",2006,118,5,"5001100",3.64733912261996
3495,860,860,0,24.7999992370605,18.8999996185303,12,1,2658,1956,4,40,4.92,35.08,39.7985332451457,12.5,2.68,9.82,2658,2053,"20532658",2006,119,3,"19562658",0.0807014768496626
3496,860,860,0,28.6000003814697,19,12,1,2658,2053,4,40,4.92,35.08,39.7985332451457,12.5,2.68,9.82,2658,2053,"20532658",2006,119,3,"20532658",3.64733912261996
3497,860,860,0,27.5,19.1000003814697,12,1,2658,1956,4,40,4.92,35.08,39.7985332451457,12.5,2.68,9.82,2658,2053,"20532658",2006,119,3,"19562658",2.31397524251135
3498,860,860,0,23.5,18.7999992370605,12,1,2658,2053,4,40,4.92,35.08,39.7985332451457,12.5,2.68,9.82,2658,2053,"20532658",2006,119,3,"20532658",-0.985934261571709
3499,863,861,1,25.5,18.5,12,1,338,2906,4,33,3.27,29.73,35.9384059897374,12,3.205,8.795,45,166,"16645",2006,120,13,"2906338",1.71415178330655
3502,864,862,1,22.7999992370605,19.1000003814697,12,1,843,2904,4,20,-2.62,22.62,25.9459450899379,5,0.94,4.06,1827,NA,"NA1827",2006,120,1,"2904843",-2.38602552042815
3503,864,862,1,24.5,19.1000003814697,12,1,843,2904,4,20,-2.62,22.62,25.9459450899379,5,0.94,4.06,1827,NA,"NA1827",2006,120,1,"2904843",-0.686024757488647
3504,864,862,1,26.1000003814697,19.5,12,1,843,2904,4,20,-2.62,22.62,25.9459450899379,5,0.94,4.06,1827,NA,"NA1827",2006,120,1,"2904843",-0.019473919536332
3505,864,862,1,21.5,18.6000003814697,12,1,843,2904,4,20,-2.62,22.62,25.9459450899379,5,0.94,4.06,1827,NA,"NA1827",2006,120,1,"2904843",-2.51921171533235
3507,863,863,0,26,18.5,12,1,45,166,4,33,3.27,29.73,35.9384059897374,12,3.205,8.795,45,166,"16645",2006,120,13,"16645",2.21415178330655
3508,863,863,0,26.7000007629395,17.6000003814697,12,1,45,166,4,33,3.27,29.73,35.9384059897374,12,3.205,8.795,45,166,"16645",2006,120,13,"16645",5.01441513191973
3509,863,863,0,24.2999992370605,17.3999996185303,12,1,45,166,4,33,3.27,29.73,35.9384059897374,12,3.205,8.795,45,166,"16645",2006,120,13,"16645",3.08114060331854
3511,862,864,1,28,19.2999992370605,12,1,1827,2462,4,26,4.23,21.77,23.8687425024562,7,3.125,3.875,843,2904,"2904843",2006,120,2,"24621827",2.347252696272
3512,862,864,1,26.8999996185303,19.1000003814697,12,1,1827,2462,4,26,4.23,21.77,23.8687425024562,7,3.125,3.875,843,2904,"2904843",2006,120,2,"24621827",1.71397486104165
3513,862,864,1,29.2000007629395,19.1000003814697,12,1,1827,2462,4,26,4.23,21.77,23.8687425024562,7,3.125,3.875,843,2904,"2904843",2006,120,2,"24621827",4.01397600545085
3514,862,864,1,27.7999992370605,18.8999996185303,12,1,1827,2462,4,26,4.23,21.77,23.8687425024562,7,3.125,3.875,843,2904,"2904843",2006,120,2,"24621827",3.08070147684966
3515,866,865,1,27,19.1000003814697,12,1,2405,1464,2,16,3.33,12.67,15.9146101492123,2.5,1.185,1.315,927,494,"494927",2006,121,2,"14642405",1.81397524251135
3516,866,865,1,25.2999992370605,18.8999996185303,12,1,2405,1464,2,16,3.33,12.67,15.9146101492123,2.5,1.185,1.315,927,494,"494927",2006,121,2,"14642405",0.580701476849663
3520,865,866,1,25.2999992370605,18.5,12,1,927,115,2,11.5,2.11,9.39,12.0777257307989,0.5,-0.31,0.81,2405,1464,"14642405",2006,121,1,"115927",1.51415102036705
3521,865,866,1,17.3999996185303,17.2999992370605,12,1,927,494,2,11.5,2.11,9.39,12.0777257307989,0.5,-0.31,0.81,2405,1464,"14642405",2006,121,1,"494927",-3.58549551657254
3536,871,870,1,24.7000007629395,18.2000007629395,12,1,592,418,2,12.5,0.510000000000002,11.99,14.9748502525054,2.5,1.34,1.16,860,114,"114860",2006,123,6,"418592",1.61423859112431
3537,870,870,0,25,18,12,1,592,650,4,15,2.2,12.8,26.6042452912769,3.5,0.755,2.745,592,418,"418592",2006,123,9,"650592",2.38096482546284
3538,871,870,1,26.7000007629395,18.2999992370605,12,1,592,418,2,12.5,0.510000000000002,11.99,14.9748502525054,2.5,1.34,1.16,860,114,"114860",2006,123,6,"418592",3.38087954352408
3540,870,871,1,26.2999992370605,19.2000007629395,12,1,860,114,4,15,2.2,12.8,26.6042452912769,3.5,0.755,2.745,592,418,"418592",2006,123,9,"114860",0.880610980932726
3541,870,871,1,24.1000003814697,18.8999996185303,12,1,860,114,4,15,2.2,12.8,26.6042452912769,3.5,0.755,2.745,592,418,"418592",2006,123,9,"114860",-0.619297378741136
3543,870,871,1,20.2000007629395,17.2000007629395,12,1,860,114,4,15,2.2,12.8,26.6042452912769,3.5,0.755,2.745,592,418,"418592",2006,123,9,"114860",-0.55213532456311
3630,898,898,0,22.7999992370605,17.2999992370605,12,1,927,2202,3,5,0,5,9.38417707648475,0,-0.3,0.3,927,2202,"2202927",2007,53,1,"2202927",1.81450410195767
3631,898,898,0,16.3999996185303,15.3000001907349,12,1,927,46,3,5,0,5,9.38417707648475,0,-0.3,0.3,927,2202,"2202927",2007,53,1,"46927",0.0817544265331736
3634,898,898,0,11,14.1999998092651,12,1,927,2202,3,5,0,5,9.38417707648475,0,-0.3,0.3,927,2202,"2202927",2007,53,1,"2202927",-2.75125560904541
3648,901,901,0,25.3999996185303,17,12,1,860,3394,2,26.5,4.4,22.1,23.983940778607,3.5,0.0950000000000002,3.405,860,2693,"2693860",2007,54,1,"3394860",5.11459052830572
3649,901,902,1,26.5,18.2999992370605,12,1,3050,2768,2,26.5,4.4,22.1,23.983940778607,3.5,0.0950000000000002,3.405,860,2693,"2693860",2007,54,1,"27683050",3.18087878058458
3675,909,909,0,24.6000003814697,18.2999992370605,12,1,2492,2944,3,31,2.16,28.84,33.4470989761092,9,-0.640000000000001,9.64,2492,2944,"29442492",2007,60,1,"29442492",1.28087916205428
3676,909,909,0,27.2999992370605,18.1000003814697,12,1,2492,417,3,31,2.16,28.84,33.4470989761092,9,-0.640000000000001,9.64,2492,2944,"29442492",2007,60,1,"4172492",4.44760056388444
3677,909,909,0,23.5,17.5,12,1,2492,2944,3,31,2.16,28.84,33.4470989761092,9,-0.640000000000001,9.64,2492,2944,"29442492",2007,60,1,"29442492",2.04777786761913
3686,912,912,0,26.1000003814697,18.7000007629395,12,1,3340,4304,3,24,1.42,22.58,28.4081076698557,6,0.165,5.835,3340,4304,"43043340",2007,66,1,"43043340",1.84742516749822
3687,912,912,0,25,18.6000003814697,12,1,3340,4304,3,24,1.42,22.58,28.4081076698557,6,0.165,5.835,3340,4304,"43043340",2007,66,1,"43043340",0.980788284667645
3688,912,912,0,21.5,17.7999992370605,12,1,3340,4304,3,24,1.42,22.58,28.4081076698557,6,0.165,5.835,3340,4304,"43043340",2007,66,1,"43043340",-0.652308177259126
3708,918,918,0,25.3999996185303,17.8999996185303,12,1,3350,3430,3,23.5,2.85,20.65,27.020067507341,6,2.04,3.96,3350,3430,"34303350",2007,72,2,"34303350",3.01432794263204
3710,918,917,1,22.7999992370605,18,12,1,2489,2605,3,23.5,2.85,20.65,27.020067507341,6,2.04,3.96,3350,3430,"34303350",2007,72,2,"26052489",0.180964062523341
3715,918,917,1,26.5,18.8999996185303,12,1,2489,2605,3,23.5,2.85,20.65,27.020067507341,6,2.04,3.96,3350,3430,"34303350",2007,72,2,"26052489",1.78070223978916
3717,919,919,0,22,17.5,12,1,4425,1697,2,12.5,3.07,9.43,15.6134992971099,0.5,-0.41,0.91,4425,1697,"16974425",2007,76,2,"16974425",0.547777867619132
3719,919,919,0,24.7000007629395,17.8999996185303,12,1,4425,1697,2,12.5,3.07,9.43,15.6134992971099,0.5,-0.41,0.91,4425,1697,"16974425",2007,76,2,"16974425",2.31432908704124
3722,920,920,0,22.1000003814697,19.1000003814697,12,1,4380,3285,4,29.5,0.199999999999999,29.3,43.2769250951069,12.5,3.085,9.415,4380,3285,"32854380",2007,78,2,"32854380",-3.08602437601895
3723,920,920,0,24.7000007629395,18.5,12,1,4380,3285,4,29.5,0.199999999999999,29.3,43.2769250951069,12.5,3.085,9.415,4380,3285,"32854380",2007,78,2,"32854380",0.914152546246049
3724,920,920,0,23.2000007629395,17.7999992370605,12,1,4380,661,4,29.5,0.199999999999999,29.3,43.2769250951069,12.5,3.085,9.415,4380,3285,"32854380",2007,78,2,"6614380",1.04769258568037
3725,920,920,0,21,18.5,12,1,4380,3285,4,29.5,0.199999999999999,29.3,43.2769250951069,12.5,3.085,9.415,4380,3285,"32854380",2007,78,2,"32854380",-2.78584821669345
3727,921,921,0,14.8999996185303,16.1000003814697,12,1,3507,3442,4,24,4.12,19.88,26.8287870945922,6.5,1.46,5.04,3507,3442,"34423507",2007,79,2,"34423507",-3.2851468860206
3728,921,921,0,22.6000003814697,17.1000003814697,12,1,3507,3442,4,24,4.12,19.88,26.8287870945922,6.5,1.46,5.04,3507,3442,"34423507",2007,79,2,"34423507",2.08122779260622
3729,921,921,0,13.1999998092651,14.6000003814697,12,1,3507,3442,4,24,4.12,19.88,26.8287870945922,6.5,1.46,5.04,3507,3442,"34423507",2007,79,2,"34423507",-1.48470756881692
3730,921,921,0,21.5,16.8999996185303,12,1,3507,3442,4,24,4.12,19.88,26.8287870945922,6.5,1.46,5.04,3507,3442,"34423507",2007,79,2,"34423507",1.44795440841433
3737,923,923,0,27.7000007629395,19.1000003814697,12,1,2004,417,2,11.5,0.56,10.94,20.9092191467352,3,0.87,2.13,2004,417,"4172004",2007,80,2,"4172004",2.51397600545085
3738,923,923,0,25,18.3999996185303,12,1,2004,417,2,11.5,0.56,10.94,20.9092191467352,3,0.87,2.13,2004,417,"4172004",2007,80,2,"4172004",1.44751528194545
3743,925,925,0,24.2999992370605,17.7000007629395,12,1,3427,2453,3,38,2.69,35.31,42.0952380952381,10,-0.455,10.455,3427,2453,"24533427",2007,81,1,"24533427",2.3810501074016
3745,925,925,0,24,18.6000003814697,12,1,3427,2651,3,38,2.69,35.31,42.0952380952381,10,-0.455,10.455,3427,2453,"24533427",2007,81,1,"26513427",-0.0192117153323552
3746,925,925,0,22.2999992370605,17.2999992370605,12,1,3427,2453,3,38,2.69,35.31,42.0952380952381,10,-0.455,10.455,3427,2453,"24533427",2007,81,1,"24533427",1.31450410195767
3751,926,927,1,21.3999996185303,18.2999992370605,12,1,1100,4390,2,11.5,0.00999999999999979,11.49,17.3723897911833,3,1.225,1.775,2166,3460,"34602166",2007,83,1,"43901100",-1.91912160088512
3752,926,927,1,23.2000007629395,17.8999996185303,12,1,1100,3460,2,11.5,0.00999999999999979,11.49,17.3723897911833,3,1.225,1.775,2166,3460,"34602166",2007,83,1,"34601100",0.814329087041244
3760,929,929,0,24.2999992370605,17.3999996185303,12,1,2840,46,3,17.5,0.439999999999998,17.06,19.7676502296917,3,0.955,2.045,2840,46,"462840",2007,85,2,"462840",3.08114060331854
3761,929,929,0,24.7000007629395,17.7999992370605,12,1,2840,46,3,17.5,0.439999999999998,17.06,19.7676502296917,3,0.955,2.045,2840,46,"462840",2007,85,2,"462840",2.54769258568037
3762,929,929,0,22.5,16.3999996185303,12,1,2840,46,3,17.5,0.439999999999998,17.06,19.7676502296917,3,0.955,2.045,2840,46,"462840",2007,85,2,"462840",3.61476745057062
3777,932,933,1,19.7999992370605,16.7999992370605,12,1,3429,3359,3,22,1.22,20.78,18.9058870219591,2,-0.5,2.5,3475,3450,"34503475",2007,87,1,"33593429",-0.0186828558860433
3778,932,933,1,17.7000007629395,16.2000007629395,12,1,3429,3359,3,22,1.22,20.78,18.9058870219591,2,-0.5,2.5,3475,3450,"34503475",2007,87,1,"33593429",-0.718509240250527
3779,932,933,1,13.1000003814697,16.2999992370605,12,1,3429,3359,3,22,1.22,20.78,18.9058870219591,2,-0.5,2.5,3475,3450,"34503475",2007,87,1,"33593429",-5.55186866932055
3787,935,935,0,25.1000003814697,18.8999996185303,12,1,3395,2173,3,20.5,1.05,19.45,27.4000236191711,5.5,2.025,3.475,3395,2173,"21733395",2007,90,2,"21733395",0.380702621258864
3788,935,935,0,24.1000003814697,18.6000003814697,12,1,3395,2173,3,20.5,1.05,19.45,27.4000236191711,5.5,2.025,3.475,3395,2173,"21733395",2007,90,2,"21733395",0.0807886661373465
3789,935,935,0,20.7000007629395,17.8999996185303,12,1,3395,2944,3,20.5,1.05,19.45,27.4000236191711,5.5,2.025,3.475,3395,2173,"21733395",2007,90,2,"29443395",-1.68567091295876
3797,937,937,0,28.2000007629395,19.2999992370605,12,1,860,3394,1,12.5,2.29,10.21,11.4079105455375,0.5,-0.105,0.605,860,2693,"2693860",2007,91,2,"3394860",2.5472534592115
3802,938,938,0,21.3999996185303,18,12,1,3516,2453,3,5.5,0.21,5.29,15.0515265997929,0.5,0.065,0.435,3516,2453,"24533516",2007,93,1,"24533516",-1.21903555600686
3803,938,938,0,11.5,16.2999992370605,12,1,3516,2453,3,5.5,0.21,5.29,15.0515265997929,0.5,0.065,0.435,3516,2453,"24533516",2007,93,1,"24533516",-7.15186905079025
3804,938,938,0,14.1000003814697,15.8999996185303,12,1,3516,2453,3,5.5,0.21,5.29,15.0515265997929,0.5,0.065,0.435,3516,2453,"24533516",2007,93,1,"24533516",-3.61841912580339
3826,944,943,1,19.7000007629395,15.1000003814697,12,1,3050,2768,3,19,-1.56,20.56,27.8658257638851,5,0.59,4.41,586,2651,"2651586",2007,99,3,"27683050",3.84848034270119
3827,944,943,1,22.1000003814697,17.7000007629395,12,1,3050,2768,3,19,-1.56,20.56,27.8658257638851,5,0.59,4.41,586,2651,"2651586",2007,99,3,"27683050",0.181051251810801
3828,944,943,1,26.7000007629395,17.8999996185303,12,1,3050,2768,3,19,-1.56,20.56,27.8658257638851,5,0.59,4.41,586,2651,"2651586",2007,99,3,"27683050",4.31432908704125
3844,947,947,0,22.2999992370605,17.6000003814697,12,1,592,3311,1,7.5,-0.99,8.49,10.9820321041317,1.5,0.52,0.98,592,3311,"3311592",2007,101,1,"3311592",0.614413606040728
3849,948,948,0,25.3999996185303,19.5,12,1,3536,2542,2,17,4.35,12.65,16.3343509843141,2,0.405,1.595,3536,2542,"25423536",2007,105,2,"25423536",-0.719474682475735
3850,948,948,0,28,20,12,1,3536,2542,2,17,4.35,12.65,16.3343509843141,2,0.405,1.595,3536,2542,"25423536",2007,105,2,"25423536",0.713712656837676
3861,951,951,0,21.6000003814697,19.1000003814697,12,1,2489,2605,2,8,0.0299999999999994,7.97,13.5125714919438,0.5,-0.225,0.725,2489,2605,"26052489",2007,111,2,"26052489",-3.58602437601895
3862,951,951,0,23.2999992370605,18.5,12,1,2489,2605,2,8,0.0299999999999994,7.97,13.5125714919438,0.5,-0.225,0.725,2489,2605,"26052489",2007,111,2,"26052489",-0.48584897963295
3879,955,955,0,24.6000003814697,17.2999992370605,12,1,3555,3370,2,10.5,-0.19,10.69,16.2790289674181,3.5,1.875,1.625,3555,3370,"33703555",2007,117,1,"33703555",3.61450524636687
3880,955,955,0,21.6000003814697,17.6000003814697,12,1,3555,3370,2,10.5,-0.19,10.69,16.2790289674181,3.5,1.875,1.625,3555,3370,"33703555",2007,117,1,"33703555",-0.0855852495500708
3887,957,957,0,23.3999996185303,20.2000007629395,12,1,1100,3460,3,13,0.609999999999999,12.39,16.1842686699072,1.5,0.14,1.36,1100,3460,"34601100",2007,120,2,"34601100",-4.35301472191006
3888,957,957,0,25.8999996185303,18.7999992370605,12,1,1100,3460,3,13,0.609999999999999,12.39,16.1842686699072,1.5,0.14,1.36,1100,3460,"34601100",2007,120,2,"34601100",1.41406535695859
3889,957,957,0,22.6000003814697,18.2000007629395,12,1,1100,3460,3,13,0.609999999999999,12.39,16.1842686699072,1.5,0.14,1.36,1100,3460,"34601100",2007,120,2,"34601100",-0.48576179034549
3906,960,960,0,24.6000003814697,18.6000003814697,12,1,860,3312,5,36,3.02,32.98,40.0878354377241,13,3.325,9.675,860,2693,"2693860",2007,122,3,"3312860",0.580788666137347
3907,960,960,0,23.8999996185303,18.1000003814697,12,1,860,2693,5,36,3.02,32.98,40.0878354377241,13,3.325,9.675,860,2693,"2693860",2007,122,3,"2693860",1.04760094535423
3908,960,961,1,24.6000003814697,18,12,1,3507,661,5,36,3.02,32.98,40.0878354377241,13,3.325,9.675,860,2693,"2693860",2007,122,3,"6613507",1.98096520693254
3909,960,961,1,20.3999996185303,16.7999992370605,12,1,3507,3442,5,36,3.02,32.98,40.0878354377241,13,3.325,9.675,860,2693,"2693860",2007,122,3,"34423507",0.581317525583754
3910,960,961,1,21.5,17.5,12,1,3507,3442,5,36,3.02,32.98,40.0878354377241,13,3.325,9.675,860,2693,"2693860",2007,122,3,"34423507",0.0477778676191321
3948,970,969,1,17.2000007629395,16.2000007629395,12,1,3341,3496,1,11.5,-0.0500000000000007,11.55,16.3404894074997,1.5,-0.00499999999999989,1.505,3404,1697,"16973404",2007,126,3,"34963341",-1.21850924025053
3996,981,981,0,20.8999996185303,17.7000007629395,12,1,4380,3285,4,33,2.06666666666667,30.9333333333333,36.5108140102465,9.66666666666667,0.946666666666665,8.72,4380,3285,"32854380",2008,28,5,"32854380",-1.0189495111286
3997,981,981,0,9.10000038146973,14,12,1,4380,3285,4,33,2.06666666666667,30.9333333333333,36.5108140102465,9.66666666666667,0.946666666666665,8.72,4380,3285,"32854380",2008,28,5,"32854380",-4.1845304558171
3998,981,981,0,20.6000003814697,17.1000003814697,12,1,4380,3285,4,33,2.06666666666667,30.9333333333333,36.5108140102465,9.66666666666667,0.946666666666665,8.72,4380,3285,"32854380",2008,28,5,"32854380",0.0812277926062206
3999,981,981,0,17.2999992370605,16.1000003814697,12,1,4380,3285,4,33,2.06666666666667,30.9333333333333,36.5108140102465,9.66666666666667,0.946666666666665,8.72,4380,3285,"32854380",2008,28,5,"32854380",-0.885147267490398
4022,986,986,0,22.7999992370605,19,12,1,2004,3359,2,16.6666666666667,1.77333333333334,14.8933333333333,21.0309311552414,2.33333333333333,0.0699999999999998,2.26333333333333,2004,NA,"NA2004",2008,51,1,"33592004",-2.15266202178924
4023,986,986,0,23.3999996185303,18.6000003814697,12,1,2004,3370,2,16.6666666666667,1.77333333333334,14.8933333333333,21.0309311552414,2.33333333333333,0.0699999999999998,2.26333333333333,2004,NA,"NA2004",2008,51,1,"33702004",-0.619212096802057
4031,989,989,0,19.8999996185303,15.8000001907349,12,1,927,2202,3,16.6666666666667,1.20666666666667,15.46,15.8502006928675,2.33333333333333,0.553333333333333,1.78,927,2202,"2202927",2008,57,2,"2202927",2.41494138437688
4033,989,989,0,21.2999992370605,17,12,1,927,2202,3,16.6666666666667,1.20666666666667,15.46,15.8502006928675,2.33333333333333,0.553333333333333,1.78,927,2202,"2202927",2008,57,2,"2202927",1.01459014683592
4034,989,989,0,21.6000003814697,16.2000007629395,12,1,927,2202,3,16.6666666666667,1.20666666666667,15.46,15.8502006928675,2.33333333333333,0.553333333333333,1.78,927,2202,"2202927",2008,57,2,"2202927",3.18149037827967
4046,992,992,0,24.2999992370605,18.3999996185303,12,1,3302,2651,5,31,-1.69333333333334,32.6933333333333,36.3433981483051,10.6666666666667,0.666666666666666,10,3302,2651,"26513302",2008,66,1,"26513302",0.747514519005955
4047,992,992,0,22,19.1000003814697,12,1,3302,2651,5,31,-1.69333333333334,32.6933333333333,36.3433981483051,10.6666666666667,0.666666666666666,10,3302,2651,"26513302",2008,66,1,"26513302",-3.18602475748865
4048,992,992,0,22.6000003814697,19.2999992370605,12,1,3302,2651,5,31,-1.69333333333334,32.6933333333333,36.3433981483051,10.6666666666667,0.666666666666666,10,3302,2651,"26513302",2008,66,1,"26513302",-3.0527469222583
4049,992,992,0,22.5,19.1000003814697,12,1,3302,2651,5,31,-1.69333333333334,32.6933333333333,36.3433981483051,10.6666666666667,0.666666666666666,10,3302,2651,"26513302",2008,66,1,"26513302",-2.68602475748865
4050,992,992,0,20.6000003814697,18.2999992370605,12,1,3302,2651,5,31,-1.69333333333334,32.6933333333333,36.3433981483051,10.6666666666667,0.666666666666666,10,3302,2651,"26513302",2008,66,1,"26513302",-2.71912083794572
4067,996,996,0,24.1000003814697,17.2999992370605,12,1,3050,3496,5,37.3333333333333,2.95333333333334,34.38,41.8602713147601,13.6666666666667,2.68333333333333,10.9833333333333,3050,3496,"34963050",2008,83,2,"34963050",3.11450524636687
4068,996,996,0,22.5,18,12,1,3050,3496,5,37.3333333333333,2.95333333333334,34.38,41.8602713147601,13.6666666666667,2.68333333333333,10.9833333333333,3050,3496,"34963050",2008,83,2,"34963050",-0.119035174537159
4069,996,996,0,23.6000003814697,16.5,12,1,3050,3496,5,37.3333333333333,2.95333333333334,34.38,41.8602713147601,13.6666666666667,2.68333333333333,10.9833333333333,3050,3496,"34963050",2008,83,2,"34963050",4.48140433340142
4070,996,996,0,20.5,15.5,12,1,3050,3496,5,37.3333333333333,2.95333333333334,34.38,41.8602713147601,13.6666666666667,2.68333333333333,10.9833333333333,3050,3496,"34963050",2008,83,2,"34963050",3.7150300362443
4071,996,996,0,21.6000003814697,16,12,1,3050,3496,5,37.3333333333333,2.95333333333334,34.38,41.8602713147601,13.6666666666667,2.68333333333333,10.9833333333333,3050,3496,"34963050",2008,83,2,"34963050",3.64821737555771
4081,1001,1001,0,24.6000003814697,19.3999996185303,12,1,3760,2605,4,24,3.00666666666667,20.9933333333333,27.3873984781211,5.33333333333333,0.18,5.15333333333333,3760,2605,"26053760",2008,99,2,"26053760",-1.28611042089743
4082,1001,1001,0,21.7000007629395,18.7000007629395,12,1,3760,2605,4,24,3.00666666666667,20.9933333333333,27.3873984781211,5.33333333333333,0.18,5.15333333333333,3760,2605,"26053760",2008,99,2,"26053760",-2.55257445103198
4083,1001,1001,0,23.6000003814697,18.2999992370605,12,1,3760,2605,4,24,3.00666666666667,20.9933333333333,27.3873984781211,5.33333333333333,0.18,5.15333333333333,3760,2605,"26053760",2008,99,2,"26053760",0.280879162054284
4084,1001,1001,0,22.2999992370605,17.7000007629395,12,1,3760,2605,4,24,3.00666666666667,20.9933333333333,27.3873984781211,5.33333333333333,0.18,5.15333333333333,3760,2605,"26053760",2008,99,2,"26053760",0.3810501074016
4096,1002,1002,0,20.7000007629395,14.6000003814697,12,1,4380,3285,2,11.3333333333333,1.36666666666667,9.96666666666667,16.260545934525,1.33333333333333,0.42,0.913333333333333,4380,3285,"32854380",2008,105,7,"32854380",6.01529338485748
4098,1002,1002,0,25.1000003814697,17.1000003814697,12,1,4380,2651,2,11.3333333333333,1.36666666666667,9.96666666666667,16.260545934525,1.33333333333333,0.42,0.913333333333333,4380,3285,"32854380",2008,105,7,"26514380",4.58122779260622
4108,1005,1005,0,25.7999992370605,17.7999992370605,12,1,3302,3359,4,16.3333333333333,0.94,15.3933333333333,18.4317003177825,2.33333333333333,0.43,1.90333333333333,3302,3359,"33593302",2008,123,2,"33593302",3.64769105980137
4109,1005,1005,0,20.2999992370605,16.8999996185303,12,1,3302,3359,4,16.3333333333333,0.94,15.3933333333333,18.4317003177825,2.33333333333333,0.43,1.90333333333333,3302,3359,"33593302",2008,123,2,"33593302",0.247953645474829
4110,1005,1005,0,19.5,17.5,12,1,3302,3359,4,16.3333333333333,0.94,15.3933333333333,18.4317003177825,2.33333333333333,0.43,1.90333333333333,3302,3359,"33593302",2008,123,2,"33593302",-1.95222213238087
4111,1005,1005,0,12.1000003814697,14.1000003814697,12,1,3302,3359,4,16.3333333333333,0.94,15.3933333333333,18.4317003177825,2.33333333333333,0.43,1.90333333333333,3302,3359,"33593302",2008,123,2,"33593302",-1.41789395445603
4542,1077,1077,0,15,15.5,12,1,4510,4072,3,17,2.18,14.82,16.1660293917492,2.66666666666667,0.233333333333333,2.43333333333333,4510,4072,"40724510",2009,31,1,"40724510",-1.7849699637557
4543,1077,1077,0,12.8999996185303,14.1999998092651,12,1,4510,4072,3,17,2.18,14.82,16.1660293917492,2.66666666666667,0.233333333333333,2.43333333333333,4510,4072,"40724510",2009,31,1,"40724510",-0.851255990515106
4544,1077,1077,0,11.1000003814697,14,12,1,4510,4072,3,17,2.18,14.82,16.1660293917492,2.66666666666667,0.233333333333333,2.43333333333333,4510,4072,"40724510",2009,31,1,"40724510",-2.18453045581713
4547,1078,1078,0,21.5,16.5,12,1,3050,3496,2,9.66666666666667,0.613333333333333,9.05333333333333,14.5692504334831,1,0.0966666666666667,0.903333333333333,3050,3496,"34963050",2009,31,4,"34963050",2.38140395193171
4548,1078,1078,0,20.7000007629395,15.8000001907349,12,1,3050,3496,2,9.66666666666667,0.613333333333333,9.05333333333333,14.5692504334831,1,0.0966666666666667,0.903333333333333,3050,3496,"34963050",2009,31,4,"34963050",3.21494252878608
4558,1081,1081,0,7.80000019073486,13.3999996185303,12,1,4511,4509,2,10.3333333333333,0.84,9.49333333333333,11.0299481408126,0.666666666666667,0.16,0.506666666666667,4511,4509,"45094511",2009,36,1,"45094511",-4.08435410575678
4560,1081,1081,0,13.1000003814697,15,12,1,4511,4509,2,10.3333333333333,0.84,9.49333333333333,11.0299481408126,0.666666666666667,0.16,0.506666666666667,4511,4509,"45094511",2009,36,1,"45094511",-2.51815654012971
4573,1083,1084,1,21.7999992370605,17.1000003814697,12,1,3302,2605,2,14.3333333333333,1.76666666666667,12.5666666666667,13.8756528402433,1.66666666666667,-0.0433333333333332,1.71,4110,3370,"33704110",2009,43,1,"26053302",1.28122664819702
