"ChickID","RearingBrood","NatalBrood","CrossFosteredYN","AvgOfMass","AvgOfTarsus","AvgOfAge","nMeasures","dam","sire","NbRinged","MeanA","MeanAdev","MeanAsim","MeanTotalProRate","MeanS","MeanSdev","MeanSsim","SocialMumID","SocialDadID","PairID","BreedingYear","HatchingDayAfter0401","PairBroodNb","GenPairID","ResMassTarsus_perChick"
5503,1309,1310,1,25.1000003814697,18,12,1,4744,4098,3,13.5,0.720000000000001,12.78,19.6814671814671,3.5,1.11,2.39,4037,4649,"46494037",2011,94,2,"40984744",2.48096520693254
5504,1309,1310,1,26,18.2999992370605,12,1,4744,4649,3,13.5,0.720000000000001,12.78,19.6814671814671,3.5,1.11,2.39,4037,4649,"46494037",2011,94,2,"46494744",2.68087878058458
5509,1311,1311,0,21.1000003814697,17.8999996185303,12,1,4723,3684,3,14,1.38,12.62,27.5525605777494,4.5,0.99,3.51,4723,3684,"36844723",2011,96,2,"36844723",-1.28567129442855
5510,1311,1311,0,25.3999996185303,18.7999992370605,12,1,4723,3684,3,14,1.38,12.62,27.5525605777494,4.5,0.99,3.51,4723,3684,"36844723",2011,96,2,"36844723",0.914065356958589
5511,1311,1311,0,25.5,18.8999996185303,12,1,4723,5024,3,14,1.38,12.62,27.5525605777494,4.5,0.99,3.51,4723,3684,"36844723",2011,96,2,"50244723",0.780702239789162
5515,1313,1312,1,20.6000003814697,16.8999996185303,12,1,4989,4975,3,12,0.66,11.34,17.9457325934734,1.5,-0.34,1.84,4965,4812,"48124965",2011,93,2,"49754989",0.54795478988403
5516,1313,1312,1,18,16.3999996185303,12,1,4989,5623,3,12,0.66,11.34,17.9457325934734,1.5,-0.34,1.84,4965,4812,"48124965",2011,93,2,"56234989",-0.885232549429381
5517,1313,1312,1,22.1000003814697,17.6000003814697,12,1,4989,NA,3,12,0.66,11.34,17.9457325934734,1.5,-0.34,1.84,4965,4812,"48124965",2011,93,2,"NA4989",0.414414750449929
5523,1314,1314,0,19.7999992370605,17.2000007629395,12,1,4854,4907,3,34.5,7.81,26.69,37.4153481733427,13.5,4.745,8.755,4854,4907,"49074854",2011,97,3,"49074854",-0.952136850442109
5524,1314,1314,0,13.1000003814697,16.6000003814697,12,1,4854,4907,3,34.5,7.81,26.69,37.4153481733427,13.5,4.745,8.755,4854,4907,"49074854",2011,97,3,"49074854",-6.25195916523749
5525,1314,1314,0,24.2999992370605,17.7000007629395,12,1,4854,4907,3,34.5,7.81,26.69,37.4153481733427,13.5,4.745,8.755,4854,4907,"49074854",2011,97,3,"49074854",2.3810501074016
5526,1315,1315,0,26.2999992370605,19.3999996185303,12,1,4380,3684,2,23,6.26,16.74,23.8814277134632,6,2.68,3.32,4380,3684,"36844380",2011,98,4,"36844380",0.413888434693372
5527,1315,1315,0,25.3999996185303,18.7000007629395,12,1,4380,3684,2,23,6.26,16.74,23.8814277134632,6,2.68,3.32,4380,3684,"36844380",2011,98,4,"36844380",1.14742440455881
5530,1319,1319,0,25,18.8999996185303,13,1,4078,4071,4,27.5,0.190000000000001,27.31,36.9882618793548,8.5,0.61,7.89,4078,4071,"40714078",2011,105,6,"40714078",0.280702239789162
5531,1319,1319,0,23.1000003814697,18.3999996185303,13,1,4078,4071,4,27.5,0.190000000000001,27.31,36.9882618793548,8.5,0.61,7.89,4078,4071,"40714078",2011,105,6,"40714078",-0.452484336584844
5532,1320,1320,0,21.7999992370605,18.2000007629395,12,1,4965,NA,3,20.5,1.29,19.21,23.5887800677065,2.5,-0.92,3.42,4084,4757,"47574084",2011,105,6,"NA4965",-1.28576293475469
5533,1320,1320,0,23.7999992370605,18.3999996185303,12,1,4084,5062,3,20.5,1.29,19.21,23.5887800677065,2.5,-0.92,3.42,4084,4757,"47574084",2011,105,6,"50624084",0.247514519005955
5534,1320,1320,0,23.6000003814697,18.7000007629395,12,1,4084,4757,3,20.5,1.29,19.21,23.5887800677065,2.5,-0.92,3.42,4084,4757,"47574084",2011,105,6,"47574084",-0.652574832501782
5536,1321,1321,0,21.8999996185303,NA,12,1,5025,5044,2,14,1.31,12.69,15.8415058525783,1.5,0.325,1.175,5025,5044,"50445025",2011,106,1,"50445025",NA
5537,1321,1321,0,22.1000003814697,NA,12,1,5025,4757,2,14,1.31,12.69,15.8415058525783,1.5,0.325,1.175,5025,5044,"50445025",2011,106,1,"47575025",NA
5538,1319,1322,1,24.7999992370605,17.2999992370605,13,1,5066,4673,4,27.5,0.190000000000001,27.31,36.9882618793548,8.5,0.61,7.89,4078,4071,"40714078",2011,105,6,"46735066",3.81450410195767
5539,1319,1322,1,26.5,18.3999996185303,13,1,5066,4673,4,27.5,0.190000000000001,27.31,36.9882618793548,8.5,0.61,7.89,4078,4071,"40714078",2011,105,6,"46735066",2.94751528194545
5543,1324,1323,1,22.3999996185303,18.2999992370605,12,1,4873,4960,3,30,6.82,23.18,28,7,2.08,4.92,4972,4673,"46734972",2011,109,3,"49604873",-0.91912160088512
5544,1324,1323,1,14.8999996185303,NA,11,1,4873,4960,3,30,6.82,23.18,28,7,2.08,4.92,4972,4673,"46734972",2011,109,3,"49604873",NA
5545,1324,1323,1,15.1000003814697,16.7000007629395,12,1,4873,4960,3,30,6.82,23.18,28,7,2.08,4.92,4972,4673,"46734972",2011,109,3,"49604873",-4.48532266387662
5547,1323,1324,1,25.2999992370605,18.8999996185303,12,1,4972,4757,3,21.5,1.43,20.07,31.28007852077,5.5,0.24,5.26,4873,4960,"49604873",2011,109,3,"47574972",0.580701476849663
5548,1323,1324,1,22.7999992370605,19.1000003814697,12,1,4972,4757,3,21.5,1.43,20.07,31.28007852077,5.5,0.24,5.26,4873,4960,"49604873",2011,109,3,"47574972",-2.38602552042815
5549,1323,1324,1,23,18.2000007629395,12,1,4972,4757,3,21.5,1.43,20.07,31.28007852077,5.5,0.24,5.26,4873,4960,"49604873",2011,109,3,"47574972",-0.0857621718151922
5550,1326,1325,1,26.7000007629395,19.2000007629395,12,1,4062,4737,3,14,1.08,12.92,12.7374301675978,1,0.18,0.82,4663,4512,"45124663",2011,109,3,"47374062",1.28061250681172
5551,1326,1325,1,25.2000007629395,18.8999996185303,12,1,4062,4895,3,14,1.08,12.92,12.7374301675978,1,0.18,0.82,4663,4512,"45124663",2011,109,3,"48954062",0.480703002728661
5553,1326,1325,1,11.3999996185303,14.5,12,1,4062,4895,3,14,1.08,12.92,12.7374301675978,1,0.18,0.82,4663,4512,"45124663",2011,109,3,"48954062",-3.05134426091282
5554,1325,1326,1,25,18.8999996185303,12,1,4663,4512,4,19.5,-0.59,20.09,31.1073825503356,6.5,1.195,5.305,4062,4895,"48954062",2011,109,3,"45124663",0.280702239789162
5555,1325,1326,1,24.7999992370605,18.3999996185303,12,1,4663,5676,4,19.5,-0.59,20.09,31.1073825503356,6.5,1.195,5.305,4062,4895,"48954062",2011,109,3,"56764663",1.24751451900595
5556,1325,1326,1,25.3999996185303,19,12,1,4663,5623,4,19.5,-0.59,20.09,31.1073825503356,6.5,1.195,5.305,4062,4895,"48954062",2011,109,3,"56234663",0.447338359680556
5557,1325,1326,1,25.7000007629395,19.2999992370605,12,1,4663,4512,4,19.5,-0.59,20.09,31.1073825503356,6.5,1.195,5.305,4062,4895,"48954062",2011,109,3,"45124663",0.0472534592114983
5558,1328,1327,1,21.8999996185303,18.2999992370605,12,1,4967,4071,3,18.5,0.77,17.73,30.2868248871291,7.5,2.535,4.965,4049,4753,"47534049",2011,109,3,"40714967",-1.41912160088512
5559,1328,1327,1,15.6999998092651,18,12,1,4967,4768,3,18.5,0.77,17.73,30.2868248871291,7.5,2.535,4.965,4049,4753,"47534049",2011,109,3,"47684967",-6.91903536527206
5560,1328,1327,1,17,17.5,12,1,4967,4768,3,18.5,0.77,17.73,30.2868248871291,7.5,2.535,4.965,4049,4753,"47534049",2011,109,3,"47684967",-4.45222213238087
5562,1327,1327,0,17.7999992370605,17.7999992370605,12,1,4967,4768,3,19,1.53,17.47,24.867325575734,3.5,0.45,3.05,4967,4768,"47684967",2011,109,2,"47684967",-4.35230894019863
5564,1327,1328,1,23.2000007629395,18.7000007629395,12,1,4049,4119,3,19,1.53,17.47,24.867325575734,3.5,0.45,3.05,4967,4768,"47684967",2011,109,2,"41194049",-1.05257445103198
5565,1327,1328,1,24.6000003814697,18.2999992370605,12,1,4049,5623,3,19,1.53,17.47,24.867325575734,3.5,0.45,3.05,4967,4768,"47684967",2011,109,2,"56234049",1.28087916205428
5567,1329,1329,0,25.6000003814697,18.7000007629395,12,1,5008,5871,1,7.5,0.199999999999999,7.3,11.0453061012908,0.5,0.25,0.25,5008,NA,"NA5008",2011,109,1,"58715008",1.34742516749822
5568,1331,1330,1,21.1000003814697,16.2000007629395,12,1,4905,4914,2,9.5,0.77,8.73,9.39101153537122,1,0.68,0.32,4898,4616,"46164898",2011,110,2,"49144905",2.68149037827967
5569,1331,1330,1,20.2999992370605,16,12,1,4905,4109,2,9.5,0.77,8.73,9.39101153537122,1,0.68,0.32,4898,4616,"46164898",2011,110,2,"41094905",2.34821623114851
5571,1330,1331,1,25.2000007629395,18.5,12,1,4898,4616,2,13,1.05,11.95,13.5639324602929,2.5,1.4,1.1,4905,4109,"41094905",2011,110,3,"46164898",1.41415254624605
5572,1330,1331,1,24.2000007629395,18.1000003814697,12,1,4898,4616,2,13,1.05,11.95,13.5639324602929,2.5,1.4,1.1,4905,4109,"41094905",2011,110,3,"46164898",1.34760208976344
5579,1334,1334,0,20.1000003814697,15.3999996185303,12,1,4110,4722,2,13,1.25,11.75,13.7939298081647,1,-0.145,1.145,4110,4722,"47224110",2011,111,3,"47224110",3.5483939163529
5580,1334,1334,0,24.7000007629395,18.1000003814697,12,1,4110,4395,2,13,1.25,11.75,13.7939298081647,1,-0.145,1.145,4110,4722,"47224110",2011,111,3,"43954110",1.84760208976344
5582,1335,1335,0,24,18.3999996185303,12,1,4968,4998,3,11,0.18,10.82,13.8022203844322,0.5,-0.425,0.925,4968,4998,"49984968",2011,112,3,"49984968",0.447515281945454
5583,1335,1335,0,19.6000003814697,17.6000003814697,12,1,4968,4998,3,11,0.18,10.82,13.8022203844322,0.5,-0.425,0.925,4968,4998,"49984968",2011,112,3,"49984968",-2.08558524955007
5584,1335,1335,0,23.2000007629395,17,12,1,4968,4998,3,11,0.18,10.82,13.8022203844322,0.5,-0.425,0.925,4968,4998,"49984968",2011,112,3,"49984968",2.91459167271492
5587,1336,1336,0,23.5,19.5,12,1,4961,4686,3,13.5,-0.32,13.82,20.370112762744,1.5,-0.14,1.64,4961,4686,"46864961",2011,114,1,"46864961",-2.61947430100603
5588,1336,1336,0,25.8999996185303,18.8999996185303,12,1,4961,4686,3,13.5,-0.32,13.82,20.370112762744,1.5,-0.14,1.64,4961,4686,"46864961",2011,114,1,"46864961",1.18070185831946
5589,1336,1336,0,23.7999992370605,19.1000003814697,12,1,4961,4686,3,13.5,-0.32,13.82,20.370112762744,1.5,-0.14,1.64,4961,4686,"46864961",2011,114,1,"46864961",-1.38602552042815
5601,1338,1338,0,23.6000003814697,17.3999996185303,12,1,4947,4914,3,21.5,3.19,18.31,21.0868363197676,4,1.36,2.64,4947,4914,"49144947",2011,118,3,"49144947",2.38114174772774
5602,1338,1338,0,19.5,16.7000007629395,12,1,4947,4914,3,21.5,3.19,18.31,21.0868363197676,4,1.36,2.64,4947,4914,"49144947",2011,118,3,"49144947",-0.0853230453463186
5603,1338,1338,0,25.1000003814697,17.7000007629395,12,1,4947,4914,3,21.5,3.19,18.31,21.0868363197676,4,1.36,2.64,4947,4914,"49144947",2011,118,3,"49144947",3.1810512518108
5606,1339,1339,0,23.7999992370605,18.5,12,1,4933,4973,3,25,-0.580000000000002,25.58,24.6158153189622,3.5,-0.0549999999999997,3.555,4933,4973,"49734933",2011,120,3,"49734933",0.01415102036705
5607,1339,1339,0,24.7999992370605,18.2000007629395,12,1,4933,4973,3,25,-0.580000000000002,25.58,24.6158153189622,3.5,-0.0549999999999997,3.555,4933,4973,"49734933",2011,120,3,"49734933",1.71423706524531
5608,1339,1339,0,23.3999996185303,17.2000007629395,12,1,4933,4973,3,25,-0.580000000000002,25.58,24.6158153189622,3.5,-0.0549999999999997,3.555,4933,4973,"49734933",2011,120,3,"49734933",2.64786353102769
5609,1340,1340,0,26.6000003814697,19.2999992370605,12,1,5063,4758,2,13,-0.359999999999999,13.36,18.705035971223,0,-1.82,1.82,5063,4758,"47585063",2011,120,1,"47585063",0.947253077741701
5611,1340,1340,0,22.1000003814697,18.5,12,1,5063,4758,2,13,-0.359999999999999,13.36,18.705035971223,0,-1.82,1.82,5063,4758,"47585063",2011,120,1,"47585063",-1.68584783522375
5619,1344,1344,0,26.2000007629395,18.1000003814697,11,1,5005,4737,3,14.5,1.48,13.02,23.9122458426002,2.5,0.16,2.34,5005,4060,"40605005",2011,123,3,"47375005",3.34760208976344
5620,1344,1344,0,25.1000003814697,18.7999992370605,11,1,5005,4060,3,14.5,1.48,13.02,23.9122458426002,2.5,0.16,2.34,5005,4060,"40605005",2011,123,3,"40605005",0.614066119897992
5621,1344,1344,0,15.6000003814697,15.6000003814697,11,1,5005,4060,3,14.5,1.48,13.02,23.9122458426002,2.5,0.16,2.34,5005,4060,"40605005",2011,123,3,"40605005",-1.4183330809249
5626,1345,1345,0,24.3999996185303,18.3999996185303,12,1,4867,5050,2,22,1.65,20.35,23.1857540459747,5.5,0.89,4.61,4867,5050,"50504867",2011,124,2,"50504867",0.847514900475752
5628,1345,1345,0,22.3999996185303,18,12,1,4867,NA,2,22,1.65,20.35,23.1857540459747,5.5,0.89,4.61,4867,5050,"50504867",2011,124,2,"NA4867",-0.219035556006861
5632,1347,1346,1,20.7000007629395,17.6000003814697,12,1,4733,4039,2,9.5,0.109999999999999,9.39,10.5887795244982,0,-0.37,0.37,4059,3450,"34504059",2011,125,9,"40394733",-0.985584868080273
5633,1347,1346,1,21.2000007629395,17.3999996185303,12,1,4733,4039,2,9.5,0.109999999999999,9.39,10.5887795244982,0,-0.37,0.37,4059,3450,"34504059",2011,125,9,"40394733",-0.018857870802464
5635,1346,1347,1,27.8999996185303,19.3999996185303,12,1,4059,3450,2,20.5,1.64,18.86,27.9342401652708,6,1.14,4.86,4733,NA,"NA4733",2011,125,3,"34504059",2.01388881616317
5636,1346,1347,1,26,18.7000007629395,12,1,4059,3450,2,20.5,1.64,18.86,27.9342401652708,6,1.14,4.86,4733,NA,"NA4733",2011,125,3,"34504059",1.74742478602852
5638,1348,1348,0,22.6000003814697,17.3999996185303,12,1,5060,4969,2,15,4.4,10.6,16,3,1.91,1.09,5060,4969,"49695060",2011,126,1,"49695060",1.38114174772774
5640,1348,1348,0,18,17,12,1,5060,4969,2,15,4.4,10.6,16,3,1.91,1.09,5060,4969,"49695060",2011,126,1,"49695060",-2.28540909022458
6250,1359,1359,0,24.2999992370605,18.2999992370605,12,1,5294,5048,2,16,1.14,14.86,20.8577414414455,5,2.455,2.545,5294,4943,"49435294",2012,52,1,"50485294",0.980878017645083
6251,1359,1359,0,25.7999992370605,17.6000003814697,12,1,5294,4943,2,16,1.14,14.86,20.8577414414455,5,2.455,2.545,5294,4943,"49435294",2012,52,1,"49435294",4.11441360604073
6254,1360,1360,0,23.1000003814697,16.5,12,1,4084,4900,1,14,3.36,10.64,13.2975847665009,1.5,0.0249999999999999,1.475,4084,4900,"49004084",2012,53,1,"49004084",3.98140433340142
6258,1363,1363,0,23.7999992370605,18.3999996185303,12,1,4862,5031,3,21,-1.87,22.87,29.2789448784023,4.5,-1.15,5.65,4862,5031,"50314862",2012,55,1,"50314862",0.247514519005955
6259,1363,1363,0,24,17.7000007629395,12,1,4862,4682,3,21,-1.87,22.87,29.2789448784023,4.5,-1.15,5.65,4862,5031,"50314862",2012,55,1,"46824862",2.0810508703411
6260,1363,1363,0,20,17.8999996185303,12,1,4862,5031,3,21,-1.87,22.87,29.2789448784023,4.5,-1.15,5.65,4862,5031,"50314862",2012,55,1,"50314862",-2.38567167589826
6262,1362,1362,0,14.1999998092651,16.3999996185303,12,1,5025,4705,4,13.5,0.42,13.08,17.7743041549011,1,-0.385,1.385,5025,4705,"47055025",2012,57,1,"47055025",-4.68523274016428
6263,1362,1362,0,22.7999992370605,19.2999992370605,12,1,5025,4705,4,13.5,0.42,13.08,17.7743041549011,1,-0.385,1.385,5025,4705,"47055025",2012,57,1,"47055025",-2.8527480666675
6264,1362,1362,0,18.8999996185303,18.3999996185303,12,1,5025,4705,4,13.5,0.42,13.08,17.7743041549011,1,-0.385,1.385,5025,4705,"47055025",2012,57,1,"47055025",-4.65248509952425
6265,1362,1362,0,12.3999996185303,15.8000001907349,12,1,5025,4705,4,13.5,0.42,13.08,17.7743041549011,1,-0.385,1.385,5025,4705,"47055025",2012,57,1,"47055025",-5.08505861562312
6267,1364,1364,0,24.1000003814697,17.5,12,1,4576,4682,4,25,1.16,23.84,34.4787915166066,9,2.14,6.86,4576,4682,"46824576",2012,58,1,"46824576",2.64777824908883
6268,1365,1364,1,24.8999996185303,18.2999992370605,12,1,4576,4682,2,15.5,1.49,14.01,15.6049608534529,1.5,0.0450000000000002,1.455,4963,5468,"54684963",2012,58,1,"46824576",1.58087839911488
6269,1364,1364,0,26,18.7999992370605,12,1,4576,4682,4,25,1.16,23.84,34.4787915166066,9,2.14,6.86,4576,4682,"46824576",2012,58,1,"46824576",1.51406573842829
6270,1364,1364,0,22.8999996185303,18.6000003814697,12,1,4576,4682,4,25,1.16,23.84,34.4787915166066,9,2.14,6.86,4576,4682,"46824576",2012,58,1,"46824576",-1.11921209680206
6271,1365,1364,1,22.7000007629395,17.7999992370605,12,1,4576,4682,2,15.5,1.49,14.01,15.6049608534529,1.5,0.0450000000000002,1.455,4963,5468,"54684963",2012,58,1,"46824576",0.547692585680373
6272,1364,1365,1,24.7000007629395,18.3999996185303,12,1,4963,5468,4,25,1.16,23.84,34.4787915166066,9,2.14,6.86,4576,4682,"46824576",2012,58,1,"54684963",1.14751604488495
6274,1382,1382,0,24.1000003814697,17.2999992370605,13,1,4976,5096,2,18,3,15,17.7935943060498,1,-0.57,1.57,4976,5096,"50964976",2012,57,1,"50964976",3.11450524636687
6275,1382,1382,0,23.6000003814697,17.2999992370605,12,1,4976,5096,2,18,3,15,17.7935943060498,1,-0.57,1.57,4976,5096,"50964976",2012,57,1,"50964976",2.61450524636687
6279,1367,1367,0,24.5,18.8999996185303,12,1,4663,5871,4,17,2.16,14.84,22.0872484595386,3.5,0.7,2.8,4663,5871,"58714663",2012,60,1,"58714663",-0.219297760210838
6280,1367,1367,0,25.1000003814697,19.1000003814697,12,1,4663,5871,4,17,2.16,14.84,22.0872484595386,3.5,0.7,2.8,4663,5871,"58714663",2012,60,1,"58714663",-0.0860243760189453
6281,1367,1367,0,23.6000003814697,18.3999996185303,12,1,4663,5871,4,17,2.16,14.84,22.0872484595386,3.5,0.7,2.8,4663,5871,"58714663",2012,60,1,"58714663",0.0475156634151555
6282,1367,1367,0,19.8999996185303,16.8999996185303,12,1,4663,5871,4,17,2.16,14.84,22.0872484595386,3.5,0.7,2.8,4663,5871,"58714663",2012,60,1,"58714663",-0.152045973055374
6283,1366,1368,1,23.6000003814697,16.3999996185303,12,1,5284,3764,3,15,-0.75,15.75,21.5306885284458,1.5,-1.435,2.935,5067,5623,"56235067",2012,59,1,"37645284",4.71476783204032
6284,1366,1368,1,24,17.2000007629395,12,1,5284,3764,3,15,-0.75,15.75,21.5306885284458,1.5,-1.435,2.935,5067,5623,"56235067",2012,59,1,"37645284",3.24786391249739
6285,1366,1368,1,20.6000003814697,14.6999998092651,12,1,5284,3764,3,15,-0.75,15.75,21.5306885284458,1.5,-1.435,2.935,5067,5623,"56235067",2012,59,1,"37645284",5.681931730268
6286,1368,1366,1,21.8999996185303,17.2999992370605,12,1,5067,5623,2,14.5,0.34,14.16,23.0944301347834,2,-1.155,3.155,5284,3764,"37645284",2012,59,1,"56235067",0.914504483427463
6289,1368,1366,1,22.2000007629395,16.6000003814697,12,1,5067,5623,2,14.5,0.34,14.16,23.0944301347834,2,-1.155,3.155,5284,3764,"37645284",2012,59,1,"56235067",2.84804121623231
6290,1373,1369,1,27,19,12,1,4961,5466,3,18.5,1.12,17.38,29.3709492947008,5,0.455,4.545,4933,5202,"52024933",2012,61,1,"54664961",2.04733874115026
6291,1373,1369,1,27.1000003814697,18.8999996185303,12,1,4961,5466,3,18.5,1.12,17.38,29.3709492947008,5,0.455,4.545,4933,5202,"52024933",2012,61,1,"54664961",2.38070262125886
6292,1373,1369,1,24.7999992370605,18,12,1,4961,4960,3,18.5,1.12,17.38,29.3709492947008,5,0.455,4.545,4933,5202,"52024933",2012,61,1,"49604961",2.18096406252334
6293,1369,1373,1,27.6000003814697,18,12,1,4933,5202,3,21,1.63,19.37,23.465235398093,2.5,-1.785,4.285,4961,4960,"49604961",2012,61,1,"52024933",4.98096520693254
6295,1369,1373,1,20,16.7000007629395,12,1,4933,5202,3,21,1.63,19.37,23.465235398093,2.5,-1.785,4.285,4961,4960,"49604961",2012,61,1,"52024933",0.414676954653681
6303,1377,1372,1,19,17,12,1,4059,4768,1,14,1.12,12.88,13.8736723230366,1.5,0.42,1.08,5140,5593,"55935140",2012,62,1,"47684059",-1.28540909022458
6307,1372,1377,1,25.3999996185303,18.6000003814697,12,1,5140,4991,5,14,-0.23,14.23,21.2552794553477,1.5,-0.88,2.38,4059,4768,"47684059",2012,62,1,"49915140",1.38078790319794
6308,1372,1377,1,24.3999996185303,18.3999996185303,12,1,5140,4991,5,14,-0.23,14.23,21.2552794553477,1.5,-0.88,2.38,4059,4768,"47684059",2012,62,1,"49915140",0.847514900475752
6309,1372,1377,1,23,18.2000007629395,12,1,5140,4960,5,14,-0.23,14.23,21.2552794553477,1.5,-0.88,2.38,4059,4768,"47684059",2012,62,1,"49605140",-0.0857621718151922
6310,1371,1371,0,21.7999992370605,17.6000003814697,12,1,4739,4895,1,13,3.62,9.38,10,2,0.65,1.35,4739,4991,"49914739",2012,62,1,"48954739",0.114413606040728
6313,1372,1372,0,19.2000007629395,17.2999992370605,12,1,4059,4895,5,14,-0.23,14.23,21.2552794553477,1.5,-0.88,2.38,4059,4768,"47684059",2012,62,1,"48954059",-1.78549437216334
6314,1372,1377,1,21.7999992370605,17.7999992370605,12,1,5140,5593,5,14,-0.23,14.23,21.2552794553477,1.5,-0.88,2.38,4059,4768,"47684059",2012,62,1,"55935140",-0.352308940198626
6316,1375,1374,1,22.6000003814697,19.2000007629395,11,1,4872,5675,3,24,4.38,19.62,19.7952218430034,1,-1.09,2.09,4723,5437,"54374723",2012,63,1,"56754872",-2.81938787465807
6317,1375,1374,1,24.7000007629395,19.3999996185303,11,1,4872,5675,3,24,4.38,19.62,19.7952218430034,1,-1.09,2.09,4723,5437,"54374723",2012,63,1,"56754872",-1.18611003942763
6319,1375,1374,1,17,18,11,1,4872,4960,3,24,4.38,19.62,19.7952218430034,1,-1.09,2.09,4723,5437,"54374723",2012,63,1,"49604872",-5.61903517453716
6321,1374,1375,1,22.6000003814697,18.1000003814697,11,1,4723,5437,3,16.5,3.31,13.19,17.0088273352722,2,-0.16,2.16,4872,5675,"56754872",2012,63,1,"54374723",-0.252398291706362
6322,1374,1375,1,23.5,18,11,1,4723,5437,3,16.5,3.31,13.19,17.0088273352722,2,-0.16,2.16,4872,5675,"56754872",2012,63,1,"54374723",0.88096482546284
6323,1374,1375,1,23.7999992370605,17.7000007629395,11,1,4723,5437,3,16.5,3.31,13.19,17.0088273352722,2,-0.16,2.16,4872,5675,"56754872",2012,63,1,"54374723",1.8810501074016
6326,1376,1376,0,18.2999992370605,17.1000003814697,11,1,4967,4768,3,12,1.7,10.3,14,0,-1.05,1.05,4967,4768,"47684967",2012,63,3,"47684967",-2.21877335180298
6331,1376,1378,1,22.2999992370605,18.8999996185303,11,1,5428,4896,3,12,1.7,10.3,14,0,-1.05,1.05,4967,4768,"47684967",2012,63,3,"48965428",-2.41929852315034
6333,1376,1378,1,14.8999996185303,15.6000003814697,11,1,5428,4896,3,12,1.7,10.3,14,0,-1.05,1.05,4967,4768,"47684967",2012,63,3,"48965428",-2.1183338438643
6344,1383,1383,0,26.2000007629395,NA,12,1,5014,5489,2,11,-1.14,12.14,14.6666666666667,0,-1.13,1.13,5014,5489,"54895014",2012,69,2,"54895014",NA
6345,1383,1383,0,25.3999996185303,NA,12,1,5014,5489,2,11,-1.14,12.14,14.6666666666667,0,-1.13,1.13,5014,5489,"54895014",2012,69,2,"54895014",NA
6349,1384,1384,0,19.2999992370605,15.6000003814697,12,1,5093,4682,1,2,0,2,5.12820512820513,0,0,0,5093,4682,"46825093",2012,75,1,"46825093",2.2816657746659
6357,1388,1392,1,23.7999992370605,17.5,12,1,5598,5359,3,17,0.16,16.84,18.8340807174888,2,0.11,1.89,5407,5517,"55175407",2012,77,1,"53595598",2.34777710467963
6358,1388,1392,1,21.7999992370605,18.2999992370605,12,1,5598,5359,3,17,0.16,16.84,18.8340807174888,2,0.11,1.89,5407,5517,"55175407",2012,77,1,"53595598",-1.51912198235492
6359,1388,1392,1,14.6000003814697,14.6999998092651,12,1,5598,5359,3,17,0.16,16.84,18.8340807174888,2,0.11,1.89,5407,5517,"55175407",2012,77,1,"53595598",-0.318068269731997
6365,1386,1386,0,23.1000003814697,17.2000007629395,12,1,5625,5195,1,11,0.59,10.41,11.0889195535866,0,-0.525,0.525,5625,5195,"51955625",2012,78,1,"51955625",2.34786429396709
6370,1387,1387,0,20.5,17.2999992370605,12,1,5589,5616,2,16.5,-1.81,18.31,20.4560745866974,3.5,0.64,2.86,5589,5616,"56165589",2012,79,1,"56165589",-0.485495135102835
6371,1387,1387,0,21,18.3999996185303,12,1,5589,5616,2,16.5,-1.81,18.31,20.4560745866974,3.5,0.64,2.86,5589,5616,"56165589",2012,79,1,"56165589",-2.55248471805455
6374,1393,1395,1,23.6000003814697,18.2999992370605,12,1,5134,5107,4,15,2.27,12.73,15.7660434932545,0.5,-1.08,1.58,4084,4900,"49004084",2012,88,2,"51075134",0.280879162054284
6375,1395,1393,1,22.1000003814697,18.7999992370605,12,1,4084,4682,3,24,0.579999999999998,23.42,29.2564725675296,7,2.45,4.55,5134,5107,"51075134",2012,88,1,"46824084",-2.38593388010201
6376,1395,1393,1,20.8999996185303,17.7000007629395,12,1,4084,4682,3,24,0.579999999999998,23.42,29.2564725675296,7,2.45,4.55,5134,5107,"51075134",2012,88,1,"46824084",-1.0189495111286
6377,1395,1393,1,21.6000003814697,17.1000003814697,12,1,4084,4900,3,24,0.579999999999998,23.42,29.2564725675296,7,2.45,4.55,5134,5107,"51075134",2012,88,1,"49004084",1.08122779260622
6379,1393,1395,1,19.8999996185303,17.5,12,1,5134,5107,4,15,2.27,12.73,15.7660434932545,0.5,-1.08,1.58,4084,4900,"49004084",2012,88,2,"51075134",-1.55222251385057
6380,1393,1395,1,21.3999996185303,17.1000003814697,12,1,5134,5107,4,15,2.27,12.73,15.7660434932545,0.5,-1.08,1.58,4084,4900,"49004084",2012,88,2,"51075134",0.881227029666817
6381,1393,1395,1,19.1000003814697,18,12,1,5134,5107,4,15,2.27,12.73,15.7660434932545,0.5,-1.08,1.58,4084,4900,"49004084",2012,88,2,"51075134",-3.51903479306746
6383,1394,1396,1,24.8999996185303,18.5,12,1,4873,5393,3,20,2.84,17.16,20.3883495145631,2,0.0800000000000001,1.92,5214,4757,"47575214",2012,88,1,"53934873",1.11415140183685
6384,1394,1396,1,23.3999996185303,18.7000007629395,12,1,4873,5393,3,20,2.84,17.16,20.3883495145631,2,0.0800000000000001,1.92,5214,4757,"47575214",2012,88,1,"53934873",-0.852575595441185
