BirdID	LastLiveRecord	Source
1019	21.07.2003	C
1020	21.07.2003	C
1021	24.07.2003	C
1022	24.07.2003	C
1023	24.07.2003	C
1024	24.07.2003	C
1027	27.07.2003	C
1028	23.07.2003	C
1029	10.08.2003	C
1030	29.07.2003	C
1031	25.07.2003	C
1032	10.08.2003	C
1033	30.08.2004	C
1034	10.08.2003	C
1035	27.07.2003	C
1036	27.07.2003	C
1037	28.07.2003	C
1038	18.11.2005	C
1039	10.08.2003	C
1040	10.08.2003	C
1041	10.08.2003	C
1042	18.10.2003	C
1043	26.07.2004	C
1047	31.07.2006	C
1048	15.11.2005	C
1049	16.08.2003	C
1050	16.08.2003	C
1051	16.08.2003	C
1052	20.06.2004	EP
1053	19.11.2005	C
1054	28.06.2006	SP
1055	20.08.2003	C
1056	14.08.2003	C
1057	19.08.2003	C
1058	17.04.2004	EP
1059	19.08.2003	C
1060	19.08.2003	C
1061	19.08.2003	C
1062	30.01.2005	C
1063	30.01.2005	C
1064	10.08.2003	C
1065	10.08.2003	C
1068	10.08.2003	C
1069	17.11.2005	C
1070	20.08.2003	C
1072	16.08.2003	C
1074	30.08.2004	C
1075	19.08.2003	C
1076	19.08.2003	C
1079	16.08.2003	C
1080	22.04.2004	EP
1081	10.08.2003	C
1082	20.08.2003	C
1083	30.01.2005	C
1084	20.08.2003	C
1085	10.08.2003	C
1086	10.08.2003	C
1087	11.08.2003	C
1088	11.08.2003	C
1089	11.08.2003	C
1090	10.08.2003	C
1091	14.08.2003	C
1092	10.05.2005	S
1093	24.08.2003	C
1094	14.08.2003	C
1095	06.02.2007	C
1096	25.08.2003	C
1097	15.08.2003	C
1099	30.08.2004	C
1100	11.08.2007	SP
1102	30.08.2004	C
1103	30.01.2005	C
1104	18.07.2003	C
1105	10.05.2003	C
1141	24.04.2004	C
1142	24.04.2004	C
1143	24.04.2004	C
1144	24.04.2004	C
1145	24.04.2004	C
1146	24.04.2004	C
1147	24.04.2004	C
1148	24.04.2004	C
1154	24.04.2004	C
1155	26.04.2004	C
1158	26.04.2004	C
1160	26.04.2004	C
1165	28.04.2004	C
1166	28.04.2004	C
1167	08.05.2004	C
1168	28.04.2004	C
1169	28.04.2004	C
1170	02.05.2004	C
1171	28.04.2004	C
1172	28.04.2004	C
1173	28.04.2004	C
1174	28.04.2004	C
1180	05.05.2004	C
1181	05.05.2004	C
1185	01.05.2004	C
1186	01.05.2004	C
1187	01.05.2004	C
1188	05.05.2004	C
1189	05.05.2004	C
1191	01.05.2004	C
1192	30.05.2006	EP
1193	01.05.2004	C
1194	01.05.2004	C
1195	06.05.2004	C
1196	02.05.2004	C
1197	06.05.2004	C
1198	02.05.2004	C
1203	02.05.2004	C
1204	02.05.2004	C
1207	02.05.2004	C
1208	02.05.2004	C
1209	02.05.2004	C
1210	06.02.2007	C
1211	02.05.2004	C
1212	13.05.2004	C
1213	03.05.2004	C
1214	13.05.2004	C
1215	03.05.2004	C
1216	03.05.2004	C
1217	03.05.2004	C
1218	03.05.2004	C
1221	04.05.2004	C
1222	04.05.2004	C
1224	04.05.2004	C
1225	04.05.2004	C
1226	08.06.2006	EP
1227	06.02.2007	C
1228	17.11.2005	C
1229	05.05.2004	C
1230	05.05.2004	C
1231	05.05.2004	C
1232	05.05.2004	C
1234	05.05.2004	C
1235	05.05.2004	C
1236	05.05.2004	C
1238	05.05.2004	C
1239	05.05.2004	C
1240	05.05.2004	C
1241	05.05.2004	C
1242	05.05.2004	C
1243	06.05.2004	C
1244	06.05.2004	C
1248	06.05.2004	C
1249	06.05.2004	C
1250	06.05.2004	C
1251	06.05.2004	C
1253	06.05.2004	C
1254	06.05.2004	C
1255	06.05.2004	C
1256	06.05.2004	C
1258	06.05.2004	C
1259	30.01.2005	C
1260	06.05.2004	C
1261	19.06.2004	C
1263	06.05.2004	C
1264	06.05.2004	C
1265	06.05.2004	C
1266	10.05.2004	C
1267	06.05.2004	C
1271	06.05.2004	C
1272	06.05.2004	C
1273	06.05.2004	C
1274	06.05.2004	C
1275	07.05.2004	C
1276	07.05.2004	C
1277	07.05.2004	C
1279	07.05.2004	C
1280	30.08.2005	S
1281	07.05.2004	C
1282	17.05.2004	C
1283	17.05.2004	C
1284	07.05.2004	C
1289	12.05.2004	C
1290	12.05.2004	C
1291	08.05.2004	C
1294	12.05.2004	C
1295	08.05.2004	C
1298	08.05.2004	C
1299	08.05.2004	C
1300	08.05.2004	C
1302	08.05.2004	C
1303	08.05.2004	C
1304	08.05.2004	C
1305	08.05.2004	C
1306	08.05.2004	C
1307	09.05.2004	C
1308	09.05.2004	C
1309	09.05.2004	C
1310	09.05.2004	C
1311	09.05.2004	C
1313	09.05.2004	C
1314	13.05.2004	C
1315	09.05.2004	C
1316	09.05.2004	C
1317	14.05.2004	C
1318	02.08.2005	SP
1319	10.05.2004	C
1320	14.05.2004	C
1322	10.05.2004	C
1323	10.05.2004	C
1324	10.05.2004	C
1325	10.05.2004	C
1326	10.05.2004	C
1327	11.05.2004	C
1328	11.05.2004	C
1329	11.05.2004	C
1330	11.05.2004	C
1333	22.05.2004	C
1334	15.05.2004	C
1335	11.05.2004	C
1337	12.05.2004	C
1338	22.05.2004	C
1341	22.05.2004	C
1342	30.01.2005	C
1343	19.11.2005	C
1344	12.05.2004	C
1346	22.05.2004	C
1347	22.05.2004	C
1348	17.06.2004	C
1349	12.05.2004	C
1353	24.05.2006	SP
1354	23.05.2004	C
1355	23.05.2004	C
1356	17.05.2004	C
1357	13.05.2004	C
1358	17.05.2004	C
1359	13.05.2004	C
1360	17.05.2004	C
1362	16.06.2004	C
1363	23.06.2004	C
1364	30.08.2005	S
1365	23.05.2004	C
1366	23.05.2004	C
1367	17.06.2004	C
1368	17.05.2004	C
1369	13.05.2004	C
1373	14.05.2004	C
1374	14.05.2004	C
1375	18.05.2004	C
1376	18.05.2004	C
1377	14.05.2004	C
1378	14.05.2004	C
1379	14.05.2004	C
1380	14.05.2004	C
1381	14.05.2004	C
1386	16.11.2005	C
1387	17.06.2004	C
1388	14.05.2004	C
1390	14.05.2004	C
1391	14.05.2004	C
1393	15.05.2004	C
1394	15.05.2004	C
1395	18.05.2004	C
1396	18.05.2004	C
1405	15.05.2004	C
1406	19.05.2004	C
1407	15.05.2004	C
1408	15.05.2004	C
1409	15.05.2004	C
1410	16.05.2004	C
1411	16.05.2004	C
1412	16.05.2004	C
1413	16.05.2004	C
1415	16.05.2004	C
1416	16.05.2004	C
1417	16.05.2004	C
1421	24.05.2004	C
1422	30.05.2004	C
1423	20.05.2004	C
1424	20.05.2004	C
1425	24.05.2004	C
1426	20.05.2004	C
1427	20.05.2004	C
1428	20.05.2004	C
1429	20.05.2004	C
1430	20.05.2004	C
1431	20.05.2004	C
1432	20.05.2004	C
1434	31.05.2004	C
1435	21.05.2004	C
1436	31.05.2004	C
1437	06.07.2004	C
1438	29.05.2006	C
1439	05.07.2004	C
1440	21.05.2004	C
1441	17.06.2004	C
1442	02.06.2004	C
1443	02.06.2004	C
1445	06.06.2004	C
1446	09.02.2007	C
1447	30.01.2005	C
1448	08.07.2007	EP
1449	06.06.2004	C
1450	06.06.2004	C
1451	06.06.2004	C
1452	17.06.2005	C
1453	27.05.2004	C
1454	17.06.2004	C
1455	21.06.2004	C
1456	27.05.2004	C
1457	27.05.2004	C
1458	27.05.2004	C
1459	01.06.2004	C
1460	01.06.2004	C
1463	21.06.2004	C
1464	12.08.2006	SP
1465	01.06.2004	C
1466	28.05.2004	C
1467	01.06.2004	C
1468	01.06.2004	C
1469	01.06.2004	C
1470	28.05.2004	C
1475	08.06.2004	C
1476	08.06.2004	C
1477	08.06.2004	C
1478	08.06.2004	C
1479	29.05.2004	C
1480	08.06.2004	C
1481	29.05.2004	C
1482	29.05.2004	C
1483	09.06.2004	C
1484	29.05.2004	C
1485	09.06.2004	C
1486	23.06.2004	C
1488	23.06.2004	C
1489	09.06.2004	C
1490	30.05.2004	C
1492	30.05.2004	C
1493	30.05.2004	C
1495	04.06.2004	C
1496	04.06.2004	C
1497	04.06.2004	C
1499	21.06.2004	C
1500	15.06.2005	SP
1501	31.05.2004	C
1502	10.06.2004	C
1503	10.06.2004	C
1504	30.01.2005	C
1505	10.06.2004	C
1506	10.06.2004	C
1507	01.07.2005	SP
1508	31.05.2004	C
1509	10.06.2004	C
1510	31.05.2004	C
1511	04.06.2004	C
1512	11.06.2004	C
1513	24.05.2005	EP
1514	22.05.2006	C
1515	05.06.2004	C
1517	09.07.2004	C
1518	07.07.2004	C
1519	30.01.2005	C
1520	11.06.2004	C
1521	01.06.2004	C
1522	01.06.2004	C
1523	01.06.2004	C
1525	01.06.2004	C
1526	01.06.2004	C
1528	11.06.2004	C
1529	11.06.2004	C
1530	29.06.2004	C
1532	11.06.2004	C
1533	11.06.2004	C
1534	22.11.2004	C
1535	11.06.2004	C
1536	01.06.2004	C
1537	12.06.2004	C
1538	02.06.2004	C
1539	12.06.2004	C
1540	12.06.2004	C
1541	12.06.2004	C
1542	21.06.2004	C
1543	12.06.2004	C
1544	20.11.2005	C
1545	05.06.2004	C
1546	29.06.2004	C
1549	03.06.2004	C
1554	02.06.2004	C
1555	02.06.2004	C
1556	02.06.2004	C
1557	06.07.2004	C
1558	26.07.2005	SP
1559	12.06.2004	C
1561	21.06.2004	C
1562	02.06.2004	C
1563	12.06.2004	C
1566	13.06.2004	C
1567	13.06.2004	C
1568	09.05.2005	EP
1569	20.07.2007	EP
1570	23.06.2004	C
1572	13.06.2004	C
1575	04.06.2004	C
1576	04.06.2004	C
1579	07.06.2004	C
1580	17.06.2004	C
1581	07.06.2004	C
1584	11.06.2004	C
1585	11.06.2004	C
1586	30.01.2005	C
1587	09.05.2005	S
1588	07.06.2004	C
1589	20.11.2005	C
1590	29.06.2004	C
1591	30.01.2005	C
1592	11.06.2004	C
1593	20.06.2004	C
1597	14.06.2004	C
1598	17.08.2006	SP
