"ChickID" "NatalBrood" "RearingBrood" "CrossFosteredYN" "AvgOfMass" "AvgOfTarsus" "AvgOfAge" "nMeasures" "dam" "sire"
2584 145 146 1 26 18.8999996185303 12 1 857 725
2585 145 146 1 25.6000003814697 18.8999996185303 12 1 857 725
2586 145 145 0 28.3999996185303 19.2000007629395 12 1 857 1569
2587 145 145 0 27 18.8999996185303 12 1 857 1569
2595 147 148 1 25.3999996185303 17.8999996185303 12 1 431 356
2596 147 148 1 24.7999992370605 19.2000007629395 12 1 431 602
2597 147 148 1 26.2000007629395 19 12 1 431 356
2604 149 147 1 25.5 18.7999992370605 12 1 903 354
2605 149 147 1 22.5 18.7999992370605 12 1 903 354
2606 149 147 1 23.5 18.5 12 1 903 354
2607 149 148 1 11.1999998092651 15.6999998092651 12 1 903 354
2619 152 153 1 23.7999992370605 18.8999996185303 13 1 4273 4153
2620 152 153 1 22.2000007629395 18.5 13 1 4273 4153
2621 152 153 1 24 19.2000007629395 13 1 4273 4153
2625 153 152 1 26.5 19.5 12 1 913 818
2627 153 152 1 22.7000007629395 18.5 12 1 913 818
2628 153 152 1 21.7000007629395 17.3999996185303 12 1 913 818
2631 643 647 1 23.2000007629395 18.6000003814697 12 1 1446 4423
2632 643 647 1 21.7999992370605 17.5 12 1 NA 4423
2650 647 648 1 22.2000007629395 17.5 13 1 353 725
2651 647 648 1 23.2999992370605 19.2000007629395 13 1 353 725
2656 648 643 1 24.2000007629395 18.2000007629395 12 1 540 1053
2657 648 643 1 20.2000007629395 17.5 12 1 540 1053
2658 648 647 1 26.6000003814697 19.5 12 1 540 1053
2661 649 650 1 27.2000007629395 18 12 1 256 418
2675 652 649 1 26.3999996185303 20.2000007629395 12 1 646 1226
2676 652 649 1 24.2000007629395 19 12 1 646 1226
2677 652 649 1 21.2000007629395 19 12 1 646 1226
2680 653 653 0 20.2000007629395 18.8999996185303 12 1 927 1717
2681 653 653 0 26.7000007629395 18.5 12 1 927 1717
2685 654 656 1 24.2000007629395 18.7000007629395 13 1 1069 1935
2686 654 656 1 21.2000007629395 19.3999996185303 13 1 1069 1935
2687 654 656 1 19 18 13 1 1069 1935
2691 656 654 1 22.5 18.8999996185303 12 1 649 460
2692 656 654 1 25.7000007629395 19.2000007629395 12 1 649 460
2693 656 654 1 21.7999992370605 18.2999992370605 12 1 649 460
2694 656 654 1 21.2000007629395 19 12 1 649 460
2703 658 658 0 27 19.2999992370605 12 1 122 1448
2707 659 660 1 23.2000007629395 17.7999992370605 12 1 1940 1970
2709 659 660 1 17.2000007629395 16.2999992370605 12 1 1940 1970
2710 659 660 1 13.8000001907349 15.5 12 1 1940 4463
2712 660 659 1 19.6000003814697 16.8999996185303 12 1 1589 393
2713 660 659 1 18 16.2000007629395 12 1 1589 393
2714 660 659 1 15.6999998092651 15.6999998092651 12 1 1589 393
2715 660 659 1 15.1999998092651 15.3999996185303 12 1 1589 393
2725 663 664 1 25.2999992370605 19 12 1 442 457
2726 663 664 1 25 19.7000007629395 12 1 442 457
2727 663 663 0 27.2000007629395 19.7999992370605 12 1 442 457
2730 664 663 1 25 19.7000007629395 12 1 1228 494
2731 664 663 1 24.3999996185303 19.1000003814697 12 1 1228 115
2735 665 665 0 26.3999996185303 19.5 12 1 416 4418
2747 668 668 0 25.2999992370605 18.7000007629395 12 1 988 145
2749 668 668 0 27 17.7000007629395 12 1 988 145
2751 669 668 1 26 19.2999992370605 11 1 980 4421
2759 671 673 1 27.5 18.1000003814697 12 1 4425 962
2760 671 670 1 26.2000007629395 17.7999992370605 12 1 4425 962
2762 672 675 1 25 18.5 12 1 604 4304
2763 672 675 1 26.5 19.2000007629395 12 1 604 4304
2765 672 673 1 23.5 18.1000003814697 12 1 604 4304
2768 673 672 1 24.7999992370605 18.7000007629395 12 1 819 11
2771 675 672 1 23 18.2999992370605 12 1 917 1833
2772 675 672 1 16.5 18 12 1 917 4463
2783 678 678 0 26.3999996185303 19.2999992370605 12 1 2007 2012
2784 678 678 0 27.6000003814697 18.7999992370605 12 1 2007 2012
2789 680 680 0 20 16.2999992370605 12 1 1558 902
2790 680 680 0 20.2000007629395 17.5 12 1 1558 902
2801 683 684 1 25.2000007629395 18.2000007629395 12 1 471 661
2802 683 684 1 16.7999992370605 15.8999996185303 12 1 471 661
2806 684 685 1 28.8999996185303 19 12 1 560 4230
2807 684 683 1 27.2000007629395 18.3999996185303 12 1 560 4230
2808 684 683 1 27.6000003814697 19 12 1 560 4230
2811 685 684 1 18.2000007629395 17.7000007629395 12 1 1718 1038
2816 686 686 0 23.2000007629395 18.5 12 1 4424 537
2817 686 686 0 27.7999992370605 18.8999996185303 12 1 4424 285
2818 686 686 0 25.5 19 12 1 4424 537
2819 686 686 0 22.2000007629395 18.1000003814697 12 1 4424 285
2820 686 686 0 15.1000003814697 16.5 12 1 4424 537
2821 687 689 1 21.7999992370605 18.2000007629395 12 1 533 417
2822 687 689 1 19.6000003814697 17.7999992370605 12 1 533 417
2823 687 689 1 21.3999996185303 18.6000003814697 12 1 533 417
2831 689 687 1 22.2000007629395 17.7999992370605 12 1 338 466
2832 689 687 1 17.7000007629395 16.2000007629395 12 1 338 466
2833 689 687 1 20 17.1000003814697 12 1 338 466
2836 690 691 1 25 18.8999996185303 12 1 1100 959
2837 690 691 1 22.3999996185303 18.5 12 1 1100 959
2838 690 691 1 21 16.7000007629395 12 1 1100 959
2839 690 693 1 25.7000007629395 19.3999996185303 13 1 1100 959
2840 691 690 1 26.5 18.5 12 1 1827 1353
2841 691 690 1 27.5 18.5 12 1 1827 1353
2849 693 690 1 27.3999996185303 19.2999992370605 11 1 903 354
2850 693 692 1 20.3999996185303 18.3999996185303 12 1 903 354
2855 694 692 1 18.1000003814697 17.3999996185303 11 1 4392 417
2856 694 692 1 18.2000007629395 17.2999992370605 11 1 4392 505
2864 696 697 1 24 18.7999992370605 13 1 206 2018
2865 696 697 1 26 19.2999992370605 13 1 206 2018
2866 696 697 1 28.5 18.8999996185303 13 1 206 2018
2870 697 696 1 27.5 18.7999992370605 12 1 45 166
2871 697 696 1 22.7999992370605 17.5 12 1 45 166
2874 698 696 1 23.5 18.2999992370605 12 1 892 4435
2884 700 704 1 22.1000003814697 17.5 12 1 985 602
2885 700 704 1 17.8999996185303 17.1000003814697 12 1 985 602
2891 702 703 1 27 18 12 1 750 1898
2894 703 703 0 24.5 18.2999992370605 12 1 1386 287
2899 704 700 1 27 18.2999992370605 12 1 860 46
2900 704 700 1 26 18.3999996185303 12 1 860 114
2902 705 707 1 25.7999992370605 19.8999996185303 12 1 646 114
2903 705 706 1 27 19.5 12 1 646 114
2904 705 706 1 27.7999992370605 20.2999992370605 12 1 646 500
2905 705 707 1 26.7999992370605 19.8999996185303 12 1 646 500
2906 706 705 1 26.3999996185303 19.2000007629395 12 1 342 421
2907 706 705 1 27.2999992370605 19 12 1 342 421
2910 707 705 1 25.7999992370605 19.3999996185303 12 1 2014 356
2911 707 705 1 27.2999992370605 18.7999992370605 12 1 2014 356
2912 707 707 0 17 16.2000007629395 12 1 2014 356
2923 710 715 1 23.5 19.5 13 1 4273 4435
2924 710 715 1 22.6000003814697 18.7999992370605 13 1 4273 4435
2925 710 715 1 25.2000007629395 18.5 13 1 4273 4153
2926 710 715 1 18.5 17.7999992370605 13 1 4273 4153
2935 713 716 1 26 18.2999992370605 13 1 1364 504
2939 714 716 1 22.5 18 13 1 1739 46
2940 714 716 1 24 19.2000007629395 13 1 1739 46
2943 715 710 1 28.2999992370605 19 12 1 427 22
2944 715 710 1 26.5 18.7999992370605 12 1 427 22
2945 715 710 1 26.2000007629395 19.2000007629395 12 1 427 22
2946 715 710 1 17.6000003814697 16.7999992370605 12 1 427 22
2948 716 714 1 27.6000003814697 19 11 1 857 1569
2949 716 714 1 26.1000003814697 18.2999992370605 11 1 857 725
2951 717 717 0 16.2000007629395 16.5 12 1 1047 1226
2958 719 719 0 27.5 19.5 12 1 4290 4304
2959 719 719 0 24 18.5 12 1 4290 4275
2960 719 719 0 23.2000007629395 18.7000007629395 12 1 4290 4275
2962 720 721 1 25.7999992370605 18.5 12 1 913 818
2963 720 721 1 25.3999996185303 19.6000003814697 12 1 913 818
2964 720 721 1 23.2999992370605 19.2000007629395 12 1 913 818
2966 721 720 1 24.2000007629395 19.8999996185303 12 1 980 4421
2967 721 720 1 25.7999992370605 20.2000007629395 12 1 980 4421
2968 721 720 1 25.2000007629395 19.5 12 1 980 4421
2969 722 722 0 23 18.8999996185303 12 1 649 460
2970 722 722 0 23.8999996185303 18.7999992370605 12 1 649 460
2971 722 722 0 21.6000003814697 17.3999996185303 12 1 649 460
2972 722 722 0 20.2000007629395 18 12 1 649 460
2973 723 724 1 29.5 19.1000003814697 12 1 784 23
3000 732 735 1 24 18.7999992370605 12 1 416 4418
3001 732 735 1 22 18.2999992370605 12 1 416 145
3002 732 735 1 22.7999992370605 18.5 12 1 416 4418
3003 732 732 0 20.6000003814697 18 12 1 416 4418
3013 735 732 1 25 19.7000007629395 12 1 1069 1935
3014 735 732 1 24.6000003814697 18.8999996185303 12 1 1069 1935
3025 738 738 0 24.5 18.2000007629395 11 1 988 285
3026 738 738 0 23.5 19 11 1 988 145
3027 738 738 0 18.2999992370605 17.2000007629395 11 1 988 145
3029 739 741 1 18.8999996185303 16.6000003814697 11 1 442 457
3031 739 741 1 15.6999998092651 15.8000001907349 11 1 442 457
3032 739 741 1 13.6999998092651 13.8000001907349 11 1 442 457
3060 744 744 0 24.2000007629395 17.7000007629395 12 1 622 1954
3061 745 745 0 21.5 17.2000007629395 12 1 963 505
3062 745 745 0 14.1000003814697 15.8000001907349 12 1 963 505
3063 745 745 0 9.39999961853027 14.3999996185303 12 1 963 505
3064 746 746 0 23.1000003814697 17 12 1 4392 505
3066 747 747 0 22.5 18.3999996185303 12 1 571 974
3067 747 747 0 25 18.7000007629395 12 1 571 974
3068 747 747 0 23.7000007629395 17.7000007629395 12 1 571 166
3087 753 753 0 12.1000003814697 16 12 1 524 4153
3088 753 753 0 16.7999992370605 16.5 12 1 524 4153
3089 753 753 0 13.6999998092651 16 12 1 524 4153
3092 754 754 0 13.1000003814697 14.1000003814697 12 1 45 166
3096 755 754 1 17.2999992370605 16 12 1 1940 1192
3200 786 786 0 23.6000003814697 17.2000007629395 12 1 2007 4304
3201 786 786 0 21.7999992370605 18.2999992370605 12 1 2007 2352
3202 786 786 0 22.7000007629395 18.2999992370605 12 1 2007 2352
3204 787 788 1 23.1000003814697 18.7000007629395 12 1 427 285
3213 789 789 0 17.7000007629395 17 12 1 206 2906
3224 792 792 0 19.2999992370605 13.8000001907349 12 1 4425 962
3240 797 799 1 25.2000007629395 19.1000003814697 12 1 2966 2605
3241 797 799 1 24 17.7000007629395 12 1 2966 2605
3246 799 797 1 14.6000003814697 12.5 12 1 4380 962
3258 802 802 0 22 17 12 1 2691 23
3261 803 802 1 11.1999998092651 13 12 1 2004 823
3272 806 806 0 23.1000003814697 18 12 1 256 417
3273 806 807 1 23.5 19.1000003814697 12 1 256 650
3275 806 806 0 24.1000003814697 19.7999992370605 12 1 256 650
3276 807 807 0 23.8999996185303 15.8999996185303 12 1 1054 3052
3277 807 807 0 24 17.2000007629395 12 1 1054 2904
3278 807 806 1 21.7999992370605 18.2999992370605 12 1 1054 3052
3279 807 807 0 23 16.3999996185303 12 1 1054 3052
3280 808 808 0 22.6000003814697 17.3999996185303 12 1 622 1954
3281 808 808 0 24.5 18.8999996185303 12 1 622 23
3283 809 810 1 22.6000003814697 18.7000007629395 12 1 784 417
3284 809 810 1 24.6000003814697 18.7000007629395 12 1 784 417
3285 809 810 1 25.2000007629395 18.5 12 1 784 417
3286 810 809 1 27 19.3999996185303 12 1 2658 1569
3288 810 809 1 25 19 12 1 2658 2053
3296 812 813 1 22.3999996185303 19 12 1 1827 2202
3297 812 812 0 22 18 12 1 1827 2202
3299 812 813 1 14 16 12 1 1827 2202
3300 813 812 1 25.2000007629395 19.6000003814697 12 1 571 1227
3301 813 812 1 23.5 19 12 1 571 1227
3302 813 812 1 25.3999996185303 18.3999996185303 12 1 571 1227
3304 814 814 0 28.5 19.7000007629395 12 1 1047 500
3305 814 818 1 16.2999992370605 16 13 1 1047 500
3310 815 815 0 24.3999996185303 18.2000007629395 12 1 927 494
3311 815 815 0 25.7000007629395 18.6000003814697 12 1 927 494
3312 815 815 0 23.7999992370605 18.3999996185303 12 1 927 494
3318 818 814 1 26.7999992370605 19 11 1 1100 959
3320 818 818 0 26.5 19.2000007629395 12 1 1100 1226
3321 818 818 0 25 19.6000003814697 12 1 1100 1226
3334 822 825 1 19.8999996185303 18.1000003814697 12 1 2405 499
3335 822 822 0 17.8999996185303 17.7000007629395 12 1 2166 500
3336 822 822 0 17.7000007629395 17.2999992370605 12 1 2166 1464
3337 822 822 0 18.7999992370605 17.2000007629395 12 1 2166 500
3338 823 823 0 29.2999992370605 20.2999992370605 12 1 857 725
3339 823 823 0 27.8999996185303 19.2000007629395 12 1 857 1569
3340 823 823 0 26.6000003814697 19.5 12 1 857 1569
3341 824 825 1 21.5 18 12 1 NA 114
3342 824 825 1 22.1000003814697 18.2999992370605 12 1 912 114
3343 824 825 1 22.6000003814697 18.2999992370605 12 1 912 114
3346 825 824 1 25.1000003814697 18.7000007629395 12 1 45 166
3347 825 824 1 22.2000007629395 18.2999992370605 12 1 45 166
3348 825 824 1 23.6000003814697 18.5 12 1 45 166
3350 826 827 1 23.7999992370605 19 12 1 843 2904
3351 826 827 1 24.5 19.7000007629395 12 1 843 2904
3355 827 826 1 20.7000007629395 17.6000003814697 12 1 860 2246
3359 829 829 0 21.7000007629395 18.2000007629395 12 1 592 418
3360 829 829 0 20.7999992370605 17.7000007629395 12 1 592 418
3361 829 829 0 14.3999996185303 15.6000003814697 12 1 592 418
3362 830 830 0 22.5 18.7000007629395 12 1 2360 962
3363 830 830 0 19.8999996185303 17.7000007629395 12 1 2360 962
3364 830 830 0 14.3999996185303 16.5 12 1 2360 962
3370 832 832 0 24.8999996185303 19.3999996185303 12 1 427 661
3372 832 832 0 27.5 19.2999992370605 12 1 427 661
3375 833 832 1 20.2999992370605 17.8999996185303 12 1 2725 457
3394 837 837 0 26.7999992370605 19 12 1 988 2970
3395 837 837 0 26.3999996185303 19 12 1 988 2970
3399 838 839 1 27.3999996185303 18.8999996185303 12 1 2167 2944
3401 838 839 1 18.5 16.5 12 1 2167 2768
3404 839 838 1 23.2999992370605 18.2000007629395 12 1 206 2661
3405 839 838 1 24.2999992370605 18.2999992370605 12 1 206 2661
3406 839 838 1 26.3999996185303 18.1000003814697 12 1 206 2661
3415 842 843 1 25.7000007629395 18.7999992370605 12 1 892 4435
3417 842 843 1 24.3999996185303 18.8999996185303 12 1 892 4435
3418 842 843 1 23.2999992370605 17.3999996185303 12 1 892 4435
3420 843 842 1 24 18.5 12 1 2840 46
3421 843 842 1 23.7999992370605 18.2000007629395 12 1 2840 46
3422 843 842 1 21.5 18.2000007629395 12 1 2840 46
3423 844 844 0 24.8999996185303 19.2000007629395 12 1 2004 823
3424 844 844 0 22.6000003814697 18.8999996185303 12 1 2004 823
3425 844 844 0 23.7999992370605 18.2000007629395 12 1 2004 823
3431 845 845 0 26.5 17.6000003814697 12 1 929 984
3432 845 845 0 24.5 17 12 1 929 984
3436 846 846 0 25.2000007629395 18.2999992370605 12 1 980 23
3437 846 846 0 24 17.8999996185303 12 1 980 23
3441 847 848 1 23.6000003814697 18.2999992370605 12 1 4380 4378
3442 847 848 1 21.7000007629395 18 12 1 4380 4378
3443 847 848 1 22.7999992370605 18.1000003814697 12 1 4380 4378
3445 848 847 1 25.2000007629395 19 12 1 542 4435
3446 848 847 1 24.7999992370605 19.3999996185303 12 1 542 4435
3447 848 847 1 25 18.7999992370605 12 1 542 4435
3448 848 848 0 20.3999996185303 16.8999996185303 12 1 542 1697
3450 849 849 0 26.5 18.7999992370605 12 1 622 2187
3453 850 850 0 25.7000007629395 18.6000003814697 12 1 2489 1956
3454 850 850 0 24.7999992370605 18.2000007629395 12 1 2489 2527
3455 850 850 0 24.7000007629395 15.8999996185303 12 1 2489 1956
3456 850 850 0 20.8999996185303 16.1000003814697 12 1 2489 2527
3457 851 851 0 22.7000007629395 17.1000003814697 12 1 4425 962
3459 852 852 0 25.6000003814697 19.6000003814697 12 1 256 650
3460 852 852 0 25.6000003814697 18.6000003814697 12 1 256 650
3461 852 852 0 25 18.7999992370605 12 1 256 650
3462 852 852 0 15.6999998092651 17 12 1 256 650
3466 854 854 0 20.2999992370605 15.8999996185303 12 1 2691 23
3469 854 854 0 16.3999996185303 14.8000001907349 12 1 2691 23
3470 855 856 1 20 17.6000003814697 12 1 586 2651
3475 856 856 0 25 17.8999996185303 12 1 784 417
3476 856 856 0 20.8999996185303 16.7999992370605 12 1 784 417
3477 856 856 0 25.1000003814697 18.7999992370605 12 1 784 417
3478 856 856 0 22.6000003814697 18 12 1 784 417
3483 857 857 0 25.5 17.7000007629395 12 1 2865 1954
3484 857 857 0 25.5 18.7999992370605 12 1 2865 962
3491 859 859 0 28.2999992370605 19.8999996185303 12 1 1100 1956
3492 859 859 0 28.6000003814697 19 12 1 1100 500
3495 860 860 0 24.7999992370605 18.8999996185303 12 1 2658 1956
3496 860 860 0 28.6000003814697 19 12 1 2658 2053
3497 860 860 0 27.5 19.1000003814697 12 1 2658 1956
3498 860 860 0 23.5 18.7999992370605 12 1 2658 2053
3499 861 863 1 25.5 18.5 12 1 338 2906
3502 862 864 1 22.7999992370605 19.1000003814697 12 1 843 2904
3503 862 864 1 24.5 19.1000003814697 12 1 843 2904
3504 862 864 1 26.1000003814697 19.5 12 1 843 2904
3505 862 864 1 21.5 18.6000003814697 12 1 843 2904
3507 863 863 0 26 18.5 12 1 45 166
3508 863 863 0 26.7000007629395 17.6000003814697 12 1 45 166
3509 863 863 0 24.2999992370605 17.3999996185303 12 1 45 166
3511 864 862 1 28 19.2999992370605 12 1 1827 2462
3512 864 862 1 26.8999996185303 19.1000003814697 12 1 1827 2462
3513 864 862 1 29.2000007629395 19.1000003814697 12 1 1827 2462
3514 864 862 1 27.7999992370605 18.8999996185303 12 1 1827 2462
3515 865 866 1 27 19.1000003814697 12 1 2405 1464
3516 865 866 1 25.2999992370605 18.8999996185303 12 1 2405 1464
3520 866 865 1 25.2999992370605 18.5 12 1 927 115
3521 866 865 1 17.3999996185303 17.2999992370605 12 1 927 494
3525 867 867 0 23.3999996185303 18.2999992370605 12 1 2360 2924
3526 867 867 0 23.5 19.3999996185303 12 1 2360 2924
3527 867 867 0 17.5 17.2999992370605 12 1 2360 2924
3528 868 868 0 24.2999992370605 17.2999992370605 12 1 857 1569
3529 868 868 0 17.1000003814697 15.3000001907349 12 1 2949 1569
3530 868 868 0 22 16.3999996185303 12 1 857 1569
3531 868 868 0 19.1000003814697 16.2999992370605 12 1 857 1569
3532 869 869 0 23.7000007629395 18.2999992370605 12 1 353 725
3533 869 869 0 21 18.3999996185303 12 1 353 725
3534 869 869 0 21.7000007629395 18.2000007629395 12 1 353 1569
3536 870 871 1 24.7000007629395 18.2000007629395 12 1 592 418
3537 870 870 0 25 18 12 1 592 650
3538 870 871 1 26.7000007629395 18.2999992370605 12 1 592 418
3540 871 870 1 26.2999992370605 19.2000007629395 12 1 860 114
3541 871 870 1 24.1000003814697 18.8999996185303 12 1 860 114
3543 871 870 1 20.2000007629395 17.2000007629395 12 1 860 114
3544 872 872 0 22.2000007629395 18.6000003814697 12 1 1598 500
3545 872 872 0 16.8999996185303 17.3999996185303 12 1 1598 2833
3546 872 872 0 14.8000001907349 17.2000007629395 12 1 1598 2833
3559 875 875 0 28 19.2999992370605 12 1 963 4395
3582 884 884 0 26.5 17.3999996185303 12 1 4380 3285
3583 884 884 0 22.7999992370605 14 12 1 4380 2651
3584 884 884 0 16.6000003814697 16.6000003814697 12 1 4380 3285
3621 896 897 1 22.7999992370605 16.3999996185303 12 1 3507 3442
3630 898 898 0 22.7999992370605 17.2999992370605 12 1 927 2202
3631 898 898 0 16.3999996185303 15.3000001907349 12 1 927 46
3634 898 898 0 11 14.1999998092651 12 1 927 2202
3636 899 899 0 11.5 15.3000001907349 14 1 3475 3450
3637 899 899 0 11.3000001907349 14.5 14 1 3475 3450
3645 901 902 1 23.6000003814697 16.8999996185303 12 1 860 3394
3648 901 901 0 25.3999996185303 17 12 1 860 3394
3649 902 901 1 26.5 18.2999992370605 12 1 3050 2768
3668 907 907 0 26.2000007629395 17.6000003814697 12 1 3302 417
3669 907 907 0 28.3999996185303 18 12 1 3302 417
3675 909 909 0 24.6000003814697 18.2999992370605 12 1 2492 2944
3676 909 909 0 27.2999992370605 18.1000003814697 12 1 2492 417
3677 909 909 0 23.5 17.5 12 1 2492 2944
3683 911 910 1 25.5 19 12 1 3404 417
3684 911 910 1 24.2000007629395 18.6000003814697 12 1 3404 417
3686 912 912 0 26.1000003814697 18.7000007629395 12 1 3340 4304
3687 912 912 0 25 18.6000003814697 12 1 3340 4304
3688 912 912 0 21.5 17.7999992370605 12 1 3340 4304
3695 914 914 0 25.2999992370605 18.2999992370605 12 1 3536 2542
3696 914 914 0 23.5 18.2999992370605 12 1 3536 2542
3708 918 918 0 25.3999996185303 17.8999996185303 12 1 3350 3430
3710 917 918 1 22.7999992370605 18 12 1 2489 2605
3712 918 917 1 25.5 18.6000003814697 12 1 3350 3430
3713 918 917 1 25.2999992370605 19.2000007629395 12 1 3350 3430
3714 918 917 1 26.2999992370605 19.3999996185303 12 1 3350 3430
3715 917 918 1 26.5 18.8999996185303 12 1 2489 2605
3717 919 919 0 22 17.5 12 1 4425 1697
3719 919 919 0 24.7000007629395 17.8999996185303 12 1 4425 1697
3722 920 920 0 22.1000003814697 19.1000003814697 12 1 4380 3285
3723 920 920 0 24.7000007629395 18.5 12 1 4380 3285
3724 920 920 0 23.2000007629395 17.7999992370605 12 1 4380 661
3725 920 920 0 21 18.5 12 1 4380 3285
3727 921 921 0 14.8999996185303 16.1000003814697 12 1 3507 3442
3728 921 921 0 22.6000003814697 17.1000003814697 12 1 3507 3442
3729 921 921 0 13.1999998092651 14.6000003814697 12 1 3507 3442
3730 921 921 0 21.5 16.8999996185303 12 1 3507 3442
3732 922 922 0 21.1000003814697 17.2000007629395 12 1 929 2202
3733 922 922 0 23.6000003814697 18.2999992370605 12 1 929 2202
3734 922 922 0 24.7000007629395 18 12 1 929 2202
3735 922 922 0 20.5 17.3999996185303 12 1 929 2202
3737 923 923 0 27.7000007629395 19.1000003814697 12 1 2004 417
3738 923 923 0 25 18.3999996185303 12 1 2004 417
3743 925 925 0 24.2999992370605 17.7000007629395 12 1 3427 2453
3745 925 925 0 24 18.6000003814697 12 1 3427 2651
3746 925 925 0 22.2999992370605 17.2999992370605 12 1 3427 2453
3747 926 927 1 24.5 18 12 1 2166 1569
3749 926 927 1 23.3999996185303 17.2999992370605 12 1 2166 1569
3750 926 927 1 20.6000003814697 16.7000007629395 12 1 2166 1569
3751 927 926 1 21.3999996185303 18.2999992370605 12 1 1100 4390
3752 927 926 1 23.2000007629395 17.8999996185303 12 1 1100 3460
3760 929 929 0 24.2999992370605 17.3999996185303 12 1 2840 46
3761 929 929 0 24.7000007629395 17.7999992370605 12 1 2840 46
3762 929 929 0 22.5 16.3999996185303 12 1 2840 46
3764 930 930 0 22.2999992370605 17 12 1 3321 3276
3765 930 930 0 22.6000003814697 16.5 12 1 3321 3276
3766 930 930 0 21.2999992370605 17.8999996185303 12 1 3321 3276
3767 930 930 0 18.7999992370605 15 12 1 3346 3442
3769 931 931 0 18.7000007629395 17.1000003814697 12 1 750 3496
3770 931 931 0 12.8999996185303 16 12 1 750 3496
3772 932 933 1 26.5 19.2000007629395 12 1 3475 3450
3773 932 933 1 24.1000003814697 17.8999996185303 12 1 3475 3450
3774 932 933 1 24.2000007629395 17.8999996185303 12 1 3475 3450
3777 933 932 1 19.7999992370605 16.7999992370605 12 1 3429 3359
3778 933 932 1 17.7000007629395 16.2000007629395 12 1 3429 3359
3779 933 932 1 13.1000003814697 16.2999992370605 12 1 3429 3359
3780 933 933 0 16.2999992370605 16.8999996185303 12 1 3429 3359
3782 934 934 0 16.8999996185303 16.8999996185303 12 1 3404 1697
3787 935 935 0 25.1000003814697 18.8999996185303 12 1 3395 2173
3788 935 935 0 24.1000003814697 18.6000003814697 12 1 3395 2173
3789 935 935 0 20.7000007629395 17.8999996185303 12 1 3395 2944
3792 936 936 0 21 16.2000007629395 12 1 3302 417
3794 936 936 0 13.3000001907349 15 12 1 3302 417
3797 937 937 0 28.2000007629395 19.2999992370605 12 1 860 3394
3802 938 938 0 21.3999996185303 18 12 1 3516 2453
3803 938 938 0 11.5 16.2999992370605 12 1 3516 2453
3804 938 938 0 14.1000003814697 15.8999996185303 12 1 3516 2453
3808 939 939 0 24.3999996185303 18.2999992370605 12 1 2658 4395
3820 942 942 0 22.8999996185303 18.3999996185303 12 1 2492 417
3821 942 942 0 20.2000007629395 18.5 12 1 2492 3496
3822 942 942 0 21.1000003814697 18.2000007629395 12 1 2492 2944
3823 942 942 0 14.3000001907349 16.8999996185303 12 1 2492 2944
3826 943 944 1 19.7000007629395 15.1000003814697 12 1 3050 2768
3827 943 944 1 22.1000003814697 17.7000007629395 12 1 3050 2768
3828 943 944 1 26.7000007629395 17.8999996185303 12 1 3050 2768
3830 944 943 1 21.2000007629395 18 12 1 586 2651
3831 944 943 1 23.2000007629395 19.5 12 1 586 2651
3832 944 943 1 19.3999996185303 17.3999996185303 12 1 586 2651
3844 947 947 0 22.2999992370605 17.6000003814697 12 1 592 3311
3849 948 948 0 25.3999996185303 19.5 12 1 3536 2542
3850 948 948 0 28 20 12 1 3536 2542
3854 949 949 0 29.2000007629395 19.2000007629395 12 1 3340 4304
3855 949 949 0 25 18.5 12 1 3340 4304
3856 949 949 0 26.3999996185303 NA 12 1 3340 4304
3861 951 951 0 21.6000003814697 19.1000003814697 12 1 2489 2605
3862 951 951 0 23.2999992370605 18.5 12 1 2489 2605
3866 952 952 0 26 18 12 1 3350 1448
3867 952 952 0 26.2999992370605 18.7000007629395 12 1 3350 3430
3868 952 952 0 25.3999996185303 18.7999992370605 12 1 3350 3430
3871 953 953 0 23.5 19.8999996185303 12 1 2004 417
3872 953 953 0 26.7000007629395 18.2999992370605 12 1 2004 417
3879 955 955 0 24.6000003814697 17.2999992370605 12 1 3555 3370
3880 955 955 0 21.6000003814697 17.6000003814697 12 1 3555 3370
3887 957 957 0 23.3999996185303 20.2000007629395 12 1 1100 3460
3888 957 957 0 25.8999996185303 18.7999992370605 12 1 1100 3460
3889 957 957 0 22.6000003814697 18.2000007629395 12 1 1100 3460
3905 960 961 1 20.2000007629395 16.5 12 1 860 NA
3906 960 960 0 24.6000003814697 18.6000003814697 12 1 860 3312
3907 960 960 0 23.8999996185303 18.1000003814697 12 1 860 2693
3908 961 960 1 24.6000003814697 18 12 1 3507 661
3909 961 960 1 20.3999996185303 16.7999992370605 12 1 3507 3442
3910 961 960 1 21.5 17.5 12 1 3507 3442
3913 962 962 0 16.5 17.3999996185303 12 1 3427 2453
3914 962 962 0 19.3999996185303 17.8999996185303 12 1 3427 2453
3915 962 962 0 19.6000003814697 18.2000007629395 12 1 3427 2453
3916 962 962 0 22 18.5 12 1 3427 2453
3918 963 963 0 23.2000007629395 17.5 12 1 3395 2173
3919 963 963 0 18.8999996185303 16.7000007629395 12 1 3395 2173
3920 963 963 0 22.2000007629395 17.6000003814697 12 1 3395 2173
3923 964 964 0 18.7000007629395 17.5 12 1 3475 3450
3924 964 964 0 17.7999992370605 16.8999996185303 12 1 NA NA
3925 964 964 0 17.2000007629395 17.7000007629395 12 1 3475 3089
3926 964 964 0 11.8000001907349 15.5 12 1 3475 3394
