"BroodRef"	"BirdID"	"NatalBroodID"	"RingedYN"	"LastStage"	"DeathDate"	"CrossFosteredYN"	"LastLiveRecord"	"HatchDate"
1096	4627	1096	1	3	NA	0	2010-01-20 00:00:00	2009-05-30
1097	4636	1097	0	2	2009-06-05	0	2009-06-03 00:00:00	2009-06-02
1097	4637	1097	0	2	2009-06-05	0	2009-06-03 00:00:00	2009-06-02
1097	4640	1097	0	2	2009-06-05	0	2009-06-03 00:00:00	2009-06-02
1097	4639	1097	0	2	2009-06-05	0	2009-06-03 00:00:00	2009-06-02
1097	4638	1097	0	2	2009-06-05	0	2009-06-03 00:00:00	2009-06-02
1100	4644	1100	1	3	NA	0	2009-06-13 00:00:00	2009-06-01
1101	4647	1101	1	3	NA	0	2009-06-25 00:00:00	2009-06-14
1101	4648	1101	0	2	NA	0	2009-06-15 00:00:00	2009-06-14
1101	4645	1101	0	2	NA	0	2009-06-20 00:00:00	2009-06-14
1101	4646	1101	1	3	NA	0	2009-06-25 00:00:00	2009-06-14
1102	4653	1103	1	3	NA	1	2009-06-28 00:00:00	2009-06-17
1102	4654	1103	1	3	NA	1	2009-06-28 00:00:00	2009-06-17
1102	4655	1103	1	3	NA	1	2009-06-28 00:00:00	2009-06-17
1102	4656	1103	0	2	NA	1	2009-06-23 00:00:00	2009-06-17
1103	4650	1102	1	3	NA	1	2009-06-28 00:00:00	2009-06-17
1103	4649	1102	1	3	NA	1	2011-11-15 00:00:00	2009-06-17
1103	4651	1102	1	3	NA	1	2009-06-28 00:00:00	2009-06-17
1103	4652	1102	0	2	NA	1	2009-06-18 00:00:00	2009-06-17
1104	4657	1104	1	3	NA	0	2009-06-29 00:00:00	2009-06-18
1104	4658	1104	1	3	NA	0	2009-06-29 00:00:00	2009-06-18
1105	4663	1105	1	3	NA	0	2014-07-31 00:00:00	2009-06-18
1105	4664	1105	1	3	2011-05-18	0	2011-05-10 00:00:00	2009-06-18
1105	4661	1105	1	3	NA	0	2009-06-29 00:00:00	2009-06-18
1105	4662	1105	0	2	NA	0	2009-06-19 00:00:00	2009-06-18
1107	4671	1108	1	3	NA	1	2009-06-30 00:00:00	2009-06-19
1107	4674	1108	1	3	NA	1	2009-06-30 00:00:00	2009-06-19
1107	4673	1108	1	3	NA	1	2011-07-20 00:00:00	2009-06-19
1107	4672	1108	1	3	NA	1	2009-06-30 00:00:00	2009-06-19
1108	4669	1107	1	3	NA	1	2009-06-30 00:00:00	2009-06-19
1108	4667	1107	1	3	NA	1	2009-06-30 00:00:00	2009-06-19
1108	4668	1107	1	3	NA	1	2009-06-30 00:00:00	2009-06-19
1108	4666	1107	1	3	NA	1	2009-06-30 00:00:00	2009-06-19
1109	4675	1109	0	2	NA	0	2009-06-26 00:00:00	2009-06-20
1109	4678	1109	1	3	NA	0	2009-07-01 00:00:00	2009-06-20
1109	4676	1109	1	3	NA	0	2009-07-01 00:00:00	2009-06-20
1109	4677	1109	0	2	NA	0	2009-06-26 00:00:00	2009-06-20
1110	4679	1110	1	3	NA	0	2011-02-02 00:00:00	2009-06-23
1110	4681	1110	1	3	NA	0	2009-07-04 00:00:00	2009-06-23
1110	4682	1110	1	3	NA	0	2015-06-04 00:00:00	2009-06-23
1110	4680	1110	1	3	NA	0	2009-07-04 00:00:00	2009-06-23
1111	4684	1111	1	3	NA	0	2009-07-06 00:00:00	2009-06-24
1111	4685	1111	0	2	NA	0	2009-06-30 00:00:00	2009-06-24
1111	4687	1111	1	3	NA	0	2009-07-06 00:00:00	2009-06-24
1111	4686	1111	1	3	NA	0	2011-07-25 00:00:00	2009-06-24
1112	4689	1112	1	3	NA	0	2010-08-06 00:00:00	2009-06-28
1112	4690	1112	1	3	NA	0	2009-07-09 00:00:00	2009-06-28
1112	4691	1112	1	3	NA	0	2009-07-09 00:00:00	2009-06-28
1113	4695	1113	1	3	NA	0	2010-04-25 00:00:00	2009-07-01
1113	4696	1113	0	1	2009-07-04	0	2009-07-03 23:59:59	2009-07-01
1113	4694	1113	0	2	NA	0	2009-07-02 00:00:00	2009-07-01
1113	4693	1113	0	2	NA	0	2009-07-02 00:00:00	2009-07-01
1114	4703	1115	1	3	NA	1	2010-05-22 00:00:00	2009-07-01
1114	4701	1115	1	3	NA	1	2009-07-12 00:00:00	2009-07-01
1114	4702	1115	1	3	NA	1	2009-07-12 00:00:00	2009-07-01
1115	4698	1114	1	3	NA	1	2009-07-12 00:00:00	2009-07-01
1115	4697	1114	1	3	NA	1	2009-07-12 00:00:00	2009-07-01
1115	4699	1114	1	3	NA	1	2011-06-27 00:00:00	2009-07-01
1115	4704	1115	0	2	NA	0	NA	2009-07-01
1116	4707	1116	1	3	NA	0	2010-01-21 00:00:00	2009-07-03
1116	4705	1116	1	3	NA	0	2012-08-16 00:00:00	2009-07-03
1116	4706	1116	1	3	NA	0	2011-10-25 00:00:00	2009-07-03
1118	4715	1118	0	2	NA	0	NA	2009-07-08
1118	4718	1119	1	3	NA	1	2009-07-19 00:00:00	2009-07-08
1118	4714	1118	0	2	NA	0	2009-07-10 00:00:00	2009-07-08
1118	4716	1119	1	3	NA	1	2009-07-19 00:00:00	2009-07-08
1118	4717	1119	1	3	NA	1	2011-07-24 00:00:00	2009-07-08
1119	4713	1118	1	3	NA	1	2009-07-19 00:00:00	2009-07-08
1119	4711	1118	1	3	NA	1	2009-07-19 00:00:00	2009-07-08
1119	4712	1118	1	3	NA	1	2009-07-19 00:00:00	2009-07-08
1120	4721	1120	1	3	NA	0	2011-11-20 00:00:00	2009-07-12
1120	4722	1120	1	3	NA	0	2014-07-26 00:00:00	2009-07-12
1120	4723	1120	1	3	NA	0	2016-07-17 00:00:00	2009-07-12
1121	4725	1121	0	2	NA	0	2009-07-24 00:00:00	2009-07-18
1121	4728	1121	0	2	NA	0	NA	2009-07-18
1121	4726	1121	1	3	NA	0	2009-07-29 00:00:00	2009-07-18
1121	4727	1121	0	2	NA	0	NA	2009-07-18
1122	4730	1122	1	3	NA	0	2010-01-20 00:00:00	2009-07-19
1122	4729	1122	1	3	NA	0	2009-07-30 00:00:00	2009-07-19
1123	4732	1123	1	2	NA	0	2009-07-22 00:00:00	2009-07-13
1124	4733	1124	1	3	NA	0	2011-08-05 00:00:00	2009-07-22
1124	4734	1124	1	3	NA	0	2009-08-02 00:00:00	2009-07-22
1125	4735	1125	1	3	NA	0	2011-08-10 00:00:00	2009-07-23
1125	4736	1125	1	3	NA	0	2009-08-03 00:00:00	2009-07-23
1125	4737	1125	1	3	NA	0	2011-07-26 00:00:00	2009-07-23
1125	4738	1125	1	3	2010-11-22	0	2010-01-23 00:00:00	2009-07-23
1126	4739	1126	1	3	NA	0	2014-07-15 00:00:00	2009-07-24
1126	4740	1126	0	2	NA	0	NA	2009-07-24
1128	4748	1128	0	1	2009-08-07	0	2009-08-06 23:59:59	2009-08-03
1128	4749	1129	1	3	NA	1	2009-08-14 00:00:00	2009-08-03
1128	4746	1128	0	2	NA	0	2009-08-04 00:00:00	2009-08-03
1128	4747	1128	0	2	NA	0	NA	2009-08-03
1128	4750	1129	1	3	NA	1	2009-08-14 00:00:00	2009-08-03
1129	4745	1128	1	3	NA	1	2014-07-20 00:00:00	2009-08-03
1129	4744	1128	1	3	NA	1	2010-08-04 00:00:00	2009-08-03
1130	4753	1130	1	3	NA	0	2011-07-20 00:00:00	2009-08-04
1130	4751	1130	1	3	NA	0	2009-08-15 00:00:00	2009-08-04
1130	4752	1130	1	3	NA	0	2009-08-15 00:00:00	2009-08-04
1132	4765	1132	1	3	NA	0	2011-11-16 00:00:00	2010-04-21
1132	4766	1132	1	3	NA	0	2011-11-16 00:00:00	2010-04-21
1132	4764	1132	1	2	NA	0	2010-05-04 00:00:00	2010-04-21
1132	4767	1132	0	2	NA	0	2010-05-02 00:00:00	2010-04-21
1133	4768	1133	1	3	NA	0	2014-12-07 00:00:00	2010-04-25
1133	4769	1133	1	2	NA	0	2010-05-07 00:00:00	2010-04-25
1142	4799	1142	0	2	NA	0	2010-05-05 00:00:00	2010-04-27
1142	4798	1142	0	2	NA	0	2010-05-05 00:00:00	2010-04-27
1143	4807	1143	0	2	2010-05-12	0	2010-05-10 00:00:00	2010-05-04
1143	4806	1143	0	2	2010-05-12	0	2010-05-10 00:00:00	2010-05-04
1143	4808	1143	0	2	2010-05-08	0	2010-05-06 00:00:00	2010-05-04
1143	4809	1143	0	2	NA	0	2010-05-12 00:00:00	2010-05-04
1143	4805	1143	0	2	NA	0	2010-05-12 00:00:00	2010-05-04
1144	4810	1144	0	2	2010-05-12	0	2010-05-09 00:00:00	2010-05-07
1144	4812	1144	1	3	NA	0	2011-07-04 00:00:00	2010-05-07
1144	4814	1144	0	2	2010-05-09	0	2010-05-08 23:59:59	2010-05-07
1144	4811	1144	1	3	NA	0	2011-06-27 00:00:00	2010-05-07
1144	4813	1144	0	2	2010-05-09	0	2010-05-08 23:59:59	2010-05-07
1145	4816	1145	0	2	2010-05-12	0	2010-05-10 00:00:00	2010-05-08
1145	4818	1145	1	2	NA	0	2010-05-20 00:00:00	2010-05-08
1145	4817	1145	1	2	NA	0	2010-05-20 00:00:00	2010-05-08
1145	4815	1145	0	2	NA	0	2010-05-10 00:00:00	2010-05-08
1146	4820	1146	0	2	2010-05-14	0	2010-05-12 00:00:00	2010-05-08
1146	4821	1146	1	3	NA	0	2010-10-24 00:00:00	2010-05-08
1146	4822	1146	1	2	NA	0	2010-05-20 00:00:00	2010-05-08
1146	4823	1146	0	2	2010-05-12	0	2010-05-10 00:00:00	2010-05-08
1146	4819	1146	1	2	NA	0	2010-05-20 00:00:00	2010-05-08
1147	4824	1147	0	2	2010-05-16	0	2010-05-14 00:00:00	2010-05-10
