"BroodRef"	"BirdID"	"NatalBroodID"	"RingedYN"	"LastStage"	"DeathDate"	"CrossFosteredYN"	"LastLiveRecord"	"HatchDate"
276	622	276	1	3	NA	0	2007-02-06 00:00:00	2002-07-22
276	623	276	1	3	NA	0	2002-08-02 00:00:00	2002-07-22
277	627	277	1	3	NA	0	2002-08-05 00:00:00	2002-07-25
277	628	277	1	3	NA	0	2002-08-05 00:00:00	2002-07-25
277	626	277	1	3	NA	0	2004-08-30 00:00:00	2002-07-25
277	625	277	1	3	NA	0	2003-08-30 00:00:00	2002-07-25
278	631	278	1	3	NA	0	2002-08-06 00:00:00	2002-07-26
278	630	278	1	3	NA	0	2002-09-29 00:00:00	2002-07-26
278	629	278	1	3	NA	0	2002-08-06 00:00:00	2002-07-26
279	634	279	0	2	2002-07-29	0	2002-07-28 00:00:00	2002-07-27
279	633	279	0	2	2002-07-29	0	2002-07-28 00:00:00	2002-07-27
280	640	280	0	2	NA	0	NA	2002-07-28
280	639	280	0	2	NA	0	NA	2002-07-28
280	637	280	0	2	2002-07-30	0	2002-07-29 00:00:00	2002-07-28
281	643	281	1	3	NA	0	2002-08-10 00:00:00	2002-07-30
281	642	281	1	3	NA	0	2002-08-10 00:00:00	2002-07-30
281	644	281	1	3	NA	0	2002-08-10 00:00:00	2002-07-30
281	641	281	1	3	NA	0	2002-08-10 00:00:00	2002-07-30
282	650	283	1	3	NA	1	2007-06-13 00:00:00	2002-08-02
282	651	283	0	2	2002-08-04	1	2002-08-03 00:00:00	2002-08-02
282	649	283	1	3	NA	1	2005-11-17 00:00:00	2002-08-02
283	652	283	0	2	NA	0	NA	2002-08-02
283	646	282	1	3	NA	1	2005-11-16 00:00:00	2002-08-02
283	645	282	1	3	NA	1	2005-05-25 00:00:00	2002-08-02
283	647	282	1	3	NA	1	2002-08-13 00:00:00	2002-08-02
284	653	284	1	3	NA	0	2002-08-13 00:00:00	2002-08-02
284	656	284	0	2	2002-08-04	0	2002-08-03 00:00:00	2002-08-02
284	657	284	0	2	NA	0	NA	2002-08-02
284	655	284	1	3	NA	0	2002-08-13 00:00:00	2002-08-02
284	654	284	1	3	NA	0	2002-08-13 00:00:00	2002-08-02
285	659	285	1	3	NA	0	2002-08-14 00:00:00	2002-08-03
285	661	285	1	3	NA	0	2007-12-01 00:00:00	2002-08-03
285	660	285	1	3	NA	0	2005-01-30 00:00:00	2002-08-03
285	658	285	1	3	NA	0	2002-08-15 00:00:00	2002-08-03
286	665	286	0	2	2002-08-06	0	2002-08-05 00:00:00	2002-08-04
286	663	286	1	3	NA	0	2004-08-30 00:00:00	2002-08-04
286	662	286	1	3	NA	0	2002-08-15 00:00:00	2002-08-04
286	664	286	0	2	2002-08-06	0	2002-08-05 00:00:00	2002-08-04
287	667	287	0	2	2002-08-06	0	2002-08-05 00:00:00	2002-08-04
287	666	287	0	2	2002-08-06	0	2002-08-05 00:00:00	2002-08-04
288	671	288	1	3	NA	0	2004-08-30 00:00:00	2002-07-01
288	730	288	0	2	2002-07-03	0	2002-07-02 00:00:00	2002-07-01
288	670	288	1	3	NA	0	2004-08-30 00:00:00	2002-07-01
288	729	288	0	2	2002-07-03	0	2002-07-02 00:00:00	2002-07-01
289	370	240	1	3	NA	1	2004-08-30 00:00:00	2002-05-25
289	369	240	0	2	2002-05-27	1	2002-05-26 00:00:00	2002-05-25
289	373	240	0	2	2002-05-27	1	2002-05-26 00:00:00	2002-05-25
289	372	240	0	2	2002-05-27	1	2002-05-26 00:00:00	2002-05-25
289	371	240	1	3	NA	1	2004-08-30 00:00:00	2002-05-25
291	680	291	0	2	2002-05-25	0	2002-05-24 23:59:59	2002-05-24
291	681	291	0	2	2002-05-25	0	2002-05-24 23:59:59	2002-05-24
291	682	291	0	2	2002-05-25	0	2002-05-24 23:59:59	2002-05-24
291	683	291	0	2	2002-05-25	0	2002-05-24 23:59:59	2002-05-24
294	691	294	0	2	2002-07-03	0	2002-07-02 00:00:00	2002-07-01
294	695	294	0	2	2002-07-03	0	2002-07-02 00:00:00	2002-07-01
294	694	294	0	2	2002-07-03	0	2002-07-02 00:00:00	2002-07-01
294	693	294	0	2	2002-07-03	0	2002-07-02 00:00:00	2002-07-01
294	692	294	0	2	2002-07-03	0	2002-07-02 00:00:00	2002-07-01
295	698	295	0	2	2002-07-03	0	2002-07-02 00:00:00	2002-07-01
295	701	295	0	2	2002-07-03	0	2002-07-02 00:00:00	2002-07-01
295	697	295	0	2	2002-07-03	0	2002-07-02 00:00:00	2002-07-01
295	699	295	0	2	2002-07-03	0	2002-07-02 00:00:00	2002-07-01
295	700	295	0	2	2002-07-03	0	2002-07-02 00:00:00	2002-07-01
296	704	296	1	3	NA	0	2005-11-16 00:00:00	2002-07-04
296	707	296	0	2	NA	0	NA	2002-07-04
296	706	296	0	2	NA	0	NA	2002-07-04
296	703	296	1	3	NA	0	2002-07-15 00:00:00	2002-07-04
297	711	297	0	2	NA	0	NA	2002-08-04
297	710	297	0	2	NA	0	NA	2002-08-04
298	714	298	0	2	2002-08-12	0	2002-08-11 00:00:00	2002-08-10
298	715	298	0	2	2002-08-12	0	2002-08-11 00:00:00	2002-08-10
298	712	298	0	2	2002-08-12	0	2002-08-11 00:00:00	2002-08-10
298	713	298	0	2	2002-08-12	0	2002-08-11 00:00:00	2002-08-10
303	731	303	0	2	2002-07-22	0	2002-07-21 00:00:00	2002-07-20
305	734	305	1	3	NA	0	2003-05-14 00:00:00	2003-05-03
305	736	305	1	3	NA	0	2003-05-14 00:00:00	2003-05-03
305	735	305	1	3	NA	0	2003-06-12 00:00:00	2003-05-03
306	737	306	1	3	NA	0	2003-05-14 00:00:00	2003-05-03
307	738	307	1	3	NA	0	2003-05-16 00:00:00	2003-05-04
307	739	307	1	3	NA	0	2003-05-16 00:00:00	2003-05-04
307	740	307	1	3	NA	0	2003-05-16 00:00:00	2003-05-04
308	741	308	1	3	NA	0	2003-05-16 00:00:00	2003-05-04
308	742	308	1	3	NA	0	2003-05-16 00:00:00	2003-05-04
309	745	309	1	3	NA	0	2003-05-16 00:00:00	2003-05-04
309	744	309	1	3	NA	0	2003-05-16 00:00:00	2003-05-04
310	747	310	1	3	NA	0	2003-05-16 00:00:00	2003-05-04
310	746	310	1	3	NA	0	2003-05-16 00:00:00	2003-05-04
311	748	311	1	3	NA	0	2003-05-16 00:00:00	2003-05-04
312	749	312	1	3	NA	0	2003-05-16 00:00:00	2003-05-04
312	750	312	1	3	NA	0	2007-07-08 00:00:00	2003-05-04
313	751	313	1	3	NA	0	2003-05-17 00:00:00	2003-05-05
313	753	313	1	3	NA	0	2005-01-30 00:00:00	2003-05-05
313	754	313	1	3	NA	0	2003-05-17 00:00:00	2003-05-05
313	752	313	1	3	NA	0	2003-05-17 00:00:00	2003-05-05
314	755	314	1	3	NA	0	2003-05-17 00:00:00	2003-05-05
314	756	314	1	3	NA	0	2003-05-17 00:00:00	2003-05-05
315	1106	315	0	2	NA	0	NA	2003-05-05
315	760	315	1	3	NA	0	2003-05-17 00:00:00	2003-05-05
315	762	315	0	1	2003-04-29	0	2003-05-06 00:00:00	2003-05-05
315	759	315	1	3	NA	0	2003-05-29 00:00:00	2003-05-05
316	764	316	1	3	NA	0	2003-05-17 00:00:00	2003-05-05
316	763	316	1	3	NA	0	2003-05-17 00:00:00	2003-05-05
317	765	317	1	3	NA	0	2006-05-20 00:00:00	2003-05-05
317	1107	317	0	2	NA	0	NA	2003-05-05
318	1108	318	0	2	NA	0	NA	2003-05-05
319	766	319	1	3	NA	0	2003-05-17 00:00:00	2003-05-05
319	767	319	1	3	NA	0	2003-05-17 00:00:00	2003-05-05
320	769	320	1	3	NA	0	2003-05-18 00:00:00	2003-05-06
320	770	320	1	3	NA	0	2003-06-11 00:00:00	2003-05-06
320	768	320	1	3	NA	0	2003-05-18 00:00:00	2003-05-06
321	773	321	0	2	2003-05-17	0	2003-05-16 00:00:00	2003-05-15
321	774	321	0	2	2003-05-17	0	2003-05-16 00:00:00	2003-05-15
321	771	321	0	2	2003-05-17	0	2003-05-16 00:00:00	2003-05-15
321	772	321	0	2	2003-05-17	0	2003-05-16 00:00:00	2003-05-15
322	775	322	1	3	NA	0	2003-05-18 00:00:00	2003-05-06
323	777	323	0	2	2003-05-17	0	2003-05-16 00:00:00	2003-05-15
323	776	323	0	2	2003-05-17	0	2003-05-16 00:00:00	2003-05-15
324	778	324	1	3	NA	0	2003-05-19 00:00:00	2003-05-07
325	779	325	0	2	2003-05-19	0	2003-05-18 00:00:00	2003-05-17
327	783	327	1	3	NA	0	2003-05-20 00:00:00	2003-05-08
327	784	327	1	3	2007-05-18	0	2007-05-11 00:00:00	2003-05-08
328	788	328	0	2	2003-05-20	0	2003-05-19 00:00:00	2003-05-18
328	785	328	0	2	2003-05-20	0	2003-05-19 00:00:00	2003-05-18
328	787	328	0	2	2003-05-20	0	2003-05-19 00:00:00	2003-05-18
328	786	328	0	2	2003-05-20	0	2003-05-19 00:00:00	2003-05-18
329	1109	329	0	2	NA	0	NA	2003-05-18
329	1111	329	0	2	NA	0	NA	2003-05-18
329	789	329	0	2	2003-05-20	0	2003-05-19 00:00:00	2003-05-18
329	1110	329	0	2	NA	0	NA	2003-05-18
330	791	330	1	2	2003-05-22	0	2003-05-21 00:00:00	2003-05-09
330	792	330	1	2	2003-05-22	0	2003-05-21 00:00:00	2003-05-09
330	1105	330	0	2	2003-05-11	0	2003-05-10 00:00:00	2003-05-09
331	793	331	1	3	NA	0	2003-05-22 00:00:00	2003-05-10
331	794	331	1	3	NA	0	2003-05-22 00:00:00	2003-05-10
331	795	331	1	3	NA	0	2003-05-22 00:00:00	2003-05-10
332	1112	332	0	2	NA	0	NA	2003-05-18
332	796	332	1	3	NA	0	2003-05-30 00:00:00	2003-05-18
332	1113	332	0	2	NA	0	NA	2003-05-18
333	1114	333	0	2	NA	0	NA	2003-05-18
333	800	333	0	2	2003-05-20	0	2003-05-19 00:00:00	2003-05-18
333	799	333	0	2	2003-05-20	0	2003-05-19 00:00:00	2003-05-18
334	803	334	1	3	NA	0	2003-05-30 00:00:00	2003-05-19
334	1115	334	0	2	NA	0	NA	2003-05-19
334	802	334	1	2	2003-05-31	0	2003-05-30 00:00:00	2003-05-19
335	805	335	0	1	2003-05-20	0	2003-05-19 23:59:59	NA
336	806	336	0	2	2003-05-21	0	2003-05-20 00:00:00	2003-05-19
337	809	337	0	2	2003-05-22	0	2003-05-21 00:00:00	2003-05-20
337	810	337	0	2	2003-05-22	0	2003-05-21 00:00:00	2003-05-20
337	1116	337	0	2	NA	0	NA	2003-05-20
337	808	337	0	2	2003-05-22	0	2003-05-21 00:00:00	2003-05-20
337	807	337	0	2	2003-05-22	0	2003-05-21 00:00:00	2003-05-20
338	811	338	0	2	2003-05-25	0	2003-05-24 00:00:00	2003-05-23
338	1117	338	0	2	NA	0	NA	2003-05-23
340	819	341	1	3	NA	1	2005-11-15 00:00:00	2003-05-25
340	818	341	1	3	NA	1	2005-11-17 00:00:00	2003-05-25
341	816	340	1	3	NA	1	2003-06-05 00:00:00	2003-05-25
341	817	340	1	3	NA	1	2003-06-05 00:00:00	2003-05-25
341	815	340	1	2	2003-06-06	1	2003-06-05 00:00:00	2003-05-25
342	826	343	1	3	NA	1	2003-06-06 00:00:00	2003-05-26
342	829	343	0	2	2003-05-28	1	2003-05-27 00:00:00	2003-05-26
342	828	343	1	3	NA	1	2003-06-06 00:00:00	2003-05-26
342	825	342	0	2	2003-05-28	0	2003-05-27 00:00:00	2003-05-26
342	827	343	1	3	NA	1	2003-06-06 00:00:00	2003-05-26
343	822	342	1	3	NA	1	2005-05-27 00:00:00	2003-05-26
343	823	342	1	3	NA	1	2006-08-16 00:00:00	2003-05-26
343	824	342	1	3	NA	1	2003-06-06 00:00:00	2003-05-26
344	838	346	1	3	NA	1	2003-06-07 00:00:00	2003-05-27
344	839	346	1	3	NA	1	2003-06-07 00:00:00	2003-05-27
345	832	344	1	3	NA	1	2005-08-30 00:00:00	2003-05-27
345	831	344	1	3	NA	1	2005-01-30 00:00:00	2003-05-27
345	833	344	1	3	NA	1	2003-06-24 00:00:00	2003-05-27
345	830	344	1	3	NA	1	2003-06-07 00:00:00	2003-05-27
346	834	345	1	3	NA	1	2003-06-07 00:00:00	2003-05-27
346	836	345	0	2	2003-05-29	1	2003-05-28 00:00:00	2003-05-27
346	837	345	0	2	2003-05-29	1	2003-05-28 00:00:00	2003-05-27
346	835	345	1	3	NA	1	2003-06-07 00:00:00	2003-05-27
347	853	350	0	2	2003-05-30	1	2003-05-29 00:00:00	2003-05-27
347	854	350	0	2	2003-05-30	1	2003-05-29 00:00:00	2003-05-27
348	849	349	0	2	2003-05-30	1	2003-05-29 00:00:00	2003-05-28
348	847	348	0	1	2003-05-29	0	2003-05-28 23:59:59	2003-05-28
348	850	349	0	2	2003-05-30	1	2003-05-29 00:00:00	2003-05-28
348	851	349	0	2	2003-05-30	1	2003-05-29 00:00:00	2003-05-28
349	846	348	0	2	2003-05-30	1	2003-05-29 00:00:00	2003-05-28
349	845	348	0	2	2003-05-30	1	2003-05-29 00:00:00	2003-05-28
349	844	348	0	2	2003-05-30	1	2003-05-29 00:00:00	2003-05-28
350	843	347	1	3	NA	1	2007-02-06 00:00:00	2003-05-28
350	1119	350	0	2	NA	0	NA	2003-05-28
350	842	347	1	3	NA	1	2003-06-08 00:00:00	2003-05-28
350	841	347	1	3	NA	1	2003-06-08 00:00:00	2003-05-28
352	1120	352	0	2	NA	0	NA	2003-05-29
352	1121	352	0	2	NA	0	NA	2003-05-29
352	860	353	1	3	NA	1	2007-12-04 00:00:00	2003-05-29
353	1122	353	0	2	NA	0	NA	2003-05-29
353	857	352	1	3	NA	1	2006-08-12 00:00:00	2003-05-29
354	866	354	1	3	NA	0	2003-06-24 00:00:00	2003-05-30
355	868	355	0	2	2003-06-06	0	2003-06-05 00:00:00	2003-06-04
355	869	355	0	2	2003-06-06	0	2003-06-05 00:00:00	2003-06-04
355	867	355	0	2	2003-06-06	0	2003-06-05 00:00:00	2003-06-04
356	872	356	0	2	2003-06-07	0	2003-06-06 00:00:00	2003-06-05
356	874	356	1	3	NA	0	2003-06-16 00:00:00	2003-06-05
356	873	356	0	2	2003-06-07	0	2003-06-06 00:00:00	2003-06-05
356	871	356	1	3	NA	0	2003-06-16 00:00:00	2003-06-05
357	882	358	0	2	2003-06-09	1	2003-06-08 00:00:00	2003-06-07
357	881	358	0	2	2003-06-09	1	2003-06-08 00:00:00	2003-06-07
358	876	357	0	2	2003-06-09	1	2003-06-08 00:00:00	2003-06-07
358	878	357	0	2	2003-06-09	1	2003-06-08 00:00:00	2003-06-07
358	875	357	1	3	NA	1	2003-06-18 00:00:00	2003-06-07
358	877	357	1	3	NA	1	2003-06-18 00:00:00	2003-06-07
360	887	360	1	3	NA	0	2003-06-19 00:00:00	2003-06-08
360	885	360	1	3	NA	0	2006-05-20 00:00:00	2003-06-08
360	888	360	1	3	NA	0	2003-06-28 00:00:00	2003-06-08
360	886	360	1	3	NA	0	2003-06-19 00:00:00	2003-06-08
361	893	361	0	2	2003-06-21	0	2003-06-20 00:00:00	2003-06-09
361	891	361	1	3	NA	0	2003-06-20 00:00:00	2003-06-09
361	890	361	1	3	NA	0	2004-06-27 00:00:00	2003-06-09
361	892	361	1	3	NA	0	2006-08-17 00:00:00	2003-06-09
362	894	362	1	3	NA	0	2003-06-19 00:00:00	2003-06-08
362	1124	362	0	2	NA	0	NA	2003-06-08
362	895	362	0	2	2003-06-10	0	2003-06-09 00:00:00	2003-06-08
362	896	362	0	1	2003-06-09	0	2003-06-08 23:59:59	2003-06-08
363	898	363	1	3	NA	0	2003-10-18 00:00:00	2003-06-10
363	897	363	1	3	NA	0	2003-06-21 00:00:00	2003-06-10
363	899	363	0	2	2003-06-16	0	2003-06-15 00:00:00	2003-06-10
364	902	364	1	3	NA	0	2005-11-15 00:00:00	2003-06-10
364	903	364	1	3	NA	0	2005-11-17 00:00:00	2003-06-10
364	901	364	1	3	NA	0	2003-06-21 00:00:00	2003-06-10
365	909	365	0	2	2003-06-13	0	2003-06-12 00:00:00	2003-06-11
365	907	365	0	1	2003-06-12	0	2003-06-11 23:59:59	2003-06-11
365	908	365	0	1	2003-06-12	0	2003-06-11 23:59:59	2003-06-11
365	906	365	1	3	NA	0	2004-06-29 00:00:00	2003-06-11
365	904	365	1	3	NA	0	2003-06-22 00:00:00	2003-06-11
365	905	365	0	2	2003-06-13	0	2003-06-12 00:00:00	2003-06-11
366	913	366	1	3	NA	0	2005-11-17 00:00:00	2003-06-10
366	911	366	1	2	2003-06-22	0	2003-06-21 00:00:00	2003-06-10
366	912	366	1	3	NA	0	2006-07-04 00:00:00	2003-06-10
367	917	367	1	3	NA	0	2005-11-18 00:00:00	2003-06-13
367	915	367	1	3	NA	0	2003-06-24 00:00:00	2003-06-13
367	916	367	1	3	NA	0	2003-06-24 00:00:00	2003-06-13
368	923	368	0	2	2003-06-15	0	2003-06-14 00:00:00	2003-06-13
368	922	368	0	2	2003-06-19	0	2003-06-18 00:00:00	2003-06-13
368	921	368	0	2	2003-06-19	0	2003-06-18 00:00:00	2003-06-13
368	920	368	0	1	2003-06-14	0	2003-06-13 23:59:59	2003-06-13
369	924	369	0	1	2003-06-06	0	2003-06-05 23:59:59	NA
370	926	370	1	3	NA	0	2004-08-30 00:00:00	2003-06-14
370	925	370	1	3	NA	0	2004-05-25 00:00:00	2003-06-14
370	928	370	1	3	NA	0	2004-08-30 00:00:00	2003-06-14
370	929	370	1	3	NA	0	2007-08-23 00:00:00	2003-06-14
370	927	370	1	3	NA	0	2009-07-19 00:00:00	2003-06-14
371	477	371	0	2	2003-06-15	0	2003-06-14 00:00:00	2003-06-13
371	1129	371	0	2	NA	0	NA	2003-06-13
372	478	372	0	1	2003-06-16	0	2003-06-15 23:59:59	NA
372	480	372	0	1	2003-06-16	0	2003-06-15 23:59:59	NA
372	479	372	0	1	2003-06-16	0	2003-06-15 23:59:59	NA
373	483	373	0	2	2003-06-16	0	2003-06-15 00:00:00	2003-06-14
373	481	373	1	3	NA	0	2003-06-25 00:00:00	2003-06-14
373	484	373	0	2	2003-06-16	0	2003-06-15 00:00:00	2003-06-14
373	485	373	0	2	2003-06-16	0	2003-06-15 00:00:00	2003-06-14
373	482	373	0	2	2003-06-20	0	2003-06-19 00:00:00	2003-06-14
374	489	374	0	2	2003-06-16	0	2003-06-15 00:00:00	2003-06-13
374	488	374	0	1	2003-06-14	0	2003-06-13 23:59:59	2003-06-13
375	1131	375	0	2	NA	0	NA	2003-06-15
375	490	375	0	2	2003-06-17	0	2003-06-16 00:00:00	2003-06-15
375	491	375	0	2	2003-06-17	0	2003-06-16 00:00:00	2003-06-15
376	495	376	1	3	NA	0	2003-10-17 00:00:00	2003-06-15
376	494	376	1	3	NA	0	2006-08-17 00:00:00	2003-06-15
376	496	376	0	2	2003-06-17	0	2003-06-16 00:00:00	2003-06-15
376	497	376	0	2	2003-06-17	0	2003-06-16 00:00:00	2003-06-15
376	493	376	1	3	NA	0	2003-06-26 00:00:00	2003-06-15
377	499	377	1	3	NA	0	2006-06-09 00:00:00	2003-06-15
377	501	377	0	2	2003-06-17	0	2003-06-16 00:00:00	2003-06-15
377	1132	377	0	2	NA	0	NA	2003-06-15
377	498	377	1	2	2003-06-27	0	2003-06-26 00:00:00	2003-06-15
377	500	377	1	3	NA	0	2006-07-23 00:00:00	2003-06-15
378	504	378	1	3	NA	0	2005-11-17 00:00:00	2003-06-16
378	505	378	1	3	2006-07-05	0	2005-07-30 00:00:00	2003-06-16
378	1133	378	0	2	NA	0	NA	2003-06-16
378	503	378	1	3	NA	0	2003-07-14 00:00:00	2003-06-16
378	502	378	0	2	2003-06-22	0	2003-06-21 00:00:00	2003-06-16
379	513	380	1	3	NA	1	2005-01-30 00:00:00	2003-06-16
379	515	380	0	2	2003-06-18	1	2003-06-17 00:00:00	2003-06-16
379	514	380	1	3	NA	1	2003-06-27 00:00:00	2003-06-16
379	512	380	1	3	NA	1	2005-11-16 00:00:00	2003-06-16
379	511	380	1	3	NA	1	2003-06-27 00:00:00	2003-06-16
380	509	379	0	2	2003-06-22	1	2003-06-21 00:00:00	2003-06-16
380	510	379	0	2	2003-06-18	1	2003-06-17 00:00:00	2003-06-16
380	506	379	0	2	2003-06-18	1	2003-06-17 00:00:00	2003-06-16
380	507	379	0	2	2003-06-22	1	2003-06-21 00:00:00	2003-06-16
380	508	379	0	2	2003-06-22	1	2003-06-21 00:00:00	2003-06-16
381	522	382	1	3	NA	1	2003-11-30 00:00:00	2003-06-16
381	523	382	0	2	2003-06-18	1	2003-06-17 00:00:00	2003-06-16
381	521	382	1	3	NA	1	2005-06-05 00:00:00	2003-06-16
382	517	381	1	3	NA	1	2005-01-30 00:00:00	2003-06-16
382	519	381	0	2	2003-06-18	1	2003-06-17 00:00:00	2003-06-16
382	518	381	1	3	NA	1	2003-06-27 00:00:00	2003-06-16
383	525	383	1	3	NA	0	2003-07-14 00:00:00	2003-06-17
383	524	383	1	3	NA	0	2006-05-21 00:00:00	2003-06-17
383	527	383	0	2	2003-06-19	0	2003-06-18 00:00:00	2003-06-17
383	526	383	0	2	2003-06-19	0	2003-06-18 00:00:00	2003-06-17
384	528	384	0	1	2003-06-19	0	2003-06-18 23:59:59	2003-06-18
384	529	384	1	3	2014-07-16	0	2004-08-30 00:00:00	2003-06-18
384	530	384	1	3	NA	0	2003-08-18 00:00:00	2003-06-18
385	531	385	0	1	2003-06-21	0	2003-06-20 23:59:59	2003-06-20
385	533	385	1	3	NA	0	2005-08-01 00:00:00	2003-06-20
385	532	385	0	1	2003-06-21	0	2003-06-20 23:59:59	2003-06-20
386	535	386	1	3	NA	0	2003-07-02 00:00:00	2003-06-21
386	534	386	1	3	NA	0	2003-07-02 00:00:00	2003-06-21
386	536	386	1	3	NA	0	2003-07-02 00:00:00	2003-06-21
387	537	387	1	3	NA	0	2005-08-30 00:00:00	2003-06-22
387	539	387	0	2	2003-06-24	0	2003-06-23 00:00:00	2003-06-22
387	538	387	1	3	NA	0	2003-07-03 00:00:00	2003-06-22
388	541	388	1	3	NA	0	2003-07-25 00:00:00	2003-06-22
388	540	388	1	3	NA	0	2005-08-12 00:00:00	2003-06-22
388	542	388	1	3	NA	0	2007-07-07 00:00:00	2003-06-22
388	543	388	1	3	NA	0	2003-07-03 00:00:00	2003-06-22
389	545	389	0	2	2003-06-25	0	2003-06-24 00:00:00	2003-06-23
389	546	389	0	2	2003-06-29	0	2003-06-28 00:00:00	2003-06-23
389	544	389	0	2	2003-06-25	0	2003-06-24 00:00:00	2003-06-23
389	547	389	0	2	2003-06-29	0	2003-06-28 00:00:00	2003-06-23
390	548	390	1	3	NA	0	2003-07-10 00:00:00	2003-06-29
390	549	390	1	3	NA	0	2003-07-10 00:00:00	2003-06-29
390	550	390	0	2	2003-07-01	0	2003-06-30 00:00:00	2003-06-29
391	562	393	1	3	NA	1	2004-08-30 00:00:00	2003-06-30
391	563	393	1	3	NA	1	2003-07-25 00:00:00	2003-06-30
391	561	393	1	3	NA	1	2003-07-12 00:00:00	2003-06-30
391	560	393	1	3	NA	1	2005-11-16 00:00:00	2003-06-30
392	567	394	1	3	NA	1	2003-07-12 00:00:00	2003-06-30
392	566	394	1	3	NA	1	2003-07-12 00:00:00	2003-06-30
392	565	394	1	3	NA	1	2004-05-25 00:00:00	2003-06-30
392	568	394	0	2	2003-07-03	1	2003-07-02 00:00:00	2003-06-30
392	564	394	1	3	NA	1	2003-07-12 00:00:00	2003-06-30
393	551	391	1	3	NA	1	2004-06-17 00:00:00	2003-07-01
393	554	391	0	2	2003-07-12	1	2003-07-11 00:00:00	2003-07-01
393	553	391	0	2	2003-07-02	1	2003-07-01 00:00:00	2003-07-01
393	552	391	0	2	2003-07-02	1	2003-07-01 00:00:00	2003-07-01
394	556	392	1	3	NA	1	2005-08-30 00:00:00	2003-07-01
394	559	392	1	3	NA	1	2003-07-12 00:00:00	2003-07-01
394	558	392	1	3	NA	1	2003-07-12 00:00:00	2003-07-01
394	555	392	1	3	2006-07-06	1	2004-04-18 00:00:00	2003-07-01
394	557	392	1	3	NA	1	2003-07-12 00:00:00	2003-07-01
395	569	395	1	3	NA	0	2005-06-26 00:00:00	2003-07-02
395	571	395	1	3	NA	0	2006-07-20 00:00:00	2003-07-02
395	570	395	1	3	NA	0	2003-07-13 00:00:00	2003-07-02
396	934	396	0	2	2003-07-15	0	2003-07-14 00:00:00	2003-07-03
396	935	396	0	2	2003-07-15	0	2003-07-14 00:00:00	2003-07-03
396	573	396	0	2	2003-07-15	0	2003-07-14 00:00:00	2003-07-03
396	572	396	0	2	2003-07-15	0	2003-07-14 00:00:00	2003-07-03
396	933	396	0	2	2003-07-15	0	2003-07-14 00:00:00	2003-07-03
397	942	398	1	3	NA	1	2003-07-18 00:00:00	2003-07-07
397	943	398	0	2	2003-07-08	1	2003-07-07 00:00:00	2003-07-07
397	941	398	1	3	NA	1	2003-07-18 00:00:00	2003-07-07
398	940	397	1	3	NA	1	2003-07-18 00:00:00	2003-07-06
398	939	397	0	2	2003-07-13	1	2003-07-12 00:00:00	2003-07-06
398	938	397	0	2	2003-07-09	1	2003-07-08 00:00:00	2003-07-06
398	936	397	1	3	NA	1	2003-10-17 00:00:00	2003-07-06
398	937	397	1	3	NA	1	2003-07-18 00:00:00	2003-07-06
399	950	400	1	3	NA	1	2003-07-18 00:00:00	2003-07-07
399	951	400	0	2	2003-07-19	1	2003-07-18 00:00:00	2003-07-07
399	952	400	1	3	NA	1	2003-07-18 00:00:00	2003-07-07
399	949	400	1	3	NA	1	2003-07-18 00:00:00	2003-07-07
400	944	399	1	3	NA	1	2003-07-18 00:00:00	2003-07-07
400	945	399	1	3	NA	1	2003-07-18 00:00:00	2003-07-07
400	946	399	1	3	NA	1	2003-07-18 00:00:00	2003-07-07
400	948	399	0	2	2003-07-19	1	2003-07-18 00:00:00	2003-07-07
400	947	399	1	3	NA	1	2003-07-18 00:00:00	2003-07-07
401	957	401	1	3	NA	0	2005-01-30 00:00:00	2003-07-08
401	955	401	1	3	NA	0	2005-01-30 00:00:00	2003-07-08
401	956	401	1	3	NA	0	2003-07-19 00:00:00	2003-07-08
402	962	403	1	3	NA	1	2007-02-12 00:00:00	2003-07-09
402	961	403	1	3	NA	1	2003-07-20 00:00:00	2003-07-09
402	963	403	1	3	NA	1	2006-08-13 00:00:00	2003-07-09
403	958	402	1	3	NA	1	2003-08-13 00:00:00	2003-07-09
403	959	402	1	3	NA	1	2006-08-09 00:00:00	2003-07-09
403	960	402	1	3	NA	1	2005-08-30 00:00:00	2003-07-09
404	968	404	0	2	2003-07-11	0	2003-07-10 00:00:00	2003-07-09
404	964	404	1	3	NA	0	2003-07-20 00:00:00	2003-07-09
404	965	404	1	3	NA	0	2005-04-19 00:00:00	2003-07-09
404	966	404	1	3	NA	0	2003-07-20 00:00:00	2003-07-09
404	967	404	0	2	2003-07-15	0	2003-07-14 00:00:00	2003-07-09
405	974	406	1	3	NA	1	2005-11-18 00:00:00	2003-07-10
405	975	406	0	2	2003-07-12	1	2003-07-11 00:00:00	2003-07-10
406	972	405	0	2	2003-07-12	1	2003-07-11 00:00:00	2003-07-10
406	970	405	1	3	NA	1	2003-07-21 00:00:00	2003-07-10
406	971	405	1	3	NA	1	2004-08-30 00:00:00	2003-07-10
406	969	405	0	2	2003-07-12	1	2003-07-11 00:00:00	2003-07-10
407	978	407	0	2	2003-07-13	0	2003-07-12 00:00:00	2003-07-11
407	977	407	0	2	2003-07-17	0	2003-07-16 00:00:00	2003-07-11
407	976	407	0	2	2003-07-17	0	2003-07-16 00:00:00	2003-07-11
