BirdID	CaptureDate	AgeatCapture	Mass	Tarsus	RearingBrood
5284	09.06.2011	11	23	19.4	1252
5285	09.06.2011	11	21.5	18.4	1252
5286	09.06.2011	11	21.7	18.8	1254
5288	10.06.2011	11	22	17.4	1257
5289	10.06.2011	11	22.5	17.7	1255
5290	10.06.2011	11	20.9	18	1257
5292	10.06.2011	11	25.2	19.1	1256
5293	10.06.2011	11	26.6	17.9	1256
5294	10.06.2011	11	24.9	19	1256
5295	10.06.2011	11	20.7	17.5	1255
5296	10.06.2011	11	22.3	17.3	1255
5297	10.06.2011	11	21.1	16.6	1255
5299	11.06.2011	11	22.8	17.7	1258
5300	11.06.2011	11	19.5	16.8	1258
5302	11.06.2011	11	21.1	17.1	1258
5305	16.06.2011	11	21.6	16.2	1260
5306	16.06.2011	11	13		1260
5308	16.06.2011	11	26.4	18.8	1259
5310	16.06.2011	11	29.3	18.6	1259
5311	16.06.2011	11	19.3		1259
5312	16.06.2011	11	24.1	19.1	1261
5313	16.06.2011	11	23.8	18	1261
5314	16.06.2011	11	23.7	19	1261
5317	22.07.2011	11	22.1	17.3	1318
5318	19.06.2011	11	24.1	18.1	1263
5319	19.06.2011	11	26.2	19	1263
5320	19.06.2011	11	23.8	18.2	1263
5321	19.06.2011	11	5.7		1263
5322	19.06.2011	11	26.3	19.1	1263
5328	22.06.2011	11	26.7	19	1264
5329	22.06.2011	11	27.5	18.9	1264
5330	22.06.2011	11	21	18.8	1264
5331	22.06.2011	11	21.5	17.4	1265
5332	22.06.2011	11	21.3	17.4	1265
5333	22.06.2011	11	18.4	17.3	1265
5335	22.06.2011	11	22.8	16.4	1266
5336	22.06.2011	11	26.2	16.2	1266
5337	22.06.2011	11	26.7	17	1266
5338	22.07.2011	11	19.8	16.7	1318
5339	23.06.2011	11	19.1	16.1	1268
5340	23.06.2011	11	24	17.3	1268
5341	23.06.2011	11	22.4	17.7	1268
5342	23.06.2011	11	25.8	18.1	1267
5343	23.06.2011	11	24	15.7	1267
5344	23.06.2011	11	19.7	15.5	1267
5345	23.06.2011	11	26.9	17.9	1269
5346	24.06.2011	11	20.1	16.5	1271
5347	24.06.2011	11	24.8	18	1271
5348	24.06.2011	11	16.3	14.8	1271
5349	24.06.2011	11	26	17.5	1271
5350	24.06.2011	11	23.6	18	1271
5351	24.06.2011	11	26.5	19.1	1270
5352	24.06.2011	11	25.4	18.6	1270
5353	24.06.2011	11	22.3	17	1270
5354	24.06.2011	11	25.6	19.1	1270
5355	24.06.2011	11	23.7	18	1270
5356	24.06.2011	11	23.2	17.5	1273
5357	24.06.2011	11	24.2	18.1	1273
5358	24.06.2011	11	19.5	17	1273
5359	24.06.2011	11	22.5	17.9	1272
5360	24.06.2011	11	25.8	18.3	1272
5362	24.06.2011	11	16	15.5	1274
5363	24.06.2011	11	22.5	18.1	1274
5365	24.06.2011	11	8.2		1274
5366	25.06.2011	11	19.5	16.43	1276
5367	25.06.2011	11	23.3	17.26	1276
5368	25.06.2011	11	21.2	16.7	1276
5369	25.06.2011	11	22.8	16.7	1276
5370	25.06.2011	11	16	16.6	1275
5371	25.06.2011	11	24.1	18.7	1275
5372	25.06.2011	11	22	17.8	1275
5373	25.06.2011	11	8.7		1275
5374	25.06.2011	11	20.9	18.6	1277
5375	25.06.2011	11	22.5	18.9	1277
5376	25.06.2011	11	22.4	18.9	1277
5377	25.06.2011	11	22.1	19.3	1277
5378	25.06.2011	11	25.3	18.5	1279
5379	25.06.2011	11	25.6	18.1	1279
5380	25.06.2011	11	25.4	18.1	1279
5384	25.06.2011	11	25.3	18.7	1278
5385	25.06.2011	11	24.8	18.1	1278
5386	25.06.2011	11	24.8	18.3	1278
5387	25.06.2011	11	25.7	19	1278
5393	26.06.2011	11	22.5	17.4	1282
5394	26.06.2011	11	22.9	17.3	1282
5396	26.06.2011	11	22.6	18.5	1281
5397	26.06.2011	11	23.3	19.4	1281
5398	26.06.2011	11	24.5	19.4	1281
5404	23.06.2011	11	21.6	16.7	1267
5406	23.06.2011	11	14.6	15.2	1268
5407	27.06.2011	11	22.9	17.6	1284
5408	27.06.2011	11	23.1	17.5	1284
5409	27.06.2011	11	21.7	17.8	1284
5422	25.06.2011	11	22.9	18.1	1296
5423	25.06.2011	11	21.3	17.9	1296
5424	25.06.2011	11	22.7	17.7	1296
5426	29.06.2011	11	22.6	18.4	1289
5428	29.06.2011	11	24.6	17.7	1289
5429	29.06.2011	11	16.7	14.8	1289
5434	28.06.2011	11	19.1	16.8	1287
5437	01.07.2011	11	24.2	18.4	1291
5438	01.07.2011	11	22.2	18.4	1291
5439	01.07.2011	11	21.1	18.4	1291
5440	01.07.2011	11	19.8	17	1291
5441	02.07.2011	11	19.5	16	1292
5442	02.07.2011	11	19.3	17.6	1292
5443	02.07.2011	11	21.4	16.8	1292
5447	03.07.2011	11	28.9	18.9	1293
5448	03.07.2011	11	28.3	18.4	1293
5449	03.07.2011	11	25.6	18.7	1293
5454	09.06.2011	11	12.2	16.7	1297
5455	09.06.2011	11	23.8	19.9	1297
5466	10.07.2011	11	26.5	18.9	1300
5467	10.07.2011	11		19.5	1300
5468	10.07.2011	11	23.4	18.6	1300
5469	10.07.2011	11	22.5	19.2	1300
5470	10.07.2011	11	22.4	17.2	1300
5472	11.07.2011	11	22.9	17.8	1303
5473	11.07.2011	11	21.9	18	1303
5475	11.07.2011	11	16.6	16	1302
5476	11.07.2011	11	20.9	17.5	1303
5480	13.07.2011	11	26.4	19	1306
5482	13.07.2011	11	26	17	1306
5483	13.07.2011	11	26.4	18.5	1305
5484	13.07.2011	11	23.6	17.9	1305
5485	13.07.2011	11	21.7	17.1	1306
5488	14.07.2011	11	25.4	18.4	1308
5489	14.07.2011	11	27.1	19.2	1308
5490	14.07.2011	11	25	18.7	1308
5492	14.07.2011	11	27.9	18.8	1307
5493	14.07.2011	11	25.7	17.8	1307
5499	16.07.2011	11	21.5	14.9	1310
5500	16.07.2011	11	23.2	14.8	1310
5501	16.07.2011	11	27.1	17.8	1309
5503	16.07.2011	11	25.1	18	1309
5504	16.07.2011	11	26	18.3	1309
5509	18.07.2011	11	21.1	17.9	1311
5510	18.07.2011	11	25.4	18.8	1311
5511	18.07.2011	11	25.5	18.9	1311
5515	15.07.2011	11	20.6	16.9	1313
5516	15.07.2011	11	18	16.4	1313
5517	15.07.2011	11	22.1	17.6	1313
5523	19.07.2011	11	19.8	17.2	1314
5524	19.07.2011	11	13.1	16.6	1314
5525	19.07.2011	11	24.3	17.7	1314
5526	20.07.2011	11	26.3	19.4	1315
5527	20.07.2011	11	25.4	18.7	1315
5532	27.07.2011	11	21.8	18.2	1320
5533	27.07.2011	11	23.8	18.4	1320
5534	27.07.2011	11	23.6	18.7	1320
5536	28.07.2011	11	21.9		1321
5537	28.07.2011	11	22.1		1321
5543	31.07.2011	11	22.4	18.3	1324
5544	31.07.2011	11	16.8	17.7	1324
5545	31.07.2011	11	15.1	16.7	1324
5547	31.07.2011	11	25.3	18.9	1323
5548	31.07.2011	11	22.8	19.1	1323
5549	31.07.2011	11	23	18.2	1323
5550	31.07.2011	11	26.7	19.2	1326
5551	31.07.2011	11	25.2	18.9	1326
5553	31.07.2011	11	11.4	14.5	1326
5554	31.07.2011	11	25	18.9	1325
5555	31.07.2011	11	24.8	18.4	1325
5556	31.07.2011	11	25.4	19	1325
5557	31.07.2011	11	25.7	19.3	1325
5558	31.07.2011	11	21.9	18.3	1328
5559	31.07.2011	11	15.7	18	1328
5560	31.07.2011	11	17	17.5	1328
5562	31.07.2011	11	17.8	17.8	1327
5564	31.07.2011	11	23.2	18.7	1327
5565	31.07.2011	11	24.6	18.3	1327
5567	31.07.2011	11	25.6	18.7	1329
5568	01.08.2011	11	21.1	16.2	1331
5569	01.08.2011	11	20.3	16	1331
5571	01.08.2011	11	25.2	18.5	1330
5572	01.08.2011	11	24.2	18.1	1330
5579	02.08.2011	11	20.1	15.4	1334
5580	02.08.2011	11	24.7	18.1	1334
5582	03.08.2011	11	24	18.4	1335
5583	03.08.2011	11	19.6	17.6	1335
5584	03.08.2011	11	23.2	17	1335
5587	05.08.2011	11	23.5	19.5	1336
5588	05.08.2011	11	25.9	18.9	1336
5589	05.08.2011	11	23.8	19.1	1336
5601	09.08.2011	11	23.6	17.4	1338
5602	09.08.2011	11	19.5	16.7	1338
5603	09.08.2011	11	25.1	17.7	1338
5606	11.08.2011	11	23.8	18.5	1339
5607	11.08.2011	11	24.8	18.2	1339
5608	11.08.2011	11	23.4	17.2	1339
5609	11.08.2011	11	26.6	19.3	1340
5611	11.08.2011	11	22.1	18.5	1340
5626	15.08.2011	11	24.4	18.4	1345
5628	15.08.2011	11	22.4	18	1345
5632	16.08.2011	11	20.7	17.6	1347
5633	16.08.2011	11	21.2	17.4	1347
5635	16.08.2011	11	27.9	19.4	1346
5636	16.08.2011	11	26	18.7	1346
5638	17.08.2011	11	22.6	17.4	1348
5640	17.08.2011	11	18	17	1348
5652	19.08.2011	11	21.7	17.3	1350
5653	19.08.2011	11	22	16.2	1350
6250	04.06.2012	11	24.3	18.3	1359
6251	04.06.2012	11	25.8	17.6	1359
6254	05.06.2012	11	23.1	16.5	1360
6258	07.06.2012	11	23.8	18.4	1363
6259	07.06.2012	11	24	17.7	1363
6260	07.06.2012	11	20	17.9	1363
6262	09.06.2012	11	14.2	16.4	1362
6263	09.06.2012	11	22.8	19.3	1362
6264	09.06.2012	11	18.9	18.4	1362
6265	09.06.2012	11	12.4	15.8	1362
6267	10.06.2012	11	24.1	17.5	1364
6268	10.06.2012	11	24.9	18.3	1365
6269	10.06.2012	11	26	18.8	1364
6270	10.06.2012	11	22.9	18.6	1364
6271	10.06.2012	11	22.7	17.8	1365
6272	10.06.2012	11	24.7	18.4	1364
6275	09.06.2012	11	23.6	17.3	1382
6279	12.06.2012	11	24.5	18.9	1367
6280	12.06.2012	11	25.1	19.1	1367
6281	12.06.2012	11	23.6	18.4	1367
6282	12.06.2012	11	19.9	16.9	1367
6283	11.06.2012	11	23.6	16.4	1366
6284	11.06.2012	11	24	17.2	1366
6285	11.06.2012	11	20.6	14.7	1366
6286	11.06.2012	11	21.9	17.3	1368
6289	11.06.2012	11	22.2	16.6	1368
6290	13.06.2012	11	27	19	1373
6291	13.06.2012	11	27.1	18.9	1373
6292	13.06.2012	11	24.8	18	1373
6293	13.06.2012	11	27.6	18	1369
6294	13.06.2012	11		16.4	1369
6295	13.06.2012	11	20	16.7	1369
6303	14.06.2012	11	19	17	1377
6307	14.06.2012	11	25.4	18.6	1372
6308	14.06.2012	11	24.4	18.4	1372
6309	14.06.2012	11	23	18.2	1372
6310	14.06.2012	11	21.8	17.6	1371
6313	14.06.2012	11	19.2	17.3	1372
6314	14.06.2012	11	21.8	17.8	1372
6344	21.06.2012	11	26.2		1383
6345	21.06.2012	11	25.4		1383
6349	27.06.2012	11	19.3	15.6	1384
6357	29.06.2012	11	23.8	17.5	1388
6358	29.06.2012	11	21.8	18.3	1388
6359	29.06.2012	11	14.6	14.7	1388
6365	30.06.2012	11	23.1	17.2	1386
6370	01.07.2012	11	20.5	17.3	1387
6371	01.07.2012	11	21	18.4	1387
6374	10.07.2012	11	23.6	18.3	1393
6375	10.07.2012	11	22.1	18.8	1395
6376	10.07.2012	11	20.9	17.7	1395
6377	10.07.2012	11	21.6	17.1	1395
6379	10.07.2012	11	19.9	17.5	1393
6380	10.07.2012	11	21.4	17.1	1393
6381	10.07.2012	11	19.1	18	1393
6383	10.07.2012	11	24.9	18.5	1394
6384	10.07.2012	11	23.4	18.7	1394
6385	10.07.2012	11	24.7	18.6	1396
6386	10.07.2012	11	24.7	19.3	1396
6387	10.07.2012	11	23.9	18.7	1394
6391	11.07.2012	11	29.5	19.4	1389
6392	11.07.2012	11	27	18.7	1389
6393	11.07.2012	11	27.4	16.3	1397
6403	13.07.2012	11	27.7	18.1	1398
6404	13.07.2012	11	24.5	18.8	1398
6405	13.07.2012	11	24.7	18.6	1398
6415	18.07.2012	11	23	18.2	1415
6416	18.07.2012	11	24.7	19	1415
6417	18.07.2012	11	21	17.8	1415
6420	19.07.2012	11	23.9	18.4	1405
6421	19.07.2012	11	23.8	18.3	1405
6422	19.07.2012	11	25.4	19.3	1405
6423	19.07.2012	11	15.4	15.7	1405
6425	19.07.2012	11	27.8	18.1	1406
6427	19.07.2012	11	23.7	17.2	1404
6428	19.07.2012	11	18.2	16	1404
6429	19.07.2012	11	20.2	16.8	1404
6433	22.07.2012	11	24.7	19.1	1409
6434	21.07.2012	11	24.8	18.9	1408
6435	21.07.2012	11	22.3	18	1408
6436	21.07.2012	11	24.3	18.7	1408
6438	20.07.2012	11	24.5	18.8	1407
6439	20.07.2012	11	26	19.7	1407
6440	20.07.2012	11	26	18.9	1407
6442	22.07.2012	11	24.7	19	1409
6445	23.07.2012	11	22.5	16.9	1410
6447	23.07.2012	11	24.4	17.5	1410
6451	24.07.2012	11	25.2	18.5	1419
6452	24.07.2012	11	26.8	17.8	1419
6453	24.07.2012	11	23.6	17.9	1419
6454	25.07.2012	11	24.1	17.4	1412
6455	25.07.2012	11	24.9	19	1412
6456	25.07.2012	11	20.8	17.8	1412
6457	25.07.2012	11	19.8	16.1	1412
6458	25.07.2012	11	25.1	19.2	1418
6459	25.07.2012	11	22.1	17.8	1418
6460	25.07.2012	11	24.7	18.9	1413
6461	25.07.2012	11	22.7	18	1413
6462	25.07.2012	11	23.4	19.5	1413
6463	25.07.2012	11	21.8	17.2	1413
6465	26.07.2012	11	23.9	19.6	1417
6466	26.07.2012	11	26.8	19.6	1414
6472	26.07.2012	11	25.6	19.4	1417
6473	26.07.2012	11	25.9	18.6	1417
6476	25.07.2012	11	17.1	16.1	1412
6480	28.07.2012	11	23.8	18.5	1421
6484	29.07.2012	11	21.7	16.9	1420
6489	28.07.2012	11	24.2	17.4	1421
6502	04.08.2012	11	23.6	18	1423
6503	04.08.2012	11	25	18.7	1423
6505	04.08.2012	11	17.4	16	1423
6509	08.08.2012	11	20.9	18.4	1426
6510	08.08.2012	11	21.9	17.8	1426
6511	08.08.2012	11	20.6	17	1426
6512	08.08.2012	11	18	16.2	1426
6515	11.08.2012	11	25.5	17.2	1427
6517	11.08.2012	11	29	19.5	1427
6518	11.08.2012	11	28	18.5	1427
6519	11.08.2012	11	22.7	17.8	1428
6520	11.08.2012	11	19.5	18.1	1428
6521	15.08.2012	11	23.9	19.3	1429
6522	16.08.2012	11	23	18	1430
6523	16.08.2012	11	24.5	17.9	1430
6524	18.08.2012	11	25.1	19.4	1431
6525	18.08.2012	11	24.8	19	1431
6526	18.08.2012	11	27.8	19.4	1432
6527	18.08.2012	11	25.9	19.9	1432
6528	18.08.2012	11	24.8	18.5	1432
6529	18.08.2012	11	25.9	18.6	1432
6530	18.08.2012	11	23.1	18.7	1433
6531	18.08.2012	11	20.6	19	1433
6532	18.08.2012	11	26.6	18.8	1434
6533	18.08.2012	11	24.5	18.9	1434
6534	18.08.2012	11	16.6	18	1433
6535	19.08.2012	11	27.6	19.2	1435
6536	19.08.2012	11	29.8	19.6	1435
6537	19.08.2012	11	21.9	18.3	1435
6541	19.08.2012	11	25.3	18.2	1435
6547	18.08.2012	11	15.3	17.2	1433
6548	18.08.2012	11	27.2	20	1432
6549	18.08.2012	11	24.9	18.5	1434
6551	24.08.2012	11	17.7	17.7	1437
6552	23.08.2012	11	28.1	19	1436
6553	23.08.2012	11	27.8	19.4	1436
6554	23.08.2012	11	26.1	19.6	1441
6555	23.08.2012	11	23.7	19.8	1451
6556	23.08.2012	11	24.7	20	1451
6557	23.08.2012	11	22.5	19.4	1451
6558	23.08.2012	11	24.9	19.2	1441
6559	23.08.2012	11	22.1	18.9	1441
6560	23.08.2012	11	18.8	17.9	1441
6561	23.08.2012	11	21	18.4	1441
6562	23.08.2012	11	21.8	16.2	1436
6563	24.08.2012	11	26.2	19.5	1437
6564	24.08.2012	11	22.1	18.9	1437
6565	23.08.2012	11	22.1	18.8	1451
6566	25.08.2012	11	26.9		1440
6567	25.08.2012	11	24.8		1440
6568	27.08.2012	11	21.9	17.6	1445
6569	27.08.2012	11	20.1	17.6	1445
6570	27.08.2012	11	20.6	16.5	1445
6577	26.08.2012	11	21.7	17.9	1439
6579	26.08.2012	11	23.7	17.7	1439
6580	26.08.2012	11	19	17.7	1439
6581	27.08.2012	11	25.8	18.5	1443
6582	27.08.2012	11	25.5	18.9	1443
6583	27.08.2012	11	22.4	18.6	1443
6584	27.08.2012	11	25.6	18.4	1442
6585	27.08.2012	11	23.8	17.8	1442
6586	27.08.2012	11	18.6	16.9	1442
6589	27.08.2012	11	24.3	19.2	1444
6590	27.08.2012	11	23.1	18.1	1444
6591	27.08.2012	11	23.3	18.1	1444
6592	27.08.2012	11	17.6	17	1442
6599	29.08.2012	11	21.5	18.5	1447
6601	29.08.2012	11	22.5	18.3	1447
6602	29.08.2012	11	19.8	17.2	1447
6662	11.05.2013	11	12.8	13.7	1460
6665	13.05.2013	11	11.9	13.3	1468
6672	14.05.2013	11	18.2	16.8	1466
6674	14.05.2013	11	9.3		1464
6676	14.05.2013	11	14.5	15.4	1473
6678	14.05.2013	11	17.3	16.4	1473
6679	14.05.2013	11	13	15.6	1466
6680	14.05.2013	11	21.3	16.9	1466
6687	16.05.2013	11	21.7	17.9	1463
6688	16.05.2013	11	18.9	16.5	1463
6689	16.05.2013	11	24.3	18.6	1463
6690	16.05.2013	11	19.3	15.5	1463
6698	17.05.2013	11	23.3	18	1471
6700	17.05.2013	11	19.8	16.4	1471
6703	17.05.2013	11	20	17	1475
6704	17.05.2013	11	19.9	16.1	1475
6707	17.05.2013	11	19.5	16.7	1470
6709	17.05.2013	11	18.3	15.4	1475
6716	18.05.2013	11	16.6	16.7	1479
6718	18.05.2013	11	14.4		1476
6719	18.05.2013	11	20.2	17.4	1472
6723	18.05.2013	11	17	15.3	1479
6724	18.05.2013	11	18.4	16.6	1479
6729	19.05.2013	11	16.6	16.2	1482
6733	19.05.2013	11	12.9	14.2	1477
6741	18.05.2013	11	16.6	14.4	1485
6752	30.05.2013	11	20.3	17.4	1492
6753	30.05.2013	11	15.6	15.6	1492
6754	30.05.2013	11	23	17.7	1492
6755	30.05.2013	11	20.1	16.8	1492
6760	31.05.2013	11	21.1	17.2	1488
6763	31.05.2013	11	21.6	16.8	1486
6765	31.05.2013	11	22	17.6	1486
6768	02.06.2013	11	23.1	17.8	1490
6769	02.06.2013	11	21.6	16.5	1490
6772	03.06.2013	11	25.1	18.4	1494
6774	03.06.2013	11	14.3	15.5	1489
6776	03.06.2013	11	18.7	15.7	1489
6778	03.06.2013	11	23.9	18.4	1498
6779	03.06.2013	11	22.7	16.7	1498
6780	03.06.2013	11	25.4	18.6	1498
6782	04.06.2013	11	10.5		1495
6783	04.06.2013	11	18.6	16.8	1495
6786	04.06.2013	11	20.6	17.8	1499
6788	04.06.2013	11	23.8	18.4	1497
6789	04.06.2013	11	27.3	19.1	1497
6790	04.06.2013	11	25.1	18.7	1497
6791	05.06.2013	11	15.7	17.5	1500
6793	05.06.2013	11	17.6	16.6	1500
6794	05.06.2013	11	20.1	17.2	1500
6795	05.06.2013	11	21.9	18	1500
6804	08.06.2013	11	16.5	16	1501
6805	08.06.2013	11	9.7		1501
6806	08.06.2013	11	20.8	16.8	1503
6807	08.06.2013	11	22.4	17.4	1503
6808	08.06.2013	11	19.5	16.6	1501
6812	09.06.2013	11	23.3	19.1	1505
6813	09.06.2013	11	23.2	19	1505
6814	10.06.2013	11	23.6	17.3	1507
6815	11.06.2013	11	19.3	18.5	1511
6816	11.06.2013	11	22.7	17.2	1511
6817	11.06.2013	11	23.7	18.1	1511
6824	12.06.2013	11	14.7	15.8	1509
6825	12.06.2013	11	11	13.1	1509
6828	13.06.2013	11	9.8	13.5	1510
6829	13.06.2013	11	20.1	16.7	1510
6830	13.06.2013	11	25.2	17.9	1515
6831	13.06.2013	11	24.9	18.8	1515
6832	13.06.2013	11	25.4	18.8	1515
6833	13.06.2013	11	23.1	17.4	1512
6835	13.06.2013	11	14	14.9	1512
6836	13.06.2013	11	14.7	16.7	1515
6841	14.06.2013	11	21.7	18.4	1513
6842	14.06.2013	11	24.7	19	1513
6843	14.06.2013	11	22.3	16.7	1513
6845	14.06.2013	11	21	17.9	1514
6846	14.06.2013	11	17.8	17.1	1514
6847	14.06.2013	11	24.3	19.4	1514
6848	14.06.2013	11	20.8	18.4	1514
6850	14.06.2013	11	23.7	16.2	1517
6854	11.06.2013	11	20.1	16.7	1511
6859	15.06.2013	11		16.6	1518
6860	15.06.2013	11	18.2	17	1518
6862	15.06.2013	11	20.8	17	1525
6863	15.06.2013	11	21.7	17.6	1525
6864	15.06.2013	11	20.1	16.9	1525
6865	16.06.2013	11	21.3	18.2	1523
6866	16.06.2013	11	21.4	18.8	1523
6868	16.06.2013	11	20.7		1524
6869	16.06.2013	11	22.4	18.2	1522
6870	16.06.2013	11	22.6		1524
6871	16.06.2013	11	24.7		1524
6877	17.06.2013	11	20.4	16.9	1527
6878	17.06.2013	11	19	16.5	1527
6882	17.06.2013	11	24.6	17.8	1540
6884	17.06.2013	11	22.3	17	1526
6885	17.06.2013	11	23.7	17.7	1527
6886	17.06.2013	11	19.6	17.5	1527
6888	18.06.2013	11	23	18.1	1528
6890	18.06.2013	11	21.6	16.8	1528
6892	18.06.2013	11	22.5	20.1	1545
6893	18.06.2013	11	24.8	19.5	1545
6894	18.06.2013	11	21.4	18.2	1545
6895	18.06.2013	11	23.8	17	1545
6896	18.06.2013	11	21.6	17.5	1539
6897	18.06.2013	11	21.7	17.1	1539
6898	18.06.2013	11	21.8	18.5	1539
6899	18.06.2013	11	12	13.8	1539
6904	19.06.2013	11	15.6	16.5	1546
6905	19.06.2013	11	19	17.1	1546
6906	19.06.2013	11	16.9	16.2	1546
6907	19.06.2013	11	22.1	16.6	1535
6910	19.06.2013	11	24.5	18.4	1530
6911	19.06.2013	11	16.7	16.1	1530
6912	19.06.2013	11	25.8	19.3	1530
6913	19.06.2013	11	25.4	18.9	1534
6914	19.06.2013	11	24.7	19.6	1534
6915	19.06.2013	11	25.7	18.7	1534
6916	19.06.2013	11	21.8	18.4	1530
6918	19.06.2013	11	23.3	18.1	1538
6919	19.06.2013	11	26.8	19.6	1538
6920	19.06.2013	11	20.3	18.4	1529
6921	19.06.2013	11	25.3	19.5	1529
6922	19.06.2013	11	25.1	18.9	1529
6923	19.06.2013	11	23.6	18.9	1529
6928	20.06.2013	11	25.3	18.7	1531
6929	20.06.2013	11	21.8	18.2	1531
6930	20.06.2013	11	24	17.4	1537
6931	20.06.2013	11	20.7	15.9	1537
6932	20.06.2013	11	25.7	18.7	1536
6933	20.06.2013	11	18.2	15.5	1536
6934	20.06.2013	11	25.2	19	1531
6935	20.06.2013	11	23.6	18.8	1531
6946	23.06.2013	11	24.8	19	1548
6947	23.06.2013	11	22.2	17.9	1548
6948	23.06.2013	11	24.4	19.2	1548
6949	23.06.2013	11	24.1	18.5	1548
6951	23.06.2013	11	22.9	17.6	1547
6952	23.06.2013	11	18.8	16.4	1547
6954	23.06.2013	11	22.5	18.4	1547
6955	23.06.2013	11	24.2	17.9	1547
6961	25.06.2013	11	23.5	17.8	1551
6962	25.06.2013	11		19.4	1551
6963	25.06.2013	11	23.6	18.1	1551
6964	25.06.2013	11	14.4	16.2	1552
6965	25.06.2013	11	25.1	18.3	1552
6966	25.06.2013	11	24.6	18.7	1552
6967	25.06.2013	11	24.3	18.6	1552
6971	26.06.2013	11	25.1	18.2	1553
6974	26.06.2013	11	26.3	18.7	1556
6976	26.06.2013	11	24.8	18.4	1556
6977	26.06.2013	11	24.7	18.8	1553
6978	28.06.2013	11	21.5	16.5	1558
6979	28.06.2013	11	23.8	17.9	1559
6980	28.06.2013	11	18.6	15.9	1558
6981	28.06.2013	11	12.8	13.9	1558
6982	28.06.2013	11	23.3	18	1557
6983	28.06.2013	11	23.7	18.7	1557
6984	28.06.2013	11	23.9	18.1	1557
6985	28.06.2013	11	25.5	17.5	1559
6986	28.06.2013	11	24.1	18.8	1559
6987	28.06.2013	11	23.9	18.7	1557
6991	29.06.2013	11	22.8	17.7	1560
6993	29.06.2013	11	21.7	19.2	1560
6994	29.06.2013	11	23.9	18.8	1560
6995	30.06.2013	11	20.1	17.1	1561
6996	30.06.2013	11	20.6	17.4	1561
6997	30.06.2013	11	11.8	14.5	1561
6999	01.07.2013	11	20.8	16.9	1562
7000	01.07.2013	11	26	18.7	1562
7002	01.07.2013	11	26.5	18.6	1562
7005	02.07.2013	11	24.7	18.2	1563
7011	03.07.2013	11	27.6	19	1564
7012	03.07.2013	11	25.8	18.8	1564
7015	05.07.2013	11	20.6	17	1566
7025	09.07.2013	11	21.5	18.1	1570
7026	09.07.2013	11	22.6	17.4	1570
7027	09.07.2013	11	23.2	17.9	1570
7028	09.07.2013	11	22.6	18	1570
7030	11.07.2013	11	16	16.3	1571
7031	11.07.2013	11	21.6	18.6	1571
7032	11.07.2013	11	23.6	18.8	1571
7033	11.07.2013	11	20.5	18	1571
7034	11.07.2013	11	19	18.2	1571
7038	12.07.2013	11	22.5		1572
7040	12.07.2013	11	21		1572
7042	12.07.2013	11	20.6		1572
7046	15.07.2013	11	22.3	17.6	1574
7047	15.07.2013	11	12.7	14.2	1574
7048	15.07.2013	11	17.2	16.3	1574
7053	16.07.2013	11	19.7	15.9	1576
7060	17.07.2013	11	22.2	18.4	1579
7061	17.07.2013	11	23.1	18.3	1579
7062	18.07.2013	11	17.4	16.7	1577
7064	18.07.2013	11	26	19.4	1580
7065	18.07.2013	11	21.9	17.5	1580
7066	18.07.2013	11	22.1	18.1	1578
7067	18.07.2013	11	20.8	18.6	1578
7068	18.07.2013	11	20.9	18.1	1577
7069	18.07.2013	11	22	18.9	1577
7071	19.07.2013	11		18.6	1581
7072	19.07.2013	11	24.3	19.2	1581
7077	12.07.2013	11	12.7		1592
7078	12.07.2013	11	9		1592
7079	12.07.2013	11	20.2	16.2	1592
7080	12.07.2013	11	18.2	16.6	1592
7081	17.07.2013	11	19.9	16.8	1579
7086	21.07.2013	11	24.2	17.7	1583
7087	21.07.2013	11	23.8	17.7	1583
7088	21.07.2013	11	22.7	16.5	1583
7090	21.07.2013	11	18.4	17.7	1586
7091	21.07.2013	11	14.3	16.1	1586
7092	21.07.2013	11	21.2	17.7	1586
7094	21.07.2013	11	23.2	18.2	1583
7095	21.07.2013	11	23.6	19.2	1582
7096	22.07.2013	11	24.7	18	1585
7097	22.07.2013	11	22	17.2	1585
7098	22.07.2013	11	18.3	15	1585
7102	23.07.2013	11	22.5	17.5	1587
7103	23.07.2013	11	22.1	18.2	1587
7109	26.07.2013	11	22.5	18.1	1589
7110	26.07.2013	11	20.1	17.3	1589
7111	26.07.2013	11	20.2	17.1	1589
7112	26.07.2013	11	22.9	19.7	1590
7113	26.07.2013	11	17.9	16.8	1590
7114	26.07.2013	11	20.5	18.1	1590
7115	27.07.2013	11	20.3	17.1	1591
7116	27.07.2013	11	22.4	18.1	1591
7117	27.07.2013	11	21.2	18.4	1591
7119	28.07.2013	11	18	16.9	1595
7122	28.07.2013	11	21.7	17.7	1594
7123	28.07.2013	11	16	16.8	1594
7124	28.07.2013	11	21	16.7	1594
7130	29.07.2013	11	27.7	19.3	1598
7131	29.07.2013	11	26.7	18.9	1598
7132	29.07.2013	11	26.2	19.7	1599
7133	29.07.2013	11	25.2	18.3	1596
7135	29.07.2013	11	16.9	16.9	1601
7136	29.07.2013	11	18.9	18.2	1601
7137	29.07.2013	11	22.5	18.4	1601
7139	29.07.2013	11	8.8		1609
7141	29.07.2013	11	22.1	15.9	1609
7144	29.07.2013	11	24.7	18.6	1602
7145	29.07.2013	11	16.7	18.4	1602
