BirdID	LastLiveRecord	Source
199	11-Jul-01	C
202	22-Jul-01	C
203	03-May-02	EP
204	22-Jul-01	C
206	09-Feb-07	C
207	30-Jul-01	C
208	19-Jul-01	C
211	21-Jul-01	C
212	30-Aug-02	C
213	01-Aug-01	C
215	02-Aug-01	C
216	02-Aug-01	C
217	22-Jul-01	C
218	02-Aug-01	C
219	02-Aug-01	C
221	22-Jul-01	C
222	06-Aug-01	C
223	06-Aug-01	C
225	06-Aug-01	C
233	04-Jul-01	C
249	19-Jul-01	C
250	19-Jul-01	C
251	16-Nov-05	C
253	30-Aug-04	C
254	15-May-02	C
255	15-May-02	C
256	05-Aug-06	SP
258	18-May-02	C
259	18-May-02	C
260	19-Aug-02	C
261	18-May-02	C
262	18-May-02	C
263	18-May-02	C
264	18-May-02	C
265	18-May-02	C
266	18-May-02	C
267	18-May-02	C
268	18-May-02	C
269	18-May-02	C
270	08-May-02	C
272	09-May-02	C
273	09-May-02	C
276	10-May-02	C
277	10-May-02	C
279	10-May-02	C
280	10-May-02	C
281	10-May-02	C
282	10-May-02	C
283	22-May-02	C
284	30-Aug-04	C
285	05-Jun-06	SP
286	22-May-02	C
287	04-May-06	EP
289	15-May-02	C
290	25-May-02	C
291	15-May-02	C
292	15-May-02	C
293	15-May-02	C
296	15-May-02	C
297	15-May-02	C
298	30-Aug-04	C
300	26-May-02	C
301	30-Aug-04	C
302	16-May-02	C
304	28-May-02	C
305	27-Jun-03	EP
306	28-May-02	C
307	17-May-02	C
308	17-May-02	C
309	20-Aug-05	SP
310	18-May-02	C
311	28-May-02	C
312	18-May-02	C
313	28-May-02	C
314	18-May-02	C
315	18-May-02	C
316	18-May-02	C
317	18-May-02	C
318	18-May-02	C
319	18-May-02	C
320	29-May-02	C
321	18-May-02	C
322	29-May-02	C
323	18-May-02	C
324	19-May-02	C
325	19-May-02	C
326	19-May-02	C
327	19-May-02	C
328	20-May-02	C
329	20-May-02	C
330	20-May-02	C
331	20-May-02	C
332	20-May-02	C
333	21-May-02	C
334	21-May-02	C
335	05-Jun-02	C
338	07-May-07	SP
339	21-May-02	C
340	21-May-02	C
341	01-Jun-02	C
342	30-Aug-05	S
346	27-May-05	SP
347	21-May-02	C
348	31-May-02	C
351	31-May-02	C
352	31-May-02	C
353	08-May-07	SP
354	20-Nov-05	C
355	31-May-02	C
356	30-May-06	C
357	03-Jun-02	C
358	03-Jun-02	C
359	24-May-02	C
360	24-May-02	C
361	24-May-02	C
362	03-Jun-02	C
363	30-Aug-04	C
364	24-May-02	C
365	03-Jun-02	C
366	03-Jun-02	C
367	24-May-02	C
369	26-May-02	C
370	30-Aug-04	C
371	30-Aug-04	C
372	26-May-02	C
373	26-May-02	C
374	09-Jun-02	C
378	31-May-02	C
383	30-Aug-04	C
384	03-Jun-02	C
385	13-Jun-02	C
388	07-Jun-02	C
390	07-Jun-02	C
392	07-Jun-02	C
393	20-Nov-05	C
394	07-Jun-02	C
397	23-Jun-02	C
398	23-Jun-02	C
399	23-Jun-02	C
400	13-Jun-02	C
401	23-Jun-02	C
402	01-May-03	C
403	23-Jun-02	C
404	23-Jun-02	C
406	25-Jun-02	C
407	25-Jun-02	C
408	15-Jun-02	C
409	30-Aug-05	S
411	25-Jun-02	C
412	21-May-03	EP
413	25-Jun-02	C
414	15-Jun-02	C
416	15-Nov-05	C
417	07-Aug-07	SP
418	06-Feb-07	C
419	14-Nov-05	C
421	15-Nov-05	C
422	30-Aug-04	C
423	28-Jun-02	C
424	28-Jun-02	C
425	27-Jun-02	C
426	27-Jun-02	C
427	09-Jul-06	SP
428	30-Jan-05	C
430	18-Jun-02	C
431	16-Nov-05	C
432	28-Jun-02	C
433	28-Jun-02	C
434	30-Jun-02	C
435	30-Jun-02	C
436	30-Jun-02	C
437	30-Jun-02	C
438	30-Aug-05	S
439	20-Jun-02	C
440	30-Jun-02	C
441	30-Jun-02	C
442	16-Nov-05	C
443	01-Jul-02	C
444	30-Aug-04	C
445	21-Jun-02	C
447	01-Jul-02	C
448	04-Jun-05	EP
449	01-Jul-02	C
450	21-Jun-02	C
451	02-Jul-02	C
452	02-Jul-02	C
453	02-Jul-02	C
454	02-Jul-02	C
455	22-Jun-02	C
456	30-Jan-05	C
457	29-Jun-06	SP
458	28-Oct-02	C
459	03-Jul-02	C
460	19-Nov-05	C
461	03-Jul-02	C
462	23-Jun-02	C
463	03-Jul-02	C
464	23-Jun-02	C
465	05-Jul-02	C
466	10-Jul-06	SP
467	05-Jul-02	C
468	24-Jun-02	C
469	30-Aug-04	C
470	06-Jul-02	C
471	18-Nov-05	C
473	06-Jul-02	C
474	06-Jul-02	C
475	06-Jul-02	C
476	26-Jun-02	C
477	14-Jun-03	C
481	25-Jun-03	C
482	19-Jun-03	C
483	15-Jun-03	C
484	15-Jun-03	C
485	15-Jun-03	C
489	15-Jun-03	C
490	16-Jun-03	C
491	16-Jun-03	C
493	26-Jun-03	C
494	17-Aug-06	C
495	17-Oct-03	C
496	16-Jun-03	C
497	16-Jun-03	C
498	26-Jun-03	C
499	09-Jun-06	EP
500	23-Jul-06	EP
501	16-Jun-03	C
502	21-Jun-03	C
503	14-Jul-03	C
504	17-Nov-05	C
505	30-Jul-05	SP
506	17-Jun-03	C
507	21-Jun-03	C
508	21-Jun-03	C
509	21-Jun-03	C
510	17-Jun-03	C
511	27-Jun-03	C
512	16-Nov-05	C
513	30-Jan-05	C
514	27-Jun-03	C
515	17-Jun-03	C
517	30-Jan-05	C
518	27-Jun-03	C
519	17-Jun-03	C
521	05-Jun-05	SP
522	30-Nov-03	S
523	17-Jun-03	C
524	21-May-06	SP
525	14-Jul-03	C
526	18-Jun-03	C
527	18-Jun-03	C
529	30-Aug-04	C
530	18-Aug-03	C
533	01-Aug-05	SP
534	02-Jul-03	C
535	02-Jul-03	C
536	02-Jul-03	C
537	30-Aug-05	S
538	03-Jul-03	C
539	23-Jun-03	C
540	12-Aug-05	S
541	25-Jul-03	C
542	07-Jul-07	SP
543	03-Jul-03	C
544	24-Jun-03	C
545	24-Jun-03	C
546	28-Jun-03	C
547	28-Jun-03	C
548	10-Jul-03	C
549	10-Jul-03	C
550	30-Jun-03	C
551	17-Jun-04	SP
552	01-Jul-03	C
553	01-Jul-03	C
554	11-Jul-03	C
555	18-Apr-04	SP
556	30-Aug-05	S
557	12-Jul-03	C
558	12-Jul-03	C
559	12-Jul-03	C
560	16-Nov-05	C
561	12-Jul-03	C
562	30-Aug-04	C
563	25-Jul-03	C
564	12-Jul-03	C
565	25-May-04	EP
566	12-Jul-03	C
567	12-Jul-03	C
568	02-Jul-03	C
569	26-Jun-05	SP
570	13-Jul-03	C
571	20-Jul-06	S
572	14-Jul-03	C
573	14-Jul-03	C
574	14-May-03	EP
575	06-Jul-02	C
576	06-Jul-02	C
577	06-Jul-02	C
578	26-Jun-02	C
579	26-Jun-02	C
580	07-Jul-02	C
581	07-Jul-02	C
582	07-Jul-02	C
583	27-Jun-02	C
584	07-Jul-02	C
585	07-Jul-02	C
586	01-Dec-07	C
589	27-Jun-02	C
590	14-Jul-05	EP
591	17-Nov-05	C
592	23-Jul-07	SP
593	27-Jun-02	C
594	29-Jun-02	C
595	30-Aug-04	C
599	09-Jul-02	C
600	29-Jun-02	C
601	30-Jan-05	C
602	17-Nov-05	C
603	31-Oct-02	C
604	09-Jun-06	SP
605	30-Aug-05	S
606	30-Jun-02	C
607	30-Jun-02	C
608	10-Jul-02	C
609	10-Jul-02	C
610	10-Jul-02	C
611	30-Jun-02	C
612	26-Jul-02	C
613	26-Jul-02	C
614	30-Jul-02	C
615	30-Aug-04	C
616	30-Jul-02	C
617	30-Jul-02	C
618	20-Jul-02	C
619	20-Jul-02	C
620	20-Jul-02	C
621	20-Jul-02	C
622	06-Feb-07	C
623	02-Aug-02	C
624	02-Aug-02	C
625	30-Aug-03	S
626	30-Aug-04	C
627	05-Aug-02	C
628	05-Aug-02	C
629	06-Aug-02	C
630	29-Sep-02	C
631	06-Aug-02	C
633	28-Jul-02	C
634	28-Jul-02	C
637	29-Jul-02	C
641	10-Aug-02	C
642	10-Aug-02	C
643	10-Aug-02	C
644	10-Aug-02	C
645	25-May-05	EP
646	16-Nov-05	C
647	13-Aug-02	C
649	17-Nov-05	C
650	13-Jun-07	EP
651	03-Aug-02	C
653	13-Aug-02	C
654	13-Aug-02	C
655	13-Aug-02	C
656	03-Aug-02	C
658	15-Aug-02	C
659	14-Aug-02	C
660	30-Jan-05	C
661	01-Dec-07	C
662	15-Aug-02	C
663	30-Aug-04	C
664	05-Aug-02	C
665	05-Aug-02	C
666	05-Aug-02	C
667	05-Aug-02	C
670	30-Aug-04	C
671	30-Aug-04	C
691	02-Jul-02	C
692	02-Jul-02	C
693	02-Jul-02	C
694	02-Jul-02	C
695	02-Jul-02	C
697	02-Jul-02	C
698	02-Jul-02	C
699	02-Jul-02	C
700	02-Jul-02	C
701	02-Jul-02	C
703	15-Jul-02	C
704	16-Nov-05	C
712	11-Aug-02	C
713	11-Aug-02	C
714	11-Aug-02	C
715	11-Aug-02	C
722	11-May-02	C
723	17-Nov-05	C
724	14-May-02	C
725	26-Oct-06	C
729	02-Jul-02	C
730	02-Jul-02	C
731	21-Jul-02	C
734	14-May-03	C
735	12-Jun-03	C
736	14-May-03	C
737	14-May-03	C
738	16-May-03	C
739	16-May-03	C
740	16-May-03	C
741	16-May-03	C
742	16-May-03	C
744	16-May-03	C
745	16-May-03	C
746	16-May-03	C
747	16-May-03	C
748	16-May-03	C
749	16-May-03	C
750	08-Jul-07	SP
751	17-May-03	C
752	17-May-03	C
753	30-Jan-05	C
754	17-May-03	C
755	17-May-03	C
756	17-May-03	C
759	29-May-03	C
760	17-May-03	C
762	06-May-03	C
763	17-May-03	C
764	17-May-03	C
765	20-May-06	C
766	17-May-03	C
767	17-May-03	C
768	18-May-03	C
769	18-May-03	C
770	11-Jun-03	C
771	16-May-03	C
772	16-May-03	C
773	16-May-03	C
774	16-May-03	C
775	18-May-03	C
776	16-May-03	C
777	16-May-03	C
778	19-May-03	C
779	18-May-03	C
783	20-May-03	C
784	11-May-07	SP
785	19-May-03	C
786	19-May-03	C
787	19-May-03	C
788	19-May-03	C
789	19-May-03	C
791	21-May-03	C
792	21-May-03	C
793	22-May-03	C
794	22-May-03	C
795	22-May-03	C
796	30-May-03	C
799	19-May-03	C
800	19-May-03	C
802	30-May-03	C
803	30-May-03	C
806	20-May-03	C
807	21-May-03	C
808	21-May-03	C
809	21-May-03	C
810	21-May-03	C
811	24-May-03	C
815	05-Jun-03	C
816	05-Jun-03	C
817	05-Jun-03	C
818	17-Nov-05	C
819	15-Nov-05	C
822	27-May-05	EP
823	16-Aug-06	SP
824	06-Jun-03	C
825	27-May-03	C
826	06-Jun-03	C
827	06-Jun-03	C
828	06-Jun-03	C
829	27-May-03	C
830	07-Jun-03	C
831	30-Jan-05	C
832	30-Aug-05	S
833	24-Jun-03	C
834	07-Jun-03	C
835	07-Jun-03	C
836	28-May-03	C
837	28-May-03	C
838	07-Jun-03	C
839	07-Jun-03	C
841	08-Jun-03	C
842	08-Jun-03	C
843	06-Feb-07	C
844	29-May-03	C
845	29-May-03	C
846	29-May-03	C
849	29-May-03	C
850	29-May-03	C
851	29-May-03	C
853	29-May-03	C
854	29-May-03	C
857	12-Aug-06	SP
860	04-Dec-07	C
866	24-Jun-03	C
867	05-Jun-03	C
868	05-Jun-03	C
869	05-Jun-03	C
870	05-Jun-03	C
871	16-Jun-03	C
872	06-Jun-03	C
873	06-Jun-03	C
874	16-Jun-03	C
875	18-Jun-03	C
876	08-Jun-03	C
877	18-Jun-03	C
878	08-Jun-03	C
881	08-Jun-03	C
882	08-Jun-03	C
885	20-May-06	C
886	19-Jun-03	C
887	19-Jun-03	C
888	28-Jun-03	C
890	27-Jun-04	EP
891	20-Jun-03	C
892	17-Aug-06	C
893	20-Jun-03	C
894	19-Jun-03	C
895	09-Jun-03	C
897	21-Jun-03	C
898	18-Oct-03	C
899	15-Jun-03	C
901	21-Jun-03	C
902	15-Nov-05	C
903	17-Nov-05	C
904	22-Jun-03	C
905	12-Jun-03	C
906	29-Jun-04	EP
909	12-Jun-03	C
911	21-Jun-03	C
912	04-Jul-06	SP
913	17-Nov-05	C
915	24-Jun-03	C
916	24-Jun-03	C
917	18-Nov-05	C
921	18-Jun-03	C
922	18-Jun-03	C
923	14-Jun-03	C
925	25-May-04	EP
926	30-Aug-04	C
927	19-Jul-09	SP
928	30-Aug-04	C
929	23-Aug-07	SP
933	14-Jul-03	C
934	14-Jul-03	C
935	14-Jul-03	C
936	17-Oct-03	C
937	18-Jul-03	C
938	08-Jul-03	C
939	12-Jul-03	C
940	18-Jul-03	C
941	18-Jul-03	C
942	18-Jul-03	C
943	07-Jul-03	C
944	18-Jul-03	C
945	18-Jul-03	C
946	18-Jul-03	C
947	18-Jul-03	C
948	18-Jul-03	C
949	18-Jul-03	C
950	18-Jul-03	C
951	18-Jul-03	C
952	18-Jul-03	C
955	30-Jan-05	C
956	19-Jul-03	C
957	30-Jan-05	C
958	13-Aug-03	C
959	09-Aug-06	SP
960	30-Aug-05	S
961	20-Jul-03	C
962	12-Feb-07	C
963	13-Aug-06	C
964	20-Jul-03	C
965	19-Apr-05	EP
966	20-Jul-03	C
967	14-Jul-03	C
968	10-Jul-03	C
969	11-Jul-03	C
970	21-Jul-03	C
971	30-Aug-04	C
972	11-Jul-03	C
974	18-Nov-05	C
975	11-Jul-03	C
976	16-Jul-03	C
977	16-Jul-03	C
978	12-Jul-03	C
979	24-Jul-03	C
980	25-Jul-06	SP
981	14-Jul-03	C
982	24-Jul-03	C
983	14-Jul-03	C
984	07-Feb-07	C
985	07-Aug-05	SP
986	19-Jul-03	C
987	15-Jul-03	C
988	14-Jul-06	SP
989	13-Aug-03	C
990	13-Aug-03	C
991	20-Jul-03	C
992	20-Jul-03	C
993	17-Nov-05	C
994	26-Jul-03	C
995	16-Jul-03	C
996	16-Jul-03	C
997	17-Jul-03	C
998	17-Jul-03	C
999	17-Jul-03	C
1000	17-Jul-03	C
1005	27-Jun-04	EP
1006	28-Jul-03	C
1007	28-Jul-03	C
1009	18-Jul-03	C
1010	18-Jul-03	C
1011	18-Jul-03	C
1012	18-Jul-03	C
1014	30-Jul-03	C
1015	30-Jul-03	C
1016	14-Aug-03	C
1017	20-Jul-03	C
1018	21-Jul-03	C
1019	21-Jul-03	C
1020	21-Jul-03	C
1021	24-Jul-03	C
1022	24-Jul-03	C
1023	24-Jul-03	C
1024	24-Jul-03	C
1027	27-Jul-03	C
1028	23-Jul-03	C
1029	10-Aug-03	C
1030	29-Jul-03	C
1031	25-Jul-03	C
1032	10-Aug-03	C
1033	30-Aug-04	C
1034	10-Aug-03	C
1035	27-Jul-03	C
1036	27-Jul-03	C
1037	28-Jul-03	C
1038	18-Nov-05	C
1039	10-Aug-03	C
1040	10-Aug-03	C
1041	10-Aug-03	C
1042	18-Oct-03	C
1043	26-Jul-04	C
1047	31-Jul-06	C
1048	15-Nov-05	C
1049	16-Aug-03	C
1050	16-Aug-03	C
1051	16-Aug-03	C
1052	20-Jun-04	EP
1053	19-Nov-05	C
1054	28-Jun-06	SP
1055	20-Aug-03	C
1056	14-Aug-03	C
1057	19-Aug-03	C
1058	17-Apr-04	EP
1059	19-Aug-03	C
1060	19-Aug-03	C
1061	19-Aug-03	C
1062	30-Jan-05	C
1063	30-Jan-05	C
1064	10-Aug-03	C
1065	10-Aug-03	C
1068	10-Aug-03	C
1069	17-Nov-05	C
1070	20-Aug-03	C
1072	16-Aug-03	C
1074	30-Aug-04	C
1075	19-Aug-03	C
1076	19-Aug-03	C
1079	16-Aug-03	C
1080	22-Apr-04	EP
1081	10-Aug-03	C
1082	20-Aug-03	C
1083	30-Jan-05	C
1084	20-Aug-03	C
1085	10-Aug-03	C
1086	10-Aug-03	C
1087	11-Aug-03	C
1088	11-Aug-03	C
1089	11-Aug-03	C
1090	10-Aug-03	C
1091	14-Aug-03	C
1092	10-May-05	S
1093	24-Aug-03	C
1094	14-Aug-03	C
1095	06-Feb-07	C
1096	25-Aug-03	C
1097	15-Aug-03	C
1099	30-Aug-04	C
1100	11-Aug-07	SP
1102	30-Aug-04	C
1103	30-Jan-05	C
1104	18-Jul-03	C
1105	10-May-03	C
1141	24-Apr-04	C
1142	24-Apr-04	C
1143	24-Apr-04	C
1144	24-Apr-04	C
1145	24-Apr-04	C
1146	24-Apr-04	C
1147	24-Apr-04	C
1148	24-Apr-04	C
1154	24-Apr-04	C
1155	26-Apr-04	C
1158	26-Apr-04	C
1160	26-Apr-04	C
1165	28-Apr-04	C
1166	28-Apr-04	C
1167	08-May-04	C
1168	28-Apr-04	C
1169	28-Apr-04	C
1170	02-May-04	C
1171	28-Apr-04	C
1172	28-Apr-04	C
1173	28-Apr-04	C
1174	28-Apr-04	C
1180	05-May-04	C
1181	05-May-04	C
1185	01-May-04	C
1186	01-May-04	C
1187	01-May-04	C
1188	05-May-04	C
1189	05-May-04	C
1191	01-May-04	C
1192	30-May-06	EP
1193	01-May-04	C
1194	01-May-04	C
1195	06-May-04	C
1196	02-May-04	C
1197	06-May-04	C
1198	02-May-04	C
1203	02-May-04	C
1204	02-May-04	C
1207	02-May-04	C
1208	02-May-04	C
1209	02-May-04	C
1210	06-Feb-07	C
1211	02-May-04	C
1212	13-May-04	C
1213	03-May-04	C
1214	13-May-04	C
1215	03-May-04	C
1216	03-May-04	C
1217	03-May-04	C
1218	03-May-04	C
1221	04-May-04	C
1222	04-May-04	C
1224	04-May-04	C
1225	04-May-04	C
1226	08-Jun-06	EP
1227	06-Feb-07	C
1228	17-Nov-05	C
1229	05-May-04	C
1230	05-May-04	C
1231	05-May-04	C
1232	05-May-04	C
1234	05-May-04	C
1235	05-May-04	C
1236	05-May-04	C
1238	05-May-04	C
1239	05-May-04	C
1240	05-May-04	C
1241	05-May-04	C
1242	05-May-04	C
1243	06-May-04	C
1244	06-May-04	C
1248	06-May-04	C
1249	06-May-04	C
1250	06-May-04	C
1251	06-May-04	C
1253	06-May-04	C
1254	06-May-04	C
1255	06-May-04	C
1256	06-May-04	C
1258	06-May-04	C
1259	30-Jan-05	C
1260	06-May-04	C
1261	19-Jun-04	C
1263	06-May-04	C
1264	06-May-04	C
1265	06-May-04	C
1266	10-May-04	C
1267	06-May-04	C
1271	06-May-04	C
1272	06-May-04	C
1273	06-May-04	C
1274	06-May-04	C
1275	07-May-04	C
1276	07-May-04	C
1277	07-May-04	C
1279	07-May-04	C
1280	30-Aug-05	S
1281	07-May-04	C
1282	17-May-04	C
1283	17-May-04	C
1284	07-May-04	C
1289	12-May-04	C
1290	12-May-04	C
1291	08-May-04	C
1294	12-May-04	C
1295	08-May-04	C
1298	08-May-04	C
1299	08-May-04	C
1300	08-May-04	C
1302	08-May-04	C
1303	08-May-04	C
1304	08-May-04	C
1305	08-May-04	C
1306	08-May-04	C
1307	09-May-04	C
1308	09-May-04	C
1309	09-May-04	C
1310	09-May-04	C
1311	09-May-04	C
1313	09-May-04	C
1314	13-May-04	C
1315	09-May-04	C
1316	09-May-04	C
1317	14-May-04	C
1318	02-Aug-05	SP
1319	10-May-04	C
1320	14-May-04	C
1322	10-May-04	C
1323	10-May-04	C
1324	10-May-04	C
1325	10-May-04	C
1326	10-May-04	C
1327	11-May-04	C
1328	11-May-04	C
1329	11-May-04	C
1330	11-May-04	C
1333	22-May-04	C
1334	15-May-04	C
1335	11-May-04	C
1337	12-May-04	C
1338	22-May-04	C
1341	22-May-04	C
1342	30-Jan-05	C
1343	19-Nov-05	C
1344	12-May-04	C
1346	22-May-04	C
1347	22-May-04	C
1348	17-Jun-04	C
1349	12-May-04	C
1353	24-May-06	SP
1354	23-May-04	C
1355	23-May-04	C
1356	17-May-04	C
1357	13-May-04	C
1358	17-May-04	C
1359	13-May-04	C
1360	17-May-04	C
1362	16-Jun-04	C
1363	23-Jun-04	C
1364	30-Aug-05	S
1365	23-May-04	C
1366	23-May-04	C
1367	17-Jun-04	C
1368	17-May-04	C
1369	13-May-04	C
1373	14-May-04	C
1374	14-May-04	C
1375	18-May-04	C
1376	18-May-04	C
1377	14-May-04	C
1378	14-May-04	C
1379	14-May-04	C
1380	14-May-04	C
1381	14-May-04	C
1386	16-Nov-05	C
1387	17-Jun-04	C
1388	14-May-04	C
1390	14-May-04	C
1391	14-May-04	C
1393	15-May-04	C
1394	15-May-04	C
1395	18-May-04	C
1396	18-May-04	C
1405	15-May-04	C
1406	19-May-04	C
1407	15-May-04	C
1408	15-May-04	C
1409	15-May-04	C
1410	16-May-04	C
1411	16-May-04	C
1412	16-May-04	C
1413	16-May-04	C
1415	16-May-04	C
1416	16-May-04	C
1417	16-May-04	C
1421	24-May-04	C
1422	30-May-04	C
1423	20-May-04	C
1424	20-May-04	C
1425	24-May-04	C
1426	20-May-04	C
1427	20-May-04	C
1428	20-May-04	C
1429	20-May-04	C
1430	20-May-04	C
1431	20-May-04	C
1432	20-May-04	C
1434	31-May-04	C
1435	21-May-04	C
1436	31-May-04	C
1437	06-Jul-04	C
1438	29-May-06	C
1439	05-Jul-04	C
1440	21-May-04	C
1441	17-Jun-04	C
1442	02-Jun-04	C
1443	02-Jun-04	C
1445	06-Jun-04	C
1446	09-Feb-07	C
1447	30-Jan-05	C
1448	08-Jul-07	EP
1449	06-Jun-04	C
1450	06-Jun-04	C
1451	06-Jun-04	C
1452	17-Jun-05	C
1453	27-May-04	C
1454	17-Jun-04	C
1455	21-Jun-04	C
1456	27-May-04	C
1457	27-May-04	C
1458	27-May-04	C
1459	01-Jun-04	C
1460	01-Jun-04	C
1463	21-Jun-04	C
1464	12-Aug-06	SP
1465	01-Jun-04	C
1466	28-May-04	C
1467	01-Jun-04	C
1468	01-Jun-04	C
1469	01-Jun-04	C
1470	28-May-04	C
1475	08-Jun-04	C
1476	08-Jun-04	C
1477	08-Jun-04	C
1478	08-Jun-04	C
1479	29-May-04	C
1480	08-Jun-04	C
1481	29-May-04	C
1482	29-May-04	C
1483	09-Jun-04	C
1484	29-May-04	C
1485	09-Jun-04	C
1486	23-Jun-04	C
1488	23-Jun-04	C
1489	09-Jun-04	C
1490	30-May-04	C
1492	30-May-04	C
1493	30-May-04	C
1495	04-Jun-04	C
1496	04-Jun-04	C
1497	04-Jun-04	C
1499	21-Jun-04	C
1500	15-Jun-05	SP
1501	31-May-04	C
1502	10-Jun-04	C
1503	10-Jun-04	C
1504	30-Jan-05	C
1505	10-Jun-04	C
1506	10-Jun-04	C
1507	01-Jul-05	SP
1508	31-May-04	C
1509	10-Jun-04	C
1510	31-May-04	C
1511	04-Jun-04	C
1512	11-Jun-04	C
1513	24-May-05	EP
1514	22-May-06	C
1515	04-Jun-04	C
1517	09-Jul-04	C
1518	07-Jul-04	C
1519	30-Jan-05	C
1520	11-Jun-04	C
1521	01-Jun-04	C
1522	01-Jun-04	C
1523	01-Jun-04	C
1525	01-Jun-04	C
1526	01-Jun-04	C
1528	11-Jun-04	C
1529	11-Jun-04	C
1530	29-Jun-04	C
1532	11-Jun-04	C
1533	11-Jun-04	C
1534	22-Nov-04	C
1535	11-Jun-04	C
1536	01-Jun-04	C
1537	12-Jun-04	C
1538	02-Jun-04	C
1539	12-Jun-04	C
1540	12-Jun-04	C
1541	12-Jun-04	C
1542	21-Jun-04	C
1543	12-Jun-04	C
1544	20-Nov-05	C
1545	05-Jun-04	C
