ChickID	NatalBrood	RearingBrood	CrossFosteredYN	AvgOfMass	AvgOfTarsus	AvgOfAge	nMeasures
6951	1548	1547	1	9.5		5	1
6952	1548	1547	1	9.30000019073486		5	1
6954	1548	1547	1	10.3000001907349		5	1
6955	1548	1547	1	11.6000003814697		5	1
6960	1533	1533	0	8		5	1
6961	1552	1551	1	10.5		5	1
6962	1552	1551	1	12.5		5	1
6963	1552	1551	1	10.8999996185303		5	1
6964	1552	1552	0	6.19999980926514		5	1
6965	1551	1552	1	15		5	1
6966	1551	1552	1	11.6000003814697		5	1
6967	1551	1552	1	14.1999998092651		5	1
6971	1556	1553	1	8.39999961853027		5	1
6974	1553	1556	1	10.3000001907349		5	1
6975	1553	1556	1	6.59999990463257		5	1
6976	1553	1556	1	12.5		5	1
6977	1553	1553	0	9.60000038146973		5	1
6978	1557	1558	1	9.30000019073486		5	1
6979	1557	1559	1	11.5		5	1
6980	1557	1558	1	8.39999961853027		5	1
6981	1557	1558	1	6.69999980926514		5	1
6982	1559	1557	1	10.6000003814697		5	1
6983	1559	1557	1	11.8999996185303		5	1
6984	1559	1557	1	10.5		5	1
6985	1558	1559	1	12.1999998092651		5	1
6986	1558	1559	1	12.8999996185303		5	1
6987	1558	1557	1	11		5	1
6991	1560	1560	0	10.6000003814697		5	1
6992	1560	1560	0	4		5	1
6993	1560	1560	0	12.1999998092651		5	1
6994	1560	1560	0	12		5	1
6995	1561	1561	0	9.5		5	1
6996	1561	1561	0	11		5	1
6997	1561	1561	0	6.69999980926514		5	1
6999	1562	1562	0	8.19999980926514		5	1
7000	1562	1562	0	11.1999998092651		5	1
7001	1562	1562	0	10		5	1
7002	1562	1562	0	10.6000003814697		5	1
7003	1565	1563	1	5		5	1
7005	1565	1563	1	9		5	1
7007	1563	1565	1	6.90000009536743		5	1
7010	1564	1564	0	11.3000001907349		5	1
7011	1564	1564	0	13.6000003814697		5	1
7012	1564	1564	0	10.6999998092651		5	1
7015	1566	1566	0	6		5	1
7025	1570	1570	0	11.6000003814697		5	1
7026	1570	1570	0	11.1000003814697		5	1
7027	1570	1570	0	10.1000003814697		5	1
7028	1570	1570	0	11.3999996185303		5	1
7029	1570	1570	0	4.19999980926514		5	1
7030	1571	1571	0	7.5		5	1
7031	1571	1571	0	9.10000038146973		5	1
7032	1571	1571	0	10.3000001907349		5	1
7033	1571	1571	0	8.69999980926514		5	1
7034	1571	1571	0	9.10000038146973		5	1
7038	1572	1572	0	9		5	1
7039	1572	1572	0	3.59999990463257		5	1
7040	1572	1572	0	9.60000038146973		5	1
7042	1572	1572	0	9.10000038146973		5	1
7043	1574	1584	1	2.29999995231628		4	1
7044	1574	1584	1	4.69999980926514		4	1
7045	1574	1584	1	3.20000004768372		4	1
7046	1574	1574	0	8.80000019073486		4	1
7047	1584	1574	1	4		4	1
7048	1584	1574	1	7.30000019073486		4	1
7049	1584	1574	1	6.19999980926514		4	1
7051	1575	1576	1	6.40000009536743		5	1
7052	1575	1576	1	4.40000009536743		5	1
7053	1575	1576	1	9.10000038146973		5	1
7060	1579	1579	0	14		5	1
7061	1579	1579	0	11.3000001907349		5	1
7062	1580	1577	1	9.5		5	1
7063	1580	1577	1	8		5	1
7064	1578	1580	1	14.6999998092651		5	1
7065	1578	1580	1	8.10000038146973		5	1
7066	1577	1578	1	11.6999998092651		5	1
7067	1577	1578	1	11		5	1
7068	1577	1577	0	13.8999996185303		5	1
7069	1577	1577	0	14.3000001907349		5	1
7071	1581	1581	0	9.39999961853027		5	1
7072	1581	1581	0	9.89999961853027		5	1
7081	1579	1579	0	8.69999980926514		5	1
7083	1580	1580	0	4.5		5	1
7084	1580	1580	0	2.40000009536743		5	1
7086	1586	1583	1	11.6000003814697		5	1
7087	1586	1583	1	10.1999998092651		5	1
7088	1586	1583	1	7.90000009536743		5	1
7089	1586	1583	1	5.09999990463257		5	1
7090	1583	1586	1	8.10000038146973		5	1
7091	1583	1586	1	7.5		5	1
7092	1583	1586	1	10.3999996185303		5	1
7094	1583	1583	0	9.19999980926514		5	1
7095	1582	1582	0	13.3000001907349		5	1
7096	1585	1585	0	12.3999996185303		5	1
7097	1585	1585	0	9.30000019073486		5	1
7098	1585	1585	0	7.19999980926514		5	1
7102	1587	1587	0	9.89999961853027		5	1
7103	1587	1587	0	9.69999980926514		5	1
7104	1587	1587	0	4.90000009536743		5	1
7109	1590	1589	1	10		5	1
7110	1590	1589	1	9.19999980926514		5	1
7111	1590	1589	1	8.39999961853027		5	1
7112	1589	1590	1	11.3000001907349		5	1
7113	1589	1590	1	9		5	1
7114	1589	1590	1	9.30000019073486		5	1
7115	1591	1591	0	7.69999980926514		5	1
7116	1591	1591	0	9.5		5	1
7117	1591	1591	0	9.89999961853027		5	1
7118	1594	1595	1	8.39999961853027		5	1
7119	1594	1595	1	7.5		5	1
7120	1594	1595	1	9.19999980926514		5	1
7121	1594	1594	0	3.90000009536743		5	1
7122	1595	1594	1	9.5		5	1
7123	1595	1594	1	6.30000019073486		5	1
7124	1595	1594	1	9.30000019073486		5	1
7126	1593	1593	0	12.5		5	1
7127	1593	1593	0	13		5	1
7128	1593	1593	0	12.3999996185303		5	1
7129	1593	1593	0	9.80000019073486		5	1
7130	1596	1598	1	13.6999998092651		5	1
7131	1596	1598	1	13.1999998092651		5	1
7132	1598	1599	1	15.1999998092651		5	1
7133	1598	1596	1	13.8000001907349		5	1
7135	1609	1601	1	7		5	1
7136	1609	1601	1	9		5	1
7137	1609	1601	1	10.3000001907349		5	1
7139	1601	1609	1	5.19999980926514		5	1
7140	1601	1609	1	4.69999980926514		5	1
7141	1601	1609	1	7.59999990463257		5	1
7143	1601	1602	1	2.29999995231628		5	1
7144	1597	1602	1	11.8000001907349		5	1
7145	1597	1602	1	10.6000003814697		5	1
7146	1597	1602	1	12.5		5	1
7150	1602	1601	1	13.6999998092651		5	1
7151	1590	1590	0	4.5		5	1
7152	1603	1610	1	12.5		5	1
7153	1603	1610	1	14		5	1
7154	1603	1610	1	10.8999996185303		5	1
7155	1610	1600	1	11.1000003814697		5	1
7158	1600	1603	1	9.69999980926514		5	1
7159	1600	1603	1	11.1999998092651		5	1
7160	1600	1603	1	10.5		5	1
7161	1591	1591	0	4.09999990463257		5	1
7164	1607	1606	1	9.5		5	1
7165	1607	1606	1	10.3000001907349		5	1
7166	1607	1606	1	5.80000019073486		5	1
7167	1606	1607	1	7.80000019073486		5	1
7168	1606	1607	1	8		5	1
7169	1606	1607	1	4.59999990463257		5	1
7170	1604	1605	1	12.3999996185303		5	1
7172	1604	1605	1	11.1999998092651		5	1
7174	1605	1608	1	4.30000019073486		5	1
7175	1605	1608	1	3.90000009536743		5	1
7177	1605	1604	1	9.30000019073486		5	1
7178	1608	1604	1	5.40000009536743		5	1
7182	1593	1593	0	6.30000019073486		5	1
7183	1614	1612	1	5.40000009536743		5	1
7184	1614	1612	1	10.3000001907349		5	1
7186	1612	1615	1	7.19999980926514		5	1
7187	1612	1612	0	9.5		5	1
7189	1612	1615	1	8		5	1
7190	1615	1614	1	7.90000009536743		5	1
7192	1615	1614	1	7.09999990463257		5	1
7199	1602	1602	0	4.69999980926514		5	1
7200	1629	1629	0	10.5		5	1
7202	1629	1629	0	9.60000038146973		5	1
7203	1613	1611	1	10.1000003814697		5	1
7204	1613	1611	1	6.90000009536743		5	1
7205	1613	1611	1	8.5		5	1
7206	1613	1611	1	3.20000004768372		5	1
7207	1613	1613	0	9.19999980926514		5	1
7208	1611	1613	1	6.59999990463257		5	1
7210	1611	1613	1	8.39999961853027		5	1
7213	1618	1616	1	8.39999961853027		5	1
7215	1616	1621	1	8.5		5	1
7216	1616	1618	1	10.1000003814697		5	1
7217	1616	1616	0	10.1999998092651		5	1
7218	1620	1617	1	10.6000003814697		5	1
7219	1620	1617	1	5.30000019073486		5	1
7220	1620	1617	1	12.5		5	1
7221	1617	1620	1	10.3999996185303		5	1
7223	1617	1620	1	9.19999980926514		5	1
7229	1624	1623	1	11.8000001907349		5	1
7233	1621	1621	0	6.09999990463257		5	1
7237	1626	1626	0	6.09999990463257		5	1
7239	1626	1626	0	9.5		5	1
7242	1627	1627	0	11.6999998092651		5	1
7243	1627	1627	0	11.8999996185303		5	1
7280	1640	1640	0	4.40000009536743		4	1
7281	1640	1640	0	6		4	1
7282	1640	1640	0	3.20000004768372		4	1
7283	1641	1641	0	4.59999990463257		4	1
7284	1641	1641	0	5.30000019073486		4	1
7285	1641	1641	0	7.19999980926514		4	1
7286	1641	1641	0	6.69999980926514		4	1
7289	1642	1642	0	3		4	1
7290	1643	1643	0	5.69999980926514		5	1
7291	1643	1643	0	2.79999995231628		5	1
7292	1643	1643	0	3.70000004768372		5	1
7293	1643	1643	0	5.40000009536743		5	1
7294	1643	1643	0	4.69999980926514		5	1
7295	1644	1644	0	4.30000019073486		5	1
7296	1644	1644	0	7		5	1
7297	1644	1644	0	7		5	1
7298	1644	1644	0	3.59999990463257		5	1
7299	1645	1645	0	4.59999990463257		5	1
7300	1645	1645	0	6.30000019073486		5	1
7301	1645	1645	0	5.59999990463257		5	1
7302	1645	1645	0	3.40000009536743		5	1
7307	1648	1648	0	6.90000009536743		5	1
7309	1648	1648	0	7.90000009536743		5	1
7310	1649	1649	0	5.5		5	1
7311	1649	1649	0	4.5		5	1
7312	1649	1649	0	6.09999990463257		5	1
7316	1649	1649	0	3.79999995231628		5	1
7317	1656	1657	1	5.59999990463257		5	1
7318	1656	1657	1	3.90000009536743		5	1
7319	1656	1657	1	9.69999980926514		5	1
7320	1656	1656	0	6.30000019073486		5	1
7321	1657	1656	1	9.19999980926514		5	1
7322	1657	1656	1	4.69999980926514		5	1
7325	1662	1662	0	7.30000019073486		5	1
7327	1652	1652	0	8.60000038146973		5	1
7328	1652	1652	0	3.20000004768372		5	1
7329	1652	1652	0	7.40000009536743		5	1
7331	1663	1663	0	5.69999980926514		5	1
7332	1663	1663	0	4.40000009536743		5	1
7333	1663	1663	0	6.90000009536743		5	1
7334	1663	1663	0	4.5		5	1
7335	1663	1663	0	5.80000019073486		5	1
7336	1665	1646	1	10.6000003814697		5	1
7337	1665	1646	1	7.09999990463257		5	1
7338	1665	1646	1	7.59999990463257		5	1
7339	1665	1665	0	9.39999961853027		5	1
7340	1646	1665	1	6.59999990463257		5	1
7341	1646	1665	1	7.69999980926514		5	1
7342	1646	1665	1	8		5	1
7346	1650	1650	0	6.90000009536743		5	1
7347	1650	1650	0	8.5		5	1
7348	1650	1650	0	6.69999980926514		5	1
7349	1651	1651	0	7.30000019073486		5	1
7351	1651	1651	0	3.59999990463257		5	1
7352	1651	1651	0	7.30000019073486		5	1
7356	1654	1654	0	5.90000009536743		5	1
7357	1654	1654	0	4.59999990463257		5	1
7358	1654	1654	0	10.5		5	1
7359	1654	1654	0	3.40000009536743		5	1
7365	1653	1653	0	5.30000019073486		5	1
7366	1653	1653	0	9.80000019073486		5	1
7367	1653	1653	0	6.90000009536743		5	1
7369	1661	1660	1	8.39999961853027		5	1
7370	1661	1660	1	6.59999990463257		5	1
7371	1661	1660	1	4.40000009536743		5	1
7372	1661	1661	0	8.80000019073486		5	1
7373	1660	1661	1	6.59999990463257		5	1
7374	1660	1661	1	3.5		5	1
7375	1660	1661	1	4.59999990463257		5	1
7376	1659	1664	1	10.5		5	1
7377	1659	1664	1	10.6000003814697		5	1
7378	1659	1664	1	7.19999980926514		5	1
7379	1659	1659	0	2.90000009536743		5	1
7380	1659	1659	0	8.69999980926514		5	1
7381	1664	1659	1	8.10000038146973		5	1
7382	1664	1659	1	4.5		5	1
7383	1664	1659	1	6.5		5	1
7384	1666	1666	0	5.09999990463257		5	1
7385	1666	1666	0	4.59999990463257		5	1
7387	1667	1667	0	4.69999980926514		5	1
7388	1667	1667	0	5.19999980926514		5	1
7389	1667	1667	0	6.40000009536743		5	1
7390	1667	1667	0	8.80000019073486		5	1
7391	1696	1696	0	7.59999990463257		5	1
7392	1696	1696	0	7.90000009536743		5	1
7393	1696	1696	0	6.90000009536743		5	1
7394	1668	1668	0	10		5	1
7397	1674	1670	1	9.39999961853027		5	1
7398	1674	1670	1	7.59999990463257		5	1
7400	1674	1670	1	6.59999990463257		5	1
7401	1670	1674	1	5.09999990463257		5	1
7402	1670	1674	1	7.40000009536743		5	1
7403	1670	1674	1	6.69999980926514		5	1
7404	1670	1674	1	4.59999990463257		5	1
7405	1671	1700	1	6.19999980926514		5	1
7406	1671	1700	1	7.19999980926514		5	1
7407	1671	1700	1	8.39999961853027		5	1
7408	1700	1671	1	6.69999980926514		5	1
7409	1700	1671	1	8		5	1
7410	1700	1671	1	8.89999961853027		5	1
7411	1699	1678	1	10.1999998092651		5	1
7412	1699	1678	1	8.39999961853027		5	1
7413	1699	1678	1	3.59999990463257		5	1
7414	1678	1699	1	4.69999980926514		5	1
7415	1678	1699	1	5.40000009536743		5	1
7417	1708	1673	1	12.3999996185303		5	1
7418	1708	1673	1	10		5	1
7423	1676	1672	1	9.60000038146973		5	1
7424	1676	1672	1	7.30000019073486		5	1
7425	1677	1676	1	10.6999998092651		5	1
7426	1677	1676	1	9.5		5	1
7427	1677	1672	1	9.5		5	1
7428	1677	1672	1	6.19999980926514		5	1
7429	1672	1677	1	6.80000019073486		5	1
7430	1672	1677	1	6.69999980926514		5	1
7431	1672	1677	1	6.59999990463257		5	1
7432	1672	1677	1	3.70000004768372		5	1
7437	1679	1685	1	9.5		5	1
7438	1679	1685	1	4.69999980926514		5	1
7439	1679	1685	1	7.90000009536743		5	1
7440	1679	1685	1	7.69999980926514		5	1
7441	1679	1679	0	8.5		5	1
7442	1685	1679	1	4.30000019073486		5	1
7443	1685	1679	1	7.80000019073486		5	1
7444	1685	1679	1	5.09999990463257		5	1
7445	1685	1679	1	4.59999990463257		5	1
7446	1674	1674	0	3		5	1
7447	1675	1684	1	9.19999980926514		5	1
7449	1675	1684	1	9.19999980926514		5	1
7450	1675	1675	0	6.90000009536743		5	1
7451	1684	1675	1	7.90000009536743		5	1
7452	1684	1675	1	8		5	1
7453	1684	1675	1	5.90000009536743		5	1
7457	1681	1683	1	8.39999961853027		5	1
7459	1681	1683	1	8.89999961853027		5	1
7474	1687	1688	1	6		5	1
7475	1687	1688	1	10.5		5	1
7476	1688	1687	1	6.5		5	1
7477	1688	1687	1	11.6999998092651		5	1
7478	1688	1687	1	11		5	1
7479	1694	1709	1	12.1999998092651		5	1
7480	1694	1709	1	14.3000001907349		5	1
7482	1709	1694	1	13.1999998092651		5	1
7484	1686	1707	1	9.69999980926514		5	1
7485	1686	1707	1	8.39999961853027		5	1
7488	1707	1707	0	7.30000019073486		5	1
7489	1707	1707	0	6.80000019073486		5	1
7490	1682	1710	1	8.30000019073486		5	1
7491	1682	1710	1	8.5		5	1
7492	1682	1710	1	8.89999961853027		5	1
7493	1682	1710	1	4.59999990463257		5	1
7495	1710	1682	1	6.30000019073486		5	1
7496	1710	1682	1	9		5	1
7498	1710	1710	0	7.40000009536743		5	1
7499	1692	1690	1	7.59999990463257		5	1
7500	1692	1690	1	8.10000038146973		5	1
7501	1692	1690	1	9.89999961853027		5	1
7502	1692	1692	0	5.40000009536743		5	1
7503	1690	1692	1	6.19999980926514		5	1
7504	1690	1692	1	6.5		5	1
7506	1693	1691	1	9.5		5	1
7507	1693	1691	1	9.19999980926514		5	1
7508	1693	1691	1	10.6999998092651		5	1
7509	1693	1693	0	10.3000001907349		5	1
7510	1693	1693	0	3.70000004768372		5	1
7511	1691	1693	1	10.5		5	1
7512	1691	1693	1	6.30000019073486		5	1
7513	1691	1693	1	9.60000038146973		5	1
7515	1689	1689	0	5.59999990463257		5	1
7516	1689	1689	0	5.40000009536743		5	1
7517	1689	1689	0	12.1000003814697		5	1
7518	1689	1689	0	6.69999980926514		5	1
7519	1689	1689	0	9.39999961853027		5	1
7521	1695	1695	0	8.69999980926514		5	1
7522	1695	1695	0	7		5	1
7524	1695	1695	0	8		5	1
7532	1697	1697	0	8.19999980926514		5	1
7533	1697	1697	0	10		5	1
7534	1697	1697	0	11		5	1
7535	1697	1697	0	6.80000019073486		5	1
7536	1715	1715	0	9.10000038146973		5	1
7537	1715	1715	0	3.90000009536743		5	1
7538	1715	1715	0	7.90000009536743		5	1
7555	1701	1701	0	12.3000001907349		5	1
7557	1701	1701	0	7.30000019073486		5	1
7559	1705	1702	1	5.40000009536743		5	1
7560	1705	1702	1	9.80000019073486		5	1
7562	1705	1702	1	8.89999961853027		5	1
7565	1702	1705	1	9.89999961853027		5	1
7566	1702	1705	1	10.8999996185303		5	1
7576	1706	1703	1	11.8999996185303		5	1
7577	1706	1698	1	5.90000009536743		5	1
7578	1706	1706	0	4.5		5	1
7580	1703	1698	1	8.80000019073486		5	1
7581	1703	1698	1	9.19999980926514		5	1
7584	1712	1711	1	7.80000019073486		5	1
7585	1712	1711	1	8.80000019073486		5	1
7586	1712	1711	1	9.30000019073486		5	1
7587	1712	1711	1	7.40000009536743		5	1
7588	1711	1712	1	10.6999998092651		5	1
7589	1711	1712	1	9.60000038146973		5	1
7590	1711	1712	1	9.60000038146973		5	1
7591	1711	1712	1	8.69999980926514		5	1
7611	1720	1720	0	13.1999998092651		5	1
7612	1720	1720	0	10.5		5	1
7622	1719	1719	0	9		5	1
7623	1719	1719	0	6.5		5	1
7624	1719	1719	0	9.5		5	1
7625	1719	1719	0	9.5		5	1
7626	1727	1730	1	9.69999980926514		5	1
7627	1727	1730	1	9.19999980926514		5	1
7628	1727	1730	1	9.39999961853027		5	1
7629	1730	1727	1	10.3000001907349		5	1
7630	1730	1727	1	10.8999996185303		5	1
7631	1730	1727	1	11.6999998092651		5	1
7632	1730	1730	0	6.09999990463257		5	1
7635	1731	1731	0	10.8999996185303		6	1
7636	1725	1725	0	5.09999990463257		5	1
7637	1725	1725	0	8.80000019073486		5	1
7638	1725	1725	0	10.1000003814697		5	1
7644	1726	1726	0	11.3000001907349		5	1
7645	1726	1726	0	12.6999998092651		5	1
7650	1732	1732	0	11.8000001907349		5	1
7652	1732	1732	0	9.69999980926514		5	1
7657	1720	1720	0	8.19999980926514		5	1
7660	1734	1734	0	11.8999996185303		5	1
7661	1734	1734	0	11.6999998092651		5	1
7662	1734	1734	0	11.8000001907349		5	1
7663	1734	1734	0	9.10000038146973		5	1
7664	1726	1726	0	7.69999980926514		5	1
7665	1747	1747	0	9.10000038146973		5	1
7666	1747	1747	0	7.5		5	1
7667	1733	1733	0	9.80000019073486		5	1
7668	1733	1733	0	4.69999980926514		5	1
7669	1733	1733	0	7.69999980926514		5	1
7670	1733	1733	0	9.19999980926514		5	1
7673	1748	1748	0	9.10000038146973		5	1
7674	1748	1748	0	7.09999990463257		5	1
7675	1748	1748	0	8.19999980926514		5	1
7678	1735	1735	0	10.6999998092651		5	1
7679	1735	1735	0	8.89999961853027		5	1
7680	1735	1735	0	8.89999961853027		5	1
7685	1752	1752	0	7.40000009536743		5	1
7686	1752	1752	0	10.1000003814697		5	1
7687	1752	1752	0	11.3999996185303		5	1
7689	1737	1736	1	9.80000019073486		5	1
7690	1737	1736	1	11.3999996185303		5	1
7691	1737	1738	1	12.6999998092651		5	1
7692	1736	1738	1	10.8000001907349		5	1
7693	1736	1738	1	5.90000009536743		5	1
7694	1738	1737	1	14		5	1
7695	1738	1737	1	14.3000001907349		5	1
7696	1738	1737	1	11.1999998092651		5	1
7697	1738	1738	0	14.3999996185303		5	1
7698	1739	1740	1	12.1999998092651		5	1
7699	1739	1740	1	10.1999998092651		5	1
7700	1739	1740	1	11.8000001907349		5	1
7701	1739	1740	1	9		5	1
7702	1740	1742	1	13.3999996185303		5	1
7703	1740	1739	1	14.3999996185303		5	1
7704	1740	1739	1	4		5	1
7705	1740	1739	1	13.3000001907349		5	1
7706	1740	1740	0	10.6000003814697		5	1
7707	1742	1739	1	11.1000003814697		5	1
7712	1718	1743	1	7.69999980926514		5	1
7713	1718	1743	1	9.60000038146973		5	1
7714	1718	1743	1	7		5	1
7715	1718	1718	0	6.80000019073486		5	1
7716	1743	1718	1	4.90000009536743		5	1
7717	1743	1718	1	6.59999990463257		5	1
7718	1743	1718	1	5		5	1
7719	1741	1759	1	10.8999996185303		5	1
7721	1759	1759	0	9.60000038146973		5	1
7722	1759	1759	0	7.90000009536743		5	1
7723	1760	1761	1	9.60000038146973		5	1
7724	1760	1761	1	9.5		5	1
7725	1760	1761	1	8.80000019073486		5	1
7726	1761	1760	1	5.19999980926514		5	1
7728	1761	1760	1	4.40000009536743		5	1
7729	1761	1761	0	10		5	1
7743	1746	1767	1	6.5		5	1
7744	1746	1767	1	8		5	1
7745	1746	1767	1	9.30000019073486		5	1
7746	1746	1767	1	7.30000019073486		5	1
7747	1767	1746	1	13.1000003814697		5	1
7748	1767	1746	1	5.90000009536743		5	1
7749	1767	1746	1	10.6000003814697		5	1
7750	1767	1746	1	12		5	1
7751	1767	1767	0	10.6999998092651		5	1
7759	1759	1759	0	4.69999980926514		5	1
7760	1760	1760	0	1.5		5	1
7761	1769	1769	0	11.8999996185303		5	1
7762	1770	1770	0	4.19999980926514		5	1
7764	1758	1771	1	14.3000001907349		5	1
7765	1758	1771	1	11.6999998092651		5	1
7766	1758	1771	1	8.19999980926514		5	1
7767	1771	1749	1	9.30000019073486		5	1
7769	1771	1749	1	6		5	1
7771	1749	1758	1	14.1999998092651		5	1
7772	1749	1758	1	4.30000019073486		5	1
7773	1749	1758	1	13.3000001907349		5	1
7777	1753	1772	1	11.3999996185303		5	1
7778	1753	1772	1	9.30000019073486		5	1
7779	1753	1772	1	10.8000001907349		5	1
7780	1753	1753	0	7		5	1
7781	1772	1753	1	12.3999996185303		5	1
7782	1772	1753	1	11.6999998092651		5	1
7783	1772	1753	1	9.69999980926514		5	1
7784	1772	1772	0	9.5		5	1
7785	1772	1772	0	8.10000038146973		5	1
7791	1754	1750	1	11.6999998092651		5	1
7792	1754	1750	1	12.1000003814697		5	1
7793	1754	1762	1	11.3999996185303		5	1
7795	1750	1762	1	13		5	1
7796	1750	1762	1	10		5	1
7797	1762	1754	1	8.80000019073486		5	1
7798	1762	1754	1	7.59999990463257		5	1
7799	1762	1754	1	11.5		5	1
7805	1789	1789	0	10.3000001907349		5	1
7806	1789	1789	0	5.5		5	1
7807	1789	1789	0	11.5		5	1
7808	1789	1789	0	11		5	1
7810	1764	1755	1	11.3999996185303		5	1
7811	1764	1755	1	10.3000001907349		5	1
7812	1755	1757	1	12.8999996185303		5	1
7813	1755	1757	1	6.59999990463257		5	1
7814	1755	1757	1	11.6000003814697		5	1
7815	1755	1757	1	12.1999998092651		5	1
7816	1755	1757	1	6.19999980926514		5	1
7817	1757	1764	1	9		5	1
7818	1757	1764	1	13.6000003814697		5	1
7819	1757	1764	1	8.39999961853027		5	1
7820	1757	1755	1	14.6000003814697		5	1
7821	1757	1755	1	13.1000003814697		5	1
7823	1763	1756	1	11.3999996185303		5	1
7824	1763	1763	0	12.8000001907349		5	1
7826	1756	1763	1	8.80000019073486		5	1
7827	1762	1762	0	6.59999990463257		5	1
7829	1765	1765	0	9.39999961853027		5	1
7830	1765	1765	0	12.1000003814697		5	1
7831	1765	1765	0	9.39999961853027		5	1
7834	1764	1764	0	5.90000009536743		5	1
7836	1766	1766	0	7.19999980926514		5	1
7837	1774	1779	1	8		5	1
7838	1774	1779	1	13.8000001907349		5	1
7839	1774	1775	1	10		5	1
7840	1779	1775	1	7.5		5	1
7841	1779	1775	1	7.30000019073486		5	1
7842	1775	1774	1	12.5		5	1
7843	1775	1774	1	11.3999996185303		5	1
7844	1775	1774	1	10.6000003814697		5	1
7845	1775	1775	0	6.90000009536743		5	1
7848	1776	1777	1	10.1999998092651		5	1
7849	1776	1777	1	8.39999961853027		5	1
7850	1776	1777	1	4.30000019073486		5	1
7851	1776	1777	1	14		5	1
7852	1777	1776	1	9.89999961853027		5	1
7853	1777	1776	1	4.5		5	1
7854	1777	1776	1	8.60000038146973		5	1
7855	1777	1776	1	8.69999980926514		5	1
7883	1783	1778	1	10.6000003814697		5	1
7885	1783	1778	1	10.6000003814697		5	1
7886	1783	1778	1	9.80000019073486		5	1
7887	1778	1783	1	16		5	1
7888	1778	1783	1	11.3999996185303		5	1
7889	1778	1783	1	14.3999996185303		5	1
7892	1782	1785	1	10.1000003814697		5	1
7893	1782	1785	1	12.8000001907349		5	1
7894	1782	1785	1	10.1999998092651		5	1
7896	1785	1782	1	8.5		5	1
7897	1785	1782	1	10.6000003814697		5	1
7898	1785	1782	1	9.5		5	1
7899	1785	1782	1	3.09999990463257		5	1
7900	1781	1780	1	11		5	1
7901	1781	1780	1	8.69999980926514		5	1
7903	1781	1781	0	9.80000019073486		5	1
7904	1780	1781	1	10.1999998092651		5	1
7914	1779	1779	0	5.40000009536743		5	1
7916	1786	1784	1	9.60000038146973		5	1
7917	1786	1784	1	10.3999996185303		5	1
7918	1786	1784	1	14.1999998092651		5	1
7919	1784	1787	1	8.80000019073486		5	1
7920	1784	1787	1	7		5	1
7921	1784	1787	1	8.5		5	1
7922	1787	1786	1	11.6999998092651		5	1
7924	1787	1786	1	9.89999961853027		5	1
7925	1787	1787	0	12.1999998092651		5	1
7926	1814	1814	0	11.3000001907349		6	1
7927	1791	1815	1	9.30000019073486		5	1
7928	1791	1815	1	12.6000003814697		5	1
7929	1791	1791	0	14.1000003814697		5	1
7930	1815	1791	1	12.6999998092651		5	1
7931	1815	1791	1	11.6999998092651		5	1
7935	1788	1788	0	14.3000001907349		5	1
7936	1788	1788	0	8.39999961853027		5	1
7937	1816	1816	0	12.3999996185303		5	1
7938	1816	1816	0	6.90000009536743		5	1
7939	1816	1816	0	9		5	1
7941	1786	1786	0	3.20000004768372		5	1
7942	1790	1790	0	14.6999998092651		5	1
7943	1790	1790	0	10.3000001907349		5	1
7944	1790	1790	0	12		5	1
7945	1790	1790	0	10.3999996185303		5	1
7946	1784	1784	0	7.80000019073486		5	1
7947	1795	1809	1	12.1000003814697		5	1
7948	1795	1809	1	7.5		5	1
7949	1795	1809	1	11.8999996185303		5	1
7950	1809	1795	1	8.89999961853027		5	1
7951	1809	1795	1	11.3999996185303		5	1
7952	1809	1795	1	10.3000001907349		5	1
7954	1817	1793	1	5.5		5	1
7955	1817	1793	1	10.1999998092651		5	1
7956	1793	1817	1	10.6999998092651		5	1
7957	1793	1817	1	3.09999990463257		5	1
7958	1793	1793	0	11.8999996185303		5	1
7959	1793	1793	0	10.6000003814697		5	1
7960	1793	1793	0	14.6999998092651		5	1
7965	1792	1796	1	9.60000038146973		5	1
7966	1792	1796	1	5.5		5	1
7967	1792	1796	1	11.6000003814697		5	1
7969	1792	1792	0	12.5		5	1
7970	1796	1792	1	12.1000003814697		5	1
7971	1796	1792	1	4		5	1
7972	1796	1792	1	11.8000001907349		5	1
7976	1799	1797	1	10.1000003814697		5	1
7977	1799	1797	1	9		5	1
7978	1799	1797	1	10		5	1
7979	1797	1801	1	14.3999996185303		5	1
7980	1797	1801	1	14.8000001907349		5	1
7982	1797	1801	1	12.6000003814697		5	1
7983	1801	1799	1	2.79999995231628		5	1
7984	1801	1799	1	9		5	1
7985	1801	1799	1	8.60000038146973		5	1
7986	1801	1797	1	7.69999980926514		5	1
7987	1798	1800	1	8.69999980926514		5	1
7988	1798	1800	1	11.5		5	1
7989	1798	1800	1	13.6000003814697		5	1
7990	1802	1798	1	11.8000001907349		5	1
7991	1802	1798	1	13.8000001907349		5	1
7992	1802	1798	1	12.8000001907349		5	1
7993	1800	1802	1	13.8999996185303		5	1
7994	1800	1802	1	6.30000019073486		5	1
7995	1800	1802	1	10.3000001907349		5	1
7996	1800	1800	0	11.6999998092651		5	1
8001	1803	1803	0	8		5	1
8002	1803	1803	0	7.19999980926514		5	1
8003	1803	1803	0	5.30000019073486		5	1
