ChickID	NatalBrood	RearingBrood	CrossFosteredYN	AvgOfMass	AvgOfTarsus	AvgOfAge	nMeasures
8004	1803	1803	0	8.69999980926514		5	1
8006	1804	1804	0	9.30000019073486		5	1
8006	1804	1804	0	13		6	1
8007	1804	1804	0	9.89999961853027		5	1
8007	1804	1804	0	13.8000001907349		6	1
8010	1806	1807	1	12.3000001907349		5	1
8011	1806	1807	1	11.1000003814697		5	1
8012	1806	1807	1	8.60000038146973		5	1
8013	1806	1806	0	7.90000009536743		5	1
8014	1807	1806	1	9.30000019073486		5	1
8015	1807	1806	1	9.69999980926514		5	1
8016	1807	1806	1	8.10000038146973		5	1
8017	1807	1806	1	5.09999990463257		5	1
8020	1802	1802	0	6.90000009536743		5	1
8022	1805	1808	1	9.80000019073486		5	1
8023	1808	1805	1	12.5		5	1
8024	1808	1808	0	5.5		5	1
8025	1808	1808	0	7.69999980926514		5	1
8026	1808	1808	0	9.69999980926514		5	1
8035	1811	1811	0	13.6000003814697		5	1
8036	1811	1811	0	9		5	1
8037	1810	1812	1	8.19999980926514		5	1
8038	1812	1810	1	9.80000019073486		5	1
8044	1812	1812	0	4.59999990463257		5	1
8046	1819	1818	1	8.10000038146973		5	1
8049	1818	1831	1	8.10000038146973		5	1
8050	1818	1831	1	5.90000009536743		5	1
8051	1818	1831	1	9.19999980926514		5	1
8052	1818	1818	0	6.90000009536743		5	1
8053	1831	1819	1	8.30000019073486		5	1
8054	1831	1819	1	14.8000001907349		5	1
8055	1831	1819	1	12.5		5	1
8061	1820	1820	0	11.5		5	1
8062	1820	1820	0	10.1000003814697		5	1
8063	1820	1820	0	9.80000019073486		5	1
8070	1821	1821	0	9.69999980926514		5	1
8071	1821	1821	0	4.69999980926514		5	1
8072	1821	1821	0	7.69999980926514		5	1
8073	1822	1822	0	7.90000009536743		5	1
8074	1822	1822	0	6.90000009536743		5	1
8075	1822	1822	0	5.09999990463257		5	1
8079	1823	1823	0	6.90000009536743		5	1
8080	1850	1850	0	8.10000038146973		6	1
8081	1850	1850	0	8.39999961853027		6	1
8082	1850	1850	0	13.3999996185303		6	1
8083	1824	1825	1	10.6000003814697		5	1
8085	1824	1825	1	10.6999998092651		5	1
8086	1824	1825	1	10		5	1
8087	1825	1824	1	3.40000009536743		5	1
8088	1825	1824	1	6.59999990463257		5	1
8089	1825	1824	1	8.19999980926514		5	1
8090	1825	1824	1	10.6999998092651		5	1
8097	1827	1833	1	5.80000019073486		5	1
8099	1827	1827	0	8.89999961853027		5	1
8100	1833	1827	1	5.5		5	1
8103	1828	1848	1	9.5		5	1
8104	1828	1849	1	10.6000003814697		5	1
8105	1848	1849	1	4.19999980926514		5	1
8107	1849	1828	1	8		5	1
8110	1830	1826	1	9.89999961853027		5	1
8111	1830	1830	0	10.3000001907349		5	1
8113	1826	1830	1	10.1000003814697		5	1
8115	1836	1829	1	8.60000038146973		5	1
8117	1836	1829	1	9.30000019073486		5	1
8119	1858	1829	1	9.89999961853027		5	1
8120	1829	1858	1	10.5		5	1
8121	1829	1858	1	7.59999990463257		5	1
8122	1829	1836	1	7.30000019073486		5	1
8123	1829	1836	1	4.69999980926514		5	1
8124	1829	1836	1	8.19999980926514		5	1
8126	1835	1837	1	8.19999980926514		5	1
8127	1835	1837	1	9.19999980926514		5	1
8128	1837	1835	1	7.69999980926514		5	1
8129	1837	1835	1	9.60000038146973		5	1
8130	1837	1837	0	6.69999980926514		5	1
8131	1828	1828	0	3.20000004768372		5	1
8143	1841	1839	1	11		5	1
8144	1841	1839	1	12.5		5	1
8145	1841	1839	1	9.80000019073486		5	1
8146	1841	1841	0	9.80000019073486		5	1
8147	1839	1841	1	10		5	1
8148	1839	1841	1	9.30000019073486		5	1
8149	1839	1841	1	7.30000019073486		5	1
8150	1842	1843	1	5.30000019073486		5	1
8151	1842	1843	1	8		5	1
8152	1842	1843	1	6.5		5	1
8153	1842	1843	1	4.40000009536743		5	1
8156	1843	1842	1	8.80000019073486		5	1
8157	1843	1842	1	11.1999998092651		5	1
8158	1854	1842	1	9		5	1
8160	1858	1858	0	4.5		5	1
8163	1846	1846	0	11.1999998092651		5	1
8164	1846	1846	0	7		5	1
8165	1835	1835	0	2.09999990463257		5	1
8168	1838	1840	1	12.5		5	1
8169	1838	1838	0	11.6999998092651		5	1
8171	1845	1838	1	9		5	1
8175	1853	1847	1	8		5	1
8176	1853	1847	1	6.09999990463257		5	1
8177	1853	1847	1	9.80000019073486		5	1
8179	1847	1853	1	4.59999990463257		5	1
8180	1847	1853	1	9.69999980926514		5	1
8191	1851	1852	1	4.80000019073486		5	1
8192	1851	1852	1	4.30000019073486		5	1
8196	1852	1852	0	7.40000009536743		5	1
8197	1853	1853	0	3.29999995231628		5	1
8200	1855	1857	1	6.19999980926514		5	1
8201	1855	1857	1	7.19999980926514		5	1
8202	1857	1855	1	4.5		4	1
8202	1857	1855	1	7.40000009536743		5	1
8203	1857	1855	1	6.19999980926514		4	1
8203	1857	1855	1	9.5		5	1
8204	1857	1857	0	6.59999990463257		5	1
8205	1857	1857	0	3		5	1
8206	1855	1855	0	4		4	1
8206	1855	1855	0	6.59999990463257		5	1
8207	1860	1856	1	10.8000001907349		5	1
8208	1860	1856	1	13.6999998092651		5	1
8209	1860	1856	1	13.1999998092651		5	1
8211	1856	1860	1	14		5	1
8212	1856	1860	1	7		5	1
8213	1856	1856	0	16.1000003814697		5	1
8214	1859	1859	0	12.5		5	1
8239	1864	1864	0	9.19999980926514		5	1
8272	1865	1865	0	9.19999980926514		5	1
8273	1865	1865	0	8		5	1
8274	1865	1865	0	12.5		5	1
8275	1865	1865	0	12.8999996185303		5	1
8277	1874	1874	0	12.8000001907349		5	1
8280	1875	1875	0	16.3999996185303		5	1
8281	1875	1875	0	13.6000003814697		5	1
8286	1876	1876	0	10.8999996185303		5	1
8287	1876	1876	0	9.69999980926514		5	1
8288	1876	1876	0	8		5	1
8289	1876	1876	0	3.5		5	1
8293	1878	1877	1	10.6999998092651		5	1
8294	1878	1877	1	8		5	1
8295	1878	1878	0	7.59999990463257		5	1
8296	1877	1878	1	4		5	1
8297	1877	1878	1	5.40000009536743		5	1
8309	1881	1880	1	5.90000009536743		5	1
8310	1881	1880	1	8.39999961853027		5	1
8311	1881	1881	0	3.59999990463257		5	1
8312	1880	1881	1	5.80000019073486		5	1
8313	1880	1881	1	7.19999980926514		5	1
8320	1884	1886	1	6		5	1
8321	1884	1886	1	5.19999980926514		5	1
8324	1888	1888	0	3.20000004768372		5	1
8325	1888	1888	0	4.5		5	1
8326	1888	1888	0	4		5	1
8338	1883	1885	1	5.80000019073486		5	1
8339	1883	1885	1	7.59999990463257		5	1
8340	1883	1885	1	6.09999990463257		5	1
8341	1885	1883	1	7.69999980926514		5	1
8342	1885	1883	1	6		5	1
8343	1885	1883	1	8.10000038146973		5	1
8344	1885	1885	0	4.19999980926514		5	1
8346	1887	1887	0	8.19999980926514		5	1
8347	1887	1887	0	4		5	1
8348	1887	1887	0	7.90000009536743		5	1
8351	1889	1889	0	7.59999990463257		5	1
8353	1889	1889	0	7.40000009536743		5	1
8354	1889	1889	0	7.19999980926514		5	1
8361	1897	1896	1	6.90000009536743		5	1
8362	1897	1896	1	7		5	1
8363	1897	1896	1	7.19999980926514		5	1
8365	1896	1897	1	8.30000019073486		5	1
8366	1896	1897	1	4		5	1
8367	1896	1897	1	7.59999990463257		5	1
8368	1893	1894	1	5.40000009536743		5	1
8369	1893	1894	1	9.5		5	1
8370	1893	1893	0	11.3000001907349		5	1
8371	1893	1893	0	9.10000038146973		5	1
8372	1894	1893	1	8.10000038146973		5	1
8373	1894	1893	1	2.90000009536743		5	1
8382	1894	1894	0	5.09999990463257		5	1
8383	1898	1911	1	8.69999980926514		5	1
8384	1898	1911	1	8.39999961853027		5	1
8386	1911	1898	1	7.69999980926514		5	1
8390	1902	1902	0	9.89999961853027		5	1
8391	1902	1902	0	9.5		5	1
8398	1904	1906	1	11.6000003814697		5	1
8400	1904	1906	1	9.30000019073486		5	1
8403	1906	1904	1	8.80000019073486		5	1
8404	1906	1904	1	6.40000009536743		5	1
8406	1906	1904	1	8		5	1
8408	1909	1908	1	8.10000038146973		5	1
8409	1909	1908	1	6.59999990463257		5	1
8410	1909	1908	1	3.20000004768372		5	1
8411	1909	1908	1	4.80000019073486		5	1
8412	1909	1909	0	7.69999980926514		5	1
8413	1908	1909	1	9.30000019073486		5	1
8414	1908	1909	1	9.60000038146973		5	1
8415	1908	1909	1	8.5		5	1
8423	1913	1913	0	5.19999980926514		4	1
8424	1913	1913	0	5.80000019073486		4	1
8425	1913	1913	0	5.40000009536743		4	1
8427	1913	1913	0	6.19999980926514		4	1
8428	1916	1914	1	6.5		5	1
8429	1916	1914	1	4.40000009536743		5	1
8430	1916	1914	1	8		5	1
8431	1916	1915	1	8.80000019073486		5	1
8432	1914	1916	1	8.19999980926514		5	1
8434	1914	1916	1	10		5	1
8436	1917	1919	1	7.40000009536743		5	1
8437	1917	1919	1	5.59999990463257		5	1
8440	1919	1917	1	5.09999990463257		5	1
8441	1919	1917	1	3.90000009536743		5	1
8442	1919	1917	1	3.20000004768372		5	1
8444	1918	1918	0	7.5		5	1
8445	1918	1918	0	3.59999990463257		5	1
8446	1918	1918	0	4.30000019073486		5	1
8449	1916	1916	0	3.40000009536743		5	1
8455	1920	1920	0	7.30000019073486		5	1
8456	1920	1920	0	5.59999990463257		5	1
8460	1923	1921	1	13.5		5	1
8461	1923	1921	1	14.1999998092651		5	1
8462	1923	1923	0	6.69999980926514		5	1
8463	1923	1923	0	11.6999998092651		5	1
8464	1921	1923	1	11.6999998092651		5	1
8465	1921	1923	1	12.8999996185303		5	1
8467	1924	1924	0	9.89999961853027		5	1
8468	1924	1924	0	7.19999980926514		5	1
8469	1924	1924	0	5.90000009536743		5	1
8470	1922	1922	0	11.1999998092651		5	1
8471	1922	1922	0	10		5	1
8472	1922	1922	0	10.3000001907349		5	1
8473	1922	1922	0	5.19999980926514		5	1
8474	1922	1922	0	9.80000019073486		5	1
8477	1926	1927	1	8.39999961853027		5	1
8478	1926	1927	1	10.6999998092651		5	1
8479	1926	1927	1	10.8000001907349		5	1
8480	1927	1926	1	8		5	1
8481	1927	1926	1	8.89999961853027		5	1
8482	1927	1926	1	8		5	1
8483	1927	1927	0	4		5	1
8486	1928	1928	0	8.60000038146973		5	1
8487	1928	1928	0	5.30000019073486		5	1
8488	1928	1928	0	9.89999961853027		5	1
8489	1928	1928	0	6.30000019073486		5	1
8490	1928	1928	0	5.69999980926514		5	1
8491	1924	1924	0	4.09999990463257		5	1
8492	1929	1929	0	10.8000001907349		5	1
8493	1929	1929	0	11		5	1
8494	1929	1929	0	12.1000003814697		5	1
8496	1934	1935	1	10.1000003814697		5	1
8497	1934	1935	1	11.5		5	1
8498	1934	1934	0	13.6000003814697		5	1
8499	1934	1934	0	14.1000003814697		5	1
8500	1935	1934	1	8.69999980926514		5	1
8501	1935	1934	1	8		5	1
8502	1930	1931	1	14.6999998092651		5	1
8503	1930	1931	1	13.8999996185303		5	1
8504	1931	1930	1	11.6999998092651		5	1
8505	1931	1930	1	10.8999996185303		5	1
8507	1931	1931	0	7		5	1
8509	1932	1933	1	14.1000003814697		5	1
8510	1932	1933	1	10.1000003814697		5	1
8511	1933	1932	1	12.8999996185303		5	1
8512	1933	1932	1	12.1000003814697		5	1
8513	1933	1932	1	11.6999998092651		5	1
8514	1933	1933	0	8.89999961853027		5	1
8515	1936	1936	0	8.30000019073486		5	1
8516	1936	1936	0	7.40000009536743		5	1
8517	1936	1936	0	6.19999980926514		5	1
8518	1936	1936	0	4.40000009536743		5	1
8525	1939	1939	0	10.8999996185303		5	1
8526	1939	1939	0	5.59999990463257		5	1
8527	1939	1939	0	9.60000038146973		5	1
8528	1939	1939	0	11.3999996185303		5	1
8529	1939	1939	0	11.6000003814697		5	1
8530	1940	1940	0	12.6000003814697		5	1
8531	1940	1940	0	9.60000038146973		5	1
8534	1940	1940	0	8.5		5	1
8538	1941	1941	0	9.69999980926514		5	1
8539	1941	1941	0	4.90000009536743		5	1
8540	1941	1941	0	10.3999996185303		5	1
8541	1941	1941	0	11.3999996185303		5	1
8542	1941	1941	0	7.5		5	1
8543	1952	1952	0	11		5	1
8544	1952	1952	0	10.1999998092651		5	1
8545	1952	1952	0	10.6000003814697		5	1
8546	1952	1952	0	7.09999990463257		5	1
8548	1943	1944	1	8.39999961853027		5	1
8550	1944	1943	1	6.90000009536743		5	1
8551	1944	1943	1	6.59999990463257		5	1
8552	1944	1943	1	7.19999980926514		5	1
8553	1944	1944	0	5.5		5	1
8554	1945	1945	0	9.5		5	1
8555	1945	1945	0	8.30000019073486		5	1
8556	1945	1945	0	9.39999961853027		5	1
8557	1946	1946	0	10.6999998092651		5	1
8558	1946	1946	0	7.80000019073486		5	1
8559	1946	1946	0	11		5	1
8560	1946	1946	0	10.3000001907349		5	1
8561	1947	1947	0	12.1000003814697		5	1
8562	1949	1949	0	10.1000003814697		5	1
8563	1949	1949	0	5.59999990463257		5	1
8564	1949	1949	0	11.6999998092651		5	1
8567	1948	1950	1	11.8000001907349		5	1
8568	1948	1950	1	11.3000001907349		5	1
8569	1948	1950	1	12		5	1
8572	1950	1948	1	8.69999980926514		5	1
8573	1950	1948	1	12.1000003814697		5	1
8574	1950	1948	1	12.3999996185303		5	1
8589	1953	1954	1	8		5	1
8590	1953	1954	1	8		5	1
8591	1953	1954	1	7.80000019073486		5	1
8593	1954	1951	1	11.6999998092651		5	1
8595	1954	1951	1	9.60000038146973		5	1
8596	1954	1953	1	11.1000003814697		5	1
8597	1951	1953	1	9.39999961853027		5	1
8598	1951	1953	1	8.39999961853027		5	1
8599	1951	1953	1	9.39999961853027		5	1
8600	1956	1955	1	2.79999995231628		5	1
8601	1956	1955	1	13.3999996185303		5	1
8602	1956	1955	1	10.3999996185303		5	1
8603	1956	1955	1	12.1000003814697		5	1
8604	1956	1956	0	11.1000003814697		5	1
8605	1955	1956	1	13.6000003814697		5	1
8606	1955	1956	1	8.39999961853027		5	1
8607	1955	1956	1	12.3999996185303		5	1
8608	1955	1956	1	10.8000001907349		5	1
8612	1958	1958	0	8.60000038146973		5	1
8613	1958	1958	0	8		5	1
8614	1958	1958	0	8.39999961853027		5	1
8615	1958	1958	0	2.09999990463257		5	1
8617	1959	1957	1	7.40000009536743		5	1
8618	1959	1957	1	8.10000038146973		5	1
8619	1959	1957	1	7.69999980926514		5	1
8620	1959	1957	1	2.79999995231628		5	1
8621	1957	1959	1	3.59999990463257		5	1
8622	1957	1959	1	6.80000019073486		5	1
8623	1957	1959	1	8.80000019073486		5	1
8624	1957	1959	1	6.69999980926514		5	1
8625	1957	1957	0	8.19999980926514		5	1
8626	1957	1957	0	6.59999990463257		5	1
8628	1960	1960	0	15		5	1
8628	1960	1960	0	17.7000007629395		6	1
8629	1960	1960	0	10.8000001907349		5	1
8629	1960	1960	0	12		6	1
8630	1960	1960	0	14.6999998092651		5	1
8630	1960	1960	0	16.8999996185303		6	1
8631	1960	1960	0	7.5		5	1
8631	1960	1960	0	8.10000038146973		6	1
8633	1961	1961	0	4.30000019073486		5	1
8634	1961	1961	0	7.59999990463257		5	1
8635	1961	1961	0	8.60000038146973		5	1
8637	1962	1962	0	9.10000038146973		5	1
8639	1962	1962	0	9.19999980926514		5	1
8641	1962	1962	0	6.19999980926514		5	1
8643	1972	1972	0	11		5	1
8644	1972	1972	0	12.3000001907349		5	1
8645	1972	1972	0	12.1999998092651		5	1
8648	1964	1964	0	11.8999996185303		5	1
8649	1964	1964	0	6.59999990463257		5	1
8650	1964	1964	0	12.1999998092651		5	1
8651	1963	1963	0	8.89999961853027		5	1
8652	1963	1963	0	10.3000001907349		5	1
8653	1965	1966	1	10.3999996185303		5	1
8654	1965	1966	1	10.8000001907349		5	1
8655	1965	1966	1	4.80000019073486		5	1
8656	1965	1965	0	8.69999980926514		5	1
8657	1966	1965	1	6		5	1
8658	1966	1965	1	4		5	1
8660	1972	1972	0	5.19999980926514		5	1
8661	1967	1969	1	12.8999996185303		5	1
8662	1967	1969	1	9.30000019073486		5	1
8663	1967	1969	1	10.3000001907349		5	1
8666	1969	1967	1	8.89999961853027		5	1
8667	1969	1967	1	10.3999996185303		5	1
8669	1969	1967	1	8.39999961853027		5	1
8672	1968	1968	0	9.19999980926514		5	1
8673	1968	1968	0	9		5	1
8681	1973	1973	0	8.5		5	1
8682	1973	1973	0	8.89999961853027		5	1
8683	1973	1973	0	6.30000019073486		5	1
8684	1973	1973	0	7.69999980926514		5	1
8685	1973	1973	0	3.29999995231628		5	1
8686	1974	1974	0	6.90000009536743		5	1
8687	1974	1974	0	7.90000009536743		5	1
8688	1974	1974	0	5.40000009536743		5	1
8689	1974	1974	0	4.40000009536743		5	1
8693	1979	1979	0	7.80000019073486		5	1
8695	1979	1979	0	10.6000003814697		5	1
8696	1979	1979	0	8		5	1
8698	1978	1976	1	10		5	1
8702	1976	1977	1	11.5		5	1
8703	1977	1978	1	3.79999995231628		5	1
8705	1977	1978	1	3.29999995231628		5	1
8708	1980	1980	0	6.90000009536743		5	1
8709	1980	1980	0	9.39999961853027		5	1
8714	1977	1977	0	3.59999990463257		5	1
8732	1982	1982	0	11.6999998092651		5	1
8733	1982	1982	0	8.39999961853027		5	1
8734	1982	1982	0	10.3000001907349		5	1
8736	1983	1983	0	9.69999980926514		5	1
8737	1983	1983	0	2.5		5	1
8738	1983	1983	0	7.30000019073486		5	1
8757	2035	2034	1	5.5		5	1
8758	2035	2034	1	4.90000009536743		5	1
8762	2034	2035	1	5.59999990463257		5	1
8764	2038	2036	1	7.09999990463257		5	1
8765	2038	2036	1	6.40000009536743		5	1
8767	2038	2036	1	6.90000009536743		5	1
8768	2036	2037	1	4.19999980926514		5	1
8769	2036	2037	1	8.89999961853027		5	1
8770	2036	2037	1	6.59999990463257		5	1
8773	2037	2038	1	7.40000009536743		5	1
8774	2037	2038	1	6.19999980926514		5	1
8775	2037	2038	1	4.5		5	1
8776	2037	2038	1	6.40000009536743		5	1
8780	2042	2041	1	6.19999980926514		5	1
8784	2043	2042	1	6		5	1
8785	2043	2042	1	4.40000009536743		5	1
8786	2043	2042	1	4.40000009536743		5	1
8787	2043	2042	1	5.80000019073486		5	1
8788	2043	2042	1	7.09999990463257		5	1
8789	2045	2045	0	6		6	1
8792	2044	2049	1	7		5	1
8794	2049	2044	1	5.5		5	1
8795	2049	2044	1	4.30000019073486		5	1
8796	2049	2044	1	7.40000009536743		5	1
8797	2049	2049	0	7.5		5	1
8798	2049	2049	0	4.5		5	1
8803	2046	2047	1	9.30000019073486		5	1
8805	2047	2046	1	7.80000019073486		5	1
8806	2047	2046	1	8.69999980926514		5	1
8808	2047	2047	0	8.30000019073486		5	1
8814	2019	2022	1	8.39999961853027		5	1
8815	2019	2022	1	5.90000009536743		5	1
8818	2022	2020	1	9.39999961853027		5	1
8819	2022	2020	1	9.10000038146973		5	1
8821	2020	2019	1	7.30000019073486		5	1
8826	2024	2054	1	6.19999980926514		5	1
8827	2024	2054	1	8.19999980926514		5	1
8828	2024	2054	1	9.60000038146973		5	1
8829	2028	2054	1	7		5	1
8830	2054	2024	1	11.3999996185303		5	1
8831	2054	2024	1	4.09999990463257		5	1
8832	2054	2024	1	10.1999998092651		5	1
8833	2054	2024	1	6.90000009536743		5	1
8834	2025	2029	1	8.5		5	1
8837	2029	2023	1	10.3999996185303		5	1
8838	2023	2025	1	6.90000009536743		5	1
8839	2023	2023	0	13		5	1
8846	2021	2031	1	5.30000019073486		5	1
8847	2021	2031	1	8.19999980926514		5	1
8849	2021	2021	0	5.69999980926514		5	1
8850	2026	2021	1	8.19999980926514		5	1
8851	2026	2021	1	7.5		5	1
8852	2026	2021	1	9		5	1
8853	2026	2021	1	7.09999990463257		5	1
8855	2031	2026	1	9.80000019073486		5	1
8856	2031	2026	1	5.80000019073486		5	1
8857	2048	2048	0	14.3000001907349		6	1
8858	2048	2048	0	12.3999996185303		6	1
8859	2048	2048	0	9.10000038146973		6	1
8863	2030	2030	0	13.6000003814697		5	1
8864	2030	2030	0	7.09999990463257		5	1
8865	2030	2030	0	13		5	1
8866	2030	2030	0	11.6999998092651		5	1
8867	2030	2030	0	12.5		5	1
8876	2040	2032	1	7.30000019073486		5	1
8877	2040	2040	0	9.89999961853027		5	1
8878	2032	2040	1	8.39999961853027		5	1
8883	2050	2050	0	9.89999961853027		5	1
8884	2050	2050	0	7.69999980926514		5	1
8885	2050	2050	0	9.39999961853027		5	1
8888	2055	2055	0	12.1000003814697		5	1
8889	2055	2055	0	5.19999980926514		5	1
8890	2055	2055	0	12.6999998092651		5	1
8906	2057	2057	0	12.3000001907349		5	1
8907	2058	2060	1	9.60000038146973		5	1
8908	2060	2058	1	8		5	1
8910	2060	2060	0	7.80000019073486		5	1
8911	2060	2060	0	7.19999980926514		5	1
8912	2060	2060	0	9		5	1
8918	2065	2065	0	7.90000009536743		5	1
8919	2065	2065	0	7.80000019073486		5	1
8920	2061	2065	1	5.19999980926514		5	1
8922	2061	2065	1	7.90000009536743		5	1
8926	2066	2066	0	7.69999980926514		5	1
8928	2067	2059	1	11.6000003814697		5	1
8929	2067	2059	1	10.3000001907349		5	1
8930	2067	2059	1	8.60000038146973		5	1
8931	2067	2067	0	11.8999996185303		5	1
8932	2059	2067	1	10.1000003814697		5	1
8934	2059	2067	1	11.6000003814697		5	1
8942	2068	2069	1	9.5		5	1
8943	2068	2069	1	12.8000001907349		5	1
8944	2069	2070	1	8.89999961853027		5	1
8945	2069	2070	1	9		5	1
8946	2069	2070	1	8		5	1
8947	2070	2068	1	10.6999998092651		5	1
8948	2070	2068	1	10.6999998092651		5	1
8949	2070	2069	1	11.1000003814697		5	1
8956	2076	2076	0	13.1999998092651		5	1
8957	2076	2076	0	11.3000001907349		5	1
8963	2080	2087	1	11.3000001907349		5	1
8964	2078	2082	1	10.1999998092651		5	1
8965	2078	2082	1	5.80000019073486		5	1
8966	2078	2082	1	9.89999961853027		5	1
8967	2078	2078	0	9.10000038146973		5	1
8968	2082	2078	1	9.89999961853027		5	1
8969	2082	2078	1	10.5		5	1
8970	2082	2078	1	10.3000001907349		5	1
8971	2087	2080	1	10.6999998092651		5	1
8972	2087	2087	0	6.59999990463257		5	1
8973	2087	2087	0	8.69999980926514		5	1
8974	2087	2087	0	12.8999996185303		5	1
8976	2088	2079	1	10.8999996185303		5	1
8977	2088	2079	1	8.89999961853027		5	1
8978	2079	2088	1	11.1999998092651		5	1
8979	2079	2088	1	10.1000003814697		5	1
8980	2079	2088	1	7.30000019073486		5	1
8981	2079	2079	0	6.5		5	1
8982	2079	2079	0	9		5	1
8983	2083	2081	1	13.3000001907349		5	1
8984	2083	2081	1	9.69999980926514		5	1
8985	2083	2083	0	7.30000019073486		5	1
8986	2083	2083	0	11.3000001907349		5	1
8987	2083	2083	0	11.8999996185303		5	1
8988	2081	2083	1	9.60000038146973		5	1
8989	2081	2083	1	9.60000038146973		5	1
8993	2084	2084	0	18.6000003814697		5	1
8994	2084	2084	0	17		5	1
8995	2084	2084	0	18.6000003814697		5	1
8996	2084	2084	0	15		5	1
8997	2084	2084	0	12.8999996185303		5	1
8998	2089	2091	1	13.6000003814697		5	1
8999	2089	2091	1	12.1999998092651		5	1
9000	2089	2091	1	7.80000019073486		5	1
9001	2089	2091	1	10.6000003814697		5	1
9002	2091	2089	1	12.5		5	1
9003	2091	2089	1	9.60000038146973		5	1
9004	2091	2089	1	6.80000019073486		5	1
9005	2091	2089	1	8.5		5	1
9007	2090	2093	1	7.59999990463257		5	1
9008	2090	2093	1	6.5		5	1
9009	2090	2095	1	5.19999980926514		5	1
9011	2096	2092	1	9.60000038146973		5	1
9013	2096	2096	0	12		5	1
9014	2093	2090	1	9		5	1
9015	2093	2090	1	7.80000019073486		5	1
9016	2093	2090	1	9.10000038146973		5	1
9018	2092	2096	1	7.5		5	1
9019	2092	2096	1	6		5	1
9020	2095	2090	1	9.30000019073486		5	1
9022	2100	2100	0	11.1999998092651		5	1
9023	2100	2100	0	9.60000038146973		5	1
9024	2100	2100	0	9.30000019073486		5	1
9026	2097	2101	1	10		5	1
9027	2097	2101	1	10.5		5	1
9028	2097	2101	1	4.80000019073486		5	1
9031	2101	2097	1	8.80000019073486		5	1
9032	2101	2097	1	5.59999990463257		5	1
9033	2101	2097	1	9.39999961853027		5	1
9034	2101	2097	1	10.5		5	1
9044	2102	2102	0	11.6999998092651		5	1
9045	2102	2102	0	14.5		5	1
9046	2102	2102	0	16.7999992370605		5	1
9047	2102	2102	0	17.2000007629395		5	1
9049	2100	2100	0	4.09999990463257		5	1
9050	2103	2103	0	10.6999998092651		5	1
9051	2103	2103	0	10.3000001907349		5	1
9052	2103	2103	0	12		5	1
9053	2103	2103	0	10		5	1
9055	2106	2099	1	7.80000019073486		5	1
9056	2106	2099	1	8.5		5	1
9057	2106	2098	1	10.3000001907349		5	1
9058	2099	2098	1	8.19999980926514		5	1
9059	2099	2098	1	6.30000019073486		5	1
9060	2099	2106	1	10.8000001907349		5	1
9061	2099	2106	1	7.90000009536743		5	1
9062	2098	2099	1	7.40000009536743		5	1
9063	2098	2099	1	6.59999990463257		5	1
9064	2098	2106	1	5.5		5	1
9065	2107	2107	0	8.5		5	1
9066	2107	2107	0	9.19999980926514		5	1
9067	2107	2107	0	9.60000038146973		5	1
9068	2107	2107	0	7		5	1
9069	2106	2106	0	7.19999980926514		5	1
9073	2111	2111	0	10		5	1
9074	2111	2111	0	11.5		5	1
9075	2111	2111	0	11.1000003814697		5	1
9076	2111	2111	0	5.69999980926514		5	1
9080	2113	2113	0	10.3000001907349		5	1
9082	2110	2113	1	7.80000019073486		5	1
9083	2110	2113	1	9.5		5	1
9084	2112	2112	0	11.3000001907349		5	1
9087	2114	2114	0	10.3999996185303		5	1
9088	2114	2114	0	8.39999961853027		5	1
9089	2114	2114	0	11.6000003814697		5	1
9092	2115	2115	0	10.3000001907349		5	1
9093	2115	2115	0	10.3999996185303		5	1
9094	2115	2115	0	11.6000003814697		5	1
9095	2116	2117	1	11.5		5	1
9096	2116	2117	1	7.09999990463257		5	1
9097	2116	2117	1	7.30000019073486		5	1
9099	2117	2116	1	6.69999980926514		5	1
9100	2117	2116	1	8.80000019073486		5	1
9102	2117	2117	0	7.19999980926514		5	1
9108	2121	2119	1	10.8000001907349		5	1
9110	2121	2119	1	7.19999980926514		5	1
9111	2121	2121	0	7.69999980926514		5	1
9112	2119	2121	1	7.59999990463257		5	1
9113	2119	2121	1	9.69999980926514		5	1
9114	2119	2121	1	6.80000019073486		5	1
9115	2124	2124	0	9.69999980926514		5	1
9116	2124	2124	0	11.3999996185303		5	1
9117	2120	2120	0	10		5	1
9119	2120	2120	0	3.79999995231628		5	1
9120	2120	2120	0	10.3000001907349		5	1
9121	2120	2120	0	7.90000009536743		5	1
9126	2126	2125	1	10.3000001907349		5	1
9127	2126	2126	0	11.8999996185303		5	1
9129	2125	2126	1	5.30000019073486		5	1
9130	2125	2126	1	7.80000019073486		5	1
9131	2127	2128	1	12.6999998092651		5	1
9132	2127	2128	1	13.3999996185303		5	1
9133	2127	2128	1	12.3000001907349		5	1
9134	2127	2127	0	8.60000038146973		5	1
9135	2127	2127	0	3.59999990463257		5	1
9136	2131	2127	1	9.5		5	1
9137	2131	2127	1	4.90000009536743		5	1
9138	2131	2127	1	11.1000003814697		5	1
9142	2128	2128	0	4.59999990463257		5	1
9143	2132	2134	1	15.5		5	1
9144	2132	2134	1	12.8000001907349		5	1
9145	2132	2134	1	10.3999996185303		5	1
9146	2132	2134	1	7		5	1
9147	2133	2130	1	7.5		5	1
9149	2134	2132	1	14		5	1
9150	2134	2132	1	17		5	1
