BirdID	CaptureDate	Mass
2784	27-Jul-05	27.6
2789	26-Jul-05	20
2789	20-Jul-05	11.3
2789	18-Jul-05	9.6
2790	26-Jul-05	20.2
2790	20-Jul-05	11.8
2790	18-Jul-05	8.5
2791	20-Jul-05	9.1
2791	18-Jul-05	6.9
2792	20-Jul-05	4.4
2792	18-Jul-05	4.9
2801	20-Jul-05	5.6
2801	24-Jul-05	12.4
2801	15-Nov-05	29.9
2801	30-Jul-05	25.2
2802	30-Jul-05	16.8
2802	24-Jul-05	8.4
2802	20-Jul-05	4.4
2806	24-Jul-05	18.5
2806	17-Nov-05	29.6
2806	30-Jul-05	28.9
2806	20-Jul-05	4.6
2807	16-Nov-05	29
2807	20-Jul-05	4.1
2807	30-Jul-05	27.2
2807	24-Jul-05	16.6
2808	20-Jul-05	2.4
2808	15-Nov-05	28.5
2808	24-Jul-05	13.4
2808	30-Jul-05	27.6
2809	20-Jul-05	2.4
2811	30-Jul-05	18.2
2811	24-Jul-05	12.2
2811	21-Jul-05	7.1
2816	31-Jul-05	23.2
2816	25-Jul-05	14.4
2816	21-Jul-05	5.6
2817	31-Jul-05	27.8
2817	25-Jul-05	18.2
2817	21-Jul-05	5.7
2818	31-Jul-05	25.5
2818	25-Jul-05	16.7
2818	21-Jul-05	5.3
2819	25-Jul-05	12
2819	21-Jul-05	4.3
2819	31-Jul-05	22.2
2819	15-Nov-05	30
2820	21-Jul-05	3.7
2820	25-Jul-05	8.8
2820	31-Jul-05	15.1
2821	22-Jul-05	3.4
2821	01-Aug-05	21.8
2821	26-Jul-05	8.2
2822	26-Jul-05	7.5
2822	22-Jul-05	3.1
2822	01-Aug-05	19.6
2823	26-Jul-05	9.2
2823	22-Jul-05	3.1
2823	01-Aug-05	21.4
2824	22-Jul-05	2.9
2824	26-Jul-05	5.5
2825	22-Jul-05	2.1
2831	01-Aug-05	22.2
2831	22-Jul-05	3.9
2831	26-Jul-05	10.7
2832	20-Nov-05	26.2
2832	22-Jul-05	3.5
2832	26-Jul-05	8.5
2832	01-Aug-05	17.7
2833	01-Aug-05	20
2833	16-Nov-05	25.2
2833	22-Jul-05	3.6
2833	26-Jul-05	10.8
2833	17-Nov-05	25.5
2833	19-May-06	23.3
2834	22-Jul-05	2
2836	23-Jul-05	4.2
2836	27-Jul-05	14.8
2836	02-Aug-05	25
2837	27-Jul-05	12.7
2837	02-Aug-05	22.4
2837	23-Jul-05	4
2838	23-Jul-05	3.1
2838	02-Aug-05	21
2838	27-Jul-05	10.2
2838	14-Nov-05	30.6
2839	28-Jul-05	15.2
2839	23-Jul-05	2.2
2839	03-Aug-05	25.7
2840	27-Jul-05	14.6
2840	23-Jul-05	4.3
2840	22-Jul-06	27.6
2840	02-Aug-05	26.5
2841	23-Jul-05	4.1
2841	27-Jul-05	13.9
2841	15-Nov-05	30.8
2841	02-Aug-05	27.5
2842	27-Jul-05	6.5
2842	23-Jul-05	2.5
2844	29-Jul-05	10.1
2844	24-Jul-05	3.3
2845	24-Jul-05	2.8
2846	24-Jul-05	2.9
2847	29-Jul-05	5.8
2847	24-Jul-05	2.1
2849	27-Jul-05	15
2849	24-Jul-05	6.7
2849	02-Aug-05	27.4
2850	24-Jul-05	4.3
2850	03-Aug-05	20.4
2850	28-Jul-05	12.6
2851	24-Jul-05	2.5
2855	28-Jul-05	9.7
2855	03-Aug-05	18.1
2855	25-Jul-05	4.9
2856	28-Jul-05	10.4
2856	03-Aug-05	18.2
2856	25-Jul-05	4.4
2857	25-Jul-05	2.8
2857	29-Jul-05	6.8
2860	29-Jul-05	8
2860	25-Jul-05	2.4
2861	25-Jul-05	1.9
2864	26-Jul-05	3.5
2864	31-Jul-05	16.3
2864	06-Aug-05	24
2865	31-Jul-05	17.8
2865	26-Jul-05	3.3
2865	06-Aug-05	26
2865	17-Nov-05	28.5
2865	04-Aug-06	28.9
2866	15-Nov-05	33
2866	06-Aug-05	28.5
2866	26-Jul-05	2.8
2866	20-Nov-05	30
2866	29-May-06	28.3
2866	31-Jul-05	15.2
2867	26-Jul-05	2.5
2868	26-Jul-05	2.4
2869	26-Jul-05	2
2870	27-Jul-05	4.9
2870	06-Aug-05	27.5
2870	31-Jul-05	14.9
2871	31-Jul-05	11
2871	27-Jul-05	4.4
2871	06-Aug-05	22.8
2872	27-Jul-05	2.5
2874	31-Jul-05	9.9
2874	17-Nov-05	27
2874	06-Aug-05	23.5
2874	27-Jul-05	4
2875	27-Jul-05	2.8
2876	27-Jul-05	1.9
2879	27-Jul-05	2.6
2880	27-Jul-05	2
2881	27-Jul-05	2.4
2883	28-Jul-05	4
2884	28-Jul-05	3.4
2884	01-Aug-05	11.3
2884	07-Aug-05	22.1
2885	01-Aug-05	6.1
2885	07-Aug-05	17.9
2885	28-Jul-05	2.2
2886	28-Jul-05	2.2
2887	28-Jul-05	2.2
2888	28-Jul-05	1.5
2890	01-Aug-05	6.4
2890	28-Jul-05	2.9
2891	01-Aug-05	11.7
2891	07-Aug-05	27
2891	28-Jul-05	3.2
2892	28-Jul-05	1.9
2893	28-Jul-05	2.2
2894	01-Aug-05	11.8
2894	28-Jul-05	3.5
2894	07-Aug-05	24.5
2895	28-Jul-05	2.9
2896	28-Jul-05	2.4
2896	01-Aug-05	6
2898	28-Jul-05	5.7
2898	01-Aug-05	14.6
2899	28-Jul-05	4.4
2899	07-Aug-05	27
2899	01-Aug-05	12.8
2900	28-Jul-05	3.6
2900	01-Aug-05	9.4
2900	07-Aug-05	26
2901	28-Jul-05	2.4
2902	08-Aug-05	25.8
2902	29-Jul-05	5
2902	02-Aug-05	20.4
2903	29-Jul-05	5.1
2903	08-Aug-05	27
2903	02-Aug-05	19.9
2904	12-Aug-06	30.4
2904	17-Nov-05	32
2904	02-Aug-05	18
2904	29-Jul-05	4.8
2904	11-Feb-07	31.6
2904	08-Aug-05	27.8
2905	08-Aug-05	26.8
2905	02-Aug-05	14.4
2905	29-Jul-05	3.5
2906	14-Jun-06	27.3
2906	17-Nov-05	29.8
2906	29-Jul-05	5.1
2906	02-Aug-05	15.9
2906	08-Aug-05	26.4
2907	29-Jul-05	3.2
2907	02-Aug-05	12.6
2907	08-Aug-05	27.3
2910	03-Aug-05	14.9
2910	30-Jul-05	5.4
2910	09-Aug-05	25.8
2911	03-Aug-05	15.4
2911	30-Jul-05	4.5
2911	09-Aug-05	27.3
2912	09-Aug-05	17
2912	03-Aug-05	9.1
2912	30-Jul-05	3.6
2914	30-Jul-05	1.6
2915	30-Jul-05	1.5
2918	31-Jul-05	2.6
2919	31-Jul-05	2.6
2920	31-Jul-05	2.6
2921	31-Jul-05	1.5
2922	31-Jul-05	1.5
2923	05-Aug-05	16.2
2923	11-Aug-05	23.5
2923	31-Jul-05	3.7
2923	15-Nov-05	28.9
2924	14-May-06	27
2924	05-Aug-05	15.1
2924	31-Jul-05	3.7
2924	17-Aug-06	27.9
2924	19-Nov-05	27
2924	20-Nov-05	28.8
2924	11-Aug-05	22.6
2925	31-Jul-05	3.2
2925	11-Aug-05	25.2
2925	05-Aug-05	15.9
2926	15-Nov-05	26.2
2926	11-Aug-05	18.5
2926	05-Aug-05	12.3
2926	31-Jul-05	2
2927	31-Jul-05	3.2
2928	31-Jul-05	3.2
2929	31-Jul-05	1.9
2930	31-Jul-05	1.5
2931	31-Jul-05	3
2932	31-Jul-05	2.4
2935	31-Jul-05	3.7
2935	11-Aug-05	26
2935	05-Aug-05	13.5
2935	17-Nov-05	26.6
2936	31-Jul-05	2.7
2939	17-Nov-05	24.5
2939	31-Jul-05	4
2939	11-Aug-05	22.5
2939	05-Aug-05	16.2
2940	05-Aug-05	16.4
2940	31-Jul-05	3.4
2940	11-Aug-05	24
2943	05-Aug-05	17.4
2943	01-Aug-05	4.8
2943	11-Aug-05	28.3
2944	16-Nov-05	27.9
2944	01-Aug-05	4.2
2944	10-Feb-07	26.9
2944	05-Aug-05	16.8
2944	11-Aug-05	26.5
2945	30-May-06	26.5
2945	01-Aug-05	4.3
2945	05-Aug-05	16
2945	17-Nov-05	26.4
2945	11-Aug-05	26.2
2945	16-Nov-05	29
2946	11-Aug-05	17.6
2946	05-Aug-05	7.4
2946	01-Aug-05	2.4
2947	01-Aug-05	6.3
2947	04-Aug-05	8.2
2948	01-Aug-05	6.2
2948	10-Aug-05	27.6
2948	27-Apr-06	30.4
2948	04-Aug-05	15.4
2949	04-Aug-05	15.2
2949	01-Aug-05	6.3
2949	10-Aug-05	26.1
2951	12-Aug-05	16.2
2951	06-Aug-05	7.8
2951	02-Aug-05	3.4
2958	14-Aug-05	27.5
2958	04-Aug-05	6.1
2958	08-Aug-05	17
2959	08-Aug-05	15.8
2959	14-Aug-05	24
2959	04-Aug-05	5.7
2960	08-Aug-05	9.7
2960	14-Aug-05	23.2
2960	04-Aug-05	4
2961	04-Aug-05	1.6
2962	07-Aug-05	3.9
2962	11-Aug-05	15
2962	17-Aug-05	25.8
2963	07-Aug-05	2.9
2963	17-Aug-05	25.4
2963	11-Aug-05	12.4
2964	15-Nov-05	26.9
2964	07-Aug-05	2.9
2964	11-Aug-05	13.5
2964	17-Aug-05	23.3
2964	16-Nov-05	25.2
2966	07-Aug-05	6.9
2966	14-May-06	30
2966	11-Aug-05	16.1
2966	15-Nov-05	27.9
2966	17-Aug-05	24.2
2967	17-Aug-05	25.8
2967	07-Aug-05	5.9
2967	11-Aug-05	15.7
2968	11-Aug-05	13.1
2968	15-Nov-05	33.2
2968	17-Aug-05	25.2
2968	15-Nov-05	28.2
2968	07-Aug-05	4.8
2968	15-May-06	28.2
2969	09-Aug-05	5.1
2969	13-Aug-05	16.4
2969	16-Nov-05	27
2969	19-Aug-05	23
2970	19-Aug-05	23.9
2970	09-Aug-05	4.5
2970	13-Aug-05	14.9
2971	19-Aug-05	21.6
2971	09-Aug-05	3.6
2971	14-Nov-05	28.6
2971	13-Aug-05	10.6
2971	15-Nov-05	26.9
2972	19-Aug-05	20.2
2972	09-Aug-05	3.2
2972	13-Aug-05	9.7
2973	14-Aug-05	15.9
2973	20-Aug-05	29.5
2973	10-Aug-05	5
2974	10-Aug-05	4.8
2975	10-Aug-05	3.3
2976	10-Aug-05	5
2979	11-Aug-05	4.1
2980	15-Aug-05	11.8
2980	11-Aug-05	4.1
2981	15-Aug-05	11.4
2981	11-Aug-05	2.9
2982	15-Aug-05	7.3
2982	11-Aug-05	2.4
2990	18-Aug-05	8.7
2990	14-Aug-05	6.3
2991	14-Aug-05	5.3
2992	14-Aug-05	2.8
2994	15-Aug-05	3.5
3000	20-Aug-05	18.5
3000	16-Aug-05	7.1
3000	26-Aug-05	24
3001	20-Aug-05	15.4
3001	16-Aug-05	5.7
3001	26-Aug-05	22
3002	26-Aug-05	22.8
3002	20-Aug-05	13
3002	16-Aug-05	5.2
3003	20-Aug-05	11.4
3003	16-Aug-05	2.8
3003	26-Aug-05	20.6
3013	26-Aug-05	25
3013	20-Aug-05	14
3013	16-Aug-05	4.7
3014	26-Aug-05	24.6
3014	16-Aug-05	3
3014	15-Nov-05	30.3
3014	20-Aug-05	14.4
3015	16-Aug-05	2
3019	17-Aug-05	3.2
3020	17-Aug-05	2.1
3025	28-Aug-05	24.5
3025	19-Aug-05	5.8
3025	23-Aug-05	19.1
3026	19-Aug-05	5.1
3026	28-Aug-05	23.5
3026	23-Aug-05	16.9
3027	28-Aug-05	18.3
3027	23-Aug-05	11.6
3027	19-Aug-05	2.8
3029	26-Aug-05	10.3
3029	21-Aug-05	3
3029	30-Aug-05	18.9
3030	21-Aug-05	3
3031	21-Aug-05	2.4
3031	30-Aug-05	15.7
3031	26-Aug-05	9.2
3032	26-Aug-05	8.7
3032	30-Aug-05	13.7
3032	21-Aug-05	2.1
3033	21-Aug-05	3.9
3033	29-Aug-05	16.3
3033	25-Aug-05	10.8
3034	21-Aug-05	3.7
3034	25-Aug-05	11.9
3034	29-Aug-05	15.8
3035	29-Aug-05	11.7
3035	25-Aug-05	9.4
3035	21-Aug-05	3.5
3036	21-Aug-05	2.8
3036	25-Aug-05	6.6
3037	25-Aug-05	4.1
3037	21-Aug-05	2
3038	25-Aug-05	11
3038	29-Aug-05	19.4
3038	21-Aug-05	2.8
3039	25-Aug-05	9
3039	29-Aug-05	18.1
3039	21-Aug-05	2.2
3040	21-Aug-05	2
3040	29-Aug-05	18.8
3040	25-Aug-05	8.9
3041	29-Aug-05	20.9
3041	21-Aug-05	2.3
3041	25-Aug-05	9.5
3042	21-Aug-05	4.3
3042	15-Nov-05	26.3
3042	25-Aug-05	13.4
3042	29-Aug-05	25.3
3043	21-Aug-05	4.2
3044	29-Aug-05	24
3044	21-Aug-05	3.3
3044	25-Aug-05	12.4
3045	21-Aug-05	2.3
3045	29-Aug-05	12.4
3045	25-Aug-05	6.5
3046	21-Aug-05	2.3
3046	29-Aug-05	13.5
3046	25-Aug-05	7
3047	21-Aug-05	3
3047	25-Aug-05	6.8
3048	21-Aug-05	2.1
3050	01-Jun-07	23.6
3050	28-Jun-05	21.9
3050	01-Jul-05	22.4
3050	08-Jun-09	24.2
3050	28-Apr-09	25.9
3050	20-May-08	23.7
3050	20-Nov-05	25.4
3051	28-Jun-05	25
3052	16-Nov-05	27.5
3052	28-Jun-05	26.4
3053	04-Jul-05	23.8
3055	11-Jul-05	25.5
3056	11-Jul-05	24.5
3057	20-Jul-05	25.5
3058	21-Jul-05	26.5
3059	03-Aug-05	28.4
3060	31-May-05	24.2
3061	01-Jun-05	21.5
3062	01-Jun-05	14.1
3063	01-Jun-05	9.4
3064	01-Jun-05	23.1
3066	21-Jul-05	22.5
3067	15-Nov-05	28.2
3067	21-Jul-05	25
3068	21-Jul-05	23.7
3087	22-May-06	12.1
3087	16-May-06	7.4
3087	12-May-06	3
3088	22-May-06	16.8
3088	16-May-06	9.9
3088	12-May-06	3.1
3089	16-May-06	9.2
3089	22-May-06	13.7
3089	12-May-06	2.3
3090	12-May-06	2
3091	13-May-06	4.3
3091	17-May-06	9.7
3092	17-May-06	8.9
3092	23-May-06	13.1
3092	13-May-06	4.1
3093	13-May-06	3.4
3093	17-May-06	6.2
3094	13-May-06	3.1
3094	17-May-06	4.5
3095	13-May-06	3.1
3095	17-May-06	4.3
3096	13-May-06	5.7
3096	17-May-06	10.4
3096	23-May-06	17.3
3097	13-May-06	3.7
3101	14-May-06	2.7
3102	14-May-06	2.4
3103	14-May-06	2.6
3104	14-May-06	1.7
3106	14-May-06	2.4
3107	14-May-06	2.2
3108	14-May-06	2
3110	14-May-06	4.7
3111	14-May-06	3.2
3112	14-May-06	2.4
3113	14-May-06	1.5
3115	18-May-06	8.9
3115	14-May-06	4.4
3116	18-May-06	5
3116	14-May-06	3.7
3117	18-May-06	6.3
3117	14-May-06	3.1
3118	14-May-06	2.2
3119	14-May-06	2.1
3120	20-May-06	4.6
3120	16-May-06	3.7
3121	16-May-06	3.4
3122	20-May-06	4.3
3122	16-May-06	2.8
3123	16-May-06	3
3124	16-May-06	3
3125	16-May-06	2.3
3126	16-May-06	2
3131	17-May-06	2.7
3132	17-May-06	2.8
3133	17-May-06	2.5
3134	17-May-06	2.1
3136	18-May-06	2
3140	18-May-06	4.3
3140	22-May-06	8.2
3141	22-May-06	8.1
3141	18-May-06	3.8
3144	20-May-06	1.5
3145	20-May-06	1.5
3146	20-May-06	1.2
3148	20-May-06	1.8
3149	20-May-06	1.6
3150	20-May-06	1.8
3156	21-May-06	2.3
3157	21-May-06	2.1
3158	21-May-06	2.4
3161	23-May-06	2.4
3162	23-May-06	2.1
3163	23-May-06	2.1
3164	23-May-06	2
3165	27-May-06	4.4
3165	23-May-06	3.6
3166	23-May-06	3.3
3167	23-May-06	2.8
3167	27-May-06	3.1
3170	24-May-06	2.5
3171	24-May-06	2.4
3172	24-May-06	2.2
3174	24-May-06	3.5
3175	24-May-06	3
3176	24-May-06	2.1
3177	25-May-06	2
3178	25-May-06	2
3179	25-May-06	2.2
3180	25-May-06	1.8
3200	13-Jun-06	23.6
3200	07-Jun-06	13.2
3200	03-Jun-06	3.6
3201	03-Jun-06	3.2
3201	07-Jun-06	12
3201	13-Jun-06	21.8
3202	07-Jun-06	12.3
3202	13-Jun-06	22.7
3202	03-Jun-06	3.4
3204	10-Jun-06	9.7
3204	06-Jun-06	3.5
3204	16-Jun-06	23.1
3208	06-Jun-06	2.6
3209	06-Jun-06	2.6
3211	07-Jun-06	3.7
3211	11-Jun-06	11.5
3212	07-Jun-06	2.6
3213	11-Jun-06	10.2
3213	17-Jun-06	17.7
3213	07-Jun-06	2.3
3218	08-Jun-06	3.6
3218	12-Jun-06	10.6
3219	08-Jun-06	3.2
3219	12-Jun-06	11.6
3220	08-Jun-06	2.3
3221	08-Jun-06	2.2
3222	08-Jun-06	3.7
3223	08-Jun-06	3.1
3224	18-Jun-06	19.3
3224	12-Jun-06	12.3
3224	08-Jun-06	4.3
3225	08-Jun-06	2
3230	10-Jun-06	2.2
3231	10-Jun-06	2.6
3232	10-Jun-06	1.9
3233	10-Jun-06	2.2
3240	13-Jun-06	4.4
3240	23-Jun-06	25.2
3240	17-Jun-06	13
3241	13-Jun-06	4.1
3241	17-Jun-06	13.8
3241	23-Jun-06	24
3245	14-Jun-06	4.5
3246	24-Jun-06	14.6
3246	17-Jun-06	6.6
3246	14-Jun-06	4.4
3247	14-Jun-06	2.5
3249	15-Jun-06	3.4
3249	19-Jun-06	9.2
3250	15-Jun-06	3.5
3251	15-Jun-06	2
3252	15-Jun-06	3.4
3257	16-Jun-06	4.2
3258	20-Jun-06	12.4
3258	16-Jun-06	3.9
3258	26-Jun-06	22
3259	16-Jun-06	2.4
3259	20-Jun-06	4
3261	20-Jun-06	7.7
3261	26-Jun-06	11.2
3261	16-Jun-06	4.2
3262	16-Jun-06	3.4
3263	16-Jun-06	3.3
3264	16-Jun-06	2.4
3265	17-Jun-06	2.4
3265	21-Jun-06	6.5
3266	17-Jun-06	2.6
3266	21-Jun-06	6.9
3267	17-Jun-06	1.8
3267	21-Jun-06	7.7
3272	19-Jun-06	6.6
3272	23-Jun-06	18.4
3272	29-Jun-06	23.1
3273	19-Jun-06	4.3
3273	23-Jun-06	12.6
3273	29-Jun-06	23.5
3275	29-Jun-06	24.1
3275	23-Jun-06	17.6
3275	19-Jun-06	3.2
3276	19-Jun-06	4.4
3276	29-Jun-06	23.9
3276	09-Feb-07	29
3276	23-Jun-06	13.2
3276	05-Jul-08	27.9
3277	29-Jun-06	24
3277	19-Jun-06	3.8
3277	23-Jun-06	10.3
3278	29-Jun-06	21.8
3278	23-Jun-06	13.5
3278	13-Oct-06	28.6
3278	19-Jun-06	3.7
3279	23-Jun-06	9
3279	29-Jun-06	23
3279	19-Jun-06	2.3
3280	15-Jun-06	22.6
3281	15-Jun-06	24.5
3283	24-Jun-06	14.9
3283	20-Jun-06	5
3283	30-Jun-06	22.6
3284	24-Jun-06	16.3
3284	20-Jun-06	4.9
3284	30-Jun-06	24.6
3285	09-May-08	27.7
3285	19-Jan-10	27.1
3285	24-Jun-06	14.1
3285	01-May-09	28.7
3285	30-Jun-06	25.2
3285	20-Jun-06	3.7
3286	30-Jun-06	27
3286	06-Feb-07	28.8
3286	20-Jun-06	5.8
3286	26-Oct-06	30.5
3286	24-Jun-06	18.4
3287	20-Jun-06	4.3
3288	11-Oct-06	29.2
3288	24-Jun-06	13.3
3288	09-Feb-07	29.5
3288	20-Jun-06	3.7
3288	30-Jun-06	25
3295	21-Jun-06	4.7
3296	01-Jul-06	22.4
3296	25-Jun-06	12.4
3296	21-Jun-06	3.8
3297	21-Jun-06	3.7
3297	01-Jul-06	22
3297	25-Jun-06	10.2
3298	21-Jun-06	3.2
3298	25-Jun-06	11.4
3299	25-Jun-06	7
3299	21-Jun-06	2.1
3299	01-Jul-06	14
3300	01-Jul-06	25.2
3300	25-Jun-06	16.8
3300	21-Jun-06	5.9
3301	10-Feb-07	27.3
3301	25-Jun-06	16.4
3301	01-Jul-06	23.5
3301	21-Jun-06	5.3
3302	23-May-09	28.3
3302	03-Jun-10	28.4
3302	25-Jun-06	16.3
3302	10-May-08	27.4
3302	22-Jan-10	29.1
3302	10-Feb-09	27.7
3302	22-Jun-10	30.6
3302	17-Nov-11	28.4
3302	03-May-10	26.7
3302	21-Jun-06	5
3302	01-Jul-06	25.4
3302	07-Jul-08	28.3
3303	21-Jun-06	3.3
3304	07-Feb-07	30.2
3304	02-Jul-06	28.5
3304	22-Jun-06	4.1
3304	26-Jun-06	13.6
3305	27-Jun-06	7.1
3305	22-Jun-06	2.7
3305	03-Jul-06	16.3
3308	22-Jun-06	3.7
3309	22-Jun-06	3.4
3310	02-Jul-06	24.4
3310	22-Jun-06	3.5
3310	26-Jun-06	10.4
3310	13-Oct-06	29.8
3311	22-Jun-06	3.5
3311	02-Jul-06	25.7
3311	26-Oct-06	28.8
3311	26-Jun-06	12.2
3312	23-Oct-06	27.3
3312	22-Jun-06	2.4
3312	26-Jun-06	9.1
3312	02-Jul-06	23.8
3313	26-Jun-06	8.9
3313	22-Jun-06	3.5
3314	22-Jun-06	2.4
3315	22-Jun-06	2.2
3318	02-Jul-06	26.8
3318	26-Jun-06	10.4
3318	23-Jun-06	5.1
3319	23-Jun-06	5.3
3320	23-Jun-06	4.2
3320	03-Jul-06	26.5
3320	27-Jun-06	11.6
3321	09-Feb-07	27.8
3321	03-Jul-06	25
3321	23-Jun-06	3.5
3321	27-Jun-06	10.6
3334	04-Jul-06	19.9
3334	24-Jun-06	3.8
3334	28-Jun-06	8.2
3335	04-Jul-06	17.9
3335	24-Jun-06	3.6
3335	28-Jun-06	6.2
3336	28-Jun-06	6.5
3336	24-Jun-06	3.9
3336	04-Jul-06	17.7
3337	24-Jun-06	2.1
3337	04-Jul-06	18.8
3337	28-Jun-06	6.2
3338	24-Jun-06	5.5
3338	04-Jul-06	29.3
3338	28-Jun-06	14.4
3339	24-Jun-06	6.2
3339	04-Jul-06	27.9
3339	28-Jun-06	16.6
3340	04-Jul-06	26.6
3340	04-Dec-07	29.3
3340	24-Jun-06	5.6
3340	09-Feb-07	31
3340	28-Jun-06	15.1
3341	13-Aug-07	28.1
3341	24-Jun-06	2.3
3341	04-Jul-06	21.5
3341	01-Dec-07	26.5
3341	28-Jun-06	11.5
3342	24-Jun-06	3.5
3342	04-Jul-06	22.1
3342	28-Jun-06	12.5
3343	04-Jul-06	22.6
3343	28-Jun-06	11.1
3343	24-Jun-06	2.1
3346	24-Jun-06	4
3346	04-Jul-06	25.1
3346	28-Jun-06	11.5
3347	28-Jun-06	9.8
3347	24-Jun-06	3.7
3347	04-Jul-06	22.2
3348	28-Jun-06	11.4
3348	24-Jun-06	3.3
3348	04-Jul-06	23.6
3349	24-Jun-06	2.8
3350	10-Feb-07	27.5
3350	25-Jun-06	3.7
3350	16-May-07	28.2
3350	05-Jul-06	23.8
3350	09-Oct-06	28.9
3350	29-Jun-06	13.2
3351	25-Jun-06	3.5
3351	18-Jun-07	25
3351	29-Jun-06	15.1
3351	05-Jul-06	24.5
3354	29-Jun-06	15.8
3354	25-Jun-06	4.5
3355	29-Jun-06	10.4
3355	25-Jun-06	3
3355	05-Jul-06	20.7
3359	17-May-09	26.6
3359	03-Jul-06	21.7
3359	05-Jul-08	26.8
3359	17-Nov-11	26.8
3359	20-Jan-10	25.8
3359	23-Jan-10	25
3359	27-Jun-06	10
3359	01-Dec-07	25.1
3360	03-Jul-06	20.8
3360	27-Jun-06	9
3361	03-Jul-06	14.4
3361	27-Jun-06	5.7
3362	01-Jul-06	22.5
3362	10-Feb-07	28.3
3362	25-Jun-06	18.7
3363	01-Jul-06	19.9
3363	25-Jun-06	14.8
3364	01-Jul-06	14.4
3364	25-Jun-06	11.2
3370	09-Jul-06	24.9
3370	12-Feb-09	26.5
3370	07-Feb-07	27
3370	03-Jul-06	15.5
3370	01-Feb-11	28.3
3370	28-Apr-10	27.5
3370	29-Jun-06	5.5
3371	29-Jun-06	4.4
3371	04-Jul-06	12.8
3372	29-Jun-06	4.9
3372	09-Jul-06	27.5
3372	03-Jul-06	15.7
3373	29-Jun-06	2.4
3375	03-Jul-06	10.6
3375	30-Jun-06	5.1
3375	10-Jul-06	20.3
3376	30-Jun-06	3
3379	02-Jul-06	3.5
3380	02-Jul-06	3.7
3381	02-Jul-06	3.3
3382	02-Jul-06	2.4
3383	02-Jul-06	2.2
3384	03-Jul-06	3.4
3385	03-Jul-06	3.1
3386	03-Jul-06	2.1
3389	03-Jul-06	3.5
3390	03-Jul-06	3
3391	03-Jul-06	2.6
3392	03-Jul-06	2
3393	03-Jul-06	1.6
3394	06-Feb-07	27.5
3394	04-Jul-06	6.1
3394	14-Jul-06	26.8
3394	08-Jul-06	14.4
3395	07-Feb-07	28.3
3395	11-Jun-09	27.8
3395	14-Jul-06	26.4
3395	04-Jul-06	5.1
3395	20-Jun-10	29.7
3395	08-Jul-06	13.9
3395	07-Jun-09	27.5
3396	04-Jul-06	4.5
3397	04-Jul-06	2.7
3398	04-Jul-06	2.2
3399	13-Jul-06	12.4
3399	19-Jul-06	27.4
3399	09-Jul-06	3.9
3400	09-Jul-06	3.5
3401	13-Jul-06	5.4
3401	09-Jul-06	2.1
3401	19-Jul-06	18.5
3404	19-Jul-06	23.3
3404	09-Jul-06	4.7
3404	06-Feb-07	24.2
3404	13-Jul-06	14.3
3405	13-Jul-06	10.2
3405	19-Jul-06	24.3
3405	09-Jul-06	3.9
3406	19-Jul-06	26.4
3406	09-Jul-06	2.9
3406	13-Jul-06	9.3
3407	09-Jul-06	2.7
3410	11-Jul-06	2
3411	11-Jul-06	1.9
3412	11-Jul-06	1.7
3413	11-Jul-06	1.5
3414	11-Jul-06	1.8
3415	15-Jul-06	11.7
3415	07-Feb-07	29.4
3415	21-Jul-06	25.7
3415	11-Jul-06	4.3
3416	11-Jul-06	3.7
3417	15-Jul-06	8.3
3417	21-Jul-06	24.4
3417	11-Jul-06	3.4
3418	15-Jul-06	7.9
3418	21-Jul-06	23.3
3418	11-Jul-06	2.9
3419	11-Jul-06	2.9
3420	21-Jul-06	24
3420	11-Jul-06	4.3
3420	15-Jul-06	11.8
3421	21-Jul-06	23.8
3421	27-Oct-06	28.6
3421	15-Jul-06	12.4
3421	11-Jul-06	4.3
3422	15-Jul-06	9.2
3422	21-Jul-06	21.5
3422	11-Jul-06	3.3
3423	17-Jul-06	15.1
3423	23-Jul-06	24.9
3423	13-Jul-06	4.8
3424	17-Jul-06	7.9
3424	23-Jul-06	22.6
3424	13-Jul-06	4.2
3425	23-Jul-06	23.8
3425	07-Feb-07	28.5
3425	13-Jul-06	3.7
3425	17-Jul-06	10.2
3426	13-Jul-06	2.2
3427	01-Aug-06	21
3427	08-Feb-07	26.2
3427	16-May-07	25.6
3428	11-Jul-06	24.1
3429	11-Jul-06	23
3429	11-Feb-07	25.1
3430	17-May-07	28.3
3430	13-Jul-06	25.4
3430	04-Dec-07	28.5
3431	18-Jul-06	13.3
3431	24-Jul-06	26.5
3431	14-Jul-06	4.7
3431	06-Feb-07	26.3
3432	18-Jul-06	10.8
3432	24-Jul-06	24.5
3432	14-Jul-06	3.7
3433	14-Jul-06	3.4
3434	14-Jul-06	2
3436	15-Jul-06	3.2
3436	25-Jul-06	25.2
3436	19-Jul-06	13.4
3437	19-Jul-06	10.7
3437	15-Jul-06	2.8
3437	25-Jul-06	24
3441	17-Jul-06	4
3441	21-Jul-06	11.2
3441	27-Jul-06	23.6
3442	26-May-09	25.1
3442	03-Jun-09	26.2
3442	08-Feb-07	28.5
3442	27-Jul-06	21.7
3442	17-Jul-06	3.3
3442	21-Jul-06	11
3442	07-Jul-08	26.7
3442	17-May-07	25.8
3443	21-Jul-06	9.1
3443	27-Jul-06	22.8
3443	17-Jul-06	2.9
3445	09-Feb-07	28.6
