BirdID	CaptureDate	Mass
5348	26-Jun-11	18.8
5348	14-Jun-11	2.6
5349	22-Jun-11	24.8
5349	14-Jun-11	4.8
5349	24-Jun-11	26
5349	17-Jun-11	13.8
5350	22-Jun-11	22.8
5350	14-Jun-11	4.5
5350	17-Jun-11	11.8
5350	24-Jun-11	23.6
5351	17-Jun-11	11.1
5351	20-Nov-11	27.7
5351	14-Jun-11	4.3
5351	22-Jun-11	26.2
5351	24-Jun-11	26.5
5351	03-Aug-11	31.9
5352	24-Jun-11	25.4
5352	14-Jun-11	3.4
5352	22-Jun-11	25.4
5352	17-Jun-11	10.6
5353	24-Jun-11	22.3
5353	17-Jun-11	6.7
5353	14-Jun-11	2
5353	22-Jun-11	20.4
5354	19-Oct-11	31.7
5354	14-Jun-11	3.8
5354	17-Jun-11	10.1
5354	21-Jul-11	31
5354	24-Jun-11	25.6
5354	22-Jun-11	24.4
5355	22-Jun-11	21.2
5355	14-Jun-11	3.8
5355	17-Jun-11	9.4
5355	24-Jun-11	23.7
5355	09-Aug-11	31.9
5355	08-Feb-12	26.6
5356	15-Nov-11	28.1
5356	22-Jun-11	21.8
5356	21-Oct-11	27.8
5356	27-Jul-11	26.2
5356	17-Jun-11	10.8
5356	14-Jun-11	3.6
5356	24-Jun-11	23.2
5357	22-Jun-11	24.2
5357	14-Jun-11	3.8
5357	28-Jun-11	19.2
5357	24-Jun-11	24.2
5357	17-Jun-11	11.2
5358	26-Jun-11	20.9
5358	14-Jun-11	2
5358	17-Jun-11	7.7
5358	24-Jun-11	19.5
5358	22-Jun-11	17
5359	24-May-12	28.3
5359	17-Jun-11	11.8
5359	18-Aug-13	30.3
5359	14-Jun-11	3.8
5359	22-Jan-13	26.2
5359	19-Oct-11	29.8
5359	24-Jun-11	22.5
5359	22-Jun-11	21.8
5359	14-Nov-13	29
5360	24-Jun-11	25.8
5360	23-Jul-11	27.4
5360	17-Jun-11	11.2
5360	22-Jun-11	23.5
5360	25-Oct-11	27.5
5360	22-Aug-11	29.7
5360	14-Jun-11	4
5361	17-Jun-11	5.9
5361	14-Jun-11	2.2
5361	23-Jun-11	6.4
5361	22-Jun-11	7.5
5362	26-Jun-11	18.7
5362	17-Jun-11	9
5362	22-Jun-11	14.6
5362	14-Jun-11	6
5362	24-Jun-11	16
5363	14-Jun-11	5.8
5363	17-Jun-11	11.4
5363	24-Jun-11	22.5
5363	22-Jun-11	21.4
5364	14-Jun-11	4.4
5365	22-Jun-11	10
5365	24-Jun-11	8.2
5365	17-Jun-11	7
5365	14-Jun-11	3.1
5366	19-Jun-11	11.4
5366	15-Jun-11	4.2
5366	27-Jun-11	21.4
5366	25-Jun-11	19.5
5366	23-Jun-11	17.4
5367	19-Jun-11	16.9
5367	25-Jun-11	23.3
5367	15-Jun-11	5
5367	23-Jun-11	22.6
5368	10-Aug-11	24.1
5368	27-Jun-11	21.6
5368	25-Jun-11	21.2
5368	19-Jun-11	12.3
5368	15-Jun-11	3.1
5368	23-Jun-11	18.7
5368	29-Jul-11	25.9
5369	15-Jun-11	4.9
5369	25-Jun-11	22.8
5369	19-Jun-11	16.5
5369	23-Jun-11	22.8
5370	19-Jun-11	13.5
5370	15-Jun-11	4.8
5370	23-Jun-11	15.1
5370	25-Jun-11	16
5371	15-Jun-11	5.5
5371	19-Jun-11	16.3
5371	25-Jun-11	24.1
5371	23-Jun-11	21.8
5372	28-Sep-11	26.5
5372	25-Jun-11	22
5372	19-Jun-11	13.9
5372	15-Jun-11	4.7
5372	23-Jun-11	20.2
5373	23-Jun-11	9.3
5373	25-Jun-11	8.7
5373	19-Jun-11	8
5373	15-Jun-11	2.1
5374	19-Jun-11	9.9
5374	23-Jun-11	19.1
5374	25-Jun-11	20.9
5374	15-Jun-11	2.2
5374	19-Oct-11	29.3
5375	19-Jun-11	14.8
5375	25-Jun-11	22.5
5375	23-Jun-11	22.6
5375	15-Jun-11	4.1
5376	15-Jun-11	4
5376	19-Oct-11	28.3
5376	12-Oct-11	28.4
5376	23-Jun-11	21.9
5376	25-Jun-11	22.4
5376	19-Jun-11	14
5377	19-Jun-11	13.6
5377	15-Jun-11	3.8
5377	25-Jun-11	22.1
5377	23-Jun-11	21.6
5378	18-Jun-11	11.3
5378	25-Jun-11	25.3
5378	23-Jun-11	22.6
5378	15-Jun-11	4.7
5379	15-Jun-11	4.2
5379	25-Jun-11	25.6
5379	18-Jun-11	11.2
5379	23-Jun-11	22.9
5380	23-Jun-11	23
5380	15-Jun-11	4.6
5380	18-Jun-11	10
5380	25-Jun-11	25.4
5380	20-Oct-11	29.9
5380	21-Jul-11	31.7
5381	15-Jun-11	3.1
5381	18-Jun-11	5.4
5382	18-Jun-11	2.3
5382	15-Jun-11	2.3
5384	25-Jun-11	25.3
5384	23-Jun-11	24.5
5384	15-Jun-11	6.4
5384	18-Jun-11	13
5385	18-Jun-11	13.3
5385	25-Jun-11	24.8
5385	15-Jun-11	6.4
5385	23-Jun-11	24.6
5386	18-Jun-11	11.1
5386	15-Jun-11	5.5
5386	25-Jun-11	24.8
5386	23-Jun-11	23.3
5387	15-Jun-11	6.6
5387	25-Jun-11	25.7
5387	18-Jun-11	14
5387	23-Jun-11	25
5388	15-Jun-11	2.5
5389	18-Jun-11	11.4
5389	15-Jun-11	4.9
5389	23-Jun-11	24.3
5389	26-Jun-11	26.6
5390	18-Jun-11	4.5
5390	15-Jun-11	3
5391	26-Jun-11	27.7
5391	23-Jun-11	25.4
5391	15-Jun-11	5
5391	18-Jun-11	12.3
5392	23-Jun-11	25
5392	18-Jun-11	11.7
5392	15-Jun-11	4.8
5393	29-Nov-12	27.4
5393	07-Feb-12	25.9
5393	19-Jun-11	12.5
5393	16-Jun-11	5
5393	26-Jun-11	22.5
5393	24-Jun-11	22.5
5393	21-Jul-11	27.2
5393	22-Oct-11	29.6
5393	20-May-12	26.8
5393	22-Jan-13	26.6
5393	08-Feb-12	27.4
5393	16-May-12	25.8
5394	19-Jun-11	12.2
5394	05-Aug-11	27.6
5394	21-Jul-11	26.5
5394	24-Jun-11	21.5
5394	16-Jun-11	4.1
5394	26-Jun-11	22.9
5395	16-Jun-11	2.5
5396	05-Aug-11	28
5396	16-Jun-11	4.3
5396	26-Jun-11	22.6
5396	24-Jun-11	21.2
5396	19-Jun-11	11.1
5397	16-Jun-11	4.2
5397	24-Jun-11	22.2
5397	19-Jun-11	12
5397	26-Jun-11	23.3
5397	05-Aug-11	27.6
5398	24-Jun-11	24.8
5398	19-Jun-11	15
5398	26-Jun-11	24.5
5398	16-Jun-11	6.1
5399	23-Jun-11	27
5399	16-Jun-11	8.4
5399	18-Jun-11	14.5
5399	29-Jul-11	29.1
5399	26-Jun-11	27.3
5400	26-Jun-11	24.7
5400	29-Jul-11	27.1
5400	23-Jun-11	24.6
5400	16-Jun-11	8
5400	18-Jun-11	13.6
5404	25-Jun-11	20.3
5404	21-Jun-11	18.5
5404	16-Jun-11	7.8
5404	23-Jun-11	21.6
5406	23-Jun-11	14.6
5406	28-Jun-11	13.2
5406	21-Jun-11	11.2
5406	25-Jun-11	14.3
5406	16-Jun-11	5.5
5407	17-Jun-11	3.4
5407	08-Feb-12	24.7
5407	20-Jun-11	10
5407	07-Jun-13	25.2
5407	25-Jun-11	19.8
5407	27-Jun-11	22.9
5407	26-Jul-13	23.8
5407	07-Dec-14	25.2
5408	27-Jun-11	23.1
5408	20-Jun-11	9.3
5408	25-Jan-13	27.3
5408	25-Jun-11	20.3
5408	15-Jul-12	27.2
5408	17-Jun-11	3.3
5409	20-Jun-11	9.5
5409	25-Jun-11	19.1
5409	27-Jun-11	21.7
5409	17-Jun-11	3.1
5410	17-Jul-12	27.3
5410	01-Jun-14	29.5
5410	03-Aug-11	29.7
5410	22-Jan-13	27.7
5410	20-Jun-11	13.3
5410	17-Jun-11	4.7
5410	27-Jun-13	27.9
5410	26-Jun-11	24.8
5410	25-Jun-11	24.3
5410	14-Oct-11	31.8
5410	10-Aug-14	31.3
5411	25-Jun-11	25.6
5411	17-Jun-11	4.3
5411	20-Jun-11	13.6
5411	26-Jun-11	26
5412	26-Jun-11	24.3
5412	25-Jun-11	23.7
5412	17-Jun-11	5.7
5412	20-Jun-11	13.4
5415	21-Jun-11	8
5415	18-Jun-11	4
5416	21-Jun-11	14.5
5416	26-Jun-11	25.7
5416	27-Jul-11	28.3
5416	18-Jun-11	5.3
5417	18-Jun-11	4
5417	21-Jul-11	30
5417	21-Jun-11	12
5417	26-Jun-11	24.3
5417	19-Aug-11	25.6
5418	18-Jun-11	5.3
5418	26-Jun-11	26.8
5418	21-Jun-11	14
5419	18-Jun-11	5.4
5419	26-Jun-11	24.4
5419	21-Jun-11	13.9
5422	19-Jun-11	11.3
5422	25-Jun-11	22.9
5422	23-Jun-11	20.6
5423	23-Jun-11	23.4
5423	19-Jun-11	16.3
5423	25-Jun-11	21.3
5424	25-Jun-11	22.7
5424	23-Jun-11	22.4
5424	16-Nov-11	26.4
5424	30-Apr-12	25.2
5424	19-Jun-11	13.4
5424	27-Jul-14	25.9
5424	28-May-15	26.1
5424	10-Aug-14	26.2
5426	29-Aug-11	30.4
5426	27-Jun-11	20.2
5426	19-Jun-11	4
5426	22-Jun-11	10
5426	29-Jul-11	26.4
5426	29-Jun-11	22.6
5427	27-Jun-11	14.6
5427	19-Jun-11	5
5427	22-Jun-11	11.3
5428	08-Feb-12	24.6
5428	19-Jun-11	5.6
5428	18-Nov-11	26.7
5428	22-Jun-11	12.6
5428	29-Jun-11	24.6
5428	09-Jul-12	25.7
5428	27-Jun-11	22.7
5429	27-Jun-11	12.4
5429	22-Jun-11	5.1
5429	19-Jun-11	2.4
5429	01-Jul-11	20.1
5429	03-Jul-11	22
5429	29-Jun-11	16.7
5431	27-Jul-11	25.4
5431	23-Jun-11	12.1
5431	20-Jun-11	4.6
5431	29-Jun-11	24.1
5432	25-Oct-11	32.2
5432	09-Aug-11	30.6
5432	23-Jun-11	12.4
5432	20-Jun-11	4
5432	16-Oct-11	29.6
5432	29-Jun-11	24.7
5434	03-Aug-11	30.8
5434	28-Jun-11	19.1
5434	21-Jun-11	7.3
5434	26-Jun-11	15.3
5437	21-Jun-11	3.2
5437	01-Jul-11	24.2
5437	06-Feb-12	26.1
5437	20-May-12	25.8
5437	26-Apr-12	26.5
5437	29-Jun-11	25
5437	24-Jun-11	12.9
5438	01-Jul-11	22.2
5438	13-Mar-14	25.8
5438	14-Mar-14	25.5
5438	24-Nov-12	27.6
5438	22-Jan-13	27.3
5438	24-Jun-11	13.2
5438	21-Jun-11	4.1
5438	29-Jun-11	22.6
5438	16-Nov-11	26.2
5438	19-Oct-11	28.4
5439	01-Jul-11	21.1
5439	29-Jun-11	22
5439	02-Aug-11	29.3
5439	21-Jun-11	4.4
5439	24-Jun-11	11.7
5439	16-Nov-11	26.5
5440	25-Oct-11	26.2
5440	29-Jun-11	20.3
5440	21-Jun-11	2.8
5440	20-Nov-11	28.5
5440	01-Jul-11	19.8
5440	02-Aug-11	28.8
5440	24-Jun-11	9.3
5441	02-Jul-11	19.5
5441	14-Oct-11	28.1
5441	26-Jun-11	11.1
5441	30-Jun-11	16.5
5441	22-Jun-11	3.2
5442	30-Jun-11	19
5442	26-Jun-11	11
5442	02-Jul-11	19.3
5442	22-Jun-11	3.1
5442	14-Oct-11	28.6
5442	29-Jul-11	27.1
5442	28-Oct-11	24.9
5443	26-Jun-11	10.3
5443	22-Jun-11	3.2
5443	30-Jun-11	17.8
5443	02-Aug-11	27.5
5443	02-Jul-11	21.4
5446	26-Jun-11	14.3
5446	23-Jun-11	5.5
5446	01-Jul-11	23.9
5447	23-Jun-11	6.2
5447	26-Jun-11	17.7
5447	03-Jul-11	28.9
5447	01-Jul-11	28.7
5448	18-Nov-11	31.5
5448	23-Jun-11	6.7
5448	26-Jun-11	16.2
5448	03-Jul-11	28.3
5448	01-Jul-11	26.6
5449	13-Oct-11	32.9
5449	01-Jul-11	24
5449	05-Jul-12	27.9
5449	23-Jun-11	4.5
5449	26-Jun-11	10.1
5449	25-Jan-13	29.5
5449	03-Jul-11	25.6
5449	01-Jul-14	28.9
5451	28-Jun-11	19
5454	09-Jun-11	12.2
5455	09-Jun-11	23.8
5459	26-Jun-11	21.1
5460	26-Jun-11	18.1
5461	23-Jan-13	25.8
5461	08-Feb-12	24.8
5461	26-Jun-11	22.1
5461	27-Nov-12	28.6
5461	26-Apr-12	27.4
5461	29-Jul-11	29
5461	22-Jun-14	28.7
5461	05-Dec-14	28.4
5462	28-Jun-11	5.1
5463	28-Jun-11	4.2
5464	08-Jul-11	25.2
5464	09-Jul-11	26.9
5464	03-Jul-11	11.9
5464	30-Jun-11	3.5
5465	08-Jul-11	26.2
5465	14-Oct-11	29.6
5465	10-Aug-11	26.8
5465	09-Jul-11	25.3
5465	30-Jun-11	4.4
5465	03-Jul-11	14
5466	10-Jul-11	26.5
5466	24-May-12	30.6
5466	12-Mar-14	30.2
5466	27-Jun-13	30.1
5466	08-Jul-11	24.5
5466	16-Mar-14	30.6
5466	22-Jan-13	30.1
5466	29-Jul-11	29.9
5466	03-Jul-11	12.1
5466	26-Apr-12	30.2
5466	20-Nov-11	29.4
5466	25-Oct-11	32.5
5466	30-Jun-11	4
5466	12-Nov-13	29.2
5466	08-Feb-12	29.1
5466	29-Aug-11	33.1
5466	09-Feb-12	29.8
5466	22-Jun-14	30.5
5466	19-Feb-15	31.9
5466	10-May-16	30.2
5466	06-Dec-14	30
5467	30-Jun-11	4.9
5467	03-Jul-11	14.5
5467	08-Jul-11	24.7
5467	05-Aug-11	29.8
5468	29-Jul-11	28
5468	09-Feb-12	27.2
5468	15-Nov-11	28.2
5468	16-Nov-11	27.8
5468	03-Jul-11	13.3
5468	07-Feb-12	26.2
5468	26-Apr-12	26.5
5468	10-Jul-11	23.4
5468	30-Jun-11	5.2
5468	14-Oct-11	28.8
5468	08-Jul-11	24.7
5469	10-Jul-11	22.5
5469	08-Jul-11	22.2
5469	03-Aug-11	25.5
5469	30-Jun-11	3.9
5469	03-Jul-11	12.5
5470	10-Jul-11	22.4
5470	08-Jul-11	18.8
5470	03-Aug-11	26.4
5470	03-Jul-11	7.7
5470	01-Jul-11	3.6
5471	25-Jul-11	20.7
5471	20-Jul-11	11.5
5471	18-Jul-11	6.3
5471	10-Aug-11	22
5471	17-Jul-11	3.3
5471	28-Jul-11	24.2
5472	09-Jul-11	22.7
5472	11-Jul-11	22.9
5472	01-Jul-11	4.5
5472	04-Jul-11	10.9
5473	09-Jul-11	18.8
5473	11-Jul-11	21.9
5473	01-Jul-11	4.6
5473	02-Aug-11	28.7
5473	29-Jul-11	26.8
5473	19-Nov-11	27
5473	04-Jul-11	10.4
5473	21-Jul-11	23.6
5474	01-Jul-11	4.8
5474	04-Jul-11	10
5474	09-Jul-11	14.4
5475	13-Jul-11	21.2
5475	02-Aug-11	27.5
5475	09-Jul-11	14.4
5475	04-Jul-11	9
5475	01-Jul-11	4.5
5475	11-Jul-11	16.6
5476	04-Jul-11	8.5
5476	11-Jul-11	20.9
5476	09-Jul-11	19.7
5476	29-Jul-11	27.4
5476	01-Jul-11	2.8
5476	03-Aug-11	26.2
5477	05-Jul-11	15.6
5477	29-Jul-11	28.6
5477	10-Jul-11	26.1
5477	11-Jul-11	25.8
5477	02-Jul-11	6
5478	02-Jul-11	6.5
5478	05-Jul-11	12.9
5479	02-Aug-11	28.5
5479	02-Jul-11	7.3
5479	05-Jul-11	15.6
5479	11-Jul-11	24.7
5479	10-Jul-11	25.2
5480	06-Jul-11	12.9
5480	11-Jul-11	22.4
5480	19-Oct-11	30.6
5480	13-Jul-11	26.4
5480	03-Jul-11	4.6
5480	14-Jul-11	25.5
5480	29-Jul-11	30.3
5481	20-Jul-11	12.6
5481	18-Jul-11	6.7
5481	28-Jul-11	28.3
5481	21-Aug-11	27.7
5481	25-Jul-11	25.7
5481	17-Jul-11	4.1
5482	13-Jul-11	26
5482	06-Jul-11	10.9
5482	14-Jul-11	25.6
5482	11-Jul-11	21.3
5482	03-Jul-11	3.3
5483	06-Jul-11	10.6
5483	11-Jul-11	25.5
5483	29-Jul-11	28.2
5483	13-Jul-11	26.4
5483	03-Jul-11	3.7
5483	02-Aug-11	29.6
5484	13-Jul-11	23.6
5484	29-Jul-11	24.9
5484	11-Jul-11	23.6
5484	06-Jul-11	10.5
5484	03-Jul-11	3.7
5485	11-Jul-11	17.7
5485	03-Jul-11	2.3
5485	02-Aug-11	26.5
5485	06-Jul-11	7.3
5485	14-Jul-11	21.7
5485	13-Jul-11	21.7
5488	07-Jul-11	9.3
5488	04-Jul-11	4.8
5488	14-Jul-11	25.4
5488	12-Jul-11	23.2
5489	15-May-12	28.6
5489	07-Jul-11	12.8
5489	12-Jul-11	25
5489	05-Aug-11	30.3
5489	22-Oct-11	29.9
5489	14-Nov-11	29.6
5489	23-Aug-11	30.9
5489	14-Jul-11	27.1
5489	25-Jan-13	29.6
5489	04-Jul-11	5.4
5490	12-Jul-11	22.5
5490	04-Jul-11	3.6
5490	14-Jul-11	25
5490	07-Jul-11	10.6
5491	04-Jul-11	2.8
5491	07-Jul-11	5.1
5492	04-Jul-11	4.3
5492	14-Jul-11	27.9
5492	07-Jul-11	10.8
5492	12-Jul-11	25.1
5492	02-Aug-11	29.6
5493	04-Jul-11	4.8
5493	07-Jul-11	11.8
5493	14-Jul-11	25.7
5493	05-Aug-11	27.4
5493	12-Jul-11	23.6
5494	04-Jul-11	2
5495	07-Jul-11	3.8
5495	04-Jul-11	2
5499	16-Jul-11	21.5
5499	06-Jul-11	4.3
5499	14-Jul-11	16.9
5499	18-Jul-11	21.6
5499	19-Jul-11	21.5
5499	09-Jul-11	8.3
5500	06-Jul-11	3.7
5500	19-Jul-11	21.1
5500	18-Jul-11	22.5
5500	16-Jul-11	23.2
5500	15-Nov-11	26.2
5500	14-Jul-11	22.4
5500	09-Jul-11	9.2
5501	16-Nov-11	30.5
5501	14-Jul-11	25.4
5501	09-Jul-11	9.8
5501	08-Feb-12	28
5501	09-Feb-12	25.8
5501	06-Jul-11	2.7
5501	16-Jul-11	27.1
5502	06-Jul-11	2.1
5503	16-Jul-11	25.1
5503	06-Jul-11	3.5
5503	14-Jul-11	23.8
5503	09-Jul-11	10.9
5504	14-Jul-11	26.7
5504	16-Jul-11	26
5504	09-Jul-11	12.8
5504	06-Jul-11	3.6
5509	16-Jul-11	19.1
5509	19-Jul-11	22.4
5509	19-Nov-11	32.2
5509	18-Jul-11	21.1
5509	19-Nov-11	26.8
5509	08-Jul-11	2.3
5509	11-Jul-11	8.8
5510	19-Jul-11	26.2
5510	18-Jul-11	25.4
5510	16-Jul-11	21.7
5510	11-Jul-11	8.4
5510	08-Jul-11	4.2
5511	19-Jul-11	26.3
5511	25-Jul-11	20
5511	16-Jul-11	23.1
5511	08-Jul-11	3.8
5511	18-Jul-11	25.5
5511	11-Jul-11	10.6
5515	15-Jul-11	20.6
5515	13-Jul-11	19.1
5515	08-Jul-11	8.6
5515	05-Jul-11	4.9
5516	13-Jul-11	15.8
5516	10-Aug-11	24.6
5516	15-Jul-11	18
5516	08-Jul-11	7.6
5516	16-Oct-11	26.5
5516	22-Oct-11	26.2
5516	05-Jul-11	5.1
5516	19-Nov-11	24.8
5517	15-Jul-11	22.1
5517	24-May-12	26.6
5517	06-Feb-12	26.1
5517	19-Nov-11	28.7
5517	08-Jul-11	6.7
5517	05-Jul-11	4.5
5517	14-Nov-13	29
5517	13-Nov-13	25.5
5517	22-Jan-13	25.3
5517	13-Jul-11	19.6
5517	26-Jun-14	26.3
5518	05-Jul-11	3.2
5518	08-Jul-11	3.6
5519	05-Jul-11	6.8
5519	08-Jul-11	10.6
5520	08-Jul-11	6.8
5520	19-Jul-11	11
5520	17-Jul-11	11.9
5520	13-Jul-11	13.7
5520	05-Jul-11	6
5521	05-Jul-11	5
5521	08-Jul-11	5.1
5522	08-Jul-11	5
5522	05-Jul-11	5.8
5523	12-Jul-11	9.4
5523	09-Aug-11	30.5
5523	17-Jul-11	19.4
5523	09-Jul-11	3.5
5523	19-Jul-11	19.8
5524	12-Jul-11	7.3
5524	19-Jul-11	13.1
5524	09-Jul-11	3
5524	17-Jul-11	12.6
5525	09-Jul-11	3.5
5525	12-Jul-11	8.6
5525	19-Jul-11	24.3
5525	17-Jul-11	22.4
5525	03-Aug-11	30.3
5526	10-Jul-11	3.1
5526	21-Jul-11	27.3
5526	18-Jul-11	23.6
5526	20-Jul-11	26.3
5526	13-Jul-11	12
5527	18-Jul-11	23.8
5527	21-Jul-11	27.3
5527	13-Jul-11	12.3
5527	18-Nov-11	27.1
5527	20-Jul-11	25.4
5527	10-Jul-11	4.2
5529	12-Jul-11	4.3
5530	20-Jul-11	11.3
5530	18-Jul-11	6.2
5530	25-Jul-11	22.2
5530	28-Jul-11	25
5530	17-Jul-11	3.6
5531	20-Jul-11	8.8
5531	17-Jul-11	2.4
5531	25-Jul-11	18.1
5531	18-Jul-11	4.2
5531	28-Jul-11	23.1
5532	17-Jul-11	4
5532	20-Jul-11	9.2
5532	25-Jul-11	20.6
5532	27-Jul-11	21.8
5533	25-Jul-11	21
5533	17-Jul-11	3.9
5533	20-Jul-11	9.2
5533	21-Aug-11	25.5
5533	27-Jul-11	23.8
5534	17-Jul-11	3.4
5534	18-Nov-11	26.6
5534	25-Jul-11	22.2
5534	16-Nov-11	25.3
5534	20-Jul-11	9.1
5534	27-Jul-11	23.6
5535	17-Jul-11	2.5
5535	20-Jul-11	6.2
5536	21-Jul-11	7.3
5536	26-Jul-11	17.3
5536	28-Jul-11	21.9
5536	18-Jul-11	2.6
5536	30-Jul-11	23.2
5537	30-Jul-11	22.4
5537	21-Aug-11	23.9
5537	18-Jul-11	2.6
5537	21-Jul-11	7.4
5537	28-Jul-11	22.1
5537	26-Jul-11	18.7
5538	28-Jul-11	24.8
5538	20-Jul-11	11.7
5538	25-Jul-11	22.2
5538	18-Jul-11	6
5539	20-Jul-11	13.8
5539	28-Jul-11	26.5
5539	18-Jul-11	7.6
5539	25-Jul-11	23.7
5540	25-Jul-11	6.6
5540	20-Jul-11	4.9
5540	18-Jul-11	2.3
5543	31-Jul-11	22.4
5543	16-Nov-11	28.4
5543	21-Aug-11	27.3
5543	24-Jul-11	12.8
5543	29-Jul-11	21.1
5543	16-Oct-11	28.2
5543	07-Feb-12	27.5
5543	21-Jul-11	6.3
5544	24-Jul-11	10.1
5544	21-Jul-11	6.6
5544	31-Jul-11	16.8
5544	30-Jul-11	14.9
5545	29-Jul-11	14
5545	24-Jul-11	9.3
5545	21-Jul-11	4.5
5545	31-Jul-11	15.1
5546	21-Jul-11	2
5547	21-Jul-11	5.4
5547	24-Jul-11	13
5547	29-Jul-11	22.6
5547	31-Jul-11	25.3
5548	31-Jul-11	22.8
5548	29-Jul-11	19.2
5548	21-Aug-11	27
5548	21-Jul-11	3.3
5548	24-Jul-11	9.4
5549	24-Jul-11	11.2
5549	29-Jul-11	19.7
5549	21-Jul-11	4.5
5549	31-Jul-11	23
5550	24-Jul-11	14.2
5550	31-Jul-11	26.7
5550	29-Jul-11	25.1
5550	21-Jul-11	5.5
5551	31-Jul-11	25.2
5551	21-Jul-11	3.2
5551	29-Jul-11	22.5
5551	24-Jul-11	9.8
5552	21-Jul-11	2.5
5553	04-Aug-11	18.5
5553	24-Jul-11	5.6
5553	02-Aug-11	15.4
5553	21-Jul-11	2.1
5553	31-Jul-11	11.4
5553	29-Jul-11	9.7
5554	20-Nov-11	27.3
5554	20-Nov-11	27.7
5554	29-Aug-11	31.8
5554	31-Jul-11	25
5554	24-Jul-11	14.1
5554	29-Jul-11	23.9
5554	21-Jul-11	5.3
5555	21-Jul-11	5.1
5555	24-Jul-11	13.5
5555	29-Jul-11	23.4
5555	31-Jul-11	24.8
5556	24-Jul-11	13.1
5556	21-Jul-11	5.2
5556	29-Jul-11	24
5556	31-Jul-11	25.4
5556	22-Aug-11	29.9
5557	31-Jul-11	25.7
5557	24-Jul-11	9
5557	22-Aug-11	30.2
5557	29-Jul-11	22.3
5557	21-Jul-11	4.1
5558	24-Jul-11	9.9
5558	31-Jul-11	21.9
5558	21-Jul-11	4
5558	29-Jul-11	19.5
5558	21-Aug-11	24.9
5559	31-Jul-11	15.7
5559	24-Jul-11	8.4
5559	29-Jul-11	15.4
5559	21-Jul-11	3.6
5560	24-Jul-11	7.6
5560	29-Jul-11	16.6
5560	21-Jul-11	2.8
5560	31-Jul-11	17
5560	21-Aug-11	25.9
5560	29-Aug-11	26.1
5561	21-Jul-11	3.2
5561	24-Jul-11	6.2
5562	31-Jul-11	17.8
5562	24-Jul-11	5.8
5562	29-Jul-11	13
5562	21-Jul-11	1.8
5563	21-Jul-11	1.9
5564	24-Jul-11	9.9
5564	31-Jul-11	23.2
5564	29-Jul-11	21.1
5564	20-Nov-11	26.1
5564	14-Nov-11	28.6
5564	21-Jul-11	2.7
5565	21-Jul-11	3.2
5565	21-Aug-11	26.8
5565	31-Jul-11	24.6
5565	29-Jul-11	23.1
5565	24-Jul-11	9.4
5566	21-Jul-11	1.7
5567	31-Jul-11	25.6
5567	24-Jul-11	10.4
5567	29-Jul-11	22.6
5567	21-Jul-11	5.8
5568	25-Jul-11	10.6
5568	30-Jul-11	19.5
5568	01-Aug-11	21.1
5568	22-Jul-11	4.3
5568	02-Aug-11	21.9
5569	02-Aug-11	22.4
5569	30-Jul-11	20.1
5569	25-Jul-11	10.6
5569	22-Jul-11	3.7
5569	01-Aug-11	20.3
5570	25-Jul-11	3.5
5570	22-Jul-11	2
5571	21-Aug-11	27.5
5571	30-Jul-11	23.6
5571	22-Jul-11	4
5571	01-Aug-11	25.2
5571	02-Aug-11	27.6
5571	16-Nov-11	28.4
5571	25-Jul-11	10.5
5572	30-Jul-11	23.5
5572	01-Aug-11	24.2
5572	21-Aug-11	25.1
5572	02-Aug-11	26.6
5572	15-Nov-11	28.6
5572	22-Jul-11	3.5
5572	25-Jul-11	11
5573	23-Jul-11	3.5
5573	26-Jul-11	6.5
5574	23-Jul-11	2.6
5575	23-Jul-11	1.8
5576	26-Jul-11	4.4
5576	23-Jul-11	2.7
5577	23-Jul-11	2.1
5578	23-Jul-11	1.7
5579	23-Jul-11	2.5
5579	26-Jul-11	9.5
5579	04-Aug-11	22.1
5579	29-Aug-11	27.5
5579	02-Aug-11	20.1
5579	31-Jul-11	16
5580	31-Jul-11	22.2
5580	11-Aug-11	26.7
5580	26-Jul-11	11.4
5580	02-Aug-11	24.7
5580	23-Jul-11	3.4
5582	01-Aug-11	22.5
5582	03-Aug-11	24
5582	04-Aug-11	23.5
5582	28-Jul-11	14.6
5582	24-Jul-11	5.2
5583	24-Jul-11	2.9
5583	01-Aug-11	15
5583	03-Aug-11	19.6
5583	04-Aug-11	20.1
5583	28-Jul-11	8.8
5584	24-Jul-11	3.4
5584	03-Aug-11	23.2
5584	01-Aug-11	21
5584	28-Jul-11	10.9
5584	04-Aug-11	22.7
5585	24-Jul-11	2
5587	05-Aug-11	23.5
5587	03-Aug-11	20.4
5587	26-Jul-11	3.3
5587	06-Aug-11	23.2
5587	29-Jul-11	9
5588	26-Jul-11	3.3
5588	06-Aug-11	26.4
5588	29-Jul-11	9.9
5588	14-Nov-11	30
5588	03-Aug-11	22.3
5588	21-Aug-11	28.4
5588	05-Aug-11	25.9
5589	06-Aug-11	23.2
5589	11-Jun-13	28
5589	26-Jul-11	4.7
5589	29-Jul-11	11.3
5589	03-Aug-11	21.3
5589	22-Aug-11	29.5
5589	15-Nov-11	29.2
5589	14-Nov-13	27
5589	13-Nov-13	27.2
5589	05-Aug-11	23.8
5589	07-Dec-14	27.7
5589	19-Feb-15	28
5590	26-Jul-11	27.6
5590	29-Jul-11	24
